"GeographyCode","QS204EW0001","QS204EW0002","QS204EW0003","QS204EW0004","QS204EW0005","QS204EW0006","QS204EW0007","QS204EW0008","QS204EW0009","QS204EW0010","QS204EW0011","QS204EW0012","QS204EW0013","QS204EW0014","QS204EW0015","QS204EW0016","QS204EW0017","QS204EW0018","QS204EW0019","QS204EW0020","QS204EW0021","QS204EW0022","QS204EW0023","QS204EW0024","QS204EW0025","QS204EW0026","QS204EW0027","QS204EW0028","QS204EW0029","QS204EW0030","QS204EW0031","QS204EW0032","QS204EW0033","QS204EW0034","QS204EW0035","QS204EW0036","QS204EW0037","QS204EW0038","QS204EW0039","QS204EW0040","QS204EW0041","QS204EW0042","QS204EW0043","QS204EW0044","QS204EW0045","QS204EW0046","QS204EW0047","QS204EW0048","QS204EW0049","QS204EW0050","QS204EW0051","QS204EW0052","QS204EW0053","QS204EW0054","QS204EW0055","QS204EW0056","QS204EW0057","QS204EW0058","QS204EW0059","QS204EW0060","QS204EW0061","QS204EW0062","QS204EW0063","QS204EW0064","QS204EW0065","QS204EW0066","QS204EW0067","QS204EW0068","QS204EW0069","QS204EW0070","QS204EW0071","QS204EW0072","QS204EW0073","QS204EW0074","QS204EW0075","QS204EW0076","QS204EW0077","QS204EW0078","QS204EW0079","QS204EW0080","QS204EW0081","QS204EW0082","QS204EW0083","QS204EW0084","QS204EW0085","QS204EW0086","QS204EW0087","QS204EW0088","QS204EW0089","QS204EW0090","QS204EW0091","QS204EW0092","QS204EW0093","QS204EW0094","QS204EW0095","QS204EW0096","QS204EW0097","QS204EW0098","QS204EW0099","QS204EW0100","QS204EW0101","QS204EW0102","QS204EW0103","QS204EW0104"
"E02001394",9897,9339,28,0,0,0,0,0,0,0,0,24,11,32,130,6,21,48,4,3,10,2,1,3,2,8,8,4,5,1,0,0,1,3,16,8,2,3,0,3,0,0,0,7,4,61,44,1,32,3,8,0,71,8,13,4,0,33,2,0,0,3,0,5,0,3,94,16,6,45,5,8,1,0,1,6,6,0,0,0,0,0,28,1,2,7,0,0,1,0,5,0,0,8,2,1,0,1,7,7,1,0,1,0
"E02001395",5857,5698,7,0,0,0,0,0,0,0,0,9,7,16,11,2,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,5,9,27,0,0,10,9,8,19,7,0,4,0,3,0,0,0,1,4,0,0,0,35,2,11,17,1,0,2,1,1,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0
"E02001396",7752,7300,1,0,0,0,0,0,0,0,0,32,14,12,184,17,10,93,7,5,16,11,4,3,1,9,1,1,0,2,1,0,1,2,3,0,2,0,0,1,0,0,0,11,6,61,22,0,2,19,1,0,53,12,4,4,0,3,3,3,4,10,5,0,0,5,45,9,5,16,3,0,0,4,4,3,1,0,0,0,0,0,7,0,0,2,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1,0,0,1
"E02001397",7413,7283,4,0,0,0,0,0,0,0,0,2,2,6,31,3,6,14,0,0,0,2,1,1,0,2,1,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,7,8,1,2,5,0,0,27,6,7,0,0,1,2,0,1,3,6,0,0,1,34,1,21,10,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,0
"E02001398",7569,7184,9,2,0,0,0,0,0,2,0,33,1,22,83,5,11,32,0,0,4,8,1,2,2,6,2,0,3,3,4,0,0,0,11,8,1,0,0,2,0,0,0,10,7,44,30,1,5,14,8,2,50,27,4,4,0,3,2,1,0,3,5,1,0,0,50,3,14,26,4,0,1,0,1,1,0,0,0,0,0,0,28,0,0,15,0,1,0,5,0,2,0,0,0,1,0,4,3,3,2,2,0,0
"E02001399",7100,6948,12,0,0,0,0,0,0,0,0,8,3,9,37,3,8,5,0,0,1,0,0,0,0,13,5,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,15,4,0,2,2,0,0,12,2,0,0,0,9,0,0,0,0,0,0,0,1,41,3,3,30,1,0,0,2,0,2,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
"E02001400",6432,6229,1,0,0,0,0,0,0,0,0,2,3,13,32,0,6,9,0,1,1,0,0,4,2,8,0,0,1,0,0,0,0,0,9,0,8,0,0,1,0,0,0,0,2,9,12,0,4,5,0,3,48,14,2,9,0,13,1,0,0,3,2,2,2,0,63,2,20,35,0,0,0,4,0,0,2,0,0,0,0,0,6,0,0,1,0,0,1,2,0,0,0,2,0,0,0,0,1,1,2,0,1,1
"E02001401",7650,7405,4,0,0,0,0,0,0,0,0,1,8,3,148,2,6,66,5,0,10,32,7,18,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,6,6,10,0,4,4,0,2,17,1,3,3,0,2,1,0,2,3,1,0,1,0,26,0,5,20,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,1,0,0,0,7,2,1,0,1,0,0,1,1,0,0
"E02001402",8098,7841,15,0,0,0,0,0,0,0,0,16,1,13,83,7,18,29,2,14,1,1,1,1,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,15,3,0,1,1,1,0,36,1,3,0,0,14,2,2,0,7,4,0,0,3,42,4,22,11,2,1,0,1,1,0,0,0,0,0,0,0,13,0,0,0,0,0,1,4,0,0,0,3,0,1,0,4,0,0,1,1,0,0
"E02001403",5784,5514,4,0,0,0,0,0,0,0,0,0,2,10,170,0,0,83,15,16,0,20,1,35,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,20,4,0,4,0,0,0,34,5,5,0,0,2,0,0,0,8,12,1,1,0,22,4,4,10,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0
"E02001404",6943,6745,1,0,0,0,0,0,0,0,0,9,12,7,90,0,1,55,13,1,0,2,3,10,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,11,0,2,9,0,0,24,2,0,8,0,6,0,0,0,4,4,0,0,0,24,3,3,10,0,0,0,0,5,2,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,1,1,1,0,0
