"GeographyCode","QS609EW0001","QS609EW0002","QS609EW0003","QS609EW0004","QS609EW0005","QS609EW0006","QS609EW0007","QS609EW0008","QS609EW0009","QS609EW0010","QS609EW0011","QS609EW0012","QS609EW0013","QS609EW0014","QS609EW0015","QS609EW0016","QS609EW0017","QS609EW0018","QS609EW0019","QS609EW0020","QS609EW0021","QS609EW0022","QS609EW0023","QS609EW0024","QS609EW0025","QS609EW0026","QS609EW0027","QS609EW0028","QS609EW0029","QS609EW0030","QS609EW0031","QS609EW0032","QS609EW0033","QS609EW0034","QS609EW0035","QS609EW0036","QS609EW0037","QS609EW0038","QS609EW0039","QS609EW0040","QS609EW0041","QS609EW0042","QS609EW0043","QS609EW0044","QS609EW0045","QS609EW0046","QS609EW0047","QS609EW0048","QS609EW0049","QS609EW0050","QS609EW0051","QS609EW0052","QS609EW0053","QS609EW0054","QS609EW0055"
"E00032997",211,6,0,0,0,6,6,0,0,0,28,20,20,0,0,0,6,2,13,13,0,0,0,16,6,6,0,10,10,0,22,14,8,6,2,44,14,18,0,9,0,0,3,45,8,0,10,27,0,26,23,3,11,11,0
"E00032998",337,32,12,0,12,20,9,3,8,0,54,31,19,1,8,3,13,10,40,21,12,3,4,22,9,9,0,13,13,0,30,16,14,14,0,46,8,29,3,5,0,1,0,58,15,0,16,27,0,39,30,9,16,16,0
"E00032999",359,38,3,0,3,35,32,3,0,0,83,61,46,1,12,2,12,10,31,23,4,4,0,15,5,3,2,10,10,0,19,12,7,7,0,39,19,16,0,0,0,0,4,40,15,1,5,19,0,40,25,15,54,54,0
"E00033000",177,11,4,0,4,7,4,3,0,0,15,7,7,0,0,0,4,4,5,5,0,0,0,12,6,6,0,6,4,2,20,10,10,10,0,37,7,20,0,8,0,1,1,36,7,8,3,18,0,37,31,6,4,4,0
"E00033002",227,22,1,0,1,21,14,5,2,0,40,34,31,0,0,3,4,2,26,21,4,1,0,13,3,3,0,10,10,0,28,5,23,15,8,30,2,26,0,1,0,1,0,35,13,1,9,12,0,25,10,15,8,8,0
"E00033004",252,56,12,0,12,44,31,2,11,0,65,42,35,2,4,1,17,6,34,19,6,3,6,29,5,5,0,24,24,0,16,8,8,4,4,30,4,12,4,6,0,4,0,4,0,0,0,4,0,6,3,3,12,12,0
"E00033005",336,7,0,0,0,7,5,2,0,0,47,27,25,0,2,0,14,6,28,17,3,7,1,7,2,2,0,5,5,0,28,22,6,6,0,107,24,45,16,20,0,2,0,58,8,13,20,17,0,45,31,14,9,9,0
"E00033006",271,12,2,0,2,10,3,6,1,0,31,12,12,0,0,0,15,4,34,21,8,0,5,15,0,0,0,15,15,0,19,13,6,4,2,57,7,29,5,8,0,0,8,70,8,1,12,47,2,31,26,5,2,2,0
"E00033007",317,12,3,0,3,9,9,0,0,0,23,11,7,3,1,0,9,3,14,6,6,2,0,23,9,9,0,14,14,0,34,21,13,10,3,74,13,44,5,8,0,0,4,71,8,3,7,53,0,64,56,8,2,2,0
"E00033008",345,15,7,0,7,8,6,0,2,0,19,16,12,4,0,0,3,0,21,12,4,3,2,10,1,1,0,9,9,0,29,18,11,11,0,83,17,46,5,9,0,3,3,67,11,15,13,28,0,99,78,21,2,2,0
"E00033012",149,44,6,0,6,38,15,7,14,2,45,26,15,1,6,4,18,1,8,6,2,0,0,17,8,8,0,9,9,0,5,3,2,2,0,9,4,3,0,2,0,0,0,8,2,0,4,2,0,3,2,1,10,10,0
"E00033013",202,36,2,0,2,34,30,4,0,0,48,40,38,1,1,0,8,0,15,8,2,5,0,9,3,3,0,6,6,0,9,6,3,1,2,28,2,17,0,9,0,0,0,23,13,0,2,8,0,4,4,0,30,30,0
"E00033015",209,28,0,0,0,28,26,1,1,0,17,14,14,0,0,0,2,1,12,11,1,0,0,6,0,0,0,6,6,0,13,7,6,6,0,9,6,2,0,1,0,0,0,11,2,0,5,4,0,6,6,0,107,107,0
"E00033016",448,51,7,0,7,44,39,5,0,0,39,36,28,0,6,2,2,1,17,14,2,1,0,19,4,4,0,15,15,0,17,15,2,2,0,19,1,13,0,1,0,4,0,15,6,0,0,9,0,36,25,11,235,235,0
"E00033018",140,14,0,0,0,14,10,3,1,0,30,20,19,0,1,0,10,0,8,4,3,0,1,1,0,0,0,1,1,0,4,2,2,2,0,16,8,6,0,0,0,0,2,0,0,0,0,0,0,1,1,0,66,66,0
"E00033019",350,24,1,0,1,23,17,5,1,0,60,48,38,0,10,0,11,1,16,4,5,7,0,17,7,7,0,10,10,0,19,12,7,6,1,54,15,26,0,1,0,4,8,14,2,0,4,8,0,39,23,16,107,107,0
"E00033020",231,32,3,0,3,29,19,7,3,0,41,32,29,2,1,0,4,5,19,10,4,4,1,9,4,4,0,5,5,0,10,3,7,7,0,24,4,12,1,1,0,0,6,11,5,0,2,3,1,11,6,5,74,74,0
"E00033021",262,28,1,0,1,27,23,3,0,1,32,26,23,2,1,0,6,0,21,14,4,3,0,15,8,8,0,7,7,0,45,19,26,26,0,37,13,21,1,1,0,0,1,54,8,14,10,22,0,24,23,1,6,6,0
"E00033023",298,31,2,0,2,29,14,7,8,0,92,66,47,0,19,0,21,5,15,9,3,2,1,13,4,4,0,9,9,0,11,7,4,3,1,11,3,5,0,2,0,1,0,27,4,1,10,12,0,10,6,4,88,88,0
"E00033024",178,11,0,0,0,11,11,0,0,0,29,18,18,0,0,0,4,7,13,10,1,2,0,13,3,3,0,10,10,0,14,6,8,8,0,24,11,5,0,7,0,1,0,34,2,4,5,23,0,39,35,4,1,1,0
"E00033025",265,23,4,0,4,19,13,3,3,0,114,82,69,4,7,2,27,5,38,28,10,0,0,18,4,4,0,14,14,0,17,14,3,2,1,34,1,16,6,8,0,2,1,8,0,1,4,3,0,4,4,0,9,9,0
"E00033026",219,44,2,0,2,42,30,8,1,3,81,61,45,8,8,0,5,15,25,22,1,0,2,25,0,0,0,25,25,0,8,5,3,0,3,22,5,1,0,10,0,2,4,11,0,1,9,1,0,1,0,1,2,2,0
"E00033027",366,76,4,0,4,72,53,11,8,0,109,88,74,7,7,0,15,6,43,24,12,7,0,29,14,14,0,15,15,0,11,4,7,3,4,31,16,7,4,0,0,1,3,23,5,3,6,8,1,7,2,5,37,37,0
"E00033029",240,38,9,0,9,29,26,3,0,0,78,43,43,0,0,0,22,13,24,16,6,2,0,15,0,0,0,15,15,0,25,15,10,6,4,23,10,9,3,1,0,0,0,24,8,0,11,5,0,4,0,4,9,9,0
"E00033030",240,64,15,0,15,49,35,2,12,0,72,53,34,3,10,6,19,0,16,16,0,0,0,43,16,16,0,27,27,0,12,8,4,4,0,15,2,4,0,5,0,2,2,10,4,0,4,2,0,4,3,1,4,4,0
"E00033031",309,51,3,0,3,48,33,11,1,3,96,76,62,9,5,0,13,7,28,20,8,0,0,28,11,11,0,17,14,3,29,24,5,4,1,41,4,22,0,11,0,0,4,20,6,2,8,4,0,3,3,0,13,13,0
"E00033032",347,85,9,0,9,76,54,11,11,0,117,94,72,10,12,0,17,6,26,18,7,1,0,14,1,1,0,13,11,2,11,8,3,3,0,24,8,10,2,1,0,1,2,15,5,0,5,5,0,26,14,12,29,29,0
"E00033033",288,74,3,0,3,71,63,6,1,1,83,71,61,3,7,0,6,6,37,21,10,5,1,24,7,7,0,17,17,0,15,7,8,8,0,13,3,8,1,0,0,0,1,10,0,0,2,8,0,21,7,14,11,11,0
"E00033034",313,78,8,0,8,70,46,16,8,0,136,123,101,9,13,0,9,4,19,14,3,2,0,19,8,8,0,11,11,0,12,8,4,4,0,22,4,9,2,1,0,6,0,4,0,0,2,2,0,17,10,7,6,6,0
"E00033035",324,79,2,0,2,77,53,15,6,3,73,61,58,0,3,0,11,1,40,28,3,9,0,25,4,4,0,21,21,0,23,18,5,5,0,33,9,12,3,3,0,6,0,38,13,2,12,11,0,11,6,5,2,2,0
"E00033036",191,36,3,0,3,33,22,9,2,0,67,50,39,7,4,0,11,6,28,13,13,2,0,13,3,3,0,10,10,0,9,6,3,3,0,22,3,11,2,5,0,0,1,2,1,0,1,0,0,10,7,3,4,4,0
"E00033037",276,86,19,0,19,67,40,5,20,2,90,55,51,3,1,0,23,12,26,15,4,4,3,21,5,5,0,16,16,0,15,10,5,5,0,16,2,5,2,1,0,4,2,15,2,6,3,4,0,5,5,0,2,2,0
"E00033038",166,45,1,0,1,44,38,4,2,0,54,47,30,5,12,0,3,4,17,13,4,0,0,5,2,2,0,3,3,0,4,1,3,2,1,11,5,6,0,0,0,0,0,5,0,0,2,3,0,14,12,2,11,11,0
"E00033040",270,39,5,0,5,34,25,7,2,0,79,54,48,4,2,0,17,8,17,11,6,0,0,31,3,3,0,28,28,0,9,5,4,1,3,37,13,14,1,7,0,2,0,14,4,0,3,7,0,26,16,10,18,18,0
"E00033041",262,37,4,0,4,33,27,6,0,0,93,59,46,0,13,0,27,7,28,16,9,3,0,33,5,5,0,28,28,0,22,3,19,16,3,25,2,12,9,2,0,0,0,15,1,2,7,5,0,3,2,1,6,6,0
"E00033042",239,49,13,0,13,36,8,25,1,2,72,50,39,3,8,0,21,1,32,22,6,4,0,17,6,6,0,11,11,0,22,15,7,7,0,16,5,5,3,3,0,0,0,20,0,0,10,8,2,6,0,6,5,5,0
"E00033043",252,54,18,0,18,36,22,8,6,0,84,39,30,6,0,3,29,16,32,23,9,0,0,32,2,2,0,30,30,0,13,13,0,0,0,11,7,4,0,0,0,0,0,9,1,0,2,6,0,10,2,8,7,7,0
"E00033044",239,44,4,0,4,40,29,5,6,0,91,67,62,0,2,3,8,16,32,19,11,0,2,29,22,22,0,7,5,2,2,2,0,0,0,11,2,4,2,3,0,0,0,20,0,2,10,8,0,5,3,2,5,5,0
"E00033045",215,4,0,0,0,4,4,0,0,0,30,17,12,5,0,0,9,4,30,21,3,6,0,18,9,9,0,9,9,0,10,7,3,3,0,58,11,32,6,6,0,3,0,48,4,2,15,27,0,15,9,6,2,2,0
"E00033046",180,51,9,0,9,42,26,7,9,0,45,31,19,6,6,0,9,5,24,19,1,4,0,27,14,14,0,13,13,0,6,3,3,3,0,11,3,1,3,0,0,4,0,4,1,0,2,1,0,6,5,1,6,6,0
"E00033047",282,66,10,0,10,56,31,15,10,0,107,80,56,10,5,9,13,14,26,20,0,6,0,19,9,9,0,10,10,0,14,3,11,6,5,19,0,11,0,0,0,0,8,23,3,4,2,14,0,8,8,0,0,0,0
"E00033048",252,42,17,0,17,25,12,10,3,0,68,40,26,9,5,0,20,8,45,31,7,2,5,33,13,13,0,20,20,0,9,7,2,2,0,22,4,8,4,6,0,0,0,26,11,2,8,5,0,2,2,0,5,5,0
"E00033049",372,60,10,0,10,50,37,12,1,0,107,78,58,10,10,0,19,10,48,29,14,4,1,23,3,3,0,20,20,0,40,26,14,11,3,59,7,25,10,4,0,3,10,20,0,4,8,8,0,4,1,3,11,10,1
"E00033050",227,48,16,0,16,32,22,10,0,0,74,57,45,7,5,0,5,12,35,28,7,0,0,8,4,4,0,4,4,0,20,10,10,10,0,20,2,4,4,4,0,2,4,15,4,0,6,5,0,3,3,0,4,4,0
"E00033051",308,90,15,0,15,75,50,16,9,0,85,62,43,10,9,0,21,2,21,7,10,4,0,29,12,12,0,17,17,0,19,13,6,6,0,25,4,12,2,0,0,4,3,15,0,0,10,5,0,13,10,3,11,11,0
"E00033052",377,47,4,0,4,43,23,14,6,0,97,43,35,2,3,3,23,31,54,39,8,7,0,26,8,8,0,18,18,0,20,19,1,1,0,30,6,10,5,7,0,2,0,34,4,6,7,17,0,8,4,4,61,61,0
"E00033053",278,34,4,0,4,30,28,2,0,0,92,69,55,4,10,0,13,10,38,15,23,0,0,28,6,6,0,22,22,0,25,15,10,10,0,21,1,11,0,0,0,1,8,19,6,0,7,6,0,2,0,2,19,19,0
"E00033054",158,17,2,0,2,15,15,0,0,0,42,31,26,3,2,0,7,4,10,9,1,0,0,5,0,0,0,5,5,0,21,13,8,7,1,23,6,8,0,3,0,3,3,24,4,4,6,10,0,10,8,2,6,6,0
"E00033055",244,60,7,0,7,53,29,0,24,0,89,82,53,20,9,0,7,0,32,24,6,2,0,12,4,4,0,8,8,0,15,6,9,4,5,12,3,6,1,0,0,0,2,10,2,1,1,6,0,9,9,0,5,5,0
"E00033056",278,64,18,0,18,46,35,8,3,0,72,55,40,9,2,4,12,5,35,25,10,0,0,37,11,11,0,26,26,0,16,10,6,6,0,34,2,22,1,4,0,2,3,10,2,1,4,3,0,2,0,2,8,8,0
"E00033057",292,43,10,0,10,33,27,6,0,0,75,58,50,4,4,0,7,10,44,21,12,9,2,28,1,1,0,27,24,3,20,12,8,8,0,33,6,14,4,8,0,1,0,38,3,1,14,20,0,3,1,2,8,8,0
"E00033059",307,50,12,0,12,38,19,12,2,5,58,32,21,1,10,0,15,11,42,25,12,0,5,38,14,14,0,24,24,0,20,14,6,5,1,66,13,37,1,6,0,5,4,18,0,0,7,11,0,12,9,3,3,3,0
"E00033060",204,36,4,0,4,32,16,10,6,0,47,40,28,7,5,0,3,4,24,17,2,3,2,18,3,3,0,15,15,0,27,18,9,9,0,22,6,12,2,0,0,2,0,25,4,0,10,11,0,5,3,2,0,0,0
"E00033061",235,47,11,0,11,36,20,5,10,1,91,73,56,9,8,0,15,3,32,16,16,0,0,27,11,11,0,16,16,0,14,1,13,13,0,4,3,0,0,1,0,0,0,6,0,2,2,2,0,7,5,2,7,7,0
"E00033062",264,64,17,0,17,47,25,20,2,0,86,56,49,2,5,0,26,4,33,24,7,2,0,19,5,5,0,14,14,0,17,0,17,17,0,20,2,6,4,2,0,3,3,19,6,0,8,5,0,6,2,4,0,0,0
"E00033063",259,78,20,0,20,58,43,8,7,0,77,56,46,5,3,2,11,10,15,10,1,4,0,31,12,12,0,19,19,0,21,14,7,4,3,11,2,4,5,0,0,0,0,20,0,0,15,5,0,3,3,0,3,3,0
"E00033064",235,50,3,0,3,47,32,13,2,0,82,55,49,5,1,0,7,20,36,25,11,0,0,26,7,7,0,19,19,0,10,5,5,5,0,19,2,11,4,1,0,0,1,9,2,0,2,5,0,3,0,3,0,0,0
"E00033065",293,80,19,0,19,61,30,22,9,0,139,96,72,10,8,6,30,13,16,9,2,0,5,6,1,1,0,5,5,0,21,15,6,6,0,11,5,0,0,2,0,4,0,11,2,0,3,6,0,3,3,0,6,6,0
"E00033066",242,57,3,0,3,54,34,7,13,0,82,61,43,2,14,2,15,6,29,16,4,9,0,15,5,5,0,10,10,0,11,6,5,5,0,16,4,2,4,3,0,0,3,12,0,2,2,8,0,13,9,4,7,7,0
"E00033067",279,80,17,0,17,63,49,11,2,1,79,63,46,4,13,0,6,10,12,11,1,0,0,23,3,3,0,20,20,0,17,11,6,6,0,20,1,19,0,0,0,0,0,23,1,0,8,14,0,18,13,5,7,7,0
"E00033068",327,88,10,0,10,78,61,12,5,0,107,94,78,4,12,0,5,8,27,22,0,5,0,15,6,6,0,9,8,1,19,12,7,7,0,18,1,14,0,0,0,3,0,9,3,0,0,6,0,13,4,9,31,31,0
"E00033069",248,48,3,0,3,45,33,8,2,2,62,50,38,6,6,0,6,6,33,19,11,3,0,30,4,4,0,26,26,0,13,5,8,8,0,27,9,8,0,7,0,2,1,12,3,0,4,5,0,20,12,8,3,3,0
"E00033070",263,37,6,0,6,31,26,0,4,1,55,49,37,6,6,0,2,4,30,21,8,1,0,20,5,5,0,15,15,0,10,6,4,1,3,22,6,8,2,1,0,3,2,31,1,6,8,16,0,44,36,8,14,14,0
"E00033071",261,83,6,0,6,77,49,14,5,9,77,62,47,2,13,0,9,6,16,10,6,0,0,18,6,6,0,12,12,0,17,8,9,9,0,16,6,10,0,0,0,0,0,14,1,0,5,8,0,9,4,5,11,11,0
"E00033072",275,57,5,0,5,52,47,5,0,0,75,62,48,8,6,0,8,5,19,14,2,2,1,17,6,6,0,11,10,1,6,3,3,3,0,23,6,12,0,0,0,2,3,19,3,7,1,6,2,26,19,7,33,33,0
"E00033073",253,31,5,0,5,26,14,10,0,2,74,65,53,4,8,0,6,3,47,31,12,4,0,19,6,6,0,13,13,0,20,17,3,3,0,29,3,17,2,3,0,3,1,14,2,0,2,10,0,15,11,4,4,4,0
"E00033074",283,48,8,0,8,40,33,7,0,0,63,48,34,3,11,0,6,9,31,12,16,3,0,14,6,6,0,8,8,0,21,7,14,9,5,42,4,32,4,0,0,2,0,25,7,0,4,14,0,35,24,11,4,4,0
"E00033075",237,15,1,0,1,14,7,4,3,0,38,31,22,3,6,0,3,4,28,23,2,3,0,15,1,1,0,14,14,0,18,9,9,8,1,49,9,23,0,13,0,3,1,27,7,4,4,12,0,43,31,12,4,4,0
"E00033076",302,87,3,0,3,84,42,18,24,0,76,41,28,3,8,2,21,14,37,29,3,0,5,32,18,18,0,14,13,1,20,9,11,10,1,21,4,7,0,5,0,3,2,10,0,2,4,4,0,16,11,5,3,3,0
"E00033077",292,61,3,0,3,58,28,15,12,3,88,76,63,0,12,1,9,3,21,9,7,5,0,15,3,3,0,12,12,0,20,12,8,6,2,31,14,8,0,3,0,6,0,19,2,2,7,8,0,24,21,3,13,13,0
"E00033078",272,40,6,0,6,34,30,0,3,1,76,54,40,9,2,3,12,10,19,12,7,0,0,22,9,9,0,13,13,0,22,9,13,5,8,33,4,15,4,9,0,1,0,24,0,1,15,7,1,24,16,8,12,12,0
"E00033079",230,40,5,0,5,35,28,5,2,0,87,49,48,0,1,0,24,14,15,12,1,1,1,10,3,3,0,7,7,0,10,3,7,7,0,24,15,8,0,0,0,0,1,21,5,2,2,12,0,13,8,5,10,10,0
"E00033080",197,10,0,0,0,10,2,8,0,0,36,21,21,0,0,0,11,4,23,18,1,4,0,17,3,3,0,14,14,0,12,6,6,4,2,34,8,19,0,5,0,2,0,30,5,0,2,23,0,32,18,14,3,3,0
"E00033081",220,21,0,0,0,21,19,0,1,1,68,50,44,4,0,2,14,4,30,21,6,3,0,20,9,9,0,11,10,1,20,10,10,8,2,24,5,7,3,6,0,3,0,28,4,5,13,6,0,7,3,4,2,2,0
"E00033082",312,112,15,0,15,97,53,15,29,0,90,53,33,14,5,1,27,10,15,15,0,0,0,45,10,10,0,35,35,0,15,8,7,7,0,21,2,11,0,2,0,6,0,9,1,1,7,0,0,5,5,0,0,0,0
"E00033083",336,88,18,3,15,70,30,9,29,2,117,67,45,0,10,12,42,8,22,20,2,0,0,72,53,53,0,19,19,0,10,7,3,3,0,18,7,4,0,2,0,5,0,7,0,0,6,1,0,1,1,0,1,1,0
"E00033084",325,47,8,0,8,39,18,7,10,4,64,44,40,4,0,0,17,3,31,19,5,6,1,44,16,16,0,28,25,3,25,19,6,6,0,43,6,16,1,8,0,9,3,35,3,4,15,10,3,31,14,17,5,5,0
"E00033085",321,39,8,0,8,31,23,4,4,0,88,65,50,8,7,0,16,7,48,35,7,2,4,22,9,9,0,13,13,0,45,26,19,15,4,47,17,20,5,4,0,1,0,16,2,3,4,7,0,16,11,5,0,0,0
"E00033086",249,25,10,0,10,15,5,10,0,0,85,62,55,4,3,0,14,9,67,41,13,2,11,9,6,6,0,3,3,0,23,17,6,2,4,24,5,8,4,5,0,2,0,15,2,0,8,5,0,1,1,0,0,0,0
"E00033087",397,85,12,0,12,73,51,13,6,3,118,77,61,11,5,0,32,9,21,15,6,0,0,58,28,28,0,30,30,0,24,1,23,23,0,37,4,9,7,4,0,9,4,37,1,7,15,14,0,13,10,3,4,4,0
"E00033088",239,19,6,0,6,13,2,7,2,2,37,19,15,4,0,0,8,10,32,26,3,3,0,18,3,3,0,15,15,0,24,10,14,11,3,52,20,24,0,8,0,0,0,43,2,1,23,17,0,10,8,2,4,4,0
"E00033089",302,21,9,0,9,12,5,7,0,0,67,37,24,7,6,0,21,9,36,19,12,5,0,27,6,6,0,21,21,0,29,15,14,13,1,66,10,35,7,7,0,2,5,39,11,0,4,24,0,17,13,4,0,0,0
"E00033090",376,11,0,0,0,11,11,0,0,0,64,50,39,10,1,0,12,2,40,26,5,9,0,32,7,7,0,25,25,0,34,19,15,12,3,94,23,38,3,16,0,5,9,80,2,4,28,46,0,16,14,2,5,5,0
"E00033091",306,30,18,0,18,12,10,2,0,0,83,55,50,0,3,2,23,5,76,41,24,4,7,17,10,10,0,7,7,0,49,29,20,17,3,34,16,15,0,2,0,1,0,17,3,0,3,11,0,0,0,0,0,0,0
"E00033092",307,42,19,0,19,23,13,6,4,0,104,60,42,6,8,4,27,17,38,25,11,0,2,11,0,0,0,11,11,0,45,13,32,19,13,34,8,7,11,7,0,1,0,26,11,0,8,7,0,2,0,2,5,5,0
"E00033093",372,47,5,0,5,42,26,14,2,0,66,42,41,1,0,0,14,10,43,24,15,3,1,33,13,13,0,20,20,0,59,36,23,18,5,53,10,28,8,6,0,1,0,68,0,6,35,27,0,3,3,0,0,0,0
"E00033094",328,28,14,0,14,14,8,4,0,2,48,25,22,0,0,3,8,15,41,21,14,2,4,33,3,3,0,30,30,0,51,17,34,22,12,57,16,17,4,8,0,7,5,63,8,3,24,28,0,6,6,0,1,1,0
"E00033095",414,149,29,0,29,120,70,13,28,9,103,73,57,9,7,0,15,15,58,42,7,6,3,44,20,20,0,24,24,0,3,0,3,0,3,26,6,11,0,3,0,4,2,19,4,0,11,4,0,2,2,0,10,10,0
"E00033096",259,65,9,0,9,56,28,0,28,0,62,25,22,2,0,1,30,7,22,13,3,0,6,64,36,36,0,28,28,0,20,10,10,6,4,10,2,2,0,6,0,0,0,9,0,0,9,0,0,7,2,5,0,0,0
"E00033097",263,7,0,0,0,7,7,0,0,0,45,33,29,0,4,0,11,1,35,20,5,4,6,11,0,0,0,11,11,0,14,8,6,4,2,87,8,51,10,6,0,8,4,38,3,0,12,23,0,22,9,13,4,4,0
"E00033098",274,48,20,0,20,28,12,14,2,0,72,35,26,2,5,2,25,12,36,26,10,0,0,29,19,19,0,10,10,0,32,12,20,20,0,26,0,8,0,10,0,6,2,20,2,1,9,8,0,6,3,3,5,5,0
"E00033099",163,18,6,0,6,12,4,7,1,0,38,20,10,5,5,0,8,10,20,12,7,1,0,14,8,8,0,6,6,0,10,4,6,4,2,28,7,6,1,12,0,2,0,30,1,1,12,16,0,5,5,0,0,0,0
"E00033100",297,8,0,0,0,8,8,0,0,0,33,20,16,4,0,0,10,3,50,20,20,9,1,27,8,7,1,19,19,0,21,14,7,7,0,53,7,30,7,9,0,0,0,84,8,3,27,46,0,21,17,4,0,0,0
"E00033101",212,46,5,0,5,41,31,6,4,0,39,36,27,5,4,0,0,3,15,7,6,0,2,22,10,10,0,12,12,0,36,14,22,21,1,40,8,17,0,11,0,3,1,10,0,3,5,2,0,1,0,1,3,3,0
"E00033102",429,44,11,0,11,33,11,19,3,0,88,45,40,1,4,0,29,14,78,56,17,1,4,60,20,20,0,40,40,0,21,15,6,5,1,57,19,22,1,11,0,2,2,61,4,5,17,35,0,15,2,13,5,5,0
"E00033103",298,8,1,0,1,7,2,1,4,0,45,34,23,2,9,0,11,0,37,17,14,6,0,17,4,4,0,13,13,0,38,17,21,11,10,70,24,28,9,8,0,1,0,57,10,0,17,30,0,24,13,11,2,2,0
"E00033104",275,22,2,0,2,20,8,6,6,0,47,24,19,2,3,0,18,5,26,7,6,9,4,22,6,6,0,16,16,0,15,7,8,7,1,69,37,17,11,2,0,2,0,65,4,1,33,27,0,6,3,3,3,3,0
"E00033105",293,28,17,0,17,11,6,4,1,0,105,62,45,3,14,0,30,13,44,30,14,0,0,40,9,9,0,31,31,0,40,23,17,9,8,27,9,6,1,1,0,6,4,4,0,0,1,3,0,5,1,4,0,0,0
"E00033106",286,23,6,0,6,17,11,4,0,2,44,15,11,4,0,0,12,17,34,15,15,3,1,21,4,4,0,17,17,0,46,24,22,17,5,51,12,25,3,9,0,2,0,63,8,11,20,24,0,4,4,0,0,0,0
"E00033107",353,72,9,0,9,63,45,4,9,5,61,27,17,6,2,2,27,7,37,22,8,4,3,83,31,31,0,52,50,2,28,11,17,14,3,42,6,20,5,6,0,5,0,24,2,0,9,13,0,6,4,2,0,0,0
"E00033108",317,18,3,0,3,15,15,0,0,0,52,36,31,5,0,0,9,7,40,22,9,5,4,37,0,0,0,37,37,0,40,16,24,11,13,56,6,24,4,11,0,11,0,47,6,4,28,8,1,27,23,4,0,0,0
"E00033109",322,26,8,0,8,18,10,8,0,0,96,54,50,2,2,0,34,8,37,16,20,0,1,28,6,6,0,22,22,0,41,15,26,18,8,31,6,12,2,7,0,4,0,50,3,2,25,20,0,13,11,2,0,0,0
