"GeographyCode","QS415EW0001","QS415EW0002","QS415EW0003","QS415EW0004","QS415EW0005","QS415EW0006","QS415EW0007","QS415EW0008"
"E01006590",701,53,581,51,0,0,1,15
"E01006591",671,39,586,17,0,1,6,22
"E01006592",624,11,547,50,1,0,2,13
"E01006593",662,45,581,12,0,1,5,18
"E01006594",579,11,484,63,0,0,6,15
"E01006595",812,34,728,17,4,0,13,16
"E01006596",597,17,547,7,1,2,4,19
"E01006597",683,19,598,42,1,0,3,20
"E01006598",604,24,523,19,0,0,19,19
"E01006599",482,25,420,7,0,0,13,17
"E01006600",592,25,528,8,0,0,13,18
"E01006603",594,29,519,6,0,0,13,27
"E01006604",571,36,499,10,0,0,6,20
"E01006605",696,22,624,13,2,1,15,19
"E01006606",723,42,636,14,0,1,10,20
"E01006607",641,22,578,17,0,0,7,17
"E01006608",563,32,505,8,0,0,6,12
"E01006609",576,31,510,6,0,1,7,21
"E01006610",669,51,515,73,0,1,15,14
"E01006611",742,90,594,26,1,0,10,21
"E01006612",740,17,669,14,0,1,19,20
"E01006613",611,29,526,28,0,0,9,19
"E01006614",667,74,536,24,1,1,14,17
"E01006615",663,54,570,12,0,1,12,14
"E01006616",613,30,545,12,0,0,8,18
"E01006617",650,16,593,16,1,0,7,17
"E01006618",692,46,614,7,1,0,13,11
"E01006619",734,44,638,27,2,2,4,17
"E01006620",625,19,534,55,1,1,8,7
"E01006621",584,17,483,60,0,0,10,14
"E01006622",586,15,549,8,0,0,3,11
"E01006623",527,5,505,3,0,0,5,9
"E01006624",702,34,605,27,0,0,11,25
"E01006625",609,28,535,28,0,0,8,10
"E01006626",593,23,534,17,0,2,8,9
"E01006627",600,32,528,9,3,0,13,15
"E01006628",651,32,564,28,0,0,13,14
"E01006629",573,13,516,26,0,0,1,17
"E01006630",555,1,499,6,0,0,23,26
"E01006632",884,30,777,32,0,0,19,26
"E01006633",699,38,568,39,2,0,25,27
"E01006637",670,9,602,11,1,0,18,29
"E01006638",518,11,453,10,0,1,17,26
"E01006639",640,15,592,9,0,0,10,14
"E01006640",760,20,701,12,0,0,9,18
"E01006641",633,15,577,11,0,0,10,20
"E01006642",590,20,522,20,0,3,9,16
"E01006643",740,25,653,13,0,0,26,23
"E01006644",963,29,798,83,0,1,19,33
"E01006645",690,7,604,14,1,0,28,36
"E01006646",1006,37,629,284,0,0,20,36
"E01006647",636,4,555,19,0,0,26,32
"E01006648",1075,25,649,318,0,0,31,52
"E01006651",592,3,556,6,0,2,7,18
"E01006652",633,47,554,12,0,0,12,8
"E01006653",656,21,586,16,0,0,12,21
"E01006654",627,40,530,25,1,1,15,15
"E01006655",706,47,594,16,1,0,26,22
"E01006656",669,66,561,16,0,0,10,16
"E01006657",582,53,499,14,0,1,6,9
"E01006658",634,10,582,8,1,0,16,17
"E01006659",548,18,479,21,1,2,13,14
"E01006660",616,27,549,13,0,0,11,16
"E01006661",749,30,674,9,0,0,17,19
"E01006662",785,26,680,31,1,0,22,25
"E01006663",510,16,458,12,0,0,9,15
"E01006664",822,44,618,100,1,1,26,32
"E01006665",630,20,582,15,0,0,3,10
"E01006666",514,5,491,2,1,0,4,11
"E01006667",618,31,546,16,0,1,12,12
"E01006668",590,9,555,4,0,0,7,15
"E01006669",551,4,518,12,0,0,4,13
"E01006670",607,22,546,18,1,0,9,11
"E01006671",499,9,449,7,0,0,19,15
"E01006672",798,23,725,11,1,2,14,22
"E01006673",954,36,681,154,1,0,41,41
"E01006674",826,32,675,33,0,0,37,49
"E01006675",1132,69,741,248,2,0,40,32
"E01006676",761,26,635,27,1,0,21,51
"E01006677",477,25,384,9,0,0,37,22
"E01006678",1059,21,936,15,1,0,36,50
"E01006679",920,23,696,77,2,0,51,71
"E01006680",605,17,569,6,0,0,5,8
"E01006681",719,23,624,53,0,0,8,11
"E01006682",498,10,472,8,1,0,1,6
"E01006683",594,17,557,6,0,0,6,8
"E01006684",999,25,801,136,0,0,7,30
"E01006685",604,28,551,10,0,1,3,11
"E01006686",531,11,496,5,1,2,4,12
"E01006687",933,14,792,77,2,0,15,33
"E01006688",712,28,620,34,0,0,4,26
"E01006689",717,23,654,21,0,2,3,14
"E01006690",801,57,621,64,4,0,13,42
"E01006691",647,64,495,40,0,0,13,35
"E01006692",989,87,781,59,0,0,33,29
"E01006693",838,61,651,63,3,0,32,28
"E01006694",891,112,694,20,0,0,15,50
"E01006695",1029,72,753,134,0,0,26,44
"E01006696",768,60,606,51,0,1,23,27
"E01006697",828,85,654,33,0,0,22,34
"E01006698",725,58,615,20,0,1,10,21
"E01006699",777,32,690,10,0,1,13,31
"E01006700",653,60,527,29,0,1,21,15
"E01006701",671,67,542,39,0,0,9,14
"E01006702",740,44,631,20,0,0,16,29
"E01006703",818,33,663,49,0,0,37,36
"E01006705",689,64,580,16,0,1,10,18
"E01006706",582,8,517,9,0,3,30,15
"E01006707",553,6,496,9,0,0,24,18
"E01006708",754,7,691,8,0,2,25,21
"E01006709",685,17,605,28,0,0,24,11
"E01006710",592,48,497,14,0,1,15,17
"E01006711",685,77,557,27,0,0,8,16
"E01006712",569,57,475,14,0,0,8,15
"E01006713",604,56,518,11,0,2,6,11
"E01006716",701,44,573,43,0,1,11,29
"E01006717",576,29,504,16,0,1,8,18
"E01006718",678,52,583,21,0,1,7,14
"E01006719",638,44,558,10,1,1,9,15
"E01006720",905,59,718,73,1,0,23,31
"E01006721",912,64,709,73,0,0,27,39
"E01006722",608,38,499,36,1,0,9,25
"E01006723",749,63,590,54,0,0,15,27
"E01006724",554,27,494,14,0,0,6,13
"E01006725",739,35,597,63,0,0,19,25
"E01006726",659,47,548,21,0,0,11,32
"E01006727",665,66,561,21,0,0,6,11
"E01006728",855,99,671,31,0,1,23,30
"E01006729",539,26,479,7,0,0,11,16
"E01006730",542,19,490,7,0,0,6,20
"E01006731",486,12,458,6,0,0,4,6
"E01006732",644,12,592,6,0,0,15,19
"E01006734",625,22,568,7,0,0,10,18
"E01006735",571,18,515,5,1,0,15,17
"E01006736",582,15,517,15,0,0,14,21
"E01006737",562,13,508,11,0,1,6,23
"E01006738",662,40,574,9,0,0,20,19
"E01006739",707,23,605,27,5,2,27,18
"E01006740",604,24,512,17,0,0,14,37
"E01006741",778,38,688,19,0,0,17,16
"E01006742",591,33,524,11,0,0,8,15
"E01006743",1008,51,728,191,2,0,14,22
"E01006744",739,45,620,42,0,1,12,19
"E01006745",907,67,720,73,0,4,16,27
"E01006746",655,21,529,38,0,0,18,49
"E01006747",857,74,453,260,3,2,36,29
"E01006748",756,48,583,59,6,0,12,48
"E01006751",831,28,588,146,2,0,22,45
"E01006752",489,53,356,54,0,0,7,19
"E01006753",666,25,590,11,0,1,13,26
"E01006754",781,23,620,83,0,0,29,26
"E01006755",690,15,605,20,0,0,24,26
"E01006756",757,13,682,8,0,1,21,32
"E01006757",621,15,573,6,0,1,10,16
"E01006758",639,30,546,13,0,3,24,23
"E01006759",460,44,368,17,4,0,3,24
"E01006760",826,108,613,56,0,0,17,32
"E01006761",793,51,631,67,0,0,17,27
"E01006762",725,63,615,16,0,1,14,16
"E01006763",652,42,554,20,0,0,14,22
"E01006764",667,37,557,21,2,0,18,32
"E01006765",659,47,568,19,0,0,14,11
"E01006766",574,49,473,15,0,0,10,27
"E01006767",779,45,656,48,0,1,7,22
"E01006768",587,35,495,21,0,2,16,18
"E01006769",712,18,616,24,0,0,26,28
"E01006770",445,15,395,7,0,0,12,16
"E01006771",694,20,591,29,0,0,25,29
"E01006772",480,11,422,22,0,1,9,15
"E01006773",554,12,518,12,0,0,1,11
"E01006774",552,13,509,6,0,0,5,19
"E01006775",556,8,505,12,0,0,20,11
"E01006776",844,7,697,88,2,0,18,32
"E01006778",1124,67,825,154,0,0,35,43
"E01006779",902,11,737,67,2,0,33,52
"E01006780",619,32,539,22,2,0,4,20
"E01006781",600,23,552,2,0,0,8,15
"E01006782",691,44,599,14,1,0,17,16
"E01006783",645,40,563,18,0,0,11,13
"E01006784",586,53,490,26,0,1,6,10
"E01006785",781,70,567,116,1,2,8,17
"E01006786",764,31,686,18,0,0,12,17
"E01006787",691,48,585,20,0,1,13,24
"E01006788",681,46,592,16,0,0,10,17
"E01006790",801,62,655,28,0,0,22,34
"E01006791",873,46,678,100,0,1,27,21
"E01006792",557,8,488,53,0,0,3,5
"E01006793",759,22,568,133,11,0,13,12
"E01006794",711,22,612,58,1,2,3,13
"E01006795",628,18,570,20,0,1,5,14
"E01006796",581,3,554,4,3,1,2,14
"E01006797",707,22,652,14,0,0,2,17
"E01006798",609,23,549,16,1,0,3,17
"E01006799",1145,34,874,177,0,2,30,28
"E01006800",679,8,632,26,3,0,3,7
"E01006801",609,13,569,10,0,0,6,11
"E01032505",563,22,496,11,0,0,9,25
"E01032506",656,40,557,17,0,0,15,27
"E01032507",666,35,589,20,0,0,5,17
"E01032508",847,57,710,36,0,1,18,25
"E01032509",665,70,539,14,0,1,14,27
"E01032510",776,50,627,67,0,1,10,21
"E01032511",616,54,523,20,0,0,8,11
"E01033747",496,22,407,16,0,0,24,27
"E01033748",772,15,425,313,0,0,2,17
"E01033749",1039,10,601,208,61,0,138,21
"E01033750",905,21,612,255,1,0,1,15
"E01033751",603,24,139,413,2,0,16,9
"E01033752",790,37,86,644,6,0,12,5
"E01033753",714,35,25,630,1,0,18,5
"E01033754",838,33,244,529,3,0,12,17
"E01033755",675,45,40,579,0,0,8,3
"E01033756",733,21,179,470,7,0,31,25
"E01033757",715,32,312,322,3,1,19,26
"E01033758",475,37,161,240,1,0,12,24
"E01033759",480,22,383,42,0,1,16,16
"E01033760",529,39,90,376,0,1,13,10
"E01033761",832,54,112,648,6,0,6,6
"E01033762",456,13,208,217,0,0,4,14
"E01033763",820,26,623,55,2,1,62,51
"E01033764",1172,14,906,150,5,0,58,39
"E01033765",659,13,473,127,0,0,10,36
"E01033766",424,25,370,10,0,0,6,13
"E01033767",562,38,472,16,0,0,10,26
"E01033768",835,35,636,96,1,0,17,50
