"GeographyCode","KS605EW0001","KS605EW0002","KS605EW0003","KS605EW0004","KS605EW0005","KS605EW0006","KS605EW0007","KS605EW0008","KS605EW0009","KS605EW0010","KS605EW0011","KS605EW0012","KS605EW0013","KS605EW0014","KS605EW0015","KS605EW0016","KS605EW0017","KS605EW0018","KS605EW0019","KS605EW0020","KS605EW0021","KS605EW0022","KS605EW0023","KS605EW0024","KS605EW0025","KS605EW0026","KS605EW0027","KS605EW0028","KS605EW0029","KS605EW0030","KS605EW0031","KS605EW0032","KS605EW0033","KS605EW0034","KS605EW0035","KS605EW0036","KS605EW0037"
"E01006542",565,0,0,45,2,6,37,93,37,60,13,27,12,16,29,39,46,79,24,0,0,7.9646017699115,0.353982300884956,1.06194690265487,6.54867256637168,16.4601769911504,6.54867256637168,10.6194690265487,2.30088495575221,4.7787610619469,2.12389380530973,2.83185840707965,5.13274336283186,6.90265486725664,8.14159292035398,13.9823008849558,4.24778761061947
"E01006543",626,0,2,43,2,2,71,101,42,21,8,28,8,22,31,56,55,104,30,0,0.319488817891374,6.86900958466454,0.319488817891374,0.319488817891374,11.3418530351438,16.1341853035144,6.70926517571885,3.35463258785942,1.2779552715655,4.47284345047923,1.2779552715655,3.51437699680511,4.95207667731629,8.94568690095847,8.78594249201278,16.6134185303514,4.79233226837061
"E01006544",561,1,1,32,2,7,47,101,40,48,9,24,9,17,43,33,40,81,26,0.17825311942959,0.17825311942959,5.70409982174688,0.35650623885918,1.24777183600713,8.37789661319073,18.0035650623886,7.1301247771836,8.55614973262032,1.60427807486631,4.27807486631016,1.60427807486631,3.03030303030303,7.66488413547237,5.88235294117647,7.1301247771836,14.4385026737968,4.63458110516934
"E01006545",670,1,0,47,0,3,49,117,54,34,24,30,4,22,39,53,54,110,29,0.149253731343284,0,7.01492537313433,0,0.447761194029851,7.3134328358209,17.4626865671642,8.05970149253731,5.07462686567164,3.58208955223881,4.47761194029851,0.597014925373134,3.28358208955224,5.82089552238806,7.91044776119403,8.05970149253731,16.4179104477612,4.32835820895522
"E01006546",546,2,0,26,0,5,41,94,41,46,11,21,5,23,31,37,43,90,30,0.366300366300366,0,4.76190476190476,0,0.915750915750916,7.50915750915751,17.2161172161172,7.50915750915751,8.42490842490843,2.01465201465201,3.84615384615385,0.915750915750916,4.21245421245421,5.67765567765568,6.77655677655678,7.87545787545788,16.4835164835165,5.49450549450549
"E01006547",521,1,0,33,1,7,40,78,35,43,11,20,4,18,32,41,33,84,40,0.191938579654511,0,6.33397312859885,0.191938579654511,1.34357005758157,7.67754318618042,14.9712092130518,6.71785028790787,8.25335892514395,2.11132437619962,3.83877159309021,0.767754318618042,3.45489443378119,6.14203454894434,7.86948176583493,6.33397312859885,16.1228406909789,7.67754318618042
"E01006548",583,2,0,34,1,4,39,72,48,45,2,19,6,25,48,43,56,105,34,0.343053173241852,0,5.83190394511149,0.171526586620926,0.686106346483705,6.68953687821612,12.3499142367067,8.23327615780446,7.71869639794168,0.343053173241852,3.2590051457976,1.02915951972556,4.28816466552316,8.23327615780446,7.37564322469983,9.60548885077187,18.0102915951973,5.83190394511149
"E01006549",820,1,0,48,1,4,32,76,25,100,57,21,10,52,25,40,119,149,60,0.121951219512195,0,5.85365853658537,0.121951219512195,0.48780487804878,3.90243902439024,9.26829268292683,3.04878048780488,12.1951219512195,6.95121951219512,2.5609756097561,1.21951219512195,6.34146341463415,3.04878048780488,4.8780487804878,14.5121951219512,18.1707317073171,7.31707317073171
"E01006550",583,0,0,19,1,1,12,105,11,104,20,12,7,29,22,33,74,87,46,0,0,3.2590051457976,0.171526586620926,0.171526586620926,2.05831903945112,18.0102915951973,1.88679245283019,17.8387650085763,3.43053173241853,2.05831903945112,1.20068610634648,4.97427101200686,3.77358490566038,5.66037735849057,12.6929674099485,14.9228130360206,7.89022298456261
"E01006551",466,0,0,21,0,0,11,62,13,54,18,10,14,30,25,15,76,87,30,0,0,4.50643776824034,0,0,2.36051502145923,13.3047210300429,2.78969957081545,11.587982832618,3.86266094420601,2.14592274678112,3.00429184549356,6.43776824034335,5.36480686695279,3.21888412017167,16.3090128755365,18.6695278969957,6.43776824034335
"E01006552",646,1,0,25,0,2,32,92,26,87,21,12,15,34,42,24,72,102,59,0.154798761609907,0,3.86996904024768,0,0.309597523219814,4.95356037151703,14.2414860681115,4.02476780185759,13.4674922600619,3.25077399380805,1.85758513931889,2.32198142414861,5.26315789473684,6.5015479876161,3.71517027863777,11.1455108359133,15.7894736842105,9.13312693498452
"E01006553",873,1,1,30,0,1,34,132,20,98,29,20,8,50,36,51,125,170,67,0.11454753722795,0.11454753722795,3.43642611683849,0,0.11454753722795,3.89461626575029,15.1202749140893,2.29095074455899,11.2256586483391,3.32187857961054,2.29095074455899,0.916380297823597,5.72737686139748,4.12371134020619,5.84192439862543,14.3184421534937,19.4730813287514,7.67468499427262
"E01006554",752,2,0,22,0,0,20,104,14,106,30,22,7,48,23,34,133,120,67,0.265957446808511,0,2.92553191489362,0,0,2.65957446808511,13.8297872340426,1.86170212765957,14.0957446808511,3.98936170212766,2.92553191489362,0.930851063829787,6.38297872340426,3.05851063829787,4.52127659574468,17.686170212766,15.9574468085106,8.90957446808511
"E01006556",596,2,0,30,1,3,28,107,34,88,5,10,6,21,33,33,52,101,42,0.335570469798658,0,5.03355704697987,0.167785234899329,0.503355704697987,4.69798657718121,17.9530201342282,5.70469798657718,14.7651006711409,0.838926174496644,1.67785234899329,1.00671140939597,3.52348993288591,5.53691275167785,5.53691275167785,8.7248322147651,16.9463087248322,7.04697986577181
"E01006557",739,1,0,25,1,2,30,144,22,107,28,23,6,38,25,38,90,90,69,0.13531799729364,0,3.382949932341,0.13531799729364,0.27063599458728,4.0595399188092,19.4857916102842,2.97699594046008,14.4790257104195,3.78890392422192,3.11231393775372,0.81190798376184,5.14208389715832,3.382949932341,5.14208389715832,12.1786197564276,12.1786197564276,9.33694181326116
"E01006558",472,0,0,24,3,4,37,84,25,43,5,11,1,10,48,41,35,71,30,0,0,5.08474576271187,0.635593220338983,0.847457627118644,7.83898305084746,17.7966101694915,5.29661016949153,9.11016949152542,1.0593220338983,2.33050847457627,0.211864406779661,2.11864406779661,10.1694915254237,8.6864406779661,7.41525423728813,15.0423728813559,6.35593220338983
"E01006560",525,0,0,38,0,5,24,100,34,46,3,15,5,15,48,38,42,77,35,0,0,7.23809523809524,0,0.952380952380952,4.57142857142857,19.047619047619,6.47619047619048,8.76190476190476,0.571428571428571,2.85714285714286,0.952380952380952,2.85714285714286,9.14285714285714,7.23809523809524,8,14.6666666666667,6.66666666666667
"E01006562",468,0,0,32,1,6,25,84,33,54,10,9,12,8,38,23,25,84,24,0,0,6.83760683760684,0.213675213675214,1.28205128205128,5.34188034188034,17.9487179487179,7.05128205128205,11.5384615384615,2.13675213675214,1.92307692307692,2.56410256410256,1.70940170940171,8.11965811965812,4.91452991452991,5.34188034188034,17.9487179487179,5.12820512820513
"E01006563",410,0,1,22,0,1,26,69,24,34,6,5,9,12,35,25,26,80,35,0,0.24390243902439,5.36585365853659,0,0.24390243902439,6.34146341463415,16.8292682926829,5.85365853658537,8.29268292682927,1.46341463414634,1.21951219512195,2.19512195121951,2.92682926829268,8.53658536585366,6.09756097560976,6.34146341463415,19.5121951219512,8.53658536585366
"E01006564",683,0,0,56,2,4,61,116,47,53,12,20,14,21,38,41,48,104,46,0,0,8.199121522694,0.292825768667643,0.585651537335286,8.9311859443631,16.9838945827233,6.88140556368961,7.75988286969253,1.75695461200586,2.92825768667643,2.0497803806735,3.07467057101025,5.56368960468521,6.00292825768668,7.02781844802343,15.2269399707174,6.73499267935578
"E01006565",653,0,1,32,0,6,52,109,49,27,10,33,9,20,30,44,56,144,31,0,0.153139356814701,4.90045941807044,0,0.918836140888208,7.96324655436447,16.6921898928024,7.50382848392037,4.13476263399694,1.53139356814701,5.05359877488515,1.37825421133231,3.06278713629403,4.59418070444104,6.73813169984686,8.57580398162328,22.052067381317,4.74732006125574
"E01006566",695,0,0,43,0,3,56,103,42,34,23,40,15,28,21,65,81,114,27,0,0,6.18705035971223,0,0.431654676258993,8.05755395683453,14.8201438848921,6.0431654676259,4.89208633093525,3.30935251798561,5.75539568345324,2.15827338129496,4.02877697841727,3.02158273381295,9.35251798561151,11.6546762589928,16.4028776978417,3.88489208633094
"E01006567",659,0,1,54,1,5,52,79,64,31,19,19,17,23,31,30,60,137,36,0,0.151745068285281,8.19423368740516,0.151745068285281,0.758725341426404,7.8907435508346,11.9878603945372,9.71168437025797,4.7040971168437,2.88315629742033,2.88315629742033,2.57966616084977,3.49013657056146,4.7040971168437,4.55235204855842,9.10470409711684,20.7890743550835,5.46282245827011
"E01006568",733,2,0,53,2,4,55,104,43,27,17,33,15,33,27,67,82,134,35,0.272851296043656,0,7.23055934515689,0.272851296043656,0.545702592087312,7.50341064120055,14.1882673942701,5.86630286493861,3.68349249658936,2.31923601637108,4.50204638472033,2.04638472032742,4.50204638472033,3.68349249658936,9.14051841746248,11.1869031377899,18.281036834925,4.77489768076398
"E01006569",509,0,0,21,1,1,53,83,33,26,15,14,12,14,30,26,43,114,23,0,0,4.12573673870334,0.196463654223969,0.196463654223969,10.4125736738703,16.3064833005894,6.48330058939096,5.10805500982318,2.94695481335953,2.75049115913556,2.35756385068762,2.75049115913556,5.89390962671906,5.10805500982318,8.44793713163065,22.3968565815324,4.51866404715128
"E01006570",739,0,2,47,3,5,53,109,51,36,18,42,9,25,30,64,77,127,41,0,0.27063599458728,6.35994587280108,0.40595399188092,0.6765899864682,7.17185385656292,14.7496617050068,6.90121786197564,4.87144790257104,2.43572395128552,5.68335588633288,1.21786197564276,3.382949932341,4.0595399188092,8.66035182679296,10.4194857916103,17.1853856562923,5.54803788903924
"E01006571",557,2,0,26,0,7,47,84,44,32,6,19,10,22,31,39,49,109,30,0.359066427289048,0,4.66786355475763,0,1.25673249551167,8.43806104129264,15.08078994614,7.89946140035907,5.74506283662478,1.07719928186715,3.41113105924596,1.79533213644524,3.94973070017953,5.56552962298025,7.00179533213645,8.79712746858169,19.5691202872531,5.38599640933573
"E01006572",409,1,0,22,1,3,44,74,30,25,7,10,4,12,25,26,24,82,19,0.244498777506112,0,5.37897310513447,0.244498777506112,0.733496332518337,10.7579462102689,18.0929095354523,7.33496332518337,6.11246943765281,1.71149144254279,2.44498777506112,0.97799511002445,2.93398533007335,6.11246943765281,6.35696821515892,5.8679706601467,20.0488997555012,4.64547677261614
"E01006573",590,0,0,16,0,1,44,106,35,37,13,30,9,16,32,52,61,116,22,0,0,2.71186440677966,0,0.169491525423729,7.45762711864407,17.9661016949153,5.93220338983051,6.27118644067797,2.20338983050847,5.08474576271187,1.52542372881356,2.71186440677966,5.42372881355932,8.8135593220339,10.3389830508475,19.6610169491525,3.72881355932203
"E01006574",512,0,0,42,2,4,49,88,35,14,12,18,10,15,19,22,40,119,23,0,0,8.203125,0.390625,0.78125,9.5703125,17.1875,6.8359375,2.734375,2.34375,3.515625,1.953125,2.9296875,3.7109375,4.296875,7.8125,23.2421875,4.4921875
"E01006575",569,0,0,37,0,7,41,72,31,29,17,26,4,23,20,54,67,107,34,0,0,6.50263620386643,0,1.23022847100176,7.20562390158172,12.6537785588752,5.4481546572935,5.09666080843585,2.98769771528998,4.56942003514938,0.70298769771529,4.04217926186292,3.51493848857645,9.49033391915641,11.7750439367311,18.804920913884,5.97539543057996
"E01006576",902,1,0,57,4,5,73,136,59,36,28,37,24,43,30,83,106,143,37,0.110864745011086,0,6.31929046563193,0.443458980044346,0.554323725055432,8.09312638580931,15.0776053215078,6.5410199556541,3.99113082039911,3.10421286031042,4.1019955654102,2.66075388026608,4.76718403547672,3.32594235033259,9.20177383592018,11.7516629711752,15.8536585365854,4.1019955654102
"E01006577",775,1,0,48,0,5,61,95,30,32,18,46,15,45,26,64,118,130,41,0.129032258064516,0,6.19354838709677,0,0.645161290322581,7.87096774193548,12.258064516129,3.87096774193548,4.12903225806452,2.32258064516129,5.93548387096774,1.93548387096774,5.80645161290323,3.35483870967742,8.25806451612903,15.2258064516129,16.7741935483871,5.29032258064516
"E01006578",712,0,3,37,3,4,68,85,39,27,19,30,18,38,25,71,93,117,35,0,0.421348314606742,5.19662921348315,0.421348314606742,0.561797752808989,9.55056179775281,11.938202247191,5.47752808988764,3.79213483146067,2.6685393258427,4.21348314606742,2.52808988764045,5.33707865168539,3.51123595505618,9.97191011235955,13.061797752809,16.4325842696629,4.91573033707865
"E01006579",800,0,0,60,2,3,66,122,37,29,17,38,13,53,31,74,101,123,31,0,0,7.5,0.25,0.375,8.25,15.25,4.625,3.625,2.125,4.75,1.625,6.625,3.875,9.25,12.625,15.375,3.875
"E01006580",711,0,1,46,4,4,48,97,27,23,30,33,17,49,27,61,100,114,30,0,0.140646976090014,6.46976090014065,0.562587904360056,0.562587904360056,6.75105485232067,13.6427566807314,3.79746835443038,3.23488045007032,4.21940928270042,4.64135021097046,2.39099859353024,6.89170182841069,3.79746835443038,8.57946554149086,14.0646976090014,16.0337552742616,4.21940928270042
"E01006581",777,0,0,54,4,0,44,97,29,39,27,45,13,45,18,84,139,112,27,0,0,6.94980694980695,0.514800514800515,0,5.66280566280566,12.4839124839125,3.73230373230373,5.01930501930502,3.47490347490348,5.79150579150579,1.67310167310167,5.79150579150579,2.31660231660232,10.8108108108108,17.8893178893179,14.4144144144144,3.47490347490348
"E01006582",818,0,1,44,1,4,40,83,36,24,24,34,25,69,19,85,179,114,36,0,0.122249388753056,5.37897310513447,0.122249388753056,0.488997555012225,4.88997555012225,10.1466992665037,4.40097799511002,2.93398533007335,2.93398533007335,4.15647921760391,3.05623471882641,8.43520782396088,2.32273838630807,10.3911980440098,21.8826405867971,13.9364303178484,4.40097799511002
"E01006583",769,1,0,32,1,6,44,124,31,70,17,28,17,58,29,46,114,97,54,0.130039011703511,0,4.16124837451235,0.130039011703511,0.780234070221066,5.72171651495449,16.1248374512354,4.03120936280884,9.10273081924577,2.21066319895969,3.64109232769831,2.21066319895969,7.54226267880364,3.77113133940182,5.98179453836151,14.8244473342003,12.6137841352406,7.0221066319896
"E01006584",672,1,0,34,4,4,64,85,49,24,15,37,16,25,23,66,66,127,32,0.148809523809524,0,5.05952380952381,0.595238095238095,0.595238095238095,9.52380952380952,12.6488095238095,7.29166666666667,3.57142857142857,2.23214285714286,5.50595238095238,2.38095238095238,3.7202380952381,3.42261904761905,9.82142857142857,9.82142857142857,18.8988095238095,4.76190476190476
"E01006585",491,0,0,22,0,2,34,85,33,32,9,27,10,13,25,32,43,97,27,0,0,4.4806517311609,0,0.407331975560081,6.92464358452139,17.3116089613035,6.72097759674134,6.5173116089613,1.83299389002037,5.4989816700611,2.03665987780041,2.64765784114053,5.09164969450102,6.5173116089613,8.75763747454175,19.7556008146639,5.4989816700611
"E01006586",875,0,0,41,1,12,68,121,56,57,22,34,16,37,45,55,116,151,43,0,0,4.68571428571429,0.114285714285714,1.37142857142857,7.77142857142857,13.8285714285714,6.4,6.51428571428571,2.51428571428571,3.88571428571429,1.82857142857143,4.22857142857143,5.14285714285714,6.28571428571429,13.2571428571429,17.2571428571429,4.91428571428571
"E01006587",805,1,0,61,0,7,49,119,34,45,27,32,24,40,24,60,83,166,33,0.124223602484472,0,7.57763975155279,0,0.869565217391304,6.08695652173913,14.7826086956522,4.22360248447205,5.59006211180124,3.35403726708075,3.97515527950311,2.98136645962733,4.96894409937888,2.98136645962733,7.45341614906832,10.3105590062112,20.6211180124224,4.09937888198758
"E01006588",831,1,0,41,0,3,36,120,25,50,35,32,18,50,26,65,137,149,43,0.120336943441637,0,4.9338146811071,0,0.36101083032491,4.33212996389892,14.4404332129964,3.00842358604091,6.01684717208183,4.21179302045728,3.85078219013237,2.16606498194946,6.01684717208183,3.12876052948255,7.82190132370638,16.4861612515042,17.9302045728039,5.17448856799037
"E01006589",789,0,1,45,2,2,48,83,55,36,29,35,13,49,25,79,131,128,28,0,0.126742712294043,5.70342205323194,0.253485424588086,0.253485424588086,6.08365019011407,10.5196451204056,6.97084917617237,4.56273764258555,3.67553865652725,4.43599493029151,1.64765525982256,6.21039290240811,3.16856780735108,10.0126742712294,16.6032953105196,16.2230671736375,3.54879594423321
"E01006590",906,0,1,43,6,8,40,93,26,86,48,34,22,70,24,71,145,152,37,0,0.11037527593819,4.74613686534216,0.662251655629139,0.883002207505519,4.41501103752759,10.2649006622517,2.86975717439294,9.49227373068433,5.29801324503311,3.75275938189845,2.42825607064018,7.72626931567329,2.64900662251656,7.83664459161148,16.0044150110375,16.7770419426049,4.08388520971302
"E01006591",867,0,0,43,2,4,31,101,37,40,33,29,16,64,22,69,169,162,45,0,0,4.959630911188,0.230680507497116,0.461361014994233,3.57554786620531,11.6493656286044,4.26758938869665,4.61361014994233,3.80622837370242,3.34486735870819,1.84544405997693,7.38177623990773,2.53748558246828,7.95847750865052,19.4925028835063,18.6851211072664,5.19031141868512
