"GeographyCode","QS415EW0001","QS415EW0002","QS415EW0003","QS415EW0004","QS415EW0005","QS415EW0006","QS415EW0007","QS415EW0008"
"E00033074",179,10,151,6,0,0,3,9
"E00033075",210,9,116,60,0,0,13,12
"E00033076",152,1,128,14,0,0,1,8
"E00033077",185,8,150,22,1,0,1,3
"E00033078",176,3,151,13,0,0,6,3
"E00033079",116,4,93,4,1,0,8,6
"E00033080",150,1,133,11,0,0,3,2
"E00033081",127,9,109,1,1,0,1,6
"E00033082",122,1,116,1,0,1,2,1
"E00033083",122,0,103,8,1,0,4,6
"E00033084",148,3,133,4,0,1,2,5
"E00033085",143,1,132,6,0,0,0,4
"E00033086",122,0,120,1,0,0,0,1
"E00033087",149,4,137,2,0,0,3,3
"E00033088",101,5,93,1,0,0,0,2
"E00033089",124,5,110,1,0,0,5,3
"E00033090",139,9,123,3,0,0,0,4
"E00033091",126,8,107,4,0,1,3,3
"E00033092",127,6,116,2,0,0,1,2
"E00033093",158,7,145,2,0,0,1,3
"E00033094",136,14,116,2,0,0,4,0
"E00033095",164,1,156,3,0,0,0,4
"E00033096",110,0,104,2,0,0,0,4
"E00033097",119,5,108,0,0,0,4,2
"E00033098",113,1,104,2,0,0,3,3
"E00033099",94,1,70,14,1,0,7,1
"E00033100",138,5,124,3,0,0,2,4
"E00033101",96,3,88,3,0,0,1,1
"E00033102",207,13,167,21,0,0,4,2
"E00033103",117,7,106,0,0,0,1,3
"E00033104",109,3,94,1,0,2,2,7
"E00033105",118,1,112,0,0,0,1,4
"E00033106",125,3,115,3,0,0,1,3
"E00033107",121,2,114,1,0,0,1,3
"E00033108",119,6,102,3,0,1,2,5
"E00033109",123,4,114,2,0,0,2,1
"E00033110",142,5,132,1,1,0,3,0
"E00033112",115,1,111,1,0,0,0,2
"E00033113",117,9,86,19,0,0,1,2
"E00033114",113,0,112,0,0,0,0,1
"E00033115",92,1,89,2,0,0,0,0
"E00033116",101,1,70,28,0,0,1,1
"E00033117",154,3,134,15,1,0,1,0
"E00033118",129,2,126,0,0,0,1,0
"E00033119",109,1,104,1,1,1,0,1
"E00033120",132,1,127,2,0,0,0,2
"E00033121",119,3,111,3,0,0,2,0
"E00033122",121,3,114,0,0,0,2,2
"E00033123",123,2,116,1,0,0,0,4
"E00033124",120,1,111,2,0,0,1,5
"E00033125",111,2,106,0,0,0,1,2
"E00033126",111,3,103,3,0,0,0,2
"E00033127",194,7,176,4,0,0,2,5
"E00033128",111,1,101,3,0,0,2,4
"E00033129",108,7,96,0,0,0,1,4
"E00033130",126,0,122,0,0,0,0,4
"E00033131",130,7,115,5,0,0,0,3
"E00033132",158,11,137,2,0,0,3,5
"E00033133",144,3,127,0,0,0,4,10
"E00033134",111,5,101,4,0,0,0,1
"E00033135",183,12,157,5,0,0,1,8
"E00033136",99,3,83,7,0,0,4,2
"E00033137",167,12,138,2,0,0,6,9
"E00033138",113,14,85,4,0,0,5,5
"E00033139",149,7,124,5,0,0,3,10
"E00033140",94,4,86,0,0,0,4,0
"E00033141",85,2,80,1,0,0,0,2
"E00033142",117,6,108,2,0,0,1,0
"E00033143",127,14,104,4,0,0,3,2
"E00033144",126,17,100,3,0,0,1,5
"E00033145",122,11,100,1,0,0,5,5
"E00033146",124,13,100,4,0,0,2,5
"E00033147",127,6,114,3,0,0,1,3
"E00033148",116,3,105,2,0,1,2,3
"E00033149",98,12,78,2,0,0,2,4
"E00033150",146,16,106,9,0,0,4,11
"E00033151",125,13,95,11,0,0,2,4
"E00033152",146,26,92,22,0,0,0,6
"E00033153",167,13,139,4,0,0,3,8
"E00033154",102,12,81,6,0,0,3,0
"E00033155",155,19,120,6,0,0,2,8
"E00033156",122,7,105,1,0,0,6,3
"E00033157",140,13,116,0,0,0,3,8
"E00033158",130,9,117,1,0,0,1,2
"E00033159",87,5,63,3,0,0,3,13
"E00033160",167,20,109,13,0,1,16,8
"E00033161",137,8,113,6,1,0,3,6
"E00033162",131,11,103,5,0,0,2,10
"E00033163",136,8,104,12,0,1,5,6
"E00033164",152,15,128,3,0,0,3,3
"E00033165",117,0,70,34,0,0,11,2
"E00033166",113,2,92,5,0,0,10,4
"E00033167",130,5,114,3,0,0,3,5
"E00033168",122,7,112,0,0,0,1,2
"E00033169",122,4,109,4,0,0,0,5
"E00033170",142,3,129,3,0,0,2,5
"E00033171",136,10,123,0,0,0,3,0
"E00033172",122,7,94,6,0,0,7,8
"E00033173",129,9,113,3,0,0,1,3
"E00033174",114,2,105,2,0,0,2,3
"E00033175",107,8,90,1,0,0,3,5
"E00033176",99,8,84,1,0,0,2,4
"E00033177",130,13,101,3,0,0,5,8
"E00033178",88,7,75,2,0,0,2,2
"E00033179",136,6,122,3,0,0,1,4
"E00033181",155,15,129,7,0,0,0,4
"E00033182",184,15,149,8,0,0,3,9
"E00033183",207,13,179,9,0,0,1,5
"E00033185",117,9,100,6,0,0,0,2
"E00033186",105,2,93,1,0,0,2,7
"E00033187",129,17,103,7,0,0,0,2
"E00033188",113,2,101,1,0,0,3,6
"E00033189",208,4,173,13,0,0,4,14
"E00033190",226,13,172,6,1,0,18,16
"E00033191",128,7,109,4,0,0,1,7
"E00033192",118,4,101,7,0,0,2,4
"E00033193",114,11,98,1,1,0,0,3
"E00033194",117,9,98,4,0,0,1,5
"E00033195",105,6,93,4,0,0,0,2
"E00033196",137,7,111,5,0,0,1,13
"E00033197",236,3,206,18,0,0,3,6
"E00033198",135,5,122,4,0,0,0,4
"E00033199",137,3,124,5,0,0,4,1
"E00033200",126,3,89,16,0,0,16,2
"E00033201",91,7,76,4,0,0,0,4
"E00033202",98,6,85,2,0,1,0,4
"E00033203",101,10,85,1,0,0,2,3
"E00033204",105,7,91,4,0,0,1,2
"E00033206",117,2,60,43,4,0,6,2
"E00033207",179,12,153,2,0,0,5,7
"E00033208",143,11,105,6,0,0,7,14
"E00033209",208,14,165,5,0,0,13,11
"E00033210",133,14,108,1,0,0,5,5
"E00033211",145,8,117,4,0,0,9,7
"E00033212",123,6,102,4,1,0,6,4
"E00033213",136,11,104,7,1,0,1,12
"E00033214",223,15,184,3,0,0,9,12
"E00033215",147,8,114,13,0,0,9,3
"E00033216",150,4,133,4,0,0,4,5
"E00033217",158,24,106,18,1,0,1,8
"E00033218",106,14,82,3,0,0,0,7
"E00033219",181,16,155,5,0,0,2,3
"E00033220",135,9,115,7,0,0,0,4
"E00033221",170,4,138,10,0,0,6,12
"E00033222",135,2,97,22,1,0,11,2
"E00033223",171,17,121,24,0,0,3,6
"E00033224",148,2,117,7,0,0,12,10
"E00033225",160,6,135,2,0,0,7,10
"E00033226",187,8,157,7,0,0,8,7
"E00033227",136,1,117,10,0,0,6,2
"E00033228",208,7,142,41,0,0,7,11
"E00033229",128,7,117,2,0,0,1,1
"E00033230",114,7,101,3,0,0,1,2
"E00033231",113,15,87,2,0,0,1,8
"E00033235",122,7,106,2,0,0,3,4
"E00033237",146,0,131,0,0,0,5,10
"E00033238",182,2,166,0,0,0,3,11
"E00033242",104,1,94,5,0,0,1,3
"E00033245",167,3,141,11,0,0,7,5
"E00033246",121,12,95,5,0,0,2,7
"E00033247",148,10,126,3,0,0,3,6
"E00033248",250,3,225,1,0,0,15,6
"E00033249",132,8,106,3,0,0,4,11
"E00033250",126,4,99,4,0,0,12,7
"E00033251",106,9,70,10,0,0,6,11
"E00033252",169,2,128,13,0,0,21,5
"E00033253",132,5,90,13,3,0,13,8
"E00033254",152,0,138,5,0,0,4,5
"E00033255",126,1,109,2,0,0,8,6
"E00033256",100,2,86,6,0,0,4,2
"E00033257",180,7,148,11,0,0,6,8
"E00033258",157,1,139,3,0,0,7,7
"E00033259",80,12,61,3,0,0,3,1
"E00033260",129,9,104,7,0,0,3,6
"E00033261",110,12,85,2,0,0,4,7
"E00033262",96,14,72,2,0,0,1,7
"E00033263",89,12,66,4,0,0,3,4
"E00033264",147,2,130,3,0,0,3,9
"E00033265",126,4,113,0,0,0,6,3
"E00033266",147,3,132,4,0,0,7,1
"E00033267",141,11,107,13,2,0,6,2
"E00033268",121,9,88,24,0,0,0,0
"E00033269",92,4,68,15,0,0,2,3
"E00033270",128,6,118,0,0,0,3,1
"E00033271",126,1,121,1,0,0,2,1
"E00033272",120,3,110,3,0,0,0,4
"E00033274",122,8,103,4,0,0,3,4
"E00033275",142,2,120,9,1,0,6,4
"E00033276",127,6,91,25,0,0,1,4
"E00033277",99,2,92,2,0,0,2,1
"E00033278",107,12,89,3,0,0,1,2
"E00033279",139,13,119,2,0,0,0,5
"E00033281",136,8,118,4,0,0,2,4
"E00033282",125,5,110,5,0,0,3,2
"E00033283",118,3,110,0,0,0,1,4
"E00033284",182,14,151,1,0,0,6,10
"E00033285",135,20,107,3,0,0,0,5
"E00033286",128,3,86,34,1,0,1,3
"E00033287",115,4,102,2,0,0,1,6
"E00033288",121,2,115,0,0,1,1,2
"E00033289",105,20,79,1,1,0,1,3
"E00033290",88,9,77,0,0,0,0,2
"E00033291",185,4,172,0,0,0,1,8
"E00033292",106,13,73,17,2,0,0,1
"E00033293",145,6,126,6,0,0,4,3
"E00033294",130,13,105,6,1,0,2,3
"E00033295",108,3,98,1,0,0,2,4
"E00033296",111,3,106,0,0,0,0,2
"E00033297",143,5,125,5,0,0,4,4
"E00033298",129,9,115,2,0,0,1,2
"E00033299",117,6,102,5,0,0,3,1
"E00033300",112,5,102,1,0,0,4,0
"E00033301",120,8,101,3,0,0,5,3
"E00033302",105,2,95,4,0,0,2,2
"E00033304",102,6,88,0,0,0,2,6
"E00033305",121,5,109,2,0,0,1,4
"E00033306",122,10,100,3,0,0,3,6
"E00033307",124,1,114,2,0,1,2,4
"E00033308",122,4,107,1,0,0,4,6
"E00033309",135,1,118,0,0,3,3,10
"E00033310",127,4,113,2,0,0,5,3
"E00033312",133,9,112,5,0,0,4,3
"E00033313",137,2,118,3,0,0,3,11
"E00033314",130,7,113,5,0,0,2,3
"E00033315",130,6,115,5,0,0,0,4
"E00033316",144,8,128,2,0,0,3,3
"E00033317",152,12,136,2,0,0,1,1
"E00033318",153,3,130,7,0,0,4,9
"E00033319",164,10,143,3,0,0,0,8
"E00033320",130,7,112,3,0,1,2,5
"E00033322",118,1,112,1,0,0,1,3
"E00033323",107,1,104,0,0,0,0,2
"E00033324",113,1,107,0,0,1,1,3
"E00033326",106,0,105,0,0,0,0,1
"E00033327",124,8,112,2,0,1,0,1
"E00033328",119,6,101,7,0,0,5,0
"E00033329",131,2,127,0,0,0,0,2
"E00033330",130,6,118,6,0,0,0,0
"E00033331",134,4,125,3,0,0,0,2
"E00033332",108,0,106,0,0,0,1,1
"E00033333",121,4,112,0,0,0,1,4
"E00033334",108,4,102,0,0,0,0,2
"E00033335",108,1,104,1,0,0,1,1
"E00033336",121,0,114,2,0,0,0,5
"E00033337",85,1,80,1,1,0,0,2
"E00033338",90,0,87,0,1,0,2,0
"E00033339",132,7,116,8,0,0,0,1
"E00033340",103,1,102,0,0,0,0,0
"E00033341",115,1,110,1,0,0,1,2
"E00033342",126,3,121,1,0,0,0,1
"E00033343",96,2,91,0,0,0,0,3
"E00033344",139,5,128,3,0,0,2,1
"E00033345",129,0,125,1,0,0,2,1
"E00033346",124,5,116,0,0,0,0,3
"E00033347",121,5,114,1,0,0,0,1
"E00033348",112,2,107,0,0,1,0,2
"E00033349",154,7,115,23,0,0,3,6
"E00033350",122,4,116,1,0,0,1,0
"E00033351",124,6,109,2,0,1,2,4
"E00033352",108,4,101,1,0,0,0,2
"E00033353",103,3,95,4,0,0,0,1
"E00033354",150,0,135,1,0,0,12,2
"E00033355",113,8,91,8,1,0,1,4
"E00033356",137,5,121,3,0,0,2,6
"E00033357",125,5,112,3,0,0,2,3
"E00033358",95,5,80,4,0,0,2,4
"E00033359",161,6,144,5,0,0,2,4
"E00033360",155,6,143,2,0,0,1,3
"E00033361",174,9,154,2,0,0,6,3
"E00033362",106,5,98,1,0,0,0,2
"E00033363",87,6,77,0,0,0,0,4
"E00033364",134,2,129,0,0,0,1,2
"E00033365",172,8,161,0,0,0,0,3
"E00033366",108,7,98,1,1,1,0,0
"E00033367",137,5,124,5,0,0,2,1
"E00033368",124,3,117,1,0,0,0,3
"E00033369",137,2,130,2,0,0,1,2
"E00033370",141,2,124,3,3,0,5,4
"E00033371",124,5,110,2,0,1,1,5
"E00033372",112,3,95,12,0,0,1,1
"E00033373",181,6,167,2,0,0,1,5
"E00033374",140,15,119,0,1,0,1,4
"E00033375",140,6,113,16,1,0,0,4
"E00033376",135,3,111,13,0,0,1,7
"E00033377",133,3,126,1,0,0,2,1
"E00033378",137,5,121,5,0,0,1,5
"E00033379",130,8,117,1,0,0,1,3
"E00033380",106,6,96,1,0,0,1,2
"E00033381",130,5,58,61,0,0,3,3
"E00033382",123,3,116,2,0,0,1,1
"E00033383",133,6,116,4,1,0,2,4
"E00033384",146,1,141,3,0,0,0,1
"E00033385",156,11,134,5,0,0,4,2
"E00033386",140,1,132,0,0,0,1,6
"E00033387",122,4,90,23,0,0,2,3
"E00033388",162,1,135,10,0,3,3,10
"E00033389",118,1,111,0,0,0,2,4
"E00033391",164,11,137,9,0,0,3,4
"E00033392",149,13,124,8,0,0,4,0
"E00033394",139,8,116,8,0,0,2,5
"E00033395",156,5,133,13,0,0,0,5
"E00033396",126,5,104,11,0,0,2,4
"E00033397",125,2,116,2,0,0,2,3
"E00033399",128,1,119,3,0,0,3,2
"E00033400",118,1,113,0,0,0,0,4
"E00033401",102,2,93,3,0,0,0,4
"E00033402",134,4,125,5,0,0,0,0
"E00033403",144,2,137,1,0,0,1,3
"E00033404",162,15,103,40,0,0,0,4
"E00033405",129,4,118,4,0,0,1,2
"E00033406",126,8,110,3,0,1,2,2
"E00033407",138,16,118,0,0,0,1,3
"E00033408",123,12,106,1,0,0,0,4
"E00033409",166,0,117,44,0,0,2,3
"E00033410",121,8,107,1,0,0,0,5
"E00033411",119,6,108,0,1,0,0,4
"E00033412",146,10,128,5,0,0,0,3
"E00033413",111,9,90,3,0,0,1,8
"E00033414",135,12,114,3,0,0,2,4
"E00033415",94,2,92,0,0,0,0,0
"E00033416",144,10,121,4,0,0,0,9
"E00033417",144,5,129,3,0,0,2,5
"E00033418",144,2,136,1,0,0,0,5
"E00033419",119,0,115,1,0,0,0,3
"E00033420",155,10,142,0,0,0,0,3
"E00033421",128,12,108,3,0,0,1,4
"E00033422",172,1,164,0,0,0,1,6
"E00033423",126,3,115,5,0,0,0,3
"E00033424",134,3,123,6,0,0,0,2
"E00033425",124,9,111,1,0,1,0,2
"E00033426",121,1,111,2,1,0,2,4
"E00033427",105,5,93,0,0,1,0,6
"E00033428",124,5,106,6,0,0,6,1
"E00033432",135,7,113,1,0,0,5,9
"E00033435",125,6,112,1,0,0,3,3
"E00033436",128,3,114,0,0,0,3,8
"E00033437",114,2,102,3,0,0,3,4
"E00033438",127,4,121,0,0,0,1,1
"E00033439",173,7,161,0,0,0,4,1
"E00033440",139,3,127,2,0,0,1,6
"E00033441",141,8,120,1,0,0,4,8
"E00033442",134,6,117,2,0,0,4,5
"E00033443",72,9,58,1,0,0,1,3
"E00033444",115,7,105,1,0,0,1,1
"E00033445",98,3,92,0,0,0,0,3
"E00033446",121,7,108,2,0,0,0,4
"E00033447",94,4,79,5,0,0,6,0
"E00033448",124,3,111,3,2,1,1,3
"E00033449",143,8,128,3,0,0,1,3
"E00033450",121,10,99,5,0,0,3,4
"E00033451",109,5,98,1,0,0,1,4
"E00033452",110,8,91,4,0,0,2,5
"E00033453",78,9,61,2,0,1,0,5
"E00033454",219,10,195,5,0,0,3,6
"E00033455",122,3,113,1,0,0,2,3
"E00033456",133,5,121,0,0,0,2,5
"E00033457",95,5,83,1,0,0,2,4
"E00033458",87,6,72,2,0,0,5,2
"E00033459",143,6,119,9,0,0,6,3
"E00033460",79,0,48,20,0,0,6,5
"E00033462",94,1,85,5,0,0,3,0
"E00033463",103,6,89,2,0,0,2,4
"E00033464",116,9,96,4,0,0,2,5
"E00033466",122,11,104,1,0,0,1,5
"E00033468",119,2,106,5,0,0,4,2
"E00033470",130,6,113,2,0,0,1,8
"E00033471",107,3,95,1,0,0,3,5
"E00033472",105,5,90,4,0,0,4,2
"E00033473",116,4,108,3,0,0,0,1
"E00033474",145,16,117,4,0,0,4,4
"E00033475",157,16,129,6,0,0,1,5
"E00033476",115,3,105,2,0,0,2,3
"E00033477",74,2,72,0,0,0,0,0
"E00033478",115,6,97,4,0,0,2,6
"E00033479",167,3,156,4,0,0,0,4
"E00033480",108,8,96,2,0,0,0,2
"E00033481",172,9,148,6,0,1,3,5
"E00033482",117,5,105,5,0,0,0,2
"E00033483",166,11,106,44,0,1,3,1
"E00033484",121,5,107,2,0,0,1,6
"E00033485",137,8,118,4,0,0,1,6
"E00033486",165,13,141,5,0,0,4,2
"E00033487",157,10,131,6,0,0,5,5
"E00033488",149,18,115,11,0,0,0,5
"E00033489",122,3,114,0,0,0,1,4
"E00033490",108,3,97,4,0,0,1,3
"E00033491",142,18,114,4,0,0,4,2
"E00033492",195,13,169,2,0,0,6,5
"E00033493",142,17,119,2,0,0,1,3
"E00033494",103,3,96,0,0,0,1,3
"E00033495",161,11,141,3,0,1,1,4
"E00033496",152,17,123,4,1,0,1,6
"E00033497",98,13,78,2,0,0,2,3
"E00033498",91,1,82,1,0,0,3,4
"E00033501",98,1,90,1,0,0,4,2
"E00033502",104,5,92,2,0,0,2,3
"E00033503",100,5,92,0,0,0,0,3
"E00033504",129,7,112,3,0,0,1,6
"E00033505",93,9,81,2,0,0,0,1
"E00033506",124,3,112,3,0,0,2,4
"E00033507",136,13,115,4,0,0,2,2
"E00033508",132,10,99,15,0,0,5,3
"E00033509",113,8,98,2,0,0,1,4
"E00033510",137,12,111,6,0,0,5,3
"E00033511",122,5,109,1,0,0,2,5
"E00033512",78,3,58,13,0,0,2,2
"E00033513",130,8,113,1,0,0,4,4
"E00033514",114,0,104,3,0,0,4,3
"E00033515",125,15,100,6,0,0,2,2
"E00033516",110,4,100,0,0,1,0,5
"E00033517",126,3,116,1,0,0,3,3
"E00033518",121,10,101,6,0,0,1,3
"E00033519",139,3,129,2,0,0,2,3
"E00033520",102,14,84,0,0,1,2,1
"E00033521",142,21,113,1,0,0,4,3
"E00033522",151,8,121,10,1,0,3,8
"E00033523",144,21,114,4,0,0,3,2
"E00033524",217,12,189,4,0,0,4,8
"E00033525",131,10,116,1,0,0,2,2
"E00033526",128,4,115,4,0,0,2,3
"E00033527",153,15,132,0,0,0,3,3
"E00033528",126,2,116,3,0,1,2,2
"E00033530",145,0,139,1,0,0,1,4
"E00033531",134,0,129,2,0,0,1,2
"E00033532",166,4,154,2,2,0,2,2
"E00033533",96,2,88,2,0,0,2,2
"E00033534",124,6,101,9,1,0,3,4
"E00033535",133,3,124,2,0,0,1,3
"E00033536",127,6,115,1,0,0,3,2
"E00033537",132,11,113,5,0,0,2,1
"E00033538",147,2,126,8,1,0,0,10
"E00033539",130,2,122,1,0,0,0,5
"E00033540",135,1,131,0,0,0,1,2
"E00033541",129,8,115,1,1,0,2,2
"E00033542",124,0,113,10,0,0,0,1
"E00033543",120,10,107,1,0,0,1,1
"E00033544",104,5,90,4,0,2,0,3
"E00033545",121,6,109,1,0,0,1,4
"E00033546",148,8,133,1,1,0,3,2
"E00033547",126,18,106,1,0,0,0,1
"E00033548",113,9,96,3,1,0,3,1
"E00033549",151,11,133,3,0,0,2,2
"E00033550",124,3,113,3,0,0,2,3
"E00033551",102,2,58,41,0,0,0,1
"E00033552",124,3,114,3,0,0,1,3
"E00033553",161,7,141,8,1,0,4,0
"E00033554",115,2,110,2,0,0,1,0
"E00033555",136,7,70,51,0,0,5,3
"E00033556",114,3,108,1,0,0,1,1
"E00033557",124,1,119,1,0,0,1,2
"E00033558",114,4,107,2,0,0,0,1
"E00033559",110,4,101,1,0,0,0,4
"E00033560",113,2,106,1,0,0,0,4
"E00033561",106,2,101,2,0,0,0,1
"E00033562",117,2,113,0,0,0,1,1
"E00033563",131,3,124,0,0,0,2,2
"E00033564",144,3,116,20,0,0,2,3
"E00033565",117,5,111,1,0,0,0,0
"E00033566",148,12,110,22,0,0,3,1
"E00033567",127,5,117,2,0,0,2,1
"E00033568",144,10,124,2,0,0,3,5
"E00033569",102,3,92,1,0,0,1,5
"E00033570",173,9,146,1,0,0,7,10
"E00033571",121,4,109,1,0,0,1,6
"E00033572",117,2,95,16,0,0,1,3
"E00033573",95,6,84,0,0,0,1,4
"E00033574",118,2,112,0,0,1,0,3
"E00033575",111,2,108,0,0,0,1,0
"E00033576",109,2,100,2,0,0,3,2
"E00033577",120,11,104,0,0,1,3,1
"E00033579",123,1,114,1,0,0,3,4
"E00033580",152,2,129,10,0,0,6,5
"E00033581",221,7,201,6,0,0,1,6
"E00033582",159,2,143,5,0,0,2,7
"E00033583",110,6,96,4,0,0,1,3
"E00033584",107,7,94,3,0,0,1,2
"E00033585",135,13,114,4,0,0,3,1
"E00033586",143,2,126,7,0,0,0,8
"E00033587",153,5,139,4,0,0,1,4
"E00033589",136,11,111,4,0,0,3,7
"E00033590",79,9,65,0,0,0,1,4
"E00033591",94,4,86,1,0,0,0,3
"E00033592",118,0,104,1,0,0,5,8
"E00033593",100,3,90,3,0,0,4,0
"E00033594",143,3,122,4,0,0,4,10
"E00033595",157,1,127,15,2,0,9,3
"E00033596",143,10,116,7,0,0,4,6
"E00033597",105,5,87,1,0,0,4,8
"E00033598",124,22,95,2,0,0,1,4
"E00033599",125,8,107,2,0,0,3,5
"E00033600",139,5,110,13,0,0,10,1
"E00033601",140,9,116,5,0,0,1,9
"E00033602",131,7,117,0,0,0,0,7
"E00033603",136,7,114,5,0,0,1,9
"E00033604",138,19,106,4,0,0,4,5
"E00033605",125,6,110,5,0,0,2,2
"E00033606",114,8,96,7,0,0,1,2
"E00033607",118,4,105,2,0,0,1,6
"E00033608",144,8,119,6,0,0,1,10
"E00033611",122,9,105,4,0,0,1,3
"E00033613",125,4,92,17,0,0,7,5
"E00033614",139,9,125,1,0,0,0,4
"E00033616",141,1,132,2,0,0,1,5
"E00033618",159,4,152,3,0,0,0,0
"E00033620",118,2,99,12,0,0,0,5
"E00033621",103,0,92,2,0,0,4,5
"E00033623",181,3,160,8,0,0,5,5
"E00033624",125,2,112,4,0,1,1,5
"E00033625",123,0,118,0,0,0,3,2
"E00033626",172,3,158,3,0,0,2,6
"E00033627",142,2,133,0,0,0,1,6
"E00033628",139,7,121,1,0,2,1,7
"E00033629",179,8,163,2,0,0,1,5
"E00033630",128,5,107,10,0,0,1,5
"E00033631",129,6,67,51,0,1,4,0
"E00033632",149,0,135,4,0,0,3,7
"E00033633",101,4,91,3,0,0,2,1
"E00033634",158,7,137,4,1,0,4,5
"E00033635",132,2,121,6,0,0,0,3
"E00033636",167,1,156,0,0,0,3,7
"E00033637",196,1,174,3,0,0,8,10
"E00033639",129,6,113,3,0,0,3,4
"E00033640",128,1,114,1,0,0,4,8
"E00033641",127,2,119,2,0,0,1,3
"E00033642",145,5,136,0,0,0,2,2
"E00033643",109,3,102,1,0,0,1,2
"E00033644",95,1,78,1,0,0,9,6
"E00033645",109,5,97,0,0,0,5,2
"E00033646",41,1,36,1,0,0,0,3
"E00033647",99,6,85,2,0,0,3,3
"E00033648",127,1,114,4,0,0,4,4
"E00033649",115,1,106,2,0,0,3,3
"E00033650",134,6,117,6,0,0,3,2
"E00033651",58,0,55,1,0,0,0,2
"E00033652",132,6,115,8,0,1,1,1
"E00033653",105,3,95,4,0,0,1,2
"E00033654",79,1,72,0,0,0,4,2
"E00033655",186,7,159,6,0,0,7,7
"E00033656",83,2,76,0,0,0,3,2
"E00033657",84,2,73,4,0,0,3,2
"E00033658",129,5,110,1,0,0,8,5
"E00033659",157,7,135,7,0,0,4,4
"E00033660",132,1,109,7,0,0,8,7
"E00033662",155,5,133,2,0,0,8,7
"E00033663",122,7,106,2,0,0,1,6
"E00033664",138,1,123,2,1,0,6,5
"E00033665",167,5,154,2,0,0,1,5
"E00033666",130,0,102,6,0,0,10,12
"E00033667",142,1,130,3,0,0,2,6
"E00033668",114,5,106,1,0,0,0,2
"E00033669",125,0,116,1,0,0,2,6
"E00033670",177,15,5,156,1,0,0,0
"E00033672",159,5,130,16,0,0,2,6
