"GeographyCode","KS106EW0001","KS106EW0002","KS106EW0003","KS106EW0004","KS106EW0005","KS106EW0006","KS106EW0007","KS106EW0008","KS106EW0009","KS106EW0010","KS106EW0011","KS106EW0012","KS106EW0013"
"E01006568",629,36,156,212,77,41,127,5.72337042925278,24.8012718600954,33.7042925278219,12.241653418124,6.51828298887122,20.1907790143084
"E01006569",613,36,273,144,38,44,197,5.87275693311582,44.5350734094617,23.4910277324633,6.19902120717781,7.17781402936378,32.137030995106
"E01006570",595,24,185,187,49,34,129,4.03361344537815,31.0924369747899,31.4285714285714,8.23529411764706,5.71428571428571,21.6806722689076
"E01006571",612,48,246,178,50,48,181,7.84313725490196,40.1960784313725,29.0849673202614,8.16993464052288,7.84313725490196,29.5751633986928
"E01006572",501,80,167,186,79,51,144,15.9680638722555,33.3333333333333,37.125748502994,15.7684630738523,10.1796407185629,28.7425149700599
"E01006573",778,71,303,205,89,48,234,9.12596401028278,38.9460154241645,26.3496143958869,11.439588688946,6.16966580976864,30.0771208226221
"E01006574",612,53,236,195,71,41,199,8.66013071895425,38.562091503268,31.8627450980392,11.6013071895425,6.69934640522876,32.516339869281
"E01006575",578,25,213,153,52,42,158,4.32525951557093,36.8512110726644,26.4705882352941,8.99653979238754,7.26643598615917,27.3356401384083
"E01006576",713,18,202,213,81,28,149,2.52454417952314,28.3309957924264,29.8737727910238,11.3604488078541,3.92706872370266,20.8976157082749
"E01006577",597,5,163,194,63,34,108,0.837520938023451,27.3031825795645,32.4958123953099,10.5527638190955,5.69514237855946,18.0904522613065
"E01006578",554,17,132,181,75,39,104,3.06859205776173,23.826714801444,32.6714801444043,13.5379061371841,7.03971119133574,18.7725631768953
"E01006579",618,10,194,209,78,27,148,1.61812297734628,31.3915857605178,33.8187702265372,12.621359223301,4.36893203883495,23.9482200647249
"E01006580",515,3,137,170,50,16,96,0.58252427184466,26.6019417475728,33.0097087378641,9.70873786407767,3.10679611650485,18.6407766990291
"E01006581",607,9,166,199,70,17,113,1.4827018121911,27.3476112026359,32.7841845140033,11.5321252059308,2.8006589785832,18.6161449752883
"E01006582",585,7,141,225,69,28,88,1.1965811965812,24.1025641025641,38.4615384615385,11.7948717948718,4.78632478632479,15.042735042735
"E01006583",467,6,133,153,53,14,77,1.2847965738758,28.4796573875803,32.762312633833,11.3490364025696,2.99785867237687,16.4882226980728
"E01006584",611,15,210,172,59,22,146,2.45499181669394,34.3698854337152,28.1505728314239,9.65630114566285,3.60065466448445,23.8952536824877
"E01006585",641,42,292,150,55,36,244,6.55226209048362,45.5538221528861,23.4009360374415,8.58034321372855,5.61622464898596,38.0655226209048
"E01006586",921,38,332,214,82,50,236,4.12595005428882,36.0477741585233,23.2356134636265,8.90336590662324,5.42888165038002,25.6243213897937
"E01006587",717,30,219,178,75,32,176,4.18410041841004,30.5439330543933,24.8256624825662,10.4602510460251,4.46304044630404,24.5467224546722
"E01006588",702,13,183,118,50,21,165,1.85185185185185,26.0683760683761,16.8091168091168,7.12250712250712,2.99145299145299,23.5042735042735
"E01006589",599,2,164,204,75,30,133,0.333889816360601,27.3789649415693,34.0567612687813,12.5208681135225,5.00834724540902,22.20367278798
"E01006590",701,14,171,132,53,29,133,1.99714693295292,24.3937232524964,18.830242510699,7.56062767475036,4.13694721825963,18.9728958630528
"E01006591",671,16,158,185,69,28,122,2.38450074515648,23.5469448584203,27.5707898658718,10.2831594634873,4.17287630402385,18.1818181818182
"E01006592",624,7,208,158,49,31,137,1.12179487179487,33.3333333333333,25.3205128205128,7.8525641025641,4.96794871794872,21.9551282051282
"E01006593",662,11,148,143,70,14,117,1.66163141993958,22.3564954682779,21.6012084592145,10.5740181268882,2.11480362537764,17.6737160120846
"E01006594",579,9,201,151,40,20,128,1.55440414507772,34.7150259067358,26.0794473229706,6.90846286701209,3.45423143350604,22.1070811744387
"E01006595",812,28,258,184,91,31,195,3.44827586206897,31.7733990147783,22.6600985221675,11.2068965517241,3.81773399014778,24.0147783251232
"E01006596",597,9,174,149,45,24,130,1.50753768844221,29.1457286432161,24.9581239530988,7.53768844221105,4.02010050251256,21.7755443886097
"E01006597",683,12,194,184,68,28,131,1.75695461200586,28.4040995607613,26.9399707174231,9.95607613469985,4.099560761347,19.1800878477306
"E01006598",604,82,274,202,78,62,197,13.5761589403974,45.364238410596,33.4437086092715,12.9139072847682,10.2649006622517,32.6158940397351
"E01006599",482,94,145,202,96,48,104,19.5020746887967,30.0829875518672,41.9087136929461,19.9170124481328,9.95850622406639,21.5767634854772
"E01006600",592,50,211,178,52,56,186,8.44594594594595,35.6418918918919,30.0675675675676,8.78378378378378,9.45945945945946,31.4189189189189
"E01006603",594,43,227,166,55,41,196,7.23905723905724,38.2154882154882,27.9461279461279,9.25925925925926,6.9023569023569,32.996632996633
"E01006604",571,35,187,162,45,45,164,6.12959719789842,32.7495621716287,28.3712784588441,7.88091068301226,7.88091068301226,28.7215411558669
"E01006605",696,48,287,187,57,50,234,6.89655172413793,41.235632183908,26.867816091954,8.18965517241379,7.18390804597701,33.6206896551724
"E01006606",723,50,253,186,72,38,200,6.91562932226833,34.9930843706777,25.7261410788382,9.95850622406639,5.25587828492393,27.6625172890733
"E01006607",641,73,217,206,65,55,188,11.3884555382215,33.8533541341654,32.1372854914197,10.1404056162246,8.58034321372855,29.3291731669267
"E01006608",563,33,194,155,69,30,142,5.86145648312611,34.4582593250444,27.5310834813499,12.2557726465364,5.32859680284192,25.2220248667851
"E01006609",576,47,183,172,68,38,142,8.15972222222222,31.7708333333333,29.8611111111111,11.8055555555556,6.59722222222222,24.6527777777778
"E01006610",669,72,257,195,71,56,222,10.762331838565,38.4155455904335,29.1479820627803,10.6128550074738,8.37070254110613,33.1838565022422
"E01006611",742,79,305,179,86,30,230,10.6469002695418,41.1051212938005,24.1239892183288,11.5902964959569,4.04312668463612,30.9973045822102
"E01006612",740,59,340,180,66,44,261,7.97297297297297,45.945945945946,24.3243243243243,8.91891891891892,5.94594594594595,35.2702702702703
"E01006613",611,45,283,151,57,27,234,7.36497545008183,46.3175122749591,24.7135842880524,9.32896890343699,4.4189852700491,38.2978723404255
"E01006614",667,71,233,166,73,28,158,10.6446776611694,34.9325337331334,24.8875562218891,10.9445277361319,4.19790104947526,23.688155922039
"E01006615",663,68,211,195,84,32,157,10.2564102564103,31.8250377073906,29.4117647058824,12.6696832579186,4.82654600301659,23.6802413273001
"E01006616",613,39,228,168,52,38,178,6.36215334420881,37.1941272430669,27.4061990212072,8.48287112561175,6.19902120717781,29.0375203915171
"E01006617",650,16,169,170,53,21,137,2.46153846153846,26,26.1538461538462,8.15384615384615,3.23076923076923,21.0769230769231
"E01006618",692,37,265,177,51,39,217,5.34682080924856,38.2947976878613,25.5780346820809,7.36994219653179,5.63583815028902,31.3583815028902
"E01006619",734,24,237,191,69,29,179,3.26975476839237,32.2888283378747,26.0217983651226,9.40054495912807,3.95095367847411,24.3869209809264
"E01006620",625,19,283,146,43,15,190,3.04,45.28,23.36,6.88,2.4,30.4
"E01006621",584,11,201,156,46,23,136,1.88356164383562,34.4178082191781,26.7123287671233,7.87671232876712,3.93835616438356,23.2876712328767
"E01006622",586,8,170,182,56,19,133,1.36518771331058,29.0102389078498,31.0580204778157,9.55631399317406,3.24232081911263,22.6962457337884
"E01006623",527,10,123,175,41,27,113,1.89753320683112,23.3396584440228,33.2068311195446,7.77988614800759,5.12333965844402,21.4421252371917
"E01006624",702,35,247,188,73,31,192,4.98575498575499,35.1851851851852,26.7806267806268,10.3988603988604,4.41595441595442,27.3504273504274
"E01006625",609,18,208,179,50,23,172,2.95566502463054,34.1543513957307,29.3924466338259,8.21018062397373,3.77668308702791,28.2430213464696
"E01006626",593,12,209,161,43,33,166,2.02360876897133,35.2445193929174,27.150084317032,7.25126475548061,5.56492411467116,27.9932546374368
"E01006627",600,14,203,167,55,26,161,2.33333333333333,33.8333333333333,27.8333333333333,9.16666666666667,4.33333333333333,26.8333333333333
"E01006628",651,22,166,167,66,25,145,3.37941628264209,25.4992319508449,25.652841781874,10.1382488479263,3.84024577572965,22.273425499232
"E01006629",573,17,197,118,38,24,165,2.96684118673647,34.3804537521815,20.5933682373473,6.63176265270506,4.18848167539267,28.7958115183246
"E01006630",555,84,201,219,71,65,168,15.1351351351351,36.2162162162162,39.4594594594595,12.7927927927928,11.7117117117117,30.2702702702703
"E01006632",884,96,338,247,105,70,261,10.8597285067873,38.2352941176471,27.9411764705882,11.8778280542986,7.91855203619909,29.5248868778281
"E01006633",699,67,348,190,71,53,271,9.58512160228898,49.7854077253219,27.1816881258941,10.1573676680973,7.58226037195994,38.7696709585122
"E01006637",670,111,209,277,127,47,180,16.5671641791045,31.1940298507463,41.3432835820896,18.955223880597,7.01492537313433,26.865671641791
"E01006638",518,80,190,199,91,41,167,15.4440154440154,36.6795366795367,38.4169884169884,17.5675675675676,7.91505791505791,32.2393822393822
"E01006639",640,44,173,228,97,42,136,6.875,27.03125,35.625,15.15625,6.5625,21.25
"E01006640",760,30,229,249,103,42,189,3.94736842105263,30.1315789473684,32.7631578947368,13.5526315789474,5.52631578947368,24.8684210526316
"E01006641",633,26,58,295,168,44,71,4.10742496050553,9.16271721958926,46.6034755134281,26.5402843601896,6.95102685624013,11.216429699842
"E01006642",590,74,212,198,68,53,193,12.5423728813559,35.9322033898305,33.5593220338983,11.5254237288136,8.98305084745763,32.7118644067797
"E01006643",740,102,191,308,123,91,165,13.7837837837838,25.8108108108108,41.6216216216216,16.6216216216216,12.2972972972973,22.2972972972973
"E01006644",963,73,345,281,116,66,272,7.58047767393562,35.8255451713396,29.1796469366563,12.0456905503634,6.85358255451713,28.2450674974039
"E01006645",690,84,312,195,68,53,241,12.1739130434783,45.2173913043478,28.2608695652174,9.85507246376812,7.68115942028986,34.9275362318841
"E01006646",1006,80,396,199,67,55,259,7.95228628230616,39.3638170974155,19.7813121272366,6.66003976143141,5.46719681908549,25.7455268389662
"E01006647",636,111,287,227,75,62,230,17.4528301886792,45.125786163522,35.6918238993711,11.7924528301887,9.74842767295597,36.1635220125786
"E01006648",1075,80,378,200,74,47,302,7.44186046511628,35.1627906976744,18.6046511627907,6.88372093023256,4.37209302325581,28.093023255814
"E01006651",592,19,69,279,104,40,77,3.20945945945946,11.6554054054054,47.1283783783784,17.5675675675676,6.75675675675676,13.0067567567568
"E01006652",633,32,165,201,79,33,147,5.05529225908373,26.0663507109005,31.7535545023697,12.480252764613,5.21327014218009,23.2227488151659
"E01006653",656,53,215,210,83,43,205,8.07926829268293,32.7743902439024,32.0121951219512,12.6524390243902,6.55487804878049,31.25
"E01006654",627,26,194,199,78,31,157,4.14673046251994,30.9409888357257,31.7384370015949,12.4401913875598,4.94417862838915,25.0398724082935
"E01006655",706,44,235,231,90,39,184,6.23229461756374,33.28611898017,32.7195467422096,12.7478753541076,5.52407932011331,26.0623229461756
"E01006656",669,34,185,192,94,31,155,5.08221225710015,27.6532137518685,28.6995515695067,14.050822122571,4.63378176382661,23.168908819133
"E01006657",582,42,183,163,80,24,162,7.21649484536082,31.4432989690722,28.0068728522337,13.745704467354,4.12371134020619,27.8350515463918
"E01006658",634,51,254,173,51,36,216,8.04416403785489,40.0630914826498,27.2870662460568,8.04416403785489,5.6782334384858,34.0694006309148
"E01006659",548,47,214,143,52,32,182,8.57664233576642,39.051094890511,26.0948905109489,9.48905109489051,5.83941605839416,33.2116788321168
"E01006660",616,35,232,198,77,44,208,5.68181818181818,37.6623376623377,32.1428571428571,12.5,7.14285714285714,33.7662337662338
"E01006661",749,75,338,215,89,40,267,10.0133511348465,45.1268357810414,28.7049399198932,11.8825100133511,5.34045393858478,35.6475300400534
"E01006662",785,64,342,227,128,39,273,8.15286624203822,43.5668789808917,28.9171974522293,16.3057324840764,4.96815286624204,34.7770700636943
"E01006663",510,39,157,173,71,34,134,7.64705882352941,30.7843137254902,33.921568627451,13.921568627451,6.66666666666667,26.2745098039216
"E01006664",822,79,331,253,103,61,269,9.61070559610705,40.2676399026764,30.7785888077859,12.5304136253041,7.42092457420925,32.7250608272506
"E01006665",630,16,114,232,97,35,116,2.53968253968254,18.0952380952381,36.8253968253968,15.3968253968254,5.55555555555556,18.4126984126984
"E01006666",514,10,76,253,71,43,67,1.94552529182879,14.7859922178988,49.2217898832685,13.8132295719844,8.36575875486381,13.0350194552529
"E01006667",618,34,197,173,62,40,174,5.50161812297735,31.8770226537217,27.9935275080906,10.0323624595469,6.47249190938511,28.1553398058252
"E01006668",590,20,87,254,84,50,67,3.38983050847458,14.7457627118644,43.0508474576271,14.2372881355932,8.47457627118644,11.3559322033898
"E01006669",551,25,103,228,85,36,82,4.53720508166969,18.6932849364791,41.3793103448276,15.426497277677,6.53357531760436,14.8820326678766
"E01006670",607,26,131,231,77,34,118,4.2833607907743,21.5815485996705,38.0560131795717,12.6853377265239,5.60131795716639,19.4398682042834
"E01006671",499,30,133,178,58,33,116,6.01202404809619,26.6533066132265,35.6713426853707,11.623246492986,6.61322645290581,23.2464929859719
"E01006672",798,110,248,315,142,66,198,13.7844611528822,31.077694235589,39.4736842105263,17.7944862155388,8.27067669172932,24.812030075188
"E01006673",954,112,356,249,115,62,241,11.7400419287212,37.3165618448637,26.1006289308176,12.0545073375262,6.49895178197065,25.2620545073375
"E01006674",826,134,342,264,134,83,273,16.2227602905569,41.4043583535109,31.9612590799031,16.2227602905569,10.0484261501211,33.0508474576271
"E01006675",1132,29,395,101,49,19,271,2.56183745583039,34.8939929328622,8.92226148409894,4.32862190812721,1.67844522968198,23.9399293286219
"E01006676",761,121,277,292,128,72,227,15.9001314060447,36.3994743758213,38.3705650459921,16.8199737187911,9.46123521681997,29.8291721419185
"E01006677",477,72,199,169,66,42,147,15.0943396226415,41.7190775681342,35.4297693920335,13.8364779874214,8.80503144654088,30.8176100628931
"E01006678",1059,98,469,242,90,72,364,9.25401322001889,44.2870632672332,22.851746931067,8.4985835694051,6.79886685552408,34.3720491029273
"E01006679",920,176,370,338,169,99,214,19.1304347826087,40.2173913043478,36.7391304347826,18.3695652173913,10.7608695652174,23.2608695652174
"E01006680",605,8,189,184,59,27,145,1.32231404958678,31.2396694214876,30.4132231404959,9.75206611570248,4.46280991735537,23.9669421487603
"E01006681",719,28,292,176,57,37,215,3.89429763560501,40.6119610570236,24.4784422809458,7.92767732962448,5.14603616133519,29.9026425591099
"E01006682",498,5,148,157,48,20,110,1.00401606425703,29.718875502008,31.5261044176707,9.63855421686747,4.01606425702811,22.0883534136546
"E01006683",594,6,184,182,58,31,133,1.01010101010101,30.976430976431,30.6397306397306,9.76430976430976,5.21885521885522,22.3905723905724
"E01006684",999,17,232,249,103,30,162,1.7017017017017,23.2232232232232,24.9249249249249,10.3103103103103,3.003003003003,16.2162162162162
"E01006685",604,14,189,147,42,26,142,2.31788079470199,31.2913907284768,24.3377483443709,6.95364238410596,4.3046357615894,23.5099337748344
"E01006686",531,9,166,152,44,29,115,1.69491525423729,31.2617702448211,28.6252354048964,8.28625235404897,5.46139359698682,21.6572504708098
"E01006687",933,16,317,205,100,29,219,1.71489817792069,33.9764201500536,21.9721329046088,10.7181136120043,3.10825294748124,23.4726688102894
"E01006688",712,17,241,160,66,30,153,2.3876404494382,33.8483146067416,22.4719101123595,9.26966292134832,4.21348314606742,21.4887640449438
"E01006689",717,9,217,195,67,38,179,1.25523012552301,30.2649930264993,27.1966527196653,9.34449093444909,5.29986052998605,24.9651324965133
"E01006690",801,48,320,146,76,34,182,5.99250936329588,39.9500624219725,18.227215980025,9.48813982521848,4.24469413233458,22.7215980024969
"E01006691",647,88,204,200,99,45,148,13.6012364760433,31.5301391035549,30.9119010819165,15.3013910355487,6.95517774343122,22.8748068006182
"E01006692",989,89,357,278,127,74,291,8.9989888776542,36.0970677451972,28.1092012133468,12.8412537917088,7.48230535894843,29.4236602628918
"E01006693",838,40,453,135,41,42,361,4.77326968973747,54.0572792362768,16.109785202864,4.89260143198091,5.01193317422434,43.0787589498807
"E01006694",891,102,297,261,128,47,206,11.4478114478114,33.3333333333333,29.2929292929293,14.3658810325477,5.27497194163861,23.1200897867565
"E01006695",1029,67,479,188,71,34,316,6.511175898931,46.5500485908649,18.2701652089407,6.89990281827017,3.3041788143829,30.709426627794
"E01006696",768,90,274,234,96,56,209,11.71875,35.6770833333333,30.46875,12.5,7.29166666666667,27.2135416666667
"E01006697",828,110,291,248,130,58,216,13.2850241545894,35.1449275362319,29.951690821256,15.7004830917874,7.0048309178744,26.0869565217391
"E01006698",725,77,196,250,119,50,154,10.6206896551724,27.0344827586207,34.4827586206897,16.4137931034483,6.89655172413793,21.2413793103448
"E01006699",777,87,331,233,97,53,242,11.1969111969112,42.5997425997426,29.98712998713,12.4839124839125,6.82110682110682,31.1454311454311
"E01006700",653,63,229,184,71,51,172,9.64777947932619,35.0689127105666,28.1776416539051,10.8728943338438,7.81010719754977,26.3399693721286
"E01006701",671,42,259,151,63,24,226,6.25931445603577,38.5991058122206,22.5037257824143,9.38897168405365,3.57675111773472,33.6810730253353
"E01006702",740,99,274,228,95,51,217,13.3783783783784,37.027027027027,30.8108108108108,12.8378378378378,6.89189189189189,29.3243243243243
"E01006703",818,55,385,160,53,48,311,6.72371638141809,47.0660146699266,19.559902200489,6.47921760391198,5.8679706601467,38.0195599022005
"E01006705",689,54,211,181,87,47,156,7.83744557329463,30.6240928882438,26.2699564586357,12.6269956458636,6.82148040638607,22.6415094339623
"E01006706",582,67,240,185,50,59,197,11.5120274914089,41.2371134020619,31.786941580756,8.59106529209622,10.1374570446735,33.8487972508591
"E01006707",553,54,238,168,57,59,179,9.76491862567812,43.0379746835443,30.379746835443,10.3074141048825,10.6690777576854,32.368896925859
"E01006708",754,51,248,238,88,52,193,6.76392572944297,32.8912466843501,31.5649867374005,11.6710875331565,6.89655172413793,25.5968169761273
"E01006709",685,38,282,165,62,32,238,5.54744525547445,41.1678832116788,24.0875912408759,9.05109489051095,4.67153284671533,34.7445255474453
"E01006710",592,48,160,210,82,51,134,8.10810810810811,27.027027027027,35.472972972973,13.8513513513514,8.61486486486486,22.6351351351351
"E01006711",685,56,233,214,87,51,195,8.17518248175183,34.014598540146,31.2408759124088,12.7007299270073,7.44525547445255,28.4671532846715
"E01006712",569,44,156,191,87,36,116,7.73286467486819,27.4165202108963,33.5676625659051,15.2899824253076,6.32688927943761,20.3866432337434
"E01006713",604,24,189,190,82,37,139,3.97350993377483,31.2913907284768,31.4569536423841,13.5761589403974,6.12582781456954,23.0132450331126
"E01006716",701,57,200,221,110,46,171,8.13124108416548,28.5306704707561,31.5263908701855,15.6918687589158,6.56205420827389,24.3937232524964
"E01006717",576,23,165,182,56,29,128,3.99305555555556,28.6458333333333,31.5972222222222,9.72222222222222,5.03472222222222,22.2222222222222
"E01006718",678,35,229,193,65,45,194,5.1622418879056,33.7758112094395,28.4660766961652,9.58702064896755,6.63716814159292,28.6135693215339
"E01006719",638,52,154,226,90,49,142,8.15047021943574,24.1379310344828,35.423197492163,14.1065830721003,7.68025078369906,22.257053291536
"E01006720",905,109,283,259,129,58,179,12.0441988950276,31.2707182320442,28.6187845303867,14.2541436464088,6.40883977900552,19.7790055248619
"E01006721",912,88,353,215,104,47,261,9.64912280701754,38.7061403508772,23.5745614035088,11.4035087719298,5.15350877192982,28.6184210526316
"E01006722",608,28,163,115,54,16,103,4.60526315789474,26.8092105263158,18.9144736842105,8.88157894736842,2.63157894736842,16.9407894736842
"E01006723",749,32,300,115,50,30,180,4.27236315086782,40.0534045393858,15.3538050734312,6.67556742323097,4.00534045393858,24.0320427236315
"E01006724",554,21,141,83,33,20,79,3.79061371841155,25.4512635379061,14.9819494584838,5.95667870036101,3.6101083032491,14.2599277978339
"E01006725",739,54,246,181,81,47,207,7.30717185385656,33.2882273342355,24.4925575101488,10.9607577807848,6.35994587280108,28.0108254397835
"E01006726",659,59,184,152,64,31,133,8.95295902883156,27.9210925644917,23.0652503793627,9.71168437025797,4.7040971168437,20.1820940819423
"E01006727",665,36,177,163,77,40,155,5.41353383458647,26.6165413533835,24.5112781954887,11.5789473684211,6.01503759398496,23.3082706766917
"E01006728",855,85,309,218,93,41,227,9.94152046783626,36.140350877193,25.4970760233918,10.8771929824561,4.7953216374269,26.5497076023392
"E01006729",539,77,150,236,98,60,140,14.2857142857143,27.8293135435993,43.7847866419295,18.1818181818182,11.1317254174397,25.974025974026
"E01006730",542,61,199,192,56,49,170,11.2546125461255,36.7158671586716,35.4243542435424,10.3321033210332,9.04059040590406,31.3653136531365
"E01006731",486,58,171,171,60,40,142,11.9341563786008,35.1851851851852,35.1851851851852,12.3456790123457,8.23045267489712,29.2181069958848
"E01006732",644,121,217,274,128,75,177,18.7888198757764,33.695652173913,42.5465838509317,19.8757763975155,11.6459627329193,27.4844720496894
