"GeographyCode","CT00100001","CT00100002","CT00100003","CT00100004","CT00100005","CT00100006","CT00100007","CT00100008","CT00100009","CT00100010","CT00100011","CT00100012","CT00100013","CT00100014","CT00100015","CT00100016","CT00100017","CT00100018","CT00100019","CT00100020","CT00100021","CT00100022","CT00100023","CT00100024","CT00100025","CT00100026","CT00100027","CT00100028","CT00100029","CT00100030","CT00100031","CT00100032","CT00100033","CT00100034","CT00100035","CT00100036","CT00100037","CT00100038","CT00100039","CT00100040","CT00100041","CT00100042","CT00100043","CT00100044","CT00100045","CT00100046","CT00100047","CT00100048","CT00100049","CT00100050","CT00100051","CT00100052","CT00100053","CT00100054","CT00100055","CT00100056","CT00100057","CT00100058","CT00100059","CT00100060","CT00100061","CT00100062","CT00100063","CT00100064","CT00100065","CT00100066","CT00100067","CT00100068","CT00100069","CT00100070","CT00100071","CT00100072","CT00100073","CT00100074","CT00100075","CT00100076","CT00100077","CT00100078","CT00100079","CT00100080","CT00100081","CT00100082","CT00100083","CT00100084","CT00100085","CT00100086","CT00100087","CT00100088","CT00100089","CT00100090","CT00100091","CT00100092","CT00100093","CT00100094","CT00100095"
"E02001366",8985,8119,117,2,25,47,38,28,13,53,13,14,78,3,85,18,3,54,0,1,0,0,0,0,1,4,2,0,0,7,0,0,0,0,1,0,0,0,0,10,0,0,0,0,5,0,0,25,29,4,1,0,7,0,4,1,0,4,0,19,0,6,2,0,2,0,0,1,3,11,1,15,0,74,0,0,0,0,2,1,2,15,0,4,2,6,0,0,2,1,0,0,0,0,0
"E02001367",9304,8789,86,1,8,37,12,6,3,44,28,4,62,1,28,4,3,41,1,0,5,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,1,0,0,4,0,0,18,5,14,0,0,2,0,8,1,0,0,0,4,1,1,0,0,5,0,0,9,2,5,1,8,0,24,0,0,0,0,1,0,0,7,0,0,4,1,0,0,0,0,0,1,0,0,0
"E02001368",5847,5363,68,9,13,28,10,20,1,13,2,5,34,0,63,15,0,30,0,0,0,0,2,0,1,9,0,0,6,7,0,1,0,1,0,0,0,1,0,2,0,2,0,0,0,0,0,33,7,1,0,0,5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,4,11,2,10,0,37,0,0,0,0,0,0,0,2,0,0,0,24,0,0,2,0,0,0,0,0,0
"E02001369",7655,6574,108,1,36,56,41,26,8,104,16,8,85,9,122,12,0,97,3,0,0,0,0,0,6,9,0,0,1,18,0,1,0,4,1,0,1,2,0,3,0,4,0,0,0,0,0,35,27,9,0,0,7,0,5,0,0,0,0,2,2,3,0,0,2,0,0,2,3,26,5,45,0,106,0,0,0,0,3,5,0,1,0,0,1,6,0,2,0,0,1,0,0,1,0
"E02001370",6186,5304,51,1,25,46,53,28,5,59,20,4,60,4,141,37,1,70,1,0,0,0,0,0,1,4,0,0,0,10,2,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,56,8,3,0,0,12,0,2,1,0,0,0,28,0,4,0,3,0,0,0,2,2,33,1,9,0,46,0,0,2,0,2,0,0,13,0,0,1,20,0,0,3,2,0,0,0,0,0
"E02001371",7447,6650,63,2,16,47,25,35,10,201,2,0,66,5,68,6,1,16,0,0,0,0,0,0,0,7,0,0,5,21,0,0,0,0,13,0,0,0,0,0,0,8,0,0,0,0,0,11,72,0,1,0,5,0,2,0,0,0,0,3,0,1,0,0,0,0,0,1,0,10,4,14,0,38,0,0,0,0,1,0,0,4,0,0,3,5,0,0,5,0,0,0,0,0,0
"E02001372",6221,5837,64,1,9,18,20,15,6,44,13,1,33,0,49,3,0,15,0,0,0,0,1,0,0,1,2,0,4,15,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,21,2,2,0,0,0,0,3,1,0,0,0,1,3,0,0,0,0,1,0,0,1,3,0,13,0,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1
"E02001373",9253,8309,75,0,22,72,70,20,24,71,3,16,84,4,100,10,5,92,4,6,1,0,2,0,4,9,0,1,8,14,0,0,0,3,0,0,0,2,0,10,0,4,0,0,0,0,0,22,13,1,0,1,7,0,3,2,0,2,0,21,0,0,1,0,0,0,0,4,2,2,1,23,0,71,0,0,0,0,0,0,0,20,0,0,6,5,0,0,0,0,1,0,0,0,0
"E02001374",8199,5947,162,6,69,75,93,46,15,44,40,7,148,9,476,65,3,146,12,4,1,6,1,0,6,50,0,1,7,54,4,2,0,2,2,1,0,0,1,10,3,12,0,0,1,0,0,58,18,10,4,0,26,0,17,0,0,1,1,28,12,5,0,0,0,3,6,12,13,73,11,50,0,253,0,0,0,0,25,2,2,16,0,0,2,19,0,0,0,0,1,0,0,0,0
"E02001375",7195,6665,74,1,8,35,31,29,17,157,1,2,41,2,26,3,1,13,3,0,0,1,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,9,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,4,0,3,3,2,0,12,0,15,0,0,0,4,0,0,1,2,0,0,2,13,0,0,0,0,0,0,0,1,0
"E02001376",8469,5518,120,2,61,82,98,49,26,233,59,33,229,2,936,60,5,158,1,13,0,1,0,0,2,36,2,0,6,57,1,0,0,0,1,0,0,0,0,2,0,9,0,0,3,0,0,50,47,6,0,0,24,0,11,0,0,0,4,38,6,28,0,0,4,9,2,12,4,133,8,27,0,152,0,0,2,0,16,0,0,43,0,5,2,22,0,0,7,0,0,0,2,0,0
"E02001377",11467,6352,300,9,50,142,120,89,30,489,212,44,1495,12,511,71,10,456,9,6,0,8,0,0,5,45,2,0,7,58,0,0,0,0,3,4,0,0,1,7,0,14,0,0,5,3,0,62,50,24,6,15,44,1,10,7,7,6,2,58,12,113,33,0,10,3,6,17,14,47,19,84,0,96,0,0,1,0,21,6,0,49,11,1,20,10,1,0,20,2,7,0,3,0,0
"E02001378",7972,6952,89,3,19,90,72,53,15,46,15,0,201,7,85,13,1,79,2,0,0,1,0,0,2,2,0,1,10,19,0,1,1,0,1,0,0,0,0,12,0,4,0,0,0,0,0,34,1,2,3,0,10,0,6,1,0,0,1,22,1,1,0,0,0,10,0,10,2,4,0,23,0,13,0,0,6,0,1,0,0,8,0,1,6,4,0,0,4,0,1,1,0,0,0
"E02001380",7526,6988,102,0,16,38,31,38,6,36,38,16,43,2,31,3,0,29,1,0,0,0,2,0,3,1,0,0,5,12,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,1,0,16,1,3,0,0,6,0,5,1,0,0,0,2,0,0,0,0,0,4,0,6,3,0,2,9,0,4,0,0,0,0,0,0,0,4,0,0,3,2,0,0,0,0,2,1,0,2,0
"E02001381",9286,6324,270,7,51,158,145,81,35,105,103,133,226,16,409,83,15,285,3,16,3,5,0,0,5,16,0,0,15,86,0,0,0,0,4,4,0,0,1,1,0,3,0,0,0,0,0,96,14,2,1,2,24,0,18,0,0,0,4,30,10,12,1,0,0,13,2,5,6,144,31,46,1,128,1,2,0,0,12,3,0,32,0,1,9,10,0,0,12,0,5,0,1,0,0
"E02001382",7098,6491,52,0,14,34,15,21,3,78,37,0,173,0,28,18,2,6,2,0,0,0,0,0,2,0,0,0,2,16,0,0,0,3,0,0,0,0,0,2,0,1,1,0,0,0,0,20,4,8,0,0,2,1,4,0,0,4,0,0,0,5,0,0,0,1,0,0,7,1,2,20,0,3,0,0,0,0,0,0,0,6,0,0,4,4,0,0,1,0,0,0,0,0,0
"E02001383",7501,4140,166,5,68,228,228,107,62,73,55,27,579,10,425,111,28,290,6,15,2,0,0,0,6,5,1,0,21,128,0,3,0,6,4,3,0,0,0,5,0,11,0,1,3,0,0,55,8,7,1,2,37,0,24,3,0,1,0,82,21,36,0,2,1,3,0,7,26,32,21,122,0,34,0,0,1,0,104,2,0,15,2,0,4,5,0,0,7,2,7,0,2,3,0
"E02001384",10762,7857,438,18,35,140,140,126,33,249,168,198,141,5,299,80,19,189,8,19,2,3,1,0,7,28,5,2,11,79,0,0,0,3,3,0,0,0,1,8,0,3,0,0,2,1,0,50,16,8,1,0,13,0,7,1,0,1,1,28,9,8,0,0,2,11,1,9,11,29,30,91,0,61,0,0,0,0,8,6,0,16,0,7,5,3,0,0,1,3,1,2,0,1,0
"E02001385",8157,2412,105,8,53,196,367,84,78,105,132,114,172,23,1216,124,47,1286,12,24,5,0,0,2,3,32,0,5,36,202,2,2,0,0,13,1,0,0,0,4,0,6,0,0,0,0,0,49,19,3,0,1,93,0,6,0,0,2,11,200,0,15,2,1,6,0,5,11,3,55,86,43,0,93,6,5,0,0,412,70,0,40,0,0,5,14,0,0,10,0,19,0,0,0,1
"E02001386",7545,7069,72,1,13,50,48,32,7,25,1,2,59,1,25,16,0,20,0,2,0,0,0,0,6,1,0,0,2,7,0,0,0,0,3,0,0,0,0,6,0,1,0,0,1,0,0,7,1,1,0,0,8,0,7,0,0,0,0,4,3,1,0,0,3,0,0,0,7,1,0,5,0,9,4,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,5,0,0,0,0
"E02001387",8025,7084,216,0,28,49,44,67,23,62,79,16,53,2,37,24,6,35,5,0,0,0,0,0,2,3,0,0,7,18,0,5,0,0,0,2,0,4,0,15,0,6,0,0,2,0,0,24,3,13,1,0,4,1,6,0,0,2,0,1,0,2,0,0,2,3,2,0,11,5,2,26,1,7,0,0,0,0,1,0,0,1,0,2,0,5,0,0,4,1,0,1,0,0,0
"E02001388",8860,7322,299,9,53,75,81,76,21,102,50,13,101,4,105,52,9,69,7,0,0,3,0,0,3,7,2,0,9,11,0,0,0,0,2,0,0,1,0,17,0,3,1,0,1,0,0,45,8,11,2,0,12,3,16,0,0,3,0,6,7,4,5,0,0,4,3,2,21,19,23,89,0,31,0,3,0,0,0,0,0,16,0,0,2,4,0,0,2,1,10,0,0,0,0
"E02001389",6232,3994,179,11,31,131,121,67,32,61,50,54,105,13,302,78,28,259,2,4,1,2,0,0,5,19,2,0,3,68,6,0,0,4,5,0,0,0,3,7,0,6,0,0,0,0,0,59,4,17,1,0,16,0,18,4,0,2,0,104,11,8,1,0,3,0,0,19,16,13,21,90,0,62,0,0,1,0,59,8,0,13,0,2,2,4,0,2,7,0,8,1,0,3,0
"E02001390",8756,6296,110,1,15,186,188,61,40,76,72,51,146,4,440,81,17,366,5,15,0,0,0,1,3,19,1,1,10,136,0,4,0,1,3,3,0,0,0,6,0,3,0,0,0,3,0,34,1,1,0,0,21,0,4,0,0,2,0,55,18,6,0,0,1,4,1,2,14,12,26,18,0,40,5,0,0,0,56,27,0,14,0,0,2,14,0,0,8,0,5,0,0,0,1
"E02001391",5970,5672,44,0,6,39,20,17,8,12,5,0,15,1,39,17,0,1,0,0,0,0,0,0,0,1,0,4,1,11,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,4,8,0,8,0,11,0,0,0,4,0,0,0,5,0,0,2,0,0,0,0,1,0,0,0,0,0
"E02001392",5717,5225,55,0,13,11,19,36,3,98,12,5,64,1,32,6,0,23,10,3,0,0,0,0,2,1,0,0,3,1,0,0,0,1,0,9,0,0,0,4,0,4,0,0,1,0,0,10,2,1,0,0,5,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,4,1,0,22,0,7,0,0,0,0,0,0,0,9,0,0,1,1,0,0,0,1,4,0,0,1,0
"E02001393",7753,6754,160,1,26,21,16,34,8,170,82,8,110,6,32,9,2,80,12,2,0,4,3,0,10,0,1,0,3,5,0,0,0,7,1,2,0,1,0,8,0,3,0,0,4,0,0,22,5,2,12,0,10,0,16,0,0,0,0,5,2,1,3,0,0,0,0,4,27,4,0,23,0,14,0,0,2,0,0,0,0,10,0,0,0,2,0,0,1,0,0,0,0,2,1
"E02001394",10143,8402,246,2,48,94,100,92,21,130,43,59,121,12,115,55,11,92,6,11,1,3,2,2,18,8,0,0,8,28,0,1,0,1,2,7,0,0,0,5,0,10,0,0,0,0,0,38,11,17,2,0,6,0,10,6,2,8,5,28,8,5,1,0,4,0,1,5,18,17,8,89,1,51,1,0,2,0,7,0,2,15,0,0,1,3,0,0,4,0,6,1,1,3,0
"E02001395",6056,5408,97,1,18,51,30,41,2,35,55,12,74,0,41,11,9,23,0,1,0,0,0,0,8,0,2,0,4,11,0,0,1,0,6,0,0,0,1,6,0,1,0,0,0,0,0,13,0,7,2,2,9,0,5,1,0,0,0,0,1,1,0,0,3,0,0,4,5,0,0,36,0,0,0,0,0,0,0,7,0,1,0,0,1,6,0,0,0,0,2,1,0,0,0
"E02001396",8035,6862,158,0,32,75,70,28,15,71,37,11,77,2,78,17,4,89,9,5,6,0,0,0,4,9,0,0,2,18,0,0,0,3,1,0,0,1,1,7,0,6,0,0,0,1,0,73,4,19,0,0,9,0,17,4,0,0,0,6,10,10,0,1,0,0,0,3,8,28,0,50,0,63,0,0,0,0,1,0,0,11,0,0,4,7,0,0,0,0,5,0,2,1,0
"E02001397",7631,7076,100,1,11,27,29,40,12,62,8,0,78,1,11,11,0,8,2,0,1,0,0,0,9,2,0,1,7,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,11,1,3,9,0,9,0,5,0,0,0,0,3,4,1,0,0,9,0,0,0,4,6,2,26,0,12,5,0,0,0,0,0,0,4,1,0,1,1,0,0,0,0,3,0,0,0,0
"E02001398",7758,6386,214,2,36,77,80,71,17,65,61,2,122,3,149,35,3,73,12,12,0,0,0,0,4,17,0,1,11,34,0,0,1,0,1,0,0,0,0,5,0,9,0,0,0,0,0,43,1,10,2,0,8,1,9,6,0,0,0,2,4,1,0,0,5,0,0,6,19,7,4,66,0,32,0,0,1,0,13,0,0,5,0,0,0,2,0,0,1,0,5,2,0,0,0
"E02001399",7276,6674,108,0,8,36,38,49,9,22,19,33,79,1,18,14,2,26,0,0,0,0,2,0,2,2,0,0,4,9,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,23,2,11,15,0,1,0,8,1,0,0,1,3,3,0,0,0,0,0,0,1,5,1,2,27,0,5,0,1,0,0,1,1,0,0,0,0,2,0,1,1,2,0,0,0,0,0,0
"E02001400",6614,5909,70,0,14,54,43,38,12,47,32,22,114,1,36,16,0,31,1,0,0,0,0,1,1,0,0,0,5,16,0,1,0,0,1,3,0,0,0,0,0,10,0,0,0,0,0,8,0,12,6,0,6,0,7,0,0,0,0,4,1,0,4,0,0,2,4,0,6,4,1,20,0,12,0,4,8,0,0,0,0,15,0,0,4,2,0,1,0,0,4,1,0,0,0
"E02001401",7872,7231,71,5,15,28,25,39,10,84,30,5,60,1,41,2,1,3,5,0,0,0,1,1,0,31,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,6,0,0,1,0,0,12,0,2,1,0,7,0,1,0,0,0,0,0,4,0,0,0,1,1,0,3,3,35,5,21,0,65,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,1,1,0,0,0,0
"E02001402",8384,7467,163,0,39,32,46,57,7,72,17,24,82,4,78,15,2,14,1,0,0,0,1,0,5,4,0,0,3,11,0,0,0,1,2,3,0,0,1,4,0,11,0,0,0,0,0,35,4,6,1,0,2,0,11,2,0,1,0,0,3,2,0,0,0,0,3,1,11,17,3,52,0,34,1,0,0,0,0,0,0,10,1,4,2,8,0,0,1,0,2,0,0,0,1
"E02001403",6035,5378,79,0,24,58,43,22,2,28,17,0,39,0,18,9,3,36,0,0,0,0,0,0,2,21,0,0,3,5,0,0,0,0,1,0,0,0,0,4,0,0,0,0,3,0,0,15,3,1,5,0,0,0,0,2,0,0,0,7,5,1,0,0,0,3,0,1,2,54,1,19,0,96,0,0,0,0,1,0,0,11,0,0,2,0,1,0,0,0,1,1,0,0,8
"E02001404",7260,6729,50,1,15,48,32,29,11,15,3,11,46,1,69,25,1,11,0,0,0,2,0,0,0,3,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,1,5,8,0,1,0,0,0,0,0,5,0,0,0,1,0,0,1,5,23,0,14,0,65,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
"E02001405",9609,8737,58,1,41,95,48,37,23,1,10,9,45,1,133,13,5,15,0,0,0,0,0,0,0,40,0,0,7,18,0,2,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,52,0,1,0,0,0,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,1,13,2,26,0,139,0,0,0,0,5,0,0,4,0,0,1,4,0,0,1,0,0,0,0,1,0
"E02006932",9949,6188,404,2,76,53,32,90,13,251,114,21,1161,12,196,50,3,321,8,1,1,3,0,1,10,13,1,0,4,7,0,1,0,5,3,3,0,1,0,6,2,28,0,0,35,2,1,91,13,88,19,6,32,2,51,10,0,17,0,7,15,48,0,0,2,2,0,5,34,42,23,172,0,59,0,0,4,1,0,0,0,27,3,2,20,16,0,0,9,0,3,1,2,0,0
"E02006933",5436,3883,171,2,53,55,49,49,11,139,38,1,178,5,99,59,4,186,4,0,0,0,0,1,12,2,0,0,9,16,0,1,0,1,0,0,0,0,1,1,2,8,3,0,4,0,0,50,6,28,0,0,22,2,16,5,0,1,0,4,17,3,5,0,5,0,0,5,27,12,3,93,0,48,0,2,2,0,1,0,0,2,1,0,12,9,0,0,2,2,2,1,0,1,0
"E02006934",5202,3611,208,32,27,30,18,38,5,171,67,16,115,5,97,21,14,202,8,1,0,0,0,0,10,15,2,0,1,2,0,4,0,1,2,2,0,0,4,3,0,15,2,0,1,0,0,42,3,17,3,2,9,0,59,11,0,7,0,10,12,10,1,0,2,0,0,9,18,17,13,129,0,46,2,0,1,0,0,0,0,3,1,4,2,7,5,0,2,0,1,0,1,3,0
