"GeographyCode","QS411EW0001","QS411EW0002","QS411EW0003","QS411EW0004","QS411EW0005","QS411EW0006","QS411EW0007"
"E00033501",98,1,72,14,11,0,0
"E00033502",104,0,2,0,100,2,0
"E00033503",100,0,0,4,89,5,2
"E00033504",129,2,1,11,109,4,2
"E00033505",93,0,0,5,53,31,4
"E00033506",124,0,0,7,115,2,0
"E00033507",136,0,2,85,45,3,1
"E00033508",132,4,51,22,33,16,6
"E00033509",113,0,1,48,44,16,4
"E00033510",137,0,7,68,52,10,0
"E00033511",122,2,4,62,39,9,6
"E00033512",78,0,5,4,65,3,1
"E00033513",130,0,10,26,89,4,1
"E00033514",114,0,10,42,58,3,1
"E00033515",125,1,1,59,52,11,1
"E00033516",110,1,0,13,82,10,4
"E00033517",126,1,1,3,118,3,0
"E00033518",121,0,7,62,39,13,0
"E00033519",139,1,1,2,133,2,0
"E00033520",102,0,3,94,5,0,0
"E00033521",142,5,2,94,40,1,0
"E00033522",151,0,15,66,67,3,0
"E00033523",144,3,0,12,119,8,2
"E00033524",217,1,21,98,85,10,2
"E00033525",131,1,2,2,122,3,1
"E00033526",128,0,6,59,49,12,2
"E00033527",153,1,2,4,139,4,3
"E00033528",126,0,30,15,73,7,1
"E00033530",145,0,1,3,46,91,4
"E00033531",134,0,2,6,46,70,10
"E00033532",166,0,2,36,75,46,7
"E00033533",96,0,1,3,71,18,3
"E00033534",124,1,17,64,31,5,6
"E00033535",133,0,5,20,77,29,2
"E00033536",127,0,1,4,115,7,0
"E00033537",132,0,0,35,78,16,3
"E00033538",147,0,3,15,111,13,5
"E00033539",130,0,0,9,97,20,4
"E00033540",135,0,1,36,58,36,4
"E00033541",129,0,1,1,108,19,0
"E00033542",124,0,8,37,51,25,3
"E00033543",120,0,25,11,63,19,2
"E00033544",104,0,3,5,86,9,1
"E00033545",121,0,16,37,46,20,2
"E00033546",148,1,0,4,139,3,1
"E00033547",126,0,13,12,91,9,1
"E00033548",113,0,6,27,71,8,1
"E00033549",151,0,1,5,139,4,2
"E00033550",124,0,1,18,68,26,11
"E00033551",102,0,28,16,38,20,0
"E00033552",124,1,0,5,96,20,2
"E00033553",161,0,36,23,76,23,3
"E00033554",115,0,3,3,88,18,3
"E00033555",136,0,22,60,21,26,7
"E00033556",114,1,0,1,90,17,5
"E00033557",124,0,1,4,91,25,3
"E00033558",114,0,0,3,84,25,2
"E00033559",110,0,13,9,63,20,5
"E00033560",113,0,3,1,43,54,12
"E00033561",106,0,0,4,54,36,12
"E00033562",117,0,0,4,69,39,5
"E00033563",131,0,0,2,89,35,5
"E00033564",144,0,14,10,46,69,5
"E00033565",117,0,0,4,91,19,3
"E00033566",148,0,39,16,81,12,0
"E00033567",127,0,2,5,111,8,1
"E00033568",144,0,1,42,87,11,3
"E00033569",102,0,0,37,47,17,1
"E00033570",173,0,21,35,108,8,1
"E00033571",121,0,1,7,104,8,1
"E00033572",117,0,1,19,78,14,5
"E00033573",95,0,5,39,42,8,1
"E00033574",118,0,1,3,97,17,0
"E00033575",111,0,0,15,70,25,1
"E00033576",109,0,15,28,65,1,0
"E00033577",120,0,7,6,101,5,1
"E00033579",123,0,8,24,79,11,1
"E00033580",152,1,63,51,34,3,0
"E00033581",221,0,27,91,88,15,0
"E00033582",159,0,37,26,70,23,3
"E00033583",110,1,6,15,78,9,1
"E00033584",107,0,20,17,20,38,12
"E00033585",135,0,3,44,76,10,2
"E00033586",143,0,13,52,62,8,8
"E00033587",153,1,25,55,67,5,0
"E00033589",136,0,5,45,79,6,1
"E00033590",79,0,2,12,60,5,0
"E00033591",94,0,1,35,55,1,2
"E00033592",118,0,0,25,90,2,1
"E00033593",100,0,5,51,44,0,0
"E00033594",143,0,2,34,92,15,0
"E00033595",157,1,41,41,65,9,0
"E00033596",143,1,34,54,46,7,1
"E00033597",105,0,4,37,58,4,2
"E00033598",124,0,5,103,12,4,0
"E00033599",125,0,1,95,23,5,1
"E00033600",139,0,45,35,53,5,1
"E00033601",140,0,4,124,10,2,0
"E00033602",131,4,7,7,83,26,4
"E00033603",136,0,23,42,59,9,3
"E00033604",138,1,3,120,14,0,0
"E00033605",125,0,3,26,82,10,4
"E00033606",114,1,18,20,61,10,4
"E00033607",118,0,1,99,15,1,2
"E00033608",144,0,1,39,91,9,4
"E00033611",122,0,3,6,81,25,7
"E00033613",125,0,36,19,44,20,6
"E00033614",139,0,3,25,41,63,7
"E00033616",141,0,0,17,63,50,11
"E00033618",159,0,4,46,99,10,0
"E00033620",118,0,4,21,78,11,4
"E00033621",103,1,1,34,57,10,0
"E00033623",181,0,32,68,65,15,1
"E00033624",125,0,3,46,70,3,3
"E00033625",123,0,0,42,55,25,1
"E00033626",172,0,0,81,83,6,2
"E00033627",142,0,1,54,79,6,2
"E00033628",139,0,0,38,95,4,2
"E00033629",179,1,4,69,99,3,3
"E00033630",128,0,36,35,51,5,1
"E00033631",129,10,49,8,49,9,4
"E00033632",149,0,1,61,85,1,1
"E00033633",101,0,0,11,74,14,2
"E00033634",158,0,19,27,93,18,1
"E00033635",132,0,18,21,83,8,2
"E00033636",167,0,1,32,119,12,3
"E00033637",196,0,1,40,149,5,1
"E00033639",129,1,1,41,82,1,3
"E00033640",128,0,0,15,104,4,5
"E00033641",127,0,15,17,34,58,3
"E00033642",145,0,4,6,109,23,3
"E00033643",109,0,1,50,55,2,1
"E00033644",95,1,2,6,83,2,1
"E00033645",109,0,1,50,58,0,0
"E00033646",41,1,0,3,34,2,1
"E00033647",99,0,2,5,87,5,0
"E00033648",127,2,18,10,89,8,0
"E00033649",115,0,0,22,85,6,2
"E00033650",134,0,2,42,80,6,4
"E00033651",58,0,0,13,42,2,1
"E00033652",132,0,0,44,86,2,0
"E00033653",105,0,0,41,60,4,0
"E00033654",79,0,0,2,74,3,0
"E00033655",186,1,17,29,135,2,2
"E00033656",83,1,1,8,71,1,1
"E00033657",84,1,2,4,76,0,1
"E00033658",129,2,0,18,106,0,3
"E00033659",157,0,7,22,115,11,2
"E00033660",132,0,3,50,58,18,3
"E00033662",155,1,1,29,104,18,2
"E00033663",122,0,47,25,25,21,4
"E00033664",138,0,73,1,63,1,0
"E00033665",167,1,1,6,141,15,3
"E00033666",130,0,49,14,66,0,1
"E00033667",142,1,9,20,100,9,3
"E00033668",114,0,12,4,74,21,3
"E00033669",125,0,1,9,111,2,2
"E00033670",177,0,10,163,2,1,1
"E00033672",159,0,10,60,48,39,2
"E00033673",124,0,5,58,58,2,1
"E00033677",120,2,14,58,40,6,0
"E00033678",194,1,36,94,58,4,1
"E00033684",212,0,31,95,58,28,0
"E00033685",130,0,9,33,76,10,2
"E00033686",129,0,0,79,44,4,2
"E00033687",162,1,23,42,80,15,1
"E00033688",118,0,13,19,79,7,0
"E00033689",145,0,9,58,68,9,1
"E00033690",169,1,26,61,45,33,3
"E00033691",107,0,17,46,38,5,1
"E00033692",201,0,36,158,5,2,0
"E00033694",114,2,15,30,61,6,0
"E00033695",137,0,13,21,102,1,0
"E00033696",205,1,1,58,139,4,2
"E00033697",145,0,20,7,111,4,3
"E00033698",165,0,0,10,148,5,2
"E00033699",143,0,4,8,119,11,1
"E00033700",97,0,0,33,60,4,0
"E00033701",136,0,1,26,77,31,1
"E00033702",103,0,49,14,32,7,1
"E00033703",167,0,35,81,41,9,1
"E00033704",125,0,0,9,75,37,4
"E00033705",133,0,2,9,78,41,3
"E00033706",116,1,10,17,63,24,1
"E00033707",119,0,4,66,48,1,0
"E00033708",117,0,4,50,53,3,7
"E00033709",76,0,0,1,67,7,1
"E00033710",137,0,0,64,67,5,1
"E00033711",70,0,26,5,38,0,1
"E00033712",124,0,0,2,66,55,1
"E00033713",127,0,10,44,66,7,0
"E00033715",162,0,13,67,69,13,0
"E00033716",121,0,35,23,61,2,0
"E00033717",103,0,16,20,66,1,0
"E00033718",132,1,0,33,77,17,4
"E00033719",127,1,1,18,80,24,3
"E00033720",135,0,6,10,82,17,20
"E00033721",113,0,1,21,71,20,0
"E00033722",94,0,1,10,68,11,4
"E00033723",135,0,0,10,92,28,5
"E00033724",134,0,4,7,114,6,3
"E00033725",145,0,10,15,109,8,3
"E00033726",103,0,4,3,81,15,0
"E00033727",138,0,4,44,69,16,5
"E00033728",141,1,1,2,25,107,5
"E00033729",99,1,2,7,69,19,1
"E00033730",127,0,1,44,73,7,2
"E00033731",87,0,0,67,19,1,0
"E00033732",125,0,8,20,91,4,2
"E00033733",102,0,4,30,53,12,3
"E00033734",111,1,2,79,27,2,0
"E00033735",94,1,71,16,5,1,0
"E00033736",126,0,11,68,43,4,0
"E00033737",145,0,4,8,97,26,10
"E00033738",97,1,24,20,42,10,0
"E00033739",105,0,1,61,42,1,0
"E00033740",140,2,0,15,119,3,1
"E00033741",134,0,26,25,74,9,0
"E00033742",130,0,1,73,53,2,1
"E00033743",108,1,2,5,97,2,1
"E00033744",146,0,0,16,127,1,2
"E00033745",119,0,7,73,34,5,0
"E00033746",124,0,8,59,31,26,0
