"GeographyCode","QS601EW0001","QS601EW0002","QS601EW0003","QS601EW0004","QS601EW0005","QS601EW0006","QS601EW0007","QS601EW0008","QS601EW0009","QS601EW0010","QS601EW0011","QS601EW0012","QS601EW0013","QS601EW0014","QS601EW0015","QS601EW0016"
"E00033066",214,171,12,115,0,6,8,13,8,9,43,17,8,0,15,3
"E00033067",242,190,21,124,0,3,8,16,12,6,52,21,8,6,14,3
"E00033068",305,255,22,176,1,5,5,11,19,16,50,11,22,1,14,2
"E00033069",222,177,21,116,0,3,1,18,12,6,45,11,8,6,18,2
"E00033070",248,157,19,85,0,2,2,14,25,10,91,18,14,1,50,8
"E00033071",235,192,13,122,1,7,6,17,17,9,43,18,10,4,7,4
"E00033072",285,190,5,130,0,5,2,10,11,27,95,10,21,3,56,5
"E00033073",225,183,19,119,1,2,2,12,18,10,42,18,6,2,15,1
"E00033074",247,159,23,86,0,2,3,8,33,4,88,20,6,18,32,12
"E00033075",216,118,16,58,0,1,2,9,27,5,98,33,0,4,50,11
"E00033076",242,150,19,88,0,15,11,8,8,1,92,50,12,11,15,4
"E00033077",246,178,21,108,1,4,10,9,17,8,68,15,14,10,25,4
"E00033078",234,154,25,88,0,3,4,8,11,15,80,36,7,5,25,7
"E00033079",185,133,26,75,0,2,6,4,10,10,52,19,5,5,17,6
"E00033080",148,68,8,38,1,0,0,3,18,0,80,22,4,5,38,11
"E00033081",179,149,18,95,1,5,3,3,19,5,30,20,3,2,4,1
"E00033082",234,154,29,76,2,13,5,17,5,7,80,43,17,13,5,2
"E00033083",272,190,32,87,1,31,10,13,7,9,82,41,22,9,5,5
"E00033084",222,138,22,78,0,8,4,4,16,6,84,43,10,4,18,9
"E00033085",242,152,38,81,0,7,2,5,11,8,90,55,11,8,13,3
"E00033086",173,102,26,68,0,1,3,0,2,2,71,52,11,3,2,3
"E00033087",297,204,47,108,2,7,2,17,10,11,93,28,32,6,16,11
"E00033088",182,129,26,68,0,1,3,5,18,8,53,28,8,6,10,1
"E00033089",223,154,33,77,2,2,2,8,19,11,69,32,11,8,16,2
"E00033090",287,193,47,107,1,2,3,8,14,11,94,34,21,16,22,1
"E00033091",248,179,30,114,1,4,4,5,9,12,69,42,16,3,7,1
"E00033092",223,167,40,86,1,2,4,8,12,14,56,39,6,7,4,0
"E00033093",279,201,45,124,3,3,2,11,7,6,78,35,14,12,14,3
"E00033094",247,155,34,87,1,4,6,6,11,6,92,51,7,13,18,3
"E00033095",349,244,48,128,2,10,9,16,10,21,105,48,18,6,24,9
"E00033096",174,117,19,53,2,17,5,8,7,6,57,36,3,7,10,1
"E00033097",198,129,32,68,0,0,0,2,18,9,69,23,15,12,12,7
"E00033098",203,121,23,75,0,7,3,5,5,3,82,54,12,9,5,2
"E00033099",90,50,11,24,2,5,0,3,2,3,40,25,6,2,5,2
"E00033100",216,135,40,65,2,1,3,7,14,3,81,41,4,7,25,4
"E00033101",153,101,22,55,2,4,4,4,6,4,52,38,3,2,4,5
"E00033102",336,249,55,135,0,6,6,14,23,10,87,32,13,10,29,3
"E00033103",228,135,26,61,1,1,1,6,29,10,93,40,13,11,22,7
"E00033104",195,116,29,55,0,2,3,6,14,7,79,24,17,11,20,7
"E00033105",219,143,25,86,0,2,4,13,7,6,76,52,10,4,7,3
"E00033106",213,130,30,73,0,2,6,5,10,4,83,40,14,11,15,3
"E00033107",275,212,41,105,1,13,9,20,5,18,63,33,12,12,5,1
"E00033108",230,165,25,101,0,0,4,14,13,8,65,17,17,7,21,3
"E00033109",240,160,34,94,1,2,2,9,13,5,80,46,9,7,14,4
"E00033110",261,175,33,100,1,5,0,9,16,11,86,48,8,5,15,10
"E00033112",236,165,39,82,2,8,10,16,2,6,71,38,17,7,5,4
"E00033113",194,141,27,58,0,16,9,12,13,6,53,36,10,2,2,3
"E00033114",236,151,25,73,1,17,10,12,3,10,85,51,9,9,8,8
"E00033115",102,65,11,38,0,3,3,5,3,2,37,27,5,3,2,0
"E00033116",100,51,9,23,0,4,2,1,11,1,49,33,1,4,8,3
"E00033117",271,170,34,93,2,8,12,6,7,8,101,65,18,11,4,3
"E00033118",251,176,44,97,0,2,2,6,9,16,75,47,15,4,6,3
"E00033119",181,132,20,76,3,14,7,6,3,3,49,31,12,4,0,2
"E00033120",218,161,39,100,0,5,2,4,5,6,57,32,15,2,5,3
"E00033121",140,71,10,51,0,0,1,5,2,2,69,49,3,4,10,3
"E00033122",190,117,19,77,0,4,5,5,2,5,73,51,9,3,6,4
"E00033123",162,102,22,61,0,2,3,8,2,4,60,43,2,5,8,2
"E00033124",239,173,28,104,1,10,3,9,8,10,66,35,10,9,9,3
"E00033125",148,96,22,47,1,1,3,3,14,5,52,14,6,4,25,3
"E00033126",184,127,25,75,2,1,3,4,8,9,57,30,8,8,8,3
"E00033127",363,232,46,134,0,8,6,11,14,13,131,42,15,16,46,12
"E00033128",206,140,29,74,1,1,6,2,20,7,66,28,10,4,21,3
"E00033129",172,110,19,66,0,2,2,3,2,16,62,39,13,4,4,2
"E00033130",275,198,44,99,1,8,13,10,8,15,77,33,20,8,7,9
"E00033131",187,113,27,57,1,1,1,7,12,7,74,26,13,16,16,3
"E00033132",332,242,53,134,1,4,6,12,21,11,90,38,16,13,18,5
"E00033133",250,119,38,45,1,1,0,4,19,11,131,37,28,24,31,11
"E00033134",145,86,12,43,0,1,2,3,23,2,59,14,9,12,19,5
"E00033135",307,200,52,107,0,2,2,8,21,8,107,39,22,17,18,11
"E00033136",151,93,26,37,1,0,3,6,15,5,58,22,9,6,15,6
"E00033137",223,124,23,42,0,0,1,10,33,15,99,22,7,20,41,9
"E00033138",138,73,16,28,0,2,1,0,26,0,65,12,3,13,23,14
"E00033139",198,119,13,67,1,1,4,4,22,7,79,39,6,3,23,8
"E00033140",147,112,19,71,0,0,1,6,12,3,35,16,3,4,9,3
"E00033141",145,107,24,57,0,1,3,6,12,4,38,17,6,6,5,4
"E00033142",201,138,32,74,0,0,4,8,8,12,63,23,12,8,15,5
"E00033143",174,121,28,61,0,0,1,6,22,3,53,12,4,15,16,6
"E00033144",152,100,26,52,1,0,0,3,17,1,52,15,2,7,18,10
"E00033145",211,147,45,79,0,2,3,3,8,7,64,30,13,8,9,4
"E00033146",217,142,36,68,0,2,4,12,16,4,75,26,15,19,12,3
"E00033147",231,178,34,105,1,1,4,8,13,12,53,22,12,8,6,5
"E00033148",181,126,26,81,0,1,3,5,5,5,55,17,9,9,17,3
"E00033149",166,96,22,49,1,0,3,4,14,3,70,15,11,13,26,5
"E00033150",226,144,26,72,0,1,2,4,31,8,82,9,13,17,31,12
"E00033151",190,103,20,38,0,1,3,4,36,1,87,22,13,22,26,4
"E00033152",243,152,29,65,0,2,4,8,32,12,91,13,31,12,18,17
"E00033153",270,168,47,87,1,2,4,8,12,7,102,51,13,6,24,8
"E00033154",133,85,10,26,1,1,0,4,37,6,48,13,6,8,18,3
"E00033155",198,115,30,52,0,2,0,3,21,7,83,37,11,9,17,9
"E00033156",191,105,18,56,0,3,4,3,11,10,86,31,6,11,29,9
"E00033157",232,136,30,63,3,2,0,3,15,20,96,22,29,13,23,9
"E00033158",213,137,35,56,0,2,1,6,23,14,76,17,20,11,20,8
"E00033159",125,61,21,23,0,0,0,2,11,4,64,18,11,16,11,8
"E00033160",264,146,29,68,0,0,0,7,33,9,118,32,28,20,27,11
"E00033161",206,126,30,67,1,1,1,8,14,4,80,25,18,8,24,5
"E00033162",213,133,34,41,0,2,1,2,41,12,80,15,25,14,17,9
"E00033163",234,154,27,74,1,1,0,3,38,10,80,11,15,13,35,6
"E00033164",272,204,49,117,0,2,3,8,15,10,68,18,16,14,17,3
"E00033165",114,54,14,23,0,0,2,2,8,5,60,27,3,4,23,3
"E00033166",114,61,12,25,0,1,3,6,11,3,53,27,0,2,21,3
"E00033167",231,165,39,88,0,1,3,13,15,6,66,30,9,7,14,6
"E00033168",212,141,31,79,0,1,5,12,6,7,71,44,7,7,9,4
"E00033169",236,167,33,95,0,3,4,7,10,15,69,33,19,7,7,3
"E00033170",282,208,48,130,1,2,1,6,12,8,74,30,13,5,24,2
"E00033171",272,200,47,102,1,6,5,12,13,14,72,38,7,7,14,6
"E00033172",199,77,16,33,2,2,0,2,18,4,122,13,12,8,79,10
"E00033173",246,164,33,103,1,2,1,7,7,10,82,40,14,11,17,0
"E00033174",209,119,39,50,0,0,2,4,17,7,90,25,9,15,36,5
"E00033175",201,119,39,58,1,1,2,2,12,4,82,29,16,14,21,2
"E00033176",184,113,29,46,0,2,0,5,19,12,71,13,16,15,16,11
"E00033177",217,144,35,82,0,0,3,6,13,5,73,28,12,13,17,3
"E00033178",129,80,20,43,1,1,0,5,6,4,49,11,6,3,25,4
"E00033179",233,133,35,64,0,2,0,7,18,7,100,34,23,8,26,9
"E00033181",372,209,26,82,0,9,8,10,21,53,163,16,120,8,15,4
"E00033182",319,187,38,91,0,4,5,4,16,29,132,18,56,11,41,6
"E00033183",551,285,26,98,1,5,7,13,18,117,266,18,206,7,25,10
"E00033185",300,160,20,62,0,4,1,10,6,57,140,16,111,5,6,2
"E00033186",290,189,23,72,1,3,2,5,9,74,101,10,78,2,5,6
"E00033187",208,150,13,94,1,5,7,13,8,9,58,14,15,2,26,1
"E00033188",288,195,28,85,0,1,5,12,13,51,93,16,66,1,3,7
"E00033189",365,202,39,74,0,10,6,6,44,23,163,22,50,26,42,23
"E00033190",370,218,47,75,0,4,8,18,47,19,152,17,32,45,20,38
"E00033191",413,184,29,49,0,4,2,5,6,89,229,15,194,11,6,3
"E00033192",394,155,16,52,0,2,2,3,9,71,239,7,217,7,3,5
"E00033193",287,176,25,88,0,1,3,5,6,48,111,15,80,3,9,4
"E00033194",308,171,26,78,0,1,5,5,11,45,137,9,108,2,10,8
"E00033195",213,148,24,90,0,3,1,5,13,12,65,12,39,2,11,1
"E00033196",219,151,9,88,0,0,5,10,27,12,68,20,13,3,20,12
"E00033197",286,150,22,88,0,2,0,14,21,3,136,61,6,8,54,7
"E00033198",341,198,27,80,0,1,2,7,7,74,143,18,112,5,4,4
"E00033199",142,68,16,31,0,2,2,7,9,1,74,36,2,5,26,5
"E00033200",216,111,11,43,0,0,7,7,13,30,105,31,29,16,12,17
"E00033201",207,136,14,71,0,1,4,3,4,39,71,14,47,2,5,3
"E00033202",281,155,17,70,0,3,4,8,6,47,126,18,102,3,2,1
"E00033203",202,128,20,83,0,1,3,5,3,13,74,21,34,5,11,3
"E00033204",223,157,22,87,0,0,9,12,9,18,66,14,43,4,2,3
"E00033206",530,205,19,53,1,4,4,16,15,93,325,9,284,7,18,7
"E00033207",228,136,29,38,1,3,0,5,45,15,92,20,17,17,21,17
"E00033208",200,125,25,36,2,4,3,10,33,12,75,9,12,15,21,18
"E00033209",245,106,23,33,0,2,4,3,31,10,139,27,33,14,46,19
"E00033210",213,119,27,33,2,0,10,6,25,16,94,9,41,7,22,15
"E00033211",259,147,27,59,2,3,2,8,35,11,112,15,33,18,22,24
"E00033212",206,110,32,40,1,2,2,7,22,4,96,25,26,21,17,7
"E00033213",359,185,19,74,1,2,2,4,16,67,174,15,143,7,7,2
"E00033214",382,214,38,81,1,3,10,11,31,39,168,19,77,27,20,25
"E00033215",236,152,21,56,1,5,4,12,36,17,84,15,22,19,14,14
"E00033216",209,154,22,78,3,4,1,10,25,11,55,7,11,8,20,9
"E00033217",251,184,30,87,0,3,6,14,21,23,67,17,25,3,19,3
"E00033218",235,174,30,88,2,4,9,17,12,12,61,26,18,4,9,4
"E00033219",342,207,19,96,2,5,8,18,22,37,135,21,72,3,33,6
"E00033220",360,173,11,72,0,2,8,5,12,63,187,8,164,8,5,2
"E00033221",233,157,15,70,0,0,2,6,45,19,76,4,31,4,30,7
"E00033222",124,44,6,24,1,1,1,0,9,2,80,50,1,4,19,6
"E00033223",226,153,24,73,1,8,12,4,17,14,73,8,37,0,21,7
"E00033224",207,84,19,42,0,0,0,3,12,8,123,46,15,19,32,11
"E00033225",224,108,17,54,0,1,3,4,27,2,116,15,16,17,49,19
"E00033226",306,149,44,50,2,1,3,4,36,9,157,41,22,20,56,18
"E00033227",193,104,37,42,0,0,0,3,18,4,89,39,10,6,24,10
"E00033228",251,130,19,58,0,0,5,5,39,4,121,56,5,6,39,15
"E00033229",240,138,31,63,1,4,6,11,18,4,102,57,9,5,26,5
"E00033230",221,148,44,64,0,2,7,8,18,5,73,53,5,3,9,3
"E00033231",154,81,19,39,0,2,0,3,17,1,73,22,6,10,18,17
"E00033235",171,94,16,40,1,2,2,1,28,4,77,24,9,10,26,8
"E00033237",203,81,20,27,0,1,3,0,17,13,122,36,12,14,54,6
"E00033238",352,187,59,86,0,2,0,5,26,9,165,47,26,28,47,17
"E00033242",183,99,31,42,2,0,0,3,17,4,84,31,8,6,31,8
"E00033245",237,127,34,48,0,2,1,3,30,9,110,48,13,5,38,6
"E00033246",203,132,27,63,0,3,2,6,22,9,71,22,15,8,22,4
"E00033247",238,147,42,71,0,0,0,6,19,9,91,20,11,19,30,11
"E00033248",247,127,17,43,0,1,0,3,63,0,120,24,2,3,67,24
"E00033249",199,101,15,46,0,2,4,9,21,4,98,25,13,14,32,14
"E00033250",163,64,18,26,0,2,0,0,16,2,99,28,9,9,35,18
"E00033251",155,82,15,22,0,0,2,3,33,7,73,17,10,12,25,9
"E00033252",233,97,24,35,0,1,0,4,28,5,136,48,14,20,43,11
"E00033253",168,88,15,39,2,1,2,1,24,4,80,34,7,12,20,7
"E00033254",276,152,39,82,1,0,2,3,16,9,124,50,19,10,30,15
"E00033255",206,112,28,54,0,1,4,6,14,5,94,47,12,6,22,7
"E00033256",160,91,27,47,0,0,0,3,12,2,69,32,7,11,14,5
"E00033257",251,152,35,84,0,0,0,3,25,5,99,42,4,7,38,8
"E00033258",224,80,21,32,0,0,1,1,18,7,144,62,12,24,37,9
"E00033259",108,65,17,31,0,1,0,3,12,1,43,13,4,3,19,4
"E00033260",184,116,37,55,1,1,1,2,14,5,68,24,9,7,21,7
"E00033261",195,117,31,53,0,0,0,2,26,5,78,21,8,14,25,10
"E00033262",126,65,12,34,0,0,1,1,17,0,61,21,1,14,18,7
"E00033263",119,74,15,38,0,1,0,0,20,0,45,7,8,5,17,8
"E00033264",197,97,26,37,2,0,4,3,25,0,100,37,5,11,37,10
"E00033265",215,131,44,51,0,0,0,9,21,6,84,23,8,20,26,7
"E00033266",242,166,33,82,0,5,5,9,22,10,76,26,9,6,32,3
"E00033267",157,97,16,50,0,0,3,7,17,4,60,25,6,10,18,1
"E00033268",225,156,40,84,2,1,2,7,11,9,69,36,10,5,12,6
"E00033269",139,87,12,40,2,1,2,5,17,8,52,31,5,2,7,7
"E00033270",256,174,32,99,0,3,7,13,9,11,82,39,21,8,10,4
"E00033271",295,218,40,128,1,3,9,15,3,19,77,39,19,7,9,3
"E00033272",220,160,31,93,1,3,5,8,12,7,60,38,9,3,7,3
"E00033274",188,120,28,59,1,5,1,4,17,5,68,20,13,11,20,4
"E00033275",199,128,31,70,2,2,0,11,8,4,71,41,10,6,10,4
"E00033276",178,127,24,68,0,1,2,6,25,1,51,16,4,10,15,6
"E00033277",153,83,28,31,0,4,5,2,8,5,70,29,5,10,21,5
"E00033278",160,110,24,63,0,1,3,6,12,1,50,21,12,6,9,2
"E00033279",201,135,34,67,0,0,0,9,21,4,66,22,9,11,18,6
"E00033281",229,168,36,96,0,0,0,11,20,5,61,23,14,7,11,6
"E00033282",215,142,20,81,0,2,4,8,21,6,73,29,5,9,25,5
"E00033283",205,141,29,75,0,0,4,2,17,14,64,42,5,5,8,4
"E00033284",210,112,16,36,0,1,1,6,40,12,98,15,9,9,47,18
"E00033285",218,153,39,85,0,0,0,6,15,8,65,36,7,4,13,5
"E00033286",130,65,15,34,0,0,0,3,10,3,65,27,6,8,15,9
"E00033287",221,165,34,94,2,1,6,10,11,7,56,27,12,9,5,3
"E00033288",237,181,39,108,0,3,4,7,11,9,56,22,12,12,6,4
"E00033289",187,143,29,89,0,1,2,10,6,6,44,18,15,4,3,4
"E00033290",222,141,26,90,0,1,2,2,9,11,81,18,5,8,42,8
"E00033291",349,275,66,156,1,6,4,13,21,8,74,30,17,11,11,5
"E00033292",166,121,18,73,0,1,4,8,15,2,45,30,2,3,8,2
"E00033293",221,138,24,76,0,3,0,6,16,13,83,31,13,15,19,5
"E00033294",174,120,26,61,0,6,2,6,14,5,54,18,9,6,15,6
"E00033295",198,147,35,85,1,4,2,7,5,8,51,27,10,7,3,4
"E00033296",195,138,26,81,0,7,3,11,5,5,57,32,11,3,8,3
"E00033297",241,141,23,79,0,1,2,7,22,7,100,35,23,12,22,8
"E00033298",220,125,22,64,0,3,3,12,14,7,95,42,11,11,24,7
"E00033299",219,136,28,66,0,6,4,5,16,11,83,40,11,10,14,8
"E00033300",181,114,23,55,0,1,1,7,24,3,67,27,6,6,18,10
"E00033301",205,137,40,62,0,0,2,5,22,6,68,20,12,8,23,5
"E00033302",159,86,26,39,1,0,3,3,11,3,73,21,8,13,20,11
"E00033304",187,121,23,65,1,1,2,7,17,5,66,29,12,8,16,1
"E00033305",202,129,33,61,1,3,5,11,13,2,73,30,6,11,26,0
"E00033306",212,117,29,60,0,0,2,8,11,7,95,35,14,14,25,7
"E00033307",207,122,32,57,0,1,4,10,14,4,85,26,10,20,22,7
"E00033308",203,140,33,74,1,1,1,3,20,7,63,21,10,8,20,4
"E00033309",224,121,41,51,0,0,1,5,17,6,103,44,9,19,25,6
"E00033310",223,135,32,57,3,2,0,7,26,8,88,33,10,18,22,5
"E00033312",203,117,23,58,0,1,0,8,20,7,86,38,6,7,29,6
"E00033313",244,152,42,66,0,2,3,6,21,12,92,23,14,18,31,6
"E00033314",231,159,43,88,0,2,5,6,10,5,72,25,14,6,21,6
"E00033315",250,155,45,73,0,0,5,6,20,6,95,37,16,14,23,5
"E00033316",229,169,36,105,2,3,3,9,5,6,60,35,7,4,12,2
"E00033317",287,210,36,141,0,2,2,13,9,7,77,46,14,6,9,2
"E00033318",262,165,33,89,0,4,1,7,20,11,97,32,14,9,29,13
"E00033319",315,227,49,127,0,8,10,13,8,12,88,48,11,11,11,7
"E00033320",220,156,26,93,3,7,4,11,9,3,64,43,10,2,7,2
"E00033322",227,166,35,99,2,5,2,8,8,7,61,37,11,6,7,0
"E00033323",213,154,32,78,2,7,7,16,6,6,59,42,14,0,3,0
"E00033324",226,171,33,107,0,7,8,5,7,4,55,33,16,4,2,0
"E00033326",207,145,28,86,2,6,3,9,7,4,62,41,10,5,5,1
"E00033327",216,160,36,90,1,6,1,8,12,6,56,33,9,1,12,1
"E00033328",197,109,23,58,1,0,0,3,20,4,88,35,10,12,26,5
"E00033329",239,168,36,104,0,2,4,9,4,9,71,40,17,5,7,2
"E00033330",225,159,36,94,0,0,4,12,5,8,66,40,11,8,5,2
"E00033331",223,143,36,84,3,0,3,7,8,2,80,49,16,4,8,3
"E00033332",244,184,38,91,2,4,4,20,11,14,60,32,16,4,5,3
"E00033333",237,178,42,87,1,3,6,8,21,10,59,46,4,3,4,2
"E00033334",218,162,35,93,1,6,4,4,10,9,56,28,9,9,7,3
"E00033335",201,136,30,77,1,4,5,7,5,7,65,41,11,7,3,3
"E00033336",237,168,31,103,0,7,3,11,10,3,69,34,11,11,10,3
"E00033337",142,102,16,61,0,2,5,8,4,6,40,20,9,5,4,2
"E00033338",197,135,24,82,1,7,7,5,2,7,62,33,17,3,8,1
"E00033339",260,175,37,90,1,4,7,12,10,14,85,37,24,10,8,6
"E00033340",221,170,45,98,1,9,3,6,3,5,51,30,9,5,5,2
"E00033341",230,163,36,94,0,5,3,13,7,5,67,45,13,7,1,1
"E00033342",239,168,42,87,1,2,1,10,10,15,71,46,9,6,7,3
"E00033343",201,161,40,88,0,7,7,6,5,8,40,22,10,5,3,0
"E00033344",245,169,30,106,0,0,4,11,4,14,76,38,15,9,6,8
"E00033345",279,210,43,112,0,3,10,10,6,26,69,34,18,5,9,3
"E00033346",217,148,37,79,0,1,3,5,12,11,69,28,25,9,7,0
"E00033347",230,169,34,104,0,3,8,8,5,7,61,37,20,1,2,1
"E00033348",200,145,36,57,2,14,11,5,9,11,55,33,13,6,1,2
"E00033349",210,143,21,73,0,2,4,15,21,7,67,25,5,3,32,2
"E00033350",233,158,39,90,0,1,7,7,7,7,75,50,9,7,8,1
"E00033351",211,118,24,64,1,4,5,4,11,5,93,40,13,12,24,4
"E00033352",188,142,27,86,1,0,3,7,12,6,46,22,11,4,6,3
"E00033353",195,141,34,73,1,3,4,9,7,10,54,35,9,1,4,5
"E00033354",177,99,23,45,1,1,0,3,21,5,78,30,1,1,40,6
"E00033355",214,163,31,91,0,6,5,15,6,9,51,20,12,6,13,0
"E00033356",257,178,43,88,0,2,0,15,19,11,79,39,14,8,14,4
"E00033357",200,125,31,65,0,1,3,1,18,6,75,33,16,8,15,3
"E00033358",158,101,22,55,0,2,1,1,11,9,57,21,11,7,12,6
"E00033359",241,162,36,97,3,2,6,5,7,6,79,34,14,7,18,6
"E00033360",258,166,40,83,0,7,3,13,13,7,92,48,16,6,20,2
"E00033361",314,247,51,154,2,3,8,11,8,10,67,34,13,4,14,2
"E00033362",196,157,31,101,0,3,2,8,8,4,39,23,8,4,2,2
"E00033363",149,124,17,75,0,3,6,9,6,8,25,12,3,4,4,2
"E00033364",264,197,36,110,0,7,8,14,10,12,67,38,11,11,4,3
"E00033365",327,257,60,145,1,5,8,17,7,14,70,32,23,8,4,3
"E00033366",216,171,41,108,0,4,0,5,6,7,45,30,7,3,4,1
"E00033367",272,184,34,113,1,3,5,4,11,13,88,13,56,7,8,4
"E00033368",197,154,31,91,0,0,4,14,11,3,43,17,10,10,4,2
"E00033369",286,220,33,131,2,10,5,17,14,8,66,32,19,9,5,1
"E00033370",196,132,22,88,0,3,4,4,7,4,64,41,13,4,4,2
"E00033371",220,168,31,104,0,4,6,6,6,11,52,26,13,3,7,3
"E00033372",224,165,35,89,0,3,4,13,16,5,59,23,13,6,10,7
"E00033373",361,250,52,148,1,12,7,7,11,12,111,66,20,12,12,1
"E00033374",204,162,33,100,1,2,7,4,14,1,42,21,4,7,9,1
"E00033375",253,155,19,80,0,9,12,25,6,4,98,57,19,10,6,6
"E00033376",195,130,29,76,1,5,5,6,5,3,65,45,9,3,1,7
"E00033377",235,176,39,97,1,10,4,15,7,3,59,40,10,4,3,2
