"GeographyCode","KS102EW0001","KS102EW0002","KS102EW0003","KS102EW0004","KS102EW0005","KS102EW0006","KS102EW0007","KS102EW0008","KS102EW0009","KS102EW0010","KS102EW0011","KS102EW0012","KS102EW0013","KS102EW0014","KS102EW0015","KS102EW0016","KS102EW0017","KS102EW0018","KS102EW0019","KS102EW0020","KS102EW0021","KS102EW0022","KS102EW0023","KS102EW0024","KS102EW0025","KS102EW0026","KS102EW0027","KS102EW0028","KS102EW0029","KS102EW0030","KS102EW0031","KS102EW0032","KS102EW0033","KS102EW0034","KS102EW0035"
"E00033035",359,17,6,4,5,2,3,2,24,46,93,58,27,24,31,12,5,43.5459610027855,40,4.73537604456824,1.67130919220056,1.1142061281337,1.39275766016713,0.557103064066852,0.835654596100279,0.557103064066852,6.68523676880223,12.8133704735376,25.9052924791086,16.1559888579387,7.52089136490251,6.68523676880223,8.63509749303621,3.34261838440111,1.39275766016713
"E00033036",191,4,4,0,7,1,0,1,10,39,65,39,11,4,5,1,0,37.848167539267,34,2.09424083769634,2.09424083769634,0,3.66492146596859,0.523560209424084,0,0.523560209424084,5.23560209424084,20.4188481675393,34.0314136125654,20.4188481675393,5.75916230366492,2.09424083769634,2.61780104712042,0.523560209424084,0
"E00033037",314,14,5,1,8,1,3,0,8,19,66,51,20,42,48,18,10,52.4713375796178,55.5,4.45859872611465,1.59235668789809,0.318471337579618,2.54777070063694,0.318471337579618,0.955414012738854,0,2.54777070063694,6.05095541401274,21.0191082802548,16.2420382165605,6.36942675159236,13.3757961783439,15.2866242038217,5.73248407643312,3.18471337579618
"E00033038",166,6,4,2,1,2,4,3,11,42,53,30,5,1,1,1,0,33.2951807228916,30,3.6144578313253,2.40963855421687,1.20481927710843,0.602409638554217,1.20481927710843,2.40963855421687,1.80722891566265,6.62650602409639,25.3012048192771,31.9277108433735,18.0722891566265,3.01204819277108,0.602409638554217,0.602409638554217,0.602409638554217,0
"E00033040",270,16,6,6,8,1,2,5,30,38,68,44,10,19,14,2,1,37.0222222222222,32,5.92592592592593,2.22222222222222,2.22222222222222,2.96296296296296,0.37037037037037,0.740740740740741,1.85185185185185,11.1111111111111,14.0740740740741,25.1851851851852,16.2962962962963,3.7037037037037,7.03703703703704,5.18518518518519,0.740740740740741,0.37037037037037
"E00033041",262,16,5,5,23,3,8,6,11,8,49,67,14,18,24,4,1,41.706106870229,44,6.10687022900763,1.90839694656489,1.90839694656489,8.77862595419847,1.14503816793893,3.05343511450382,2.29007633587786,4.19847328244275,3.05343511450382,18.7022900763359,25.5725190839695,5.34351145038168,6.87022900763359,9.16030534351145,1.52671755725191,0.381679389312977
"E00033042",239,8,3,3,6,5,10,7,22,11,31,60,24,25,19,2,3,44.5062761506276,47,3.34728033472803,1.25523012552301,1.25523012552301,2.51046025104602,2.09205020920502,4.18410041841004,2.92887029288703,9.20502092050209,4.60251046025105,12.9707112970711,25.1046025104602,10.0418410041841,10.4602510460251,7.94979079497908,0.836820083682008,1.25523012552301
"E00033043",252,17,5,2,13,0,4,2,17,25,68,41,19,21,12,5,1,39.8888888888889,38,6.74603174603175,1.98412698412698,0.793650793650794,5.15873015873016,0,1.58730158730159,0.793650793650794,6.74603174603175,9.92063492063492,26.984126984127,16.2698412698413,7.53968253968254,8.33333333333333,4.76190476190476,1.98412698412698,0.396825396825397
"E00033044",239,12,4,2,10,3,7,2,19,20,39,53,18,22,21,5,2,43.7573221757322,47,5.02092050209205,1.67364016736402,0.836820083682008,4.18410041841004,1.25523012552301,2.92887029288703,0.836820083682008,7.94979079497908,8.36820083682008,16.3179916317992,22.1757322175732,7.53138075313808,9.20502092050209,8.78661087866109,2.09205020920502,0.836820083682008
"E00033045",215,8,2,1,10,4,8,5,8,8,33,43,16,38,23,4,4,48.3441860465116,50,3.72093023255814,0.930232558139535,0.465116279069767,4.65116279069767,1.86046511627907,3.72093023255814,2.32558139534884,3.72093023255814,3.72093023255814,15.3488372093023,20,7.44186046511628,17.6744186046512,10.6976744186047,1.86046511627907,1.86046511627907
"E00033046",180,5,0,0,0,0,0,0,7,12,12,19,19,34,49,11,12,63.4111111111111,70,2.77777777777778,0,0,0,0,0,0,3.88888888888889,6.66666666666667,6.66666666666667,10.5555555555556,10.5555555555556,18.8888888888889,27.2222222222222,6.11111111111111,6.66666666666667
"E00033047",328,17,8,9,15,2,7,6,14,10,56,71,29,31,29,12,12,47.0213414634146,48,5.18292682926829,2.4390243902439,2.74390243902439,4.57317073170732,0.609756097560976,2.13414634146341,1.82926829268293,4.26829268292683,3.04878048780488,17.0731707317073,21.6463414634146,8.84146341463415,9.45121951219512,8.84146341463415,3.65853658536585,3.65853658536585
"E00033048",252,12,6,5,12,4,3,13,8,7,39,63,25,37,14,3,1,44.8492063492063,50,4.76190476190476,2.38095238095238,1.98412698412698,4.76190476190476,1.58730158730159,1.19047619047619,5.15873015873016,3.17460317460317,2.77777777777778,15.4761904761905,25,9.92063492063492,14.6825396825397,5.55555555555556,1.19047619047619,0.396825396825397
"E00033049",372,38,12,7,15,2,5,5,37,58,103,57,11,12,9,0,1,31.9489247311828,30,10.2150537634409,3.2258064516129,1.88172043010753,4.03225806451613,0.537634408602151,1.34408602150538,1.34408602150538,9.94623655913978,15.5913978494624,27.6881720430108,15.3225806451613,2.95698924731183,3.2258064516129,2.41935483870968,0,0.268817204301075
"E00033050",227,11,4,3,9,1,6,4,19,17,39,65,15,15,17,2,0,42.1101321585903,45,4.84581497797357,1.76211453744493,1.3215859030837,3.9647577092511,0.440528634361234,2.6431718061674,1.76211453744493,8.37004405286344,7.48898678414097,17.1806167400881,28.6343612334802,6.6079295154185,6.6079295154185,7.48898678414097,0.881057268722467,0
"E00033051",308,3,8,1,6,5,2,2,31,51,96,54,18,18,10,1,2,39.1168831168831,33,0.974025974025974,2.5974025974026,0.324675324675325,1.94805194805195,1.62337662337662,0.649350649350649,0.649350649350649,10.0649350649351,16.5584415584416,31.1688311688312,17.5324675324675,5.84415584415584,5.84415584415584,3.24675324675325,0.324675324675325,0.649350649350649
"E00033052",379,16,7,4,9,0,6,15,83,50,85,56,11,17,14,6,0,34.2955145118733,29,4.22163588390501,1.84696569920844,1.05540897097625,2.37467018469657,0,1.58311345646438,3.95778364116095,21.8997361477573,13.1926121372032,22.4274406332454,14.7757255936675,2.9023746701847,4.48548812664908,3.69393139841689,1.58311345646438,0
"E00033053",278,18,9,9,9,2,12,5,40,30,71,45,5,11,6,5,1,33.4784172661871,30,6.47482014388489,3.23741007194245,3.23741007194245,3.23741007194245,0.719424460431655,4.31654676258993,1.79856115107914,14.3884892086331,10.7913669064748,25.5395683453237,16.1870503597122,1.79856115107914,3.9568345323741,2.15827338129496,1.79856115107914,0.359712230215827
"E00033054",158,8,4,3,10,1,4,5,7,9,44,26,8,15,13,1,0,40.879746835443,39,5.06329113924051,2.53164556962025,1.89873417721519,6.32911392405063,0.632911392405063,2.53164556962025,3.16455696202532,4.43037974683544,5.69620253164557,27.8481012658228,16.4556962025316,5.06329113924051,9.49367088607595,8.22784810126582,0.632911392405063,0
"E00033055",244,23,14,5,7,1,6,1,11,17,78,52,13,12,3,0,1,35.2377049180328,36,9.42622950819672,5.73770491803279,2.04918032786885,2.86885245901639,0.409836065573771,2.45901639344262,0.409836065573771,4.50819672131148,6.9672131147541,31.9672131147541,21.3114754098361,5.32786885245902,4.91803278688525,1.22950819672131,0,0.409836065573771
"E00033056",278,22,5,4,20,3,1,3,11,26,78,61,6,20,15,2,1,38.1438848920863,37.5,7.9136690647482,1.79856115107914,1.43884892086331,7.19424460431655,1.07913669064748,0.359712230215827,1.07913669064748,3.9568345323741,9.35251798561151,28.0575539568345,21.9424460431655,2.15827338129496,7.19424460431655,5.39568345323741,0.719424460431655,0.359712230215827
"E00033057",292,23,8,8,15,0,5,8,20,19,82,46,14,24,15,2,3,37.9623287671233,36,7.87671232876712,2.73972602739726,2.73972602739726,5.13698630136986,0,1.71232876712329,2.73972602739726,6.84931506849315,6.50684931506849,28.0821917808219,15.7534246575342,4.79452054794521,8.21917808219178,5.13698630136986,0.684931506849315,1.02739726027397
"E00033059",307,12,13,9,20,3,5,4,6,9,49,71,15,37,39,11,4,46.8599348534202,47,3.90879478827362,4.23452768729642,2.93159609120521,6.51465798045603,0.977198697068404,1.62866449511401,1.30293159609121,1.95439739413681,2.93159609120521,15.9609120521173,23.1270358306189,4.88599348534202,12.0521172638436,12.7035830618893,3.58306188925081,1.30293159609121
"E00033060",204,6,4,1,8,3,3,4,8,9,19,46,17,34,32,6,4,52.3627450980392,57,2.94117647058824,1.96078431372549,0.490196078431373,3.92156862745098,1.47058823529412,1.47058823529412,1.96078431372549,3.92156862745098,4.41176470588235,9.31372549019608,22.5490196078431,8.33333333333333,16.6666666666667,15.6862745098039,2.94117647058824,1.96078431372549
"E00033061",235,14,7,3,15,4,8,7,20,8,35,57,13,21,19,3,1,41.1404255319149,43,5.95744680851064,2.97872340425532,1.27659574468085,6.38297872340426,1.70212765957447,3.40425531914894,2.97872340425532,8.51063829787234,3.40425531914894,14.8936170212766,24.2553191489362,5.53191489361702,8.93617021276596,8.08510638297872,1.27659574468085,0.425531914893617
"E00033062",264,17,7,4,13,3,10,9,8,9,45,56,25,29,23,5,1,43.8030303030303,46,6.43939393939394,2.65151515151515,1.51515151515152,4.92424242424242,1.13636363636364,3.78787878787879,3.40909090909091,3.03030303030303,3.40909090909091,17.0454545454545,21.2121212121212,9.46969696969697,10.9848484848485,8.71212121212121,1.89393939393939,0.378787878787879
"E00033063",259,7,4,7,21,2,7,3,8,14,34,85,21,31,12,2,1,44.7528957528958,49,2.7027027027027,1.54440154440154,2.7027027027027,8.10810810810811,0.772200772200772,2.7027027027027,1.15830115830116,3.08880308880309,5.40540540540541,13.1274131274131,32.8185328185328,8.10810810810811,11.969111969112,4.63320463320463,0.772200772200772,0.386100386100386
"E00033064",235,18,7,5,12,4,13,3,6,8,46,61,22,14,15,0,1,39.7702127659574,43,7.65957446808511,2.97872340425532,2.12765957446809,5.1063829787234,1.70212765957447,5.53191489361702,1.27659574468085,2.5531914893617,3.40425531914894,19.5744680851064,25.9574468085106,9.36170212765957,5.95744680851064,6.38297872340426,0,0.425531914893617
"E00033065",293,14,13,2,25,3,8,6,14,11,65,76,16,17,16,2,5,40.1740614334471,42,4.77815699658703,4.43686006825939,0.68259385665529,8.53242320819113,1.02389078498294,2.73037542662116,2.04778156996587,4.77815699658703,3.7542662116041,22.1843003412969,25.938566552901,5.46075085324232,5.80204778156997,5.46075085324232,0.68259385665529,1.70648464163823
"E00033066",242,9,1,1,7,1,3,2,17,40,91,32,15,14,7,1,1,37.7107438016529,34,3.71900826446281,0.413223140495868,0.413223140495868,2.89256198347107,0.413223140495868,1.2396694214876,0.826446280991736,7.02479338842975,16.5289256198347,37.603305785124,13.2231404958678,6.19834710743802,5.78512396694215,2.89256198347107,0.413223140495868,0.413223140495868
"E00033067",279,12,3,1,5,3,4,1,11,61,107,35,10,13,10,2,1,36.6272401433692,32,4.3010752688172,1.0752688172043,0.3584229390681,1.7921146953405,1.0752688172043,1.4336917562724,0.3584229390681,3.9426523297491,21.8637992831541,38.3512544802867,12.5448028673835,3.584229390681,4.6594982078853,3.584229390681,0.716845878136201,0.3584229390681
"E00033068",327,9,3,2,4,0,1,3,44,74,115,52,8,8,3,1,0,34.3180428134557,31,2.75229357798165,0.917431192660551,0.611620795107034,1.22324159021407,0,0.305810397553517,0.917431192660551,13.4556574923547,22.6299694189602,35.1681957186544,15.9021406727829,2.44648318042813,2.44648318042813,0.917431192660551,0.305810397553517,0
"E00033069",248,14,2,0,3,1,0,2,14,59,93,37,6,11,5,1,0,35.5403225806452,32,5.64516129032258,0.806451612903226,0,1.20967741935484,0.403225806451613,0,0.806451612903226,5.64516129032258,23.7903225806452,37.5,14.9193548387097,2.41935483870968,4.43548387096774,2.01612903225806,0.403225806451613,0
"E00033070",279,5,5,2,3,4,2,3,17,54,95,55,6,16,10,1,1,39.078853046595,37,1.7921146953405,1.7921146953405,0.716845878136201,1.0752688172043,1.4336917562724,0.716845878136201,1.0752688172043,6.09318996415771,19.3548387096774,34.0501792114695,19.7132616487455,2.1505376344086,5.73476702508961,3.584229390681,0.3584229390681,0.3584229390681
"E00033071",275,14,6,5,7,2,3,2,24,35,98,50,9,14,6,0,0,35.8072727272727,34,5.09090909090909,2.18181818181818,1.81818181818182,2.54545454545455,0.727272727272727,1.09090909090909,0.727272727272727,8.72727272727273,12.7272727272727,35.6363636363636,18.1818181818182,3.27272727272727,5.09090909090909,2.18181818181818,0,0
"E00033072",304,9,2,2,3,0,1,8,49,69,94,45,10,9,1,2,0,34.2072368421053,30,2.96052631578947,0.657894736842105,0.657894736842105,0.986842105263158,0,0.328947368421053,2.63157894736842,16.1184210526316,22.6973684210526,30.9210526315789,14.8026315789474,3.28947368421053,2.96052631578947,0.328947368421053,0.657894736842105,0
"E00033073",257,2,0,0,6,1,1,3,26,54,88,23,17,13,10,9,4,40.1634241245136,32,0.778210116731518,0,0,2.33463035019455,0.389105058365759,0.389105058365759,1.16731517509728,10.1167315175097,21.011673151751,34.2412451361868,8.94941634241245,6.6147859922179,5.05836575875486,3.89105058365759,3.50194552529183,1.55642023346304
"E00033074",299,12,10,4,11,3,3,5,16,54,93,48,17,11,8,3,1,36.6722408026756,35,4.0133779264214,3.34448160535117,1.33779264214047,3.67892976588629,1.00334448160535,1.00334448160535,1.67224080267559,5.35117056856187,18.0602006688963,31.1036789297659,16.0535117056856,5.68561872909699,3.67892976588629,2.67558528428094,1.00334448160535,0.334448160535117
"E00033075",254,3,3,1,0,0,0,0,13,27,59,67,24,26,21,8,2,49.2755905511811,49,1.18110236220472,1.18110236220472,0.393700787401575,0,0,0,0,5.11811023622047,10.6299212598425,23.2283464566929,26.3779527559055,9.44881889763779,10.2362204724409,8.26771653543307,3.1496062992126,0.78740157480315
"E00033076",397,10,10,3,15,5,2,2,10,16,79,65,20,48,53,25,34,54.3299748110831,55,2.51889168765743,2.51889168765743,0.755667506297229,3.77833753148615,1.25944584382872,0.503778337531486,0.503778337531486,2.51889168765743,4.03022670025189,19.8992443324937,16.3727959697733,5.03778337531486,12.0906801007557,13.3501259445844,6.29722921914358,8.56423173803526
