"GeographyCode","QS406EW0001","QS406EW0002","QS406EW0003","QS406EW0004","QS406EW0005","QS406EW0006","QS406EW0007","QS406EW0008","QS406EW0009"
"E00033618",159,47,56,33,15,5,2,1,0
"E00033620",118,27,40,24,15,5,6,0,1
"E00033621",103,27,23,30,10,11,2,0,0
"E00033623",181,67,69,27,12,6,0,0,0
"E00033624",125,45,38,22,10,7,3,0,0
"E00033625",123,28,36,28,19,9,3,0,0
"E00033626",172,47,45,36,30,11,3,0,0
"E00033627",142,38,43,24,27,9,0,1,0
"E00033628",139,47,43,27,15,4,3,0,0
"E00033629",179,43,68,31,24,10,2,0,1
"E00033630",128,67,37,13,5,3,1,1,1
"E00033631",129,83,18,11,12,3,2,0,0
"E00033632",149,48,49,29,15,7,1,0,0
"E00033633",101,26,42,14,11,5,2,1,0
"E00033634",158,61,44,22,20,4,4,1,2
"E00033635",132,61,34,16,13,7,1,0,0
"E00033636",167,43,54,35,21,9,3,2,0
"E00033637",196,56,52,44,30,13,1,0,0
"E00033639",129,34,46,31,11,3,4,0,0
"E00033640",128,42,31,25,25,5,0,0,0
"E00033641",127,32,51,18,19,3,4,0,0
"E00033642",145,38,52,19,22,8,3,3,0
"E00033643",109,38,38,18,14,1,0,0,0
"E00033644",95,26,31,24,6,4,4,0,0
"E00033645",109,36,38,16,7,9,3,0,0
"E00033646",41,14,6,11,6,2,2,0,0
"E00033647",99,24,29,19,20,4,3,0,0
"E00033648",127,55,40,17,5,8,1,1,0
"E00033649",115,21,39,21,26,5,1,2,0
"E00033650",134,53,36,21,15,6,2,1,0
"E00033651",58,15,17,14,10,2,0,0,0
"E00033652",132,49,45,24,6,3,4,1,0
"E00033653",105,24,28,24,21,6,2,0,0
"E00033654",79,16,30,13,10,7,2,0,1
"E00033655",186,62,54,34,25,7,2,2,0
"E00033656",83,22,24,10,17,8,2,0,0
"E00033657",84,22,24,20,11,6,1,0,0
"E00033658",129,33,40,38,12,3,2,1,0
"E00033659",157,43,47,35,16,11,4,1,0
"E00033660",132,35,53,25,12,4,2,1,0
"E00033662",155,45,52,30,12,10,5,1,0
"E00033663",122,77,20,12,4,8,1,0,0
"E00033664",138,88,25,10,10,5,0,0,0
"E00033665",167,36,49,43,27,8,3,1,0
"E00033666",130,73,28,15,10,2,2,0,0
"E00033667",142,57,45,28,8,3,1,0,0
"E00033668",114,36,31,18,20,8,1,0,0
"E00033669",125,36,44,20,15,8,1,1,0
"E00033670",177,93,68,10,3,1,1,1,0
"E00033672",159,51,52,30,12,8,4,1,1
"E00033673",124,52,40,17,10,3,2,0,0
"E00033677",120,57,35,16,10,2,0,0,0
"E00033678",194,123,51,9,9,1,1,0,0
"E00033684",212,94,63,29,18,6,2,0,0
"E00033685",130,40,40,12,25,13,0,0,0
"E00033686",129,51,41,16,15,6,0,0,0
"E00033687",162,56,42,30,22,7,2,1,2
"E00033688",118,46,32,16,16,5,3,0,0
"E00033689",145,54,43,18,16,12,2,0,0
"E00033690",169,65,54,29,13,4,4,0,0
"E00033691",107,48,28,16,11,4,0,0,0
"E00033692",201,117,75,7,2,0,0,0,0
"E00033694",114,51,27,21,10,3,2,0,0
"E00033695",137,50,41,25,12,6,2,1,0
"E00033696",205,71,82,25,21,4,2,0,0
"E00033697",145,44,49,26,13,9,4,0,0
"E00033698",165,40,49,45,21,7,3,0,0
"E00033699",143,39,51,34,16,2,1,0,0
"E00033700",97,34,32,17,10,4,0,0,0
"E00033701",136,27,40,33,23,13,0,0,0
"E00033702",103,68,20,10,3,1,1,0,0
"E00033703",167,106,31,15,12,3,0,0,0
"E00033704",125,15,29,26,40,9,5,1,0
"E00033705",133,20,44,32,25,10,2,0,0
"E00033706",116,47,31,15,12,5,5,1,0
"E00033707",119,47,39,19,11,3,0,0,0
"E00033708",117,67,30,15,4,0,1,0,0
"E00033709",76,22,16,16,15,4,1,2,0
"E00033710",137,49,41,22,15,10,0,0,0
"E00033711",70,37,17,11,5,0,0,0,0
"E00033712",124,17,38,28,25,13,3,0,0
"E00033713",127,45,41,22,17,2,0,0,0
"E00033715",162,51,50,37,21,2,1,0,0
"E00033716",121,80,22,6,5,7,0,1,0
"E00033717",103,35,24,24,17,2,1,0,0
"E00033718",132,27,51,18,30,5,1,0,0
"E00033719",127,25,36,23,35,7,1,0,0
"E00033720",135,35,48,26,19,6,0,0,1
"E00033721",113,20,29,30,27,6,1,0,0
"E00033722",94,23,34,21,12,3,0,1,0
"E00033723",135,24,43,25,33,6,3,1,0
"E00033724",134,46,35,24,13,15,1,0,0
"E00033725",145,53,40,25,16,9,2,0,0
"E00033726",103,37,32,16,10,7,1,0,0
"E00033727",138,48,44,30,8,5,2,0,1
"E00033728",141,13,36,29,47,14,2,0,0
"E00033729",99,33,28,17,14,7,0,0,0
"E00033730",127,31,50,23,15,7,1,0,0
"E00033731",87,43,23,11,8,2,0,0,0
"E00033732",125,37,43,33,9,1,1,1,0
"E00033733",102,28,36,21,12,4,1,0,0
"E00033734",111,42,40,16,8,3,1,1,0
"E00033735",94,80,12,1,1,0,0,0,0
"E00033736",126,57,38,17,7,5,2,0,0
"E00033737",145,40,35,26,27,12,5,0,0
"E00033738",97,45,29,12,7,3,1,0,0
"E00033739",105,29,35,19,14,8,0,0,0
"E00033740",140,48,44,23,18,4,1,2,0
"E00033741",134,54,44,15,15,3,2,1,0
"E00033742",130,40,49,21,15,2,2,1,0
"E00033743",108,32,28,22,18,5,2,1,0
"E00033744",146,46,38,32,17,8,5,0,0
"E00033745",119,67,35,9,6,1,1,0,0
"E00033746",124,36,47,17,15,5,3,1,0
"E00033747",146,45,35,31,26,4,3,2,0
"E00033748",119,38,35,32,11,2,1,0,0
"E00033749",118,39,35,22,15,3,3,1,0
"E00033750",137,40,28,30,29,9,1,0,0
"E00033752",189,62,62,36,19,10,0,0,0
"E00033753",108,25,46,20,13,2,2,0,0
"E00033754",126,35,38,25,20,7,1,0,0
"E00033755",118,23,38,26,19,8,2,2,0
"E00033756",133,31,49,25,26,1,1,0,0
"E00033758",112,34,42,17,14,4,1,0,0
"E00033759",99,50,22,10,8,8,1,0,0
"E00033762",122,35,39,22,16,3,5,1,1
"E00033763",125,26,38,28,23,8,1,1,0
"E00033764",133,14,43,33,31,11,1,0,0
"E00033765",131,43,37,21,21,6,3,0,0
"E00033766",123,18,26,26,31,16,6,0,0
"E00033767",117,29,42,26,11,8,0,1,0
"E00033768",116,35,35,26,13,4,2,0,1
"E00033769",130,89,20,11,6,3,1,0,0
"E00033770",127,9,28,28,42,17,3,0,0
"E00033771",132,18,41,38,26,6,3,0,0
"E00033773",114,27,41,20,20,6,0,0,0
"E00033774",130,44,43,17,21,5,0,0,0
"E00033775",185,53,62,25,30,8,6,1,0
"E00033776",146,72,36,17,11,8,1,0,1
"E00033777",109,18,46,23,18,4,0,0,0
"E00033778",128,32,29,25,35,7,0,0,0
"E00033779",132,55,41,15,11,5,2,3,0
"E00033780",104,22,39,21,21,0,1,0,0
"E00033781",170,85,40,19,13,9,4,0,0
"E00033782",131,40,48,19,17,5,1,1,0
"E00033783",120,32,32,21,19,9,6,1,0
"E00033784",189,57,49,36,27,12,5,3,0
"E00033785",128,33,45,29,17,4,0,0,0
"E00033786",140,17,32,28,41,13,8,0,1
"E00033787",130,21,44,31,24,9,1,0,0
"E00033788",107,18,29,17,28,11,4,0,0
"E00033789",105,15,36,24,18,8,4,0,0
"E00033790",109,21,30,17,34,7,0,0,0
"E00033791",150,41,51,25,23,7,3,0,0
"E00033792",80,15,29,19,13,3,1,0,0
"E00033793",134,44,28,35,14,12,1,0,0
"E00033794",117,32,32,27,21,4,1,0,0
"E00033795",119,37,34,26,15,3,3,1,0
"E00033796",89,27,30,16,5,9,1,1,0
"E00033797",106,35,39,15,9,6,2,0,0
"E00033798",136,31,45,26,18,8,7,0,1
"E00033799",117,32,39,14,17,10,5,0,0
"E00033800",84,23,26,19,11,5,0,0,0
"E00033801",128,45,44,26,10,2,1,0,0
"E00033802",76,24,20,14,12,3,2,0,1
"E00033803",120,41,36,24,15,2,2,0,0
"E00033804",120,42,34,19,11,8,4,0,2
"E00033805",97,56,22,9,4,2,4,0,0
"E00033806",122,84,22,5,10,0,0,1,0
"E00033807",227,110,65,24,16,8,3,1,0
"E00033808",92,36,18,11,10,6,8,1,2
"E00033810",145,87,25,20,6,4,2,0,1
"E00033811",218,81,54,23,18,15,16,8,3
"E00033812",177,79,42,19,20,12,4,1,0
"E00033813",207,98,34,18,19,18,8,5,7
"E00033814",165,64,47,29,18,6,1,0,0
"E00033815",168,85,50,17,13,1,0,0,2
"E00033816",130,41,44,16,17,8,2,0,2
"E00033818",141,66,30,15,15,6,5,2,2
"E00033819",142,90,29,11,7,4,1,0,0
"E00033820",141,79,32,15,12,3,0,0,0
"E00033821",113,81,25,3,1,2,0,1,0
"E00033822",159,42,51,24,17,9,13,2,1
"E00033823",58,20,15,8,4,5,0,2,4
"E00033824",165,44,36,37,19,15,6,4,4
"E00033825",135,40,51,22,16,3,3,0,0
"E00033826",176,94,65,17,0,0,0,0,0
"E00033827",152,114,24,8,1,2,1,0,2
"E00033828",155,59,45,26,14,7,2,1,1
"E00033829",142,96,33,10,1,1,1,0,0
"E00033832",144,93,42,6,2,0,1,0,0
"E00033833",192,132,33,16,5,4,2,0,0
"E00033836",91,72,12,6,1,0,0,0,0
"E00033837",127,53,25,24,18,3,3,1,0
"E00033838",105,28,31,26,12,5,3,0,0
"E00033839",242,93,77,32,29,6,5,0,0
"E00033840",213,151,33,13,10,4,0,0,2
"E00033841",145,78,29,19,8,8,1,1,1
"E00033842",194,108,35,28,12,8,3,0,0
"E00033843",142,43,38,21,21,12,4,3,0
"E00033844",134,50,37,16,7,9,10,3,2
"E00033845",142,98,28,10,5,0,0,0,1
"E00033846",207,108,50,22,10,11,3,1,2
"E00033847",127,65,34,11,11,3,2,0,1
"E00033848",147,29,53,23,33,7,2,0,0
"E00033849",132,20,52,28,24,5,3,0,0
"E00033850",162,41,63,31,19,6,2,0,0
"E00033851",119,39,32,22,14,10,1,0,1
"E00033852",106,33,27,22,17,5,0,2,0
"E00033853",125,35,55,21,7,4,2,0,1
"E00033854",134,27,49,16,21,14,5,1,1
"E00033855",110,74,18,8,9,1,0,0,0
"E00033856",180,134,34,6,4,2,0,0,0
"E00033857",116,42,41,15,13,3,2,0,0
"E00033859",117,45,41,15,9,5,1,1,0
"E00033861",171,94,45,21,7,3,1,0,0
"E00033862",141,51,52,19,16,0,3,0,0
"E00033863",121,26,46,18,20,8,3,0,0
"E00033864",110,29,32,22,16,10,1,0,0
"E00033865",137,28,42,31,26,7,0,2,1
"E00033866",122,31,41,19,20,8,1,2,0
"E00033867",118,30,38,24,16,4,5,1,0
"E00033868",119,23,29,26,32,8,1,0,0
"E00033869",122,24,42,28,21,4,2,1,0
"E00033870",172,120,27,19,4,2,0,0,0
"E00033871",115,24,37,27,19,6,1,1,0
"E00033872",125,31,39,18,23,9,5,0,0
"E00033873",138,56,35,18,18,8,0,1,2
"E00033874",131,32,38,30,24,7,0,0,0
"E00033875",119,21,39,24,28,7,0,0,0
"E00033876",117,32,35,23,19,6,2,0,0
"E00033877",130,25,40,25,30,9,1,0,0
"E00033878",127,35,50,18,22,2,0,0,0
"E00033879",116,23,41,25,18,6,3,0,0
"E00033880",187,46,73,32,20,8,7,1,0
"E00033881",125,30,39,22,27,7,0,0,0
"E00033882",104,21,34,17,22,8,2,0,0
"E00033883",129,44,41,21,18,4,1,0,0
"E00033884",130,33,43,20,21,8,5,0,0
"E00033885",213,74,75,28,26,6,4,0,0
"E00033886",112,25,44,18,18,5,2,0,0
"E00033887",137,29,39,21,32,12,2,0,2
"E00033888",130,33,39,24,21,10,3,0,0
"E00033889",123,23,52,23,17,6,2,0,0
"E00033890",121,75,27,11,5,2,1,0,0
"E00033891",131,56,42,22,10,0,1,0,0
"E00033892",63,32,19,8,1,2,1,0,0
"E00033893",118,39,43,13,16,5,2,0,0
"E00033894",126,32,40,20,31,3,0,0,0
"E00033895",108,51,29,17,9,1,1,0,0
"E00033896",123,43,35,12,24,8,1,0,0
"E00033897",123,37,45,21,17,2,1,0,0
"E00033898",149,50,46,19,18,11,3,1,1
"E00033899",129,61,30,21,10,7,0,0,0
"E00033900",112,31,34,27,16,3,1,0,0
"E00033901",184,125,38,10,6,3,1,1,0
"E00033902",118,25,38,17,24,7,4,3,0
"E00033903",112,61,23,18,4,4,1,1,0
"E00033904",144,62,42,19,14,5,2,0,0
"E00033905",119,78,27,9,3,2,0,0,0
"E00033906",126,95,14,4,6,4,2,0,1
"E00033907",161,100,27,16,7,10,1,0,0
"E00033908",175,106,45,13,8,3,0,0,0
"E00033909",114,30,36,23,17,7,1,0,0
"E00033910",158,56,40,24,23,10,1,2,2
"E00033911",148,44,43,23,27,7,2,2,0
"E00033913",111,43,36,16,12,2,2,0,0
"E00033914",143,57,30,28,17,6,4,1,0
"E00033915",102,49,26,16,8,3,0,0,0
"E00033917",136,55,38,16,25,2,0,0,0
"E00033918",161,107,28,21,4,1,0,0,0
"E00033919",128,70,23,17,12,4,0,1,1
"E00033920",150,91,33,19,5,1,1,0,0
"E00033921",163,83,41,17,15,5,2,0,0
"E00033922",136,38,43,24,18,8,2,3,0
"E00033923",138,76,40,17,2,1,2,0,0
"E00033924",179,75,47,25,24,7,1,0,0
"E00033925",167,126,24,10,6,1,0,0,0
"E00033926",138,49,52,12,18,5,1,0,1
"E00033927",147,35,43,33,24,11,0,1,0
"E00033928",114,38,36,17,15,7,1,0,0
"E00033930",126,57,32,20,10,4,2,1,0
"E00033931",139,70,32,13,16,7,1,0,0
"E00033932",119,30,32,20,28,4,5,0,0
"E00033933",97,23,31,21,9,10,1,1,1
"E00033934",162,100,31,14,6,7,3,1,0
"E00033935",190,110,48,17,9,2,3,0,1
"E00033936",127,51,39,14,16,4,3,0,0
"E00033937",95,34,31,22,6,2,0,0,0
"E00033938",137,49,49,25,11,2,1,0,0
"E00033939",113,46,25,14,11,11,6,0,0
"E00033940",142,67,39,9,12,10,4,1,0
"E00033941",138,58,35,16,14,7,7,0,1
"E00033942",180,90,49,14,16,6,5,0,0
"E00033943",146,60,47,25,11,1,1,0,1
"E00033944",132,76,26,13,9,4,3,1,0
"E00033945",96,49,25,12,4,4,2,0,0
"E00033946",168,60,44,18,30,10,5,0,1
"E00033947",108,34,30,16,16,9,3,0,0
"E00033948",151,42,67,19,17,4,2,0,0
"E00033949",151,77,38,24,7,3,2,0,0
"E00033950",180,58,58,29,25,8,2,0,0
"E00033951",121,49,37,21,8,5,1,0,0
"E00033952",151,40,53,31,21,5,1,0,0
"E00033953",178,73,49,33,11,8,3,1,0
"E00033954",112,54,32,14,8,3,0,1,0
"E00033955",160,61,48,26,18,5,2,0,0
"E00033956",42,12,12,10,5,2,1,0,0
"E00033957",134,55,27,22,19,5,5,0,1
"E00033958",135,37,45,26,20,7,0,0,0
"E00033959",138,60,49,15,9,5,0,0,0
"E00033960",129,35,30,31,25,5,3,0,0
"E00033961",136,58,39,21,12,6,0,0,0
"E00033962",121,37,34,24,17,8,0,1,0
"E00033963",173,64,57,32,17,3,0,0,0
"E00033964",172,103,39,22,4,2,1,1,0
"E00033965",134,74,32,10,10,4,3,1,0
"E00033966",133,61,39,20,9,2,2,0,0
"E00033967",138,43,64,20,8,3,0,0,0
"E00033968",91,71,8,4,2,2,1,2,1
"E00033969",113,46,29,18,13,6,1,0,0
"E00033970",146,76,34,13,16,5,1,1,0
"E00033971",77,24,23,14,9,7,0,0,0
"E00033972",135,78,26,8,21,1,0,0,1
"E00033973",84,28,29,14,11,2,0,0,0
"E00033974",134,66,35,17,8,6,2,0,0
"E00033975",174,79,45,29,15,4,2,0,0
"E00033976",114,64,25,9,11,4,1,0,0
"E00033977",78,40,19,9,4,3,2,0,1
"E00033978",116,89,16,4,3,4,0,0,0
"E00033979",72,44,11,14,2,1,0,0,0
"E00033980",114,41,39,19,10,4,1,0,0
"E00033981",90,52,23,10,5,0,0,0,0
"E00033982",43,13,8,8,13,1,0,0,0
"E00033983",110,44,34,17,9,4,1,0,1
"E00033984",102,33,31,20,12,4,2,0,0
"E00033985",110,55,30,14,7,3,1,0,0
"E00033986",108,31,31,19,22,2,3,0,0
"E00033987",133,69,28,20,9,5,0,2,0
"E00033988",119,46,42,14,12,4,1,0,0
"E00033989",115,52,34,14,9,5,1,0,0
"E00033990",120,34,24,31,18,11,2,0,0
"E00033991",117,30,37,26,17,5,1,0,1
"E00033992",129,53,41,16,14,5,0,0,0
"E00033993",208,98,53,27,19,9,2,0,0
"E00033994",132,24,31,34,32,6,5,0,0
"E00033995",109,28,40,23,16,1,1,0,0
"E00033996",117,19,52,21,18,3,4,0,0
"E00033997",147,48,42,25,26,6,0,0,0
"E00033998",122,33,45,15,20,9,0,0,0
"E00033999",118,34,32,26,18,6,2,0,0
"E00034000",117,33,31,26,17,7,2,1,0
"E00034001",147,60,49,19,10,8,1,0,0
"E00034002",107,35,37,20,7,7,0,1,0
"E00034003",91,29,21,18,16,4,2,0,1
"E00034004",96,33,35,16,8,3,1,0,0
"E00034005",131,41,42,22,17,6,2,0,1
"E00034006",121,45,32,27,13,2,1,1,0
"E00034007",97,37,28,16,10,4,1,1,0
"E00034008",120,37,41,20,13,6,2,1,0
"E00034009",112,46,33,15,9,5,4,0,0
"E00034010",108,56,30,9,6,5,1,1,0
"E00034011",141,34,42,28,27,7,3,0,0
"E00034012",111,20,44,23,17,6,1,0,0
"E00034013",128,57,31,19,15,5,0,0,1
"E00034014",111,42,35,17,11,4,2,0,0
"E00034015",110,32,34,22,14,6,0,1,1
"E00034016",113,30,46,16,14,6,0,0,1
"E00034017",123,23,42,23,27,6,2,0,0
"E00034019",131,54,32,22,15,5,3,0,0
"E00034020",125,28,38,34,13,9,1,2,0
"E00034021",120,32,34,25,19,7,3,0,0
"E00034022",152,53,39,26,25,8,1,0,0
"E00034023",136,79,32,17,7,0,0,1,0
"E00034024",145,67,33,20,20,4,1,0,0
"E00034025",178,84,48,20,15,7,3,1,0
"E00034026",129,46,44,24,11,3,1,0,0
"E00034027",108,40,36,16,10,6,0,0,0
"E00034028",164,87,44,11,16,4,1,1,0
"E00034029",177,73,48,32,13,5,4,2,0
"E00034030",123,39,43,29,8,0,4,0,0
"E00034031",106,45,23,17,13,6,2,0,0
"E00034032",120,32,32,20,22,6,6,2,0
"E00034033",98,19,35,19,18,5,2,0,0
"E00034034",132,50,37,18,13,9,3,2,0
"E00034035",127,35,41,21,19,8,3,0,0
"E00034036",120,22,38,31,23,5,1,0,0
"E00034037",132,37,32,31,22,9,1,0,0
"E00034038",136,41,37,22,23,8,3,1,1
"E00034039",143,54,47,24,10,7,1,0,0
"E00034040",108,24,36,27,14,7,0,0,0
"E00034041",129,39,40,18,19,11,2,0,0
"E00034042",135,44,38,31,16,6,0,0,0
"E00034043",159,89,24,18,11,9,4,2,2
"E00034044",130,33,36,24,24,5,5,2,1
"E00034045",152,57,46,23,19,6,1,0,0
"E00034046",133,52,43,22,10,4,2,0,0
"E00034047",129,48,37,23,14,6,1,0,0
"E00034048",117,39,36,23,10,8,1,0,0
"E00034049",130,44,43,16,17,9,1,0,0
"E00034050",135,40,41,26,21,5,2,0,0
"E00034051",106,44,40,14,7,1,0,0,0
"E00034052",119,37,40,21,19,2,0,0,0
"E00034053",157,65,35,23,21,6,6,0,1
"E00034054",133,37,38,30,18,8,1,1,0
"E00034055",162,88,27,21,12,10,4,0,0
"E00034056",139,71,48,12,6,2,0,0,0
"E00034057",112,42,34,21,12,2,1,0,0
"E00034058",152,81,39,16,11,4,1,0,0
"E00034059",187,60,61,30,25,8,3,0,0
"E00034061",142,40,39,30,22,8,3,0,0
"E00034062",190,75,33,30,32,12,2,5,1
"E00034063",145,35,23,27,18,21,18,3,0
"E00034064",119,17,18,12,10,36,12,11,3
"E00034065",126,49,30,23,14,5,3,1,1
"E00034066",143,67,48,11,11,6,0,0,0
"E00034067",131,41,42,24,14,7,2,1,0
"E00034068",144,70,38,11,11,8,6,0,0
"E00034069",167,62,29,23,31,11,10,1,0
"E00034070",157,58,46,26,15,5,4,2,1
"E00034071",182,78,48,32,18,2,3,0,1
"E00034072",151,78,31,20,13,7,1,1,0
"E00034073",101,32,24,14,14,9,5,2,1
"E00034074",171,67,65,24,12,3,0,0,0
"E00034075",152,82,48,11,5,6,0,0,0
"E00034076",143,63,37,20,13,8,2,0,0
"E00034077",147,75,53,12,6,0,1,0,0
"E00034078",140,69,41,17,8,0,3,2,0
"E00034079",162,80,53,18,8,1,0,2,0
"E00034080",113,35,47,19,10,2,0,0,0
"E00034081",200,101,61,13,15,6,3,0,1
"E00034082",117,47,44,13,4,6,1,1,1
"E00034083",107,29,33,16,20,6,1,2,0
"E00034084",105,37,17,17,20,8,4,0,2
"E00034085",143,58,58,17,7,3,0,0,0
"E00034086",61,21,9,6,12,6,6,1,0
"E00034087",91,20,21,18,25,7,0,0,0
"E00034088",161,73,53,24,8,0,3,0,0
"E00034089",99,10,31,20,21,12,3,2,0
"E00034090",114,34,22,16,21,10,9,0,2
"E00034091",73,12,12,14,22,7,3,2,1
"E00034092",84,22,15,26,12,6,3,0,0
"E00034093",158,66,27,25,20,12,7,0,1
"E00034094",141,29,35,26,29,12,6,4,0
"E00034095",134,58,47,19,9,1,0,0,0
"E00034096",126,36,29,22,28,5,4,1,1
"E00034097",109,18,28,21,18,14,7,3,0
"E00034098",125,36,30,17,25,15,2,0,0
"E00034099",102,32,18,14,13,7,9,8,1
"E00034100",150,56,45,22,21,5,1,0,0
"E00034101",152,71,49,22,7,3,0,0,0
"E00034102",138,58,48,21,10,0,1,0,0
"E00034104",153,57,52,22,16,5,1,0,0
"E00034105",150,65,34,14,12,14,7,4,0
"E00034106",86,23,28,14,9,7,5,0,0
"E00034107",128,30,38,32,21,6,1,0,0
"E00034108",121,77,26,11,4,1,2,0,0
"E00034109",102,45,38,10,2,6,1,0,0
"E00034110",143,46,52,25,16,4,0,0,0
"E00034111",121,47,33,18,18,2,3,0,0
"E00034113",116,28,34,25,21,4,1,1,2
"E00034114",123,30,36,29,17,8,2,1,0
"E00034115",113,33,27,21,21,8,2,1,0
"E00034116",153,42,63,28,15,5,0,0,0
"E00034117",124,39,42,26,15,1,1,0,0
"E00034118",92,28,26,21,10,5,0,2,0
"E00034119",124,34,41,27,17,3,1,1,0
"E00034120",103,22,32,21,15,9,3,1,0
"E00034121",117,25,41,32,13,4,2,0,0
"E00034122",128,30,44,22,22,5,5,0,0
"E00034123",137,39,35,23,23,12,4,0,1
"E00034124",127,31,38,28,14,10,2,4,0
"E00034125",125,38,38,28,14,5,0,1,1
"E00034126",148,35,50,29,23,9,2,0,0
"E00034127",126,27,39,22,19,14,3,1,1
"E00034130",117,31,32,28,22,3,1,0,0
"E00034131",152,37,47,33,29,4,1,1,0
"E00034132",91,42,21,16,5,5,2,0,0
"E00034133",101,34,18,29,13,3,4,0,0
"E00034134",133,46,40,20,17,6,3,0,1
"E00034135",117,60,25,19,11,2,0,0,0
"E00034136",136,41,39,28,16,6,5,0,1
"E00034137",108,32,29,22,16,6,2,1,0
"E00034138",129,35,46,24,15,8,0,1,0
"E00034139",118,23,41,30,17,6,1,0,0
"E00034140",98,29,29,21,13,4,2,0,0
"E00034141",111,39,42,19,7,4,0,0,0
"E00034142",146,30,47,30,27,6,6,0,0
"E00034143",123,26,45,28,13,10,0,1,0
"E00034144",136,37,34,29,22,7,5,1,1
"E00034145",106,37,30,18,10,7,4,0,0
"E00034146",120,26,43,23,15,9,4,0,0
"E00034147",106,38,30,17,12,5,3,1,0
"E00034148",149,31,39,42,17,15,4,1,0
"E00034149",118,44,26,21,19,4,3,1,0
"E00034150",92,35,22,18,11,5,1,0,0
"E00034151",119,26,40,28,13,9,3,0,0
"E00034152",127,43,40,16,18,5,5,0,0
"E00034153",133,44,40,18,22,8,1,0,0
"E00034154",140,45,41,20,22,7,4,1,0
"E00034155",148,48,31,24,21,18,5,0,1
"E00034156",104,40,25,20,9,6,4,0,0
"E00034157",133,47,43,21,13,9,0,0,0
"E00034158",140,46,41,19,25,5,3,1,0
"E00034159",121,40,30,24,20,5,2,0,0
"E00034160",111,26,44,22,12,5,1,0,1
"E00034161",131,54,42,17,15,3,0,0,0
"E00034162",143,49,38,22,18,7,8,0,1
"E00034163",118,48,32,18,15,3,2,0,0
"E00034164",158,66,44,26,11,7,2,1,1
"E00034165",93,17,27,23,11,12,2,1,0
"E00034167",194,77,68,29,10,8,0,2,0
"E00034168",127,25,45,29,15,9,4,0,0
"E00034169",152,94,19,21,10,6,2,0,0
"E00034170",119,37,34,14,18,11,5,0,0
"E00034171",113,50,25,17,13,7,1,0,0
"E00034172",127,42,40,22,15,6,2,0,0
"E00034173",122,57,35,13,9,7,1,0,0
"E00034174",111,38,34,18,15,5,1,0,0
"E00034175",116,46,33,23,7,5,1,0,1
"E00034176",81,39,20,9,10,2,1,0,0
"E00034177",134,59,40,17,13,5,0,0,0
"E00034178",160,74,50,23,13,0,0,0,0
"E00034180",153,42,49,34,23,4,1,0,0
"E00034182",72,40,17,5,7,2,1,0,0
"E00034184",121,47,32,32,7,1,2,0,0
"E00034185",117,48,38,14,13,4,0,0,0
"E00034187",137,96,19,7,10,4,1,0,0
"E00034188",142,47,38,27,19,11,0,0,0
"E00034189",119,40,33,24,13,8,1,0,0
"E00034190",103,30,29,16,20,7,1,0,0
"E00034191",110,41,35,16,10,8,0,0,0
"E00034192",152,41,56,31,18,3,2,1,0
"E00034193",125,45,32,24,19,4,1,0,0
"E00034194",105,26,41,21,12,3,2,0,0
"E00034195",106,42,30,13,13,5,3,0,0
"E00034196",141,43,43,24,21,8,2,0,0
"E00034197",135,42,44,22,18,5,4,0,0
"E00034199",130,53,21,24,16,9,6,0,1
"E00034200",128,51,28,15,13,6,11,4,0
"E00034201",157,102,34,5,7,5,4,0,0
"E00034202",124,34,44,24,18,3,1,0,0
"E00034203",173,66,44,25,26,10,2,0,0
"E00034208",156,109,24,11,6,3,2,0,1
"E00034209",115,86,14,8,6,0,1,0,0
"E00034211",126,63,30,16,14,2,1,0,0
"E00034212",141,81,29,18,8,3,1,1,0
"E00034213",203,89,53,34,14,8,1,0,4
"E00034215",50,18,11,5,6,5,4,1,0
"E00034216",205,61,85,32,19,4,2,0,2
"E00034219",142,70,39,15,11,3,3,0,1
"E00034221",128,45,46,18,12,5,2,0,0
"E00034222",202,122,40,23,11,1,5,0,0
"E00034223",126,58,39,17,10,2,0,0,0
"E00034224",137,35,30,24,28,16,4,0,0
"E00034225",140,44,40,30,22,3,1,0,0
"E00034227",128,29,29,24,32,11,3,0,0
"E00034228",149,46,24,37,26,7,8,0,1
"E00034230",150,27,42,29,36,15,1,0,0
"E00034231",156,71,24,25,26,5,3,1,1
"E00034234",147,38,48,31,23,2,5,0,0
"E00034235",127,25,35,33,27,6,0,1,0
"E00034236",144,64,44,20,9,4,3,0,0
"E00034237",133,45,37,23,20,6,2,0,0
"E00034238",53,9,20,12,5,7,0,0,0
"E00034239",144,39,50,24,21,7,2,1,0
"E00034240",134,46,49,24,7,6,2,0,0
"E00034241",127,40,42,22,15,5,3,0,0
"E00034242",115,39,32,18,15,7,3,1,0
"E00034243",172,36,63,36,26,9,2,0,0
"E00034244",117,27,32,19,26,9,4,0,0
"E00034245",128,42,39,25,15,4,1,0,2
"E00034246",121,38,35,27,14,5,1,0,1
"E00034247",126,51,44,16,8,6,1,0,0
"E00034248",116,65,28,13,5,5,0,0,0
"E00034249",147,85,27,10,14,6,3,1,1
"E00034250",168,51,52,34,25,5,1,0,0
"E00034251",143,64,47,13,15,4,0,0,0
"E00034252",183,53,55,29,37,6,2,1,0
