"GeographyCode","QS204EW0001","QS204EW0002","QS204EW0003","QS204EW0004","QS204EW0005","QS204EW0006","QS204EW0007","QS204EW0008","QS204EW0009","QS204EW0010","QS204EW0011","QS204EW0012","QS204EW0013","QS204EW0014","QS204EW0015","QS204EW0016","QS204EW0017","QS204EW0018","QS204EW0019","QS204EW0020","QS204EW0021","QS204EW0022","QS204EW0023","QS204EW0024","QS204EW0025","QS204EW0026","QS204EW0027","QS204EW0028","QS204EW0029","QS204EW0030","QS204EW0031","QS204EW0032","QS204EW0033","QS204EW0034","QS204EW0035","QS204EW0036","QS204EW0037","QS204EW0038","QS204EW0039","QS204EW0040","QS204EW0041","QS204EW0042","QS204EW0043","QS204EW0044","QS204EW0045","QS204EW0046","QS204EW0047","QS204EW0048","QS204EW0049","QS204EW0050","QS204EW0051","QS204EW0052","QS204EW0053","QS204EW0054","QS204EW0055","QS204EW0056","QS204EW0057","QS204EW0058","QS204EW0059","QS204EW0060","QS204EW0061","QS204EW0062","QS204EW0063","QS204EW0064","QS204EW0065","QS204EW0066","QS204EW0067","QS204EW0068","QS204EW0069","QS204EW0070","QS204EW0071","QS204EW0072","QS204EW0073","QS204EW0074","QS204EW0075","QS204EW0076","QS204EW0077","QS204EW0078","QS204EW0079","QS204EW0080","QS204EW0081","QS204EW0082","QS204EW0083","QS204EW0084","QS204EW0085","QS204EW0086","QS204EW0087","QS204EW0088","QS204EW0089","QS204EW0090","QS204EW0091","QS204EW0092","QS204EW0093","QS204EW0094","QS204EW0095","QS204EW0096","QS204EW0097","QS204EW0098","QS204EW0099","QS204EW0100","QS204EW0101","QS204EW0102","QS204EW0103","QS204EW0104"
"E01006524",2399,2264,9,0,0,0,0,0,0,0,0,8,0,9,27,0,3,6,0,0,7,0,0,0,1,2,2,0,4,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,9,1,0,0,1,0,0,20,3,9,1,0,1,2,0,0,0,0,1,0,3,44,2,6,26,0,8,0,0,1,1,0,0,0,0,0,0,6,0,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0
"E01006525",1172,1141,3,0,0,0,0,0,0,0,0,2,0,5,6,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006526",1354,1320,1,0,0,0,0,0,0,0,0,2,0,0,7,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"E01006527",1422,1392,1,0,0,0,0,0,0,0,0,1,2,4,8,0,2,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006528",1414,1341,4,0,0,0,0,0,0,0,0,8,0,2,28,3,5,9,0,0,0,4,0,0,2,0,0,0,0,1,4,0,0,0,2,0,1,0,0,1,0,0,0,3,0,2,3,0,2,0,0,1,7,3,1,3,0,0,0,0,0,0,0,0,0,0,8,0,2,5,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0
"E01006529",1251,1210,0,0,0,0,0,0,0,0,0,0,0,0,11,1,3,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,2,1,0,0,1,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006530",1393,1385,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006531",1438,1419,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,6,0,1,0,1,0,0,0,0,0,0
"E01006532",1518,1469,3,0,0,0,0,0,0,0,0,0,0,2,7,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,6,6,0,4,1,1,0,16,7,2,5,0,0,2,0,0,0,0,0,0,0,6,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"E01006533",1369,1344,3,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,8,0,1,0,0,0,1,0,2,3,0,0,1,0,7,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006534",1502,1421,0,0,0,0,0,0,0,0,0,0,0,9,13,0,1,1,0,0,0,0,0,3,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,0,0,2,0,2,19,10,0,6,0,0,1,0,0,0,2,0,0,0,26,0,14,9,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"E01006535",1595,1560,1,0,0,0,0,0,0,0,0,2,3,3,8,0,2,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0,4,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"E01006536",1800,1761,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,3,0,2,0,0,11,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006537",2171,1991,0,0,0,0,0,0,0,0,0,0,7,1,141,0,3,65,5,0,10,32,7,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,1,0,0,6,1,2,3,0,0,0,0,0,0,0,0,0,0,14,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0
"E01006538",1279,1266,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006539",1406,1357,2,0,0,0,0,0,0,0,0,3,0,0,25,3,6,7,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,9,2,0,4,0,1,2,0,0,0,0,0,0,0,7,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006540",1424,1261,0,0,0,0,0,0,0,0,0,8,0,0,71,2,0,27,11,14,0,8,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,34,9,0,4,4,1,0,4,0,0,0,0,1,2,0,0,1,0,0,0,0,14,1,7,4,0,0,2,0,0,0,0,0,0,0,0,0,16,0,0,5,4,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0
"E01006541",1549,1532,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"E01006542",1352,1302,0,2,2,0,0,0,0,0,0,0,2,1,34,0,0,29,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"E01006543",1211,1208,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006544",1600,1573,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
"E01006545",1439,1412,0,0,0,0,0,0,0,0,0,2,2,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,2,0,0,0,0,0,4,0,0,0,0,7,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"E01006546",1261,1228,0,0,0,0,0,0,0,0,0,2,2,0,10,0,0,5,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006547",1423,1333,0,2,0,0,0,0,0,0,2,9,2,1,25,1,3,17,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,2,0,0,2,0,0,10,2,1,0,0,0,0,0,0,2,0,4,1,0,29,5,1,10,0,0,0,0,0,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"E01006548",1588,1498,5,2,2,0,0,0,0,0,0,6,3,0,24,0,0,12,8,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,4,0,0,0,12,4,1,0,0,0,0,0,0,1,2,0,0,4,18,5,2,2,0,0,0,1,0,8,0,0,0,0,0,0,8,3,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
"E01006549",1627,1377,2,0,0,0,0,0,0,0,0,14,7,5,60,5,11,29,2,1,0,5,0,0,2,1,2,1,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,4,4,54,29,0,21,8,0,0,14,1,3,0,0,0,4,0,0,6,0,0,0,0,12,3,1,6,0,0,0,1,0,0,1,0,0,0,0,0,35,4,0,27,0,0,0,0,0,0,1,2,0,0,0,1,7,7,1,0,0,1
"E01006550",1574,1492,4,0,0,0,0,0,0,0,0,3,1,2,24,0,5,10,0,1,0,3,0,0,0,2,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,8,0,0,0,0,0,0,23,6,0,1,0,10,2,0,4,0,0,0,0,0,8,1,3,2,0,0,0,1,1,0,0,0,0,0,0,0,4,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0
"E01006551",1547,1449,4,0,0,0,0,0,0,0,0,7,7,2,13,1,5,1,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,1,10,6,0,3,0,1,0,0,0,2,0,4,15,0,8,0,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,20,13,0,5,1,0,0,0,0,0,1,0,0,0,0,0,11,1,2,4,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
"E01006552",1878,1273,0,0,0,0,0,0,0,0,0,15,8,11,82,2,5,60,4,0,0,5,0,0,0,1,3,0,1,0,1,0,0,0,8,7,0,0,0,1,0,0,0,8,1,229,59,0,39,8,12,0,40,14,7,2,0,6,0,0,0,4,2,1,0,4,40,1,2,19,0,0,2,0,1,14,1,0,0,0,0,0,101,0,10,82,0,0,0,0,1,1,0,4,0,0,1,2,2,2,1,1,0,0
"E01006553",1847,1759,5,3,1,0,0,0,0,2,0,4,0,1,20,3,4,4,0,2,0,0,0,1,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,24,3,5,2,0,1,1,0,6,6,0,0,0,0,15,0,3,5,0,0,1,0,0,6,0,0,0,2,2,0,6,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0
"E01006554",1659,1512,9,0,0,0,0,0,0,0,0,4,2,9,40,0,3,27,2,3,0,0,1,2,0,1,0,1,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,4,1,12,1,0,1,0,0,0,38,2,1,0,0,31,0,0,0,3,0,1,0,0,6,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,0,2,0,0,7,0,0,0,0,7,7,0,0,0,0
"E01006556",1913,1343,0,0,0,0,0,0,0,0,0,24,4,2,113,1,1,48,13,16,7,2,7,5,0,1,7,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,118,106,0,75,21,10,0,60,14,4,3,0,22,0,0,0,16,0,0,0,1,41,9,7,20,0,0,1,2,0,0,2,0,0,2,2,0,82,1,13,43,0,0,7,0,2,1,0,6,0,0,5,4,2,2,5,5,0,0
"E01006557",2023,1856,1,0,0,0,0,0,0,0,0,11,2,3,25,1,4,6,0,6,0,0,3,0,0,0,0,1,4,0,0,0,0,0,3,0,0,0,0,3,0,0,0,2,0,9,20,0,4,6,10,0,55,16,2,10,0,22,0,0,0,4,0,0,0,1,19,0,8,4,0,0,0,0,1,6,0,0,0,0,0,0,14,0,0,10,0,0,1,0,1,0,1,0,0,0,0,1,3,3,0,0,0,0
"E01006558",1289,1245,1,0,0,0,0,0,0,0,0,0,0,5,14,0,0,9,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,2,0,0,0,2,0,0,0,0,14,3,2,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"E01006560",1803,1748,0,0,0,0,0,0,0,0,0,2,2,1,8,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,0,4,0,0,0,13,6,0,3,0,2,0,0,0,0,2,0,0,0,5,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,3,0,0,0,1,0,0,0,5,0,1,0,0,1,1,3,3,0,0
"E01006562",1441,1381,0,0,0,0,0,0,0,0,0,1,1,0,21,0,2,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,9,9,0,0,0,0,0,1,2,0,0,0,0,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0
"E01006563",1682,1604,0,0,0,0,0,0,0,0,0,10,0,0,29,0,0,14,5,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,0,4,1,0,0,16,1,2,1,0,1,0,0,0,9,2,0,0,0,9,0,0,6,1,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"E01006564",1672,1629,0,0,0,0,0,0,0,0,0,0,2,0,14,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,16,0,4,4,0,0,0,3,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0
"E01006565",1511,1478,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,2,14,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0
"E01006566",1450,1399,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,1,5,0,5,0,0,0,6,3,0,0,0,0,0,0,0,3,0,0,0,0,9,1,1,5,0,0,0,0,0,1,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,2,2,0,0
"E01006567",1609,1561,1,0,0,0,0,0,0,0,0,0,0,2,11,1,0,0,0,0,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,20,0,3,6,0,0,0,0,0,0,10,0,1,0,4,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01006568",1568,1529,1,0,0,0,0,0,0,0,0,4,3,1,15,0,1,4,0,2,0,0,0,0,0,0,1,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1,8,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"E01006569",1399,1388,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0
"E01006570",1449,1428,0,0,0,0,0,0,0,0,0,0,1,0,8,1,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"E01006571",1430,1418,0,0,0,0,0,0,0,0,0,1,0,1,5,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"E01006572",1159,1134,0,0,0,0,0,0,0,0,0,1,0,0,17,1,1,7,0,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"E01006573",1442,1398,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,1,0,0,17,0,3,0,0,0,0,0,0,8,5,1,0,0,8,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,1,0,1,0
