"GeographyCode","QS111EW0001","QS111EW0002","QS111EW0003","QS111EW0004","QS111EW0005","QS111EW0006","QS111EW0007","QS111EW0008","QS111EW0009","QS111EW0010","QS111EW0011","QS111EW0012","QS111EW0013","QS111EW0014","QS111EW0015","QS111EW0016","QS111EW0017"
"E01006676",761,215,53,42,120,299,101,55,143,106,53,35,18,141,83,52,6
"E01006677",477,108,18,14,76,203,89,33,81,76,45,23,8,90,58,28,4
"E01006678",1059,238,125,42,71,426,183,86,157,171,90,74,7,224,115,102,7
"E01006679",920,334,167,50,117,322,90,50,182,84,44,23,17,180,91,68,21
"E01006680",605,38,2,16,20,239,26,59,154,132,23,101,8,196,89,105,2
"E01006681",719,79,31,22,26,298,103,57,138,133,35,86,12,209,107,102,0
"E01006682",498,28,9,4,15,193,11,50,132,118,18,91,9,159,58,100,1
"E01006683",594,32,6,14,12,250,28,69,153,123,22,85,16,189,80,108,1
"E01006684",999,207,75,82,50,417,137,97,183,159,43,101,15,216,106,109,1
"E01006685",604,58,18,23,17,214,41,58,115,145,34,97,14,187,88,98,1
"E01006686",531,34,5,18,11,202,20,55,127,120,20,91,9,175,77,93,5
"E01006687",933,192,77,68,47,320,107,69,144,175,58,104,13,246,149,96,1
"E01006688",712,148,55,52,41,269,101,59,109,115,42,65,8,180,84,94,2
"E01006689",717,98,28,50,20,309,64,78,167,108,38,63,7,202,98,103,1
"E01006690",801,290,167,62,61,313,168,66,79,96,44,48,4,102,57,43,2
"E01006691",647,229,66,70,93,223,82,49,92,82,40,33,9,113,59,48,6
"E01006692",989,271,92,85,94,371,126,80,165,163,88,62,13,184,94,84,6
"E01006693",838,111,57,18,36,267,132,53,82,172,92,65,15,288,182,104,2
"E01006694",891,299,113,71,115,346,141,69,136,111,56,49,6,135,65,66,4
"E01006695",1029,419,271,79,69,409,237,64,108,110,71,32,7,91,58,30,3
"E01006696",768,188,65,56,67,299,86,56,157,142,61,74,7,139,78,59,2
"E01006697",828,262,80,77,105,319,120,68,131,110,51,48,11,137,68,68,1
"E01006698",725,182,59,27,96,279,73,65,141,124,42,69,13,140,70,70,0
"E01006699",777,204,62,31,111,297,130,59,108,124,52,64,8,152,78,68,6
"E01006700",653,140,60,23,57,263,91,56,116,125,53,61,11,125,61,64,0
"E01006701",671,114,49,12,53,255,108,62,85,157,53,94,10,145,80,62,3
"E01006702",740,165,48,28,89,278,83,68,127,137,48,78,11,160,84,76,0
"E01006703",818,163,99,19,45,302,143,54,105,170,91,72,7,183,114,66,3
"E01006705",689,206,96,32,78,274,109,69,96,97,37,56,4,112,57,53,2
"E01006706",582,63,3,6,54,244,57,65,122,104,49,50,5,171,77,90,4
"E01006707",553,61,9,3,49,187,39,45,103,112,26,75,11,193,89,99,5
"E01006708",754,136,30,36,70,323,82,83,158,112,41,62,9,183,96,86,1
"E01006709",685,119,39,22,58,258,96,63,99,109,40,62,7,199,118,80,1
"E01006710",592,97,7,19,71,237,38,71,128,116,24,83,9,142,67,73,2
"E01006711",685,142,55,21,66,299,93,71,135,99,46,41,12,145,83,61,1
"E01006712",569,123,30,34,59,228,63,47,118,93,33,50,10,125,68,53,4
"E01006713",604,114,18,25,71,234,53,70,111,95,30,59,6,161,95,64,2
"E01006716",701,198,63,40,95,283,101,62,120,106,50,51,5,114,71,42,1
"E01006717",576,73,29,12,32,257,47,68,142,101,25,71,5,145,67,75,3
"E01006718",678,97,33,22,42,274,62,75,137,142,64,64,14,165,86,79,0
"E01006719",638,119,24,32,63,270,65,58,147,105,35,58,12,144,69,71,4
"E01006720",905,418,124,172,122,293,117,49,127,87,47,35,5,107,73,29,5
"E01006721",912,375,127,144,104,275,134,42,99,84,56,21,7,178,136,37,5
"E01006722",608,335,58,245,32,135,25,38,72,54,16,29,9,84,56,26,2
"E01006723",749,343,77,230,36,200,76,53,71,93,48,39,6,113,63,48,2
"E01006724",554,284,32,237,15,127,30,38,59,60,15,37,8,83,36,46,1
"E01006725",739,240,76,83,81,241,97,55,89,103,51,44,8,155,84,68,3
"E01006726",659,256,54,145,57,235,95,54,86,80,27,45,8,88,50,37,1
"E01006727",665,198,52,86,60,237,82,64,91,112,41,63,8,118,63,51,4
"E01006728",855,300,89,105,106,306,144,57,105,98,63,29,6,151,103,47,1
"E01006729",539,117,10,9,98,210,23,62,125,74,14,52,8,138,74,59,5
"E01006730",542,71,11,12,48,221,35,55,131,90,29,51,10,160,90,68,2
"E01006731",486,88,17,6,65,181,38,49,94,92,26,56,10,125,61,62,2
"E01006732",644,158,23,9,126,247,56,57,134,87,22,55,10,152,69,79,4
"E01006734",625,175,30,21,124,212,49,52,111,89,29,53,7,149,79,68,2
"E01006735",571,107,35,4,68,215,59,47,109,106,42,53,11,143,71,64,8
"E01006736",582,100,31,13,56,256,47,71,138,91,23,56,12,135,57,76,2
"E01006737",562,87,16,5,66,231,33,75,123,95,31,55,9,149,62,83,4
"E01006738",662,123,18,23,82,258,67,70,121,105,38,56,11,176,97,75,4
"E01006739",707,133,23,13,97,292,59,67,166,128,52,70,6,154,91,58,5
"E01006740",604,151,70,32,49,223,71,40,112,96,49,37,10,134,83,49,2
"E01006741",778,126,28,23,75,330,74,97,159,116,44,65,7,206,105,97,4
"E01006742",591,98,22,25,51,237,66,63,108,103,32,60,11,153,75,76,2
"E01006743",1008,297,111,75,111,430,140,97,193,114,35,69,10,167,99,65,3
"E01006744",739,188,83,48,57,313,107,78,128,95,50,40,5,143,81,62,0
"E01006745",907,323,145,67,111,348,145,76,127,108,52,44,12,128,65,60,3
"E01006746",655,155,24,95,36,216,67,50,99,87,37,42,8,197,88,106,3
"E01006747",857,463,244,184,35,199,94,40,65,92,53,38,1,103,69,31,3
"E01006748",756,385,74,273,38,162,54,42,66,86,36,41,9,123,75,45,3
"E01006751",831,253,66,120,67,236,57,48,131,131,60,51,20,211,118,76,17
"E01006752",489,137,71,34,32,188,70,38,80,76,37,34,5,88,54,33,1
"E01006753",666,173,47,16,110,242,47,70,125,95,42,47,6,156,75,79,2
"E01006754",781,167,42,27,98,256,75,71,110,171,95,66,10,187,110,70,7
"E01006755",690,200,66,19,115,248,74,65,109,110,41,53,16,132,76,51,5
"E01006756",757,213,39,29,145,285,66,63,156,114,49,57,8,145,66,75,4
"E01006757",621,170,35,17,118,235,66,52,117,95,29,58,8,121,73,46,2
"E01006758",639,141,21,17,103,259,69,68,122,102,38,56,8,137,71,64,2
"E01006759",460,122,56,25,41,190,57,45,88,71,26,35,10,77,41,36,0
"E01006760",826,318,192,84,42,315,182,55,78,87,54,29,4,106,70,34,2
"E01006761",793,166,72,25,69,336,157,71,108,117,56,51,10,174,98,73,3
"E01006762",725,129,41,15,73,278,59,77,142,140,46,77,17,178,80,96,2
"E01006763",652,155,43,33,79,263,77,68,118,88,25,54,9,146,72,72,2
"E01006764",667,203,93,44,66,251,81,45,125,102,38,53,11,111,47,63,1
"E01006765",659,104,33,20,51,296,84,70,142,103,41,58,4,156,85,69,2
"E01006766",574,164,62,18,84,245,89,50,106,72,32,36,4,93,49,42,2
"E01006767",779,259,78,65,116,311,104,75,132,90,48,36,6,119,64,55,0
"E01006768",587,133,76,27,30,262,95,71,96,95,26,57,12,97,37,59,1
"E01006769",712,114,54,8,52,217,87,48,82,107,61,40,6,274,199,73,2
"E01006770",445,64,13,7,44,158,43,33,82,77,27,45,5,146,77,65,4
"E01006771",694,88,27,12,49,245,64,58,123,131,64,59,8,230,141,85,4
"E01006772",480,44,16,7,21,181,37,57,87,116,34,73,9,139,81,56,2
"E01006773",554,62,13,25,24,238,30,63,145,110,23,78,9,144,48,94,2
"E01006774",552,68,9,23,36,253,33,69,151,106,20,73,13,125,62,62,1
"E01006775",556,59,11,6,42,205,44,70,91,108,28,69,11,184,82,97,5
"E01006776",844,152,68,42,42,307,92,90,125,151,72,71,8,234,154,76,4
"E01006778",1124,266,93,69,104,422,167,105,150,215,104,98,13,221,132,83,6
"E01006779",902,161,43,36,82,309,69,91,149,166,62,80,24,266,160,94,12
"E01006780",619,103,22,30,51,254,54,76,124,102,35,55,12,160,80,78,2
"E01006781",600,71,18,16,37,277,56,80,141,127,29,88,10,125,60,62,3
"E01006782",691,129,48,27,54,319,109,76,134,110,35,67,8,133,79,53,1
"E01006783",645,133,33,28,72,262,61,65,136,115,32,73,10,135,73,59,3
"E01006784",586,135,54,28,53,258,75,64,119,89,23,61,5,104,57,47,0
"E01006785",781,198,66,57,75,287,88,59,140,117,34,75,8,179,87,88,4
"E01006786",764,124,50,29,45,343,78,87,178,139,42,88,9,158,67,90,1
"E01006787",691,190,102,44,44,319,128,56,135,97,39,49,9,85,43,39,3
"E01006788",681,125,16,34,75,301,36,80,185,102,23,67,12,153,62,88,3
"E01006790",801,225,68,36,121,313,137,61,115,100,37,56,7,163,108,55,0
"E01006791",873,181,83,24,74,304,136,69,99,166,72,83,11,222,127,94,1
"E01006792",557,19,0,9,10,193,22,51,120,106,16,75,15,239,100,137,2
"E01006793",759,142,56,38,48,241,90,54,97,133,57,67,9,243,134,108,1
"E01006794",711,92,38,23,31,255,64,64,127,142,37,91,14,222,85,135,2
"E01006795",628,72,24,22,26,255,63,73,119,131,39,80,12,170,89,81,0
"E01006796",581,29,5,13,11,214,18,41,155,133,11,103,19,205,71,131,3
"E01006797",707,113,47,18,48,302,106,75,121,102,43,49,10,190,101,89,0
"E01006798",609,64,15,26,23,223,49,67,107,139,45,83,11,183,74,107,2
"E01006799",1145,139,73,33,33,295,148,62,85,233,147,84,2,478,351,124,3
"E01006800",679,62,27,14,21,188,56,47,85,115,37,69,9,314,137,177,0
"E01006801",609,50,9,24,17,175,32,59,84,135,24,101,10,249,106,143,0
"E01032505",563,100,28,22,50,228,56,62,110,104,30,67,7,131,68,63,0
"E01032506",656,180,60,70,50,247,98,61,88,97,30,61,6,132,72,58,2
"E01032507",666,224,57,130,37,257,69,88,100,83,26,50,7,102,43,58,1
"E01032508",847,206,94,43,69,337,135,64,138,129,68,49,12,175,102,71,2
"E01032509",665,201,63,32,106,251,84,55,112,80,33,42,5,133,67,65,1
"E01032510",776,215,83,45,87,300,64,80,156,108,46,56,6,153,69,83,1
"E01032511",616,110,32,17,61,216,62,58,96,163,44,113,6,127,61,64,2
"E01033747",496,105,35,4,66,171,73,33,65,92,47,38,7,128,78,46,4
"E01033748",772,494,209,249,36,204,116,58,30,47,29,18,0,27,15,12,0
"E01033749",1039,985,951,22,12,31,14,5,12,13,3,9,1,10,5,4,1
"E01033750",905,493,237,230,26,312,214,64,34,67,36,29,2,33,17,16,0
"E01033751",603,248,115,116,17,211,104,62,45,83,47,31,5,61,47,12,2
"E01033752",790,573,296,259,18,176,122,42,12,36,26,10,0,5,4,1,0
"E01033753",714,524,289,220,15,161,115,38,8,21,13,7,1,8,6,2,0
"E01033754",838,503,218,271,14,162,80,38,44,83,48,34,1,90,50,39,1
"E01033755",675,514,230,266,18,136,93,32,11,17,12,5,0,8,6,2,0
"E01033756",733,526,280,233,13,137,94,30,13,50,30,18,2,20,10,10,0
"E01033757",715,503,392,92,19,152,112,21,19,38,29,9,0,22,15,6,1
"E01033758",475,325,207,105,13,89,63,8,18,38,27,8,3,23,15,8,0
"E01033759",480,121,31,19,71,163,25,50,88,74,21,46,7,122,65,55,2
"E01033760",529,407,242,160,5,96,68,22,6,19,15,3,1,7,5,2,0
"E01033761",832,710,333,368,9,109,73,28,8,7,6,1,0,6,3,3,0
"E01033762",456,306,176,124,6,70,44,18,8,34,24,7,3,46,38,7,1
"E01033763",820,242,149,63,30,241,141,46,54,139,77,55,7,198,140,53,5
"E01033764",1172,205,91,35,79,389,179,84,126,250,140,90,20,328,197,123,8
"E01033765",659,159,65,35,59,264,101,65,98,113,48,57,8,123,68,50,5
"E01033766",424,173,31,126,16,135,28,46,61,53,17,33,3,63,28,35,0
"E01033767",562,180,83,29,68,193,72,48,73,81,41,33,7,108,65,41,2
"E01033768",835,354,239,90,25,343,249,44,50,79,61,15,3,59,50,9,0
