"GeographyCode","QS203EW0001","QS203EW0002","QS203EW0003","QS203EW0004","QS203EW0005","QS203EW0006","QS203EW0007","QS203EW0008","QS203EW0009","QS203EW0010","QS203EW0011","QS203EW0012","QS203EW0013","QS203EW0014","QS203EW0015","QS203EW0016","QS203EW0017","QS203EW0018","QS203EW0019","QS203EW0020","QS203EW0021","QS203EW0022","QS203EW0023","QS203EW0024","QS203EW0025","QS203EW0026","QS203EW0027","QS203EW0028","QS203EW0029","QS203EW0030","QS203EW0031","QS203EW0032","QS203EW0033","QS203EW0034","QS203EW0035","QS203EW0036","QS203EW0037","QS203EW0038","QS203EW0039","QS203EW0040","QS203EW0041","QS203EW0042","QS203EW0043","QS203EW0044","QS203EW0045","QS203EW0046","QS203EW0047","QS203EW0048","QS203EW0049","QS203EW0050","QS203EW0051","QS203EW0052","QS203EW0053","QS203EW0054","QS203EW0055","QS203EW0056","QS203EW0057","QS203EW0058","QS203EW0059","QS203EW0060","QS203EW0061","QS203EW0062","QS203EW0063","QS203EW0064","QS203EW0065","QS203EW0066","QS203EW0067","QS203EW0068","QS203EW0069","QS203EW0070","QS203EW0071","QS203EW0072","QS203EW0073","QS203EW0074","QS203EW0075","QS203EW0076","QS203EW0077","QS203EW0078"
"E00032997",211,180,169,167,1,1,0,0,0,0,0,0,0,5,6,6,5,0,3,0,1,0,1,1,0,1,0,0,0,0,0,16,1,7,0,6,1,8,2,4,0,0,2,0,11,1,0,1,4,4,0,0,5,0,1,1,3,0,1,0,1,0,4,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0
"E00032998",337,309,290,271,14,0,5,0,0,0,0,0,1,4,14,12,7,4,0,2,0,1,0,5,0,4,0,1,2,1,1,8,0,5,0,4,1,3,0,0,0,3,0,0,15,4,1,3,7,5,2,0,2,0,2,0,0,0,2,0,2,0,5,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0
"E00032999",359,306,270,249,11,5,5,0,0,0,0,0,0,4,32,30,19,3,2,0,3,10,1,11,1,1,1,8,2,0,2,11,2,4,0,2,2,5,0,0,0,3,2,0,30,11,1,10,10,10,0,0,4,0,0,2,0,2,5,0,5,0,12,6,6,0,0,2,4,0,4,0,0,0,0,0,0,0
"E00033000",177,116,116,115,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,57,0,0,0,47,26,21,0,0,0,0,0,0,0,10,0,10,0,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
"E00033002",227,184,176,174,1,1,0,0,0,0,0,0,0,1,7,7,3,3,0,0,0,0,0,4,0,3,0,1,0,0,0,21,4,4,0,2,2,13,3,5,0,3,2,0,13,4,3,1,0,0,0,0,7,5,0,0,0,2,2,0,2,0,8,5,1,4,0,3,0,0,0,1,0,1,1,0,0,0
"E00033004",252,231,220,212,3,2,3,0,0,0,0,0,0,2,9,6,4,1,0,1,0,0,2,2,1,0,1,0,3,0,3,7,2,1,1,0,0,4,0,0,0,2,2,0,9,4,2,2,0,0,0,0,4,0,4,0,0,0,1,0,1,0,5,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0
"E00033005",402,372,357,348,1,2,6,0,0,0,0,0,0,5,10,10,2,0,1,0,0,1,0,8,0,6,0,2,0,0,0,12,2,2,0,0,2,8,0,0,0,8,0,0,14,3,0,3,8,8,0,0,0,0,0,0,0,0,3,1,2,0,2,0,0,0,0,1,1,0,1,2,0,2,2,0,0,0
"E00033006",271,260,251,248,0,2,1,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,9,0,1,0,8,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,8,5,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"E00033007",317,288,273,271,2,0,0,0,0,0,0,0,0,4,11,11,0,0,0,0,0,0,0,11,0,10,0,1,0,0,0,9,2,4,0,0,4,3,0,0,0,0,3,0,17,8,0,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0
"E00033008",345,329,318,315,1,2,0,0,0,0,0,0,0,3,8,6,0,0,0,0,0,0,0,6,0,6,0,0,2,2,0,5,3,0,0,0,0,2,0,0,2,0,0,0,7,3,2,1,3,3,0,0,0,0,0,0,0,0,1,0,1,0,3,1,1,0,0,0,2,2,0,1,0,1,0,1,0,0
"E00033012",149,135,121,115,1,2,3,0,0,0,0,0,2,2,10,7,5,0,1,0,0,1,3,2,0,0,1,1,3,1,2,2,0,0,0,0,0,2,0,0,2,0,0,0,8,7,0,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0
"E00033013",202,150,132,122,3,5,2,0,0,0,0,0,0,6,12,11,9,1,0,0,0,2,6,2,0,2,0,0,1,0,1,6,3,1,1,0,0,2,0,1,0,1,0,0,43,19,0,19,9,8,0,1,6,0,6,0,0,0,9,2,7,0,3,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0
"E00033015",209,105,74,71,3,0,0,0,0,0,0,0,0,3,28,28,10,3,0,3,0,0,4,18,0,5,1,12,0,0,0,10,5,2,0,2,0,3,1,0,2,0,0,0,90,38,1,37,25,23,0,2,13,2,7,3,1,0,14,0,14,0,4,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0
"E00033016",597,190,159,150,3,4,2,0,0,0,0,0,0,1,30,29,16,0,3,0,1,10,2,13,2,3,0,8,1,0,1,36,3,20,0,17,3,13,6,3,1,0,3,0,364,117,3,114,197,191,6,0,31,9,17,5,0,0,19,1,18,0,7,3,2,1,0,1,3,0,3,0,0,0,0,0,0,0
"E00033018",270,251,237,210,12,2,13,0,0,0,0,0,0,1,13,12,11,0,1,1,2,1,6,1,0,0,0,1,1,0,1,3,0,3,3,0,0,0,0,0,0,0,0,0,11,0,0,0,8,5,1,2,2,0,2,0,0,0,1,0,1,0,5,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0
"E00033019",350,264,240,224,9,1,6,0,0,0,0,0,0,3,21,17,12,1,1,2,2,4,2,5,0,3,0,2,4,1,3,22,0,5,0,2,3,17,0,10,2,2,3,0,55,19,6,13,26,26,0,0,6,0,5,1,0,0,4,0,4,0,8,6,6,0,0,1,1,1,0,1,0,1,0,1,0,0
"E00033020",231,206,189,172,5,2,10,0,0,0,1,0,0,3,13,10,7,1,1,1,0,2,2,3,0,2,0,1,3,0,3,3,0,1,0,0,1,2,0,0,0,0,2,0,13,3,3,0,7,7,0,0,2,0,2,0,0,0,1,0,1,0,9,2,2,0,2,5,0,0,0,0,0,0,0,0,0,0
"E00033021",262,201,185,179,4,0,2,0,0,0,0,0,0,2,14,12,7,1,2,0,0,3,1,5,0,3,0,2,2,2,0,8,1,3,0,3,0,4,0,4,0,0,0,0,49,3,0,3,41,34,7,0,0,0,0,0,0,0,5,0,5,0,4,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0
"E00033023",433,404,372,342,12,1,17,0,0,0,0,0,0,16,16,12,10,0,2,2,0,2,4,2,0,0,1,1,4,0,4,4,1,2,1,0,1,1,0,0,1,0,0,0,16,2,2,0,6,6,0,0,4,0,2,1,0,1,4,0,4,0,7,2,2,0,0,1,4,0,4,2,0,2,1,1,0,0
"E00033024",178,167,164,163,1,0,0,0,0,0,0,0,0,0,3,3,2,0,1,0,0,0,1,1,0,0,0,1,0,0,0,3,0,2,1,0,1,1,0,0,0,1,0,0,7,1,0,1,3,2,1,0,2,0,2,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033025",265,259,258,246,5,1,6,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,2,1,1,0,0,1,1,0,2,0,2,0,2,0,0
"E00033026",219,216,212,207,0,4,1,0,0,0,0,0,0,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033027",393,375,357,324,12,8,13,0,0,0,0,0,1,5,12,8,7,1,2,2,0,0,2,1,0,0,0,1,4,0,4,5,2,0,0,0,0,3,0,0,1,0,2,0,8,1,1,0,3,0,3,0,2,0,0,2,0,0,2,0,2,0,4,2,1,1,1,1,0,0,0,1,0,1,1,0,0,0
"E00033029",240,224,218,213,1,3,1,0,0,0,0,0,0,2,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1,0,1,1,0,0,0,0,0,8,6,0,6,0,0,0,0,2,0,0,1,1,0,0,0,0,0,3,3,2,1,0,0,0,0,0,1,0,1,1,0,0,0
"E00033030",321,307,296,283,5,5,3,0,0,0,0,0,0,5,6,6,5,0,2,0,0,1,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,2,0,2,2,2,0,0,3,0,1,2,0,0,0,0,0,0,4,4,3,1,0,0,0,0,0,2,0,2,1,1,0,0
"E00033031",309,301,290,280,4,3,3,0,0,0,0,0,0,6,5,5,5,0,2,2,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,5,3,1,2,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033032",347,327,301,271,10,9,11,0,0,0,0,0,1,3,22,21,14,4,8,0,0,0,2,7,1,5,0,1,1,1,0,3,0,1,0,0,1,2,0,0,2,0,0,0,7,3,0,3,0,0,0,0,3,0,2,1,0,0,1,0,1,0,9,8,0,8,0,0,1,0,1,1,0,1,1,0,0,0
"E00033033",288,269,250,238,4,2,6,0,0,0,0,0,0,3,16,14,7,2,0,0,2,2,1,7,0,5,0,2,2,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,8,3,0,3,1,1,0,0,4,0,0,0,4,0,0,0,0,0,7,2,1,1,0,4,1,1,0,3,0,3,3,0,0,0
"E00033034",313,301,280,260,8,3,9,0,0,0,0,0,0,4,17,17,14,0,7,0,1,3,3,3,0,2,1,0,0,0,0,5,0,0,0,0,0,5,0,0,4,0,1,0,6,3,1,2,0,0,0,0,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"E00033035",359,353,336,316,11,3,6,0,0,0,0,0,0,4,13,12,8,3,1,0,0,2,2,4,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,0,0,0,0,0,2,0,2,2,0,0,0
"E00033036",191,180,168,158,3,2,5,0,0,0,0,0,0,4,8,7,6,1,3,0,0,1,1,1,0,1,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,3,0,1,2,0,0,2,0,2,0,2,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0
"E00033037",314,291,277,267,1,6,3,0,0,0,0,0,1,4,9,9,9,3,2,0,0,0,4,0,0,0,0,0,0,0,0,6,2,0,0,0,0,4,2,0,0,0,2,0,16,0,0,0,2,2,0,0,14,0,10,4,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"E00033038",166,156,141,129,2,4,6,0,0,0,0,0,0,1,14,14,9,2,2,0,0,1,4,5,0,3,0,2,0,0,0,3,0,2,0,0,2,1,0,0,1,0,0,0,7,4,0,4,1,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033040",270,250,236,224,4,6,2,0,0,0,0,0,0,3,11,11,9,2,2,0,1,3,1,2,1,1,0,0,0,0,0,12,1,1,0,1,0,10,0,10,0,0,0,0,6,3,0,3,0,0,0,0,2,0,0,0,1,1,1,0,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"E00033041",262,258,256,254,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033042",239,235,227,222,1,1,3,0,0,0,0,0,0,5,3,2,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033043",252,241,232,214,2,9,7,0,0,0,0,0,0,3,6,6,6,0,3,1,0,1,1,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,7,2,0,2,3,2,1,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"E00033044",239,237,231,221,1,2,7,0,0,0,0,0,0,4,2,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
"E00033045",215,210,208,202,0,1,5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033046",180,173,167,161,4,2,0,0,0,0,0,0,0,1,5,4,4,0,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,4,0,2,0,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033047",328,323,317,311,2,0,4,0,0,0,0,0,1,3,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033048",252,239,234,226,3,4,1,0,0,0,0,0,0,2,3,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,4,4,0,4,0,4,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033049",372,355,334,313,7,7,7,0,0,0,0,0,0,1,20,18,9,3,4,0,2,0,0,9,6,2,0,1,2,0,2,11,1,5,1,4,0,4,0,0,1,1,2,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"E00033050",227,221,217,209,2,1,5,0,0,0,0,0,0,1,3,3,1,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0
"E00033051",308,276,261,242,4,4,11,0,0,0,0,0,0,5,10,8,2,0,1,0,0,0,1,6,3,1,2,0,2,1,1,7,5,2,2,0,0,0,0,0,0,0,0,0,17,15,1,14,0,0,0,0,2,0,2,0,0,0,0,0,0,0,5,4,2,2,0,1,0,0,0,3,0,3,2,1,0,0
"E00033052",379,363,339,317,12,2,8,0,0,0,0,0,0,0,24,21,7,0,2,1,1,1,2,14,0,8,0,6,3,0,3,8,0,7,2,4,1,1,0,0,0,0,1,0,7,3,0,3,2,0,2,0,2,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033053",278,274,267,257,5,2,3,0,0,0,1,0,0,1,5,5,5,1,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0
"E00033054",158,156,146,139,0,1,6,0,0,0,0,0,0,2,8,8,6,0,1,0,0,4,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033055",244,232,229,219,3,4,3,0,0,0,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,1,1,0,0,1,0,0,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,6,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"E00033056",278,271,267,256,4,0,5,2,0,0,0,0,0,0,4,3,2,0,0,1,0,0,1,1,0,1,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"E00033057",292,275,268,258,4,3,3,0,0,0,0,0,0,2,5,5,2,0,1,0,0,1,0,3,0,0,1,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,14,2,0,2,0,0,0,0,0,0,0,0,0,0,12,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033059",307,291,280,278,0,2,0,0,0,0,0,0,0,6,5,2,2,0,0,0,0,0,2,0,0,0,0,0,3,1,2,4,2,1,0,0,1,1,0,0,0,0,1,0,11,3,0,3,4,1,1,2,0,0,0,0,0,0,4,0,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033060",204,197,187,182,0,2,3,0,0,0,0,0,0,2,8,7,4,0,2,2,0,0,0,3,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,0,4,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0
"E00033061",235,222,218,206,1,2,9,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,10,4,0,4,5,4,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
"E00033062",264,255,254,244,0,3,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,1,0,3,0,0,1,0,2,0,2,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
"E00033063",259,254,250,245,1,1,3,0,0,0,0,0,1,1,2,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033064",235,229,222,217,1,0,4,0,0,0,0,0,0,3,4,2,1,0,0,0,0,0,1,1,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"E00033065",293,278,261,245,2,9,5,0,0,0,0,0,0,3,14,13,5,1,4,0,0,0,0,8,0,2,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,10,9,8,1,0,1,0,0,0,1,0,1,0,1,0,0
"E00033066",242,226,216,198,4,8,6,0,0,0,0,0,0,3,7,4,1,0,0,0,0,0,1,3,0,1,0,2,3,0,3,7,1,1,0,1,0,5,0,3,1,1,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,4,3,1,0,0,0,0,0,2,0,2,1,1,0,0
"E00033067",279,253,215,198,6,6,5,0,0,0,0,0,1,5,32,30,12,1,2,1,0,3,5,18,2,9,0,7,2,0,2,10,2,5,2,2,1,3,0,0,2,1,0,0,11,8,0,8,2,0,1,1,1,0,0,0,1,0,0,0,0,0,4,2,2,0,0,1,1,0,1,1,0,1,1,0,0,0
"E00033068",327,317,283,253,8,7,15,0,0,1,0,0,1,16,16,16,15,6,4,2,0,2,1,1,0,0,0,1,0,0,0,4,1,0,0,0,0,3,1,0,2,0,0,0,4,2,0,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
"E00033069",248,225,211,197,7,3,4,0,0,0,0,0,0,9,5,3,3,1,1,0,0,0,1,0,0,0,0,0,2,1,1,5,0,3,0,3,0,2,0,0,1,0,1,0,14,12,0,12,0,0,0,0,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,2,2,0,1,0,1,1,0,0,0
"E00033070",279,267,260,247,6,2,5,0,0,0,0,0,0,1,6,5,2,0,0,0,0,2,0,3,2,0,0,1,1,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,10,9,2,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033071",275,251,238,219,3,8,8,0,0,0,0,0,0,2,11,10,5,1,1,0,0,0,3,5,0,5,0,0,1,1,0,4,1,1,0,0,1,2,0,0,0,0,2,0,13,6,0,6,4,2,0,2,3,1,2,0,0,0,0,0,0,0,6,4,3,1,0,0,2,0,2,1,0,1,1,0,0,0
"E00033072",304,284,276,253,9,8,6,0,0,0,0,0,0,3,5,4,4,0,1,0,1,0,2,0,0,0,0,0,1,1,0,3,2,0,0,0,0,1,0,0,0,1,0,0,16,5,2,3,5,4,1,0,6,0,2,0,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033073",257,242,224,201,6,6,11,0,0,0,0,0,1,6,11,9,6,0,2,0,0,2,2,3,0,1,0,2,2,0,2,3,0,0,0,0,0,3,0,0,3,0,0,0,5,2,0,2,1,1,0,0,2,0,0,0,2,0,0,0,0,0,6,5,3,2,0,0,1,0,1,1,0,1,1,0,0,0
"E00033074",299,286,269,261,1,2,5,0,0,0,0,0,0,3,14,14,8,1,1,0,0,2,4,6,0,5,1,0,0,0,0,3,0,2,1,1,0,1,0,0,0,0,1,0,4,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,1,0,0,1,0,1,4,0,3,3,0,1,0
"E00033075",254,242,231,220,1,2,8,0,0,0,0,0,0,7,4,4,2,1,0,1,0,0,0,2,0,0,0,2,0,0,0,4,0,0,0,0,0,4,0,2,0,2,0,0,6,3,0,3,1,0,0,1,1,0,0,0,1,0,1,0,1,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
