"GeographyCode","QS404EW0001","QS404EW0002","QS404EW0003","QS404EW0004","QS404EW0005","QS404EW0006","QS404EW0007"
"E01006673",163,20,1,12,113,8,9
"E01006674",185,26,0,28,113,12,6
"E01006675",88,24,1,2,44,15,2
"E01006676",141,48,0,18,56,12,7
"E01006677",90,24,0,4,53,4,5
"E01006678",224,46,18,24,121,4,11
"E01006679",180,25,0,35,112,5,3
"E01006680",196,189,0,1,4,2,0
"E01006681",209,152,0,12,29,10,6
"E01006682",159,157,0,0,0,2,0
"E01006683",189,185,0,1,1,2,0
"E01006684",216,192,1,0,2,19,2
"E01006685",187,163,0,1,4,18,1
"E01006686",175,165,1,0,1,3,5
"E01006687",246,143,6,2,84,8,3
"E01006688",180,154,0,0,11,12,3
"E01006689",202,174,1,2,17,6,2
"E01006690",102,39,0,3,42,15,3
"E01006691",113,76,0,1,24,12,0
"E01006692",184,98,2,6,53,25,0
"E01006693",288,70,0,20,183,9,6
"E01006694",135,74,0,1,21,36,3
"E01006695",91,44,0,0,36,8,3
"E01006696",139,67,1,10,43,12,6
"E01006697",137,97,0,0,15,21,4
"E01006698",140,101,1,0,15,21,2
"E01006699",152,63,0,17,56,13,3
"E01006700",125,75,0,1,31,17,1
"E01006701",145,86,1,10,39,6,3
"E01006702",160,75,1,13,58,10,3
"E01006703",183,70,0,27,77,7,2
"E01006705",112,75,1,0,11,23,2
"E01006706",171,73,0,12,80,2,4
"E01006707",193,97,0,19,70,3,4
"E01006708",183,75,23,11,61,8,5
"E01006709",199,93,6,9,83,4,4
"E01006710",142,106,1,4,25,4,2
"E01006711",145,77,0,3,39,16,10
"E01006712",125,99,0,1,5,17,3
"E01006713",161,132,0,0,5,22,2
"E01006716",114,63,0,2,24,21,4
"E01006717",145,127,0,0,3,11,4
"E01006718",165,125,0,1,25,11,3
"E01006719",144,111,0,8,16,7,2
"E01006720",107,47,0,3,36,19,2
"E01006721",178,62,0,4,93,12,7
"E01006722",84,61,2,1,7,13,0
"E01006723",113,70,0,0,24,17,2
"E01006724",83,69,0,0,6,7,1
"E01006725",155,99,0,2,42,7,5
"E01006726",88,64,0,0,12,9,3
"E01006727",118,94,0,1,5,12,6
"E01006728",151,62,0,1,68,19,1
"E01006729",138,64,0,14,52,1,7
"E01006730",160,83,0,19,52,4,2
"E01006731",125,71,0,14,30,4,6
"E01006732",152,25,0,26,94,5,2
"E01006734",149,48,0,27,70,1,3
"E01006735",143,70,1,23,40,6,3
"E01006736",135,78,0,16,38,0,3
"E01006737",149,80,0,16,50,1,2
"E01006738",176,104,0,12,55,4,1
"E01006739",154,60,0,15,72,2,5
"E01006740",134,42,0,7,81,2,2
"E01006741",206,120,0,15,62,1,8
"E01006742",153,95,0,11,40,3,4
"E01006743",167,100,0,9,47,9,2
"E01006744",143,90,18,0,21,10,4
"E01006745",128,82,0,5,21,17,3
"E01006746",197,81,0,26,73,11,6
"E01006747",103,32,0,3,45,19,4
"E01006748",123,83,1,1,21,15,2
"E01006751",211,54,1,23,119,4,10
"E01006752",88,54,0,2,21,9,2
"E01006753",156,68,2,20,58,7,1
"E01006754",187,67,1,24,84,7,4
"E01006755",132,30,0,8,86,3,5
"E01006756",145,61,0,22,57,3,2
"E01006757",121,66,1,10,37,3,4
"E01006758",137,78,0,15,38,1,5
"E01006759",77,62,0,0,4,10,1
"E01006760",106,51,0,2,30,23,0
"E01006761",174,107,0,3,44,16,4
"E01006762",178,96,0,3,63,10,6
"E01006763",146,113,0,0,8,22,3
"E01006764",111,81,0,1,17,11,1
"E01006765",156,98,5,13,27,7,6
"E01006766",93,55,0,0,19,19,0
"E01006767",119,72,0,2,29,14,2
"E01006768",97,83,1,0,4,8,1
"E01006769",274,70,11,15,161,7,10
"E01006770",146,84,1,11,46,1,3
"E01006771",230,79,0,14,119,8,10
"E01006772",139,94,13,7,17,2,6
"E01006773",144,132,0,0,4,7,1
"E01006774",125,108,0,3,6,7,1
"E01006775",184,67,0,18,86,3,10
"E01006776",234,37,3,8,175,6,5
"E01006778",221,54,1,27,105,30,4
"E01006779",266,42,0,44,155,11,14
"E01006780",160,121,0,0,19,16,4
"E01006781",125,114,1,1,4,5,0
"E01006782",133,99,0,1,13,20,0
"E01006783",135,107,0,1,3,22,2
"E01006784",104,89,2,0,2,11,0
"E01006785",179,129,0,2,8,35,5
"E01006786",158,143,0,1,10,3,1
"E01006787",85,56,0,3,6,17,3
"E01006788",153,137,0,3,4,8,1
"E01006790",163,67,0,7,77,5,7
"E01006791",222,55,0,39,91,26,11
"E01006792",239,206,8,2,20,3,0
"E01006793",243,168,1,5,46,17,6
"E01006794",222,199,0,0,2,17,4
"E01006795",170,149,0,3,1,12,5
"E01006796",205,200,0,0,0,2,3
"E01006797",190,130,0,14,39,1,6
"E01006798",183,172,0,2,2,6,1
"E01006799",478,178,2,7,260,21,10
"E01006800",314,306,1,0,1,3,3
"E01006801",249,243,0,0,0,4,2
"E01032505",131,102,0,2,22,3,2
"E01032506",132,96,0,1,28,6,1
"E01032507",102,84,0,0,8,10,0
"E01032508",175,73,0,19,65,13,5
"E01032509",133,91,0,1,23,16,2
"E01032510",153,106,0,11,18,13,5
"E01032511",127,99,0,7,16,5,0
"E01033747",128,20,1,3,88,11,5
"E01033748",27,17,0,0,2,8,0
"E01033749",10,8,0,0,1,1,0
"E01033750",33,21,0,0,2,9,1
"E01033751",61,22,0,7,24,7,1
"E01033752",5,2,0,1,0,1,1
"E01033753",8,4,0,0,0,4,0
"E01033754",90,30,0,12,40,6,2
"E01033755",8,7,0,0,1,0,0
"E01033756",20,16,0,0,0,3,1
"E01033757",22,2,0,0,17,3,0
"E01033758",23,2,0,1,16,3,1
"E01033759",122,55,0,10,46,5,6
"E01033760",7,3,1,0,3,0,0
"E01033761",6,1,0,0,3,2,0
"E01033762",46,10,0,2,30,2,2
"E01033763",198,51,1,14,121,6,5
"E01033764",328,73,1,54,172,16,12
"E01033765",123,29,0,20,64,5,5
"E01033766",63,51,0,0,5,7,0
"E01033767",108,62,0,14,25,7,0
"E01033768",59,3,0,3,45,6,2
