"GeographyCode","QS407EW0001","QS407EW0002","QS407EW0003","QS407EW0004","QS407EW0005","QS407EW0006","QS407EW0007","QS407EW0008","QS407EW0009","QS407EW0010"
"E00033035",159,0,5,24,47,41,18,9,5,10
"E00033036",128,4,8,22,76,14,2,2,0,0
"E00033037",153,0,5,30,48,26,9,15,11,9
"E00033038",110,3,16,48,30,4,5,2,1,1
"E00033040",132,3,1,23,24,15,35,22,7,2
"E00033041",110,0,0,1,3,21,54,20,7,4
"E00033042",98,0,0,1,4,12,41,28,8,4
"E00033043",112,0,0,0,11,25,37,19,10,10
"E00033044",92,0,0,0,2,12,27,28,15,8
"E00033045",132,0,8,48,28,23,19,2,1,3
"E00033046",121,1,3,19,73,13,3,4,2,3
"E00033047",106,0,0,0,3,9,37,24,21,12
"E00033048",100,0,0,0,3,17,30,31,11,8
"E00033049",154,0,6,9,11,43,40,30,13,2
"E00033050",84,0,0,0,0,4,28,26,19,7
"E00033051",167,1,6,24,68,25,14,7,10,12
"E00033052",144,2,2,12,17,8,13,40,39,11
"E00033053",111,0,0,0,2,16,55,24,12,2
"E00033054",76,0,3,18,17,8,14,10,5,1
"E00033055",106,0,1,2,9,5,37,26,15,11
"E00033056",123,0,0,1,4,28,67,21,1,1
"E00033057",122,0,0,3,2,27,70,19,0,1
"E00033059",149,2,2,47,21,17,22,16,14,8
"E00033060",101,0,0,2,32,23,23,6,10,5
"E00033061",91,0,0,2,7,5,18,23,24,12
"E00033062",105,0,0,0,1,5,35,38,13,13
"E00033063",101,0,0,1,1,6,17,38,27,11
"E00033064",97,0,0,0,1,10,48,21,10,7
"E00033065",120,0,2,2,6,4,20,29,43,14
"E00033066",155,1,12,74,45,11,6,3,0,3
"E00033067",184,9,29,68,49,10,9,2,4,4
"E00033068",203,5,23,49,96,11,10,3,2,4
"E00033069",164,1,14,68,63,7,3,3,0,5
"E00033070",190,15,18,55,70,20,4,2,0,6
"E00033071",141,2,5,35,52,9,15,13,9,1
"E00033072",167,9,13,57,58,14,5,5,1,5
"E00033073",192,3,32,127,26,3,0,0,0,1
"E00033074",179,0,13,69,55,29,8,1,2,2
"E00033075",210,2,17,152,23,12,1,0,2,1
"E00033076",152,1,3,26,60,16,10,3,1,32
"E00033077",185,4,19,59,43,34,18,4,2,2
"E00033078",176,0,1,44,66,37,18,7,1,2
"E00033079",116,0,4,32,7,16,33,17,7,0
"E00033080",150,0,5,59,79,5,1,1,0,0
"E00033081",127,1,2,9,72,30,10,2,0,1
"E00033082",122,0,0,0,3,9,14,28,36,32
"E00033083",122,0,0,2,7,14,12,16,24,47
"E00033084",148,0,0,5,30,52,35,13,6,7
"E00033085",143,0,0,7,39,35,27,15,12,8
"E00033086",122,0,0,1,13,54,32,16,5,1
"E00033087",149,0,1,8,9,35,41,21,21,13
"E00033088",101,0,0,3,1,25,50,17,3,2
"E00033089",124,0,0,3,5,22,82,11,1,0
"E00033090",139,0,0,2,3,44,73,9,6,2
"E00033091",126,0,0,2,10,43,48,11,7,5
"E00033092",127,0,0,1,1,17,61,25,16,6
"E00033093",158,0,1,5,9,57,60,16,8,2
"E00033094",136,0,0,3,2,54,52,18,7,0
"E00033095",164,1,0,6,15,16,23,30,29,44
"E00033096",110,0,0,0,5,15,28,23,23,16
"E00033097",119,0,0,2,5,30,68,10,4,0
"E00033098",113,1,0,0,4,20,45,23,6,14
"E00033099",94,1,3,45,7,10,15,7,2,4
"E00033100",138,0,0,13,18,25,69,7,1,5
"E00033101",96,0,0,4,3,19,46,11,8,5
"E00033102",207,1,7,25,38,69,48,10,5,4
"E00033103",117,0,0,1,4,16,80,9,5,2
"E00033104",109,0,0,3,1,21,66,5,10,3
"E00033105",118,0,0,1,0,12,48,38,18,1
"E00033106",125,0,0,2,3,34,71,8,5,2
"E00033107",121,0,1,1,6,29,18,7,27,32
"E00033108",119,0,1,3,1,37,59,15,2,1
"E00033109",123,0,0,0,4,34,59,8,3,15
"E00033110",142,0,0,4,2,39,62,16,13,6
"E00033112",115,0,0,0,1,4,13,31,37,29
"E00033113",117,0,3,0,34,8,12,11,20,29
"E00033114",113,0,0,1,1,6,23,43,27,12
"E00033115",92,0,1,12,44,22,6,3,2,2
"E00033116",101,0,3,26,42,7,6,7,4,6
"E00033117",154,0,3,15,9,4,33,50,23,17
"E00033118",129,0,0,0,2,31,67,21,6,2
"E00033119",109,0,1,1,5,9,34,30,17,12
"E00033120",132,0,0,6,26,36,33,22,5,4
"E00033121",119,0,1,27,11,32,22,20,3,3
"E00033122",121,0,0,1,2,43,49,22,2,2
"E00033123",123,0,0,1,20,22,37,26,11,6
"E00033124",120,0,0,1,7,12,35,31,22,12
"E00033125",111,1,3,23,19,31,31,3,0,0
"E00033126",111,0,0,2,1,32,56,11,4,5
"E00033127",194,0,0,34,14,42,52,26,16,10
"E00033128",111,0,0,3,0,23,71,10,2,2
"E00033129",108,0,0,1,1,32,45,16,8,5
"E00033130",126,0,0,1,2,9,33,19,24,38
"E00033131",130,2,2,25,6,55,29,8,2,1
"E00033132",158,0,1,1,16,33,52,35,17,3
"E00033133",144,0,0,5,15,103,14,5,2,0
"E00033134",111,0,4,3,54,30,15,3,0,2
"E00033135",183,0,1,4,4,76,81,9,4,4
"E00033136",99,0,1,12,9,26,38,7,4,2
"E00033137",167,1,6,20,99,23,6,2,2,8
"E00033138",113,2,1,20,74,11,3,0,0,2
"E00033139",149,2,4,50,12,35,38,6,0,2
"E00033140",94,0,0,2,2,50,36,4,0,0
"E00033141",85,0,0,0,4,18,36,15,11,1
"E00033142",117,0,0,5,29,34,40,7,0,2
"E00033143",127,2,3,11,48,36,17,4,2,4
"E00033144",126,0,3,6,68,39,10,0,0,0
"E00033145",122,0,0,4,8,50,53,5,1,1
"E00033146",124,1,5,10,9,26,30,13,20,10
"E00033147",127,0,1,1,3,31,68,15,6,2
"E00033148",116,0,1,4,3,27,70,10,1,0
"E00033149",98,0,0,5,4,30,41,10,5,3
"E00033150",146,1,11,27,19,33,38,11,2,4
"E00033151",125,0,4,21,28,20,32,12,6,2
"E00033152",146,1,9,21,26,42,36,8,1,2
"E00033153",167,1,0,12,49,50,42,10,1,2
"E00033154",102,0,5,9,65,22,1,0,0,0
"E00033155",155,0,3,8,84,34,21,2,2,1
"E00033156",122,0,2,10,30,50,24,2,4,0
"E00033157",140,1,1,6,48,45,28,6,4,1
"E00033158",130,1,0,5,25,61,27,9,1,1
"E00033159",87,2,1,4,36,24,18,1,1,0
"E00033160",167,10,11,25,22,40,44,3,8,4
"E00033161",137,0,8,50,18,29,22,7,2,1
"E00033162",131,2,2,22,48,29,16,10,1,1
"E00033163",136,10,8,36,10,27,23,8,8,6
"E00033164",152,0,0,5,10,73,58,5,0,1
"E00033165",117,0,8,65,16,16,10,0,2,0
"E00033166",113,1,8,40,35,13,14,2,0,0
"E00033167",130,0,0,3,11,69,43,2,1,1
"E00033168",122,0,0,9,12,34,44,17,4,2
"E00033169",122,0,0,2,4,55,49,10,2,0
"E00033170",142,0,1,3,8,52,58,12,6,2
"E00033171",136,0,0,1,10,71,39,12,3,0
"E00033172",122,2,7,59,19,9,11,6,4,5
"E00033173",129,0,0,3,3,52,56,12,2,1
"E00033174",114,0,0,2,5,43,57,5,1,1
"E00033175",107,0,0,5,4,33,52,11,1,1
"E00033176",99,0,1,7,6,11,28,32,10,4
"E00033177",130,0,3,6,2,49,34,18,8,10
"E00033178",88,0,1,16,15,16,19,10,6,5
"E00033179",136,0,1,3,12,43,68,7,2,0
"E00033181",155,1,19,24,8,5,16,19,19,44
"E00033182",184,6,17,60,26,13,17,6,7,32
"E00033183",207,5,14,54,31,7,5,12,31,48
"E00033185",117,0,6,3,8,16,36,25,15,8
"E00033186",105,0,3,9,15,16,25,13,23,1
"E00033187",129,9,21,41,21,6,16,1,0,14
"E00033188",113,0,0,4,15,12,44,25,10,3
"E00033189",208,0,9,11,44,55,42,28,12,7
"E00033190",226,2,21,14,56,89,37,2,3,2
"E00033191",128,0,0,4,7,16,42,35,18,6
"E00033192",118,0,2,10,9,14,46,11,15,11
"E00033193",114,0,1,3,6,5,24,31,23,21
"E00033194",117,0,1,4,3,17,46,24,14,8
"E00033195",105,1,0,3,22,27,30,17,5,0
"E00033196",137,5,29,63,27,2,2,2,1,6
"E00033197",236,4,5,31,80,96,5,7,5,3
"E00033198",135,2,1,3,10,15,38,26,28,12
"E00033199",137,0,0,22,41,62,8,2,1,1
"E00033200",126,4,11,58,20,11,11,5,4,2
"E00033201",91,0,0,6,2,13,49,18,3,0
"E00033202",98,0,0,1,1,10,48,17,13,8
"E00033203",101,0,0,0,7,25,51,11,6,1
"E00033204",105,0,0,2,6,35,40,15,4,3
"E00033206",117,1,3,40,36,17,15,3,1,1
"E00033207",179,1,6,14,130,22,2,1,1,2
"E00033208",143,8,13,19,67,17,11,1,7,0
"E00033209",208,12,23,75,48,24,14,8,1,3
"E00033210",133,0,15,38,40,8,7,10,9,6
"E00033211",145,1,3,28,38,14,21,32,7,1
"E00033212",123,0,1,4,29,35,28,19,6,1
"E00033213",136,0,5,12,10,11,49,26,18,5
"E00033214",223,2,25,36,47,53,35,9,7,9
"E00033215",147,6,17,11,53,15,16,15,8,6
"E00033216",150,2,22,33,66,5,6,6,1,9
"E00033217",158,8,36,40,33,8,2,1,9,21
"E00033218",106,1,3,16,5,7,5,7,16,46
"E00033219",181,7,16,64,24,11,10,5,18,26
"E00033220",135,0,1,16,4,32,55,12,7,8
"E00033221",170,11,15,83,28,13,9,1,3,7
"E00033222",135,4,17,77,17,12,4,1,0,3
"E00033223",171,6,20,74,50,10,4,0,2,5
"E00033224",148,0,4,51,23,48,12,6,2,2
"E00033225",160,0,2,36,47,38,13,12,3,9
"E00033226",187,0,11,22,37,56,41,16,2,2
"E00033227",136,3,4,42,12,48,21,3,1,2
"E00033228",208,2,13,69,52,57,10,2,2,1
"E00033229",128,1,2,17,25,41,27,9,4,2
"E00033230",114,0,1,5,26,45,20,11,4,2
"E00033231",113,0,3,4,66,24,6,8,1,1
"E00033235",122,0,4,25,29,41,15,6,2,0
"E00033237",146,0,1,6,86,36,11,3,1,2
"E00033238",182,0,0,9,26,129,10,4,1,3
"E00033242",104,0,2,16,28,46,5,2,2,3
"E00033245",167,3,13,39,54,45,8,2,2,1
"E00033246",121,3,6,14,19,27,40,6,2,4
"E00033247",148,1,2,11,34,53,40,7,0,0
"E00033248",250,4,9,100,120,10,3,2,1,1
"E00033249",132,0,3,10,62,32,21,3,1,0
"E00033250",126,0,3,9,59,40,11,3,1,0
"E00033251",106,1,1,13,28,42,18,2,1,0
"E00033252",169,2,3,52,24,58,20,6,3,1
"E00033253",132,3,5,33,28,47,11,3,2,0
"E00033254",152,0,1,21,46,50,14,14,6,0
"E00033255",126,0,1,19,26,53,14,7,5,1
"E00033256",100,1,1,14,25,30,17,10,2,0
"E00033257",180,3,12,44,45,61,11,3,1,0
"E00033258",157,0,1,14,41,74,14,11,1,1
"E00033259",80,0,0,4,46,19,7,2,1,1
"E00033260",129,0,2,12,40,42,24,8,0,1
"E00033261",110,1,1,5,27,37,23,13,1,2
"E00033262",96,0,0,5,62,25,3,0,0,1
"E00033263",89,0,3,4,55,23,4,0,0,0
"E00033264",147,2,1,21,42,58,16,4,0,3
"E00033265",126,0,4,5,12,46,48,8,3,0
"E00033266",147,1,2,32,25,38,37,9,3,0
"E00033267",141,0,4,44,40,17,35,1,0,0
"E00033268",121,2,7,12,12,7,52,16,8,5
"E00033269",92,1,3,24,23,7,12,14,3,5
"E00033270",128,0,1,7,6,27,51,29,6,1
"E00033271",126,0,0,1,2,13,34,33,23,20
"E00033272",120,0,0,2,4,22,51,24,15,2
"E00033274",122,2,3,21,18,36,25,10,6,1
"E00033275",142,0,1,52,12,19,43,11,1,3
"E00033276",127,0,14,16,48,19,24,3,1,2
"E00033277",99,0,0,11,6,63,13,4,0,2
"E00033278",107,0,0,2,43,15,33,9,4,1
"E00033279",139,0,2,6,54,42,33,0,1,1
"E00033281",136,0,0,9,21,53,43,7,3,0
"E00033282",125,0,0,5,5,43,57,8,5,2
"E00033283",118,0,0,1,6,40,56,10,3,2
"E00033284",182,2,11,62,54,37,15,1,0,0
"E00033285",135,0,0,2,9,64,54,4,2,0
"E00033286",128,0,0,49,11,48,15,2,2,1
"E00033287",115,0,1,1,8,50,34,16,4,1
"E00033288",121,0,0,0,3,54,52,5,5,2
"E00033289",105,0,1,8,38,24,15,11,8,0
"E00033290",88,0,1,1,9,31,19,12,11,4
"E00033291",185,0,0,2,22,88,49,14,5,5
"E00033292",106,7,8,5,29,24,20,9,3,1
"E00033293",145,0,11,23,16,65,13,10,7,0
"E00033294",130,8,7,15,54,26,8,6,2,4
"E00033295",108,0,1,1,2,17,39,32,12,4
"E00033296",111,0,0,2,5,23,54,16,8,3
"E00033297",143,0,4,6,25,64,39,3,2,0
"E00033298",129,0,2,2,9,65,43,4,3,1
"E00033299",117,0,1,4,1,40,42,15,8,6
"E00033300",112,1,11,19,5,40,29,6,1,0
"E00033301",120,0,1,4,1,77,27,6,3,1
"E00033302",105,0,1,2,4,80,14,3,0,1
"E00033304",102,0,0,2,9,36,40,8,4,3
"E00033305",121,0,1,13,6,34,53,10,2,2
"E00033306",122,0,2,9,7,73,24,3,3,1
"E00033307",124,0,1,5,10,93,9,3,3,0
"E00033308",122,0,1,6,7,83,18,4,0,3
"E00033309",135,0,0,4,8,101,17,0,2,3
"E00033310",127,0,0,1,8,100,14,3,1,0
"E00033312",133,0,1,9,6,32,65,15,4,1
"E00033313",137,0,1,5,12,84,27,4,3,1
"E00033314",130,0,0,4,4,50,54,11,6,1
"E00033315",130,0,0,2,7,37,61,14,5,4
"E00033316",144,0,0,2,10,71,47,9,4,1
"E00033317",152,0,1,0,16,48,58,20,7,2
"E00033318",153,0,0,2,8,108,25,5,2,3
"E00033319",164,0,0,1,4,18,85,36,13,7
"E00033320",130,0,0,1,3,45,57,19,4,1
"E00033322",118,0,0,1,3,18,44,28,17,7
"E00033323",107,0,0,2,0,1,18,29,32,25
"E00033324",113,0,0,0,1,11,44,33,15,9
"E00033326",106,0,0,0,0,6,15,43,30,12
"E00033327",124,0,0,1,1,14,82,22,3,1
"E00033328",119,0,4,27,18,26,35,4,3,2
"E00033329",131,0,0,6,8,9,69,28,6,5
"E00033330",130,0,0,6,3,30,48,30,11,2
"E00033331",134,0,0,2,2,29,67,22,10,2
"E00033332",108,0,1,0,0,7,42,36,13,9
"E00033333",121,0,0,1,3,10,58,26,18,5
"E00033334",108,0,0,1,1,23,52,22,6,3
"E00033335",108,0,0,4,1,15,43,29,13,3
"E00033336",121,0,0,0,3,10,36,34,27,11
"E00033337",85,0,0,1,0,6,37,23,15,3
"E00033338",90,0,0,0,5,2,8,11,27,37
"E00033339",132,0,2,8,10,13,27,26,28,18
"E00033340",103,1,0,0,2,6,50,28,10,6
"E00033341",115,0,2,1,0,10,58,27,13,4
"E00033342",126,0,0,0,2,3,34,49,19,19
"E00033343",96,0,0,1,2,9,30,16,26,12
"E00033344",139,0,0,0,3,36,85,10,2,3
"E00033345",129,1,0,2,3,3,34,47,31,8
"E00033346",124,0,0,5,12,32,55,14,4,2
"E00033347",121,0,0,0,2,18,76,22,2,1
"E00033348",112,0,0,1,2,6,22,31,21,29
"E00033349",154,1,10,57,29,16,15,6,6,14
"E00033350",122,0,0,2,2,21,65,19,10,3
"E00033351",124,0,0,5,1,56,48,10,2,2
"E00033352",108,0,0,1,1,38,57,9,2,0
"E00033353",103,0,0,0,7,18,50,22,5,1
"E00033354",150,3,3,57,60,14,11,1,1,0
"E00033355",113,0,2,9,10,28,33,12,14,5
"E00033356",137,0,1,1,5,22,67,22,10,9
"E00033357",125,0,1,0,4,97,18,3,2,0
"E00033358",95,0,0,2,4,62,16,7,3,1
"E00033359",161,2,4,31,24,20,55,11,4,10
"E00033360",155,0,0,2,15,60,50,18,7,3
"E00033361",174,0,1,4,23,58,42,23,12,11
"E00033362",106,0,0,3,7,44,31,15,4,2
"E00033363",87,0,0,1,4,44,31,2,3,2
"E00033364",134,0,0,1,1,10,64,29,22,7
"E00033365",172,0,0,3,8,21,58,45,25,12
"E00033366",108,0,0,0,0,19,51,20,14,4
"E00033367",137,7,0,7,11,22,41,26,12,11
"E00033368",124,0,1,1,8,35,67,6,1,5
"E00033369",137,0,1,3,10,7,15,37,42,22
"E00033370",141,0,4,37,6,31,52,8,2,1
"E00033371",124,0,0,1,10,11,49,30,17,6
"E00033372",112,1,1,9,4,34,39,13,6,5
"E00033373",181,0,5,10,13,43,63,21,18,8
"E00033374",140,0,0,4,10,42,62,16,5,1
"E00033375",140,0,0,7,36,6,5,22,27,37
"E00033376",135,0,0,5,27,18,21,38,15,11
"E00033377",133,0,0,9,30,14,13,29,25,13
"E00033378",137,0,1,8,19,11,36,26,24,12
"E00033379",130,0,0,1,9,44,64,10,2,0
"E00033380",106,0,0,1,11,37,42,6,6,3
"E00033381",130,0,0,24,58,8,15,12,8,5
"E00033382",123,0,0,0,1,20,68,21,8,5
"E00033383",133,0,0,3,6,57,61,3,2,1
"E00033384",146,0,0,0,5,30,83,18,6,4
"E00033385",156,0,2,11,51,31,41,11,4,5
"E00033386",140,0,0,2,14,52,45,18,4,5
"E00033387",122,0,8,62,14,9,8,2,5,14
"E00033388",162,0,1,46,33,32,32,7,0,11
"E00033389",118,0,0,2,9,55,34,8,5,5
"E00033391",164,1,4,18,71,27,18,14,6,5
"E00033392",149,13,7,35,15,18,20,23,8,10
"E00033394",139,2,6,26,21,35,16,16,8,9
"E00033395",156,0,2,54,24,36,19,8,6,7
"E00033396",126,0,0,8,7,18,40,27,14,12
"E00033397",125,0,1,2,2,17,57,26,13,7
"E00033399",128,0,0,0,3,30,71,20,3,1
"E00033400",118,0,0,2,2,15,54,29,15,1
"E00033401",102,0,0,1,1,18,62,18,2,0
"E00033402",134,0,0,0,1,29,76,21,6,1
"E00033403",144,0,0,1,4,16,58,34,22,9
"E00033404",162,2,5,29,32,13,24,31,18,8
"E00033405",129,0,0,3,8,19,78,10,7,4
"E00033406",126,1,1,2,5,8,40,26,27,16
"E00033407",138,0,0,10,10,26,49,20,15,8
"E00033408",123,2,4,5,5,20,26,11,33,17
"E00033409",166,0,4,36,62,8,2,7,19,28
"E00033410",121,0,0,2,0,25,68,23,3,0
"E00033411",119,0,0,0,6,5,7,16,35,50
"E00033412",146,0,1,1,4,34,77,19,9,1
"E00033413",111,1,3,13,13,20,44,15,0,2
"E00033414",135,0,2,4,3,33,58,14,6,15
"E00033415",94,0,0,0,3,1,6,13,34,37
"E00033416",144,0,1,4,4,33,58,27,14,3
"E00033417",144,1,5,7,15,7,23,39,29,18
"E00033418",144,0,0,2,2,6,4,45,42,43
"E00033419",119,0,0,2,16,13,9,18,20,41
"E00033420",155,0,0,7,8,18,45,46,24,7
"E00033421",128,0,3,14,14,24,31,12,5,25
"E00033422",172,0,0,2,4,8,26,39,42,51
"E00033423",126,0,5,2,6,6,28,42,30,7
"E00033424",134,1,0,4,4,15,56,39,15,0
"E00033425",124,0,1,3,9,29,64,15,2,1
"E00033426",121,2,1,11,4,18,35,21,12,17
"E00033427",105,0,0,1,7,9,38,25,19,6
"E00033428",124,0,1,6,16,74,20,5,2,0
"E00033432",135,0,0,5,4,49,62,10,4,1
"E00033435",125,1,1,1,2,37,74,7,1,1
"E00033436",128,0,0,2,21,80,20,2,1,2
"E00033437",114,0,0,3,2,39,63,3,4,0
"E00033438",127,0,1,1,6,64,44,9,2,0
"E00033439",173,1,1,14,36,77,30,9,2,3
"E00033440",139,0,2,3,8,102,18,4,2,0
"E00033441",141,0,0,14,12,95,14,3,3,0
"E00033442",134,0,0,1,2,55,66,6,3,1
"E00033443",72,0,1,1,3,25,39,1,1,1
"E00033444",115,0,0,0,4,22,75,12,2,0
"E00033445",98,0,1,6,6,19,56,7,2,1
"E00033446",121,0,2,3,3,39,67,2,5,0
"E00033447",94,1,1,42,7,13,27,2,1,0
"E00033448",124,0,1,8,9,39,57,5,3,2
"E00033449",143,1,1,11,10,36,64,17,3,0
"E00033450",121,0,0,2,4,41,67,5,2,0
"E00033451",109,0,0,24,6,32,40,5,1,1
"E00033452",110,0,1,7,11,65,18,6,2,0
"E00033453",78,3,5,21,8,11,17,10,3,0
"E00033454",219,0,1,5,21,78,85,22,6,1
"E00033455",122,1,1,9,19,56,28,5,1,2
"E00033456",133,0,2,10,6,53,51,7,2,2
"E00033457",95,0,1,2,7,74,8,2,0,1
"E00033458",87,0,0,7,7,58,9,2,0,4
"E00033459",143,0,4,52,7,44,29,4,2,1
"E00033460",79,0,2,0,16,47,10,1,2,1
"E00033462",94,1,2,3,39,30,8,5,5,1
"E00033463",103,0,0,3,5,32,50,8,2,3
"E00033464",116,0,2,2,8,67,36,0,0,1
"E00033466",122,0,0,2,3,77,32,5,1,2
"E00033468",119,0,0,6,5,38,54,9,6,1
"E00033470",130,0,0,1,0,72,48,7,2,0
"E00033471",107,0,1,3,0,53,42,5,3,0
"E00033472",105,0,0,8,12,57,24,2,1,1
"E00033473",116,0,0,4,6,40,59,6,1,0
"E00033474",145,0,1,13,94,28,8,0,1,0
"E00033475",157,2,6,8,73,47,15,4,1,1
"E00033476",115,1,1,22,23,36,27,5,0,0
"E00033477",74,0,0,0,11,31,17,10,4,1
"E00033478",115,1,2,6,21,55,23,4,1,2
"E00033479",167,0,0,5,11,82,56,5,5,3
"E00033480",108,0,0,1,1,22,36,15,19,14
"E00033481",172,0,1,3,9,114,35,9,1,0
"E00033482",117,0,0,4,3,36,67,5,1,1
"E00033483",166,0,13,36,15,33,40,16,9,4
"E00033484",121,0,1,0,11,37,30,18,16,8
"E00033485",137,0,1,7,10,41,56,14,8,0
"E00033486",165,1,0,7,38,73,42,3,1,0
"E00033487",157,1,3,36,77,24,15,0,0,1
"E00033488",149,0,6,23,91,23,6,0,0,0
"E00033489",122,0,0,2,2,32,70,10,5,1
"E00033490",108,0,0,3,6,47,48,4,0,0
"E00033491",142,0,3,15,84,37,3,0,0,0
"E00033492",195,0,6,25,107,46,9,1,0,1
"E00033493",142,0,0,8,35,68,23,2,2,4
"E00033494",103,0,1,2,5,51,40,4,0,0
"E00033495",161,0,1,6,47,71,30,3,3,0
"E00033496",152,0,0,9,53,57,30,3,0,0
"E00033497",98,0,0,5,16,43,25,7,0,2
"E00033498",91,0,3,58,21,4,3,0,0,2
"E00033501",98,0,3,61,19,9,5,1,0,0
"E00033502",104,1,0,3,0,26,54,17,2,1
"E00033503",100,0,0,0,5,31,50,10,3,1
"E00033504",129,0,1,5,10,87,18,3,3,2
"E00033505",93,0,0,0,3,23,27,23,16,1
"E00033506",124,0,1,2,7,65,39,8,1,1
"E00033507",136,0,2,4,63,38,25,3,1,0
"E00033508",132,0,7,45,20,19,29,5,4,3
"E00033509",113,0,1,0,31,42,22,14,2,1
"E00033510",137,0,0,6,36,40,44,7,3,1
"E00033511",122,4,0,3,36,43,15,11,6,4
"E00033512",78,0,1,6,2,21,44,4,0,0
"E00033513",130,0,6,8,16,44,45,5,5,1
"E00033514",114,0,2,11,36,32,28,3,1,1
"E00033515",125,0,1,7,40,34,30,10,3,0
"E00033516",110,0,0,2,7,44,41,8,7,1
"E00033517",126,0,1,1,7,59,55,2,0,1
"E00033518",121,0,2,4,50,35,14,13,3,0
"E00033519",139,0,0,3,9,105,18,2,0,2
"E00033520",102,3,1,2,37,52,7,0,0,0
"E00033521",142,0,1,7,75,52,4,1,0,2
"E00033522",151,1,3,18,45,49,32,2,0,1
"E00033523",144,3,1,4,8,68,49,7,2,2
"E00033524",217,0,7,45,51,71,27,10,2,4
"E00033525",131,1,2,6,1,35,73,8,3,2
"E00033526",128,0,3,10,34,40,26,5,5,5
"E00033527",153,0,1,2,4,42,94,5,4,1
"E00033528",126,2,5,26,11,11,48,19,3,1
"E00033530",145,0,0,2,1,14,29,31,36,32
"E00033531",134,0,0,1,4,12,20,31,39,27
"E00033532",166,1,1,4,23,34,33,37,18,15
"E00033533",96,0,0,2,5,36,29,10,9,5
"E00033534",124,1,3,19,52,21,12,7,4,5
"E00033535",133,0,2,7,14,21,40,28,16,5
"E00033536",127,0,0,3,1,50,63,6,3,1
"E00033537",132,0,0,2,25,36,44,17,7,1
"E00033538",147,0,0,4,12,40,50,25,14,2
"E00033539",130,0,1,1,4,43,44,22,9,6
"E00033540",135,0,1,11,19,28,29,22,17,8
"E00033541",129,0,1,2,7,57,28,23,8,3
"E00033542",124,0,1,9,29,24,27,18,13,3
"E00033543",120,0,3,23,10,23,30,16,10,5
"E00033544",104,0,0,3,8,36,40,10,3,4
"E00033545",121,0,2,17,21,25,30,14,4,8
"E00033546",148,0,0,1,6,59,69,7,4,2
"E00033547",126,1,4,6,12,39,45,13,3,3
"E00033548",113,0,2,5,14,38,46,4,3,1
"E00033549",151,0,1,4,9,40,86,7,2,2
"E00033550",124,0,1,2,13,14,36,29,15,14
"E00033551",102,0,1,28,13,15,24,10,7,4
"E00033552",124,1,0,1,2,29,50,27,11,3
"E00033553",161,0,3,35,22,13,44,29,9,6
"E00033554",115,0,1,2,3,15,57,22,10,5
"E00033555",136,0,5,24,45,8,14,10,13,17
"E00033556",114,0,0,0,1,16,55,29,9,4
"E00033557",124,0,1,0,2,14,59,37,7,4
"E00033558",114,0,0,0,2,13,55,24,16,4
"E00033559",110,0,1,11,12,9,36,23,16,2
"E00033560",113,0,0,5,2,3,27,27,30,19
"E00033561",106,0,0,1,5,5,38,21,18,18
"E00033562",117,0,0,0,5,33,37,24,14,4
