"GeographyCode","QS203EW0001","QS203EW0002","QS203EW0003","QS203EW0004","QS203EW0005","QS203EW0006","QS203EW0007","QS203EW0008","QS203EW0009","QS203EW0010","QS203EW0011","QS203EW0012","QS203EW0013","QS203EW0014","QS203EW0015","QS203EW0016","QS203EW0017","QS203EW0018","QS203EW0019","QS203EW0020","QS203EW0021","QS203EW0022","QS203EW0023","QS203EW0024","QS203EW0025","QS203EW0026","QS203EW0027","QS203EW0028","QS203EW0029","QS203EW0030","QS203EW0031","QS203EW0032","QS203EW0033","QS203EW0034","QS203EW0035","QS203EW0036","QS203EW0037","QS203EW0038","QS203EW0039","QS203EW0040","QS203EW0041","QS203EW0042","QS203EW0043","QS203EW0044","QS203EW0045","QS203EW0046","QS203EW0047","QS203EW0048","QS203EW0049","QS203EW0050","QS203EW0051","QS203EW0052","QS203EW0053","QS203EW0054","QS203EW0055","QS203EW0056","QS203EW0057","QS203EW0058","QS203EW0059","QS203EW0060","QS203EW0061","QS203EW0062","QS203EW0063","QS203EW0064","QS203EW0065","QS203EW0066","QS203EW0067","QS203EW0068","QS203EW0069","QS203EW0070","QS203EW0071","QS203EW0072","QS203EW0073","QS203EW0074","QS203EW0075","QS203EW0076","QS203EW0077","QS203EW0078"
"E02001357",6982,6869,6766,6702,13,21,29,1,0,0,2,0,1,16,84,81,18,0,11,0,3,1,3,63,5,41,2,15,3,0,3,41,7,11,7,4,0,23,0,0,3,14,6,0,57,14,2,12,21,13,0,8,20,4,15,1,0,0,2,1,1,0,8,2,2,0,0,6,0,0,0,7,0,7,4,3,0,0
"E02001358",7069,6943,6802,6729,8,31,34,0,0,0,1,1,4,41,94,86,28,0,22,0,1,0,5,58,4,40,1,13,8,0,8,30,5,17,5,8,4,8,0,0,4,1,3,0,78,16,7,9,33,29,4,0,26,0,3,11,8,4,3,0,3,0,15,7,4,3,0,4,4,0,4,3,0,3,1,2,0,0
"E02001359",5751,5509,5416,5338,17,30,31,0,0,0,2,0,10,22,59,51,23,4,16,2,0,0,1,28,0,23,1,4,8,4,4,60,4,37,12,20,5,19,0,0,5,7,7,0,169,16,3,13,106,69,36,1,42,3,26,13,0,0,5,1,4,0,9,4,3,1,0,0,5,2,3,4,0,4,2,2,0,0
"E02001360",8358,8089,7815,7698,24,53,40,0,0,1,2,0,2,44,225,199,33,3,6,3,2,3,16,166,1,131,3,31,26,16,10,136,9,75,8,43,24,52,6,0,4,32,10,0,114,19,7,12,38,34,3,1,38,0,5,10,23,0,19,10,9,0,18,10,8,2,0,3,5,0,5,1,0,1,1,0,0,0
"E02001361",7618,7508,7428,7345,17,29,37,0,0,0,0,0,1,22,57,52,24,0,11,4,0,2,7,28,0,14,0,14,5,2,3,29,14,8,0,4,4,6,0,0,4,2,0,1,69,22,0,22,27,19,5,3,11,0,3,2,6,0,9,5,4,0,8,5,2,3,0,0,3,0,3,4,0,4,0,4,0,0
"E02001362",7401,7315,7232,7154,13,29,36,0,0,0,1,0,3,27,52,43,23,2,9,4,0,6,2,20,0,11,0,9,9,1,8,24,3,4,1,3,0,17,0,0,5,11,1,0,48,9,2,7,16,9,7,0,18,0,3,1,5,9,5,1,4,0,13,6,6,0,0,3,4,3,1,1,0,1,1,0,0,0
"E02001363",7788,7471,7305,7223,8,35,39,0,0,0,0,0,0,26,140,130,31,2,15,2,0,5,7,99,4,75,2,18,10,3,7,141,5,53,11,36,6,81,15,1,8,47,10,2,164,29,4,25,53,43,10,0,52,7,40,0,5,0,30,26,4,0,5,5,4,1,0,0,0,0,0,7,0,7,4,3,0,0
"E02001364",5311,5102,4954,4882,21,27,24,0,0,0,1,0,1,24,122,104,20,0,11,1,0,3,5,84,0,63,3,18,18,15,3,57,1,31,4,18,9,25,0,1,8,8,8,0,123,44,1,43,37,33,2,2,22,5,3,2,12,0,20,9,11,0,22,6,4,2,2,8,6,1,5,7,0,7,2,5,0,0
"E02001365",9049,8602,8338,8194,40,56,48,0,0,0,2,0,3,59,200,186,43,3,13,7,2,3,15,143,10,99,1,33,14,0,14,196,12,113,24,59,30,67,7,0,11,30,19,4,214,62,11,51,53,48,5,0,71,0,30,14,27,0,28,22,6,0,29,10,7,3,2,14,3,0,3,8,0,8,6,2,0,0
"E02001366",8985,8631,8394,8224,33,76,59,0,2,0,2,0,4,48,183,163,35,4,12,2,4,3,10,128,19,75,5,29,20,9,11,91,14,48,13,24,11,29,2,1,8,13,5,0,238,74,11,63,64,49,7,8,55,5,33,8,8,1,44,26,18,1,19,8,4,4,1,5,5,4,1,6,0,6,3,3,0,0
"E02001367",9304,9102,8960,8831,23,37,69,0,0,0,0,0,8,43,91,82,33,3,8,11,1,4,6,49,2,23,2,22,9,2,7,53,22,7,1,2,4,23,5,0,3,3,12,1,131,20,2,18,40,24,15,1,60,3,34,19,4,0,11,3,8,0,14,8,2,6,0,2,4,1,3,4,0,4,2,2,0,0
"E02001368",5847,5692,5493,5411,25,28,28,1,0,0,1,0,1,35,162,140,45,6,10,7,5,8,9,95,2,40,7,46,22,8,14,51,14,13,1,10,2,23,0,0,4,16,3,1,80,33,5,28,17,13,4,0,14,1,10,1,2,0,15,7,8,1,21,6,4,2,0,1,14,1,13,3,0,3,1,2,0,0
"E02001369",7655,7230,6896,6688,95,57,54,0,2,0,1,0,2,67,264,252,76,8,11,5,8,26,18,176,9,117,2,48,12,2,10,118,26,37,0,25,12,55,4,4,10,21,16,0,262,76,9,67,49,39,8,2,88,4,72,10,1,1,49,24,25,0,35,15,11,4,0,11,9,2,7,10,0,10,10,0,0,0
"E02001370",6186,5843,5609,5495,30,38,46,0,0,0,1,1,2,27,203,190,32,11,11,4,1,1,4,158,15,71,7,65,13,7,6,123,30,58,11,16,31,35,0,7,2,19,7,0,196,75,12,63,33,24,8,1,69,5,42,12,10,0,19,8,11,0,22,8,5,3,0,2,12,4,8,1,0,1,0,1,0,1
"E02001371",7447,7073,6908,6804,27,43,34,0,0,0,0,0,0,49,116,102,37,4,20,2,1,4,6,65,4,40,3,18,14,3,11,73,3,24,6,5,13,45,8,0,10,16,11,1,292,33,6,27,42,35,7,0,141,0,135,2,4,0,76,55,21,0,6,2,1,1,0,0,4,0,4,3,0,3,1,2,0,0
"E02001372",6221,6070,5943,5849,15,39,40,0,0,0,0,0,3,52,72,67,30,2,9,4,2,5,8,37,0,10,0,27,5,1,4,50,2,11,4,6,1,30,0,4,7,13,6,7,84,16,1,15,15,7,7,1,46,1,38,6,0,1,7,2,5,0,10,6,4,2,0,3,1,0,1,7,0,7,7,0,0,0
"E02001373",9253,8863,8660,8524,45,52,39,0,0,0,2,0,7,38,156,141,35,5,12,3,7,4,4,106,5,87,0,14,15,9,6,105,14,42,10,29,3,49,3,5,8,18,15,0,250,73,9,64,57,41,12,4,90,11,53,2,18,6,30,17,13,0,27,9,9,0,3,10,5,1,4,8,0,8,5,3,0,0
"E02001374",8199,7309,6562,6340,91,63,67,1,0,0,0,0,3,104,640,591,113,15,36,12,13,13,24,478,64,281,11,122,49,19,30,465,31,262,30,151,81,169,10,26,9,61,63,3,358,153,29,124,85,72,10,3,73,6,26,16,14,11,46,15,31,1,57,14,9,5,2,21,20,13,7,10,0,6,5,1,4,0
"E02001375",7195,6982,6871,6763,28,31,49,0,0,1,1,0,2,45,62,48,22,1,12,1,0,3,5,26,0,20,1,5,14,12,2,31,3,6,0,3,3,22,9,0,4,4,5,0,164,17,1,16,25,9,16,0,120,1,109,0,7,3,2,0,2,0,14,12,5,7,0,2,0,0,0,4,0,4,3,1,0,0
"E02001376",8469,6870,6279,6036,111,59,68,1,4,0,0,0,6,63,522,478,79,4,25,11,6,11,22,399,46,172,7,174,44,14,30,800,38,501,74,331,96,258,31,25,28,108,66,3,745,189,31,158,164,141,19,4,311,17,175,41,59,19,80,37,43,1,43,7,5,2,3,9,24,2,22,11,0,11,9,2,0,0
"E02001377",11467,8164,7541,6893,376,74,196,2,0,2,5,0,8,92,516,469,191,20,61,11,9,34,56,278,38,104,15,121,47,5,42,536,67,271,31,198,42,196,39,49,20,35,53,2,2634,487,48,439,1374,1266,70,38,470,23,298,95,43,11,300,47,253,3,120,44,30,14,40,16,20,4,16,13,0,13,12,1,0,0
"E02001378",7972,7577,7396,7247,51,44,54,0,0,1,0,0,1,65,114,102,56,3,25,6,2,7,13,46,0,30,0,16,12,4,8,108,18,32,9,9,14,57,10,1,15,19,12,1,260,60,13,47,137,100,31,6,44,0,23,6,3,12,19,3,16,0,17,6,5,1,0,8,3,2,1,10,0,10,5,5,0,0
"E02001380",7526,7360,7264,7128,33,46,57,0,0,0,1,0,5,50,40,33,23,1,5,4,1,7,5,10,0,4,0,6,7,5,2,34,7,13,6,5,2,14,3,0,4,3,4,0,112,28,7,21,21,16,4,1,52,8,16,23,3,2,11,1,10,0,12,8,7,1,1,2,1,0,1,8,0,8,7,1,0,0
"E02001381",9286,8127,7484,7046,239,89,109,0,1,0,3,0,6,95,539,486,100,23,22,14,4,14,23,386,6,148,11,221,53,19,34,365,53,179,24,86,69,133,16,25,19,22,51,0,712,249,30,219,135,115,14,6,266,76,74,58,26,32,62,13,49,0,63,21,11,10,3,14,25,11,14,19,0,17,11,6,2,0
"E02001382",7098,6828,6725,6595,36,35,59,0,0,0,0,0,4,27,72,63,49,4,20,12,0,4,9,14,0,5,2,7,9,2,7,34,4,14,0,10,4,16,2,0,8,3,3,0,197,12,1,11,90,59,29,2,70,0,54,10,6,0,25,2,23,0,27,18,12,6,0,4,5,3,2,12,0,12,9,3,0,0
"E02001383",7501,5857,5446,5141,114,60,131,0,0,0,2,0,1,73,335,278,177,23,33,19,20,41,41,101,8,45,11,37,57,12,45,473,71,120,6,66,48,280,5,170,17,40,48,2,981,309,68,241,467,385,70,12,101,13,33,34,7,14,102,7,95,2,171,60,53,7,7,46,58,16,42,19,0,17,8,9,2,0
"E02001384",10762,9656,9166,8325,482,73,279,3,4,3,5,1,10,137,334,295,143,24,53,10,5,20,31,152,30,69,6,47,39,6,33,268,25,139,23,80,36,102,16,27,31,11,17,2,705,203,25,178,81,47,32,2,376,87,147,94,21,27,44,17,27,1,113,37,27,10,6,20,50,21,29,20,0,18,16,2,2,0
"E02001385",8157,5373,4853,4717,61,33,40,0,2,0,1,0,1,75,443,377,139,16,27,7,7,23,59,238,21,117,8,92,66,23,43,1237,199,214,25,98,91,816,19,610,15,77,95,8,1425,961,117,844,93,65,28,0,298,69,74,89,41,25,73,20,53,0,109,19,16,3,3,24,63,30,33,13,0,7,6,1,6,0
"E02001386",7545,7394,7285,7153,28,53,51,0,0,0,0,0,4,50,55,44,26,3,14,4,0,1,4,18,0,10,2,6,11,5,6,30,4,7,2,5,0,19,3,0,5,2,9,0,90,29,6,23,29,18,11,0,21,2,15,1,1,2,11,1,10,0,22,5,2,3,2,6,9,3,6,9,0,8,4,4,1,0
"E02001387",8025,7716,7500,7204,96,89,111,0,0,0,0,0,3,98,115,94,56,7,21,7,1,3,17,38,4,12,8,14,21,5,16,61,9,16,3,11,2,36,1,1,9,3,22,0,192,37,4,33,26,20,4,2,107,10,48,44,3,2,22,4,18,0,50,30,23,7,2,3,15,2,13,6,0,6,4,2,0,0
"E02001388",8860,8372,7987,7373,317,90,207,0,0,3,6,1,11,90,274,248,158,15,57,18,26,14,28,90,4,36,0,50,26,2,24,108,10,50,9,28,13,47,7,11,8,11,10,1,277,72,7,65,64,32,25,7,105,4,59,24,15,3,36,9,27,0,78,52,42,10,4,9,13,2,11,25,0,25,14,11,0,0
"E02001389",6232,5298,4873,4550,118,90,112,0,3,1,0,0,4,90,330,298,167,30,43,14,14,17,49,131,15,69,1,46,32,9,23,368,55,112,12,52,48,199,8,113,27,25,26,2,446,247,31,216,52,31,13,8,102,19,37,20,18,8,45,2,43,0,106,49,28,21,2,20,35,11,24,14,0,14,10,4,0,0
"E02001390",8756,7690,7444,7292,59,32,61,0,0,0,0,1,2,57,186,158,56,9,11,10,3,6,17,102,14,52,3,33,28,8,20,457,60,137,1,63,73,259,8,109,13,64,65,1,521,246,34,212,77,61,15,1,170,29,46,59,18,18,28,4,24,0,76,27,10,17,0,21,28,18,10,12,0,8,6,2,4,0
"E02001391",5970,5886,5799,5703,26,38,32,0,0,0,1,3,1,32,50,47,22,1,10,3,0,1,7,25,0,12,8,5,3,1,2,32,2,8,1,5,2,22,2,0,4,16,0,0,26,3,2,1,2,1,1,0,15,0,10,0,5,0,6,0,6,0,25,8,6,2,0,3,14,4,10,1,0,1,1,0,0,0
"E02001392",5717,5484,5371,5230,31,46,64,0,0,0,1,0,7,42,63,55,40,7,20,3,2,3,5,15,0,8,0,7,8,2,6,49,13,15,4,9,2,20,4,0,5,5,6,1,146,13,4,9,37,12,22,3,75,3,55,6,9,2,20,1,19,1,29,15,9,6,1,9,4,3,1,9,0,9,8,1,0,0
"E02001393",7753,7305,7116,6795,101,70,150,0,0,1,5,0,3,72,108,90,54,2,17,8,0,13,14,36,1,15,1,19,18,1,17,55,18,13,5,4,4,24,6,0,6,1,11,0,327,75,16,59,66,42,24,0,163,7,109,33,12,2,23,6,17,0,48,30,11,19,2,12,4,1,3,18,0,17,11,6,1,0
"E02001394",10143,9491,9096,8552,217,116,211,0,0,1,3,0,6,94,291,257,159,20,56,10,13,24,36,98,2,60,10,26,34,5,29,148,28,41,6,26,9,79,9,7,20,17,26,0,386,119,24,95,91,57,21,13,126,27,60,19,17,3,47,9,38,3,86,50,28,22,2,17,17,7,10,32,0,29,20,9,3,0
"E02001395",6056,5851,5724,5505,76,49,93,0,1,0,1,0,1,43,82,61,56,6,18,7,2,20,3,5,0,2,0,3,21,5,16,39,2,16,6,5,5,21,3,9,3,1,5,0,133,32,10,22,36,18,17,1,52,5,20,25,1,1,13,0,13,0,22,13,9,4,0,3,6,0,6,11,0,11,7,4,0,0
"E02001396",8035,7674,7331,7029,144,83,75,0,0,0,1,0,2,57,283,261,104,22,19,20,9,15,19,157,13,98,12,34,22,5,17,95,21,39,5,21,13,35,1,5,10,4,15,0,205,69,15,54,37,23,11,3,75,3,44,22,4,2,24,3,21,0,47,26,12,14,1,13,7,3,4,14,0,14,13,1,0,0
"E02001397",7631,7413,7279,7077,53,73,76,0,0,0,2,0,4,52,76,70,44,3,15,5,2,8,11,26,2,15,0,9,6,1,5,40,10,5,0,5,0,25,2,0,5,2,16,0,122,17,7,10,41,19,21,1,48,0,39,4,5,0,16,2,14,0,39,27,20,7,2,4,6,1,5,17,0,13,11,2,4,0
"E02001398",7758,7304,6996,6561,211,99,124,0,1,3,1,0,8,65,231,201,130,29,39,8,4,15,35,71,15,34,5,17,30,9,21,142,28,56,16,31,9,57,3,17,4,10,23,1,228,60,13,47,56,26,26,4,86,2,43,27,4,10,23,1,22,3,67,42,27,15,3,13,9,4,5,17,0,17,12,5,0,0
"E02001399",7276,7095,6938,6752,40,56,88,2,0,0,2,0,5,56,94,89,66,8,20,8,1,11,18,23,0,7,1,15,5,2,3,32,7,6,1,4,1,18,1,4,7,1,5,1,111,19,2,17,41,24,15,2,37,16,11,8,1,1,14,3,11,0,30,13,9,4,0,10,7,2,5,8,0,8,7,1,0,0
"E02001400",6614,6350,6204,6097,31,39,37,0,0,0,1,0,2,39,104,83,53,2,21,2,1,8,19,30,0,13,1,16,21,2,19,45,11,6,1,3,2,28,2,0,13,9,4,0,184,30,11,19,64,50,14,0,76,10,31,22,10,3,14,0,14,0,31,11,9,2,0,11,9,3,6,4,0,4,4,0,0,0
"E02001401",7872,7682,7426,7255,38,64,69,0,0,0,2,0,3,50,201,185,40,1,19,6,6,1,7,145,33,64,10,38,16,6,10,50,10,15,1,10,4,25,3,1,8,9,4,0,116,12,8,4,32,18,14,0,64,2,46,12,3,1,8,0,8,0,17,9,5,4,1,7,0,0,0,7,0,7,7,0,0,0
"E02001402",8384,8073,7801,7482,91,71,152,0,5,1,1,0,8,79,183,164,90,13,34,16,1,11,15,74,1,35,1,37,19,5,14,94,13,27,2,21,4,54,12,1,14,8,19,0,155,17,3,14,34,19,12,3,71,16,41,6,8,0,33,4,29,0,48,35,22,13,3,5,5,3,2,14,0,14,8,6,0,0
"E02001403",6035,5906,5649,5518,33,48,50,0,0,0,0,1,4,39,213,210,28,0,11,2,0,6,9,182,21,84,0,77,3,0,3,21,4,10,0,8,2,7,0,1,5,1,0,0,86,25,0,25,23,17,4,2,33,0,15,8,9,1,5,2,3,0,20,6,5,1,3,8,3,0,3,2,0,2,2,0,0,0
"E02001404",7260,7108,6935,6843,25,36,31,0,0,1,0,0,1,41,130,126,37,4,9,1,11,7,5,89,2,57,1,29,4,1,3,47,3,22,1,9,12,22,0,0,2,13,7,0,78,17,9,8,24,19,5,0,25,5,13,3,3,1,12,3,9,0,24,13,11,2,1,2,8,6,2,3,0,3,3,0,0,0
"E02001405",9609,9415,9034,8927,19,54,34,0,0,1,2,0,1,51,326,316,49,1,23,2,14,2,7,267,47,177,4,39,10,4,6,104,11,26,0,14,12,67,7,2,14,29,15,0,64,6,1,5,29,18,11,0,15,3,2,6,4,0,14,0,14,0,25,8,6,2,0,2,15,3,12,1,0,1,1,0,0,0
"E02006932",9949,7774,6911,5930,540,101,340,0,0,3,15,2,14,121,708,592,316,45,66,48,7,57,93,276,16,87,21,152,116,18,98,253,53,118,16,73,29,82,18,3,28,13,20,0,1757,335,22,313,1086,990,51,45,161,11,95,24,24,7,166,12,154,9,138,85,59,26,6,34,13,3,10,27,0,27,21,6,0,0
"E02006933",5436,4660,4255,3965,143,59,88,0,0,1,3,0,12,76,313,259,179,36,24,27,9,34,49,80,2,47,14,17,54,16,38,142,30,52,2,37,13,60,8,1,27,12,12,0,495,181,24,157,143,109,17,17,125,0,104,18,2,1,45,7,38,1,117,48,33,15,12,23,34,15,19,22,0,22,14,8,0,0
"E02006934",5202,4519,3983,3543,225,79,135,0,1,1,7,1,9,110,408,370,262,38,39,69,6,45,65,108,13,52,7,36,38,7,31,129,27,37,0,23,14,65,15,1,19,14,16,0,427,216,13,203,81,39,20,22,90,4,61,21,3,1,38,3,35,2,104,67,30,37,11,22,4,0,4,23,0,21,11,10,2,0
