"GeographyCode","QS405EW0001","QS405EW0002","QS405EW0003","QS405EW0004","QS405EW0005","QS405EW0006","QS405EW0007","QS405EW0008","QS405EW0009","QS405EW0010","QS405EW0011","QS405EW0012","QS405EW0013","QS405EW0014"
"E00033021",134,12,4,8,23,85,12,73,13,9,0,1,3,1
"E00033023",149,18,14,4,0,86,3,83,38,35,2,0,1,7
"E00033024",104,11,4,7,0,81,20,61,9,8,0,0,1,3
"E00033025",135,104,44,60,0,13,0,13,16,14,0,2,0,2
"E00033026",90,87,36,51,0,0,0,0,1,1,0,0,0,2
"E00033027",200,78,46,32,0,19,0,19,103,98,0,4,1,0
"E00033029",111,63,29,34,1,9,0,9,37,34,1,2,0,1
"E00033030",95,78,46,32,0,3,3,0,14,13,0,1,0,0
"E00033031",130,106,46,60,1,5,2,3,18,15,0,3,0,0
"E00033032",238,39,15,24,0,42,2,40,155,151,0,3,1,2
"E00033033",193,36,7,29,0,35,0,35,120,117,0,3,0,2
"E00033034",201,64,23,41,0,10,0,10,126,120,0,6,0,1
"E00033035",159,49,20,29,1,67,0,67,41,40,0,1,0,1
"E00033036",128,32,12,20,1,55,0,55,40,38,0,2,0,0
"E00033037",153,99,70,29,0,6,0,6,47,45,0,2,0,1
"E00033038",110,17,6,11,0,35,1,34,56,52,0,4,0,2
"E00033040",132,63,27,36,2,34,4,30,33,30,0,3,0,0
"E00033041",110,105,52,53,0,1,0,1,4,4,0,0,0,0
"E00033042",98,87,46,41,0,1,0,1,10,8,2,0,0,0
"E00033043",112,76,33,43,0,1,0,1,34,26,3,5,0,1
"E00033044",92,84,52,32,0,0,0,0,7,5,0,0,2,1
"E00033045",132,5,3,2,0,119,0,119,8,7,0,1,0,0
"E00033046",121,96,77,19,0,3,0,3,21,21,0,0,0,1
"E00033047",106,101,47,54,0,3,0,3,1,1,0,0,0,1
"E00033048",100,92,52,40,0,4,4,0,4,3,0,1,0,0
"E00033049",154,102,27,75,1,5,0,5,44,44,0,0,0,2
"E00033050",84,83,38,45,0,1,1,0,0,0,0,0,0,0
"E00033051",167,66,26,40,0,5,1,4,93,90,0,2,1,3
"E00033052",144,67,27,40,0,11,0,11,65,64,0,1,0,1
"E00033053",111,85,29,56,0,5,1,4,21,19,0,2,0,0
"E00033054",76,24,7,17,0,51,0,51,1,1,0,0,0,0
"E00033055",106,82,25,57,0,2,0,2,21,17,0,2,2,1
"E00033056",123,106,32,74,0,1,0,1,16,15,0,1,0,0
"E00033057",122,93,45,48,0,5,2,3,24,16,0,8,0,0
"E00033059",149,71,29,42,0,59,1,58,17,16,0,0,1,2
"E00033060",101,86,64,22,0,0,0,0,11,8,0,2,1,4
"E00033061",91,77,41,36,1,3,0,3,10,9,0,1,0,0
"E00033062",105,100,58,42,0,1,1,0,3,3,0,0,0,1
"E00033063",101,96,55,41,0,2,0,2,3,3,0,0,0,0
"E00033064",97,91,42,49,0,0,0,0,6,5,0,1,0,0
"E00033065",120,110,53,57,0,4,1,3,6,6,0,0,0,0
"E00033066",155,43,10,33,0,47,0,47,65,64,0,1,0,0
"E00033067",184,37,13,24,0,42,0,42,105,103,2,0,0,0
"E00033068",203,52,18,34,0,11,2,9,138,134,0,4,0,2
"E00033069",164,25,8,17,1,44,0,44,93,89,0,4,0,1
"E00033070",190,33,11,22,0,89,8,81,66,62,0,2,2,2
"E00033071",141,66,26,40,0,29,2,27,46,44,0,2,0,0
"E00033072",167,30,7,23,1,53,5,48,81,77,1,2,1,2
"E00033073",192,15,2,13,1,52,0,52,123,120,0,2,1,1
"E00033074",179,22,6,16,1,119,6,113,37,34,0,3,0,0
"E00033075",210,10,4,6,0,166,9,157,33,28,0,3,2,1
"E00033076",152,115,62,53,0,2,1,1,30,29,0,0,1,5
"E00033077",185,46,17,29,2,54,0,54,82,77,0,5,0,1
"E00033078",176,77,43,34,0,52,3,49,45,43,0,2,0,2
"E00033079",116,51,21,30,0,35,1,34,30,26,0,4,0,0
"E00033080",150,12,6,6,0,129,4,125,8,8,0,0,0,1
"E00033081",127,86,32,54,2,9,1,8,28,27,0,1,0,2
"E00033082",122,117,69,48,0,2,0,2,3,1,0,1,1,0
"E00033083",122,109,55,54,0,0,0,0,12,11,0,1,0,1
"E00033084",148,87,45,42,0,48,1,47,9,8,1,0,0,4
"E00033085",143,95,45,50,0,28,9,19,18,17,0,1,0,2
"E00033086",122,118,74,44,0,0,0,0,4,4,0,0,0,0
"E00033087",149,113,44,69,0,23,5,18,12,12,0,0,0,1
"E00033088",101,73,38,35,1,21,5,16,4,2,0,2,0,2
"E00033089",124,75,35,40,0,38,11,27,8,7,0,1,0,3
"E00033090",139,93,37,56,0,38,14,24,8,8,0,0,0,0
"E00033091",126,116,56,60,0,4,1,3,3,2,0,1,0,3
"E00033092",127,121,66,55,0,0,0,0,6,5,0,1,0,0
"E00033093",158,116,45,71,1,10,5,5,28,25,0,3,0,3
"E00033094",136,108,62,46,0,12,3,9,16,15,0,1,0,0
"E00033095",164,128,63,65,0,5,1,4,29,24,1,4,0,2
"E00033096",110,107,65,42,0,0,0,0,3,2,0,1,0,0
"E00033097",119,57,25,32,0,54,15,39,8,8,0,0,0,0
"E00033098",113,102,58,44,0,2,0,2,9,8,0,1,0,0
"E00033099",94,36,20,16,1,54,7,47,2,2,0,0,0,1
"E00033100",138,76,33,43,0,48,13,35,12,6,0,6,0,2
"E00033101",96,90,59,31,2,1,0,1,2,2,0,0,0,1
"E00033102",207,140,53,87,1,29,5,24,35,33,0,2,0,2
"E00033103",117,75,32,43,0,30,6,24,7,7,0,0,0,5
"E00033104",109,73,38,35,0,27,12,15,8,7,0,1,0,1
"E00033105",118,113,69,44,0,1,0,1,3,2,0,1,0,1
"E00033106",125,56,22,34,0,52,15,37,14,13,0,1,0,3
"E00033107",121,103,46,57,0,9,1,8,7,6,0,0,1,2
"E00033108",119,85,33,52,0,21,8,13,12,12,0,0,0,1
"E00033109",123,107,60,47,1,0,0,0,14,11,0,3,0,1
"E00033110",142,116,58,58,0,5,1,4,21,21,0,0,0,0
"E00033112",115,112,58,54,0,0,0,0,3,3,0,0,0,0
"E00033113",117,97,56,41,0,1,0,1,19,19,0,0,0,0
"E00033114",113,112,58,54,0,1,0,1,0,0,0,0,0,0
"E00033115",92,73,48,25,1,1,0,1,17,15,0,2,0,0
"E00033116",101,53,44,9,0,35,4,31,12,11,1,0,0,1
"E00033117",154,124,62,62,0,23,0,23,6,5,0,1,0,1
"E00033118",129,123,63,60,0,1,0,1,4,3,0,1,0,1
"E00033119",109,102,58,44,0,0,0,0,6,5,0,1,0,1
"E00033120",132,105,49,56,5,2,0,2,20,19,0,1,0,0
"E00033121",119,87,59,28,1,24,2,22,3,3,0,0,0,4
"E00033122",121,107,67,40,1,2,1,1,8,7,0,1,0,3
"E00033123",123,116,84,32,0,3,0,3,2,1,0,1,0,2
"E00033124",120,106,48,58,0,6,0,6,7,7,0,0,0,1
"E00033125",111,38,14,24,0,60,11,49,11,11,0,0,0,2
"E00033126",111,102,61,41,0,3,1,2,6,5,0,1,0,0
"E00033127",194,115,36,79,0,51,12,39,21,19,0,2,0,7
"E00033128",111,73,35,38,0,33,5,28,3,1,0,0,2,2
"E00033129",108,99,64,35,0,0,0,0,8,7,0,1,0,1
"E00033130",126,120,58,62,0,0,0,0,6,6,0,0,0,0
"E00033131",130,77,39,38,0,45,8,37,7,5,0,2,0,1
"E00033132",158,115,48,67,1,6,0,6,35,31,0,4,0,1
"E00033133",144,12,5,7,0,122,4,118,7,7,0,0,0,3
"E00033134",111,46,25,21,0,15,3,12,48,43,0,5,0,2
"E00033135",183,94,43,51,0,7,3,4,81,78,1,1,1,1
"E00033136",99,41,24,17,1,31,2,29,21,19,0,2,0,5
"E00033137",167,35,19,16,0,66,4,62,66,55,0,9,2,0
"E00033138",113,21,12,9,1,24,0,24,64,62,1,1,0,3
"E00033139",149,64,39,25,0,70,6,64,14,11,0,3,0,1
"E00033140",94,67,32,35,0,2,1,1,25,24,0,1,0,0
"E00033141",85,56,36,20,1,2,2,0,26,23,0,3,0,0
"E00033142",117,69,29,40,0,1,0,1,42,37,0,4,1,5
"E00033143",127,47,18,29,0,8,1,7,69,67,0,2,0,3
"E00033144",126,45,24,21,0,7,2,5,72,71,0,1,0,2
"E00033145",122,69,31,38,0,3,1,2,47,45,0,0,2,3
"E00033146",124,68,27,41,1,3,0,3,52,51,0,1,0,0
"E00033147",127,106,52,54,0,2,0,2,16,16,0,0,0,3
"E00033148",116,74,34,40,0,3,0,3,38,38,0,0,0,1
"E00033149",98,43,24,19,1,9,3,6,45,44,0,1,0,0
"E00033150",146,53,22,31,0,9,1,8,81,81,0,0,0,3
"E00033151",125,40,26,14,0,31,2,29,52,52,0,0,0,2
"E00033152",146,50,24,26,2,15,4,11,78,74,0,2,2,1
"E00033153",167,105,54,51,0,2,1,1,58,56,0,2,0,2
"E00033154",102,22,17,5,1,10,2,8,69,69,0,0,0,0
"E00033155",155,82,44,38,0,3,0,3,67,64,0,3,0,3
"E00033156",122,44,28,16,0,20,0,20,57,53,0,4,0,1
"E00033157",140,54,27,27,0,24,2,22,60,58,0,0,2,2
"E00033158",130,45,16,29,0,23,1,22,60,58,0,2,0,2
"E00033159",87,22,10,12,0,32,7,25,31,29,0,0,2,2
"E00033160",167,56,32,24,0,41,1,40,61,52,0,5,4,9
"E00033161",137,63,20,43,1,55,0,55,17,16,0,1,0,1
"E00033162",131,19,10,9,0,59,3,56,50,45,0,4,1,3
"E00033163",136,23,10,13,0,54,3,51,54,52,0,0,2,5
"E00033164",152,105,37,68,0,1,0,1,45,40,0,4,1,1
"E00033165",117,24,10,14,0,79,22,57,8,8,0,0,0,6
"E00033166",113,40,32,8,0,66,21,45,4,4,0,0,0,3
"E00033167",130,86,37,49,0,2,0,2,42,41,0,0,1,0
"E00033168",122,99,52,47,0,9,2,7,14,12,0,2,0,0
"E00033169",122,105,51,54,0,2,1,1,14,11,0,3,0,1
"E00033170",142,116,48,68,1,3,0,3,21,19,0,2,0,1
"E00033171",136,112,40,72,1,5,0,5,18,17,0,1,0,0
"E00033172",122,18,9,9,0,78,0,78,26,25,0,1,0,0
"E00033173",129,103,40,63,0,11,0,11,12,10,0,2,0,3
"E00033174",114,10,4,6,0,96,8,88,6,5,0,1,0,2
"E00033175",107,69,31,38,1,27,6,21,9,9,0,0,0,1
"E00033176",99,41,19,22,0,27,0,27,31,29,0,2,0,0
"E00033177",130,98,40,58,0,5,3,2,25,25,0,0,0,2
"E00033178",88,30,13,17,1,28,0,28,25,23,0,2,0,4
"E00033179",136,43,13,30,0,61,10,51,29,26,0,3,0,3
"E00033181",155,54,24,30,0,23,1,22,78,77,0,1,0,0
"E00033182",184,32,14,18,3,48,1,47,97,97,0,0,0,4
"E00033183",207,43,17,26,1,30,0,30,133,131,0,2,0,0
"E00033185",117,48,19,29,0,1,0,1,68,66,0,0,2,0
"E00033186",105,25,10,15,2,13,1,12,65,63,0,1,1,0
"E00033187",129,27,9,18,2,23,0,23,76,73,1,2,0,1
"E00033188",113,52,28,24,2,17,1,16,42,35,0,5,2,0
"E00033189",208,31,22,9,0,104,2,102,66,60,1,4,1,7
"E00033190",226,36,20,16,0,106,8,98,76,71,0,2,3,8
"E00033191",128,39,23,16,1,13,2,11,73,69,0,4,0,2
"E00033192",118,33,16,17,0,5,0,5,79,76,0,2,1,1
"E00033193",114,62,27,35,0,4,0,4,47,41,0,4,2,1
"E00033194",117,41,18,23,1,11,0,11,61,54,0,7,0,3
"E00033195",105,57,21,36,1,4,1,3,42,39,0,3,0,1
"E00033196",137,13,6,7,0,31,10,21,92,92,0,0,0,1
"E00033197",236,44,15,29,2,153,3,150,34,32,0,2,0,3
"E00033198",135,69,34,35,3,8,0,8,55,55,0,0,0,0
"E00033199",137,17,15,2,1,110,3,107,7,7,0,0,0,2
"E00033200",126,13,6,7,1,88,1,87,22,22,0,0,0,2
"E00033201",91,41,15,26,0,11,0,11,39,36,0,3,0,0
"E00033202",98,46,20,26,0,5,0,5,46,41,0,5,0,1
"E00033203",101,62,29,33,0,3,0,3,36,35,0,1,0,0
"E00033204",105,63,28,35,0,1,0,1,40,35,0,3,2,1
"E00033206",117,23,14,9,0,53,1,52,38,34,4,0,0,3
"E00033207",179,16,8,8,0,101,7,94,56,54,2,0,0,6
"E00033208",143,9,6,3,1,66,5,61,62,59,0,1,2,5
"E00033209",208,19,12,7,0,129,12,117,56,52,3,1,0,4
"E00033210",133,17,9,8,2,62,3,59,51,50,0,0,1,1
"E00033211",145,38,24,14,0,60,5,55,43,40,0,2,1,4
"E00033212",123,32,18,14,3,57,1,56,30,30,0,0,0,1
"E00033213",136,58,41,17,3,0,0,0,73,70,0,3,0,2
"E00033214",223,51,33,18,2,72,2,70,97,89,1,3,4,1
"E00033215",147,19,9,10,4,75,6,69,48,44,2,0,2,1
"E00033216",150,29,10,19,9,62,3,59,50,50,0,0,0,0
"E00033217",158,38,26,12,0,24,1,23,93,93,0,0,0,3
"E00033218",106,69,30,39,0,8,0,8,28,28,0,0,0,1
"E00033219",181,57,21,36,0,46,2,44,77,70,0,7,0,1
"E00033220",135,43,19,24,0,5,0,5,87,81,0,6,0,0
"E00033221",170,4,2,2,0,80,8,72,83,83,0,0,0,3
"E00033222",135,2,1,1,0,116,2,114,17,16,0,1,0,0
"E00033223",171,15,7,8,2,34,1,33,120,119,0,0,1,0
"E00033224",148,22,8,14,4,102,5,97,16,16,0,0,0,4
"E00033225",160,23,11,12,1,86,5,81,45,43,0,2,0,5
"E00033226",187,36,21,15,1,112,12,100,34,34,0,0,0,4
"E00033227",136,9,4,5,0,114,1,113,13,13,0,0,0,0
"E00033228",208,29,13,16,1,104,16,88,71,71,0,0,0,3
"E00033229",128,108,61,47,0,6,2,4,13,11,0,2,0,1
"E00033230",114,95,61,34,0,8,1,7,11,9,0,2,0,0
"E00033231",113,35,25,10,0,38,6,32,37,37,0,0,0,3
"E00033235",122,21,11,10,1,78,9,69,19,18,0,1,0,3
"E00033237",146,10,5,5,0,133,9,124,3,3,0,0,0,0
"E00033238",182,45,30,15,0,118,7,111,18,16,0,1,1,1
"E00033242",104,22,8,14,0,82,28,54,0,0,0,0,0,0
"E00033245",167,25,11,14,0,124,13,111,17,16,0,1,0,1
"E00033246",121,44,22,22,0,56,7,49,20,20,0,0,0,1
"E00033247",148,67,40,27,0,41,2,39,38,36,0,1,1,2
"E00033248",250,6,4,2,2,230,67,163,6,5,0,0,1,6
"E00033249",132,44,20,24,0,59,8,51,28,25,0,3,0,1
"E00033250",126,29,20,9,0,65,7,58,30,28,0,0,2,2
"E00033251",106,15,6,9,0,57,5,52,34,34,0,0,0,0
"E00033252",169,18,12,6,1,133,16,117,16,16,0,0,0,1
"E00033253",132,24,10,14,1,73,11,62,32,31,0,1,0,2
"E00033254",152,41,20,21,0,90,14,76,18,16,1,1,0,3
"E00033255",126,54,25,29,0,64,18,46,6,4,0,2,0,2
"E00033256",100,64,39,25,2,23,9,14,9,5,0,3,1,2
"E00033257",180,79,44,35,0,60,22,38,36,36,0,0,0,5
"E00033258",157,15,8,7,0,126,39,87,8,7,0,0,1,8
"E00033259",80,20,9,11,0,34,1,33,26,26,0,0,0,0
"E00033260",129,46,29,17,2,45,4,41,36,36,0,0,0,0
"E00033261",110,34,17,17,0,45,7,38,30,30,0,0,0,1
"E00033262",96,20,17,3,1,23,0,23,50,49,0,1,0,2
"E00033263",89,18,10,8,0,30,0,30,37,37,0,0,0,4
"E00033264",147,37,24,13,0,95,19,76,12,10,0,1,1,3
"E00033265",126,62,32,30,0,60,17,43,4,4,0,0,0,0
"E00033266",147,80,40,40,0,56,15,41,8,8,0,0,0,3
"E00033267",141,44,17,27,1,67,1,66,25,24,0,1,0,4
"E00033268",121,95,50,45,1,13,6,7,10,10,0,0,0,2
"E00033269",92,58,28,30,0,27,10,17,5,5,0,0,0,2
"E00033270",128,109,45,64,0,11,4,7,7,6,0,1,0,1
"E00033271",126,115,43,72,0,1,1,0,9,9,0,0,0,1
"E00033272",120,107,53,54,0,4,1,3,9,9,0,0,0,0
"E00033274",122,66,26,40,0,45,21,24,10,9,0,0,1,1
"E00033275",142,73,25,48,1,62,6,56,6,5,0,1,0,0
"E00033276",127,54,14,40,0,34,9,25,32,30,0,2,0,7
"E00033277",99,51,28,23,0,37,13,24,11,11,0,0,0,0
"E00033278",107,69,27,42,0,10,0,10,25,24,0,0,1,3
"E00033279",139,66,24,42,1,34,0,34,38,36,2,0,0,0
"E00033281",136,82,33,49,1,20,0,20,31,29,0,2,0,2
"E00033282",125,82,35,47,0,27,5,22,14,14,0,0,0,2
"E00033283",118,85,45,40,0,29,5,24,4,4,0,0,0,0
"E00033284",182,9,4,5,0,147,38,109,22,17,0,5,0,4
"E00033285",135,83,38,45,0,21,1,20,30,30,0,0,0,1
"E00033286",128,32,18,14,0,80,7,73,15,15,0,0,0,1
"E00033287",115,93,29,64,0,3,2,1,19,18,0,1,0,0
"E00033288",121,107,39,68,0,1,0,1,13,12,0,0,1,0
"E00033289",105,91,35,56,0,1,0,1,11,7,0,3,1,2
"E00033290",88,78,21,57,0,4,1,3,6,6,0,0,0,0
"E00033291",185,132,37,95,0,21,5,16,32,29,1,2,0,0
"E00033292",106,81,29,52,1,6,1,5,18,14,2,2,0,0
"E00033293",145,61,18,43,6,67,6,61,11,10,0,1,0,0
"E00033294",130,42,22,20,1,22,1,21,64,61,0,2,1,1
"E00033295",108,96,47,49,0,3,0,3,8,7,0,1,0,1
"E00033296",111,94,49,45,0,1,0,1,15,13,1,0,1,1
"E00033297",143,61,22,39,12,53,12,41,16,13,0,3,0,1
"E00033298",129,76,33,43,0,44,17,27,4,4,0,0,0,5
"E00033299",117,87,49,38,0,18,2,16,6,4,0,1,1,6
"E00033300",112,58,25,33,1,43,13,30,9,9,0,0,0,1
"E00033301",120,51,15,36,0,54,13,41,14,13,0,1,0,1
"E00033302",105,43,23,20,0,57,18,39,5,5,0,0,0,0
"E00033304",102,67,31,36,0,22,6,16,12,11,0,0,1,1
"E00033305",121,78,36,42,2,36,8,28,3,3,0,0,0,2
"E00033306",122,68,37,31,0,41,14,27,9,5,0,2,2,4
"E00033307",124,41,15,26,0,69,21,48,10,10,0,0,0,4
"E00033308",122,66,29,37,0,43,12,31,13,13,0,0,0,0
"E00033309",135,41,16,25,0,74,23,51,17,17,0,0,0,3
"E00033310",127,52,25,27,0,59,10,49,16,14,0,2,0,0
"E00033312",133,67,36,31,0,51,16,35,12,11,0,0,1,3
"E00033313",137,59,29,30,0,69,19,50,5,5,0,0,0,4
"E00033314",130,90,38,52,0,34,9,25,5,3,0,1,1,1
"E00033315",130,85,44,41,0,35,13,22,6,3,0,2,1,4
"E00033316",144,123,52,71,0,2,0,2,17,16,0,1,0,2
"E00033317",152,134,53,81,0,7,0,7,9,9,0,0,0,2
"E00033318",153,71,27,44,0,65,22,43,14,12,0,2,0,3
"E00033319",164,151,71,80,0,1,0,1,9,8,0,1,0,3
"E00033320",130,122,60,62,0,0,0,0,8,7,0,1,0,0
"E00033322",118,111,55,56,0,2,1,1,4,4,0,0,0,1
"E00033323",107,105,60,45,0,0,0,0,2,1,0,1,0,0
"E00033324",113,107,50,57,0,1,1,0,5,5,0,0,0,0
"E00033326",106,104,54,50,0,0,0,0,1,1,0,0,0,1
"E00033327",124,117,60,57,0,0,0,0,7,7,0,0,0,0
"E00033328",119,39,15,24,0,68,17,51,8,8,0,0,0,4
"E00033329",131,114,50,64,0,1,0,1,14,13,0,0,1,2
"E00033330",130,118,62,56,0,1,1,0,11,11,0,0,0,0
"E00033331",134,123,66,57,0,3,0,3,8,7,0,1,0,0
"E00033332",108,99,40,59,0,1,0,1,7,6,0,1,0,1
"E00033333",121,113,58,55,0,1,1,0,7,4,0,3,0,0
"E00033334",108,93,45,48,0,1,0,1,13,12,0,1,0,1
"E00033335",108,104,60,44,0,1,0,1,3,3,0,0,0,0
"E00033336",121,113,53,60,0,1,1,0,7,6,0,1,0,0
"E00033337",85,78,43,35,0,2,0,2,3,3,0,0,0,2
"E00033338",90,86,38,48,0,1,0,1,2,2,0,0,0,1
"E00033339",132,105,50,55,0,3,0,3,23,22,0,1,0,1
"E00033340",103,102,37,65,0,0,0,0,1,0,0,0,1,0
"E00033341",115,110,55,55,0,1,0,1,4,4,0,0,0,0
"E00033342",126,120,71,49,0,2,1,1,4,4,0,0,0,0
"E00033343",96,88,35,53,0,0,0,0,7,6,0,1,0,1
"E00033344",139,123,58,65,0,1,0,1,15,10,4,1,0,0
"E00033345",129,119,56,63,1,2,0,2,6,6,0,0,0,1
"E00033346",124,90,49,41,0,2,0,2,30,27,1,2,0,2
"E00033347",121,106,55,51,0,1,0,1,11,9,0,2,0,3
"E00033348",112,103,54,49,0,2,1,1,4,2,0,2,0,3
"E00033349",154,53,28,25,6,59,6,53,36,35,0,0,1,0
"E00033350",122,113,58,55,0,2,0,2,7,7,0,0,0,0
"E00033351",124,78,42,36,0,33,13,20,9,8,0,1,0,4
"E00033352",108,88,37,51,0,3,0,3,16,14,0,1,1,1
"E00033353",103,91,47,44,0,1,1,0,10,9,0,0,1,1
"E00033354",150,21,8,13,0,115,25,90,4,4,0,0,0,10
"E00033355",113,86,27,59,0,1,0,1,26,26,0,0,0,0
"E00033356",137,110,43,67,2,15,5,10,9,9,0,0,0,1
"E00033357",125,66,38,28,1,47,20,27,9,8,0,1,0,2
"E00033358",95,48,28,20,0,36,18,18,10,9,0,0,1,1
"E00033359",161,90,43,47,1,8,3,5,61,60,0,1,0,1
"E00033360",155,130,73,57,0,13,5,8,11,8,0,3,0,1
"E00033361",174,136,48,88,0,3,0,3,34,33,0,0,1,1
"E00033362",106,95,26,69,0,1,0,1,10,9,0,1,0,0
"E00033363",87,68,23,45,0,2,0,2,17,15,0,1,1,0
"E00033364",134,122,66,56,0,1,1,0,10,6,0,4,0,1
"E00033365",172,145,65,80,0,2,1,1,20,20,0,0,0,5
"E00033366",108,98,55,43,0,0,0,0,10,10,0,0,0,0
"E00033367",137,81,26,55,0,4,0,4,52,48,0,3,1,0
"E00033368",124,90,47,43,0,2,0,2,31,27,0,4,0,1
"E00033369",137,122,50,72,0,4,0,4,10,10,0,0,0,1
"E00033370",141,86,41,45,1,29,0,29,22,18,0,4,0,3
"E00033371",124,104,51,53,0,1,0,1,19,19,0,0,0,0
"E00033372",112,84,29,55,1,2,1,1,24,24,0,0,0,1
"E00033373",181,142,68,74,1,6,0,6,32,31,0,1,0,0
"E00033374",140,107,56,51,1,4,0,4,25,23,0,2,0,3
"E00033375",140,122,75,47,0,0,0,0,15,15,0,0,0,3
"E00033376",135,123,77,46,0,3,0,3,7,5,0,2,0,2
"E00033377",133,108,49,59,0,1,0,1,23,21,0,2,0,1
"E00033378",137,117,68,49,0,2,0,2,18,16,0,2,0,0
"E00033379",130,92,33,59,0,1,0,1,37,34,0,3,0,0
"E00033380",106,92,41,51,0,3,1,2,11,11,0,0,0,0
"E00033381",130,110,83,27,2,2,1,1,13,13,0,0,0,3
"E00033382",123,112,48,64,0,2,0,2,9,9,0,0,0,0
"E00033383",133,114,52,62,0,0,0,0,19,14,0,5,0,0
"E00033384",146,125,63,62,0,1,0,1,18,17,0,1,0,2
"E00033385",156,107,46,61,0,9,1,8,40,35,0,4,1,0
"E00033386",140,101,34,67,1,23,0,23,15,15,0,0,0,0
"E00033387",122,40,16,24,0,28,2,26,54,52,0,2,0,0
"E00033388",162,26,11,15,9,102,1,101,22,19,0,3,0,3
"E00033389",118,99,33,66,0,9,2,7,9,6,0,1,2,1
"E00033391",164,66,27,39,2,35,10,25,60,55,0,5,0,1
"E00033392",149,46,19,27,0,17,3,14,83,79,0,4,0,3
"E00033394",139,62,22,40,0,34,7,27,43,41,0,1,1,0
"E00033395",156,59,28,31,0,10,5,5,86,81,0,4,1,1
"E00033396",126,102,58,44,0,7,0,7,13,11,0,2,0,4
"E00033397",125,109,38,71,0,8,5,3,5,5,0,0,0,3
"E00033399",128,116,52,64,0,1,0,1,11,8,0,3,0,0
"E00033400",118,115,49,66,0,1,0,1,2,2,0,0,0,0
"E00033401",102,91,38,53,0,2,0,2,8,8,0,0,0,1
"E00033402",134,74,32,42,3,8,1,7,49,46,0,3,0,0
"E00033403",144,123,57,66,0,1,0,1,16,15,0,1,0,4
"E00033404",162,76,43,33,0,20,1,19,64,53,2,9,0,2
"E00033405",129,102,40,62,1,1,1,0,23,22,0,1,0,2
"E00033406",126,109,49,60,0,0,0,0,15,15,0,0,0,2
"E00033407",138,66,33,33,1,7,1,6,63,62,0,1,0,1
"E00033408",123,78,31,47,0,4,1,3,41,36,0,3,2,0
"E00033409",166,139,107,32,1,1,0,1,21,20,1,0,0,4
"E00033410",121,84,34,50,0,2,0,2,35,34,0,1,0,0
"E00033411",119,108,57,51,0,1,0,1,10,10,0,0,0,0
"E00033412",146,97,43,54,0,2,0,2,46,46,0,0,0,1
"E00033413",111,45,20,25,0,4,0,4,62,60,0,2,0,0
"E00033414",135,86,33,53,0,3,0,3,42,40,0,1,1,4
"E00033415",94,88,35,53,0,3,0,3,2,2,0,0,0,1
"E00033416",144,84,26,58,0,7,0,7,53,51,0,1,1,0
"E00033417",144,104,40,64,0,2,0,2,36,32,0,3,1,2
"E00033418",144,131,66,65,0,4,1,3,8,6,0,0,2,1
"E00033419",119,112,57,55,0,3,1,2,3,3,0,0,0,1
"E00033420",155,97,44,53,0,7,2,5,48,45,0,3,0,3
"E00033421",128,71,25,46,0,0,0,0,56,52,0,4,0,1
"E00033422",172,160,76,84,0,3,2,1,9,9,0,0,0,0
"E00033423",126,89,34,55,0,1,0,1,36,36,0,0,0,0
