"GeographyCode","KS401EW0001","KS401EW0002","KS401EW0003","KS401EW0004","KS401EW0005","KS401EW0006","KS401EW0007","KS401EW0008","KS401EW0009","KS401EW0010","KS401EW0011","KS401EW0012","KS401EW0013","KS401EW0014","KS401EW0015","KS401EW0016","KS401EW0017","KS401EW0018","KS401EW0019","KS401EW0020","KS401EW0021","KS401EW0022","KS401EW0023","KS401EW0024","KS401EW0025","KS401EW0026"
"E01006578",560,560,0,0,560,554,6,8,530,8,7,1,6,0,100,0,0,98.9285714285714,1.07142857142857,1.42857142857143,94.6428571428571,1.42857142857143,1.25,0.178571428571429,1.07142857142857,0
"E01006579",622,622,0,0,622,618,4,18,591,8,2,2,1,0,100,0,0,99.3569131832797,0.643086816720257,2.89389067524116,95.016077170418,1.28617363344051,0.321543408360129,0.321543408360129,0.160771704180064,0
"E01006580",523,523,0,0,523,515,8,108,404,9,1,0,1,0,100,0,0,98.4703632887189,1.52963671128107,20.6500956022945,77.2466539196941,1.7208413001912,0.191204588910134,0,0.191204588910134,0
"E01006581",619,619,0,0,619,607,12,31,551,9,3,1,24,0,100,0,0,98.0613893376414,1.93861066235864,5.00807754442649,89.0145395799677,1.45395799676898,0.484652665589661,0.161550888529887,3.87722132471729,0
"E01006582",598,598,0,0,598,585,13,52,491,17,24,4,10,0,100,0,0,97.8260869565217,2.17391304347826,8.69565217391304,82.1070234113712,2.84280936454849,4.0133779264214,0.668896321070234,1.67224080267559,0
"E01006583",475,475,0,0,475,467,8,155,308,10,2,0,0,0,100,0,0,98.3157894736842,1.68421052631579,32.6315789473684,64.8421052631579,2.10526315789474,0.421052631578947,0,0,0
"E01006584",627,627,0,0,627,611,16,25,379,118,44,55,6,0,100,0,0,97.4481658692185,2.5518341307815,3.98724082934609,60.4465709728868,18.8197767145136,7.01754385964912,8.7719298245614,0.956937799043062,0
"E01006585",662,662,0,0,662,641,21,43,303,127,180,1,8,0,100,0,0,96.8277945619335,3.17220543806647,6.49546827794562,45.7703927492447,19.1842900302115,27.190332326284,0.151057401812689,1.20845921450151,0
"E01006586",921,917,0,4,946,921,25,92,248,244,271,89,2,0,99.5656894679696,0,0.434310532030402,97.3572938689218,2.64270613107822,9.72515856236786,26.215644820296,25.7928118393235,28.646934460888,9.40803382663848,0.211416490486258,0
"E01006587",749,749,0,0,749,717,32,129,260,138,169,52,1,0,100,0,0,95.7276368491322,4.27236315086782,17.2229639519359,34.7129506008011,18.4245660881175,22.5634178905207,6.94259012016021,0.133511348464619,0
"E01006588",748,748,0,0,748,702,46,23,158,351,144,65,7,0,100,0,0,93.8502673796791,6.14973262032086,3.07486631016043,21.1229946524064,46.9251336898396,19.2513368983957,8.68983957219251,0.935828877005348,0
"E01006589",611,611,0,0,611,599,12,38,538,20,11,3,1,0,100,0,0,98.0360065466449,1.96399345335516,6.21931260229133,88.0523731587561,3.27332242225859,1.80032733224223,0.490998363338789,0.16366612111293,0
"E01006590",739,739,0,0,739,701,38,4,38,587,66,42,2,0,100,0,0,94.8579161028417,5.14208389715832,0.54127198917456,5.14208389715832,79.4316644113667,8.93098782138024,5.68335588633288,0.27063599458728,0
"E01006591",695,695,0,0,695,671,24,13,247,346,8,64,17,0,100,0,0,96.5467625899281,3.45323741007194,1.8705035971223,35.5395683453237,49.7841726618705,1.15107913669065,9.20863309352518,2.44604316546763,0
"E01006592",656,656,0,0,656,624,32,119,257,120,128,27,5,0,100,0,0,95.1219512195122,4.8780487804878,18.140243902439,39.1768292682927,18.2926829268293,19.5121951219512,4.11585365853659,0.76219512195122,0
"E01006593",708,705,1,2,721,662,59,7,26,604,15,42,27,0,99.5762711864407,0.141242937853107,0.282485875706215,91.8169209431345,8.18307905686546,0.970873786407767,3.60610263522885,83.7725381414702,2.08044382801664,5.8252427184466,3.74479889042996,0
"E01006594",591,591,0,0,591,579,12,261,166,18,143,3,0,0,100,0,0,97.9695431472081,2.03045685279188,44.1624365482233,28.087986463621,3.04568527918782,24.1962774957699,0.50761421319797,0,0
"E01006595",849,849,0,0,849,812,37,19,280,466,53,7,24,0,100,0,0,95.6419316843345,4.35806831566549,2.2379269729093,32.979976442874,54.8881036513545,6.24263839811543,0.824499411071849,2.82685512367491,0
"E01006596",618,617,0,1,624,597,27,11,466,97,20,20,10,0,99.8381877022654,0,0.161812297734628,95.6730769230769,4.32692307692308,1.76282051282051,74.6794871794872,15.5448717948718,3.2051282051282,3.2051282051282,1.6025641025641,0
"E01006597",722,722,0,0,722,683,39,81,392,100,114,32,3,0,100,0,0,94.5983379501385,5.4016620498615,11.218836565097,54.2936288088643,13.8504155124654,15.7894736842105,4.43213296398892,0.415512465373961,0
"E01006598",615,615,0,0,615,604,11,29,170,341,68,7,0,0,100,0,0,98.2113821138211,1.78861788617886,4.71544715447155,27.6422764227642,55.4471544715447,11.0569105691057,1.13821138211382,0,0
"E01006599",492,492,0,0,492,482,10,19,120,352,1,0,0,0,100,0,0,97.9674796747967,2.03252032520325,3.86178861788618,24.390243902439,71.5447154471545,0.203252032520325,0,0,0
"E01006600",596,596,0,0,596,592,4,11,316,265,2,2,0,0,100,0,0,99.3288590604027,0.671140939597315,1.84563758389262,53.0201342281879,44.4630872483221,0.335570469798658,0.335570469798658,0,0
"E01006603",605,605,0,0,605,594,11,20,278,299,2,0,6,0,100,0,0,98.1818181818182,1.81818181818182,3.30578512396694,45.9504132231405,49.4214876033058,0.330578512396694,0,0.991735537190083,0
"E01006604",583,583,0,0,583,571,12,11,260,309,3,0,0,0,100,0,0,97.9416809605489,2.05831903945112,1.88679245283019,44.5969125214408,53.0017152658662,0.514579759862779,0,0,0
"E01006605",717,717,0,0,717,696,21,15,358,177,138,2,26,1,100,0,0,97.071129707113,2.92887029288703,2.09205020920502,49.9302649930265,24.6861924686192,19.2468619246862,0.278940027894003,3.62622036262204,0.139470013947001
"E01006606",735,735,0,0,735,723,12,41,260,356,30,36,12,0,100,0,0,98.3673469387755,1.63265306122449,5.57823129251701,35.3741496598639,48.4353741496599,4.08163265306122,4.89795918367347,1.63265306122449,0
"E01006607",660,660,0,0,660,641,19,15,369,255,17,0,4,0,100,0,0,97.1212121212121,2.87878787878788,2.27272727272727,55.9090909090909,38.6363636363636,2.57575757575758,0,0.606060606060606,0
"E01006608",575,575,0,0,575,563,12,9,84,411,67,4,0,0,100,0,0,97.9130434782609,2.08695652173913,1.56521739130435,14.6086956521739,71.4782608695652,11.6521739130435,0.695652173913043,0,0
"E01006609",618,618,0,0,618,576,42,8,62,494,15,20,19,0,100,0,0,93.2038834951456,6.79611650485437,1.29449838187702,10.0323624595469,79.9352750809062,2.42718446601942,3.23624595469256,3.07443365695793,0
"E01006610",718,718,0,0,718,669,49,7,24,541,103,29,14,0,100,0,0,93.1754874651811,6.82451253481894,0.974930362116992,3.34261838440111,75.3481894150418,14.3454038997214,4.03899721448468,1.94986072423398,0
"E01006611",793,792,0,1,795,742,53,17,21,728,7,5,17,0,99.8738965952081,0,0.126103404791929,93.3333333333333,6.66666666666667,2.13836477987421,2.64150943396226,91.5723270440252,0.880503144654088,0.628930817610063,2.13836477987421,0
"E01006612",746,746,0,0,746,740,6,20,328,222,174,1,1,0,100,0,0,99.1957104557641,0.804289544235925,2.68096514745308,43.9678284182306,29.7587131367292,23.3243967828418,0.134048257372654,0.134048257372654,0
"E01006613",625,625,0,0,625,611,14,10,202,292,117,0,4,0,100,0,0,97.76,2.24,1.6,32.32,46.72,18.72,0,0.64,0
"E01006614",713,713,0,0,713,667,46,12,10,665,15,7,4,0,100,0,0,93.5483870967742,6.45161290322581,1.68302945301543,1.40252454417952,93.2678821879383,2.10378681626928,0.981767180925666,0.561009817671809,0
"E01006615",703,703,0,0,703,663,40,15,51,601,19,0,17,0,100,0,0,94.3100995732575,5.68990042674253,2.13371266002845,7.25462304409673,85.4907539118065,2.7027027027027,0,2.41820768136558,0
"E01006616",620,620,0,0,620,613,7,24,275,256,59,1,5,0,100,0,0,98.8709677419355,1.12903225806452,3.87096774193548,44.3548387096774,41.2903225806452,9.51612903225806,0.161290322580645,0.806451612903226,0
"E01006617",667,667,0,0,667,650,17,116,257,186,85,13,10,0,100,0,0,97.4512743628186,2.54872563718141,17.3913043478261,38.5307346326837,27.8860569715142,12.743628185907,1.94902548725637,1.49925037481259,0
"E01006618",697,697,0,0,697,692,5,14,456,198,27,2,0,0,100,0,0,99.2826398852224,0.717360114777618,2.00860832137733,65.4232424677188,28.4074605451937,3.87374461979914,0.286944045911047,0,0
"E01006619",749,749,0,0,749,734,15,13,318,283,79,47,9,0,100,0,0,97.9973297730307,2.00267022696929,1.73564753004005,42.456608811749,37.7837116154873,10.5473965287049,6.27503337783712,1.20160213618158,0
"E01006620",656,656,0,0,656,625,31,44,390,40,163,2,17,0,100,0,0,95.2743902439024,4.72560975609756,6.70731707317073,59.4512195121951,6.09756097560976,24.8475609756098,0.304878048780488,2.59146341463415,0
"E01006621",607,607,0,0,607,584,23,184,227,84,96,14,2,0,100,0,0,96.2108731466227,3.78912685337726,30.3130148270181,37.3970345963756,13.838550247117,15.8154859967051,2.30642504118616,0.329489291598023,0
"E01006622",601,601,0,0,601,586,15,31,520,22,25,1,2,0,100,0,0,97.504159733777,2.49584026622296,5.15806988352745,86.522462562396,3.66056572379368,4.15973377703827,0.166389351081531,0.332778702163062,0
"E01006623",536,536,0,0,536,527,9,412,110,11,3,0,0,0,100,0,0,98.3208955223881,1.67910447761194,76.865671641791,20.5223880597015,2.05223880597015,0.559701492537313,0,0,0
"E01006624",733,733,0,0,733,702,31,160,176,259,130,7,1,0,100,0,0,95.7708049113233,4.22919508867667,21.8281036834925,24.0109140518417,35.3342428376535,17.7353342428377,0.954979536152797,0.136425648021828,0
"E01006625",623,623,0,0,623,609,14,6,401,158,43,3,12,0,100,0,0,97.752808988764,2.24719101123596,0.963081861958266,64.3659711075441,25.3611556982343,6.90208667736758,0.481540930979133,1.92616372391653,0
"E01006626",606,606,0,0,606,593,13,39,418,97,47,0,5,0,100,0,0,97.8547854785479,2.14521452145215,6.43564356435644,68.976897689769,16.006600660066,7.75577557755776,0,0.825082508250825,0
"E01006627",609,609,0,0,609,600,9,107,293,159,43,5,2,0,100,0,0,98.5221674876847,1.47783251231527,17.5697865353038,48.111658456486,26.1083743842365,7.06075533661741,0.821018062397373,0.328407224958949,0
"E01006628",680,680,0,0,680,651,29,174,43,370,56,29,8,0,100,0,0,95.7352941176471,4.26470588235294,25.5882352941176,6.32352941176471,54.4117647058823,8.23529411764706,4.26470588235294,1.17647058823529,0
"E01006629",592,592,0,0,592,573,19,25,363,87,96,12,9,0,100,0,0,96.7905405405405,3.20945945945946,4.22297297297297,61.3175675675676,14.6959459459459,16.2162162162162,2.02702702702703,1.52027027027027,0
"E01006630",565,565,0,0,565,555,10,25,217,235,71,4,13,0,100,0,0,98.2300884955752,1.76991150442478,4.42477876106195,38.4070796460177,41.5929203539823,12.5663716814159,0.707964601769911,2.30088495575221,0
"E01006632",911,908,2,1,915,884,31,25,58,558,219,28,27,0,99.6706915477497,0.21953896816685,0.109769484083425,96.6120218579235,3.3879781420765,2.73224043715847,6.33879781420765,60.983606557377,23.9344262295082,3.06010928961749,2.95081967213115,0
"E01006633",721,721,0,0,721,699,22,16,156,414,123,9,3,0,100,0,0,96.9486823855756,3.05131761442441,2.21914008321775,21.6366158113731,57.4202496532594,17.0596393897365,1.24826629680999,0.416088765603329,0
"E01006637",707,707,0,0,707,670,37,58,213,424,3,6,3,0,100,0,0,94.7666195190948,5.23338048090523,8.2036775106082,30.1272984441301,59.97171145686,0.424328147100424,0.848656294200849,0.424328147100424,0
"E01006638",534,534,0,0,534,518,16,33,112,379,8,1,1,0,100,0,0,97.0037453183521,2.99625468164794,6.17977528089888,20.9737827715356,70.9737827715356,1.49812734082397,0.187265917602996,0.187265917602996,0
"E01006639",672,672,0,0,672,640,32,78,325,232,37,0,0,0,100,0,0,95.2380952380952,4.76190476190476,11.6071428571429,48.3630952380952,34.5238095238095,5.50595238095238,0,0,0
"E01006640",778,778,0,0,778,760,18,203,395,106,62,8,4,0,100,0,0,97.6863753213368,2.31362467866324,26.0925449871465,50.7712082262211,13.6246786632391,7.96915167095116,1.02827763496144,0.51413881748072,0
"E01006641",646,646,0,0,646,633,13,22,451,168,4,0,1,0,100,0,0,97.9876160990712,2.01238390092879,3.40557275541796,69.8142414860681,26.0061919504644,0.619195046439629,0,0.154798761609907,0
"E01006642",606,606,0,0,606,590,16,29,106,449,19,3,0,0,100,0,0,97.3597359735974,2.64026402640264,4.78547854785479,17.4917491749175,74.0924092409241,3.13531353135314,0.495049504950495,0,0
"E01006643",764,764,0,0,764,740,24,54,213,467,23,2,5,0,100,0,0,96.8586387434555,3.1413612565445,7.06806282722513,27.8795811518325,61.1256544502618,3.01047120418848,0.261780104712042,0.654450261780105,0
"E01006644",1014,1014,0,0,1014,963,51,71,157,427,349,10,0,0,100,0,0,94.9704142011834,5.02958579881657,7.00197238658777,15.4832347140039,42.1104536489152,34.4181459566075,0.986193293885602,0,0
"E01006645",702,702,0,0,702,690,12,24,169,378,129,1,1,0,100,0,0,98.2905982905983,1.70940170940171,3.41880341880342,24.0740740740741,53.8461538461538,18.3760683760684,0.142450142450142,0.142450142450142,0
"E01006646",1048,1048,0,0,1048,1006,42,38,315,194,458,43,0,0,100,0,0,95.9923664122137,4.00763358778626,3.62595419847328,30.0572519083969,18.5114503816794,43.7022900763359,4.1030534351145,0,0
"E01006647",640,640,0,0,640,636,4,52,346,194,44,3,1,0,100,0,0,99.375,0.625,8.125,54.0625,30.3125,6.875,0.46875,0.15625,0
"E01006648",1101,1100,0,1,1103,1075,28,54,322,245,466,4,12,0,99.9091734786558,0,0.0908265213442325,97.4614687216682,2.53853127833182,4.89573889392566,29.193109700816,22.2121486854034,42.248413417951,0.362647325475975,1.08794197642792,0
