"GeographyCode","KS104EW0001","KS104EW0002","KS104EW0003","KS104EW0004","KS104EW0005","KS104EW0006","KS104EW0007","KS104EW0008","KS104EW0009","KS104EW0010","KS104EW0011","KS104EW0012","KS104EW0013","KS104EW0014","KS104EW0015"
"E01006535",1312,534,104,447,7,37,84,99,40.7012195121951,7.92682926829268,34.0701219512195,0.533536585365854,2.82012195121951,6.40243902439024,7.54573170731707
"E01006536",1545,530,156,558,16,45,132,108,34.3042071197411,10.0970873786408,36.1165048543689,1.03559870550162,2.9126213592233,8.54368932038835,6.99029126213592
"E01006537",1847,724,236,635,20,49,83,100,39.1987005955604,12.777476989713,34.3800757985923,1.08283703302653,2.652950730915,4.4937736870601,5.41418516513265
"E01006538",1101,550,82,299,8,21,66,75,49.9545867393279,7.44777475022707,27.1571298819255,0.72661217075386,1.90735694822888,5.99455040871935,6.81198910081744
"E01006539",1203,682,74,294,16,14,44,79,56.691604322527,6.15128844555278,24.4389027431421,1.33000831255195,1.16375727348296,3.65752285951787,6.56691604322527
"E01006540",1194,192,144,600,21,41,131,65,16.0804020100502,12.0603015075377,50.251256281407,1.75879396984925,3.43383584589615,10.9715242881072,5.44388609715243
"E01006541",1350,448,120,503,9,34,116,120,33.1851851851852,8.88888888888889,37.2592592592593,0.666666666666667,2.51851851851852,8.59259259259259,8.88888888888889
"E01006542",1049,298,118,461,2,29,71,70,28.4080076263108,11.2488083889418,43.9466158245949,0.190657769304099,2.76453765490944,6.76835081029552,6.67302192564347
"E01006543",1053,490,94,320,8,20,48,73,46.5337132003799,8.92687559354226,30.3893637226971,0.759734093067426,1.89933523266857,4.55840455840456,6.93257359924027
"E01006544",1304,358,131,554,9,47,113,92,27.4539877300614,10.0460122699387,42.4846625766871,0.690184049079755,3.60429447852761,8.66564417177914,7.05521472392638
"E01006545",1174,418,122,439,23,27,72,73,35.6047700170358,10.3918228279387,37.3935264054514,1.95911413969336,2.29982964224872,6.13287904599659,6.21805792163543
"E01006546",1016,290,118,407,13,45,67,76,28.5433070866142,11.6141732283465,40.0590551181102,1.27952755905512,4.42913385826772,6.59448818897638,7.48031496062992
"E01006547",1197,300,124,534,17,57,98,67,25.062656641604,10.359231411863,44.6115288220551,1.42021720969089,4.76190476190476,8.18713450292398,5.59732664995823
"E01006548",1233,316,120,549,15,53,96,84,25.6285482562855,9.7323600973236,44.5255474452555,1.21654501216545,4.29845904298459,7.78588807785888,6.81265206812652
"E01006549",1433,144,170,916,28,50,101,24,10.0488485694348,11.8632240055827,63.9218422889044,1.95394277739009,3.48918353105373,7.04815073272854,1.67480809490579
"E01006550",1499,146,94,1166,14,13,37,29,9.73982655103402,6.27084723148766,77.7851901267512,0.933955970647098,0.867244829886591,2.46831220813876,1.9346230820547
"E01006551",1061,178,110,445,23,32,150,123,16.7766258246937,10.3675777568332,41.9415645617342,2.16776625824694,3.01602262016965,14.1376060320452,11.5928369462771
"E01006552",1450,370,122,672,54,87,108,37,25.5172413793103,8.41379310344828,46.3448275862069,3.72413793103448,6,7.44827586206896,2.55172413793103
"E01006553",1705,250,146,1189,15,23,50,32,14.6627565982405,8.56304985337243,69.7360703812317,0.879765395894428,1.34897360703812,2.93255131964809,1.87683284457478
"E01006554",1508,258,134,989,13,29,57,28,17.1087533156499,8.88594164456233,65.5835543766578,0.862068965517241,1.92307692307692,3.77984084880637,1.85676392572944
"E01006556",1594,272,112,854,55,63,157,81,17.0639899623588,7.02634880803011,53.5759096612296,3.4504391468005,3.95232120451694,9.84943538268507,5.08155583437892
"E01006557",1912,174,90,1513,27,18,39,51,9.10041841004184,4.7071129707113,79.1317991631799,1.41213389121339,0.941422594142259,2.0397489539749,2.6673640167364
"E01006558",1131,246,120,523,14,35,126,67,21.7506631299735,10.6100795755968,46.2422634836428,1.23784261715296,3.0946065428824,11.1405835543767,5.92396109637489
"E01006560",1576,328,105,740,19,50,184,150,20.8121827411168,6.66243654822335,46.9543147208122,1.20558375634518,3.17258883248731,11.6751269035533,9.51776649746193
"E01006562",1185,290,112,511,16,42,146,68,24.4725738396624,9.45147679324895,43.1223628691983,1.35021097046413,3.54430379746835,12.3206751054852,5.73839662447257
"E01006563",1404,298,120,569,20,77,167,153,21.2250712250712,8.54700854700855,40.5270655270655,1.42450142450142,5.48433048433048,11.8945868945869,10.8974358974359
"E01006564",1477,562,122,509,15,43,107,119,38.0501015572106,8.25998645903859,34.4617467840217,1.0155721056195,2.9113067027759,7.24441435341909,8.05687203791469
"E01006565",1275,484,126,430,11,27,81,116,37.9607843137255,9.88235294117647,33.7254901960784,0.862745098039216,2.11764705882353,6.35294117647059,9.09803921568627
"E01006566",1159,504,130,341,15,19,65,85,43.4857635893011,11.2165660051769,29.4219154443486,1.29421915444349,1.63934426229508,5.60828300258844,7.33390854184642
"E01006567",1406,396,128,546,18,44,150,124,28.1650071123755,9.10384068278805,38.8335704125178,1.28022759601707,3.12944523470839,10.6685633001422,8.81934566145092
"E01006568",1180,484,140,372,11,25,81,67,41.0169491525424,11.864406779661,31.5254237288136,0.932203389830509,2.11864406779661,6.86440677966102,5.67796610169492
"E01006569",1164,400,102,398,9,34,101,120,34.3642611683849,8.76288659793814,34.192439862543,0.77319587628866,2.92096219931271,8.67697594501718,10.3092783505155
"E01006570",1205,582,96,350,9,29,59,80,48.298755186722,7.96680497925311,29.045643153527,0.746887966804979,2.40663900414938,4.89626556016598,6.63900414937759
"E01006571",1178,394,100,454,15,23,86,106,33.446519524618,8.48896434634974,38.5398981324278,1.27334465195246,1.95246179966044,7.30050933786078,8.99830220713073
"E01006572",909,272,124,325,11,21,81,75,29.9229922992299,13.6413641364136,35.7535753575358,1.21012101210121,2.31023102310231,8.91089108910891,8.25082508250825
"E01006573",1223,382,118,441,9,38,117,118,31.2346688470973,9.64840556009812,36.0588716271464,0.735895339329518,3.10711365494685,9.56663941128373,9.64840556009812
"E01006574",1094,418,78,378,12,38,73,97,38.2084095063985,7.12979890310786,34.5521023765996,1.09689213893967,3.47349177330896,6.672760511883,8.86654478976234
"E01006575",1085,420,118,332,11,27,62,115,38.7096774193548,10.8755760368664,30.5990783410138,1.01382488479263,2.48847926267281,5.71428571428571,10.5990783410138
"E01006576",1394,724,134,338,11,29,58,100,51.9368723098996,9.61262553802009,24.2467718794835,0.78909612625538,2.08034433285509,4.16068866571019,7.17360114777618
"E01006577",1236,644,110,315,11,23,52,81,52.1035598705502,8.89967637540453,25.4854368932039,0.889967637540453,1.86084142394822,4.20711974110032,6.55339805825243
"E01006578",1108,534,144,291,4,18,64,53,48.1949458483755,12.9963898916967,26.2635379061372,0.36101083032491,1.62454873646209,5.77617328519856,4.78339350180505
"E01006579",1317,762,98,299,11,13,39,95,57.8587699316629,7.44115413819286,22.703113135915,0.835231586940015,0.987091875474563,2.96127562642369,7.21336370539104
"E01006580",1107,636,68,271,5,13,45,69,57.4525745257453,6.14272809394761,24.4805781391147,0.4516711833785,1.1743450767841,4.0650406504065,6.23306233062331
"E01006581",1264,707,88,321,13,14,52,69,55.9335443037975,6.9620253164557,25.3955696202532,1.02848101265823,1.10759493670886,4.11392405063291,5.45886075949367
"E01006582",1297,744,68,350,10,14,44,67,57.3631457208944,5.24286815728604,26.9853508095605,0.771010023130301,1.07941403238242,3.39244410177332,5.16576715497301
"E01006583",1023,646,38,229,13,9,23,65,63.147605083089,3.71456500488759,22.3851417399804,1.27077223851417,0.879765395894428,2.24828934506354,6.35386119257087
"E01006584",1147,574,82,300,7,30,77,77,50.0435919790758,7.14908456843941,26.15518744551,0.610287707061901,2.615518744551,6.71316477768091,6.71316477768091
"E01006585",1136,344,80,443,12,36,109,112,30.2816901408451,7.04225352112676,38.9964788732394,1.05633802816901,3.16901408450704,9.59507042253521,9.85915492957746
"E01006586",1582,474,186,600,19,47,138,118,29.9620733249052,11.7572692793932,37.9266750948167,1.20101137800253,2.97092288242731,8.72313527180784,7.45891276864728
"E01006587",1349,558,148,433,8,26,116,60,41.3639733135656,10.9710896960712,32.0978502594514,0.593031875463306,1.92735359525575,8.59896219421794,4.4477390659748
"E01006588",1354,414,202,545,17,17,85,74,30.576070901034,14.9187592319055,40.2511078286558,1.25553914327917,1.25553914327917,6.27769571639586,5.46528803545052
"E01006589",1228,630,102,322,12,21,66,75,51.3029315960912,8.30618892508143,26.2214983713355,0.977198697068404,1.71009771986971,5.37459283387622,6.10749185667752
"E01006590",1452,350,176,727,15,35,85,64,24.1046831955923,12.1212121212121,50.068870523416,1.03305785123967,2.41046831955923,5.85399449035813,4.40771349862259
"E01006591",1374,510,162,536,4,28,73,61,37.117903930131,11.7903930131004,39.0101892285298,0.291120815138282,2.03784570596798,5.31295487627365,4.43959243085881
"E01006592",1303,652,88,368,16,16,53,110,50.0383729854183,6.75364543361474,28.2425172678434,1.2279355333845,1.2279355333845,4.06753645433615,8.44205679201842
"E01006593",1324,364,148,666,11,27,66,42,27.4924471299094,11.178247734139,50.3021148036254,0.830815709969789,2.0392749244713,4.98489425981873,3.17220543806647
"E01006594",1186,672,78,275,15,16,43,87,56.6610455311973,6.57672849915683,23.1871838111298,1.26475548060708,1.34907251264755,3.6256323777403,7.33558178752108
"E01006595",1476,622,168,448,8,23,100,107,42.1409214092141,11.3821138211382,30.3523035230352,0.5420054200542,1.55826558265583,6.77506775067751,7.24932249322493
"E01006596",1228,564,112,369,7,27,60,89,45.928338762215,9.12052117263844,30.0488599348534,0.570032573289902,2.19869706840391,4.88599348534202,7.24755700325733
"E01006597",1367,678,122,376,9,28,61,93,49.5976591075347,8.92465252377469,27.5054864667154,0.658376005852231,2.04828090709583,4.46232626188734,6.80321872713972
"E01006598",1038,282,116,405,5,42,98,90,27.1676300578035,11.1753371868979,39.0173410404624,0.481695568400771,4.04624277456647,9.44123314065511,8.67052023121387
"E01006599",814,224,98,333,4,37,71,47,27.5184275184275,12.039312039312,40.9090909090909,0.491400491400491,4.54545454545455,8.72235872235872,5.77395577395577
"E01006600",1173,380,112,425,13,29,83,131,32.3955669224211,9.54816709292413,36.231884057971,1.10826939471441,2.47229326513214,7.07587382779199,11.1679454390452
"E01006603",1153,384,76,453,8,24,99,109,33.3044232437121,6.59150043365134,39.2888117953166,0.693842150910668,2.081526452732,8.58629661751952,9.45359930615785
"E01006604",1130,396,112,398,6,34,81,103,35.0442477876106,9.91150442477876,35.2212389380531,0.530973451327434,3.00884955752212,7.16814159292035,9.11504424778761
"E01006605",1270,370,106,489,17,40,119,129,29.1338582677165,8.34645669291339,38.503937007874,1.33858267716535,3.1496062992126,9.37007874015748,10.1574803149606
"E01006606",1267,440,136,469,16,45,86,75,34.7277032359905,10.7340173638516,37.0165745856354,1.26282557221784,3.55169692186267,6.78768745067088,5.91949486977111
"E01006607",1225,409,92,486,15,40,88,95,33.3877551020408,7.51020408163265,39.6734693877551,1.22448979591837,3.26530612244898,7.18367346938776,7.75510204081633
"E01006608",996,358,124,353,7,30,61,63,35.9437751004016,12.4497991967871,35.4417670682731,0.70281124497992,3.01204819277108,6.12449799196787,6.32530120481928
"E01006609",1060,368,106,387,7,31,92,69,34.7169811320755,10,36.5094339622641,0.660377358490566,2.92452830188679,8.67924528301887,6.50943396226415
"E01006610",1139,318,96,478,7,43,87,110,27.9192273924495,8.42844600526778,41.9666374012291,0.614574187884109,3.77524143985953,7.63827919227393,9.657594381036
"E01006611",1055,218,98,483,7,43,130,76,20.6635071090047,9.28909952606635,45.781990521327,0.663507109004739,4.07582938388626,12.3222748815166,7.20379146919431
"E01006612",1214,334,116,468,10,36,122,128,27.5123558484349,9.55518945634267,38.5502471169687,0.823723228995058,2.96540362438221,10.0494233937397,10.5436573311367
"E01006613",1152,416,98,396,11,36,90,105,36.1111111111111,8.50694444444444,34.375,0.954861111111111,3.125,7.8125,9.11458333333333
"E01006614",1084,310,144,428,8,26,102,66,28.5977859778598,13.2841328413284,39.4833948339483,0.738007380073801,2.39852398523985,9.40959409594096,6.08856088560886
"E01006615",1071,266,142,443,3,48,101,68,24.8366013071895,13.2586367880486,41.3632119514472,0.280112044817927,4.48179271708683,9.43043884220355,6.34920634920635
"E01006616",1185,412,118,403,23,32,95,102,34.7679324894515,9.95780590717299,34.0084388185654,1.94092827004219,2.70042194092827,8.0168776371308,8.60759493670886
"E01006617",1216,490,152,380,5,39,70,80,40.296052631579,12.5,31.25,0.411184210526316,3.20723684210526,5.75657894736842,6.57894736842105
"E01006618",1391,552,98,462,10,31,98,140,39.6836808051761,7.04529115744069,33.2135154565061,0.718907260963336,2.22861250898634,7.04529115744069,10.0647016534867
"E01006619",1339,598,134,389,12,36,72,98,44.6601941747573,10.0074682598954,29.0515309932786,0.896191187453323,2.68857356235997,5.37714712471994,7.31889469753547
"E01006620",1189,576,74,311,9,25,59,135,48.444070647603,6.22371740958789,26.1564339781329,0.756938603868797,2.10260723296888,4.96215306980656,11.354079058032
"E01006621",1249,664,54,365,16,20,46,84,53.1625300240192,4.32345876701361,29.2233787029624,1.28102481985588,1.60128102481986,3.68294635708567,6.72538030424339
"E01006622",1238,716,92,284,6,12,48,80,57.8352180936995,7.4313408723748,22.9402261712439,0.484652665589661,0.969305331179321,3.87722132471729,6.46203554119548
"E01006623",1223,742,54,305,13,21,33,55,60.670482420278,4.41537203597711,24.9386753883892,1.06295993458708,1.71708912510221,2.6982829108749,4.4971381847915
"E01006624",1289,464,124,485,9,41,82,84,35.9968968192397,9.61986035686579,37.6260667183863,0.698215671062839,3.18076027928627,6.36152055857254,6.5166795965865
"E01006625",1171,576,90,292,7,22,70,114,49.1887275832622,7.68573868488471,24.935952177626,0.597779675491033,1.87873612297182,5.97779675491033,9.73526900085397
"E01006626",1246,582,98,371,8,23,62,102,46.7094703049759,7.86516853932584,29.7752808988764,0.642054574638844,1.84590690208668,4.97592295345104,8.18619582664527
"E01006627",1152,480,142,333,10,32,57,98,41.6666666666667,12.3263888888889,28.90625,0.868055555555556,2.77777777777778,4.94791666666667,8.50694444444444
"E01006628",1276,450,174,480,16,19,56,81,35.2664576802508,13.6363636363636,37.6175548589342,1.25391849529781,1.48902821316614,4.38871473354232,6.34796238244514
"E01006629",1103,412,130,399,10,13,58,81,37.3526745240254,11.7860380779692,36.1740707162285,0.906618313689937,1.17860380779692,5.25838621940163,7.34360834088849
"E01006630",1029,226,84,484,20,55,92,68,21.9630709426628,8.16326530612245,47.0359572400389,1.94363459669582,5.34499514091351,8.94071914480078,6.60835762876579
"E01006632",1465,396,148,633,16,72,116,84,27.0307167235495,10.1023890784983,43.2081911262799,1.09215017064846,4.91467576791809,7.91808873720136,5.73378839590444
"E01006633",1151,254,108,484,10,48,131,116,22.0677671589922,9.38314509122502,42.0503909643788,0.868809730668984,4.17028670721112,11.3814074717637,10.0781928757602
"E01006637",1161,328,143,476,10,47,89,68,28.2515073212748,12.3169681309216,40.9991386735573,0.861326442721792,4.04823428079242,7.66580534022395,5.85701981050818
"E01006638",934,268,106,379,6,31,69,75,28.6937901498929,11.3490364025696,40.5781584582441,0.642398286937901,3.31905781584582,7.38758029978587,8.02997858672377
"E01006639",1177,456,140,380,6,42,69,84,38.7425658453696,11.8946474086661,32.285471537808,0.509770603228547,3.56839422259983,5.86236193712829,7.13678844519966
"E01006640",1496,724,132,418,13,33,72,104,48.3957219251337,8.82352941176471,27.9411764705882,0.868983957219251,2.20588235294118,4.81283422459893,6.95187165775401
"E01006641",1167,516,222,318,18,23,49,21,44.2159383033419,19.0231362467866,27.2493573264781,1.54241645244216,1.97086546700943,4.19880034275921,1.79948586118252
"E01006642",1014,258,114,409,14,35,91,93,25.4437869822485,11.2426035502959,40.3353057199211,1.38067061143984,3.45167652859961,8.97435897435897,9.17159763313609
"E01006643",1357,418,194,496,14,43,112,80,30.8032424465733,14.2962417096536,36.551215917465,1.03168754605748,3.16875460574797,8.25350036845984,5.89535740604274
"E01006644",1643,488,203,636,13,49,146,108,29.7017650639075,12.3554473524041,38.7096774193548,0.79123554473524,2.98234936092514,8.88618381010347,6.57334144856969
"E01006645",1161,304,66,491,10,50,109,131,26.1843238587425,5.68475452196382,42.29112833764,0.861326442721792,4.30663221360896,9.38845822566753,11.2833763996555
"E01006646",1615,340,210,785,31,46,112,91,21.0526315789474,13.0030959752322,48.6068111455108,1.91950464396285,2.84829721362229,6.93498452012384,5.63467492260062
"E01006647",1071,256,82,492,11,36,115,79,23.9028944911298,7.65639589169001,45.9383753501401,1.02707749766573,3.36134453781513,10.7376283846872,7.37628384687208
"E01006648",1895,382,204,998,37,45,121,108,20.1583113456464,10.7651715039578,52.664907651715,1.95250659630607,2.37467018469657,6.38522427440633,5.69920844327177
"E01006651",1248,640,148,328,13,32,50,37,51.2820512820513,11.8589743589744,26.2820512820513,1.04166666666667,2.56410256410256,4.00641025641026,2.96474358974359
"E01006652",1211,492,140,391,11,27,71,79,40.6275805119736,11.5606936416185,32.2873658133774,0.908340214698596,2.22956234516928,5.86292320396367,6.52353426919901
"E01006653",1211,460,128,400,9,34,84,96,37.9851362510322,10.5697770437655,33.0305532617671,0.74318744838976,2.80759702725021,6.9364161849711,7.92733278282411
"E01006654",1178,518,124,333,14,34,70,85,43.9728353140917,10.5263157894737,28.2682512733447,1.18845500848896,2.88624787775891,5.94227504244482,7.21561969439728
"E01006655",1385,522,157,450,20,32,87,117,37.6895306859206,11.3357400722022,32.4909747292419,1.44404332129964,2.31046931407942,6.28158844765343,8.44765342960289
"E01006656",1221,450,160,410,10,32,83,76,36.8550368550369,13.1040131040131,33.5790335790336,0.819000819000819,2.62080262080262,6.7977067977068,6.22440622440622
"E01006657",978,314,132,333,7,26,88,78,32.1063394683027,13.4969325153374,34.0490797546012,0.715746421267894,2.65848670756646,8.99795501022495,7.97546012269939
"E01006658",1067,288,120,436,8,31,97,87,26.991565135895,11.2464854732896,40.8622305529522,0.749765698219306,2.90534208059981,9.09090909090909,8.15370196813496
"E01006659",879,224,92,344,7,44,81,87,25.4835039817975,10.4664391353811,39.1353811149033,0.796359499431172,5.00568828213879,9.21501706484642,9.89761092150171
"E01006660",1136,428,118,360,16,33,89,92,37.6760563380282,10.387323943662,31.6901408450704,1.40845070422535,2.90492957746479,7.83450704225352,8.09859154929578
"E01006661",1350,440,130,508,13,35,83,141,32.5925925925926,9.62962962962963,37.6296296296296,0.962962962962963,2.59259259259259,6.14814814814815,10.4444444444444
"E01006662",1297,390,178,444,6,26,102,151,30.0693909020817,13.7239784117194,34.2328450269854,0.46260601387818,2.00462606013878,7.86430223592907,11.6422513492675
"E01006663",896,276,144,298,7,38,62,71,30.8035714285714,16.0714285714286,33.2589285714286,0.78125,4.24107142857143,6.91964285714286,7.92410714285714
"E01006664",1406,400,186,510,13,56,120,121,28.4495021337127,13.2290184921764,36.2731152204836,0.924608819345662,3.98293029871977,8.5348506401138,8.60597439544808
"E01006665",1219,564,136,359,10,33,70,47,46.2674323215751,11.1566858080394,29.4503691550451,0.820344544708778,2.70713699753897,5.74241181296144,3.85561936013125
"E01006666",1156,602,126,311,13,21,48,35,52.076124567474,10.8996539792388,26.9031141868512,1.12456747404844,1.81660899653979,4.1522491349481,3.02768166089965
"E01006667",1165,480,112,364,9,31,73,96,41.2017167381974,9.6137339055794,31.244635193133,0.772532188841202,2.66094420600858,6.26609442060086,8.24034334763948
"E01006668",1163,590,180,266,3,28,44,52,50.7308684436801,15.4772141014617,22.871883061049,0.257953568357696,2.40756663800516,3.78331900257954,4.47119518486672
"E01006669",1142,564,146,320,6,29,42,35,49.3870402802102,12.784588441331,28.0210157618214,0.525394045534151,2.53940455341506,3.67775831873905,3.06479859894921
"E01006670",1204,594,138,313,10,30,69,50,49.3355481727575,11.4617940199336,25.9966777408638,0.830564784053156,2.49169435215947,5.73089700996678,4.15282392026578
"E01006671",1099,526,78,340,10,21,59,65,47.8616924476797,7.09736123748863,30.9372156505914,0.909918107370337,1.91082802547771,5.36851683348499,5.91446769790719
"E01006672",1445,486,198,502,18,46,111,84,33.6332179930796,13.7024221453287,34.7404844290657,1.24567474048443,3.18339100346021,7.68166089965398,5.81314878892734
"E01006673",1499,264,136,797,53,53,110,86,17.6117411607738,9.07271514342895,53.1687791861241,3.53569046030687,3.53569046030687,7.33822548365577,5.7371581054036
"E01006674",1355,338,62,586,91,68,125,85,24.9446494464945,4.57564575645756,43.2472324723247,6.71586715867159,5.01845018450185,9.22509225092251,6.27306273062731
"E01006675",1560,210,220,882,31,34,152,31,13.4615384615385,14.1025641025641,56.5384615384615,1.98717948717949,2.17948717948718,9.74358974358974,1.98717948717949
"E01006676",1283,320,96,569,43,59,115,81,24.9415432579891,7.48246297739673,44.3491816056118,3.35151987529228,4.59859703819174,8.96336710833983,6.31332813717849
"E01006677",730,160,42,319,20,40,91,58,21.9178082191781,5.75342465753425,43.6986301369863,2.73972602739726,5.47945205479452,12.4657534246575,7.94520547945206
"E01006678",1773,430,136,840,36,58,145,128,24.2526790750141,7.67061477721376,47.3773265651438,2.03045685279188,3.27129159616469,8.17822899041173,7.21940214326001
"E01006679",1530,424,74,657,49,97,133,96,27.7124183006536,4.83660130718954,42.9411764705882,3.20261437908497,6.33986928104575,8.69281045751634,6.27450980392157
"E01006680",1310,694,94,348,11,20,56,87,52.9770992366412,7.17557251908397,26.5648854961832,0.83969465648855,1.52671755725191,4.27480916030534,6.6412213740458
"E01006681",1342,584,106,420,24,30,82,96,43.5171385991058,7.89865871833085,31.2965722801788,1.78837555886736,2.2354694485842,6.11028315946349,7.15350223546945
"E01006682",1068,622,72,245,8,14,38,69,58.2397003745318,6.74157303370786,22.940074906367,0.749063670411985,1.31086142322097,3.55805243445693,6.46067415730337
"E01006683",1251,698,92,307,7,10,63,74,55.7953637090328,7.35411670663469,24.5403677058353,0.559552358113509,0.799360511590727,5.03597122302158,5.91526778577138
"E01006684",1771,770,262,485,21,36,110,87,43.4782608695652,14.7939017504235,27.3856578204404,1.18577075098814,2.03274985883682,6.2111801242236,4.9124788255223
"E01006685",1206,600,90,350,7,9,60,90,49.7512437810945,7.46268656716418,29.0215588723051,0.580431177446103,0.746268656716418,4.97512437810945,7.46268656716418
"E01006686",1192,614,56,341,15,19,56,91,51.510067114094,4.69798657718121,28.6073825503356,1.25838926174497,1.59395973154362,4.69798657718121,7.63422818791946
"E01006687",1613,686,200,449,22,34,116,106,42.529448233106,12.3992560446373,27.8363298202108,1.36391816491011,2.10787352758834,7.19156850588965,6.57160570365778
"E01006688",1282,534,134,421,10,23,78,82,41.6536661466459,10.4524180967239,32.8393135725429,0.78003120124805,1.79407176287051,6.08424336973479,6.39625585023401
"E01006689",1365,674,138,361,9,17,84,82,49.3772893772894,10.1098901098901,26.4468864468864,0.659340659340659,1.24542124542125,6.15384615384615,6.00732600732601
"E01006690",1262,254,96,655,31,55,129,42,20.1267828843106,7.60697305863708,51.9017432646593,2.45641838351822,4.3581616481775,10.2218700475436,3.32805071315372
"E01006691",1148,302,100,504,44,45,81,72,26.3066202090592,8.71080139372822,43.9024390243902,3.83275261324042,3.9198606271777,7.05574912891986,6.27177700348432
"E01006692",1748,456,232,734,40,44,143,99,26.0869565217391,13.2723112128146,41.9908466819222,2.2883295194508,2.51716247139588,8.18077803203661,5.66361556064073
"E01006693",1334,368,102,533,19,36,152,124,27.5862068965517,7.64617691154423,39.9550224887556,1.42428785607196,2.69865067466267,11.3943028485757,9.29535232383808
"E01006694",1481,384,128,681,50,53,110,75,25.9284267386901,8.64280891289669,45.9824442943957,3.37609723160027,3.57866306549629,7.42741390952059,5.0641458474004
"E01006695",1543,294,147,836,34,61,133,38,19.0537913156189,9.52689565780946,54.1801685029164,2.20349967595593,3.95333765392093,8.61957226182761,2.46273493195075
"E01006696",1372,412,119,572,36,40,123,70,30.0291545189504,8.6734693877551,41.6909620991254,2.62390670553936,2.91545189504373,8.96501457725948,5.10204081632653
"E01006697",1455,388,172,605,46,55,114,75,26.6666666666667,11.8213058419244,41.5807560137457,3.16151202749141,3.78006872852234,7.83505154639175,5.15463917525773
"E01006698",1324,456,158,496,12,35,105,62,34.441087613293,11.9335347432024,37.4622356495468,0.906344410876133,2.64350453172205,7.93051359516616,4.68277945619335
"E01006699",1262,284,172,553,23,47,107,76,22.5039619651347,13.6291600633914,43.8193343898574,1.82250396196513,3.72424722662441,8.47860538827258,6.02218700475436
