"GeographyCode","QS106EW0001","QS106EW0002","QS106EW0003","QS106EW0004"
"E00033090",376,368,8,0
"E00033091",306,300,4,2
"E00033092",307,297,5,5
"E00033093",372,364,8,0
"E00033094",328,320,5,3
"E00033095",443,426,13,4
"E00033096",262,242,10,10
"E00033097",263,258,5,0
"E00033098",277,264,3,10
"E00033099",163,161,2,0
"E00033100",297,293,2,2
"E00033101",212,210,2,0
"E00033102",429,424,2,3
"E00033103",298,294,4,0
"E00033104",275,270,4,1
"E00033105",293,290,2,1
"E00033106",286,285,1,0
"E00033107",353,343,5,5
"E00033108",317,313,4,0
"E00033109",322,316,4,2
"E00033110",340,331,3,6
"E00033112",308,304,2,2
"E00033113",246,227,14,5
"E00033114",308,294,8,6
"E00033115",132,125,5,2
"E00033116",190,184,3,3
"E00033117",385,364,14,7
"E00033118",331,319,8,4
"E00033119",262,255,1,6
"E00033120",313,309,4,0
"E00033121",220,216,2,2
"E00033122",275,273,0,2
"E00033123",258,250,5,3
"E00033124",307,296,9,2
"E00033125",187,180,7,0
"E00033126",254,249,4,1
"E00033127",524,512,9,3
"E00033128",268,263,4,1
"E00033129",256,235,19,2
"E00033130",360,345,10,5
"E00033131",275,274,0,1
"E00033132",459,452,7,0
"E00033133",366,364,2,0
"E00033134",190,187,3,0
"E00033135",445,434,7,4
"E00033136",225,221,4,0
"E00033137",289,283,5,1
"E00033138",171,166,4,1
"E00033139",248,243,5,0
"E00033140",202,199,2,1
"E00033141",208,202,5,1
"E00033142",273,269,3,1
"E00033143",261,253,8,0
"E00033144",204,200,4,0
"E00033145",294,287,7,0
"E00033146",304,297,5,2
"E00033147",308,304,4,0
"E00033148",258,257,1,0
"E00033149",226,224,2,0
"E00033150",316,310,6,0
"E00033151",262,251,7,4
"E00033152",305,291,9,5
"E00033153",427,414,12,1
"E00033154",156,156,0,0
"E00033155",266,262,4,0
"E00033156",238,235,0,3
"E00033157",326,300,24,2
"E00033158",302,283,19,0
"E00033159",197,193,2,2
"E00033160",354,323,24,7
"E00033161",295,291,4,0
"E00033162",280,272,6,2
"E00033163",277,263,9,5
"E00033164",351,350,1,0
"E00033165",166,163,3,0
"E00033166",158,157,1,0
"E00033167",310,309,1,0
"E00033168",285,280,5,0
"E00033169",302,299,3,0
"E00033170",360,351,7,2
"E00033171",345,340,5,0
"E00033172",242,237,5,0
"E00033173",315,307,4,4
"E00033174",297,293,3,1
"E00033175",279,278,1,0
"E00033176",264,261,2,1
"E00033177",298,293,3,2
"E00033178",174,172,2,0
"E00033179",322,318,4,0
"E00033181",425,276,135,14
"E00033182",368,307,53,8
"E00033183",586,280,282,24
"E00033185",340,192,141,7
"E00033186",318,194,119,5
"E00033187",218,194,19,5
"E00033188",327,232,89,6
"E00033189",509,477,31,1
"E00033190",574,555,15,4
"E00033191",449,190,250,9
"E00033192",434,153,275,6
"E00033193",327,217,108,2
"E00033194",345,213,124,8
"E00033195",249,204,42,3
"E00033196",292,270,21,1
"E00033197",372,355,16,1
"E00033198",393,239,146,8
"E00033199",185,181,3,1
"E00033200",289,235,50,4
"E00033201",235,159,72,4
"E00033202",315,177,134,4
"E00033203",247,190,56,1
"E00033204",252,201,48,3
"E00033206",557,186,352,19
"E00033207",293,280,8,5
"E00033208",257,243,11,3
"E00033209",324,311,4,9
"E00033210",271,243,26,2
"E00033211",357,331,16,10
"E00033212",314,301,9,4
"E00033213",401,211,184,6
"E00033214",538,495,24,19
"E00033215",349,329,11,9
"E00033216",254,224,21,9
"E00033217",287,238,43,6
"E00033218",303,273,22,8
"E00033219",378,268,104,6
"E00033220",389,181,203,5
"E00033221",249,196,52,1
"E00033222",178,177,1,0
"E00033223",248,208,32,8
"E00033224",301,293,4,4
"E00033225",303,294,6,3
"E00033226",417,405,12,0
"E00033227",262,257,3,2
"E00033228",341,337,4,0
"E00033229",284,282,1,1
"E00033230",279,272,7,0
"E00033231",203,203,0,0
"E00033235",228,224,4,0
"E00033237",276,270,6,0
"E00033238",463,459,3,1
"E00033242",233,228,3,2
"E00033245",315,308,5,2
"E00033246",253,248,5,0
"E00033247",333,320,13,0
"E00033248",294,290,1,3
"E00033249",285,285,0,0
"E00033250",226,219,7,0
"E00033251",222,216,6,0
"E00033252",350,343,6,1
"E00033253",240,237,2,1
"E00033254",358,349,5,4
"E00033255",267,259,5,3
"E00033256",225,220,4,1
"E00033257",308,299,9,0
"E00033258",329,327,2,0
"E00033259",135,127,8,0
"E00033260",245,238,7,0
"E00033261",247,242,5,0
"E00033262",154,154,0,0
"E00033263",145,142,3,0
"E00033264",279,274,4,1
"E00033265",298,294,3,1
"E00033266",314,304,9,1
"E00033267",250,247,1,2
"E00033268",291,288,1,2
"E00033269",243,236,7,0
"E00033270",345,339,4,2
"E00033271",395,384,8,3
"E00033272",301,299,2,0
"E00033274",259,258,1,0
"E00033275",286,284,0,2
"E00033276",225,220,5,0
"E00033277",224,213,5,6
"E00033278",225,222,3,0
"E00033279",276,269,5,2
"E00033281",307,300,7,0
"E00033282",303,301,1,1
"E00033283",276,272,3,1
"E00033284",251,246,5,0
"E00033285",300,294,5,1
"E00033286",218,216,2,0
"E00033287",306,300,5,1
"E00033288",321,310,4,7
"E00033289",229,226,1,2
"E00033290",368,365,3,0
"E00033291",498,491,5,2
"E00033292",203,201,1,1
"E00033293",319,312,3,4
"E00033294",232,223,7,2
"E00033295",283,264,17,2
"E00033296",268,266,1,1
"E00033297",315,314,1,0
"E00033298",330,323,6,1
"E00033299",309,303,6,0
"E00033300",234,231,3,0
"E00033301",300,294,5,1
"E00033302",239,235,4,0
"E00033304",281,277,3,1
"E00033305",276,273,3,0
"E00033306",280,275,5,0
"E00033307",312,305,6,1
"E00033308",288,286,2,0
"E00033309",316,315,1,0
"E00033310",331,325,1,5
"E00033312",276,273,3,0
"E00033313",340,336,3,1
"E00033314",316,314,2,0
"E00033315",354,349,5,0
"E00033316",327,319,5,3
"E00033317",368,363,4,1
"E00033318",355,354,1,0
"E00033319",419,405,10,4
"E00033320",292,286,5,1
"E00033322",301,294,4,3
"E00033323",297,286,6,5
"E00033324",304,297,4,3
"E00033326",293,285,5,3
"E00033327",295,292,2,1
"E00033328",264,258,5,1
"E00033329",316,312,3,1
"E00033330",320,310,6,4
"E00033331",328,323,4,1
"E00033332",314,302,5,7
"E00033333",341,332,8,1
"E00033334",294,287,6,1
"E00033335",255,249,6,0
"E00033336",328,326,2,0
"E00033337",200,193,5,2
"E00033338",274,258,9,7
"E00033339",353,338,12,3
"E00033340",305,296,6,3
"E00033341",309,304,3,2
"E00033342",324,318,5,1
"E00033343",265,260,3,2
"E00033344",332,314,13,5
"E00033345",396,372,21,3
"E00033346",289,262,22,5
"E00033347",315,301,12,2
"E00033348",291,281,9,1
"E00033349",267,261,5,1
"E00033350",322,319,1,2
"E00033351",300,293,6,1
"E00033352",255,250,5,0
"E00033353",254,246,8,0
"E00033354",214,212,2,0
"E00033355",277,272,5,0
"E00033356",350,345,5,0
"E00033357",266,265,1,0
"E00033358",221,203,9,9
"E00033359",324,318,6,0
"E00033360",354,343,9,2
"E00033361",429,419,7,3
"E00033362",272,270,2,0
"E00033363",196,191,4,1
"E00033364",362,347,5,10
"E00033365",448,435,11,2
"E00033366",284,277,4,3
"E00033367",336,279,53,4
"E00033368",269,260,8,1
"E00033369",373,361,12,0
"E00033370",272,263,5,4
"E00033371",308,298,9,1
"E00033372",291,284,6,1
"E00033373",474,459,10,5
"E00033374",275,272,3,0
"E00033375",375,348,13,14
"E00033376",281,271,4,6
"E00033377",306,292,6,8
"E00033378",334,310,15,9
"E00033379",273,257,11,5
"E00033380",246,238,8,0
"E00033381",208,194,9,5
"E00033382",332,327,4,1
"E00033383",281,271,3,7
"E00033384",356,340,15,1
"E00033385",317,297,20,0
"E00033386",352,346,5,1
"E00033387",219,197,20,2
"E00033388",288,273,9,6
"E00033389",293,286,6,1
"E00033391",346,323,20,3
"E00033392",285,260,21,4
"E00033394",284,255,24,5
"E00033395",335,321,12,2
"E00033396",291,282,8,1
"E00033397",323,321,2,0
"E00033399",330,323,4,3
"E00033400",299,294,5,0
"E00033401",275,270,4,1
"E00033402",346,272,72,2
"E00033403",348,315,26,7
"E00033404",332,309,20,3
"E00033405",305,280,22,3
"E00033406",321,309,5,7
"E00033407",328,269,56,3
"E00033408",327,260,62,5
"E00033409",314,298,13,3
"E00033410",289,240,46,3
"E00033411",330,312,15,3
"E00033412",347,307,38,2
"E00033413",242,208,27,7
"E00033414",330,291,37,2
"E00033415",274,260,8,6
"E00033416",359,302,49,8
"E00033417",339,308,29,2
"E00033418",429,412,12,5
"E00033419",332,311,15,6
"E00033420",388,317,67,4
"E00033421",309,274,34,1
"E00033422",467,460,0,7
"E00033423",315,260,52,3
"E00033424",304,265,37,2
"E00033425",245,229,14,2
"E00033426",302,287,11,4
"E00033427",240,224,11,5
"E00033428",309,303,3,3
"E00033432",321,320,1,0
"E00033435",289,286,3,0
"E00033436",275,267,8,0
"E00033437",266,263,3,0
"E00033438",307,303,4,0
"E00033439",358,348,8,2
"E00033440",348,345,1,2
"E00033441",301,298,2,1
"E00033442",336,332,4,0
"E00033443",158,151,6,1
"E00033444",254,253,1,0
"E00033445",257,255,2,0
"E00033446",277,277,0,0
"E00033447",159,158,0,1
"E00033448",308,301,7,0
"E00033449",297,294,3,0
"E00033450",301,291,10,0
"E00033451",231,224,3,4
"E00033452",229,227,2,0
"E00033453",148,144,4,0
"E00033454",489,478,11,0
"E00033455",231,229,1,1
"E00033456",336,334,2,0
"E00033457",214,212,0,2
"E00033458",227,222,4,1
"E00033459",268,265,1,2
"E00033460",200,199,1,0
"E00033462",217,217,0,0
"E00033463",228,218,7,3
"E00033464",284,280,2,2
"E00033466",278,276,0,2
"E00033468",286,281,3,2
"E00033470",324,321,2,1
"E00033471",293,287,5,1
"E00033472",249,246,3,0
"E00033473",272,272,0,0
"E00033474",229,226,2,1
"E00033475",287,280,7,0
"E00033476",234,230,2,2
"E00033477",177,175,2,0
"E00033478",273,270,3,0
"E00033479",390,386,4,0
"E00033480",281,272,7,2
"E00033481",399,392,7,0
"E00033482",282,279,1,2
"E00033483",338,327,10,1
"E00033484",292,287,5,0
"E00033485",318,308,10,0
"E00033486",348,346,2,0
"E00033487",239,232,6,1
"E00033488",235,229,5,1
"E00033489",312,306,4,2
"E00033490",268,259,8,1
"E00033491",224,221,1,2
"E00033492",330,322,6,2
"E00033493",289,284,4,1
"E00033494",254,254,0,0
"E00033495",335,331,4,0
"E00033496",299,296,2,1
"E00033497",222,218,4,0
"E00033498",112,111,1,0
"E00033501",123,121,2,0
"E00033502",240,236,4,0
"E00033503",247,244,3,0
"E00033504",315,312,3,0
"E00033505",215,212,3,0
"E00033506",305,283,20,2
"E00033507",247,244,3,0
"E00033508",228,221,6,1
"E00033509",287,280,5,2
"E00033510",290,287,2,1
"E00033511",232,226,5,1
"E00033512",209,206,2,1
"E00033513",293,293,0,0
"E00033514",234,232,2,0
"E00033515",281,279,2,0
"E00033516",251,250,1,0
"E00033517",298,296,2,0
"E00033518",254,251,3,0
"E00033519",329,323,5,1
"E00033520",186,183,2,1
"E00033521",246,242,4,0
"E00033522",285,279,6,0
"E00033523",341,332,8,1
"E00033524",416,398,10,8
"E00033525",331,329,2,0
"E00033526",269,268,1,0
"E00033527",384,384,0,0
"E00033528",256,244,8,4
"E00033530",448,438,7,3
"E00033531",359,351,6,2
"E00033532",392,384,7,1
"E00033533",235,226,9,0
"E00033534",218,207,9,2
"E00033535",305,299,6,0
"E00033536",314,310,3,1
"E00033537",288,284,3,1
"E00033538",320,314,4,2
"E00033539",315,306,9,0
"E00033540",314,308,6,0
"E00033541",323,315,7,1
"E00033542",271,268,2,1
"E00033543",254,243,10,1
"E00033544",227,222,5,0
"E00033545",257,254,3,0
"E00033546",356,352,4,0
"E00033547",292,288,4,0
"E00033548",235,230,5,0
"E00033549",337,331,3,3
"E00033550",301,290,7,4
"E00033551",219,216,3,0
"E00033552",330,325,3,2
"E00033553",354,340,11,3
"E00033554",331,326,4,1
"E00033555",269,259,5,5
"E00033556",312,304,5,3
"E00033557",317,306,11,0
"E00033558",300,290,9,1
"E00033559",260,254,3,3
"E00033560",316,303,4,9
"E00033561",299,287,8,4
"E00033562",314,310,4,0
"E00033563",341,334,7,0
"E00033564",350,339,7,4
"E00033565",286,284,0,2
"E00033566",310,308,2,0
"E00033567",342,338,2,2
"E00033568",348,340,4,4
"E00033569",255,249,5,1
"E00033570",375,369,3,3
"E00033571",243,234,8,1
"E00033572",279,272,4,3
"E00033573",187,185,2,0
"E00033574",321,315,5,1
"E00033575",244,243,1,0
"E00033576",231,231,0,0
"E00033577",290,290,0,0
"E00033579",317,314,2,1
"E00033580",247,245,2,0
"E00033581",496,478,9,9
"E00033582",334,330,2,2
"E00033583",230,216,10,4
"E00033584",588,296,267,25
"E00033585",291,261,26,4
"E00033586",298,285,12,1
"E00033587",286,281,4,1
"E00033589",315,313,2,0
"E00033590",173,170,3,0
"E00033591",220,217,2,1
"E00033592",307,306,1,0
"E00033593",200,200,0,0
"E00033594",367,357,9,1
"E00033595",309,308,1,0
"E00033596",345,338,6,1
"E00033597",223,221,2,0
"E00033598",214,202,12,0
"E00033599",225,221,2,2
"E00033600",240,240,0,0
"E00033601",264,254,9,1
"E00033602",273,254,16,3
"E00033603",302,296,4,2
"E00033604",244,240,4,0
"E00033605",286,274,9,3
"E00033606",252,225,24,3
"E00033607",214,207,7,0
"E00033608",330,311,8,11
"E00033611",302,278,20,4
"E00033613",255,235,19,1
"E00033614",338,322,15,1
"E00033616",366,346,16,4
"E00033618",362,351,9,2
"E00033620",309,298,10,1
"E00033621",270,260,6,4
"E00033623",364,346,16,2
"E00033624",280,278,0,2
"E00033625",323,313,8,2
"E00033626",438,424,4,10
"E00033627",356,352,4,0
"E00033628",312,310,2,0
"E00033629",438,432,6,0
"E00033630",237,233,3,1
"E00033631",227,225,2,0
"E00033632",334,330,4,0
"E00033633",240,228,12,0
"E00033634",362,353,6,3
"E00033635",270,266,4,0
"E00033636",417,411,5,1
"E00033637",483,472,7,4
"E00033639",302,295,7,0
"E00033640",304,297,7,0
"E00033641",303,298,2,3
"E00033642",366,350,13,3
"E00033643",229,222,7,0
"E00033644",228,226,2,0
"E00033645",251,246,3,2
"E00033646",105,104,1,0
"E00033647",306,301,5,0
"E00033648",259,254,5,0
"E00033649",311,309,2,0
"E00033650",297,295,2,0
"E00033651",141,139,1,1
"E00033652",281,277,2,2
"E00033653",329,324,5,0
"E00033654",212,210,2,0
"E00033655",433,422,8,3
"E00033656",220,216,3,1
"E00033657",210,206,3,1
"E00033658",309,298,8,3
"E00033659",392,384,7,1
"E00033660",303,299,4,0
"E00033662",374,369,3,2
"E00033663",215,209,6,0
"E00033664",233,232,1,0
"E00033665",436,430,4,2
"E00033666",236,234,2,0
"E00033667",284,276,8,0
"E00033668",278,272,4,2
"E00033669",297,287,10,0
"E00033670",289,248,22,19
"E00033672",372,343,29,0
"E00033673",268,262,5,1
"E00033677",225,222,3,0
"E00033678",299,255,33,11
"E00033684",421,411,5,5
"E00033685",321,320,1,0
"E00033686",271,267,3,1
"E00033687",389,371,8,10
"E00033688",265,259,1,5
"E00033689",330,328,2,0
"E00033690",356,329,27,0
"E00033691",216,200,14,2
"E00033692",302,267,15,20
"E00033694",235,230,1,4
"E00033695",304,304,0,0
"E00033696",426,414,12,0
"E00033697",341,335,5,1
"E00033698",410,402,3,5
"E00033699",323,318,5,0
"E00033700",209,207,1,1
"E00033701",363,358,1,4
"E00033702",161,159,2,0
"E00033703",276,269,3,4
"E00033704",393,388,4,1
"E00033705",366,352,4,10
"E00033706",264,258,6,0
"E00033707",241,237,1,3
"E00033708",194,193,1,0
"E00033709",202,200,2,0
"E00033710",307,300,6,1
"E00033711",124,121,3,0
"E00033712",360,353,4,3
"E00033713",271,265,5,1
"E00033715",362,354,4,4
"E00033716",204,201,2,1
"E00033717",239,237,2,0
"E00033718",334,325,4,5
"E00033719",347,344,3,0
"E00033720",324,317,7,0
"E00033721",312,309,3,0
"E00033722",224,224,0,0
"E00033723",372,362,9,1
"E00033724",321,316,3,2
"E00033725",354,326,26,2
"E00033726",230,228,1,1
"E00033727",305,297,8,0
"E00033728",500,482,15,3
"E00033729",231,221,10,0
"E00033730",301,292,7,2
"E00033731",164,162,2,0
"E00033732",276,264,2,10
"E00033733",237,231,6,0
"E00033734",230,227,3,0
"E00033735",111,108,3,0
"E00033736",249,245,4,0
"E00033737",386,374,11,1
"E00033738",188,182,2,4
"E00033739",252,251,1,0
"E00033740",317,298,14,5
"E00033741",281,274,6,1
"E00033742",290,287,3,0
"E00033743",270,264,5,1
"E00033744",356,352,3,1
"E00033745",199,193,5,1
"E00033746",291,289,2,0
"E00033747",364,363,1,0
"E00033748",264,260,4,0
"E00033749",315,312,3,0
"E00033750",353,341,6,6
"E00033752",420,401,15,4
"E00033753",251,249,2,0
"E00033754",307,295,5,7
"E00033755",319,309,8,2
"E00033756",319,312,7,0
"E00033758",251,249,1,1
"E00033759",202,192,6,4
"E00033762",306,300,3,3
"E00033763",331,325,5,1
"E00033764",384,374,10,0
"E00033765",312,301,8,3
"E00033766",388,380,3,5
"E00033767",282,265,14,3
"E00033768",275,269,5,1
"E00033769",207,202,2,3
"E00033770",420,406,5,9
"E00033771",366,359,6,1
"E00033773",279,275,3,1
"E00033774",290,283,6,1
"E00033775",455,443,10,2
"E00033776",293,289,4,0
"E00033777",271,262,5,4
"E00033778",340,336,4,0
"E00033779",284,279,2,3
"E00033780",253,248,3,2
"E00033781",343,332,9,2
"E00033782",305,297,2,6
"E00033783",323,315,4,4
"E00033784",482,464,18,0
"E00033785",298,291,4,3
"E00033786",451,444,5,2
"E00033787",349,344,3,2
"E00033788",318,316,0,2
"E00033789",295,290,4,1
"E00033790",303,298,3,2
"E00033791",363,353,9,1
"E00033792",203,201,2,0
"E00033793",327,323,2,2
"E00033794",287,285,1,1
"E00033795",283,279,4,0
"E00033796",213,207,5,1
"E00033797",236,234,2,0
"E00033798",368,350,6,12
"E00033799",300,295,3,2
"E00033800",201,200,1,0
"E00033801",267,264,0,3
"E00033802",189,187,2,0
"E00033803",267,265,1,1
"E00033804",291,285,4,2
"E00033805",177,175,2,0
"E00033806",190,176,11,3
"E00033807",442,406,32,4
"E00033808",246,239,6,1
"E00033810",264,254,6,4
"E00033811",598,582,11,5
"E00033812",391,379,5,7
"E00033813",534,511,20,3
"E00033814",353,345,7,1
"E00033815",311,300,6,5
"E00033816",313,301,12,0
"E00033818",321,318,2,1
"E00033819",244,224,13,7
"E00033820",251,239,3,9
"E00033821",161,153,8,0
"E00033822",429,408,16,5
"E00033823",167,163,4,0
"E00033824",483,447,31,5
"E00033825",305,279,14,12
"E00033826",330,296,29,5
"E00033827",224,201,9,14
"E00033828",345,313,19,13
"E00033829",220,209,8,3
"E00033832",263,244,16,3
"E00033833",298,276,15,7
"E00033836",138,133,4,1
"E00033837",287,281,6,0
"E00033838",259,256,3,0
"E00033839",519,501,14,4
"E00033840",334,290,39,5
"E00033841",286,280,6,0
"E00033842",399,384,10,5
"E00033843",371,363,8,0
"E00033844",348,346,2,0
"E00033845",213,184,18,11
"E00033846",411,381,24,6
"E00033847",249,222,25,2
"E00033848",383,368,12,3
"E00033849",347,340,4,3
"E00033850",380,362,14,4
"E00033851",291,238,52,1
"E00033852",269,261,5,3
"E00033853",299,286,11,2
"E00033854",377,361,14,2
"E00033855",180,171,4,5
"E00033856",297,288,6,3
"E00033857",248,238,6,4
"E00033859",246,225,11,10
"E00033861",296,281,12,3
"E00033862",294,288,4,2
"E00033863",310,301,8,1
"E00033864",279,277,2,0
"E00033865",368,361,6,1
"E00033866",310,298,12,0
"E00033867",299,289,9,1
"E00033868",333,322,9,2
"E00033869",315,301,11,3
"E00033870",257,245,12,0
"E00033871",298,295,2,1
"E00033872",330,324,4,2
"E00033873",316,306,7,3
"E00033874",329,314,12,3
"E00033875",318,314,4,0
"E00033876",289,284,4,1
"E00033877",354,345,8,1
"E00033878",287,285,1,1
"E00033879",300,281,19,0
"E00033880",457,442,9,6
"E00033881",321,304,4,13
"E00033882",280,273,5,2
"E00033883",287,276,7,4
"E00033884",333,320,9,4
"E00033885",466,449,12,5
"E00033886",276,272,4,0
"E00033887",388,364,22,2
"E00033888",335,327,7,1
"E00033889",306,296,1,9
"E00033890",198,191,7,0
"E00033891",297,281,11,5
"E00033892",114,108,4,2
"E00033893",269,260,6,3
"E00033894",311,302,5,4
"E00033895",207,194,10,3
"E00033896",291,274,13,4
"E00033897",274,257,7,10
"E00033898",359,334,13,12
"E00033899",259,249,6,4
"E00033900",265,249,16,0
"E00033901",306,294,10,2
"E00033902",343,298,38,7
"E00033903",210,204,4,2
"E00033904",296,293,2,1
"E00033905",181,180,1,0
"E00033906",203,175,19,9
"E00033907",286,271,14,1
"E00033908",282,268,11,3
"E00033909",280,248,32,0
"E00033910",386,371,14,1
"E00033911",368,363,4,1
"E00033913",233,228,5,0
"E00033914",330,305,18,7
"E00033915",196,191,4,1
"E00033917",292,287,4,1
"E00033918",247,244,1,2
"E00033919",250,248,2,0
"E00033920",245,242,3,0
"E00033921",313,290,12,11
"E00033922",341,321,17,3
"E00033923",232,224,6,2
"E00033924",381,366,11,4
"E00033925",236,224,7,5
"E00033926",300,286,9,5
"E00033927",378,365,13,0
"E00033928",262,254,6,2
"E00033930",260,246,11,3
"E00033931",278,268,6,4
"E00033932",316,299,11,6
"E00033933",256,243,11,2
"E00033934",291,257,23,11
"E00033935",330,311,13,6
"E00033936",273,259,8,6
"E00033937",196,181,10,5
"E00033938",284,272,8,4
"E00033939",273,257,7,9
"E00033940",301,286,11,4
"E00033941",318,296,20,2
"E00033942",354,343,8,3
"E00033943",292,281,7,4
"E00033944",248,189,55,4
"E00033945",195,180,11,4
"E00033946",410,374,27,9
"E00033947",269,258,8,3
"E00033948",333,331,1,1
"E00033949",280,275,5,0
"E00033950",413,402,7,4
"E00033951",249,245,4,0
"E00033952",354,351,2,1
"E00033953",379,371,5,3
"E00033954",214,209,5,0
"E00033955",344,343,0,1
"E00033956",102,101,0,1
"E00033957",314,310,2,2
"E00033958",320,313,4,3
"E00033959",264,254,9,1
"E00033960",331,327,4,0
"E00033961",277,275,0,2
"E00033962",292,289,2,1
"E00033963",357,345,11,1
"E00033964",286,282,4,0
"E00033965",281,269,11,1
"E00033966",257,249,6,2
"E00033967",300,292,7,1
"E00033968",145,140,5,0
"E00033969",246,244,2,0
"E00033970",298,295,2,1
"E00033971",190,185,2,3
"E00033972",251,245,2,4
"E00033973",182,179,3,0
"E00033974",287,281,3,3
"E00033975",349,343,4,2
"E00033976",211,205,6,0
"E00033977",156,156,0,0
"E00033978",165,161,0,4
"E00033979",121,118,3,0
"E00033980",242,235,7,0
"E00033981",148,147,1,0
"E00033982",110,107,3,0
"E00033983",233,227,5,1
"E00033984",235,231,2,2
"E00033985",206,203,3,0
"E00033986",266,263,3,0
"E00033987",260,250,10,0
"E00033988",246,242,4,0
"E00033989",229,226,2,1
"E00033990",314,308,5,1
"E00033991",289,283,6,0
"E00033992",264,262,2,0
"E00033993",418,413,5,0
"E00033994",376,371,5,0
"E00033995",252,242,9,1
"E00033996",297,292,5,0
"E00033997",341,330,5,6
"E00033998",293,288,5,0
"E00033999",290,287,2,1
"E00034000",295,292,2,1
"E00034001",349,332,14,3
"E00034002",239,239,0,0
"E00034003",229,228,1,0
"E00034004",204,203,1,0
"E00034005",309,303,5,1
"E00034006",265,261,3,1
"E00034007",214,214,0,0
"E00034008",280,276,3,1
"E00034009",242,240,1,1
"E00034010",205,203,2,0
"E00034011",363,360,3,0
"E00034012",281,279,0,2
"E00034013",270,261,7,2
"E00034014",245,244,1,0
"E00034015",296,295,1,0
"E00034016",265,265,0,0
"E00034017",326,311,5,10
"E00034019",287,286,1,0
"E00034020",323,312,10,1
"E00034021",304,298,5,1
"E00034022",391,386,3,2
"E00034023",229,215,5,9
"E00034024",299,284,11,4
"E00034025",360,354,5,1
"E00034026",271,265,5,1
"E00034027",230,220,9,1
"E00034028",354,337,16,1
"E00034029",466,461,4,1
"E00034030",268,262,2,4
"E00034031",236,229,6,1
"E00034032",324,318,4,2
"E00034033",255,249,5,1
"E00034034",307,300,4,3
"E00034035",314,308,6,0
"E00034036",314,308,5,1
"E00034037",333,329,3,1
"E00034038",346,327,5,14
"E00034039",301,299,2,0
"E00034040",268,262,6,0
"E00034041",318,313,5,0
"E00034042",307,302,5,0
"E00034043",339,327,11,1
"E00034044",350,342,7,1
"E00034045",330,327,3,0
"E00034046",276,270,6,0
"E00034047",283,276,7,0
"E00034048",266,261,4,1
"E00034049",297,294,3,0
"E00034050",321,318,3,0
"E00034051",199,192,7,0
"E00034052",266,262,3,1
"E00034053",400,386,13,1
"E00034054",328,326,2,0
"E00034055",327,304,20,3
"E00034056",237,230,5,2
"E00034057",237,235,2,0
"E00034058",277,271,2,4
"E00034059",430,420,10,0
"E00034061",356,345,11,0
"E00034062",474,314,145,15
"E00034063",468,230,232,6
"E00034064",490,185,296,9
"E00034065",292,275,14,3
