"GeographyCode","QS414EW0001","QS414EW0002","QS414EW0003","QS414EW0004","QS414EW0005"
"E00033067",279,44,181,11,43
"E00033068",327,57,202,25,43
"E00033069",248,50,142,19,37
"E00033070",263,55,169,17,22
"E00033071",261,52,143,32,34
"E00033072",275,48,157,28,42
"E00033073",253,19,153,13,68
"E00033074",283,52,156,49,26
"E00033075",237,18,189,3,27
"E00033076",302,71,148,38,45
"E00033077",292,44,204,17,27
"E00033078",272,83,136,18,35
"E00033079",230,37,125,53,15
"E00033080",197,54,109,12,22
"E00033081",220,61,89,53,17
"E00033082",312,87,174,29,22
"E00033083",336,83,176,60,17
"E00033084",325,64,158,78,25
"E00033085",321,72,137,85,27
"E00033086",249,45,173,29,2
"E00033087",397,45,234,85,33
"E00033088",239,28,143,42,26
"E00033089",302,42,131,72,57
"E00033090",376,32,172,99,73
"E00033091",306,34,191,59,22
"E00033092",307,50,176,71,10
"E00033093",372,52,201,85,34
"E00033094",328,35,188,95,10
"E00033095",414,111,259,38,6
"E00033096",259,64,149,37,9
"E00033097",263,37,160,51,15
"E00033098",274,33,175,38,28
"E00033099",163,25,103,24,11
"E00033100",297,44,151,63,39
"E00033101",212,40,115,38,19
"E00033102",429,68,226,98,37
"E00033103",298,32,148,65,53
"E00033104",275,36,117,63,59
"E00033105",293,44,188,51,10
"E00033106",286,37,152,78,19
"E00033107",353,53,190,73,37
"E00033108",317,27,143,92,55
"E00033109",322,38,164,103,17
"E00033110",340,40,222,57,21
"E00033112",308,83,169,43,13
"E00033113",246,93,119,25,9
"E00033114",303,58,168,65,12
"E00033115",132,56,58,10,8
"E00033116",137,43,86,6,2
"E00033117",385,52,211,106,16
"E00033118",331,33,182,106,10
"E00033119",262,49,135,71,7
"E00033120",313,49,170,68,26
"E00033121",220,38,138,28,16
"E00033122",275,46,166,40,23
"E00033123",258,61,143,40,14
"E00033124",307,53,177,54,23
"E00033125",187,40,106,35,6
"E00033126",251,34,151,66,0
"E00033127",435,65,217,126,27
"E00033128",268,37,121,62,48
"E00033129",256,44,140,65,7
"E00033130",360,59,213,74,14
"E00033131",275,39,121,49,66
"E00033132",419,48,202,113,56
"E00033133",366,33,184,85,64
"E00033134",190,62,67,46,15
"E00033135",445,52,219,112,62
"E00033136",225,29,118,34,44
"E00033137",280,73,124,37,46
"E00033138",171,73,46,40,12
"E00033139",248,33,163,38,14
"E00033140",202,33,117,35,17
"E00033141",208,36,98,63,11
"E00033142",273,40,115,76,42
"E00033143",261,53,104,56,48
"E00033144",204,70,88,24,22
"E00033145",294,33,152,75,34
"E00033146",304,56,144,59,45
"E00033147",308,51,132,65,60
"E00033148",258,38,154,36,30
"E00033149",226,40,104,54,28
"E00033150",316,32,156,36,92
"E00033151",262,51,99,93,19
"E00033152",305,54,132,74,45
"E00033153",332,71,160,72,29
"E00033154",156,67,44,25,20
"E00033155",266,77,125,31,33
"E00033156",238,52,90,50,46
"E00033157",326,54,121,83,68
"E00033158",302,41,143,89,29
"E00033159",197,28,75,58,36
"E00033160",354,49,159,66,80
"E00033161",280,36,126,57,61
"E00033162",280,51,96,63,70
"E00033163",277,35,139,44,59
"E00033164",351,43,214,77,17
"E00033165",166,20,96,27,23
"E00033166",158,24,115,9,10
"E00033167",310,32,185,57,36
"E00033168",285,38,157,58,32
"E00033169",302,35,151,86,30
"E00033170",360,35,174,115,36
"E00033171",345,37,163,101,44
"E00033172",186,31,115,13,27
"E00033173",315,42,142,100,31
"E00033174",297,32,129,75,61
"E00033175",279,29,116,75,59
"E00033176",264,49,123,62,30
"E00033177",298,47,172,53,26
"E00033178",170,37,91,22,20
"E00033179",322,40,159,73,50
"E00033181",421,65,271,33,52
"E00033182",368,69,222,32,45
"E00033183",584,54,323,142,65
"E00033185",340,38,189,106,7
"E00033186",318,27,209,50,32
"E00033187",197,45,119,6,27
"E00033188",327,25,202,93,7
"E00033189",509,92,208,118,91
"E00033190",574,67,177,96,234
"E00033191",448,32,276,120,20
"E00033192",434,24,199,156,55
"E00033193",327,65,148,105,9
"E00033194",345,40,217,55,33
"E00033195",249,34,144,62,9
"E00033196",210,42,108,28,32
"E00033197",355,124,189,21,21
"E00033198",393,53,272,53,15
"E00033199",185,85,75,19,6
"E00033200",232,24,126,50,32
"E00033201",235,19,156,39,21
"E00033202",315,30,195,82,8
"E00033203",244,30,153,56,5
"E00033204",252,29,156,55,12
"E00033206",184,51,101,18,14
"E00033207",293,98,127,27,41
"E00033208",257,59,109,42,47
"E00033209",323,47,191,19,66
"E00033210",271,44,111,58,58
"E00033211",357,67,145,61,84
"E00033212",314,43,126,60,85
"E00033213",401,43,233,99,26
"E00033214",538,64,209,110,155
"E00033215",349,39,149,86,75
"E00033216",252,62,131,33,26
"E00033217",287,41,180,28,38
"E00033218",303,49,173,36,45
"E00033219",362,47,259,38,18
"E00033220",389,46,246,62,35
"E00033221",249,34,168,18,29
"E00033222",178,21,116,7,34
"E00033223",248,44,131,15,58
"E00033224",301,32,188,36,45
"E00033225",300,79,144,49,28
"E00033226",417,48,207,90,72
"E00033227",262,38,121,52,51
"E00033228",341,66,178,37,60
"E00033229",284,41,137,71,35
"E00033230",279,30,151,78,20
"E00033231",203,65,62,37,39
"E00033235",228,44,111,20,53
"E00033237",276,75,112,58,31
"E00033238",463,55,215,92,101
"E00033242",233,29,109,63,32
"E00033245",315,38,169,42,66
"E00033246",253,49,120,36,48
"E00033247",333,44,172,48,69
"E00033248",294,97,153,12,32
"E00033249",285,53,113,53,66
"E00033250",226,58,122,26,20
"E00033251",222,33,98,56,35
"E00033252",350,33,171,73,73
"E00033253",240,41,110,40,49
"E00033254",358,49,173,105,31
"E00033255",267,44,135,44,44
"E00033256",225,27,101,61,36
"E00033257",308,65,153,41,49
"E00033258",325,54,167,62,42
"E00033259",135,44,53,29,9
"E00033260",245,57,97,59,32
"E00033261",247,41,90,49,67
"E00033262",154,51,73,22,8
"E00033263",145,54,41,33,17
"E00033264",279,64,135,57,23
"E00033265",298,40,120,84,54
"E00033266",314,32,168,82,32
"E00033267",250,42,126,39,43
"E00033268",291,31,145,66,49
"E00033269",168,35,90,36,7
"E00033270",345,40,142,96,67
"E00033271",379,48,231,78,22
"E00033272",301,33,166,78,24
"E00033274",259,39,109,69,42
"E00033275",286,25,160,55,46
"E00033276",225,48,98,44,35
"E00033277",224,32,131,45,16
"E00033278",225,41,103,40,41
"E00033279",276,52,126,70,28
"E00033281",307,41,139,72,55
"E00033282",303,35,162,45,61
"E00033283",276,40,132,80,24
"E00033284",250,67,138,10,35
"E00033285",300,54,125,83,38
"E00033286",218,39,116,32,31
"E00033287",306,38,117,106,45
"E00033288",321,33,154,94,40
"E00033289",229,43,120,29,37
"E00033290",242,32,105,74,31
"E00033291",498,29,267,135,67
"E00033292",203,31,118,41,13
"E00033293",319,35,190,60,34
"E00033294",232,43,118,48,23
"E00033295",283,39,129,83,32
"E00033296",268,43,129,67,29
"E00033297",312,55,147,59,51
"E00033298",294,52,134,50,58
"E00033299",288,52,120,64,52
"E00033300",234,22,126,54,32
"E00033301",300,31,154,90,25
"E00033302",239,39,116,40,44
"E00033304",252,28,140,52,32
"E00033305",276,41,128,52,55
"E00033306",280,44,130,45,61
"E00033307",312,29,161,52,70
"E00033308",288,36,124,94,34
"E00033309",316,41,165,62,48
"E00033310",331,28,170,100,33
"E00033312",276,53,157,32,34
"E00033313",340,27,188,71,54
"E00033314",316,42,146,74,54
"E00033315",354,32,152,80,90
"E00033316",327,50,176,81,20
"E00033317",368,40,211,96,21
"E00033318",355,46,194,72,43
"E00033319",419,57,240,83,39
"E00033320",292,42,187,53,10
"E00033322",301,55,158,68,20
"E00033323",297,59,212,21,5
"E00033324",304,41,154,77,32
"E00033326",293,48,188,47,10
"E00033327",295,43,154,83,15
"E00033328",264,24,119,86,35
"E00033329",316,42,174,67,33
"E00033330",320,45,163,79,33
"E00033331",328,43,166,114,5
"E00033332",314,36,160,98,20
"E00033333",341,38,143,95,65
"E00033334",294,23,156,89,26
"E00033335",252,43,144,50,15
"E00033336",328,51,189,61,27
"E00033337",200,35,85,75,5
"E00033338",274,53,152,56,13
"E00033339",353,55,202,77,19
"E00033340",305,17,187,69,32
"E00033341",309,33,154,86,36
"E00033342",324,50,180,79,15
"E00033343",264,40,176,39,9
"E00033344",332,38,206,83,5
"E00033345",384,46,236,81,21
"E00033346",289,44,131,72,42
"E00033347",315,30,178,75,32
"E00033348",289,75,158,45,11
"E00033349",267,62,138,31,36
"E00033350",322,27,179,104,12
"E00033351",300,38,155,75,32
"E00033352",255,34,128,68,25
"E00033353",254,25,149,49,31
"E00033354",214,39,128,15,32
"E00033355",275,36,152,52,35
"E00033356",345,48,176,69,52
"E00033357",266,47,143,65,11
"E00033358",221,26,115,54,26
"E00033359",324,64,173,61,26
"E00033360",354,55,205,85,9
"E00033361",429,52,235,115,27
"E00033362",272,28,143,81,20
"E00033363",196,31,94,61,10
"E00033364",362,31,202,105,24
"E00033365",448,79,267,76,26
"E00033366",284,34,145,95,10
"E00033367",336,60,191,73,12
"E00033368",269,47,134,60,28
"E00033369",373,71,237,55,10
"E00033370",272,39,161,55,17
"E00033371",308,40,175,84,9
"E00033372",291,31,152,57,51
"E00033373",474,55,226,124,69
"E00033374",275,59,161,40,15
"E00033375",347,81,212,37,17
"E00033376",281,71,187,19,4
"E00033377",306,80,162,50,14
"E00033378",334,68,177,56,33
"E00033379",273,45,180,38,10
"E00033380",246,32,136,65,13
"E00033381",208,73,104,25,6
"E00033382",332,29,181,92,30
"E00033383",281,49,170,48,14
"E00033384",356,42,214,66,34
"E00033385",317,67,158,73,19
"E00033386",352,40,208,75,29
"E00033387",214,41,124,28,21
"E00033388",288,68,163,24,33
"E00033389",278,35,161,65,17
"E00033391",346,58,151,125,12
"E00033392",285,41,198,28,18
"E00033394",284,51,143,40,50
"E00033395",287,52,175,13,47
"E00033396",285,47,166,46,26
"E00033397",323,43,160,84,36
"E00033399",330,29,179,95,27
"E00033400",299,37,161,82,19
"E00033401",275,22,146,75,32
"E00033402",346,49,196,78,23
"E00033403",348,61,219,52,16
"E00033404",329,87,173,59,10
"E00033405",305,46,169,60,30
"E00033406",321,65,172,69,15
"E00033407",328,57,197,63,11
"E00033408",327,57,202,61,7
"E00033409",314,96,167,20,31
"E00033410",289,39,176,53,21
"E00033411",330,69,197,43,21
"E00033412",345,58,197,71,19
"E00033413",242,41,130,45,26
"E00033414",330,52,185,80,13
"E00033415",274,71,130,59,14
"E00033416",359,48,223,78,10
"E00033417",339,75,197,42,25
"E00033418",424,109,224,79,12
"E00033419",308,74,183,46,5
"E00033420",388,63,256,56,13
"E00033421",309,53,179,37,40
"E00033422",467,114,275,67,11
"E00033423",315,62,206,36,11
"E00033424",304,44,196,49,15
"E00033425",245,55,137,32,21
"E00033426",302,51,193,18,40
"E00033427",240,55,146,18,21
"E00033428",309,25,161,76,47
"E00033432",321,48,151,63,59
"E00033435",289,38,157,52,42
"E00033436",275,42,154,59,20
"E00033437",266,42,116,62,46
"E00033438",307,35,173,71,28
"E00033439",358,49,250,34,25
"E00033440",348,42,151,81,74
"E00033441",301,60,131,68,42
"E00033442",336,45,142,74,75
"E00033443",158,29,78,24,27
"E00033444",254,38,145,55,16
"E00033445",257,21,118,81,37
"E00033446",277,46,145,49,37
"E00033447",159,15,93,24,27
"E00033448",308,38,135,70,65
"E00033449",297,49,188,37,23
"E00033450",301,38,126,88,49
"E00033451",231,32,113,46,40
"E00033452",229,43,124,41,21
"E00033453",148,13,81,44,10
"E00033454",489,87,272,79,51
"E00033455",231,54,107,57,13
"E00033456",336,27,152,98,59
"E00033457",214,31,122,41,20
"E00033458",227,21,115,27,64
"E00033459",268,29,157,48,34
"E00033460",200,24,83,78,15
"E00033462",217,31,109,39,38
"E00033463",218,38,117,48,15
"E00033464",284,35,142,36,71
"E00033466",278,37,145,72,24
"E00033468",286,35,146,81,24
"E00033470",324,41,156,62,65
"E00033471",279,26,128,67,58
"E00033472",249,29,101,80,39
"E00033473",272,34,140,83,15
"E00033474",229,82,87,39,21
"E00033475",287,78,113,61,35
"E00033476",234,40,85,61,48
"E00033477",177,26,94,39,18
"E00033478",273,32,129,64,48
"E00033479",390,57,209,83,41
"E00033480",279,53,120,86,20
"E00033481",399,52,212,99,36
"E00033482",282,36,141,90,15
"E00033483",336,53,182,52,49
"E00033484",292,62,158,52,20
"E00033485",318,51,145,75,47
"E00033486",348,57,182,86,23
"E00033487",239,71,119,27,22
"E00033488",235,87,84,40,24
"E00033489",312,39,125,84,64
"E00033490",268,31,119,64,54
"E00033491",224,89,79,40,16
"E00033492",330,85,139,81,25
"E00033493",289,54,138,55,42
"E00033494",254,32,115,74,33
"E00033495",335,64,147,96,28
"E00033496",299,67,134,56,42
"E00033497",222,34,113,38,37
"E00033498",112,15,67,6,24
"E00033501",123,14,85,0,24
"E00033502",240,34,122,68,16
"E00033503",247,31,130,64,22
"E00033504",315,34,176,72,33
"E00033505",215,51,108,40,16
"E00033506",303,44,121,64,74
"E00033507",247,63,113,45,26
"E00033508",228,44,139,29,16
"E00033509",287,39,130,87,31
"E00033510",290,49,141,65,35
"E00033511",232,56,118,37,21
"E00033512",209,16,89,41,63
"E00033513",293,46,119,54,74
"E00033514",234,43,106,55,30
"E00033515",281,53,111,60,57
"E00033516",251,39,151,37,24
"E00033517",298,38,149,57,54
"E00033518",254,48,116,58,32
"E00033519",329,52,153,60,64
"E00033520",186,46,72,44,24
"E00033521",246,72,100,50,24
"E00033522",285,58,148,64,15
"E00033523",341,41,193,66,41
"E00033524",416,88,195,95,38
"E00033525",331,31,154,107,39
"E00033526",269,48,136,77,8
"E00033527",384,48,170,88,78
"E00033528",256,32,144,57,23
"E00033530",448,61,253,119,15
"E00033531",359,79,209,60,11
"E00033532",392,83,211,89,9
"E00033533",235,35,137,38,25
"E00033534",218,51,139,10,18
"E00033535",305,46,191,56,12
"E00033536",314,37,152,93,32
"E00033537",288,59,151,68,10
"E00033538",320,57,193,63,7
"E00033539",315,44,186,70,15
"E00033540",314,61,181,58,14
"E00033541",323,40,150,105,28
"E00033542",271,51,139,67,14
"E00033543",254,39,136,60,19
"E00033544",227,38,138,42,9
"E00033545",249,46,135,48,20
"E00033546",356,45,171,100,40
"E00033547",292,29,166,52,45
"E00033548",235,44,111,64,16
"E00033549",337,52,179,61,45
"E00033550",301,54,145,88,14
"E00033551",219,26,136,43,14
"E00033552",330,38,168,82,42
"E00033553",354,50,179,95,30
"E00033554",331,23,153,106,49
"E00033555",269,61,162,33,13
"E00033556",312,32,145,105,30
"E00033557",317,37,200,65,15
"E00033558",300,32,163,105,0
"E00033559",260,37,142,63,18
"E00033560",316,50,172,94,0
"E00033561",299,45,159,62,33
"E00033562",314,39,191,50,34
"E00033563",341,63,162,75,41
"E00033564",345,75,179,74,17
"E00033565",286,28,182,76,0
"E00033566",310,43,147,73,47
"E00033567",342,26,164,115,37
"E00033568",348,49,174,63,62
"E00033569",255,39,105,70,41
"E00033570",375,46,202,103,24
"E00033571",243,54,124,55,10
"E00033572",279,42,148,66,23
"E00033573",187,53,62,35,37
"E00033574",321,30,144,120,27
"E00033575",244,56,126,52,10
"E00033576",231,29,120,69,13
"E00033577",290,33,140,91,26
"E00033579",317,34,140,85,58
"E00033580",247,42,123,33,49
"E00033581",496,73,183,126,114
"E00033582",334,40,200,55,39
"E00033583",230,40,136,39,15
"E00033584",232,63,123,28,18
"E00033585",291,49,148,76,18
"E00033586",285,62,146,41,36
"E00033587",286,45,176,53,12
"E00033589",315,33,167,72,43
"E00033590",173,29,75,48,21
"E00033591",220,29,103,48,40
"E00033592",307,21,171,85,30
"E00033593",200,39,88,40,33
"E00033594",367,44,153,114,56
"E00033595",309,43,154,54,58
"E00033596",286,34,160,56,36
"E00033597",223,36,123,41,23
"E00033598",214,67,72,49,26
"E00033599",225,70,71,59,25
"E00033600",240,40,142,40,18
"E00033601",264,60,95,76,33
"E00033602",273,55,175,33,10
"E00033603",302,40,134,55,73
"E00033604",244,63,110,43,28
"E00033605",286,42,158,59,27
"E00033606",252,28,155,38,31
"E00033607",214,58,81,62,13
"E00033608",330,55,159,72,44
"E00033611",302,43,191,46,22
"E00033613",255,40,155,38,22
"E00033614",338,96,181,36,25
"E00033616",366,70,198,75,23
"E00033618",362,53,197,81,31
"E00033620",309,35,145,71,58
"E00033621",270,28,109,65,68
"E00033623",364,54,201,46,63
"E00033624",280,42,127,71,40
"E00033625",323,30,168,90,35
"E00033626",438,49,153,152,84
"E00033627",356,40,143,120,53
"E00033628",312,49,145,68,50
"E00033629",438,40,213,98,87
"E00033630",237,36,139,23,39
"E00033631",227,35,118,58,16
"E00033632",334,51,158,56,69
"E00033633",240,36,132,34,38
"E00033634",362,51,168,66,77
"E00033635",270,48,141,53,28
"E00033636",417,47,205,89,76
"E00033637",483,60,215,130,78
"E00033639",302,42,135,80,45
"E00033640",304,50,138,83,33
"E00033641",303,71,168,39,25
"E00033642",366,45,182,82,57
"E00033643",229,41,113,54,21
"E00033644",228,25,130,30,43
"E00033645",251,35,107,34,75
"E00033646",105,14,43,25,23
"E00033647",257,22,121,82,32
"E00033648",259,47,129,16,67
"E00033649",311,23,138,95,55
"E00033650",297,56,119,82,40
"E00033651",141,17,59,55,10
"E00033652",281,53,149,33,46
"E00033653",278,24,107,106,41
"E00033654",212,16,99,45,52
"E00033655",433,49,211,106,67
"E00033656",220,21,71,80,48
"E00033657",210,22,103,47,38
"E00033658",309,35,178,62,34
"E00033659",392,39,208,88,57
"E00033660",303,38,177,64,24
"E00033662",374,55,180,91,48
"E00033663",215,45,119,25,26
"E00033664",233,24,126,45,38
"E00033665",436,40,244,91,61
"E00033666",236,33,127,36,40
"E00033667",284,54,175,32,23
"E00033668",278,41,134,81,22
"E00033669",297,37,144,68,48
"E00033670",289,87,150,28,24
"E00033672",372,65,159,85,63
"E00033673",250,48,120,41,41
"E00033677",225,48,105,59,13
"E00033678",299,105,113,55,26
"E00033684",421,88,200,82,51
"E00033685",321,42,134,60,85
"E00033686",271,51,126,44,50
"E00033687",389,43,170,105,71
"E00033688",265,38,118,67,42
"E00033689",330,51,138,65,76
"E00033690",356,64,200,44,48
"E00033691",216,38,101,43,34
"E00033692",296,88,176,18,14
"E00033694",235,37,122,54,22
"E00033695",304,40,151,60,53
"E00033696",426,75,219,97,35
"E00033697",341,31,184,56,70
"E00033698",410,40,238,89,43
"E00033699",323,35,226,57,5
"E00033700",209,34,114,46,15
"E00033701",363,45,183,103,32
"E00033702",161,29,107,23,2
"E00033703",276,77,128,42,29
"E00033704",393,29,187,134,43
"E00033705",366,40,203,99,24
"E00033706",264,47,119,68,30
"E00033707",241,43,118,54,26
"E00033708",194,66,109,11,8
"E00033709",202,24,90,53,35
"E00033710",307,51,124,88,44
"E00033711",124,14,84,20,6
"E00033712",360,37,205,83,35
"E00033713",271,39,154,61,17
"E00033715",362,51,177,101,33
"E00033716",204,47,95,21,41
"E00033717",239,20,125,76,18
"E00033718",334,41,153,110,30
"E00033719",347,43,155,134,15
"E00033720",324,62,191,46,25
"E00033721",312,26,151,117,18
"E00033722",224,34,129,42,19
"E00033723",372,38,189,113,32
"E00033724",321,46,148,61,66
"E00033725",329,47,148,69,65
"E00033726",230,46,102,50,32
"E00033727",305,60,142,68,35
"E00033728",442,65,267,101,9
"E00033729",231,42,119,33,37
"E00033730",301,34,156,73,38
"E00033731",164,43,59,44,18
"E00033732",276,39,167,48,22
"E00033733",237,31,134,50,22
"E00033734",230,40,98,34,58
"E00033735",111,15,78,0,18
"E00033736",249,46,114,51,38
"E00033737",386,52,194,93,47
"E00033738",188,33,97,15,43
"E00033739",252,28,99,57,68
"E00033740",317,49,143,89,36
"E00033741",281,30,158,68,25
"E00033742",290,42,123,81,44
"E00033743",270,29,123,85,33
"E00033744",356,46,175,70,65
"E00033745",199,61,104,21,13
"E00033746",291,48,120,95,28
"E00033747",364,47,156,97,64
"E00033748",264,41,131,65,27
"E00033749",275,44,142,64,25
"E00033750",353,58,188,87,20
"E00033752",420,68,204,117,31
"E00033753",251,31,149,60,11
"E00033754",307,37,164,50,56
"E00033755",319,56,167,65,31
"E00033756",319,32,151,117,19
"E00033758",251,37,127,56,31
"E00033759",202,29,87,57,29
"E00033762",306,44,153,90,19
"E00033763",331,34,169,105,23
"E00033764",384,30,213,106,35
"E00033765",312,57,165,77,13
"E00033766",388,38,197,136,17
"E00033767",282,37,149,64,32
"E00033768",275,39,150,54,32
"E00033769",207,71,81,38,17
"E00033770",420,55,247,98,20
"E00033771",366,36,242,66,22
"E00033773",279,32,157,63,27
"E00033774",290,39,143,78,30
"E00033775",455,69,212,151,23
"E00033776",293,21,165,72,35
"E00033777",271,24,182,50,15
"E00033778",340,32,158,118,32
"E00033779",284,55,116,48,65
"E00033780",253,30,142,77,4
"E00033781",343,83,142,74,44
"E00033782",299,44,155,54,46
"E00033783",323,59,139,106,19
"E00033784",482,52,215,138,77
"E00033785",298,38,177,64,19
"E00033786",451,65,273,85,28
"E00033787",349,43,205,81,20
"E00033788",318,38,142,115,23
"E00033789",295,19,174,71,31
"E00033790",303,40,154,104,5
"E00033791",363,41,163,99,60
"E00033792",203,19,120,59,5
"E00033793",327,44,156,58,69
"E00033794",287,34,147,80,26
"E00033795",283,37,133,74,39
"E00033796",213,28,113,17,55
"E00033797",236,40,109,51,36
"E00033798",362,79,171,101,11
"E00033799",300,44,125,76,55
"E00033800",201,23,94,53,31
"E00033801",267,51,131,74,11
"E00033802",189,28,65,61,35
"E00033803",267,53,135,68,11
"E00033804",291,37,148,64,42
"E00033805",177,50,79,35,13
"E00033806",190,28,110,24,28
"E00033807",441,53,213,98,77
"E00033808",246,39,70,49,88
"E00033810",264,71,73,64,56
"E00033811",581,65,202,104,210
"E00033812",391,46,153,87,105
"E00033813",534,62,147,98,227
"E00033814",353,56,159,82,56
"E00033815",311,76,123,53,59
"E00033816",313,33,130,53,97
"E00033818",321,35,128,61,97
"E00033819",235,41,107,34,53
"E00033820",251,72,84,48,47
"E00033821",161,28,81,17,35
"E00033822",429,33,153,105,138
"E00033823",167,20,49,19,79
"E00033824",483,43,153,122,165
"E00033825",305,43,140,66,56
"E00033826",275,47,168,21,39
"E00033827",224,46,110,18,50
"E00033828",345,52,128,82,83
"E00033829",207,31,117,22,37
"E00033832",209,48,129,16,16
"E00033833",298,40,173,41,44
"E00033836",118,13,79,9,17
"E00033837",287,41,147,59,40
"E00033838",259,29,98,79,53
"E00033839",519,88,239,146,46
"E00033840",334,66,155,51,62
"E00033841",286,56,131,31,68
"E00033842",368,50,131,84,103
"E00033843",371,42,113,81,135
"E00033844",348,47,103,90,108
"E00033845",213,27,132,29,25
"E00033846",411,61,177,61,112
"E00033847",246,24,129,42,51
"E00033848",383,38,195,119,31
"E00033849",347,35,209,93,10
"E00033850",378,60,243,68,7
"E00033851",291,51,137,79,24
"E00033852",260,45,139,30,46
"E00033853",276,66,163,35,12
"E00033854",373,47,202,91,33
"E00033855",175,28,127,8,12
"E00033856",246,63,134,25,24
"E00033857",248,47,132,50,19
"E00033859",246,93,128,15,10
"E00033861",296,63,189,18,26
"E00033862",294,44,178,58,14
"E00033863",310,47,168,77,18
"E00033864",279,53,134,71,21
"E00033865",368,36,174,110,48
"E00033866",310,54,162,84,10
"E00033867",299,54,165,63,17
"E00033868",333,29,167,122,15
"E00033869",315,63,178,69,5
"E00033870",257,49,158,33,17
"E00033871",298,40,178,53,27
"E00033872",330,47,165,103,15
"E00033873",316,44,150,74,48
"E00033874",329,48,183,78,20
"E00033875",318,30,173,100,15
"E00033876",289,36,162,63,28
"E00033877",351,38,208,95,10
"E00033878",287,64,151,64,8
"E00033879",300,25,184,70,21
"E00033880",457,67,226,116,48
"E00033881",317,55,168,74,20
"E00033882",280,37,143,69,31
"E00033883",287,58,150,57,22
"E00033884",333,41,181,75,36
"E00033885",466,100,274,61,31
"E00033886",276,39,144,67,26
"E00033887",388,31,200,122,35
"E00033888",335,53,133,127,22
"E00033889",306,76,181,34,15
"E00033890",198,23,127,31,17
"E00033891",252,81,138,24,9
"E00033892",114,33,60,14,7
"E00033893",265,50,132,66,17
"E00033894",311,32,156,109,14
"E00033895",207,44,133,27,3
"E00033896",291,65,193,23,10
"E00033897",274,109,139,8,18
"E00033898",359,64,162,78,55
"E00033899",259,54,85,70,50
"E00033900",265,29,110,81,45
"E00033901",283,53,165,22,43
"E00033902",328,29,130,95,74
"E00033903",210,33,89,37,51
"E00033904",296,56,145,58,37
"E00033905",181,75,61,28,17
"E00033906",202,28,104,11,59
"E00033907",286,47,155,30,54
"E00033908",282,40,149,21,72
"E00033909",280,29,148,50,53
"E00033910",386,57,142,104,83
"E00033911",368,49,161,106,52
"E00033913",233,28,123,63,19
"E00033914",330,55,140,48,87
"E00033915",196,52,70,44,30
"E00033917",289,36,112,77,64
"E00033918",247,56,146,37,8
"E00033919",250,37,126,53,34
"E00033920",245,79,108,43,15
"E00033921",313,85,92,55,81
"E00033922",341,50,180,67,44
"E00033923",232,74,83,42,33
"E00033924",381,68,157,75,81
"E00033925",233,32,134,23,44
"E00033926",300,42,121,52,85
"E00033927",378,37,174,96,71
"E00033928",262,38,110,61,53
"E00033930",260,45,136,49,30
"E00033931",278,57,90,65,66
"E00033932",316,38,129,111,38
"E00033933",256,28,117,54,57
"E00033934",288,60,120,55,53
"E00033935",330,81,115,59,75
"E00033936",273,51,102,56,64
"E00033937",196,32,67,71,26
