"GeographyCode","QS607EW0001","QS607EW0002","QS607EW0003","QS607EW0004","QS607EW0005","QS607EW0006","QS607EW0007","QS607EW0008","QS607EW0009","QS607EW0010","QS607EW0011","QS607EW0012","QS607EW0013","QS607EW0014","QS607EW0015","QS607EW0016","QS607EW0017","QS607EW0018","QS607EW0019","QS607EW0020","QS607EW0021","QS607EW0022","QS607EW0023","QS607EW0024","QS607EW0025","QS607EW0026","QS607EW0027","QS607EW0028","QS607EW0029","QS607EW0030","QS607EW0031","QS607EW0032","QS607EW0033","QS607EW0034","QS607EW0035","QS607EW0036","QS607EW0037","QS607EW0038","QS607EW0039","QS607EW0040","QS607EW0041","QS607EW0042","QS607EW0043","QS607EW0044","QS607EW0045","QS607EW0046","QS607EW0047","QS607EW0048","QS607EW0049","QS607EW0050","QS607EW0051","QS607EW0052","QS607EW0053","QS607EW0054","QS607EW0055"
"E00032997",157,4,0,0,0,4,4,0,0,0,23,16,16,0,0,0,3,4,7,6,0,1,0,12,2,2,0,10,10,0,8,5,3,2,1,33,13,14,0,5,0,0,1,28,6,0,6,15,1,25,20,5,17,17,0
"E00032998",262,24,6,0,6,18,11,1,5,1,41,27,20,1,5,1,7,7,26,15,7,2,2,18,8,8,0,10,10,0,23,14,9,9,0,33,8,14,2,7,0,2,0,43,9,4,9,21,0,31,27,4,23,23,0
"E00032999",329,28,2,0,2,26,22,4,0,0,77,61,44,1,14,2,9,7,22,15,5,2,0,10,4,2,2,6,6,0,17,9,8,8,0,27,10,14,0,0,1,0,2,25,12,1,3,9,0,36,30,6,87,87,0
"E00033000",103,4,1,0,1,3,2,1,0,0,12,6,6,0,0,0,5,1,7,6,1,0,0,4,2,2,0,2,0,2,6,3,3,3,0,17,5,8,1,1,0,1,1,15,3,4,1,7,0,23,20,3,15,15,0
"E00033002",187,14,1,0,1,13,9,3,1,0,33,27,26,0,0,1,4,2,22,14,6,1,1,11,3,3,0,8,8,0,17,5,12,10,2,23,1,20,0,1,0,1,0,22,7,1,6,8,0,21,14,7,24,24,0
"E00033004",234,56,15,0,15,41,29,3,9,0,58,33,24,3,5,1,20,5,33,22,6,4,1,23,7,7,0,16,16,0,14,9,5,3,2,18,4,8,2,2,0,2,0,5,1,1,0,3,0,8,3,5,19,19,0
"E00033005",268,5,0,0,0,5,3,2,0,0,40,22,20,0,2,0,13,5,19,10,4,4,1,6,1,1,0,5,5,0,19,12,7,6,1,60,13,26,5,11,0,5,0,49,10,7,11,21,0,45,36,9,25,25,0
"E00033006",199,8,2,0,2,6,3,2,1,0,19,10,10,0,0,0,6,3,25,12,11,0,2,9,0,0,0,9,9,0,11,7,4,3,1,45,6,20,5,10,0,0,4,38,3,4,5,25,1,26,20,6,18,18,0
"E00033007",228,3,1,0,1,2,2,0,0,0,19,12,10,2,0,0,5,2,13,4,5,4,0,19,5,5,0,14,14,0,12,5,7,5,2,50,13,27,3,4,0,2,1,44,8,4,7,25,0,50,42,8,18,18,0
"E00033008",240,8,3,0,3,5,3,0,2,0,9,6,5,1,0,0,3,0,13,6,2,4,1,5,1,1,0,4,4,0,18,13,5,5,0,46,7,21,6,7,0,2,3,44,13,4,9,18,0,74,60,14,23,23,0
"E00033012",138,35,6,0,6,29,13,5,9,2,43,27,22,1,3,1,14,2,14,10,4,0,0,13,5,5,0,8,8,0,4,4,0,0,0,9,4,3,0,2,0,0,0,6,2,0,2,2,0,3,2,1,11,11,0
"E00033013",168,33,1,0,1,32,28,3,1,0,29,22,20,1,1,0,5,2,13,5,5,2,1,7,2,2,0,5,5,0,4,2,2,1,1,16,4,9,1,2,0,0,0,14,5,0,2,7,0,12,10,2,40,40,0
"E00033015",184,24,0,0,0,24,21,2,1,0,19,12,11,0,1,0,4,3,10,8,1,1,0,2,0,0,0,2,2,0,10,6,4,4,0,9,4,3,1,1,0,0,0,6,2,0,3,1,0,9,8,1,95,95,0
"E00033016",496,41,5,0,5,36,30,4,2,0,34,30,24,0,3,3,2,2,18,14,2,1,1,5,1,1,0,4,4,0,11,8,3,3,0,16,3,10,1,0,0,1,1,13,9,0,0,4,0,49,40,9,309,309,0
"E00033018",263,13,0,0,0,13,11,2,0,0,20,13,11,1,1,0,7,0,8,4,3,0,1,1,0,0,0,1,1,0,3,2,1,1,0,6,3,2,0,0,0,0,1,2,1,0,0,1,0,4,3,1,206,206,0
"E00033019",316,22,1,0,1,21,16,4,1,0,45,36,27,0,9,0,7,2,19,7,7,5,0,9,2,2,0,7,7,0,13,10,3,2,1,42,15,22,0,1,1,1,2,16,4,0,3,9,0,39,21,18,111,111,0
"E00033020",225,23,3,0,3,20,13,4,3,0,31,23,19,1,3,0,5,3,20,11,5,3,1,9,4,4,0,5,5,0,8,5,3,3,0,16,5,7,1,2,0,0,1,12,6,0,2,3,1,9,5,4,97,97,0
"E00033021",198,20,3,0,3,17,13,3,0,1,33,23,20,1,2,0,9,1,23,16,4,3,0,6,3,3,0,3,3,0,17,6,11,11,0,25,7,14,0,2,0,1,1,31,8,6,4,13,0,26,22,4,17,17,0
"E00033023",391,24,3,0,3,21,11,4,5,1,61,46,32,0,14,0,11,4,16,11,3,1,1,12,4,4,0,8,8,0,14,12,2,1,1,11,3,4,0,1,0,2,1,14,3,0,3,8,0,11,6,5,228,228,0
"E00033024",142,5,0,0,0,5,5,0,0,0,22,13,13,0,0,0,5,4,12,8,2,2,0,8,3,3,0,5,5,0,12,9,3,2,1,16,7,5,0,3,0,1,0,25,3,4,8,10,0,35,31,4,7,7,0
"E00033025",211,19,2,0,2,17,10,3,4,0,75,60,50,2,7,1,9,6,35,22,11,2,0,13,1,1,0,12,12,0,10,8,2,1,1,24,5,9,4,2,0,2,2,14,2,0,4,8,0,6,5,1,15,15,0
"E00033026",155,23,2,0,2,21,13,6,1,1,49,37,30,3,4,0,4,8,24,18,3,2,1,15,1,1,0,14,14,0,5,2,3,2,1,17,6,4,0,5,0,1,1,8,2,0,3,3,0,7,5,2,7,7,0
"E00033027",302,54,3,0,3,51,38,9,4,0,75,60,49,4,7,0,12,3,30,16,10,3,1,18,8,8,0,10,10,0,11,7,4,1,3,26,10,9,2,2,0,2,1,15,1,1,7,6,0,16,6,10,57,57,0
"E00033029",194,35,5,0,5,30,28,2,0,0,53,34,33,0,1,0,11,8,26,20,3,3,0,7,1,1,0,6,6,0,14,9,5,4,1,17,5,9,1,1,0,1,0,20,6,1,6,7,0,9,4,5,13,13,0
"E00033030",261,31,9,0,9,22,17,1,4,0,51,39,26,5,5,3,10,2,21,18,2,1,0,18,5,5,0,13,13,0,11,9,2,1,1,11,0,3,0,3,0,4,1,8,5,0,1,2,0,4,2,2,106,106,0
"E00033031",250,30,2,0,2,28,18,7,2,1,71,56,46,4,6,0,8,7,29,22,5,2,0,12,3,3,0,9,8,1,11,9,2,1,1,36,8,18,1,4,0,1,4,22,9,0,6,7,0,5,4,1,34,34,0
"E00033032",321,71,6,0,6,65,52,8,5,0,105,84,66,5,13,0,16,5,24,17,5,2,0,14,1,1,0,13,11,2,11,8,3,3,0,24,10,9,1,1,0,2,1,12,4,0,3,5,0,22,12,10,38,38,0
"E00033033",266,55,2,0,2,53,43,8,1,1,79,65,55,3,7,0,8,6,32,21,7,3,1,19,5,5,0,14,14,0,14,9,5,5,0,11,2,6,1,0,0,1,1,10,3,0,3,4,0,22,7,15,24,24,0
"E00033034",296,69,4,0,4,65,44,15,5,1,113,101,84,6,11,0,9,3,22,13,5,4,0,17,6,6,0,11,11,0,11,7,4,4,0,18,3,8,2,2,0,2,1,9,3,0,3,3,0,19,11,8,18,18,0
"E00033035",277,53,2,0,2,51,38,7,4,2,70,62,57,1,4,0,7,1,34,21,4,8,1,18,6,6,0,12,12,0,11,8,3,3,0,31,11,14,1,2,0,3,0,24,8,1,5,10,0,22,13,9,14,14,0
"E00033036",169,28,2,0,2,26,19,6,1,0,66,49,39,5,5,0,9,8,21,11,8,1,1,12,5,5,0,7,6,1,7,5,2,2,0,16,2,9,1,1,0,1,2,5,3,0,1,1,0,10,5,5,4,4,0
"E00033037",209,51,7,0,7,44,32,2,9,1,58,32,30,0,2,0,20,6,29,21,4,3,1,17,5,5,0,12,12,0,7,5,2,2,0,20,3,9,0,3,0,4,1,10,3,3,2,2,0,9,9,0,8,8,0
"E00033038",149,40,1,0,1,39,33,4,2,0,38,31,24,4,3,0,4,3,19,15,4,0,0,3,1,1,0,2,2,0,5,3,2,2,0,12,5,6,0,1,0,0,0,5,0,0,2,3,0,14,10,4,13,13,0
"E00033040",216,30,3,0,3,27,16,9,2,0,54,41,35,2,4,0,8,5,22,13,8,1,0,19,5,5,0,14,14,0,11,7,4,3,1,19,6,9,1,2,0,1,0,16,8,1,4,3,0,11,5,6,34,34,0
"E00033041",181,20,4,0,4,16,12,4,0,0,58,38,31,1,6,0,12,8,25,17,7,1,0,23,2,2,0,21,20,1,11,3,8,7,1,9,3,3,2,0,0,1,0,10,0,1,6,3,0,6,2,4,19,19,0
"E00033042",190,27,7,0,7,20,7,11,1,1,47,34,27,0,6,1,9,4,29,20,5,4,0,17,4,4,0,13,13,0,8,7,1,1,0,19,8,8,0,2,0,1,0,13,4,0,3,5,1,2,0,2,28,28,0
"E00033043",197,35,8,0,8,27,15,8,3,1,57,36,31,2,2,1,14,7,34,20,10,3,1,19,3,3,0,16,16,0,8,5,3,3,0,16,4,8,0,1,0,3,0,6,1,0,3,2,0,5,2,3,17,17,0
"E00033044",180,23,3,0,3,20,13,4,2,1,60,43,36,0,6,1,2,15,25,19,4,1,1,14,9,9,0,5,5,0,5,3,2,2,0,14,4,3,1,1,0,3,2,14,2,1,6,5,0,5,3,2,20,20,0
"E00033045",159,5,0,0,0,5,5,0,0,0,15,8,7,1,0,0,4,3,18,13,2,3,0,9,4,4,0,5,5,0,10,8,2,2,0,39,13,18,3,3,0,2,0,34,5,2,6,21,0,17,10,7,12,12,0
"E00033046",103,22,6,0,6,16,8,4,4,0,28,21,13,4,4,0,4,3,14,8,1,4,1,11,4,4,0,7,7,0,4,2,2,2,0,8,2,3,1,0,0,2,0,5,1,0,1,3,0,4,3,1,7,7,0
"E00033047",224,43,10,0,10,33,19,7,6,1,56,43,34,3,4,2,5,8,34,21,9,4,0,15,6,6,0,9,9,0,6,1,5,4,1,19,7,7,1,2,0,0,2,22,4,1,6,11,0,15,13,2,14,14,0
"E00033048",195,23,5,0,5,18,11,5,2,0,49,37,27,6,4,0,8,4,38,27,8,2,1,19,8,8,0,11,11,0,8,4,4,3,1,16,5,5,1,4,0,1,0,19,5,2,5,7,0,7,5,2,16,16,0
"E00033049",288,44,6,0,6,38,23,13,1,1,74,48,38,4,6,0,16,10,49,29,14,5,1,15,1,1,0,14,14,0,19,13,6,5,1,36,6,17,3,3,0,3,4,15,6,1,3,5,0,6,3,3,30,30,0
"E00033050",180,27,8,0,8,19,13,5,1,0,51,35,30,3,2,0,8,8,32,23,7,1,1,7,2,2,0,5,5,0,13,6,7,7,0,22,8,5,1,1,1,3,3,6,1,1,3,1,0,5,1,4,17,17,0
"E00033051",272,63,11,0,11,52,35,11,6,0,77,61,43,9,9,0,12,4,24,11,10,3,0,24,12,12,0,12,12,0,14,11,3,3,0,22,4,12,1,0,0,3,2,13,0,0,9,4,0,14,11,3,21,21,0
"E00033052",323,32,1,0,1,31,20,8,3,0,64,41,33,2,4,2,12,11,48,25,13,8,2,12,3,3,0,9,9,0,16,11,5,3,2,29,9,11,1,5,0,3,0,25,5,3,7,10,0,17,6,11,80,80,0
"E00033053",219,30,4,0,4,26,20,6,0,0,56,43,34,3,6,0,8,5,24,9,13,2,0,13,3,3,0,10,10,0,13,9,4,4,0,22,8,7,1,0,0,3,3,16,6,1,4,5,0,9,6,3,36,36,0
"E00033054",118,13,2,0,2,11,9,2,0,0,27,21,19,1,1,0,3,3,13,10,2,1,0,1,0,0,0,1,1,0,11,7,4,3,1,20,9,6,0,2,0,2,1,12,1,2,2,7,0,12,5,7,9,9,0
"E00033055",190,37,4,0,4,33,22,2,9,0,59,49,39,6,4,0,8,2,24,17,4,3,0,10,3,3,0,7,7,0,14,7,7,4,3,13,4,5,1,1,0,0,2,9,2,2,1,4,0,11,6,5,13,13,0
"E00033056",206,37,8,0,8,29,21,6,2,0,54,42,36,4,1,1,7,5,39,29,5,5,0,16,4,4,0,12,12,0,11,9,2,2,0,23,6,10,1,4,0,1,1,11,3,0,4,4,0,2,1,1,13,13,0
"E00033057",218,25,4,0,4,21,15,5,0,1,60,47,42,3,2,0,5,8,34,16,11,6,1,13,2,2,0,11,10,1,7,6,1,1,0,26,8,8,1,6,0,3,0,23,3,2,7,11,0,10,6,4,20,20,0
"E00033059",196,28,7,0,7,21,13,5,2,1,47,30,21,5,4,0,6,11,26,18,6,1,1,20,6,6,0,14,14,0,6,5,1,1,0,35,9,21,0,2,0,1,2,14,1,0,7,6,0,14,11,3,6,6,0
"E00033060",140,15,2,0,2,13,9,2,2,0,32,24,18,3,3,0,3,5,18,12,4,2,0,12,2,2,0,10,10,0,12,8,4,4,0,23,6,9,0,1,0,5,2,15,2,1,6,6,0,5,2,3,8,8,0
"E00033061",169,26,7,0,7,19,12,2,5,0,53,39,34,2,3,0,11,3,18,12,4,2,0,12,5,5,0,7,7,0,7,2,5,5,0,13,4,4,1,1,0,3,0,8,2,0,2,3,1,9,7,2,23,23,0
"E00033062",191,29,7,0,7,22,12,7,2,1,52,37,33,2,2,0,11,4,33,23,6,3,1,9,2,2,0,7,7,0,10,3,7,7,0,21,4,10,1,2,0,2,2,13,1,0,4,8,0,4,2,2,20,20,0
"E00033063",203,41,8,0,8,33,27,4,2,0,66,45,38,1,5,1,10,11,23,17,5,1,0,20,5,5,0,15,14,1,8,6,2,1,1,14,4,2,2,0,1,3,2,16,5,0,8,3,0,3,1,2,12,12,0
"E00033064",173,36,4,0,4,32,22,7,3,0,55,39,36,1,2,0,9,7,22,14,8,0,0,16,4,4,0,12,12,0,5,3,2,2,0,10,1,5,1,2,0,0,1,8,3,1,2,2,0,6,5,1,15,15,0
"E00033065",213,47,7,0,7,40,26,7,7,0,86,70,57,4,7,2,12,4,21,12,8,0,1,8,1,1,0,7,7,0,9,6,3,3,0,10,3,4,0,1,0,2,0,4,1,0,1,2,0,4,4,0,24,24,0
"E00033066",214,48,4,0,4,44,30,9,5,0,70,59,41,4,13,1,8,3,26,12,6,8,0,11,3,3,0,8,8,0,10,5,5,4,1,12,2,4,2,2,0,0,2,9,1,0,2,6,0,12,7,5,16,16,0
"E00033067",242,63,10,0,10,53,40,9,3,1,66,55,41,6,8,0,5,6,15,10,3,2,0,22,3,3,0,19,19,0,10,7,3,3,0,19,3,16,0,0,0,0,0,15,1,0,6,8,0,18,11,7,14,14,0
"E00033068",305,76,7,0,7,69,55,10,4,0,94,78,64,5,9,0,12,4,25,18,5,2,0,13,4,4,0,9,8,1,17,10,7,7,0,19,5,11,0,0,0,3,0,10,3,0,0,7,0,14,5,9,37,37,0
"E00033069",222,38,2,0,2,36,27,7,1,1,59,47,35,7,5,0,10,2,29,17,9,3,0,20,3,3,0,17,17,0,12,8,4,4,0,22,7,9,0,3,0,2,1,12,4,0,3,5,0,18,11,7,12,12,0
"E00033070",248,33,5,0,5,28,24,0,3,1,54,49,39,5,5,0,2,3,23,15,7,1,0,13,2,2,0,11,11,0,11,7,4,3,1,19,3,10,2,1,1,2,0,32,2,5,10,15,0,40,32,8,23,23,0
"E00033071",235,70,8,0,8,62,44,10,5,3,53,40,29,1,10,0,9,4,21,12,9,0,0,21,5,5,0,16,16,0,12,8,4,4,0,18,9,9,0,0,0,0,0,8,2,1,2,3,0,13,7,6,19,19,0
"E00033072",285,43,5,0,5,38,34,4,0,0,64,53,42,5,5,1,6,5,27,19,2,5,1,12,5,5,0,7,6,1,7,4,3,3,0,24,7,13,0,0,0,2,2,17,4,3,2,7,1,43,37,6,48,48,0
"E00033073",225,26,2,0,2,24,16,7,0,1,69,55,46,3,6,0,11,3,38,24,10,4,0,17,4,4,0,13,13,0,14,10,4,4,0,20,5,11,1,0,0,2,1,10,2,0,2,6,0,15,10,5,16,16,0
"E00033074",247,31,3,0,3,28,24,4,0,0,54,41,27,4,10,0,8,5,38,17,19,2,0,7,3,3,0,4,4,0,19,8,11,7,4,30,4,20,3,1,0,2,0,26,7,2,5,12,0,32,20,12,10,10,0
"E00033075",216,16,1,0,1,15,10,4,1,0,31,27,21,3,3,0,2,2,19,15,1,3,0,13,1,1,0,12,12,0,16,6,10,9,1,44,7,20,0,12,0,5,0,20,5,4,2,9,0,52,40,12,5,5,0
"E00033076",242,53,3,0,3,50,24,12,13,1,63,38,28,4,3,3,12,13,30,21,6,2,1,20,8,8,0,12,11,1,13,7,6,6,0,18,3,7,0,5,0,2,1,9,0,1,3,5,0,23,20,3,13,13,0
"E00033077",246,53,4,0,4,49,31,11,6,1,75,60,51,0,8,1,9,6,17,6,8,3,0,11,2,2,0,9,9,0,13,7,6,4,2,19,6,9,0,3,0,1,0,14,3,1,5,5,0,23,16,7,21,21,0
"E00033078",234,28,3,0,3,25,22,0,2,1,61,45,35,6,3,1,6,10,17,15,2,0,0,15,5,5,0,10,10,0,17,9,8,3,5,32,6,12,4,7,0,1,2,15,1,1,6,6,1,27,20,7,22,22,0
"E00033079",185,28,3,0,3,25,21,3,1,0,46,32,29,0,3,0,8,6,21,16,3,1,1,14,3,3,0,11,11,0,9,4,5,5,0,26,13,11,1,0,0,0,1,15,3,0,2,10,0,12,10,2,14,14,0
"E00033080",148,5,0,0,0,5,1,3,1,0,26,16,16,0,0,0,8,2,19,16,1,2,0,17,2,2,0,15,15,0,9,2,7,5,2,21,6,15,0,0,0,0,0,22,2,0,2,18,0,26,15,11,3,3,0
"E00033081",179,21,1,0,1,20,17,1,1,1,52,36,31,3,0,2,10,6,26,19,5,2,0,13,7,7,0,6,5,1,17,12,5,4,1,14,2,5,1,2,0,3,1,22,4,3,8,7,0,6,2,4,8,8,0
"E00033082",234,54,8,0,8,46,26,9,11,0,74,57,40,7,9,1,13,4,18,13,5,0,0,26,8,8,0,18,18,0,7,5,2,2,0,18,5,6,1,2,0,4,0,7,4,1,1,1,0,6,5,1,24,24,0
"E00033083",272,47,10,1,9,37,19,6,11,1,80,50,36,3,8,3,24,6,32,19,9,4,0,44,30,30,0,14,14,0,5,2,3,2,1,19,7,5,0,1,0,5,1,8,2,1,4,1,0,7,5,2,30,30,0
"E00033084",222,22,4,0,4,18,11,4,2,1,53,34,33,1,0,0,14,5,29,20,5,3,1,21,8,8,0,13,12,1,12,8,4,4,0,31,9,10,1,5,0,5,1,21,4,2,8,5,2,19,11,8,14,14,0
"E00033085",242,22,6,0,6,16,11,2,2,1,52,36,29,4,3,0,9,7,46,27,13,3,3,15,7,7,0,8,8,0,22,13,9,6,3,36,12,15,4,1,0,3,1,15,1,1,5,8,0,17,12,5,17,17,0
"E00033086",173,16,2,0,2,14,8,6,0,0,59,40,36,3,1,0,11,8,34,21,9,1,3,7,2,2,0,5,5,0,10,5,5,2,3,20,5,9,3,0,0,3,0,12,1,3,4,4,0,2,1,1,13,13,0
"E00033087",297,40,6,0,6,34,24,7,2,1,61,37,31,4,2,0,18,6,32,25,4,2,1,29,10,10,0,19,19,0,15,8,7,7,0,32,9,9,3,2,0,6,3,26,6,3,9,8,0,19,15,4,43,43,0
"E00033088",182,11,2,0,2,9,4,3,1,1,34,20,17,2,1,0,6,8,27,21,5,1,0,9,2,2,0,7,7,0,15,6,9,8,1,36,12,16,0,6,0,2,0,20,2,2,7,9,0,14,9,5,16,16,0
"E00033089",223,15,6,0,6,9,6,3,0,0,42,26,15,6,5,0,7,9,28,13,14,1,0,12,4,4,0,8,8,0,16,6,10,8,2,43,10,16,6,2,1,4,4,30,9,3,4,14,0,16,10,6,21,21,0
"E00033090",287,9,2,0,2,7,6,1,0,0,40,25,20,4,1,0,9,6,37,23,10,4,0,13,3,3,0,10,10,0,30,15,15,11,4,65,21,26,3,11,0,1,3,43,7,2,9,25,0,20,15,5,30,30,0
"E00033091",248,19,6,0,6,13,10,2,1,0,66,48,44,1,2,1,11,7,39,21,15,1,2,11,4,4,0,7,7,0,26,13,13,10,3,29,13,8,2,3,1,1,1,25,2,1,5,17,0,5,4,1,28,28,0
"E00033092",223,27,9,0,9,18,8,8,2,0,56,35,27,3,4,1,13,8,31,19,9,2,1,10,1,1,0,9,9,0,26,5,21,16,5,29,11,9,4,4,0,1,0,19,8,0,4,7,0,5,3,2,20,20,0
"E00033093",279,28,6,0,6,22,15,5,2,0,49,31,29,2,0,0,7,11,49,33,11,5,0,21,8,8,0,13,13,0,29,18,11,7,4,41,17,16,3,3,0,2,0,30,4,2,13,11,0,14,12,2,18,18,0
"E00033094",247,14,4,0,4,10,5,2,2,1,42,27,23,3,0,1,7,8,45,23,14,5,3,18,5,5,0,13,13,0,28,11,17,14,3,50,21,16,2,6,0,3,2,25,4,2,9,10,0,12,8,4,13,13,0
"E00033095",349,80,14,0,14,66,40,10,13,3,91,61,46,6,9,0,20,10,40,31,4,4,1,23,11,11,0,12,12,0,8,2,6,3,3,18,3,7,0,2,0,3,3,16,9,1,4,2,0,34,31,3,39,39,0
"E00033096",174,40,4,0,4,36,22,2,12,0,42,22,20,1,0,1,16,4,22,16,5,1,0,31,16,16,0,15,15,0,6,2,4,3,1,9,4,1,0,2,0,2,0,5,0,0,4,1,0,10,5,5,9,9,0
"E00033097",198,5,0,0,0,5,4,0,1,0,33,26,23,1,2,0,4,3,28,16,9,2,1,4,0,0,0,4,4,0,8,7,1,1,0,49,9,25,2,5,1,4,3,26,1,1,8,16,0,21,13,8,24,24,0
"E00033098",203,26,11,0,11,15,8,6,1,0,47,26,20,3,1,2,14,7,40,27,11,1,1,20,11,11,0,9,9,0,12,4,8,8,0,20,9,3,1,3,0,2,2,15,3,2,5,5,0,8,6,2,15,15,0
"E00033099",90,6,1,0,1,5,2,2,1,0,16,11,8,1,2,0,3,2,12,8,3,1,0,8,6,6,0,2,2,0,3,1,2,1,1,20,8,5,1,2,0,3,1,7,1,1,2,3,0,9,8,1,9,9,0
"E00033100",216,4,0,0,0,4,3,1,0,0,28,17,14,1,2,0,6,5,30,15,11,3,1,14,4,3,1,10,10,0,16,10,6,5,1,40,11,18,5,4,0,1,1,52,7,4,12,29,0,25,15,10,7,7,0
"E00033101",153,22,3,0,3,19,13,4,2,0,35,26,21,2,3,0,2,7,19,13,3,2,1,12,6,6,0,6,6,0,17,8,9,8,1,26,5,13,0,4,0,3,1,11,2,1,4,4,0,4,2,2,7,7,0
"E00033102",336,27,6,0,6,21,11,8,2,0,66,41,38,2,1,0,15,10,65,41,18,3,3,30,11,11,0,19,19,0,17,12,5,5,0,58,20,23,3,7,1,2,2,33,6,3,7,17,0,18,8,10,22,22,0
"E00033103",228,7,1,0,1,6,3,2,1,0,27,15,11,1,3,0,9,3,29,14,11,4,0,12,4,4,0,8,8,0,16,9,7,3,4,38,12,14,4,5,0,2,1,40,9,0,12,19,0,36,27,9,23,23,0
"E00033104",195,14,3,0,3,11,5,5,1,0,22,8,5,1,2,0,10,4,21,12,5,3,1,9,1,1,0,8,7,1,10,4,6,5,1,39,18,11,4,3,0,2,1,35,4,3,13,14,1,21,15,6,24,24,0
"E00033105",219,20,7,0,7,13,5,7,1,0,63,41,33,4,3,1,10,12,38,30,7,1,0,18,4,4,0,14,14,0,19,9,10,8,2,28,8,9,1,2,0,7,1,10,1,1,3,5,0,7,5,2,16,16,0
"E00033106",213,14,2,0,2,12,7,4,0,1,31,15,13,1,1,0,6,10,30,18,9,1,2,14,2,2,0,12,12,0,20,10,10,7,3,40,14,14,3,5,0,4,0,38,4,5,9,20,0,9,5,4,17,17,0
"E00033107",275,40,6,0,6,34,20,7,6,1,46,30,22,3,4,1,11,5,39,23,11,4,1,36,11,11,0,25,24,1,20,10,10,8,2,32,10,12,1,3,0,6,0,20,8,1,6,5,0,12,10,2,30,30,0
"E00033108",230,13,2,0,2,11,8,2,1,0,35,26,22,3,0,1,4,5,32,20,10,1,1,16,0,0,0,16,16,0,21,12,9,5,4,40,10,14,1,8,0,6,1,29,11,1,10,6,1,19,17,2,25,25,0
"E00033109",240,20,4,0,4,16,9,6,1,0,47,30,26,2,2,0,12,5,34,17,16,1,0,17,3,3,0,14,14,0,29,12,17,14,3,34,7,11,1,5,0,7,3,35,5,2,12,15,1,10,7,3,14,14,0
