"GeographyCode","KS404EW0001","KS404EW0002","KS404EW0003","KS404EW0004","KS404EW0005","KS404EW0006","KS404EW0007","KS404EW0008","KS404EW0009","KS404EW0010","KS404EW0011","KS404EW0012"
"E00033015",109,63,39,5,2,0,55,57.7981651376147,35.7798165137615,4.58715596330275,1.8348623853211,0
"E00033016",226,143,65,13,4,1,107,63.2743362831858,28.7610619469027,5.75221238938053,1.76991150442478,0.442477876106195
"E00033018",72,43,26,2,1,0,33,59.7222222222222,36.1111111111111,2.77777777777778,1.38888888888889,0
"E00033019",218,162,50,5,0,1,64,74.3119266055046,22.9357798165138,2.29357798165138,0,0.458715596330275
"E00033020",143,91,45,5,2,0,61,63.6363636363636,31.4685314685315,3.4965034965035,1.3986013986014,0
"E00033021",134,95,35,3,1,0,44,70.8955223880597,26.1194029850746,2.23880597014925,0.746268656716418,0
"E00033023",149,80,48,18,1,2,96,53.6912751677852,32.2147651006711,12.0805369127517,0.671140939597315,1.34228187919463
"E00033024",104,71,26,7,0,0,40,68.2692307692308,25,6.73076923076923,0,0
"E00033025",135,37,69,25,4,0,131,27.4074074074074,51.1111111111111,18.5185185185185,2.96296296296296,0
"E00033026",90,14,47,24,4,1,111,15.5555555555556,52.2222222222222,26.6666666666667,4.44444444444444,1.11111111111111
"E00033027",200,69,89,34,7,1,182,34.5,44.5,17,3.5,0.5
"E00033029",111,35,52,22,0,2,104,31.5315315315315,46.8468468468468,19.8198198198198,0,1.8018018018018
"E00033030",95,11,40,34,8,2,140,11.5789473684211,42.1052631578947,35.7894736842105,8.42105263157895,2.10526315789474
"E00033031",130,28,61,36,5,0,148,21.5384615384615,46.9230769230769,27.6923076923077,3.84615384615385,0
"E00033032",238,90,110,36,1,1,192,37.8151260504202,46.218487394958,15.1260504201681,0.420168067226891,0.420168067226891
"E00033033",193,91,78,17,3,4,137,47.1502590673575,40.4145077720207,8.80829015544041,1.55440414507772,2.07253886010363
"E00033034",201,59,103,36,1,2,197,29.3532338308458,51.2437810945274,17.910447761194,0.497512437810945,0.995024875621891
"E00033035",159,63,64,26,6,0,134,39.622641509434,40.251572327044,16.3522012578616,3.77358490566038,0
"E00033036",128,57,59,11,1,0,84,44.53125,46.09375,8.59375,0.78125,0
"E00033037",153,39,75,33,5,1,160,25.4901960784314,49.0196078431373,21.5686274509804,3.26797385620915,0.65359477124183
"E00033038",110,49,45,12,2,2,83,44.5454545454545,40.9090909090909,10.9090909090909,1.81818181818182,1.81818181818182
"E00033040",132,53,55,21,3,0,106,40.1515151515151,41.6666666666667,15.9090909090909,2.27272727272727,0
"E00033041",110,22,52,32,4,0,128,20,47.2727272727273,29.0909090909091,3.63636363636364,0
"E00033042",98,14,43,30,9,2,138,14.2857142857143,43.8775510204082,30.6122448979592,9.18367346938776,2.04081632653061
"E00033043",112,13,54,41,3,1,149,11.6071428571429,48.2142857142857,36.6071428571429,2.67857142857143,0.892857142857143
"E00033044",92,9,42,34,6,1,132,9.78260869565217,45.6521739130435,36.9565217391304,6.52173913043478,1.08695652173913
"E00033045",132,84,41,6,1,0,56,63.6363636363636,31.0606060606061,4.54545454545455,0.757575757575758,0
"E00033046",121,44,49,26,1,1,108,36.3636363636364,40.495867768595,21.4876033057851,0.826446280991736,0.826446280991736
"E00033047",106,12,45,41,6,2,153,11.3207547169811,42.4528301886792,38.6792452830189,5.66037735849057,1.88679245283019
"E00033048",100,14,49,30,5,2,132,14,49,30,5,2
"E00033049",154,47,74,30,2,1,144,30.5194805194805,48.0519480519481,19.4805194805195,1.2987012987013,0.649350649350649
"E00033050",84,6,30,39,6,3,140,7.14285714285714,35.7142857142857,46.4285714285714,7.14285714285714,3.57142857142857
"E00033051",167,48,67,43,9,0,180,28.7425149700599,40.1197604790419,25.748502994012,5.38922155688623,0
"E00033052",144,55,51,30,4,4,139,38.1944444444444,35.4166666666667,20.8333333333333,2.77777777777778,2.77777777777778
"E00033053",111,27,47,31,6,0,127,24.3243243243243,42.3423423423423,27.9279279279279,5.40540540540541,0
"E00033054",76,30,33,13,0,0,59,39.4736842105263,43.421052631579,17.1052631578947,0,0
"E00033055",106,23,63,18,2,0,105,21.6981132075472,59.4339622641509,16.9811320754717,1.88679245283019,0
"E00033056",123,17,81,22,3,0,134,13.8211382113821,65.8536585365854,17.8861788617886,2.4390243902439,0
"E00033057",122,33,65,22,2,0,115,27.0491803278689,53.2786885245902,18.0327868852459,1.63934426229508,0
"E00033059",149,65,46,32,6,0,128,43.6241610738255,30.8724832214765,21.4765100671141,4.02684563758389,0
"E00033060",101,25,54,15,5,2,107,24.7524752475248,53.4653465346535,14.8514851485149,4.95049504950495,1.98019801980198
"E00033061",91,15,37,33,4,2,128,16.4835164835165,40.6593406593407,36.2637362637363,4.3956043956044,2.1978021978022
"E00033062",105,15,50,32,6,2,140,14.2857142857143,47.6190476190476,30.4761904761905,5.71428571428571,1.9047619047619
"E00033063",101,6,46,41,6,2,154,5.94059405940594,45.5445544554455,40.5940594059406,5.94059405940594,1.98019801980198
"E00033064",97,13,49,30,4,1,126,13.4020618556701,50.5154639175258,30.9278350515464,4.12371134020619,1.03092783505155
"E00033065",120,23,60,34,3,0,137,19.1666666666667,50,28.3333333333333,2.5,0
"E00033066",155,55,90,10,0,0,110,35.4838709677419,58.0645161290323,6.45161290322581,0,0
"E00033067",184,76,89,17,2,0,129,41.304347826087,48.3695652173913,9.23913043478261,1.08695652173913,0
"E00033068",203,73,84,43,2,1,180,35.9605911330049,41.3793103448276,21.1822660098522,0.985221674876847,0.492610837438424
"E00033069",164,67,79,17,1,0,116,40.8536585365854,48.1707317073171,10.3658536585366,0.609756097560976,0
"E00033070",190,108,66,15,1,0,99,56.8421052631579,34.7368421052632,7.89473684210526,0.526315789473684,0
"E00033071",141,41,70,26,4,0,134,29.0780141843972,49.645390070922,18.4397163120567,2.83687943262411,0
"E00033072",167,62,76,28,1,0,135,37.125748502994,45.5089820359281,16.7664670658683,0.598802395209581,0
"E00033073",192,106,69,15,1,1,106,55.2083333333333,35.9375,7.8125,0.520833333333333,0.520833333333333
"E00033074",179,93,74,8,4,0,102,51.9553072625698,41.340782122905,4.46927374301676,2.23463687150838,0
"E00033075",210,170,37,3,0,0,43,80.9523809523809,17.6190476190476,1.42857142857143,0,0
"E00033076",152,27,77,41,6,1,181,17.7631578947368,50.6578947368421,26.9736842105263,3.94736842105263,0.657894736842105
"E00033077",185,75,86,22,1,1,138,40.5405405405405,46.4864864864865,11.8918918918919,0.540540540540541,0.540540540540541
"E00033078",176,66,92,12,1,5,203,37.5,52.2727272727273,6.81818181818182,0.568181818181818,2.84090909090909
"E00033079",116,51,46,14,5,0,89,43.9655172413793,39.6551724137931,12.0689655172414,4.31034482758621,0
"E00033080",150,98,47,5,0,0,57,65.3333333333333,31.3333333333333,3.33333333333333,0,0
"E00033081",127,46,66,14,1,0,97,36.2204724409449,51.9685039370079,11.0236220472441,0.78740157480315,0
"E00033082",122,6,47,47,17,5,214,4.91803278688525,38.5245901639344,38.5245901639344,13.9344262295082,4.0983606557377
"E00033083",122,2,36,52,26,6,243,1.63934426229508,29.5081967213115,42.6229508196721,21.3114754098361,4.91803278688525
"E00033084",148,52,52,36,7,1,149,35.1351351351351,35.1351351351351,24.3243243243243,4.72972972972973,0.675675675675676
"E00033085",143,38,65,33,6,1,153,26.5734265734266,45.4545454545455,23.0769230769231,4.1958041958042,0.699300699300699
"E00033086",122,24,61,34,3,0,138,19.672131147541,50,27.8688524590164,2.45901639344262,0
"E00033087",149,23,69,46,11,0,194,15.4362416107383,46.3087248322148,30.8724832214765,7.38255033557047,0
"E00033088",101,35,42,21,3,0,93,34.6534653465347,41.5841584158416,20.7920792079208,2.97029702970297,0
"E00033089",124,45,53,18,8,0,113,36.2903225806452,42.741935483871,14.5161290322581,6.45161290322581,0
"E00033090",139,40,70,19,8,2,140,28.7769784172662,50.3597122302158,13.6690647482014,5.75539568345324,1.43884892086331
"E00033091",126,20,69,30,7,0,150,15.8730158730159,54.7619047619048,23.8095238095238,5.55555555555556,0
"E00033092",127,19,63,35,9,1,164,14.9606299212598,49.6062992125984,27.5590551181102,7.08661417322835,0.78740157480315
"E00033093",158,33,83,34,6,2,177,20.8860759493671,52.5316455696203,21.5189873417722,3.79746835443038,1.26582278481013
"E00033094",136,31,73,28,4,0,141,22.7941176470588,53.6764705882353,20.5882352941176,2.94117647058824,0
"E00033095",164,21,67,63,9,4,242,12.8048780487805,40.8536585365854,38.4146341463415,5.48780487804878,2.4390243902439
"E00033096",110,5,49,41,12,3,181,4.54545454545455,44.5454545454545,37.2727272727273,10.9090909090909,2.72727272727273
"E00033097",119,58,43,16,2,0,81,48.7394957983193,36.1344537815126,13.4453781512605,1.68067226890756,0
"E00033098",113,16,55,34,8,0,147,14.1592920353982,48.6725663716814,30.0884955752212,7.07964601769912,0
"E00033099",94,48,31,13,1,1,64,51.063829787234,32.9787234042553,13.8297872340426,1.06382978723404,1.06382978723404
"E00033100",138,55,65,14,2,2,107,39.8550724637681,47.1014492753623,10.1449275362319,1.44927536231884,1.44927536231884
"E00033101",96,14,47,28,5,2,126,14.5833333333333,48.9583333333333,29.1666666666667,5.20833333333333,2.08333333333333
"E00033102",207,61,115,30,1,0,178,29.4685990338164,55.5555555555556,14.4927536231884,0.483091787439614,0
"E00033103",117,43,57,12,4,1,97,36.7521367521368,48.7179487179487,10.2564102564103,3.41880341880342,0.854700854700855
"E00033104",109,39,57,13,0,0,83,35.7798165137615,52.2935779816514,11.9266055045872,0,0
"E00033105",118,19,49,35,14,1,165,16.1016949152542,41.5254237288136,29.6610169491525,11.864406779661,0.847457627118644
"E00033106",125,48,58,18,1,0,97,38.4,46.4,14.4,0.8,0
"E00033107",121,15,43,39,17,7,201,12.396694214876,35.5371900826446,32.2314049586777,14.0495867768595,5.78512396694215
"E00033108",119,33,55,25,6,0,123,27.7310924369748,46.218487394958,21.0084033613445,5.04201680672269,0
"E00033109",123,24,58,35,4,2,148,19.5121951219512,47.1544715447154,28.4552845528455,3.2520325203252,1.6260162601626
"E00033110",142,36,67,29,10,0,155,25.3521126760563,47.1830985915493,20.4225352112676,7.04225352112676,0
"E00033112",115,5,40,53,15,2,199,4.34782608695652,34.7826086956522,46.0869565217391,13.0434782608696,1.73913043478261
"E00033113",117,10,42,48,14,3,192,8.54700854700855,35.8974358974359,41.025641025641,11.965811965812,2.56410256410256
"E00033114",113,3,49,47,14,0,185,2.65486725663717,43.3628318584071,41.5929203539823,12.3893805309735,0
"E00033115",92,13,65,13,1,0,94,14.1304347826087,70.6521739130435,14.1304347826087,1.08695652173913,0
"E00033116",101,53,40,8,0,0,56,52.4752475247525,39.6039603960396,7.92079207920792,0,0
"E00033117",154,26,56,62,7,3,213,16.8831168831169,36.3636363636364,40.2597402597403,4.54545454545455,1.94805194805195
"E00033118",129,16,62,41,6,4,178,12.4031007751938,48.062015503876,31.7829457364341,4.65116279069767,3.10077519379845
"E00033119",109,13,50,36,7,3,155,11.9266055045872,45.8715596330275,33.0275229357798,6.42201834862385,2.75229357798165
"E00033120",132,29,65,30,8,0,149,21.969696969697,49.2424242424242,22.7272727272727,6.06060606060606,0
"E00033121",119,38,59,21,0,1,105,31.9327731092437,49.5798319327731,17.6470588235294,0,0.840336134453782
"E00033122",121,28,60,26,6,1,134,23.1404958677686,49.5867768595041,21.4876033057851,4.95867768595041,0.826446280991736
"E00033123",123,26,60,33,3,1,139,21.1382113821138,48.780487804878,26.8292682926829,2.4390243902439,0.813008130081301
"E00033124",120,16,55,36,12,1,168,13.3333333333333,45.8333333333333,30,10,0.833333333333333
"E00033125",111,61,37,10,3,0,66,54.954954954955,33.3333333333333,9.00900900900901,2.7027027027027,0
"E00033126",111,25,58,23,5,0,119,22.5225225225225,52.2522522522522,20.7207207207207,4.5045045045045,0
"E00033127",194,50,86,47,9,2,219,25.7731958762887,44.3298969072165,24.2268041237113,4.63917525773196,1.03092783505155
"E00033128",111,41,53,15,0,2,92,36.9369369369369,47.7477477477478,13.5135135135135,0,1.8018018018018
"E00033129",108,17,62,20,9,0,129,15.7407407407407,57.4074074074074,18.5185185185185,8.33333333333333,0
"E00033130",126,15,39,45,17,10,224,11.9047619047619,30.952380952381,35.7142857142857,13.4920634920635,7.93650793650794
"E00033131",130,70,41,16,2,1,83,53.8461538461538,31.5384615384615,12.3076923076923,1.53846153846154,0.769230769230769
"E00033132",158,53,76,26,3,0,137,33.5443037974684,48.1012658227848,16.4556962025316,1.89873417721519,0
"E00033133",144,84,49,10,1,0,72,58.3333333333333,34.0277777777778,6.94444444444444,0.694444444444444,0
"E00033134",111,81,26,4,0,0,34,72.972972972973,23.4234234234234,3.6036036036036,0,0
"E00033135",183,97,74,12,0,0,98,53.0054644808743,40.4371584699454,6.55737704918033,0,0
"E00033136",99,53,37,8,1,0,56,53.5353535353535,37.3737373737374,8.08080808080808,1.01010101010101,0
"E00033137",167,134,30,3,0,0,36,80.2395209580838,17.9640718562874,1.79640718562874,0,0
"E00033138",113,84,26,2,1,0,33,74.3362831858407,23.0088495575221,1.76991150442478,0.884955752212389,0
"E00033139",149,91,46,11,1,0,71,61.0738255033557,30.8724832214765,7.38255033557047,0.671140939597315,0
"E00033140",94,41,39,13,1,0,68,43.6170212765958,41.4893617021277,13.8297872340426,1.06382978723404,0
"E00033141",85,37,36,11,1,0,61,43.5294117647059,42.3529411764706,12.9411764705882,1.17647058823529,0
"E00033142",117,58,48,10,1,0,71,49.5726495726496,41.025641025641,8.54700854700855,0.854700854700855,0
"E00033143",127,90,35,2,0,0,39,70.8661417322835,27.5590551181102,1.5748031496063,0,0
"E00033144",126,90,32,4,0,0,40,71.4285714285714,25.3968253968254,3.17460317460317,0,0
"E00033145",122,57,47,16,2,0,85,46.7213114754098,38.5245901639344,13.1147540983607,1.63934426229508,0
"E00033146",124,58,49,14,2,1,87,46.7741935483871,39.5161290322581,11.2903225806452,1.61290322580645,0.806451612903226
"E00033147",127,55,54,15,3,0,93,43.3070866141732,42.5196850393701,11.8110236220472,2.36220472440945,0
"E00033148",116,60,43,12,1,0,70,51.7241379310345,37.0689655172414,10.3448275862069,0.862068965517241,0
"E00033149",98,59,31,7,1,0,48,60.2040816326531,31.6326530612245,7.14285714285714,1.02040816326531,0
"E00033150",146,104,35,5,2,0,51,71.2328767123288,23.972602739726,3.42465753424658,1.36986301369863,0
"E00033151",125,83,36,5,0,1,50,66.4,28.8,4,0,0.8
"E00033152",146,95,44,7,0,0,58,65.0684931506849,30.1369863013699,4.79452054794521,0,0
"E00033153",167,79,73,13,2,0,105,47.3053892215569,43.7125748502994,7.78443113772455,1.19760479041916,0
"E00033154",102,75,27,0,0,0,27,73.5294117647059,26.4705882352941,0,0,0
"E00033155",155,102,48,4,1,0,59,65.8064516129032,30.9677419354839,2.58064516129032,0.645161290322581,0
"E00033156",122,92,26,3,1,0,35,75.4098360655738,21.3114754098361,2.45901639344262,0.819672131147541,0
"E00033157",140,94,32,12,1,1,63,67.1428571428571,22.8571428571429,8.57142857142857,0.714285714285714,0.714285714285714
"E00033158",130,85,37,8,0,0,53,65.3846153846154,28.4615384615385,6.15384615384615,0,0
"E00033159",87,59,21,6,1,0,36,67.816091954023,24.1379310344828,6.89655172413793,1.14942528735632,0
"E00033160",167,122,37,5,3,0,56,73.0538922155689,22.1556886227545,2.9940119760479,1.79640718562874,0
"E00033161",137,85,43,7,2,0,63,62.043795620438,31.3868613138686,5.10948905109489,1.45985401459854,0
"E00033162",131,91,36,2,2,0,46,69.4656488549618,27.4809160305344,1.52671755725191,1.52671755725191,0
"E00033163",136,94,33,8,1,0,52,69.1176470588235,24.2647058823529,5.88235294117647,0.735294117647059,0
"E00033164",152,61,71,18,1,1,114,40.1315789473684,46.7105263157895,11.8421052631579,0.657894736842105,0.657894736842105
"E00033165",117,84,31,2,0,0,35,71.7948717948718,26.4957264957265,1.70940170940171,0,0
"E00033166",113,79,27,6,1,0,42,69.9115044247788,23.8938053097345,5.30973451327434,0.884955752212389,0
"E00033167",130,61,54,12,2,1,91,46.9230769230769,41.5384615384615,9.23076923076923,1.53846153846154,0.769230769230769
"E00033168",122,35,57,27,3,0,120,28.6885245901639,46.7213114754098,22.1311475409836,2.45901639344262,0
"E00033169",122,29,64,26,2,1,126,23.7704918032787,52.4590163934426,21.3114754098361,1.63934426229508,0.819672131147541
"E00033170",142,44,66,29,2,1,134,30.9859154929577,46.4788732394366,20.4225352112676,1.40845070422535,0.704225352112676
"E00033171",136,36,70,25,4,1,136,26.4705882352941,51.4705882352941,18.3823529411765,2.94117647058824,0.735294117647059
"E00033172",122,95,20,6,1,0,35,77.8688524590164,16.3934426229508,4.91803278688525,0.819672131147541,0
"E00033173",129,42,54,27,5,1,127,32.5581395348837,41.8604651162791,20.9302325581395,3.87596899224806,0.775193798449612
"E00033174",114,66,43,3,2,0,55,57.8947368421053,37.719298245614,2.63157894736842,1.75438596491228,0
"E00033175",107,46,41,16,3,1,86,42.9906542056075,38.3177570093458,14.9532710280374,2.80373831775701,0.934579439252336
"E00033176",99,58,34,6,1,0,49,58.5858585858586,34.3434343434343,6.06060606060606,1.01010101010101,0
"E00033177",130,52,69,8,1,0,88,40,53.0769230769231,6.15384615384615,0.769230769230769,0
"E00033178",88,52,32,4,0,0,40,59.0909090909091,36.3636363636364,4.54545454545455,0,0
"E00033179",136,77,49,10,0,0,69,56.6176470588235,36.0294117647059,7.35294117647059,0,0
"E00033181",155,78,47,20,10,0,117,50.3225806451613,30.3225806451613,12.9032258064516,6.45161290322581,0
"E00033182",184,100,65,14,3,2,110,54.3478260869565,35.3260869565217,7.60869565217391,1.6304347826087,1.08695652173913
"E00033183",207,107,61,29,3,7,157,51.6908212560386,29.4685990338164,14.0096618357488,1.44927536231884,3.38164251207729
"E00033185",117,38,53,19,5,2,114,32.4786324786325,45.2991452991453,16.2393162393162,4.27350427350427,1.70940170940171
"E00033186",105,37,33,18,12,5,127,35.2380952380952,31.4285714285714,17.1428571428571,11.4285714285714,4.76190476190476
"E00033187",129,58,61,8,1,1,85,44.9612403100775,47.2868217054264,6.2015503875969,0.775193798449612,0.775193798449612
"E00033188",113,42,46,20,3,2,103,37.1681415929204,40.7079646017699,17.6991150442478,2.65486725663717,1.76991150442478
"E00033189",208,137,56,14,1,0,87,65.8653846153846,26.9230769230769,6.73076923076923,0.480769230769231,0
"E00033190",226,142,71,10,3,0,100,62.8318584070796,31.4159292035398,4.42477876106195,1.32743362831858,0
"E00033191",128,57,48,20,1,2,99,44.53125,37.5,15.625,0.78125,1.5625
"E00033192",118,52,40,14,11,1,105,44.0677966101695,33.8983050847458,11.864406779661,9.32203389830508,0.847457627118644
"E00033193",114,25,56,26,5,2,131,21.9298245614035,49.1228070175439,22.8070175438596,4.3859649122807,1.75438596491228
"E00033194",117,36,55,15,7,4,122,30.7692307692308,47.008547008547,12.8205128205128,5.98290598290598,3.41880341880342
"E00033195",105,34,50,16,5,0,97,32.3809523809524,47.6190476190476,15.2380952380952,4.76190476190476,0
"E00033196",137,66,55,16,0,0,87,48.1751824817518,40.1459854014599,11.6788321167883,0,0
"E00033197",236,126,100,9,1,0,121,53.3898305084746,42.3728813559322,3.8135593220339,0.423728813559322,0
"E00033198",135,42,57,29,5,2,139,31.1111111111111,42.2222222222222,21.4814814814815,3.7037037037037,1.48148148148148
"E00033199",137,82,53,2,0,0,57,59.8540145985402,38.6861313868613,1.45985401459854,0,0
"E00033200",126,74,45,4,1,2,70,58.7301587301587,35.7142857142857,3.17460317460317,0.793650793650794,1.58730158730159
"E00033201",91,34,36,20,1,0,79,37.3626373626374,39.5604395604396,21.978021978022,1.0989010989011,0
"E00033202",98,28,45,20,5,0,100,28.5714285714286,45.9183673469388,20.4081632653061,5.10204081632653,0
"E00033203",101,31,48,16,5,1,99,30.6930693069307,47.5247524752475,15.8415841584158,4.95049504950495,0.99009900990099
"E00033204",105,35,42,26,2,0,100,33.3333333333333,40,24.7619047619048,1.9047619047619,0
"E00033206",117,31,58,27,1,0,115,26.4957264957265,49.5726495726496,23.0769230769231,0.854700854700855,0
"E00033207",179,140,34,4,0,1,46,78.2122905027933,18.9944134078212,2.23463687150838,0,0.558659217877095
"E00033208",143,112,27,2,2,0,37,78.3216783216783,18.8811188811189,1.3986013986014,1.3986013986014,0
"E00033209",208,156,47,2,3,0,60,75,22.5961538461538,0.961538461538462,1.44230769230769,0
"E00033210",133,102,22,7,2,0,42,76.6917293233083,16.5413533834586,5.26315789473684,1.50375939849624,0
"E00033211",145,101,34,8,2,0,56,69.6551724137931,23.448275862069,5.51724137931035,1.37931034482759,0
"E00033212",123,74,42,7,0,0,56,60.1626016260163,34.1463414634146,5.69105691056911,0,0
"E00033213",136,72,41,19,2,2,94,52.9411764705882,30.1470588235294,13.9705882352941,1.47058823529412,1.47058823529412
"E00033214",223,136,73,11,3,0,104,60.9865470852018,32.7354260089686,4.93273542600897,1.34529147982063,0
"E00033215",147,97,45,4,1,0,56,65.9863945578231,30.6122448979592,2.72108843537415,0.680272108843537,0
"E00033216",150,78,49,20,2,1,100,52,32.6666666666667,13.3333333333333,1.33333333333333,0.666666666666667
"E00033217",158,87,56,12,2,1,91,55.0632911392405,35.4430379746835,7.59493670886076,1.26582278481013,0.632911392405063
"E00033218",106,27,45,29,5,0,118,25.4716981132075,42.4528301886792,27.3584905660377,4.71698113207547,0
"E00033219",181,85,65,27,3,1,133,46.9613259668508,35.9116022099448,14.9171270718232,1.65745856353591,0.552486187845304
"E00033220",135,65,50,15,4,1,97,48.1481481481481,37.037037037037,11.1111111111111,2.96296296296296,0.740740740740741
"E00033221",170,134,28,6,0,2,49,78.8235294117647,16.4705882352941,3.52941176470588,0,1.17647058823529
"E00033222",135,92,40,3,0,0,46,68.1481481481482,29.6296296296296,2.22222222222222,0,0
"E00033223",171,103,56,8,4,0,84,60.233918128655,32.7485380116959,4.67836257309941,2.33918128654971,0
"E00033224",148,104,40,4,0,0,48,70.2702702702703,27.027027027027,2.7027027027027,0,0
"E00033225",160,115,37,7,1,0,54,71.875,23.125,4.375,0.625,0
"E00033226",187,138,44,5,0,0,54,73.7967914438503,23.5294117647059,2.67379679144385,0,0
"E00033227",136,98,33,2,3,0,46,72.0588235294118,24.2647058823529,1.47058823529412,2.20588235294118,0
"E00033228",208,153,50,5,0,0,60,73.5576923076923,24.0384615384615,2.40384615384615,0,0
"E00033229",128,52,55,17,3,1,107,40.625,42.96875,13.28125,2.34375,0.78125
"E00033230",114,37,53,21,3,0,104,32.4561403508772,46.4912280701754,18.4210526315789,2.63157894736842,0
"E00033231",113,78,34,1,0,0,36,69.0265486725664,30.0884955752212,0.884955752212389,0,0
"E00033235",122,95,22,5,0,0,32,77.8688524590164,18.0327868852459,4.0983606557377,0,0
"E00033237",146,107,36,2,1,0,43,73.2876712328767,24.6575342465753,1.36986301369863,0.684931506849315,0
"E00033238",182,124,52,4,0,2,70,68.1318681318681,28.5714285714286,2.1978021978022,0,1.0989010989011
"E00033242",104,65,32,6,1,0,47,62.5,30.7692307692308,5.76923076923077,0.961538461538462,0
"E00033245",167,109,49,7,2,0,69,65.2694610778443,29.3413173652695,4.19161676646707,1.19760479041916,0
"E00033246",121,68,43,8,2,0,65,56.198347107438,35.5371900826446,6.61157024793388,1.65289256198347,0
"E00033247",148,94,46,6,2,0,64,63.5135135135135,31.0810810810811,4.05405405405405,1.35135135135135,0
"E00033248",250,215,34,1,0,0,36,86,13.6,0.4,0,0
"E00033249",132,87,40,3,2,0,52,65.9090909090909,30.3030303030303,2.27272727272727,1.51515151515152,0
"E00033250",126,91,35,0,0,0,35,72.2222222222222,27.7777777777778,0,0,0
"E00033251",106,79,27,0,0,0,27,74.5283018867924,25.4716981132075,0,0,0
"E00033252",169,115,49,5,0,0,59,68.0473372781065,28.9940828402367,2.9585798816568,0,0
"E00033253",132,97,27,6,2,0,45,73.4848484848485,20.4545454545455,4.54545454545455,1.51515151515152,0
"E00033254",152,71,66,13,2,0,98,46.7105263157895,43.421052631579,8.55263157894737,1.31578947368421,0
"E00033255",126,61,53,12,0,0,77,48.4126984126984,42.0634920634921,9.52380952380952,0,0
"E00033256",100,48,39,12,1,0,66,48,39,12,1,0
"E00033257",180,103,63,13,0,1,93,57.2222222222222,35,7.22222222222222,0,0.555555555555556
"E00033258",157,114,39,3,1,0,48,72.6114649681529,24.8407643312102,1.91082802547771,0.636942675159236,0
"E00033259",80,58,19,2,0,1,27,72.5,23.75,2.5,0,1.25
"E00033260",129,88,37,3,1,0,46,68.2170542635659,28.6821705426357,2.32558139534884,0.775193798449612,0
"E00033261",110,79,26,4,1,0,37,71.8181818181818,23.6363636363636,3.63636363636364,0.909090909090909,0
"E00033262",96,83,12,1,0,0,14,86.4583333333333,12.5,1.04166666666667,0,0
"E00033263",89,72,15,2,0,0,19,80.8988764044944,16.8539325842697,2.24719101123596,0,0
"E00033264",147,107,35,4,1,0,46,72.7891156462585,23.8095238095238,2.72108843537415,0.680272108843537,0
"E00033265",126,66,48,11,1,0,73,52.3809523809524,38.0952380952381,8.73015873015873,0.793650793650794,0
"E00033266",147,72,55,14,5,1,102,48.9795918367347,37.4149659863946,9.52380952380952,3.40136054421769,0.680272108843537
"E00033267",141,99,36,4,2,0,50,70.2127659574468,25.531914893617,2.83687943262411,1.41843971631206,0
