"GeographyCode","QS416EW0001","QS416EW0002","QS416EW0003","QS416EW0004","QS416EW0005","QS416EW0006","QS416EW0007"
"E00033227",136,98,33,2,3,0,46
"E00033228",208,153,50,5,0,0,60
"E00033229",128,52,55,17,3,1,107
"E00033230",114,37,53,21,3,0,104
"E00033231",113,78,34,1,0,0,36
"E00033235",122,95,22,5,0,0,32
"E00033237",146,107,36,2,1,0,43
"E00033238",182,124,52,4,0,2,70
"E00033242",104,65,32,6,1,0,47
"E00033245",167,109,49,7,2,0,69
"E00033246",121,68,43,8,2,0,65
"E00033247",148,94,46,6,2,0,64
"E00033248",250,215,34,1,0,0,36
"E00033249",132,87,40,3,2,0,52
"E00033250",126,91,35,0,0,0,35
"E00033251",106,79,27,0,0,0,27
"E00033252",169,115,49,5,0,0,59
"E00033253",132,97,27,6,2,0,45
"E00033254",152,71,66,13,2,0,98
"E00033255",126,61,53,12,0,0,77
"E00033256",100,48,39,12,1,0,66
"E00033257",180,103,63,13,0,1,93
"E00033258",157,114,39,3,1,0,48
"E00033259",80,58,19,2,0,1,27
"E00033260",129,88,37,3,1,0,46
"E00033261",110,79,26,4,1,0,37
"E00033262",96,83,12,1,0,0,14
"E00033263",89,72,15,2,0,0,19
"E00033264",147,107,35,4,1,0,46
"E00033265",126,66,48,11,1,0,73
"E00033266",147,72,55,14,5,1,102
"E00033267",141,99,36,4,2,0,50
"E00033268",121,33,56,29,2,1,124
"E00033269",92,46,35,6,5,0,62
"E00033270",128,32,60,28,5,3,144
"E00033271",126,14,48,45,15,4,200
"E00033272",120,23,62,29,6,0,138
"E00033274",122,61,47,12,2,0,77
"E00033275",142,66,44,28,3,1,115
"E00033276",127,75,48,4,0,0,56
"E00033277",99,47,39,11,2,0,67
"E00033278",107,44,53,10,0,0,73
"E00033279",139,86,47,6,0,0,59
"E00033281",136,63,57,14,2,0,91
"E00033282",125,51,53,18,3,0,98
"E00033283",118,62,40,11,5,0,77
"E00033284",182,148,33,1,0,0,35
"E00033285",135,57,64,12,2,0,94
"E00033286",128,97,24,7,0,0,38
"E00033287",115,31,69,13,1,1,102
"E00033288",121,29,65,21,3,3,128
"E00033289",105,27,48,25,5,0,113
"E00033290",88,11,47,25,4,1,113
"E00033291",185,41,87,50,6,1,210
"E00033292",106,27,54,22,3,0,107
"E00033293",145,67,50,26,2,0,108
"E00033294",130,67,47,13,2,1,83
"E00033295",108,11,57,33,3,4,149
"E00033296",111,27,54,25,5,0,119
"E00033297",143,82,44,14,3,0,81
"E00033298",129,63,47,18,1,0,86
"E00033299",117,45,50,16,3,3,103
"E00033300",112,59,36,15,2,0,72
"E00033301",120,63,47,8,2,0,69
"E00033302",105,56,44,4,1,0,55
"E00033304",102,38,41,18,3,2,94
"E00033305",121,48,56,15,2,0,92
"E00033306",122,62,47,10,1,2,78
"E00033307",124,67,44,11,2,0,72
"E00033308",122,55,46,16,5,0,93
"E00033309",135,72,51,9,2,1,79
"E00033310",127,55,60,11,1,0,85
"E00033312",133,75,42,14,2,0,76
"E00033313",137,68,49,16,3,1,94
"E00033314",130,60,52,16,2,0,90
"E00033315",130,44,66,17,1,2,111
"E00033316",144,37,70,34,3,0,147
"E00033317",152,33,69,41,9,0,178
"E00033318",153,80,54,16,3,0,95
"E00033319",164,26,77,55,6,0,205
"E00033320",130,31,59,30,10,0,149
"E00033322",118,13,57,42,5,1,160
"E00033323",107,5,38,54,8,2,180
"E00033324",113,10,51,44,7,1,164
"E00033326",106,7,31,56,9,3,182
"E00033327",124,22,70,25,6,1,142
"E00033328",119,68,39,9,3,0,66
"E00033329",131,19,68,36,6,2,168
"E00033330",130,30,54,42,3,1,151
"E00033331",134,30,61,39,3,1,152
"E00033332",108,7,49,44,7,1,162
"E00033333",121,18,61,39,2,1,149
"E00033334",108,11,53,36,8,0,149
"E00033335",108,14,41,42,8,3,161
"E00033336",121,15,55,45,6,0,163
"E00033337",85,7,44,28,6,0,118
"E00033338",90,6,20,52,10,2,162
"E00033339",132,17,67,34,13,1,179
"E00033340",103,7,40,47,7,2,163
"E00033341",115,16,37,48,12,2,177
"E00033342",126,14,51,49,11,1,186
"E00033343",96,10,38,40,6,2,144
"E00033344",139,26,72,38,2,1,158
"E00033345",129,11,49,61,6,2,197
"E00033346",124,42,50,26,5,1,121
"E00033347",121,24,58,33,5,1,143
"E00033348",112,9,45,45,13,0,174
"E00033349",154,63,70,12,7,2,123
"E00033350",122,21,53,38,9,1,160
"E00033351",124,52,55,15,2,0,91
"E00033352",108,27,62,16,3,0,103
"E00033353",103,27,43,27,4,2,123
"E00033354",150,104,38,8,0,0,54
"E00033355",113,30,43,36,4,0,127
"E00033356",137,33,71,26,7,0,144
"E00033357",125,62,42,15,5,1,91
"E00033358",95,48,42,4,1,0,53
"E00033359",161,54,80,23,3,1,139
"E00033360",155,41,69,43,2,0,161
"E00033361",174,24,101,39,5,5,216
"E00033362",106,20,47,38,1,0,126
"E00033363",87,20,45,16,6,0,95
"E00033364",134,21,51,50,7,5,193
"E00033365",172,27,81,54,8,2,222
"E00033366",108,16,45,38,9,0,148
"E00033367",137,35,66,22,11,3,156
"E00033368",124,43,52,25,4,0,114
"E00033369",137,20,48,61,7,1,195
"E00033370",141,53,64,22,1,1,115
"E00033371",124,31,47,37,6,3,151
"E00033372",112,19,62,25,4,2,132
"E00033373",181,36,92,47,5,1,205
"E00033374",140,43,76,19,1,1,121
"E00033375",140,23,49,51,12,5,207
"E00033376",135,27,57,44,6,1,167
"E00033377",133,18,53,51,7,4,192
"E00033378",137,28,57,46,4,2,169
"E00033379",130,42,59,26,3,0,120
"E00033380",106,26,52,26,1,1,111
"E00033381",130,33,76,18,1,2,123
"E00033382",123,27,51,33,9,3,156
"E00033383",133,48,56,26,3,0,117
"E00033384",146,29,77,35,4,1,163
"E00033385",156,52,72,26,5,1,144
"E00033386",140,22,66,44,8,0,178
"E00033387",122,50,47,22,3,0,100
"E00033388",162,85,60,16,0,1,97
"E00033389",118,27,50,37,3,1,137
"E00033391",164,87,63,9,4,1,97
"E00033392",149,70,65,10,2,2,99
"E00033394",139,60,58,18,3,0,103
"E00033395",156,56,77,20,3,0,126
"E00033396",126,35,53,28,6,4,145
"E00033397",125,25,62,35,3,0,141
"E00033399",128,22,66,34,5,1,153
"E00033400",118,11,57,41,7,2,168
"E00033401",102,16,51,31,2,2,132
"E00033402",134,52,57,23,0,2,111
"E00033403",144,40,66,33,5,0,147
"E00033404",162,48,74,37,3,0,157
"E00033405",129,29,64,34,2,0,138
"E00033406",126,28,43,42,10,3,169
"E00033407",138,47,58,20,11,2,140
"E00033408",123,40,56,25,1,1,113
"E00033409",166,45,80,32,8,1,172
"E00033410",121,47,49,21,4,0,103
"E00033411",119,15,40,45,14,5,192
"E00033412",146,51,61,33,1,0,130
"E00033413",111,56,41,13,1,0,70
"E00033414",135,41,65,24,3,2,130
"E00033415",94,4,30,51,6,3,162
"E00033416",144,40,62,37,4,1,153
"E00033417",144,36,81,23,3,1,141
"E00033418",144,15,41,65,17,6,247
"E00033419",119,12,41,49,13,4,195
"E00033420",155,40,79,34,2,0,153
"E00033421",128,32,74,16,6,0,124
"E00033422",172,11,54,83,17,7,300
"E00033423",126,21,55,44,4,2,163
"E00033424",134,30,62,35,5,2,155
"E00033425",124,39,67,18,0,0,103
"E00033426",121,28,60,24,6,3,139
"E00033427",105,24,53,22,5,1,116
"E00033428",124,47,60,17,0,0,94
"E00033432",135,73,48,11,2,1,82
"E00033435",125,43,62,18,2,0,104
"E00033436",128,74,43,11,0,0,65
"E00033437",114,42,52,17,3,0,95
"E00033438",127,43,63,16,3,2,112
"E00033439",173,95,60,16,2,0,98
"E00033440",139,79,50,8,2,0,72
"E00033441",141,85,48,6,1,1,67
"E00033442",134,44,72,15,3,0,111
"E00033443",72,30,35,7,0,0,49
"E00033444",115,51,51,12,1,0,78
"E00033445",98,42,34,18,4,0,82
"E00033446",121,52,55,13,1,0,84
"E00033447",94,61,27,5,1,0,40
"E00033448",124,53,56,12,3,0,89
"E00033449",143,57,62,21,3,0,113
"E00033450",121,48,48,22,3,0,101
"E00033451",109,70,26,11,2,0,54
"E00033452",110,51,50,8,1,0,69
"E00033453",78,38,33,4,2,1,51
"E00033454",219,78,101,32,7,1,190
"E00033455",122,71,45,3,2,1,61
"E00033456",133,53,65,14,1,0,96
"E00033457",95,60,29,6,0,0,41
"E00033458",87,51,31,5,0,0,41
"E00033459",143,95,39,7,1,1,62
"E00033460",79,33,37,6,2,1,59
"E00033462",94,64,26,4,0,0,34
"E00033463",103,59,36,5,3,0,55
"E00033464",116,50,56,9,1,0,77
"E00033466",122,48,53,18,3,0,98
"E00033468",119,55,50,9,4,1,84
"E00033470",130,59,53,12,6,0,95
"E00033471",107,50,42,13,2,0,74
"E00033472",105,69,25,9,2,0,49
"E00033473",116,62,37,15,2,0,73
"E00033474",145,115,26,4,0,0,34
"E00033475",157,120,34,2,1,0,41
"E00033476",115,60,46,7,1,1,67
"E00033477",74,21,36,15,2,0,72
"E00033478",115,57,47,8,2,1,73
"E00033479",167,78,65,19,5,0,118
"E00033480",108,28,51,24,5,0,114
"E00033481",172,78,78,12,4,0,114
"E00033482",117,48,50,15,4,0,92
"E00033483",166,96,51,19,0,0,89
"E00033484",121,54,50,15,1,1,87
"E00033485",137,54,64,17,2,0,104
"E00033486",165,95,54,15,1,0,87
"E00033487",157,112,34,9,2,0,58
"E00033488",149,123,23,3,0,0,29
"E00033489",122,42,58,20,0,2,106
"E00033490",108,40,51,14,3,0,88
"E00033491",142,98,44,0,0,0,44
"E00033492",195,137,52,6,0,0,64
"E00033493",142,78,52,9,3,0,79
"E00033494",103,37,49,13,2,2,89
"E00033495",161,91,60,8,2,0,82
"E00033496",152,99,48,5,0,0,58
"E00033497",98,44,44,9,1,0,65
"E00033498",91,71,20,0,0,0,20
"E00033501",98,86,9,3,0,0,15
"E00033502",104,26,59,19,0,0,97
"E00033503",100,35,46,16,3,0,87
"E00033504",129,66,54,8,0,1,74
"E00033505",93,38,33,21,1,0,78
"E00033506",124,63,44,14,3,0,81
"E00033507",136,78,53,5,0,0,63
"E00033508",132,101,26,4,1,0,37
"E00033509",113,67,41,5,0,0,51
"E00033510",137,70,54,12,1,0,81
"E00033511",122,76,41,4,1,0,52
"E00033512",78,36,32,7,3,0,55
"E00033513",130,64,57,9,0,0,75
"E00033514",114,54,44,15,1,0,77
"E00033515",125,70,46,8,1,0,65
"E00033516",110,46,46,15,1,2,87
"E00033517",126,62,48,15,1,0,81
"E00033518",121,81,32,8,0,0,48
"E00033519",139,76,51,11,1,0,76
"E00033520",102,54,45,2,1,0,52
"E00033521",142,99,38,4,1,0,49
"E00033522",151,106,41,3,1,0,50
"E00033523",144,72,57,12,2,1,91
"E00033524",217,81,107,27,2,0,167
"E00033525",131,46,53,30,2,0,119
"E00033526",128,45,59,22,2,0,109
"E00033527",153,65,60,26,2,0,118
"E00033528",126,41,56,24,5,0,119
"E00033530",145,12,52,66,11,4,235
"E00033531",134,11,52,58,10,3,210
"E00033532",166,34,72,48,8,4,209
"E00033533",96,21,51,20,4,0,103
"E00033534",124,55,52,14,2,1,90
"E00033535",133,32,59,33,8,1,153
"E00033536",127,40,60,23,4,0,118
"E00033537",132,49,62,18,2,1,108
"E00033538",147,32,68,44,1,2,167
"E00033539",130,29,64,30,4,3,148
"E00033540",135,34,62,30,5,4,153
"E00033541",129,27,64,30,8,0,148
"E00033542",124,37,66,17,4,0,112
"E00033543",120,47,47,17,5,4,118
"E00033544",104,39,45,19,1,0,86
"E00033545",121,45,46,26,3,1,111
"E00033546",148,80,45,21,1,1,94
"E00033547",126,42,56,27,1,0,113
"E00033548",113,47,54,11,1,0,79
"E00033549",151,63,68,16,4,0,112
"E00033550",124,12,59,37,13,3,184
"E00033551",102,36,38,27,1,0,95
"E00033552",124,17,59,42,5,1,162
"E00033553",161,60,57,37,5,2,156
"E00033554",115,15,57,36,5,2,152
"E00033555",136,38,62,26,8,2,147
"E00033556",114,16,60,35,3,0,139
"E00033557",124,22,52,42,8,0,160
"E00033558",114,11,50,46,6,1,164
"E00033559",110,18,54,26,8,4,146
"E00033560",113,7,32,53,14,7,212
"E00033561",106,18,40,34,8,6,156
"E00033562",117,14,42,38,19,4,194
"E00033563",131,14,67,34,11,5,189
"E00033564",144,24,59,48,9,4,198
"E00033565",117,19,56,37,3,2,147
"E00033566",148,58,64,21,4,1,122
"E00033567",127,30,54,36,7,0,147
"E00033568",144,77,52,13,2,0,84
"E00033569",102,27,47,20,6,2,113
"E00033570",173,73,68,30,1,1,135
"E00033571",121,48,53,17,3,0,96
"E00033572",117,20,60,22,14,1,151
"E00033573",95,60,25,8,2,0,47
"E00033574",118,25,51,38,4,0,139
"E00033575",111,28,43,29,10,1,135
"E00033576",109,55,38,15,1,0,71
"E00033577",120,42,55,18,4,1,107
"E00033579",123,86,31,6,0,0,43
"E00033580",152,115,33,3,1,0,42
"E00033581",221,148,62,11,0,0,84
"E00033582",159,97,54,8,0,0,70
"E00033583",110,42,54,12,1,1,85
"E00033584",107,39,50,15,3,0,89
"E00033585",135,48,62,22,3,0,115
"E00033586",143,59,62,19,1,2,112
"E00033587",153,74,56,20,3,0,105
"E00033589",136,77,49,8,2,0,71
"E00033590",79,35,36,7,0,1,60
"E00033591",94,47,44,3,0,0,50
"E00033592",118,76,36,5,1,0,49
"E00033593",100,68,29,3,0,0,35
"E00033594",143,98,36,8,1,0,55
"E00033595",157,114,37,4,2,0,51
"E00033596",143,96,41,6,0,0,53
"E00033597",105,53,44,6,0,2,64
"E00033598",124,95,26,2,1,0,33
"E00033599",125,79,42,3,1,0,51
"E00033600",139,97,36,6,0,0,48
"E00033601",140,74,60,5,1,0,73
"E00033602",131,43,70,14,3,1,111
"E00033603",136,84,42,9,1,0,63
"E00033604",138,85,44,9,0,0,62
"E00033605",125,45,60,18,2,0,102
"E00033606",114,49,49,13,3,0,84
"E00033607",118,74,39,5,0,0,49
"E00033608",144,66,65,13,0,0,91
"E00033611",122,52,48,19,3,0,95
"E00033613",125,69,38,12,4,2,82
"E00033614",139,46,60,28,5,0,131
"E00033616",141,33,66,36,6,0,156
"E00033618",159,45,71,36,5,2,166
"E00033620",118,29,52,32,5,0,131
"E00033621",103,66,28,8,1,0,47
"E00033623",181,109,66,5,1,0,79
"E00033624",125,65,53,5,2,0,69
"E00033625",123,10,64,41,7,1,171
"E00033626",172,23,100,46,2,1,205
"E00033627",142,25,70,42,4,1,170
"E00033628",139,92,42,5,0,0,52
"E00033629",179,57,90,26,5,1,161
"E00033630",128,64,52,10,2,0,78
"E00033631",129,89,32,8,0,0,48
"E00033632",149,99,48,2,0,0,52
"E00033633",101,18,58,22,2,1,113
"E00033634",158,100,50,7,0,1,68
"E00033635",132,35,68,26,1,2,131
"E00033636",167,101,49,16,1,0,84
"E00033637",196,66,95,33,2,0,167
"E00033639",129,62,49,15,3,0,88
"E00033640",128,70,48,10,0,0,68
"E00033641",127,23,57,38,9,0,160
"E00033642",145,16,68,48,11,2,205
"E00033643",109,42,49,16,1,1,94
"E00033644",95,64,26,5,0,0,36
"E00033645",109,44,57,5,2,1,77
"E00033646",41,18,18,5,0,0,28
"E00033647",99,27,48,20,4,0,100
"E00033648",127,82,38,5,2,0,54
"E00033649",115,15,60,36,3,1,146
"E00033650",134,83,40,8,3,0,65
"E00033651",58,34,17,6,1,0,32
"E00033652",132,75,45,9,3,0,72
"E00033653",105,15,59,30,0,1,124
"E00033654",79,49,22,7,1,0,39
"E00033655",186,109,58,19,0,0,96
"E00033656",83,44,30,7,2,0,50
"E00033657",84,44,36,4,0,0,44
"E00033658",129,74,45,10,0,0,65
"E00033659",157,72,63,16,5,1,124
"E00033660",132,70,47,14,1,0,78
"E00033662",155,88,54,13,0,0,80
"E00033663",122,81,34,5,1,1,54
"E00033664",138,94,28,13,3,0,63
"E00033665",167,58,79,26,4,0,143
"E00033666",130,104,18,5,0,3,40
"E00033667",142,83,51,5,3,0,70
"E00033668",114,39,44,25,4,2,114
"E00033669",125,66,51,6,2,0,69
"E00033670",177,37,108,30,1,1,175
"E00033672",159,103,50,6,0,0,62
"E00033673",124,97,24,3,0,0,30
"E00033677",120,82,33,4,1,0,44
"E00033678",194,148,42,4,0,0,50
"E00033684",212,129,73,9,1,0,94
"E00033685",130,95,32,2,1,0,39
"E00033686",129,86,36,7,0,0,50
"E00033687",162,82,66,13,1,0,95
"E00033688",118,87,25,6,0,0,37
"E00033689",145,99,40,6,0,0,52
"E00033690",169,93,65,9,2,0,89
"E00033691",107,63,31,11,2,0,59
"E00033692",201,58,101,40,1,1,189
"E00033694",114,93,19,2,0,0,23
"E00033695",137,71,59,7,0,0,73
"E00033696",205,103,85,14,2,1,123
"E00033697",145,52,70,21,2,0,118
"E00033698",165,74,72,17,1,1,113
"E00033699",143,43,80,18,2,0,122
"E00033700",97,27,53,16,0,1,89
"E00033701",136,26,57,41,10,2,185
"E00033702",103,76,20,7,0,0,34
"E00033703",167,105,55,7,0,0,69
"E00033704",125,14,56,44,9,2,179
"E00033705",133,10,65,50,7,1,190
"E00033706",116,71,36,9,0,0,54
"E00033707",119,52,52,14,1,0,83
"E00033708",117,74,34,9,0,0,52
"E00033709",76,38,27,8,3,0,52
"E00033710",137,64,51,16,6,0,101
"E00033711",70,46,21,3,0,0,27
"E00033712",124,30,50,40,4,0,142
"E00033713",127,42,59,23,1,2,118
"E00033715",162,59,73,25,5,0,138
"E00033716",121,75,39,6,1,0,54
"E00033717",103,29,57,17,0,0,91
"E00033718",132,14,65,48,4,1,177
"E00033719",127,14,74,36,2,1,156
"E00033720",135,32,63,31,6,3,155
"E00033721",113,13,56,36,8,0,152
"E00033722",94,23,37,27,5,2,114
"E00033723",135,18,65,40,9,3,184
"E00033724",134,57,57,19,1,0,98
"E00033725",145,67,56,19,3,0,103
"E00033726",103,33,52,18,0,0,88
"E00033727",138,74,53,9,2,0,77
"E00033728",141,7,50,66,14,4,240
"E00033729",99,32,52,13,2,0,84
"E00033730",127,50,56,18,3,0,101
"E00033731",87,39,41,6,1,0,56
"E00033732",125,57,52,14,2,0,86
"E00033733",102,47,40,15,0,0,70
"E00033734",111,64,40,6,1,0,55
"E00033735",94,70,22,2,0,0,26
"E00033736",126,61,53,11,1,0,78
"E00033737",145,55,60,22,7,1,130
"E00033738",97,58,36,3,0,0,42
"E00033739",105,48,51,4,2,0,65
"E00033740",140,48,80,12,0,0,104
"E00033741",134,61,56,15,2,0,92
"E00033742",130,53,60,17,0,0,94
"E00033743",108,38,54,13,2,1,105
"E00033744",146,66,67,10,2,1,97
"E00033745",119,80,30,8,1,0,49
"E00033746",124,60,50,13,1,0,79
