"GeographyCode","KS401EW0001","KS401EW0002","KS401EW0003","KS401EW0004","KS401EW0005","KS401EW0006","KS401EW0007","KS401EW0008","KS401EW0009","KS401EW0010","KS401EW0011","KS401EW0012","KS401EW0013","KS401EW0014","KS401EW0015","KS401EW0016","KS401EW0017","KS401EW0018","KS401EW0019","KS401EW0020","KS401EW0021","KS401EW0022","KS401EW0023","KS401EW0024","KS401EW0025","KS401EW0026"
"E02001396",4123,4120,1,2,4130,3918,212,252,321,2455,965,68,68,1,99.9272374484599,0.0242541838467136,0.0485083676934271,94.8668280871671,5.13317191283293,6.10169491525424,7.77239709443099,59.4430992736077,23.365617433414,1.64648910411622,1.64648910411622,0.0242130750605327
"E02001397",3987,3987,0,0,3987,3848,139,482,1287,846,1264,66,42,0,100,0,0,96.5136694256333,3.48633057436669,12.0892901931277,32.2799097065463,21.2189616252822,31.7030348633057,1.65537998495109,1.05342362678706,0
"E02001398",3735,3726,1,8,3792,3595,197,378,527,1210,1018,575,83,1,99.7590361445783,0.0267737617135207,0.214190093708166,94.8048523206751,5.19514767932489,9.96835443037975,13.8976793248945,31.9092827004219,26.8459915611814,15.1635021097046,2.18881856540084,0.0263713080168776
"E02001399",2947,2947,0,0,2947,2866,81,189,2169,382,157,25,25,0,100,0,0,97.2514421445538,2.74855785544622,6.41330166270784,73.6002714625042,12.9623345775365,5.32745164574143,0.848320325755005,0.848320325755005,0
"E02001400",2938,2938,0,0,2938,2839,99,210,1493,657,535,30,13,0,100,0,0,96.6303607896528,3.36963921034718,7.14771953710007,50.8168822328114,22.3621511232131,18.2096664397549,1.0211027910143,0.442477876106195,0
"E02001401",3497,3497,0,0,3497,3395,102,376,2204,376,495,20,25,1,100,0,0,97.0832141835859,2.91678581641407,10.7520732056048,63.0254503860452,10.7520732056048,14.1549899914212,0.571918787532171,0.714898484415213,0.0285959393766085
"E02001402",3909,3908,0,1,3912,3762,150,714,1538,604,803,197,55,1,99.9744180097211,0,0.0255819902788437,96.1656441717791,3.83435582822086,18.2515337423313,39.3149284253579,15.439672801636,20.5265848670757,5.03578732106339,1.40593047034765,0.0255623721881391
"E02001403",2934,2928,2,4,2959,2841,118,52,482,1765,407,187,66,0,99.7955010224949,0.0681663258350375,0.136332651670075,96.0121662723893,3.98783372761068,1.75735045623521,16.2892869212572,59.648529908753,13.7546468401487,6.31970260223048,2.23048327137546,0
"E02001404",3209,3209,0,0,3209,3155,54,168,637,1959,428,8,9,0,100,0,0,98.3172327827984,1.68276721720162,5.23527578684949,19.8504206918043,61.0470551573699,13.3374883141165,0.249298846992833,0.280461202866937,0
"E02001405",4267,4267,0,0,4267,4154,113,181,770,2809,493,9,4,1,100,0,0,97.3517693930162,2.64823060698383,4.2418561049918,18.0454651980314,65.8307944691821,11.5537848605578,0.210921021795172,0.0937426763534099,0.0234356690883525
"E02006932",3443,3421,8,14,3524,3201,323,31,86,163,2729,272,242,1,99.3610223642172,0.232355503920999,0.406622131861749,90.8342792281498,9.16572077185017,0.879682179341657,2.44040862656073,4.62542565266742,77.4404086265607,7.71850170261067,6.8671963677639,0.0283768444948922
"E02006933",3662,3659,3,0,3665,3135,530,54,448,286,2702,66,109,0,99.9180775532496,0.0819224467504096,0,85.5388813096862,14.4611186903138,1.47339699863574,12.2237380627558,7.80354706684857,73.7244201909959,1.80081855388813,2.97407912687585,0
"E02006934",3045,3038,3,4,3056,2782,274,20,52,81,2646,102,145,10,99.7701149425287,0.0985221674876847,0.13136288998358,91.0340314136126,8.96596858638743,0.654450261780105,1.70157068062827,2.65052356020942,86.5837696335079,3.33769633507853,4.74476439790576,0.327225130890052
