"GeographyCode","QS801EW0001","QS801EW0002","QS801EW0003","QS801EW0004","QS801EW0005","QS801EW0006","QS801EW0007","QS801EW0008","QS801EW0009","QS801EW0010","QS801EW0011","QS801EW0012","QS801EW0013"
"E01006562",1514,1402,0,1,0,6,6,7,14,12,27,29,10
"E01006563",1744,1603,0,1,8,1,6,6,29,7,40,32,11
"E01006564",1721,1635,0,0,2,3,4,1,12,28,24,5,7
"E01006565",1549,1486,2,0,2,0,6,0,9,24,8,9,3
"E01006566",1506,1417,1,5,11,6,1,5,10,22,17,8,3
"E01006567",1655,1568,1,1,4,7,4,2,14,15,16,8,15
"E01006568",1617,1537,1,4,4,7,4,5,8,11,14,17,5
"E01006569",1429,1393,1,4,5,5,3,2,2,2,7,5,0
"E01006570",1479,1412,1,8,6,2,7,3,7,9,13,9,2
"E01006571",1470,1426,2,6,5,1,2,4,8,4,8,4,0
"E01006572",1207,1146,0,2,6,5,3,4,13,8,7,13,0
"E01006573",1501,1420,2,3,5,4,7,1,13,21,20,2,3
"E01006574",1388,1331,0,2,6,8,7,1,11,8,10,4,0
"E01006575",1294,1232,3,0,4,11,6,5,9,8,7,8,1
"E01006576",1693,1643,4,3,3,9,5,5,5,5,8,3,0
"E01006577",1503,1451,1,0,5,6,9,6,6,11,5,3,0
"E01006578",1380,1333,1,0,2,2,8,2,10,2,9,11,0
"E01006579",1643,1576,0,1,11,7,8,8,14,6,7,5,0
"E01006580",1335,1255,1,1,7,4,12,8,20,8,7,11,1
"E01006581",1559,1484,2,2,3,8,11,6,3,6,8,10,16
"E01006582",1642,1560,1,0,8,18,5,6,10,9,9,13,3
"E01006583",1758,1669,3,1,6,3,16,9,11,5,3,0,32
"E01006584",1393,1362,1,2,6,2,3,2,5,8,1,1,0
"E01006585",1354,1269,1,2,3,0,5,9,14,17,19,6,9
"E01006586",1899,1758,1,4,5,14,13,10,17,24,25,13,15
"E01006587",1624,1500,1,2,4,7,13,15,29,9,17,14,13
"E01006588",1569,1408,1,2,6,7,10,22,22,16,29,29,17
"E01006589",1518,1436,1,4,4,4,8,11,13,8,10,10,9
"E01006590",1642,1506,1,0,9,12,10,17,17,6,24,26,14
"E01006591",1633,1487,0,4,7,8,7,13,30,7,28,30,12
"E01006592",1565,1451,6,2,5,17,18,12,18,5,15,11,5
"E01006593",1541,1416,3,1,2,10,11,14,17,15,10,23,19
"E01006594",1410,1286,2,1,14,21,21,12,12,17,17,7,0
"E01006595",1745,1659,0,1,6,8,12,5,11,7,15,16,5
"E01006596",1451,1335,0,4,8,11,19,9,19,8,8,18,12
"E01006597",1667,1566,2,2,11,10,14,12,22,4,9,4,11
"E01006598",1361,1307,1,0,0,1,0,0,7,12,9,17,7
"E01006599",1121,1051,0,2,0,1,4,7,5,11,21,16,3
"E01006600",1407,1376,0,2,2,3,5,1,4,2,6,4,2
"E01006603",1410,1389,0,0,3,0,0,4,1,4,6,1,2
"E01006604",1367,1343,0,0,3,2,1,1,5,4,1,7,0
"E01006605",1531,1488,0,0,3,2,3,2,18,4,6,5,0
"E01006606",1521,1470,0,2,4,1,3,1,9,5,15,9,2
"E01006607",1531,1504,2,1,2,3,1,3,7,0,4,4,0
"E01006608",1215,1189,1,1,4,1,1,3,3,3,5,4,0
"E01006609",1283,1231,0,0,1,6,7,3,9,5,5,15,1
"E01006610",1397,1353,1,1,2,2,4,4,3,8,8,8,3
"E01006611",1291,1230,0,1,0,4,1,6,9,2,13,21,4
"E01006612",1495,1467,1,0,2,1,0,4,8,2,3,6,1
"E01006613",1360,1334,0,1,4,2,1,3,4,4,3,3,1
"E01006614",1322,1281,0,1,2,0,2,3,1,6,14,10,2
"E01006615",1302,1262,0,0,6,3,2,6,7,5,4,5,2
"E01006616",1428,1386,0,1,1,3,2,1,9,2,15,5,3
"E01006617",1421,1377,0,1,1,2,4,8,12,2,5,5,4
"E01006618",1639,1623,1,0,4,2,2,1,1,2,0,3,0
"E01006619",1599,1555,1,0,4,5,3,1,6,2,8,8,6
"E01006620",1417,1388,3,1,3,3,4,2,7,1,4,1,0
"E01006621",1468,1391,3,2,3,5,8,8,14,3,20,5,6
"E01006622",1519,1486,0,1,8,11,2,4,4,0,1,1,1
"E01006623",1462,1382,2,1,10,10,15,11,12,1,16,0,2
"E01006624",1556,1451,0,2,3,13,10,5,19,7,21,17,8
"E01006625",1416,1386,1,5,1,4,3,3,1,3,6,1,2
"E01006626",1448,1392,0,1,7,4,5,5,13,0,8,12,1
"E01006627",1378,1327,0,3,4,5,2,7,10,2,10,6,2
"E01006628",1874,1673,0,1,10,11,14,15,36,10,27,37,40
"E01006629",1255,1182,1,4,5,10,8,5,16,5,6,12,1
"E01006630",1338,1221,0,0,3,2,1,15,23,28,17,27,1
"E01006632",1842,1667,0,0,4,2,3,4,28,51,19,40,24
"E01006633",1432,1376,0,2,0,2,1,3,6,4,17,12,9
"E01006637",1596,1412,1,0,1,3,3,4,14,45,51,51,11
"E01006638",1219,1132,0,0,0,0,0,6,8,22,22,23,6
"E01006639",1509,1450,0,1,3,6,5,6,7,12,7,12,0
"E01006640",1880,1763,0,2,6,11,6,12,18,20,16,23,3
"E01006641",1740,1482,0,2,0,7,6,7,43,95,74,17,7
"E01006642",1290,1230,0,1,3,1,1,2,7,22,11,9,3
"E01006643",1822,1719,0,0,4,4,4,5,22,24,28,2,10
"E01006644",2040,1947,0,2,4,4,3,5,18,9,27,18,3
"E01006645",1424,1364,1,2,4,3,6,2,7,2,28,5,0
"E01006646",1899,1618,0,3,2,7,6,10,28,45,60,73,47
"E01006647",1422,1350,0,2,1,0,4,4,12,10,16,20,3
"E01006648",2175,1892,0,0,6,4,3,5,12,23,70,106,54
"E01006651",1642,1578,0,2,0,5,12,4,4,6,18,8,5
"E01006652",1505,1432,0,5,4,5,1,1,6,21,18,6,6
"E01006653",1520,1463,0,3,3,3,2,1,6,22,13,4,0
"E01006654",1513,1451,0,0,2,2,6,3,14,5,13,10,7
"E01006655",1758,1593,0,0,2,5,4,5,25,42,53,17,12
"E01006656",1493,1448,0,2,6,8,6,2,4,8,1,6,2
"E01006657",1211,1178,0,1,3,3,3,3,3,6,10,1,0
"E01006658",1300,1250,0,1,0,2,1,5,3,13,12,11,2
"E01006659",1765,1648,0,0,4,6,2,10,24,8,38,16,9
"E01006660",1433,1303,0,3,4,4,4,2,8,47,44,13,1
"E01006661",1663,1575,0,7,1,4,2,1,12,15,29,14,3
"E01006662",1775,1667,3,4,4,1,1,2,8,23,41,17,4
"E01006663",1153,1117,0,0,0,0,2,0,3,6,15,5,5
"E01006664",1795,1635,0,1,3,8,10,5,8,18,32,38,37
"E01006665",1555,1503,0,1,2,4,3,4,10,16,6,5,1
"E01006666",1504,1401,0,0,3,8,15,16,21,17,12,8,3
"E01006667",1453,1389,0,1,5,5,4,5,9,13,11,5,6
"E01006668",1534,1474,0,0,0,2,3,10,16,13,12,0,4
"E01006669",1470,1356,0,0,2,4,11,9,30,21,18,10,9
"E01006670",1526,1438,0,2,2,11,13,6,13,6,10,11,14
"E01006671",1355,1256,0,2,5,12,22,8,14,11,13,4,8
"E01006672",1955,1834,0,0,2,4,1,4,14,7,50,33,6
"E01006673",1937,1255,2,8,22,27,39,47,122,105,156,116,38
"E01006674",1885,1118,1,4,22,20,19,57,165,164,157,122,36
"E01006675",1824,1351,2,15,12,20,6,30,93,59,91,84,61
"E01006676",1753,1231,1,1,12,10,23,33,82,123,97,119,21
"E01006677",1040,791,0,4,6,13,7,18,66,54,32,34,15
"E01006678",2127,1857,1,2,8,16,6,22,52,63,46,40,14
"E01006679",2232,1252,2,10,39,32,32,105,233,112,141,188,86
"E01006680",1569,1508,0,1,5,13,9,5,19,1,2,3,3
"E01006681",1585,1482,2,5,10,11,8,9,16,9,13,19,1
"E01006682",1310,1249,1,6,8,11,5,4,9,4,4,9,0
"E01006683",1510,1448,0,3,10,16,5,4,14,4,1,5,0
"E01006684",2138,2010,2,6,5,14,10,13,22,8,25,7,16
"E01006685",1484,1403,1,4,8,13,11,6,13,5,1,16,3
"E01006686",1433,1362,0,2,7,16,9,8,10,2,10,7,0
"E01006687",1952,1756,1,7,9,14,24,19,44,17,26,27,8
"E01006688",1524,1427,5,2,5,5,5,9,12,6,21,22,5
"E01006689",1651,1589,1,2,5,6,9,11,12,10,3,2,1
"E01006690",1492,1132,1,10,12,5,7,6,39,63,90,84,43
"E01006691",1503,1013,1,1,7,11,4,10,91,95,88,114,68
"E01006692",2180,1804,1,0,5,11,10,15,39,73,78,103,41
"E01006693",1511,1358,0,4,5,6,6,8,12,33,42,33,4
"E01006694",1864,1287,2,2,4,3,3,9,55,105,164,153,77
"E01006695",1821,1329,1,6,3,13,12,21,61,82,136,93,64
"E01006696",1744,1349,0,5,4,8,2,10,39,77,126,77,47
"E01006697",1845,1364,0,7,7,1,8,16,64,77,122,113,66
"E01006698",1716,1663,0,1,7,4,3,7,7,6,7,7,4
"E01006699",1594,1498,0,0,2,3,1,1,11,8,27,34,9
"E01006700",1438,1366,0,0,6,2,7,5,13,9,15,12,3
"E01006701",1380,1319,0,2,3,3,5,3,6,11,13,15,0
"E01006702",1618,1521,0,3,1,1,3,1,15,18,18,30,7
"E01006703",1561,1458,0,2,3,5,5,0,13,27,27,13,8
"E01006705",1409,1325,0,2,3,4,3,5,9,8,19,19,12
"E01006706",1346,1312,0,1,4,3,3,6,4,6,3,2,2
"E01006707",1323,1278,1,4,5,7,7,3,4,4,6,4,0
"E01006708",1805,1750,1,2,5,3,3,2,7,7,13,6,6
"E01006709",1438,1400,0,3,6,1,2,8,6,5,4,3,0
"E01006710",1496,1459,0,1,8,8,5,1,2,4,6,0,2
"E01006711",1538,1418,1,0,3,8,8,9,19,21,23,20,8
"E01006712",1339,1265,1,2,2,7,4,4,7,23,15,5,4
"E01006713",1377,1307,2,0,3,4,3,3,6,15,26,6,2
"E01006716",1589,1452,0,3,3,4,15,13,25,26,18,17,13
"E01006717",1436,1347,0,2,3,5,3,6,25,7,16,17,5
"E01006718",1587,1487,1,4,6,7,4,6,15,9,31,14,3
"E01006719",1535,1494,0,2,4,6,1,0,10,5,2,11,0
"E01006720",2108,1386,2,2,4,8,9,27,110,94,160,217,89
"E01006721",1655,1402,0,1,11,9,7,14,37,22,43,86,23
"E01006722",1793,1425,3,0,7,14,15,26,53,52,50,104,44
"E01006723",1875,1543,1,2,7,12,11,34,28,30,58,110,39
"E01006724",1790,1569,0,5,5,9,19,20,55,20,14,60,14
"E01006725",1537,1395,2,0,3,8,10,6,27,30,20,28,8
"E01006726",1565,1262,2,2,4,12,12,13,47,27,68,84,32
"E01006727",1441,1286,1,2,1,8,9,9,23,25,37,33,7
"E01006728",1623,1430,1,1,4,7,1,7,29,33,50,50,10
"E01006729",1400,1349,1,6,1,1,4,4,9,8,7,9,1
"E01006730",1326,1285,0,1,0,3,2,4,6,3,17,3,2
"E01006731",1196,1138,0,0,3,2,4,1,1,12,7,24,4
"E01006732",1643,1578,1,0,1,1,1,6,6,9,17,18,5
"E01006734",1412,1311,0,4,0,2,2,3,8,11,34,26,11
"E01006735",1309,1254,0,1,1,0,3,5,6,6,23,8,2
"E01006736",1460,1382,0,0,0,2,4,0,9,14,26,21,2
"E01006737",1435,1389,0,2,0,1,4,1,9,20,3,4,2
"E01006738",1501,1474,1,2,1,2,3,0,2,0,7,8,1
"E01006739",1769,1696,1,1,2,5,2,6,11,2,17,16,10
"E01006740",1280,1147,0,0,5,6,8,1,21,12,17,22,41
"E01006741",1815,1769,2,3,4,2,4,0,6,5,5,13,2
"E01006742",1394,1348,0,2,5,2,0,2,8,4,13,5,5
"E01006743",2175,1996,2,4,2,2,7,6,28,9,49,44,26
"E01006744",1482,1413,0,5,0,3,4,1,14,9,22,11,0
"E01006745",1879,1741,2,1,5,4,5,4,18,9,19,58,13
"E01006746",1513,1266,0,0,6,8,3,5,19,58,37,63,48
"E01006747",3552,2361,0,2,0,2,5,25,88,89,126,253,601
"E01006748",1936,1450,0,3,2,6,5,6,37,31,67,217,112
"E01006751",2572,1737,0,6,11,12,15,23,64,39,75,242,348
"E01006752",1012,725,0,2,9,8,26,20,45,34,42,68,33
"E01006753",1557,1511,0,1,5,1,0,1,7,6,14,10,1
"E01006754",1627,1472,0,6,8,3,4,4,3,8,33,47,39
"E01006755",1587,1505,3,3,2,1,3,3,0,3,30,25,9
"E01006756",1820,1667,0,4,2,5,3,7,8,11,59,31,23
"E01006757",1491,1423,1,3,4,3,2,6,7,1,12,28,1
"E01006758",1527,1456,0,3,5,3,1,3,2,7,17,29,1
"E01006759",1095,982,1,1,11,2,3,8,30,9,18,13,17
"E01006760",1611,1315,2,3,6,6,7,9,50,29,41,84,59
"E01006761",1644,1493,0,4,14,6,3,14,25,34,20,22,9
"E01006762",1692,1627,0,1,3,0,5,1,7,10,12,22,4
"E01006763",1471,1432,0,0,1,2,2,3,9,2,5,14,1
"E01006764",1522,1372,0,0,2,3,9,5,20,28,31,35,17
"E01006765",1468,1406,0,3,5,3,1,5,6,8,18,9,4
"E01006766",1266,1115,0,1,4,2,5,4,15,34,52,23,11
"E01006767",1787,1616,0,1,5,1,1,4,29,18,34,55,23
"E01006768",1359,1221,0,3,7,4,10,10,21,16,29,24,14
"E01006769",1270,1212,0,4,2,6,2,1,9,12,16,6,0
"E01006770",1002,969,1,4,3,4,2,3,5,1,5,2,3
"E01006771",1425,1385,0,1,3,4,7,5,6,1,11,1,1
"E01006772",1091,1044,0,4,4,9,8,3,10,2,3,4,0
"E01006773",1379,1328,2,4,4,6,5,8,4,6,7,3,2
"E01006774",1445,1325,0,1,9,20,9,13,31,15,9,11,2
"E01006775",1319,1275,1,2,7,7,3,1,7,6,2,6,2
"E01006776",1677,1579,0,3,4,4,4,3,24,21,13,18,4
"E01006778",2205,2019,0,1,3,3,6,5,22,24,56,48,18
"E01006779",1968,1891,0,3,1,2,1,3,17,4,7,34,5
"E01006780",1465,1419,0,3,9,9,2,1,2,1,14,1,4
"E01006781",1470,1436,0,0,2,7,6,4,7,3,2,0,3
"E01006782",1560,1502,1,1,7,6,5,1,8,6,12,9,2
"E01006783",1548,1498,0,1,5,2,3,5,3,11,12,3,5
"E01006784",1347,1303,0,3,6,2,2,6,13,5,5,2,0
"E01006785",1769,1669,0,1,11,10,3,7,23,17,9,12,7
"E01006786",1820,1764,0,2,7,4,3,4,10,5,5,15,1
"E01006787",2330,2099,0,0,3,12,10,13,35,32,36,49,41
"E01006788",1825,1759,0,4,0,4,5,2,9,14,8,16,4
"E01006790",1587,1528,0,1,1,2,2,8,7,6,15,14,3
"E01006791",1674,1568,0,1,3,4,7,1,8,9,35,29,9
"E01006792",1368,1291,3,8,4,9,10,13,8,9,6,6,1
"E01006793",1494,1401,0,1,6,6,8,8,16,12,12,18,6
"E01006794",1593,1492,1,6,5,17,14,6,19,14,11,6,2
"E01006795",1407,1348,1,1,5,6,13,6,9,3,9,5,1
"E01006796",1591,1406,2,4,14,27,26,17,19,9,21,14,32
"E01006797",1499,1453,0,4,5,3,5,6,10,6,4,3,0
"E01006798",1410,1332,2,4,8,17,12,4,8,3,16,4,0
"E01006799",1821,1745,0,7,6,13,6,4,6,12,10,9,3
"E01006800",1401,1302,0,3,9,27,10,7,13,13,6,7,4
"E01006801",1355,1286,2,4,11,14,14,13,5,2,3,1,0
"E01032505",1317,1194,1,4,6,6,15,11,20,11,23,18,8
"E01032506",1403,1291,0,1,1,4,8,7,12,15,30,29,5
"E01032507",1539,1438,1,1,2,4,3,8,24,12,14,16,16
"E01032508",1723,1570,0,3,6,5,8,4,26,34,31,15,21
"E01032509",1434,1344,0,1,5,3,0,4,13,4,26,23,11
"E01032510",1809,1718,0,0,0,2,5,8,2,24,19,26,5
"E01032511",1378,1328,0,1,1,3,8,1,6,8,6,14,2
"E01033747",1043,944,0,0,3,2,3,5,17,23,25,17,4
"E01033748",1277,1077,0,0,2,7,6,7,34,19,46,55,24
"E01033749",1153,963,0,1,0,1,2,3,38,6,22,36,81
"E01033750",1448,1147,0,1,3,1,4,10,41,52,53,83,53
"E01033751",1873,1579,0,0,4,5,7,7,48,23,36,97,67
"E01033752",1196,877,0,0,3,1,6,11,27,23,46,133,69
"E01033753",1051,746,0,0,0,1,2,19,24,24,38,110,87
"E01033754",1452,1135,0,5,6,10,12,19,25,15,44,103,78
"E01033755",1082,781,0,0,2,0,7,13,26,19,58,103,73
"E01033756",1185,750,0,0,2,2,5,15,32,21,55,157,146
"E01033757",1025,670,0,1,2,6,5,10,26,37,29,88,151
"E01033758",1730,984,0,0,1,0,2,6,35,33,65,286,318
"E01033759",1147,1077,0,0,0,3,1,1,20,11,13,21,0
"E01033760",2115,1487,0,0,0,1,0,12,29,24,47,237,278
"E01033761",1372,971,0,0,2,4,1,17,34,22,71,163,87
"E01033762",1791,1436,0,0,1,3,0,3,45,16,55,116,116
"E01033763",1527,1227,0,4,3,1,10,26,35,27,63,94,37
"E01033764",2202,2023,0,1,9,8,4,11,26,17,41,35,27
"E01033765",1351,1223,3,3,3,10,4,3,19,21,23,33,6
"E01033766",1075,997,0,1,4,8,5,5,12,4,4,22,13
"E01033767",1067,955,0,0,2,2,0,4,17,11,25,45,6
"E01033768",1223,979,1,0,8,17,10,20,49,30,19,68,22
