"GeographyCode","QS208EW0001","QS208EW0002","QS208EW0003","QS208EW0004","QS208EW0005","QS208EW0006","QS208EW0007","QS208EW0008","QS208EW0009","QS208EW0010"
"E00033129",256,200,0,5,0,7,0,0,33,11
"E00033130",360,280,0,28,2,8,0,0,30,12
"E00033131",275,201,0,0,0,0,0,0,49,25
"E00033132",459,373,0,0,0,7,0,0,55,24
"E00033133",366,309,0,0,0,0,0,1,39,17
"E00033134",190,135,2,0,0,0,0,1,36,16
"E00033135",445,314,1,4,0,3,5,1,79,38
"E00033136",225,174,3,0,0,0,0,0,35,13
"E00033137",289,175,0,0,0,29,0,0,54,31
"E00033138",171,121,1,0,0,0,0,0,39,10
"E00033139",248,202,0,0,0,0,0,1,32,13
"E00033140",202,164,0,0,0,0,1,0,17,20
"E00033141",208,177,0,0,0,0,0,0,24,7
"E00033142",273,209,2,0,0,0,0,1,47,14
"E00033143",261,186,0,6,1,2,0,0,55,11
"E00033144",204,125,0,0,0,1,0,0,57,21
"E00033145",294,225,2,0,0,1,0,0,47,19
"E00033146",304,226,4,0,0,1,0,2,52,19
"E00033147",308,255,0,0,0,5,0,0,41,7
"E00033148",258,217,1,0,0,0,0,0,26,14
"E00033149",226,168,0,0,0,0,0,1,44,13
"E00033150",316,236,2,0,0,1,0,3,59,15
"E00033151",262,177,1,0,0,4,0,2,66,12
"E00033152",305,205,7,0,1,16,1,0,59,16
"E00033153",427,331,1,0,0,0,0,2,51,42
"E00033154",156,93,0,0,0,0,0,0,49,14
"E00033155",266,205,0,0,3,8,0,0,38,12
"E00033156",238,169,0,0,0,19,4,2,37,7
"E00033157",326,203,1,1,1,3,5,0,90,22
"E00033158",302,229,1,0,0,0,0,0,52,20
"E00033159",197,131,0,3,0,12,0,1,34,16
"E00033160",354,252,1,1,0,16,0,1,53,30
"E00033161",295,223,0,1,0,9,0,0,45,17
"E00033162",280,168,1,0,0,20,0,0,78,13
"E00033163",277,202,1,0,0,9,0,0,46,19
"E00033164",351,272,0,0,0,2,0,0,51,26
"E00033165",166,136,0,1,0,0,0,0,20,9
"E00033166",158,133,0,0,0,1,0,0,20,4
"E00033167",310,240,0,5,0,0,0,2,50,13
"E00033168",285,241,0,0,0,0,0,0,31,13
"E00033169",302,262,1,0,0,0,0,0,22,17
"E00033170",360,298,4,1,0,0,0,1,39,17
"E00033171",345,290,0,0,0,1,0,1,41,12
"E00033172",242,177,3,0,0,1,1,2,42,16
"E00033173",315,275,0,0,0,0,0,1,25,14
"E00033174",297,214,2,0,0,0,0,1,62,18
"E00033175",279,250,1,1,1,0,0,0,17,9
"E00033176",264,206,0,0,0,0,0,1,47,10
"E00033177",298,225,1,1,0,0,0,0,49,22
"E00033178",174,146,0,0,0,0,0,0,15,13
"E00033179",322,252,0,0,0,0,1,6,42,21
"E00033181",425,169,1,0,0,30,1,4,179,41
"E00033182",368,172,3,3,1,31,0,2,113,43
"E00033183",586,284,5,2,11,46,0,0,205,33
"E00033185",340,191,1,7,2,11,0,0,100,28
"E00033186",318,164,0,4,6,15,6,0,115,8
"E00033187",218,91,2,4,1,7,0,1,91,21
"E00033188",327,169,0,1,8,29,0,0,99,21
"E00033189",509,207,11,1,0,173,0,3,91,23
"E00033190",574,179,3,4,0,275,3,0,73,37
"E00033191",449,230,2,8,2,25,2,1,142,37
"E00033192",434,209,2,5,2,39,1,0,150,26
"E00033193",327,153,3,0,2,1,1,1,142,24
"E00033194",345,191,2,11,0,21,1,2,106,11
"E00033195",249,136,1,0,1,1,1,0,90,19
"E00033196",292,131,1,4,3,36,0,1,77,39
"E00033197",372,237,3,0,1,7,0,1,93,30
"E00033198",393,202,0,2,1,11,3,1,142,31
"E00033199",185,123,0,0,1,4,0,1,37,19
"E00033200",289,117,4,0,30,14,0,3,77,44
"E00033201",235,130,1,0,0,10,0,0,77,17
"E00033202",315,156,0,1,1,6,0,1,127,23
"E00033203",247,129,1,1,0,0,0,1,99,16
"E00033204",252,137,0,0,2,6,0,2,92,13
"E00033206",557,292,2,5,11,16,1,2,182,46
"E00033207",293,158,4,4,0,56,0,0,55,16
"E00033208",257,112,3,4,2,75,9,1,30,21
"E00033209",324,168,6,6,0,66,0,2,55,21
"E00033210",271,140,1,5,0,55,2,2,46,20
"E00033211",357,154,0,0,0,115,0,1,64,23
"E00033212",314,156,1,0,0,89,0,0,37,31
"E00033213",401,205,1,1,3,23,7,2,133,26
"E00033214",538,152,5,6,0,221,0,12,114,28
"E00033215",349,135,8,0,0,117,0,2,63,24
"E00033216",254,100,4,1,0,43,0,4,77,25
"E00033217",287,128,1,6,1,18,1,1,105,26
"E00033218",303,123,2,3,6,20,0,0,130,19
"E00033219",378,206,5,1,0,3,1,2,123,37
"E00033220",389,183,5,3,3,12,6,2,156,19
"E00033221",249,93,2,5,1,35,0,0,93,20
"E00033222",178,121,0,1,15,2,0,0,31,8
"E00033223",248,77,3,1,2,64,0,2,73,26
"E00033224",301,241,0,0,1,2,0,0,32,25
"E00033225",303,219,2,0,0,5,0,0,58,19
"E00033226",417,303,0,0,0,10,0,0,80,24
"E00033227",262,204,0,0,1,0,0,2,34,21
"E00033228",341,238,0,8,0,15,0,4,41,35
"E00033229",284,255,3,0,0,3,0,0,8,15
"E00033230",279,231,0,0,0,0,0,2,24,22
"E00033231",203,161,0,0,0,0,0,0,29,13
"E00033235",228,181,0,0,3,0,0,0,34,10
"E00033237",276,218,0,0,0,7,0,1,31,19
"E00033238",463,387,0,3,0,2,4,0,38,29
"E00033242",233,197,0,0,0,1,0,0,16,19
"E00033245",315,249,0,0,0,9,0,0,40,17
"E00033246",253,187,0,0,0,3,0,0,44,19
"E00033247",333,235,3,0,0,9,0,2,66,18
"E00033248",294,200,1,0,0,11,1,0,51,30
"E00033249",285,195,0,0,0,6,0,0,73,11
"E00033250",226,162,0,0,0,4,0,3,43,14
"E00033251",222,161,1,1,0,4,0,0,33,22
"E00033252",350,263,0,5,0,7,0,1,58,16
"E00033253",240,188,0,0,0,2,0,0,37,13
"E00033254",358,300,1,0,0,4,0,0,28,25
"E00033255",267,241,2,0,0,0,0,0,12,12
"E00033256",225,206,0,0,0,0,0,0,6,13
"E00033257",308,239,1,1,0,2,0,2,43,20
"E00033258",329,256,0,0,0,0,0,2,53,18
"E00033259",135,99,0,0,0,4,0,0,26,6
"E00033260",245,184,0,4,0,0,0,1,40,16
"E00033261",247,195,0,0,0,4,0,0,36,12
"E00033262",154,107,0,0,0,0,0,0,38,9
"E00033263",145,93,0,0,1,2,0,0,33,16
"E00033264",279,228,0,0,0,2,0,0,28,21
"E00033265",298,258,0,0,0,0,0,1,28,11
"E00033266",314,253,2,3,0,0,0,0,36,20
"E00033267",250,198,0,3,0,3,0,0,28,18
"E00033268",291,232,3,0,0,0,0,0,43,13
"E00033269",243,186,1,0,0,0,0,1,30,25
"E00033270",345,270,0,5,0,1,0,0,53,16
"E00033271",395,356,0,2,0,0,0,0,25,12
"E00033272",301,252,0,4,0,1,1,0,29,14
"E00033274",259,216,2,0,0,1,0,0,21,19
"E00033275",286,245,0,0,0,2,0,0,23,16
"E00033276",225,172,0,0,0,4,0,0,37,12
"E00033277",224,165,0,0,0,1,0,0,41,17
"E00033278",225,164,2,5,0,5,0,0,35,14
"E00033279",276,198,0,0,1,0,0,1,52,24
"E00033281",307,244,0,0,0,0,0,0,44,19
"E00033282",303,246,1,0,0,6,0,0,37,13
"E00033283",276,222,1,0,0,0,0,2,19,32
"E00033284",251,157,0,0,0,20,0,0,56,18
"E00033285",300,251,0,0,0,0,0,1,34,14
"E00033286",218,171,0,0,1,0,0,0,25,21
"E00033287",306,237,1,0,0,12,0,0,44,12
"E00033288",321,251,1,0,0,6,0,0,47,16
"E00033289",229,191,1,0,0,1,0,0,19,17
"E00033290",368,309,3,0,0,2,0,0,25,29
"E00033291",498,396,0,0,0,4,0,0,73,25
"E00033292",203,171,1,0,0,0,0,0,18,13
"E00033293",319,266,0,0,2,0,0,0,36,15
"E00033294",232,176,0,0,0,0,0,0,38,18
"E00033295",283,219,0,0,0,2,0,0,49,13
"E00033296",268,237,0,0,0,2,0,0,21,8
"E00033297",315,252,0,0,1,0,0,1,45,16
"E00033298",330,280,0,0,0,0,0,0,38,12
"E00033299",309,246,0,0,0,1,0,0,39,23
"E00033300",234,172,0,0,0,0,0,2,38,22
"E00033301",300,231,2,0,0,0,0,0,41,26
"E00033302",239,179,0,3,0,1,0,0,34,22
"E00033304",281,215,0,0,0,2,0,0,36,28
"E00033305",276,212,0,0,0,1,0,1,51,11
"E00033306",280,226,0,0,3,2,0,0,39,10
"E00033307",312,251,1,3,0,0,0,0,47,10
"E00033308",288,216,1,0,0,2,0,1,39,29
"E00033309",316,219,1,0,0,0,1,1,65,29
"E00033310",331,247,0,0,0,4,0,0,71,9
"E00033312",276,207,0,0,0,2,0,0,49,18
"E00033313",340,270,0,0,0,0,0,1,43,26
"E00033314",316,262,4,0,0,0,0,0,38,12
"E00033315",354,277,0,0,0,1,0,0,46,30
"E00033316",327,263,0,0,3,2,1,0,37,21
"E00033317",368,304,0,0,0,6,0,0,36,22
"E00033318",355,292,3,0,0,10,4,1,32,13
"E00033319",419,317,2,1,6,5,2,0,70,16
"E00033320",292,245,1,0,1,2,0,0,21,22
"E00033322",301,233,2,3,4,7,0,0,47,5
"E00033323",297,229,1,0,23,1,0,0,29,14
"E00033324",304,238,1,0,7,12,0,0,38,8
"E00033326",293,262,0,0,11,0,0,0,14,6
"E00033327",295,255,0,0,4,0,0,1,21,14
"E00033328",264,212,2,2,2,0,0,0,23,23
"E00033329",316,246,0,0,0,4,0,0,42,24
"E00033330",320,257,0,1,1,2,7,3,36,13
"E00033331",328,268,1,0,3,6,0,1,29,20
"E00033332",314,245,1,2,4,3,0,0,38,21
"E00033333",341,241,0,0,14,40,0,0,28,18
"E00033334",294,235,1,0,0,0,0,0,45,13
"E00033335",255,206,2,4,5,3,0,0,29,6
"E00033336",328,228,6,0,16,6,0,0,53,19
"E00033337",200,158,0,0,3,0,0,0,32,7
"E00033338",274,203,0,0,35,2,0,2,22,10
"E00033339",353,263,0,2,19,10,0,1,39,19
"E00033340",305,257,1,0,9,0,0,0,23,15
"E00033341",309,254,0,0,0,6,0,0,29,20
"E00033342",324,235,1,2,23,0,0,0,49,14
"E00033343",265,199,0,4,3,3,0,0,33,23
"E00033344",332,273,0,0,8,0,0,3,25,23
"E00033345",396,325,1,5,25,2,0,1,25,12
"E00033346",289,218,0,0,12,5,0,0,32,22
"E00033347",315,266,0,1,0,0,0,0,30,18
"E00033348",291,240,0,1,15,5,0,0,9,21
"E00033349",267,226,0,0,0,1,0,1,29,10
"E00033350",322,281,1,4,1,0,0,0,20,15
"E00033351",300,238,0,0,0,0,0,0,42,20
"E00033352",255,215,0,0,0,1,0,0,30,9
"E00033353",254,211,1,6,1,1,0,0,22,12
"E00033354",214,150,0,0,2,2,0,0,35,25
"E00033355",277,227,0,0,2,2,0,0,30,16
"E00033356",350,260,4,0,0,7,0,0,57,22
"E00033357",266,180,5,0,0,5,0,1,47,28
"E00033358",221,171,1,8,0,2,0,0,26,13
"E00033359",324,238,0,4,3,5,0,0,62,12
"E00033360",354,254,0,0,10,13,0,1,55,21
"E00033361",429,355,0,0,1,6,0,0,36,31
"E00033362",272,201,0,9,1,0,0,0,54,7
"E00033363",196,144,0,0,1,0,0,0,37,14
"E00033364",362,308,1,0,0,3,0,0,27,23
"E00033365",448,340,1,1,0,1,0,0,79,26
"E00033366",284,202,0,0,2,7,0,1,34,38
"E00033367",336,193,2,1,0,12,0,2,108,18
"E00033368",269,187,3,0,0,12,0,0,58,9
"E00033369",373,247,1,2,8,9,0,0,91,15
"E00033370",272,200,0,0,1,0,0,0,49,22
"E00033371",308,201,0,0,6,0,0,0,75,26
"E00033372",291,197,3,0,1,8,0,1,64,17
"E00033373",474,358,1,1,4,10,0,0,72,28
"E00033374",275,184,1,0,3,2,0,0,70,15
"E00033375",375,252,0,0,44,10,0,2,43,24
"E00033376",281,192,1,6,22,0,0,0,39,21
"E00033377",306,203,1,11,20,4,0,4,50,13
"E00033378",334,243,0,0,4,5,0,0,62,20
"E00033379",273,154,3,0,0,9,8,1,77,21
"E00033380",246,169,0,0,4,4,0,0,41,28
"E00033381",208,147,0,7,13,8,0,0,21,12
"E00033382",332,211,0,0,3,17,3,1,71,26
"E00033383",281,213,0,0,3,10,0,1,41,13
"E00033384",356,256,0,0,3,15,0,0,67,15
"E00033385",317,196,3,2,2,2,0,2,95,15
"E00033386",352,275,0,0,0,2,0,4,53,18
"E00033387",219,130,3,2,0,11,0,0,63,10
"E00033388",288,193,1,0,8,14,0,1,51,20
"E00033389",293,230,4,0,1,6,0,1,32,19
"E00033391",346,234,1,4,0,10,0,1,80,16
"E00033392",285,170,2,0,0,9,0,1,82,21
"E00033394",284,168,1,2,1,7,0,2,81,22
"E00033395",335,207,2,0,3,11,0,0,89,23
"E00033396",291,225,0,4,0,5,0,1,37,19
"E00033397",323,247,0,7,6,6,4,1,39,13
"E00033399",330,249,2,8,3,3,0,1,50,14
"E00033400",299,223,0,0,24,1,0,2,31,18
"E00033401",275,216,5,0,2,0,0,0,43,9
"E00033402",346,201,1,0,10,10,1,0,96,27
"E00033403",348,233,1,4,11,3,2,0,76,18
"E00033404",332,199,3,5,11,6,0,1,80,27
"E00033405",305,213,0,2,9,4,0,1,52,24
"E00033406",321,214,0,4,15,11,0,2,52,23
"E00033407",328,181,0,0,5,0,0,5,100,37
"E00033408",327,196,1,0,8,8,1,3,86,24
"E00033409",314,205,0,0,63,5,0,1,30,10
"E00033410",289,194,0,1,1,1,3,1,68,20
"E00033411",330,242,0,0,17,7,0,0,56,8
"E00033412",347,213,1,5,0,9,2,1,84,32
"E00033413",242,143,1,1,1,4,0,0,82,10
"E00033414",330,197,3,1,5,1,0,2,104,17
"E00033415",274,189,0,1,16,11,0,0,39,18
"E00033416",359,216,2,1,1,11,0,0,102,26
"E00033417",339,213,1,4,10,7,0,2,76,26
"E00033418",429,320,0,4,29,3,1,0,46,26
"E00033419",332,246,2,1,39,1,0,0,28,15
"E00033420",388,213,6,0,2,7,0,0,131,29
"E00033421",309,197,0,3,4,23,0,1,63,18
"E00033422",467,340,0,17,18,21,0,0,44,27
"E00033423",315,206,0,1,4,4,0,3,81,16
"E00033424",304,202,1,0,1,10,0,1,71,18
"E00033425",245,156,1,0,4,2,0,0,68,14
"E00033426",302,163,1,0,9,35,0,0,84,10
"E00033427",240,152,2,0,5,1,0,0,59,21
"E00033428",309,258,1,0,0,2,0,0,39,9
"E00033432",321,267,1,0,0,0,0,0,33,20
"E00033435",289,241,0,0,0,0,0,1,21,26
"E00033436",275,211,0,0,0,0,0,1,41,22
"E00033437",266,226,0,0,2,0,0,0,25,13
"E00033438",307,254,1,0,0,0,0,2,38,12
"E00033439",358,292,1,0,0,1,0,0,44,20
"E00033440",348,269,0,0,0,0,0,1,56,22
"E00033441",301,228,0,0,0,0,0,0,50,23
"E00033442",336,278,0,0,0,0,0,0,35,23
"E00033443",158,124,0,0,0,1,0,1,23,9
"E00033444",254,205,1,0,0,3,0,0,26,19
"E00033445",257,194,1,0,0,0,0,1,43,18
"E00033446",277,215,0,0,0,0,0,0,40,22
"E00033447",159,134,0,0,0,1,0,0,15,9
"E00033448",308,242,2,3,0,2,0,1,43,15
"E00033449",297,228,0,0,0,0,0,3,46,20
"E00033450",301,232,0,0,0,4,0,0,36,29
"E00033451",231,182,0,0,0,0,0,2,33,14
"E00033452",229,185,3,0,0,0,0,0,23,18
"E00033453",148,110,0,0,0,0,0,1,31,6
"E00033454",489,392,3,0,0,1,0,1,75,17
"E00033455",231,168,4,0,0,3,0,0,40,16
"E00033456",336,270,1,0,3,0,0,0,47,15
"E00033457",214,170,0,0,0,0,0,0,25,19
"E00033458",227,179,0,0,0,2,0,1,35,10
"E00033459",268,239,1,0,0,3,0,0,18,7
"E00033460",200,162,0,0,1,0,0,1,23,13
"E00033462",217,177,0,1,2,0,0,1,21,15
"E00033463",228,189,0,0,0,0,0,0,22,17
"E00033464",284,225,0,0,0,5,0,0,38,16
"E00033466",278,249,0,0,0,1,0,1,20,7
"E00033468",286,231,1,0,0,0,0,1,36,17
"E00033470",324,263,0,0,0,0,0,0,44,17
"E00033471",293,228,5,0,0,1,0,0,31,28
"E00033472",249,202,0,0,0,0,0,0,39,8
"E00033473",272,229,0,0,0,0,0,0,26,17
"E00033474",229,174,0,0,0,1,0,0,41,13
"E00033475",287,229,0,1,0,8,0,0,36,13
"E00033476",234,194,0,0,0,1,0,0,21,18
"E00033477",177,149,0,0,2,0,0,0,18,8
"E00033478",273,208,0,0,0,11,0,4,36,14
"E00033479",390,309,0,0,0,5,0,1,53,22
"E00033480",281,240,0,0,0,0,0,1,26,14
"E00033481",399,331,0,0,0,0,0,0,45,23
"E00033482",282,237,0,0,0,0,0,0,18,27
"E00033483",338,248,0,0,0,3,6,0,61,20
"E00033484",292,242,1,0,0,0,0,0,38,11
"E00033485",318,251,0,3,0,3,0,0,33,28
"E00033486",348,279,0,0,0,0,0,0,56,13
"E00033487",239,191,0,0,0,0,0,1,22,25
"E00033488",235,183,0,3,0,0,0,0,39,10
"E00033489",312,278,0,0,0,0,0,1,12,21
"E00033490",268,216,2,0,0,4,0,0,35,11
"E00033491",224,174,0,0,0,0,0,1,30,19
"E00033492",330,266,0,0,0,0,0,1,39,24
"E00033493",289,235,0,0,0,1,0,1,36,16
"E00033494",254,217,1,0,0,0,0,0,24,12
"E00033495",335,258,2,0,0,0,0,0,54,21
"E00033496",299,252,0,0,0,0,0,0,32,15
"E00033497",222,194,0,0,0,0,0,1,17,10
"E00033498",112,74,0,0,0,1,0,0,30,7
"E00033501",123,94,0,0,1,0,0,1,19,8
"E00033502",240,197,0,0,0,0,1,0,32,10
"E00033503",247,205,0,0,0,0,0,0,28,14
"E00033504",315,271,0,0,0,0,0,1,29,14
"E00033505",215,169,3,0,0,0,0,0,29,14
"E00033506",305,238,0,0,0,4,0,1,34,28
"E00033507",247,175,0,0,0,0,0,1,49,22
"E00033508",228,192,0,0,0,2,0,0,23,11
"E00033509",287,225,0,0,1,0,0,0,36,25
"E00033510",290,244,0,2,0,0,0,2,35,7
"E00033511",232,159,3,2,0,6,0,2,50,10
"E00033512",209,157,1,0,0,0,0,1,37,13
"E00033513",293,227,1,0,0,0,0,0,56,9
"E00033514",234,201,1,0,0,1,0,0,19,12
"E00033515",281,237,1,0,0,0,0,2,31,10
"E00033516",251,215,0,0,0,1,0,0,18,17
"E00033517",298,246,0,0,0,0,0,0,39,13
"E00033518",254,199,0,0,0,3,0,0,40,12
"E00033519",329,255,1,0,0,5,0,4,34,30
"E00033520",186,137,0,0,1,6,0,0,30,12
"E00033521",246,194,0,0,0,0,0,0,40,12
"E00033522",285,209,0,3,0,4,0,0,48,21
"E00033523",341,288,1,0,0,1,0,1,29,21
"E00033524",416,341,0,0,3,6,0,0,39,27
"E00033525",331,293,2,0,0,0,0,1,21,14
"E00033526",269,207,0,1,0,9,0,0,33,19
"E00033527",384,321,0,0,0,0,0,1,34,28
"E00033528",256,210,0,0,0,1,0,0,26,19
"E00033530",448,382,1,0,0,4,0,0,43,18
"E00033531",359,286,4,2,1,11,0,0,30,25
"E00033532",392,345,1,0,0,2,0,0,30,14
"E00033533",235,203,1,0,0,1,0,0,20,10
"E00033534",218,180,1,0,0,0,0,0,23,14
"E00033535",305,259,0,0,0,8,0,0,29,9
"E00033536",314,261,0,3,0,1,0,0,33,16
"E00033537",288,233,0,0,0,2,0,0,39,14
"E00033538",320,271,0,0,0,0,0,0,33,16
"E00033539",315,264,0,3,0,0,0,0,34,14
"E00033540",314,258,1,0,0,0,0,0,36,19
"E00033541",323,280,1,0,0,0,0,0,28,14
"E00033542",271,217,1,0,1,1,0,0,29,22
"E00033543",254,207,1,0,0,1,0,2,31,12
"E00033544",227,193,1,0,1,0,0,0,19,13
"E00033545",257,210,1,0,0,3,0,0,14,29
"E00033546",356,289,0,0,0,3,0,4,42,18
"E00033547",292,247,0,1,0,5,0,1,25,13
"E00033548",235,177,0,0,0,0,0,0,47,11
"E00033549",337,273,0,0,0,0,0,0,43,21
"E00033550",301,250,0,0,0,9,0,0,23,19
"E00033551",219,184,0,0,0,0,0,0,22,13
"E00033552",330,280,0,2,0,0,0,0,30,18
"E00033553",354,317,0,0,0,0,0,0,18,19
"E00033554",331,280,1,1,0,3,0,0,26,20
"E00033555",269,210,2,4,1,7,0,0,28,17
"E00033556",312,273,0,0,2,0,0,2,21,14
"E00033557",317,270,0,0,0,3,0,0,30,14
"E00033558",300,263,1,0,1,6,0,0,19,10
"E00033559",260,210,1,0,0,0,0,1,31,17
"E00033560",316,284,0,0,0,0,0,0,23,9
"E00033561",299,258,1,7,0,7,1,0,14,11
"E00033562",314,276,1,0,1,0,0,0,31,5
