"GeographyCode","QS302EW0001","QS302EW0002","QS302EW0003","QS302EW0004","QS302EW0005","QS302EW0006"
"E00033432",321,125,85,66,35,10
"E00033435",289,124,83,39,34,9
"E00033436",275,105,88,56,21,5
"E00033437",266,116,69,48,26,7
"E00033438",307,137,92,43,23,12
"E00033439",358,144,108,68,25,13
"E00033440",348,158,96,60,28,6
"E00033441",301,105,91,56,28,21
"E00033442",336,140,93,69,24,10
"E00033443",158,69,44,27,14,4
"E00033444",254,110,55,57,25,7
"E00033445",257,127,66,38,23,3
"E00033446",277,92,89,60,28,8
"E00033447",159,48,42,41,24,4
"E00033448",308,129,103,46,19,11
"E00033449",297,123,85,65,14,10
"E00033450",301,141,79,46,32,3
"E00033451",231,88,63,47,25,8
"E00033452",229,79,70,39,30,11
"E00033453",148,66,57,14,8,3
"E00033454",489,269,135,46,33,6
"E00033455",231,92,64,37,28,10
"E00033456",336,164,88,54,25,5
"E00033457",214,101,53,39,17,4
"E00033458",227,116,51,41,13,6
"E00033459",268,100,62,63,33,10
"E00033460",200,124,47,20,8,1
"E00033462",217,83,49,46,35,4
"E00033463",228,82,69,51,22,4
"E00033464",284,98,92,56,32,6
"E00033466",278,116,74,41,36,11
"E00033468",286,116,81,46,31,12
"E00033470",324,124,99,63,28,10
"E00033471",293,139,66,57,26,5
"E00033472",249,119,75,37,15,3
"E00033473",272,106,81,57,26,2
"E00033474",229,78,76,39,28,8
"E00033475",287,133,75,52,24,3
"E00033476",234,71,85,59,15,4
"E00033477",177,67,74,21,12,3
"E00033478",273,118,79,41,25,10
"E00033479",390,184,93,69,37,7
"E00033480",281,143,78,41,17,2
"E00033481",399,166,105,76,39,13
"E00033482",282,112,88,52,22,8
"E00033483",338,127,97,68,35,11
"E00033484",292,116,97,51,24,4
"E00033485",318,139,99,55,20,5
"E00033486",348,153,123,41,29,2
"E00033487",239,60,69,47,46,17
"E00033488",235,80,81,50,16,8
"E00033489",312,116,92,62,28,14
"E00033490",268,114,82,49,14,9
"E00033491",224,75,82,32,28,7
"E00033492",330,108,92,72,40,18
"E00033493",289,126,100,37,21,5
"E00033494",254,116,74,41,21,2
"E00033495",335,144,120,43,20,8
"E00033496",299,119,91,62,21,6
"E00033497",222,85,87,30,16,4
"E00033498",112,23,37,22,20,10
"E00033501",123,33,42,29,15,4
"E00033502",240,139,76,19,3,3
"E00033503",247,125,66,43,7,6
"E00033504",315,108,96,64,32,15
"E00033505",215,96,63,31,19,6
"E00033506",305,132,93,48,22,10
"E00033507",247,79,74,62,25,7
"E00033508",228,66,76,62,23,1
"E00033509",287,152,76,39,12,8
"E00033510",290,112,96,45,28,9
"E00033511",232,80,79,43,21,9
"E00033512",209,72,69,34,30,4
"E00033513",293,140,89,42,15,7
"E00033514",234,89,62,46,26,11
"E00033515",281,101,111,47,20,2
"E00033516",251,111,87,33,19,1
"E00033517",298,144,73,49,21,11
"E00033518",254,110,87,31,21,5
"E00033519",329,132,111,59,22,5
"E00033520",186,75,64,34,10,3
"E00033521",246,103,75,42,21,5
"E00033522",285,107,84,64,27,3
"E00033523",341,151,120,45,21,4
"E00033524",416,181,137,53,33,12
"E00033525",331,147,98,54,21,11
"E00033526",269,138,80,36,14,1
"E00033527",384,176,109,58,38,3
"E00033528",256,132,66,38,17,3
"E00033530",448,291,112,31,13,1
"E00033531",359,172,122,44,16,5
"E00033532",392,205,112,49,22,4
"E00033533",235,108,78,33,11,5
"E00033534",218,76,61,51,27,3
"E00033535",305,151,106,33,13,2
"E00033536",314,156,82,44,27,5
"E00033537",288,130,83,47,20,8
"E00033538",320,155,107,41,13,4
"E00033539",315,182,91,29,13,0
"E00033540",314,142,123,29,16,4
"E00033541",323,164,103,44,9,3
"E00033542",271,124,97,33,14,3
"E00033543",254,106,101,29,12,6
"E00033544",227,110,73,32,8,4
"E00033545",257,82,93,54,19,9
"E00033546",356,127,121,74,25,9
"E00033547",292,151,93,33,13,2
"E00033548",235,122,73,26,13,1
"E00033549",337,142,89,69,32,5
"E00033550",301,174,80,30,11,6
"E00033551",219,101,64,47,4,3
"E00033552",330,188,90,37,14,1
"E00033553",354,175,90,71,14,4
"E00033554",331,184,103,27,15,2
"E00033555",269,120,89,40,15,5
"E00033556",312,175,91,31,11,4
"E00033557",317,169,91,41,14,2
"E00033558",300,160,87,37,10,6
"E00033559",260,139,80,26,12,3
"E00033560",316,178,99,32,6,1
"E00033561",299,161,87,36,13,2
"E00033562",314,132,115,44,20,3
"E00033563",341,163,115,49,12,2
"E00033564",350,132,121,61,31,5
"E00033565",286,126,97,43,16,4
"E00033566",310,139,88,61,19,3
"E00033567",342,189,102,29,14,8
"E00033568",348,138,112,52,33,13
"E00033569",255,119,79,31,20,6
"E00033570",375,185,106,54,22,8
"E00033571",243,104,64,43,24,8
"E00033572",279,127,94,36,13,9
"E00033573",187,74,54,30,19,10
"E00033574",321,150,102,47,18,4
"E00033575",244,119,77,32,12,4
"E00033576",231,71,85,47,18,10
"E00033577",290,117,106,38,22,7
"E00033579",317,152,80,34,39,12
"E00033580",247,67,75,64,30,11
"E00033581",496,240,147,64,35,10
"E00033582",334,133,93,54,42,12
"E00033583",230,101,77,36,15,1
"E00033584",588,326,199,50,11,2
"E00033585",291,147,94,39,10,1
"E00033586",298,141,83,45,19,10
"E00033587",286,105,94,58,20,9
"E00033589",315,169,66,48,27,5
"E00033590",173,89,54,17,11,2
"E00033591",220,89,70,29,18,14
"E00033592",307,124,93,53,27,10
"E00033593",200,108,51,29,11,1
"E00033594",367,138,104,67,43,15
"E00033595",309,120,77,68,38,6
"E00033596",345,121,93,71,43,17
"E00033597",223,91,73,39,18,2
"E00033598",214,81,70,36,20,7
"E00033599",225,100,63,39,18,5
"E00033600",240,74,60,57,34,15
"E00033601",264,113,88,46,11,6
"E00033602",273,123,97,35,13,5
"E00033603",302,118,77,57,38,12
"E00033604",244,105,79,30,27,3
"E00033605",286,144,95,30,13,4
"E00033606",252,142,78,18,12,2
"E00033607",214,101,68,21,20,4
"E00033608",330,142,104,51,25,8
"E00033611",302,159,93,35,12,3
"E00033613",255,128,65,38,18,6
"E00033614",338,168,118,41,10,1
"E00033616",366,198,101,39,22,6
"E00033618",362,162,116,56,20,8
"E00033620",309,169,77,37,20,6
"E00033621",270,116,81,34,33,6
"E00033623",364,164,78,68,40,14
"E00033624",280,103,78,60,33,6
"E00033625",323,175,84,44,16,4
"E00033626",438,259,133,30,13,3
"E00033627",356,200,111,29,14,2
"E00033628",312,142,82,50,30,8
"E00033629",438,210,133,62,27,6
"E00033630",237,97,68,48,19,5
"E00033631",227,81,56,37,42,11
"E00033632",334,148,100,52,25,9
"E00033633",240,100,88,41,7,4
"E00033634",362,144,112,48,46,12
"E00033635",270,110,111,35,8,6
"E00033636",417,195,123,65,26,8
"E00033637",483,257,153,46,20,7
"E00033639",302,139,90,49,21,3
"E00033640",304,142,91,39,25,7
"E00033641",303,125,107,42,21,8
"E00033642",366,195,107,40,18,6
"E00033643",229,111,63,33,18,4
"E00033644",228,104,65,35,18,6
"E00033645",251,120,68,38,21,4
"E00033646",105,35,44,12,9,5
"E00033647",306,143,73,66,18,6
"E00033648",259,92,74,48,31,14
"E00033649",311,178,112,15,6,0
"E00033650",297,117,93,42,30,15
"E00033651",141,59,49,22,10,1
"E00033652",281,98,92,56,27,8
"E00033653",329,161,88,54,16,10
"E00033654",212,81,73,31,20,7
"E00033655",433,218,127,44,33,11
"E00033656",220,100,61,28,26,5
"E00033657",210,89,65,29,24,3
"E00033658",309,152,87,38,22,10
"E00033659",392,181,121,52,24,14
"E00033660",303,128,85,47,31,12
"E00033662",374,146,113,66,38,11
"E00033663",215,67,56,50,36,6
"E00033664",233,66,73,62,23,9
"E00033665",436,213,145,48,21,9
"E00033666",236,87,54,53,34,8
"E00033667",284,98,83,58,27,18
"E00033668",278,138,77,35,20,8
"E00033669",297,126,78,53,31,9
"E00033670",289,175,77,24,10,3
"E00033672",372,163,108,49,39,13
"E00033673",268,90,72,53,40,13
"E00033677",225,59,55,56,39,16
"E00033678",299,145,70,50,25,9
"E00033684",421,161,101,70,66,23
"E00033685",321,134,82,48,38,19
"E00033686",271,107,76,42,32,14
"E00033687",389,174,111,54,38,12
"E00033688",265,102,77,41,38,7
"E00033689",330,146,87,54,28,15
"E00033690",356,150,100,46,48,12
"E00033691",216,98,59,33,19,7
"E00033692",302,173,85,31,9,4
"E00033694",235,100,50,36,38,11
"E00033695",304,131,96,44,20,13
"E00033696",426,172,138,71,35,10
"E00033697",341,145,100,55,35,6
"E00033698",410,174,132,53,40,11
"E00033699",323,141,106,56,16,4
"E00033700",209,94,78,22,8,7
"E00033701",363,211,100,34,15,3
"E00033702",161,43,50,25,34,9
"E00033703",276,79,69,69,46,13
"E00033704",393,261,94,21,12,5
"E00033705",366,219,109,27,10,1
"E00033706",264,100,69,47,38,10
"E00033707",241,127,73,29,7,5
"E00033708",194,39,78,45,30,2
"E00033709",202,106,46,28,20,2
"E00033710",307,143,102,35,20,7
"E00033711",124,38,34,27,16,9
"E00033712",360,188,95,46,17,14
"E00033713",271,117,94,43,14,3
"E00033715",362,201,100,34,22,5
"E00033716",204,72,59,37,32,4
"E00033717",239,125,64,26,13,11
"E00033718",334,197,89,28,13,7
"E00033719",347,221,90,31,2,3
"E00033720",324,150,99,47,25,3
"E00033721",312,185,90,25,10,2
"E00033722",224,100,80,27,15,2
"E00033723",372,200,120,30,18,4
"E00033724",321,132,106,39,36,8
"E00033725",354,156,126,51,17,4
"E00033726",230,108,86,20,13,3
"E00033727",305,116,92,44,30,23
"E00033728",500,262,121,73,35,9
"E00033729",231,108,76,29,12,6
"E00033730",301,150,89,41,18,3
"E00033731",164,84,50,21,9,0
"E00033732",276,124,79,40,29,4
"E00033733",237,126,62,28,13,8
"E00033734",230,102,74,29,20,5
"E00033735",111,11,21,41,30,8
"E00033736",249,106,73,46,18,6
"E00033737",386,191,137,43,11,4
"E00033738",188,57,61,37,19,14
"E00033739",252,126,66,34,19,7
"E00033740",317,124,110,55,24,4
"E00033741",281,131,87,37,20,6
"E00033742",290,138,103,31,14,4
"E00033743",270,137,73,37,14,9
"E00033744",356,153,107,54,28,14
"E00033745",199,61,47,55,21,15
"E00033746",291,119,81,49,31,11
"E00033747",364,161,121,45,27,10
"E00033748",264,114,79,46,24,1
"E00033749",315,121,98,56,30,10
"E00033750",353,228,86,28,8,3
"E00033752",420,190,136,55,23,16
"E00033753",251,132,83,23,11,2
"E00033754",307,170,101,27,8,1
"E00033755",319,185,102,29,3,0
"E00033756",319,193,87,25,12,2
"E00033758",251,103,75,47,18,8
"E00033759",202,80,41,38,29,14
"E00033762",306,172,84,30,14,6
"E00033763",331,188,106,26,8,3
"E00033764",384,245,94,35,7,3
"E00033765",312,154,92,39,22,5
"E00033766",388,239,117,23,9,0
"E00033767",282,161,78,28,13,2
"E00033768",275,120,100,39,12,4
"E00033769",207,64,50,50,29,14
"E00033770",420,249,125,34,9,3
"E00033771",366,221,110,20,11,4
"E00033773",279,141,85,28,16,9
"E00033774",290,133,80,49,15,13
"E00033775",455,227,133,62,26,7
"E00033776",293,99,75,67,40,12
"E00033777",271,141,92,21,16,1
"E00033778",340,185,115,24,16,0
"E00033779",284,120,78,44,32,10
"E00033780",253,127,76,34,13,3
"E00033781",343,144,98,51,40,10
"E00033782",305,146,89,40,24,6
"E00033783",323,163,92,36,24,8
"E00033784",482,228,149,67,30,8
"E00033785",298,141,101,32,17,7
"E00033786",451,262,131,44,8,6
"E00033787",349,188,95,46,11,9
"E00033788",318,205,82,18,8,5
"E00033789",295,168,84,21,16,6
"E00033790",303,170,101,20,8,4
"E00033791",363,182,85,50,32,14
"E00033792",203,105,69,12,13,4
"E00033793",327,171,90,34,25,7
"E00033794",287,127,90,50,15,5
"E00033795",283,144,79,35,15,10
"E00033796",213,88,61,32,24,8
"E00033797",236,97,69,35,25,10
"E00033798",368,182,117,44,18,7
"E00033799",300,118,97,38,34,13
"E00033800",201,112,62,21,5,1
"E00033801",267,79,79,59,36,14
"E00033802",189,81,51,37,11,9
"E00033803",267,104,77,52,26,8
"E00033804",291,109,101,36,31,14
"E00033805",177,55,42,43,31,6
"E00033806",190,82,75,18,14,1
"E00033807",442,177,135,79,36,15
"E00033808",246,113,67,32,20,14
"E00033810",264,118,86,35,21,4
"E00033811",598,271,178,85,53,11
"E00033812",391,190,125,50,19,7
"E00033813",534,278,132,74,40,10
"E00033814",353,151,109,44,35,14
"E00033815",311,143,75,61,23,9
"E00033816",313,129,104,48,22,10
"E00033818",321,145,64,59,42,11
"E00033819",244,110,81,33,15,5
"E00033820",251,97,77,48,26,3
"E00033821",161,61,38,31,24,7
"E00033822",429,209,124,53,30,13
"E00033823",167,88,49,14,12,4
"E00033824",483,251,143,47,30,12
"E00033825",305,133,102,41,23,6
"E00033826",330,167,72,68,21,2
"E00033827",224,96,75,32,18,3
"E00033828",345,156,92,63,23,11
"E00033829",220,96,76,28,16,4
"E00033832",263,91,84,51,30,7
"E00033833",298,138,103,37,14,6
