"GeographyCode","QS417EW0001","QS417EW0002","QS417EW0003"
"E01006708",761,754,7
"E01006709",698,685,13
"E01006710",604,592,12
"E01006711",742,685,57
"E01006712",587,569,18
"E01006713",623,604,19
"E01006716",722,701,21
"E01006717",594,576,18
"E01006718",700,678,22
"E01006719",655,638,17
"E01006720",990,905,85
"E01006721",965,912,53
"E01006722",649,608,41
"E01006723",774,749,25
"E01006724",571,554,17
"E01006725",769,739,30
"E01006726",707,659,48
"E01006727",699,665,34
"E01006728",901,855,46
"E01006729",541,539,2
"E01006730",551,542,9
"E01006731",513,486,27
"E01006732",654,644,10
"E01006734",645,625,20
"E01006735",575,571,4
"E01006736",598,582,16
"E01006737",567,562,5
"E01006738",676,662,14
"E01006739",718,707,11
"E01006740",620,604,16
"E01006741",789,778,11
"E01006742",615,591,24
"E01006743",1026,1008,18
"E01006744",775,739,36
"E01006745",949,907,42
"E01006746",670,655,15
"E01006747",891,857,34
"E01006748",777,756,21
"E01006751",848,831,17
"E01006752",507,489,18
"E01006753",677,666,11
"E01006754",837,781,56
"E01006755",706,690,16
"E01006756",769,757,12
"E01006757",634,621,13
"E01006758",644,639,5
"E01006759",480,460,20
"E01006760",899,826,73
"E01006761",805,793,12
"E01006762",749,725,24
"E01006763",677,652,25
"E01006764",722,667,55
"E01006765",672,659,13
"E01006766",633,574,59
"E01006767",832,779,53
"E01006768",627,587,40
"E01006769",721,712,9
"E01006770",457,445,12
"E01006771",703,694,9
"E01006772",482,480,2
"E01006773",567,554,13
"E01006774",554,552,2
"E01006775",558,556,2
"E01006776",870,844,26
"E01006778",1218,1124,94
"E01006779",917,902,15
"E01006780",641,619,22
"E01006781",607,600,7
"E01006782",723,691,32
"E01006783",664,645,19
"E01006784",610,586,24
"E01006785",804,781,23
"E01006786",778,764,14
"E01006787",721,691,30
"E01006788",693,681,12
"E01006790",842,801,41
"E01006791",898,873,25
"E01006792",592,557,35
"E01006793",790,759,31
"E01006794",737,711,26
"E01006795",649,628,21
"E01006796",590,581,9
"E01006797",722,707,15
"E01006798",621,609,12
"E01006799",1205,1145,60
"E01006800",693,679,14
"E01006801",625,609,16
"E01032505",585,563,22
"E01032506",689,656,33
"E01032507",711,666,45
"E01032508",913,847,66
"E01032509",694,665,29
"E01032510",796,776,20
"E01032511",625,616,9
"E01033747",519,496,23
"E01033748",829,772,57
"E01033749",1066,1039,27
"E01033750",990,905,85
"E01033751",640,603,37
"E01033752",910,790,120
"E01033753",757,714,43
"E01033754",1026,838,188
"E01033755",749,675,74
"E01033756",934,733,201
"E01033757",777,715,62
"E01033758",562,475,87
"E01033759",486,480,6
"E01033760",576,529,47
"E01033761",920,832,88
"E01033762",468,456,12
"E01033763",856,820,36
"E01033764",1212,1172,40
"E01033765",715,659,56
"E01033766",444,424,20
"E01033767",595,562,33
"E01033768",889,835,54
