"GeographyCode","QS117EW0001","QS117EW0002","QS117EW0003"
"E01006707",731,150,581
"E01006708",1065,232,833
"E01006709",913,233,680
"E01006710",942,161,781
"E01006711",943,269,674
"E01006712",809,194,615
"E01006713",858,160,698
"E01006716",953,320,633
"E01006717",919,153,766
"E01006718",1026,213,813
"E01006719",970,196,774
"E01006720",1497,396,1101
"E01006721",1144,447,697
"E01006722",1453,140,1313
"E01006723",1512,236,1276
"E01006724",1511,101,1410
"E01006725",1059,304,755
"E01006726",1176,248,928
"E01006727",1029,242,787
"E01006728",1119,427,692
"E01006729",786,168,618
"E01006730",792,148,644
"E01006731",744,147,597
"E01006732",908,242,666
"E01006734",834,253,581
"E01006735",808,218,590
"E01006736",921,175,746
"E01006737",889,151,738
"E01006738",914,226,688
"E01006739",1057,235,822
"E01006740",808,272,536
"E01006741",1148,233,915
"E01006742",894,163,731
"E01006743",1463,409,1054
"E01006744",989,321,668
"E01006745",1277,459,818
"E01006746",1009,192,817
"E01006747",1368,419,949
"E01006748",1595,212,1383
"E01006751",1363,278,1085
"E01006752",710,227,483
"E01006753",941,262,679
"E01006754",1030,314,716
"E01006755",963,309,654
"E01006756",1102,312,790
"E01006757",871,240,631
"E01006758",922,241,681
"E01006759",718,183,535
"E01006760",1200,470,730
"E01006761",1050,364,686
"E01006762",1050,238,812
"E01006763",924,244,680
"E01006764",1004,303,701
"E01006765",927,234,693
"E01006766",816,276,540
"E01006767",1181,339,842
"E01006768",950,228,722
"E01006769",709,270,439
"E01006770",588,140,448
"E01006771",819,252,567
"E01006772",682,121,561
"E01006773",891,99,792
"E01006774",944,86,858
"E01006775",774,137,637
"E01006776",1063,301,762
"E01006778",1514,496,1018
"E01006779",1175,320,855
"E01006780",912,174,738
"E01006781",1006,144,862
"E01006782",1045,257,788
"E01006783",973,200,773
"E01006784",910,196,714
"E01006785",1129,271,858
"E01006786",1186,217,969
"E01006787",1068,334,734
"E01006788",1137,161,976
"E01006790",1041,388,653
"E01006791",1087,379,708
"E01006792",752,54,698
"E01006793",887,260,627
"E01006794",988,180,808
"E01006795",901,151,750
"E01006796",935,41,894
"E01006797",956,252,704
"E01006798",901,135,766
"E01006799",1038,413,625
"E01006800",738,142,596
"E01006801",793,80,713
"E01032505",852,161,691
"E01032506",961,239,722
"E01032507",1153,189,964
"E01032508",1122,387,735
"E01032509",924,284,640
"E01032510",1187,259,928
"E01032511",933,204,729
"E01033747",616,225,391
"E01033748",1148,383,765
"E01033749",1083,965,118
"E01033750",1319,505,814
"E01033751",864,301,563
"E01033752",1153,447,706
"E01033753",1008,419,589
"E01033754",1225,367,858
"E01033755",1035,340,695
"E01033756",1066,409,657
"E01033757",925,554,371
"E01033758",626,311,315
"E01033759",699,144,555
"E01033760",823,330,493
"E01033761",1311,421,890
"E01033762",649,250,399
"E01033763",1070,406,664
"E01033764",1363,529,834
"E01033765",893,296,597
"E01033766",852,106,746
"E01033767",709,293,416
"E01033768",1048,585,463
