"GeographyCode","QS106EW0001","QS106EW0002","QS106EW0003","QS106EW0004"
"E01006743",2175,2106,57,12
"E01006744",1482,1445,32,5
"E01006745",1879,1818,46,15
"E01006746",1513,1261,208,44
"E01006747",3552,1555,1615,382
"E01006748",1936,1161,620,155
"E01006751",2572,1856,468,248
"E01006752",1012,933,62,17
"E01006753",1557,1535,19,3
"E01006754",1627,1581,22,24
"E01006755",1587,1567,17,3
"E01006756",1820,1783,34,3
"E01006757",1491,1469,21,1
"E01006758",1527,1500,26,1
"E01006759",1095,1054,32,9
"E01006760",1611,1488,99,24
"E01006761",1644,1605,34,5
"E01006762",1692,1671,20,1
"E01006763",1471,1451,19,1
"E01006764",1522,1472,47,3
"E01006765",1468,1447,13,8
"E01006766",1266,1228,28,10
"E01006767",1787,1695,72,20
"E01006768",1359,1308,42,9
"E01006769",1270,1246,21,3
"E01006770",1002,979,15,8
"E01006771",1425,1401,23,1
"E01006772",1091,1064,23,4
"E01006773",1379,1348,26,5
"E01006774",1445,1406,36,3
"E01006775",1319,1293,25,1
"E01006776",1677,1631,30,16
"E01006778",2205,2146,48,11
"E01006779",1968,1938,27,3
"E01006780",1465,1437,19,9
"E01006781",1470,1440,20,10
"E01006782",1560,1527,28,5
"E01006783",1548,1506,35,7
"E01006784",1347,1314,26,7
"E01006785",1769,1721,32,16
"E01006786",1820,1778,33,9
"E01006787",2330,2192,120,18
"E01006788",1825,1781,28,16
"E01006790",1587,1556,31,0
"E01006791",1674,1644,26,4
"E01006792",1368,1310,29,29
"E01006793",1494,1408,57,29
"E01006794",1593,1504,55,34
"E01006795",1407,1354,35,18
"E01006796",1591,1465,56,70
"E01006797",1499,1470,18,11
"E01006798",1410,1365,32,13
"E01006799",1821,1773,34,14
"E01006800",1401,1358,34,9
"E01006801",1355,1320,24,11
"E01032505",1317,1264,37,16
"E01032506",1403,1341,54,8
"E01032507",1539,1441,84,14
"E01032508",1723,1664,46,13
"E01032509",1434,1400,32,2
"E01032510",1809,1766,40,3
"E01032511",1378,1355,20,3
"E01033747",1043,1003,30,10
"E01033748",1277,1127,130,20
"E01033749",1153,237,842,74
"E01033750",1448,1204,168,76
"E01033751",1873,1036,725,112
"E01033752",1196,949,158,89
"E01033753",1051,852,96,103
"E01033754",1452,1222,165,65
"E01033755",1082,836,166,80
"E01033756",1185,818,220,147
"E01033757",1025,593,308,124
"E01033758",1730,806,660,264
"E01033759",1147,1125,16,6
"E01033760",2115,714,1127,274
"E01033761",1372,1004,265,103
"E01033762",1791,676,1011,104
"E01033763",1527,1318,179,30
"E01033764",2202,2158,36,8
"E01033765",1351,1284,44,23
"E01033766",1075,827,235,13
"E01033767",1067,1045,17,5
"E01033768",1223,1072,121,30
