"GeographyCode","KS404EW0001","KS404EW0002","KS404EW0003","KS404EW0004","KS404EW0005","KS404EW0006","KS404EW0007","KS404EW0008","KS404EW0009","KS404EW0010","KS404EW0011","KS404EW0012"
"E02001387",3162,567,1377,1003,168,47,4086,17.9316888045541,43.5483870967742,31.7204301075269,5.31309297912714,1.48640101201771
"E02001388",4170,1847,1618,573,100,32,3203,44.2925659472422,38.8009592326139,13.7410071942446,2.39808153477218,0.767386091127098
"E02001389",3740,2076,1357,264,29,14,2048,55.5080213903743,36.2834224598931,7.05882352941176,0.775401069518717,0.374331550802139
"E02001390",4094,2669,1200,203,21,1,1673,65.1929653150953,29.3111871030777,4.95847581827064,0.512945774303859,0.0244259892525647
"E02001391",2481,1152,974,304,42,9,1749,46.4328899637243,39.2583635630794,12.2531237404272,1.69286577992745,0.362756952841596
"E02001392",2556,409,1172,776,164,35,3363,16.0015649452269,45.8528951486698,30.3599374021909,6.41627543035994,1.36932707355243
"E02001393",2845,262,1048,1177,277,81,4587,9.2091388400703,36.8365553602812,41.3708260105448,9.73637961335677,2.84710017574692
"E02001394",4290,1632,1881,668,80,29,3658,38.041958041958,43.8461538461538,15.5710955710956,1.86480186480186,0.675990675990676
"E02001395",2612,614,1229,645,95,29,2927,23.5068912710567,47.052067381317,24.6937212863706,3.63705972434916,1.11026033690659
"E02001396",3918,1777,1661,419,50,11,2700,45.3547728432874,42.3940786115365,10.6942317508933,1.27616130678918,0.280755487493619
"E02001397",3848,1313,1644,747,114,30,3617,34.1216216216216,42.7234927234927,19.4126819126819,2.96257796257796,0.77962577962578
"E02001398",3595,1346,1481,630,111,27,3184,37.4408901251739,41.1961057023644,17.5243393602225,3.08762169680111,0.751043115438109
"E02001399",2866,470,1314,839,207,36,3763,16.3991625959525,45.8478715980461,29.2742498255408,7.22260990928123,1.25610607117934
"E02001400",2839,943,1267,511,99,19,2670,33.2159210989785,44.628390278267,17.9992955265939,3.48714336033815,0.669249735822473
"E02001401",3395,850,1573,770,165,37,3761,25.0368188512518,46.3328424153166,22.680412371134,4.860088365243,1.08983799705449
"E02001402",3762,826,1757,973,156,50,4398,21.9564061669325,46.7038809144072,25.8639021796917,4.14673046251994,1.3290802764487
"E02001403",2841,1332,1162,302,32,13,1945,46.8848996832101,40.9010911650827,10.6300598380852,1.1263639563534,0.457585357268567
"E02001404",3155,1483,1311,308,48,5,2095,47.0047543581616,41.5530903328051,9.76228209191759,1.52139461172742,0.158478605388273
"E02001405",4154,2282,1522,297,43,10,2291,54.9350024073182,36.6393837265286,7.14973519499278,1.0351468464131,0.240731824747232
"E02006932",3201,2343,729,109,10,10,1029,73.1958762886598,22.7741330834114,3.40518587941268,0.312402374258044,0.312402374258044
"E02006933",3135,1429,1364,303,30,9,2113,45.5821371610845,43.5087719298246,9.66507177033493,0.956937799043062,0.287081339712919
"E02006934",2782,1391,1129,247,12,3,1672,50,40.5823148813803,8.8785046728972,0.431344356578001,0.1078360891445
