"GeographyCode","QS403EW0001","QS403EW0002","QS403EW0003","QS403EW0004","QS403EW0005","QS403EW0006","QS403EW0007","QS403EW0008","QS403EW0009","QS403EW0010","QS403EW0011","QS403EW0012","QS403EW0013","QS403EW0014"
"E00033038",166,32,9,23,0,44,1,43,83,78,0,5,0,7
"E00033040",270,127,40,87,10,44,4,40,89,82,0,7,0,0
"E00033041",262,252,93,159,0,2,0,2,8,8,0,0,0,0
"E00033042",239,211,94,117,0,2,0,2,26,24,2,0,0,0
"E00033043",252,174,66,108,0,4,0,4,73,63,3,7,0,1
"E00033044",239,208,107,101,0,0,0,0,27,15,0,0,12,4
"E00033045",215,11,7,4,0,189,0,189,15,14,0,1,0,0
"E00033046",180,134,107,27,0,7,0,7,37,37,0,0,0,2
"E00033047",282,268,98,170,0,10,0,10,3,3,0,0,0,1
"E00033048",252,234,107,127,0,7,7,0,11,9,0,2,0,0
"E00033049",372,255,58,197,4,5,0,5,106,106,0,0,0,2
"E00033050",227,224,81,143,0,3,3,0,0,0,0,0,0,0
"E00033051",308,142,51,91,0,10,2,8,151,146,0,3,2,5
"E00033052",377,172,63,109,0,21,0,21,182,180,0,2,0,2
"E00033053",278,201,51,150,0,10,2,8,67,63,0,4,0,0
"E00033054",158,68,21,47,0,87,0,87,3,3,0,0,0,0
"E00033055",244,198,40,158,0,7,0,7,37,28,0,3,6,2
"E00033056",278,231,62,169,0,4,0,4,43,41,0,2,0,0
"E00033057",292,211,85,126,0,12,2,10,69,49,0,20,0,0
"E00033059",307,193,65,128,0,77,2,75,29,27,0,0,2,8
"E00033060",204,177,102,75,0,0,0,0,18,14,0,2,2,9
"E00033061",235,200,78,122,1,12,0,12,22,21,0,1,0,0
"E00033062",264,255,106,149,0,2,2,0,6,6,0,0,0,1
"E00033063",259,246,115,131,0,5,0,5,8,8,0,0,0,0
"E00033064",235,220,82,138,0,0,0,0,15,13,0,2,0,0
"E00033065",293,263,95,168,0,13,6,7,17,17,0,0,0,0
"E00033066",242,76,17,59,0,65,0,65,101,99,0,2,0,0
"E00033067",279,76,25,51,0,56,0,56,147,145,2,0,0,0
"E00033068",327,95,35,60,0,12,2,10,218,212,0,6,0,2
"E00033069",248,44,15,29,2,54,0,54,146,136,0,10,0,2
"E00033070",263,56,20,36,0,111,8,103,93,84,0,3,6,3
"E00033071",261,134,48,86,0,40,2,38,87,83,0,4,0,0
"E00033072",275,55,13,42,2,66,5,61,148,141,2,3,2,4
"E00033073",253,23,2,21,1,56,0,56,172,166,0,5,1,1
"E00033074",283,36,6,30,2,172,11,161,73,59,0,14,0,0
"E00033075",237,16,4,12,0,179,9,170,41,35,0,4,2,1
"E00033076",302,235,115,120,0,5,4,1,55,53,0,0,2,7
"E00033077",292,86,31,55,2,68,0,68,134,127,0,7,0,2
"E00033078",272,138,77,61,0,69,3,66,63,60,0,3,0,2
"E00033079",230,122,45,77,0,35,1,34,73,69,0,4,0,0
"E00033080",197,22,7,15,0,164,4,160,10,10,0,0,0,1
"E00033081",220,155,48,107,2,18,1,17,42,41,0,1,0,3
"E00033082",312,298,151,147,0,9,0,9,5,1,0,1,3,0
"E00033083",336,309,142,167,0,0,0,0,26,25,0,1,0,1
"E00033084",325,220,83,137,0,77,1,76,22,18,4,0,0,6
"E00033085",321,229,97,132,0,43,14,29,46,42,0,4,0,3
"E00033086",249,243,128,115,0,0,0,0,6,6,0,0,0,0
"E00033087",397,319,100,219,0,41,9,32,34,34,0,0,0,3
"E00033088",239,168,72,96,3,51,10,41,13,11,0,2,0,4
"E00033089",302,195,59,136,0,75,19,56,26,23,0,3,0,6
"E00033090",376,253,71,182,0,108,41,67,15,15,0,0,0,0
"E00033091",306,282,112,170,0,12,3,9,6,5,0,1,0,6
"E00033092",307,292,136,156,0,0,0,0,15,14,0,1,0,0
"E00033093",372,289,86,203,2,23,10,13,55,50,0,5,0,3
"E00033094",328,262,122,140,0,29,10,19,37,34,0,3,0,0
"E00033095",414,351,150,201,0,8,3,5,50,41,2,7,0,5
"E00033096",259,251,127,124,0,0,0,0,8,7,0,1,0,0
"E00033097",263,128,45,83,0,118,34,84,17,17,0,0,0,0
"E00033098",274,249,109,140,0,4,0,4,21,19,0,2,0,0
"E00033099",163,95,42,53,1,63,9,54,3,3,0,0,0,1
"E00033100",297,184,61,123,0,82,20,62,29,17,0,12,0,2
"E00033101",212,201,110,91,4,2,0,2,4,4,0,0,0,1
"E00033102",429,313,95,218,3,49,10,39,56,52,0,4,0,8
"E00033103",298,191,59,132,0,83,16,67,19,19,0,0,0,5
"E00033104",275,178,70,108,0,60,31,29,36,34,0,2,0,1
"E00033105",293,284,137,147,0,1,0,1,6,5,0,1,0,2
"E00033106",286,143,44,99,0,109,31,78,27,26,0,1,0,7
"E00033107",353,295,109,186,0,25,5,20,30,25,0,0,5,3
"E00033108",317,224,69,155,0,59,25,34,32,32,0,0,0,2
"E00033109",322,286,130,156,4,0,0,0,31,28,0,3,0,1
"E00033110",340,294,116,178,0,10,3,7,36,36,0,0,0,0
"E00033112",308,302,130,172,0,0,0,0,6,6,0,0,0,0
"E00033113",246,210,102,108,0,2,0,2,34,34,0,0,0,0
"E00033114",303,296,132,164,0,7,0,7,0,0,0,0,0,0
"E00033115",132,105,66,39,1,1,0,1,25,20,0,5,0,0
"E00033116",137,81,64,17,0,37,4,33,18,16,2,0,0,1
"E00033117",385,341,117,224,0,25,0,25,16,14,0,2,0,3
"E00033118",331,312,135,177,0,4,0,4,14,10,0,4,0,1
"E00033119",262,244,109,135,0,0,0,0,17,13,0,4,0,1
"E00033120",313,265,93,172,6,3,0,3,39,38,0,1,0,0
"E00033121",220,176,97,79,1,31,4,27,6,6,0,0,0,6
"E00033122",275,238,120,118,2,10,2,8,19,18,0,1,0,6
"E00033123",258,247,145,102,0,4,0,4,3,2,0,1,0,4
"E00033124",307,275,102,173,0,16,0,16,14,14,0,0,0,2
"E00033125",187,84,24,60,0,87,19,68,14,14,0,0,0,2
"E00033126",251,234,117,117,0,8,4,4,9,7,0,2,0,0
"E00033127",435,282,71,211,0,88,20,68,51,47,0,4,0,14
"E00033128",268,161,49,112,0,92,9,83,8,2,0,0,6,7
"E00033129",256,229,126,103,0,0,0,0,26,25,0,1,0,1
"E00033130",360,346,135,211,0,0,0,0,14,14,0,0,0,0
"E00033131",275,172,65,107,0,85,16,69,17,10,0,7,0,1
"E00033132",419,319,112,207,1,11,0,11,81,73,0,8,0,7
"E00033133",366,31,13,18,0,322,12,310,9,9,0,0,0,4
"E00033134",190,81,39,42,0,28,10,18,76,71,0,5,0,5
"E00033135",445,231,78,153,0,19,9,10,194,190,2,1,1,1
"E00033136",225,103,50,53,2,55,2,53,53,47,0,6,0,12
"E00033137",280,79,35,44,0,105,5,100,96,81,0,11,4,0
"E00033138",171,39,27,12,1,42,0,42,85,82,1,2,0,4
"E00033139",248,123,66,57,0,95,8,87,29,18,0,11,0,1
"E00033140",202,138,57,81,0,4,3,1,60,58,0,2,0,0
"E00033141",208,127,77,50,1,5,5,0,75,65,0,10,0,0
"E00033142",273,174,53,121,0,1,0,1,90,83,0,6,1,8
"E00033143",261,88,30,58,0,20,3,17,150,148,0,2,0,3
"E00033144",204,68,39,29,0,14,5,9,118,116,0,2,0,4
"E00033145",294,184,69,115,0,9,2,7,92,86,0,0,6,9
"E00033146",304,174,59,115,2,9,0,9,119,117,0,2,0,0
"E00033147",308,254,103,151,0,8,0,8,40,40,0,0,0,6
"E00033148",258,162,60,102,0,4,0,4,89,89,0,0,0,3
"E00033149",226,103,52,51,2,19,3,16,102,100,0,2,0,0
"E00033150",316,132,48,84,0,11,1,10,165,165,0,0,0,8
"E00033151",262,85,41,44,0,68,8,60,104,104,0,0,0,5
"E00033152",305,121,49,72,4,32,9,23,146,137,0,5,4,2
"E00033153",332,219,102,117,0,3,2,1,108,103,0,5,0,2
"E00033154",156,40,30,10,1,28,8,20,87,87,0,0,0,0
"E00033155",266,144,65,79,0,6,0,6,111,105,0,6,0,5
"E00033156",238,91,50,41,0,41,0,41,104,98,0,6,0,2
"E00033157",326,121,53,68,0,40,2,38,162,158,0,0,4,3
"E00033158",302,113,30,83,0,59,3,56,128,125,0,3,0,2
"E00033159",197,49,21,28,0,81,27,54,59,57,0,0,2,8
"E00033160",354,124,61,63,0,87,4,83,126,104,0,16,6,17
"E00033161",280,157,36,121,2,70,0,70,50,48,0,2,0,1
"E00033162",280,31,13,18,0,133,5,128,105,99,0,5,1,11
"E00033163",277,40,14,26,0,97,3,94,128,126,0,0,2,12
"E00033164",351,247,77,170,0,5,0,5,98,89,0,7,2,1
"E00033165",166,56,15,41,0,87,25,62,17,17,0,0,0,6
"E00033166",158,75,55,20,0,72,24,48,8,8,0,0,0,3
"E00033167",310,211,69,142,0,9,0,9,90,85,0,0,5,0
"E00033168",285,239,103,136,0,10,3,7,36,34,0,2,0,0
"E00033169",302,258,97,161,0,5,4,1,34,29,0,5,0,5
"E00033170",360,307,101,206,2,5,0,5,45,41,0,4,0,1
"E00033171",345,289,83,206,1,15,0,15,40,38,0,2,0,0
"E00033172",186,43,22,21,0,93,0,93,50,49,0,1,0,0
"E00033173",315,258,91,167,0,28,0,28,25,23,0,2,0,4
"E00033174",297,32,12,20,0,244,24,220,19,16,0,3,0,2
"E00033175",279,178,59,119,4,74,23,51,20,20,0,0,0,3
"E00033176",264,99,34,65,0,84,0,84,81,76,0,5,0,0
"E00033177",298,232,74,158,0,11,9,2,52,52,0,0,0,3
"E00033178",170,71,29,42,5,42,0,42,46,44,0,2,0,6
"E00033179",322,97,23,74,0,163,25,138,57,54,0,3,0,5
"E00033181",421,154,53,101,0,36,2,34,231,229,0,2,0,0
"E00033182",368,96,41,55,8,84,1,83,172,172,0,0,0,8
"E00033183",584,120,46,74,4,39,0,39,421,419,0,2,0,0
"E00033185",340,112,38,74,0,1,0,1,227,224,0,0,3,0
"E00033186",318,78,26,52,6,21,1,20,213,210,0,2,1,0
"E00033187",197,67,28,39,3,28,0,28,98,95,1,2,0,1
"E00033188",327,127,61,66,7,45,7,38,148,132,0,14,2,0
"E00033189",509,81,48,33,0,247,4,243,150,133,1,13,3,31
"E00033190",574,96,49,47,0,270,29,241,179,158,0,8,13,29
"E00033191",448,96,56,40,4,31,6,25,313,300,0,13,0,4
"E00033192",434,67,25,42,0,16,0,16,347,334,0,10,3,4
"E00033193",327,138,55,83,0,10,0,10,175,162,0,11,2,4
"E00033194",345,88,31,57,8,34,0,34,205,180,0,25,0,10
"E00033195",249,116,34,82,4,5,1,4,122,115,0,7,0,2
"E00033196",210,30,11,19,0,45,10,35,134,134,0,0,0,1
"E00033197",355,77,26,51,6,224,3,221,44,42,0,2,0,4
"E00033198",393,154,59,95,5,13,0,13,221,221,0,0,0,0
"E00033199",185,24,19,5,1,150,3,147,8,8,0,0,0,2
"E00033200",232,22,8,14,1,120,4,116,87,87,0,0,0,2
"E00033201",235,96,32,64,0,19,0,19,120,110,0,10,0,0
"E00033202",315,113,32,81,0,16,0,16,184,173,0,11,0,2
"E00033203",244,138,64,74,0,8,0,8,98,94,0,4,0,0
"E00033204",252,129,55,74,0,2,0,2,119,106,0,11,2,2
"E00033206",184,43,21,22,0,61,1,60,73,63,10,0,0,7
"E00033207",293,28,15,13,0,155,7,148,96,92,4,0,0,14
"E00033208",257,21,12,9,1,117,11,106,106,96,0,2,8,12
"E00033209",323,36,17,19,0,192,28,164,88,78,6,4,0,7
"E00033210",271,42,16,26,4,86,4,82,136,133,0,0,3,3
"E00033211",357,100,59,41,0,143,14,129,101,96,0,2,3,13
"E00033212",314,68,30,38,15,144,4,140,86,86,0,0,0,1
"E00033213",401,124,80,44,7,0,0,0,265,258,0,7,0,5
"E00033214",538,112,70,42,4,186,6,180,234,213,4,6,11,2
"E00033215",349,53,25,28,10,165,18,147,120,109,9,0,2,1
"E00033216",252,62,17,45,17,93,6,87,80,80,0,0,0,0
"E00033217",287,89,60,29,0,30,1,29,165,165,0,0,0,3
"E00033218",303,209,79,130,0,20,0,20,73,73,0,0,0,1
"E00033219",362,120,45,75,0,59,2,57,182,173,0,9,0,1
"E00033220",389,75,28,47,0,10,0,10,304,286,0,18,0,0
"E00033221",249,11,2,9,0,95,9,86,140,140,0,0,0,3
"E00033222",178,2,1,1,0,151,8,143,25,21,0,4,0,0
"E00033223",248,23,8,15,5,59,2,57,161,160,0,0,1,0
"E00033224",301,55,17,38,9,199,11,188,30,30,0,0,0,8
"E00033225",300,52,21,31,5,170,6,164,67,62,0,5,0,6
"E00033226",417,76,41,35,4,258,24,234,70,70,0,0,0,9
"E00033227",262,21,11,10,0,214,1,213,27,27,0,0,0,0
"E00033228",341,59,17,42,4,174,34,140,100,100,0,0,0,4
"E00033229",284,236,121,115,0,16,7,9,31,28,0,3,0,1
"E00033230",279,231,143,88,0,18,1,17,30,28,0,2,0,0
"E00033231",203,71,46,25,0,67,16,51,62,62,0,0,0,3
"E00033235",228,57,22,35,2,134,10,124,30,26,0,4,0,5
"E00033237",276,19,6,13,0,244,16,228,13,13,0,0,0,0
"E00033238",463,108,60,48,0,308,12,296,45,43,0,1,1,2
"E00033242",233,63,18,45,0,170,56,114,0,0,0,0,0,0
"E00033245",315,69,30,39,0,209,28,181,35,32,0,3,0,2
"E00033246",253,103,46,57,0,95,12,83,54,54,0,0,0,1
"E00033247",333,135,75,60,0,103,5,98,91,89,0,1,1,4
"E00033248",294,8,5,3,3,271,83,188,6,5,0,0,1,6
"E00033249",285,106,38,68,0,121,16,105,57,54,0,3,0,1
"E00033250",226,48,30,18,0,120,11,109,55,52,0,0,3,3
"E00033251",222,29,10,19,0,133,9,124,60,60,0,0,0,0
"E00033252",350,49,31,18,1,266,32,234,31,31,0,0,0,3
"E00033253",240,54,18,36,5,123,17,106,56,55,0,1,0,2
"E00033254",358,99,49,50,0,215,31,184,39,32,4,3,0,5
"E00033255",267,141,56,85,0,111,30,81,13,9,0,4,0,2
"E00033256",225,143,71,72,6,48,19,29,25,12,0,9,4,3
"E00033257",308,159,81,78,0,84,34,50,57,57,0,0,0,8
"E00033258",325,35,15,20,0,265,88,177,14,13,0,0,1,11
"E00033259",135,42,14,28,0,53,3,50,40,40,0,0,0,0
"E00033260",245,86,49,37,2,87,7,80,70,70,0,0,0,0
"E00033261",247,79,34,45,0,100,14,86,66,66,0,0,0,2
"E00033262",154,40,34,6,1,29,0,29,78,77,0,1,0,6
"E00033263",145,33,18,15,0,48,0,48,55,55,0,0,0,9
"E00033264",279,76,40,36,0,173,32,141,27,23,0,3,1,3
"E00033265",298,147,61,86,0,139,35,104,12,12,0,0,0,0
"E00033266",314,208,82,126,0,83,27,56,20,20,0,0,0,3
"E00033267",250,84,24,60,3,99,1,98,57,55,0,2,0,7
"E00033268",291,227,93,134,3,36,18,18,22,22,0,0,0,3
"E00033269",168,121,42,79,0,36,10,26,6,6,0,0,0,5
"E00033270",345,289,90,199,0,22,5,17,32,28,0,4,0,2
"E00033271",379,350,99,251,0,4,4,0,24,24,0,0,0,1
"E00033272",301,271,111,160,0,12,3,9,18,18,0,0,0,0
"E00033274",259,175,49,126,0,58,24,34,25,24,0,0,1,1
"E00033275",286,195,48,147,1,82,6,76,8,6,0,2,0,0
"E00033276",225,108,24,84,0,56,10,46,50,46,0,4,0,11
"E00033277",224,113,51,62,0,87,24,63,24,24,0,0,0,0
"E00033278",225,145,51,94,0,22,0,22,55,49,0,0,6,3
"E00033279",276,134,40,94,1,60,0,60,81,79,2,0,0,0
"E00033281",307,193,69,124,2,35,0,35,69,66,0,3,0,8
"E00033282",303,206,67,139,0,58,10,48,37,37,0,0,0,2
"E00033283",276,205,82,123,0,61,12,49,10,10,0,0,0,0
"E00033284",250,24,12,12,0,192,51,141,28,23,0,5,0,6
"E00033285",300,200,82,118,0,44,3,41,55,55,0,0,0,1
"E00033286",218,66,36,30,0,118,20,98,33,33,0,0,0,1
"E00033287",306,248,57,191,0,17,16,1,41,37,0,4,0,0
"E00033288",321,282,81,201,0,2,0,2,37,31,0,0,6,0
"E00033289",229,207,67,140,0,1,0,1,16,8,0,5,3,5
"E00033290",242,218,45,173,0,10,1,9,14,14,0,0,0,0
"E00033291",498,359,77,282,0,56,13,43,83,77,1,5,0,0
"E00033292",203,174,62,112,1,8,1,7,20,16,2,2,0,0
"E00033293",319,148,32,116,21,120,13,107,30,27,0,3,0,0
"E00033294",232,81,35,46,1,34,3,31,115,107,0,3,5,1
"E00033295",283,250,86,164,0,10,0,10,22,20,0,2,0,1
"E00033296",268,235,95,140,0,1,0,1,30,28,1,0,1,2
"E00033297",312,148,44,104,16,114,19,95,32,29,0,3,0,2
"E00033298",294,181,55,126,0,96,45,51,10,10,0,0,0,7
"E00033299",288,227,96,131,0,41,7,34,14,11,0,2,1,6
"E00033300",234,141,48,93,3,67,17,50,22,22,0,0,0,1
"E00033301",300,120,25,95,0,141,34,107,38,34,0,4,0,1
"E00033302",239,94,35,59,0,134,43,91,11,11,0,0,0,0
"E00033304",252,162,60,102,0,51,15,36,38,34,0,0,4,1
"E00033305",276,187,69,118,5,72,20,52,9,9,0,0,0,3
"E00033306",280,137,66,71,0,111,36,75,26,17,0,3,6,6
"E00033307",312,110,30,80,0,175,41,134,22,22,0,0,0,5
"E00033308",288,152,44,108,0,102,29,73,34,34,0,0,0,0
"E00033309",316,98,30,68,0,168,53,115,47,47,0,0,0,3
"E00033310",331,136,50,86,0,161,28,133,34,31,0,3,0,0
"E00033312",276,143,72,71,0,106,23,83,23,22,0,0,1,4
"E00033313",340,138,56,82,0,178,42,136,16,16,0,0,0,8
"E00033314",316,232,70,162,0,71,13,58,11,6,0,1,4,2
"E00033315",354,233,92,141,0,93,33,60,16,9,0,6,1,12
"E00033316",327,286,98,188,0,4,0,4,32,31,0,1,0,5
"E00033317",368,321,101,220,0,20,0,20,22,22,0,0,0,5
"E00033318",355,166,42,124,0,150,44,106,35,30,0,5,0,4
"E00033319",419,386,144,242,0,3,0,3,25,23,0,2,0,5
"E00033320",292,278,119,159,0,0,0,0,14,10,0,4,0,0
"E00033322",301,283,121,162,0,7,6,1,8,8,0,0,0,3
"E00033323",297,291,144,147,0,0,0,0,6,1,0,5,0,0
"E00033324",304,284,103,181,0,5,5,0,15,15,0,0,0,0
"E00033326",293,285,118,167,0,0,0,0,4,4,0,0,0,4
"E00033327",295,282,105,177,0,0,0,0,13,13,0,0,0,0
"E00033328",264,116,28,88,0,122,30,92,20,20,0,0,0,6
"E00033329",316,279,92,187,0,4,0,4,30,26,0,0,4,3
"E00033330",320,300,127,173,0,2,2,0,18,18,0,0,0,0
"E00033331",328,299,116,183,0,8,0,8,21,17,0,4,0,0
"E00033332",314,291,96,195,0,1,0,1,19,18,0,1,0,3
"E00033333",341,323,124,199,0,6,6,0,12,8,0,4,0,0
"E00033334",294,262,109,153,0,4,0,4,27,26,0,1,0,1
"E00033335",252,244,116,128,0,1,0,1,7,7,0,0,0,0
"E00033336",328,300,117,183,0,5,5,0,23,22,0,1,0,0
"E00033337",200,186,78,108,0,3,0,3,9,9,0,0,0,2
"E00033338",274,263,95,168,0,4,0,4,5,5,0,0,0,2
"E00033339",353,302,109,193,0,7,0,7,40,37,0,3,0,4
"E00033340",305,301,83,218,0,0,0,0,4,0,0,0,4,0
"E00033341",309,297,111,186,0,4,0,4,8,8,0,0,0,0
"E00033342",324,306,148,158,0,6,5,1,12,12,0,0,0,0
"E00033343",264,247,76,171,0,0,0,0,14,10,0,4,0,3
"E00033344",332,286,112,174,0,4,0,4,42,28,12,2,0,0
"E00033345",384,355,131,224,3,8,0,8,14,14,0,0,0,4
"E00033346",289,212,88,124,0,5,0,5,69,64,1,4,0,3
"E00033347",315,278,123,155,0,2,0,2,32,29,0,3,0,3
"E00033348",289,263,93,170,0,6,3,3,13,4,0,9,0,7
"E00033349",267,141,54,87,8,65,6,59,53,52,0,0,1,0
"E00033350",322,303,127,176,0,3,0,3,16,16,0,0,0,0
"E00033351",300,188,82,106,0,87,38,49,16,13,0,3,0,9
"E00033352",255,211,75,136,0,7,0,7,35,33,0,1,1,2
"E00033353",254,224,91,133,0,4,4,0,24,23,0,0,1,2
"E00033354",214,44,16,28,0,147,30,117,12,12,0,0,0,11
"E00033355",275,226,53,173,0,1,0,1,48,48,0,0,0,0
"E00033356",345,292,92,200,2,31,9,22,19,19,0,0,0,1
"E00033357",266,133,63,70,4,108,46,62,19,18,0,1,0,2
"E00033358",221,112,52,60,0,70,35,35,35,32,0,0,3,4
"E00033359",324,215,78,137,3,16,8,8,88,87,0,1,0,2
"E00033360",354,286,141,145,0,36,14,22,27,23,0,4,0,5
"E00033361",429,362,96,266,0,9,0,9,57,56,0,0,1,1
"E00033362",272,245,51,194,0,1,0,1,26,21,0,5,0,0
"E00033363",196,160,39,121,0,3,0,3,33,31,0,1,1,0
"E00033364",362,334,148,186,0,5,5,0,22,9,0,13,0,1
"E00033365",448,384,135,249,0,3,2,1,55,55,0,0,0,6
"E00033366",284,262,129,133,0,0,0,0,22,22,0,0,0,0
"E00033367",336,202,58,144,0,9,0,9,125,119,0,5,1,0
"E00033368",269,187,73,114,0,5,0,5,76,69,0,7,0,1
"E00033369",373,336,114,222,0,6,0,6,30,30,0,0,0,1
"E00033370",272,188,65,123,2,34,0,34,43,37,0,6,0,5
"E00033371",308,265,103,162,0,4,0,4,39,39,0,0,0,0
"E00033372",291,231,69,162,1,4,1,3,54,54,0,0,0,1
"E00033373",474,393,155,238,2,17,0,17,62,59,0,3,0,0
"E00033374",275,202,87,115,2,6,0,6,61,57,0,4,0,4
"E00033375",347,304,152,152,0,0,0,0,39,39,0,0,0,4
"E00033376",281,259,135,124,0,5,0,5,12,9,0,3,0,5
"E00033377",306,258,97,161,0,3,0,3,44,42,0,2,0,1
"E00033378",334,294,124,170,0,5,0,5,35,30,0,5,0,0
"E00033379",273,194,61,133,0,1,0,1,78,71,0,7,0,0
"E00033380",246,211,79,132,0,6,2,4,29,29,0,0,0,0
"E00033381",208,181,120,61,3,2,1,1,19,19,0,0,0,3
"E00033382",332,297,90,207,0,9,0,9,26,26,0,0,0,0
"E00033383",281,225,90,135,0,0,0,0,56,37,0,19,0,0
"E00033384",356,293,121,172,0,4,0,4,53,50,0,3,0,6
"E00033385",317,224,87,137,0,10,1,9,83,76,0,5,2,0
"E00033386",352,266,81,185,2,44,0,44,40,40,0,0,0,0
"E00033387",214,95,42,53,0,41,8,33,78,76,0,2,0,0
"E00033388",288,63,21,42,14,171,3,168,37,32,0,5,0,3
"E00033389",278,235,63,172,0,22,5,17,20,13,0,1,6,1
"E00033391",346,167,61,106,5,59,10,49,114,108,0,6,0,1
"E00033392",285,122,44,78,0,29,7,22,128,120,0,8,0,6
"E00033394",284,136,39,97,0,53,12,41,95,93,0,1,1,0
"E00033395",287,120,61,59,0,17,5,12,149,143,0,5,1,1
"E00033396",285,228,114,114,0,10,0,10,40,36,0,4,0,7
"E00033397",323,291,66,225,0,12,5,7,15,15,0,0,0,5
"E00033399",330,298,104,194,0,2,0,2,30,22,0,8,0,0
"E00033400",299,292,94,198,0,3,0,3,4,4,0,0,0,0
"E00033401",275,245,77,168,0,6,0,6,22,22,0,0,0,2
"E00033402",346,174,66,108,7,21,2,19,144,138,0,6,0,0
"E00033403",348,289,113,176,0,1,0,1,53,51,0,2,0,5
"E00033404",329,170,81,89,0,28,1,27,127,108,3,16,0,4
"E00033405",305,254,84,170,3,4,4,0,41,39,0,2,0,3
"E00033406",321,275,98,177,0,0,0,0,42,42,0,0,0,4
"E00033407",328,148,66,82,2,11,2,9,165,164,0,1,0,2
"E00033408",327,188,57,131,0,7,3,4,132,118,0,10,4,0
"E00033409",314,265,171,94,1,5,0,5,38,36,2,0,0,5
"E00033410",289,193,64,129,0,6,0,6,90,88,0,2,0,0
"E00033411",330,308,127,181,0,1,0,1,21,21,0,0,0,0
"E00033412",345,207,74,133,0,2,0,2,135,135,0,0,0,1
"E00033413",242,96,40,56,0,9,0,9,137,134,0,3,0,0
"E00033414",330,190,63,127,0,8,0,8,127,123,0,2,2,5
"E00033415",274,254,78,176,0,10,0,10,7,7,0,0,0,3
"E00033416",359,186,48,138,0,13,0,13,160,152,0,6,2,0
"E00033417",339,244,81,163,0,5,0,5,88,77,0,7,4,2
"E00033418",424,392,159,233,0,10,2,8,21,19,0,0,2,1
"E00033419",308,289,128,161,0,6,2,4,12,12,0,0,0,1
"E00033420",388,214,84,130,0,12,5,7,156,153,0,3,0,6
"E00033421",309,180,49,131,0,0,0,0,128,122,0,6,0,1
"E00033422",467,426,172,254,0,9,7,2,32,32,0,0,0,0
"E00033423",315,213,57,156,0,1,0,1,101,101,0,0,0,0
