"GeographyCode","QS501EW0001","QS501EW0002","QS501EW0003","QS501EW0004","QS501EW0005","QS501EW0006","QS501EW0007","QS501EW0008"
"E00033352",204,42,31,35,11,40,37,8
"E00033353",213,40,35,38,11,37,42,10
"E00033354",196,84,39,23,3,14,27,6
"E00033355",224,32,39,44,7,44,51,7
"E00033356",288,91,46,51,11,28,54,7
"E00033357",230,83,30,33,7,30,39,8
"E00033358",176,75,27,21,6,14,18,15
"E00033359",272,67,36,43,9,28,81,8
"E00033360",297,74,34,45,8,32,91,13
"E00033361",342,65,41,61,18,46,102,9
"E00033362",216,37,26,38,6,29,76,4
"E00033363",162,28,20,28,2,30,49,5
"E00033364",295,53,30,58,12,45,88,9
"E00033365",360,38,49,62,18,50,132,11
"E00033366",235,43,37,30,4,25,88,8
"E00033367",283,26,19,34,4,64,129,7
"E00033368",226,48,34,34,3,28,71,8
"E00033369",296,25,23,43,6,36,156,7
"E00033370",237,59,23,36,2,24,85,8
"E00033371",257,48,20,33,14,36,102,4
"E00033372",234,47,29,34,9,30,71,14
"E00033373",380,90,48,66,20,43,95,18
"E00033374",234,43,19,35,7,28,95,7
"E00033375",316,52,20,37,4,19,176,8
"E00033376",245,43,27,32,8,19,110,6
"E00033377",265,30,28,43,12,17,128,7
"E00033378",274,33,17,37,9,31,139,8
"E00033379",221,38,18,32,5,24,97,7
"E00033380",214,40,23,31,12,26,81,1
"E00033381",189,48,24,13,1,16,80,7
"E00033382",276,46,33,37,11,38,97,14
"E00033383",230,54,22,29,6,31,79,9
"E00033384",296,45,26,42,9,49,113,12
"E00033385",278,50,19,37,5,35,125,7
"E00033386",288,63,43,46,5,34,87,10
"E00033387",199,39,19,27,1,26,77,10
"E00033388",253,92,33,34,7,31,48,8
"E00033389",234,54,38,33,6,32,64,7
"E00033391",291,89,32,33,5,49,63,20
"E00033392",249,43,29,35,11,50,76,5
"E00033394",252,41,24,26,9,37,106,9
"E00033395",313,59,17,35,9,53,135,5
"E00033396",254,60,26,39,6,30,83,10
"E00033397",249,33,43,40,7,27,92,7
"E00033399",274,56,31,40,21,39,83,4
"E00033400",245,39,29,42,8,27,96,4
"E00033401",212,30,31,37,6,26,70,12
"E00033402",309,34,19,31,2,95,125,3
"E00033403",309,62,23,44,14,55,95,16
"E00033404",295,42,36,27,4,33,147,6
"E00033405",254,41,24,35,10,40,103,1
"E00033406",260,36,26,37,7,29,117,8
"E00033407",293,30,24,29,2,72,130,6
"E00033408",294,37,24,39,4,73,111,6
"E00033409",275,59,25,33,2,29,115,12
"E00033410",259,30,26,26,4,61,101,11
"E00033411",279,22,27,32,11,34,152,1
"E00033412",301,40,26,36,7,64,111,17
"E00033413",212,39,22,32,2,41,70,6
"E00033414",272,27,14,29,6,59,126,11
"E00033415",221,15,20,16,3,31,131,5
"E00033416",308,24,20,25,3,68,163,5
"E00033417",294,27,23,34,4,53,150,3
"E00033418",347,31,27,46,15,54,170,4
"E00033419",277,29,27,34,7,20,156,4
"E00033420",349,40,29,32,4,81,160,3
"E00033421",258,31,30,24,6,52,109,6
"E00033422",390,37,40,56,9,41,193,14
"E00033423",275,17,12,24,2,54,159,7
"E00033424",264,16,26,27,3,55,132,5
"E00033425",208,23,26,21,3,43,87,5
"E00033426",268,29,19,28,7,40,133,12
"E00033427",201,44,15,28,5,15,92,2
"E00033428",235,94,26,42,3,28,34,8
"E00033432",258,126,41,49,4,19,16,3
"E00033435",253,94,38,43,6,34,28,10
"E00033436",233,86,42,37,8,27,28,5
"E00033437",224,92,42,32,6,19,24,9
"E00033438",253,94,50,41,9,30,25,4
"E00033439",308,123,45,48,7,38,35,12
"E00033440",233,99,37,42,2,24,23,6
"E00033441",232,114,32,32,8,17,22,7
"E00033442",280,122,43,39,8,28,33,7
"E00033443",128,53,15,23,4,14,14,5
"E00033444",207,95,32,29,3,16,20,12
"E00033445",209,65,28,44,9,30,24,9
"E00033446",240,105,34,40,8,24,22,7
"E00033447",141,83,17,15,3,12,10,1
"E00033448",250,101,30,38,10,31,32,8
"E00033449",251,94,48,31,11,25,34,8
"E00033450",254,71,53,47,7,31,37,8
"E00033451",185,78,22,31,5,15,27,7
"E00033452",204,98,35,22,6,21,16,6
"E00033453",132,30,18,26,4,17,30,7
"E00033454",372,91,64,67,14,60,62,14
"E00033455",186,70,32,28,9,16,22,9
"E00033456",284,106,48,48,4,37,33,8
"E00033457",151,73,20,20,4,18,10,6
"E00033458",166,67,22,33,3,18,16,7
"E00033459",232,123,31,38,2,21,10,7
"E00033460",150,38,21,30,1,22,30,8
"E00033462",175,102,25,18,2,13,12,3
"E00033463",197,95,35,21,8,17,17,4
"E00033464",226,100,32,36,3,19,25,11
"E00033466",236,110,27,39,4,26,22,8
"E00033468",246,113,17,50,7,27,24,8
"E00033470",255,95,58,39,3,29,27,4
"E00033471",231,90,30,40,5,31,24,11
"E00033472",186,85,32,28,7,18,13,3
"E00033473",225,94,34,43,3,26,18,7
"E00033474",200,101,29,23,6,22,14,5
"E00033475",224,100,35,37,10,21,14,7
"E00033476",209,85,35,32,10,13,25,9
"E00033477",148,48,24,19,4,23,25,5
"E00033478",223,87,34,29,8,29,27,9
"E00033479",323,135,54,45,5,39,31,14
"E00033480",237,59,38,46,12,30,42,10
"E00033481",312,136,54,46,8,34,25,9
"E00033482",243,108,35,33,9,24,29,5
"E00033483",284,111,42,50,12,35,28,6
"E00033484",246,90,43,40,7,21,38,7
"E00033485",258,98,38,38,7,33,31,13
"E00033486",279,94,41,48,10,40,37,9
"E00033487",220,121,20,24,10,19,18,8
"E00033488",199,88,27,36,8,14,13,13
"E00033489",259,115,28,46,9,32,22,7
"E00033490",215,97,27,30,4,27,20,10
"E00033491",191,70,25,47,6,14,22,7
"E00033492",284,143,44,36,5,21,22,13
"E00033493",243,92,32,47,15,28,26,3
"E00033494",202,75,30,38,5,24,26,4
"E00033495",265,95,43,40,8,33,31,15
"E00033496",234,118,35,44,3,13,15,6
"E00033497",188,71,25,29,9,26,23,5
"E00033498",104,51,11,18,7,9,5,3
"E00033501",114,61,16,15,6,8,6,2
"E00033502",185,40,29,53,4,22,32,5
"E00033503",188,45,27,33,6,39,35,3
"E00033504",257,112,52,38,5,28,12,10
"E00033505",181,48,32,31,8,23,35,4
"E00033506",236,107,30,35,5,30,22,7
"E00033507",208,94,30,22,2,35,20,5
"E00033508",200,99,29,34,4,15,16,3
"E00033509",215,79,27,34,6,35,26,8
"E00033510",244,95,34,39,5,30,32,9
"E00033511",191,68,41,28,7,21,19,7
"E00033512",172,64,21,39,5,25,13,5
"E00033513",226,82,37,51,5,19,23,9
"E00033514",197,87,23,36,10,21,12,8
"E00033515",229,67,37,48,6,27,28,16
"E00033516",216,69,32,38,5,29,37,6
"E00033517",245,95,40,37,6,31,29,7
"E00033518",198,75,30,36,5,21,23,8
"E00033519",242,106,29,37,6,31,24,9
"E00033520",161,51,26,29,7,19,22,7
"E00033521",207,65,42,35,3,39,18,5
"E00033522",228,92,37,38,7,21,25,8
"E00033523",266,104,43,38,6,37,28,10
"E00033524",345,108,57,58,10,30,64,18
"E00033525",272,82,36,61,9,38,35,11
"E00033526",224,44,25,31,12,39,66,7
"E00033527",315,112,61,50,10,38,37,7
"E00033528",216,51,30,37,5,31,55,7
"E00033530",348,60,60,62,11,40,106,9
"E00033531",294,71,44,39,13,33,85,9
"E00033532",338,71,45,50,17,56,91,8
"E00033533",197,39,31,33,10,30,46,8
"E00033534",203,75,29,29,8,17,33,12
"E00033535",263,51,34,28,11,41,80,18
"E00033536",258,73,38,56,6,26,52,7
"E00033537",240,84,34,35,7,28,46,6
"E00033538",287,73,33,43,18,38,68,14
"E00033539",259,57,33,47,12,40,65,5
"E00033540",267,53,40,54,12,28,72,8
"E00033541",271,71,32,47,15,40,59,7
"E00033542",221,58,27,26,6,35,59,10
"E00033543",218,67,29,32,7,26,48,9
"E00033544",188,48,23,39,7,29,40,2
"E00033545",214,77,22,30,9,27,44,5
"E00033546",305,112,60,43,8,28,41,13
"E00033547",234,48,33,42,10,31,60,10
"E00033548",191,47,31,29,4,25,52,3
"E00033549",292,118,49,44,13,24,32,12
"E00033550",246,35,29,40,11,31,95,5
"E00033551",182,52,27,22,9,21,45,6
"E00033552",252,57,33,49,5,36,63,9
"E00033553",304,92,27,56,9,31,79,10
"E00033554",281,66,38,53,11,42,60,11
"E00033555",241,54,20,51,13,23,74,6
"E00033556",245,47,34,45,15,27,69,8
"E00033557",260,46,33,55,11,38,69,8
"E00033558",249,47,36,47,14,32,67,6
"E00033559",232,40,36,38,14,31,61,12
"E00033560",274,53,31,41,14,36,92,7
"E00033561",257,50,31,36,7,54,72,7
"E00033562",278,72,45,34,24,36,56,11
"E00033563",303,92,40,41,18,43,59,10
"E00033564",307,94,43,45,17,31,64,13
"E00033565",248,74,47,32,14,22,46,13
"E00033566",254,87,33,34,11,31,43,15
"E00033567",258,56,38,43,11,41,62,7
"E00033568",267,110,44,37,11,22,33,10
"E00033569",217,54,33,46,13,24,41,6
"E00033570",303,89,50,39,9,33,72,11
"E00033571",214,72,16,35,12,33,40,6
"E00033572",249,52,40,36,15,31,61,14
"E00033573",158,56,22,27,5,23,20,5
"E00033574",262,56,45,41,11,31,68,10
"E00033575",224,59,20,38,12,29,60,6
"E00033576",207,104,26,26,3,22,18,8
"E00033577",253,77,35,41,8,40,39,13
"E00033579",238,108,30,43,5,20,23,9
"E00033580",219,104,29,29,5,14,22,16
"E00033581",377,128,55,58,8,55,56,17
"E00033582",285,135,38,37,4,28,35,8
"E00033583",204,45,21,20,7,30,73,8
"E00033584",554,48,31,62,4,190,204,15
"E00033585",253,43,24,34,6,34,104,8
"E00033586",271,73,29,29,6,27,100,7
"E00033587",264,106,29,29,9,20,63,8
"E00033589",244,99,43,35,7,30,22,8
"E00033590",131,48,14,19,6,12,24,8
"E00033591",168,84,20,20,1,25,10,8
"E00033592",235,119,33,32,4,17,15,15
"E00033593",147,56,30,24,0,19,13,5
"E00033594",279,136,49,34,5,26,20,9
"E00033595",255,141,23,35,3,22,23,8
"E00033596",285,133,24,17,7,30,51,23
"E00033597",184,71,25,33,2,11,38,4
"E00033598",178,78,27,22,4,12,21,14
"E00033599",171,56,28,22,4,21,34,6
"E00033600",204,121,19,21,6,12,21,4
"E00033601",212,68,36,38,2,21,40,7
"E00033602",253,49,25,24,5,45,97,8
"E00033603",235,116,31,32,6,18,24,8
"E00033604",211,84,22,33,6,20,37,9
"E00033605",248,46,30,34,4,33,97,4
"E00033606",218,45,15,35,2,32,82,7
"E00033607",168,58,22,21,3,19,39,6
"E00033608",271,93,39,44,3,32,40,20
"E00033611",273,55,24,33,5,43,102,11
"E00033613",227,62,5,19,6,27,104,4
"E00033614",294,46,27,41,9,41,125,5
"E00033616",310,75,45,48,8,43,82,9
"E00033618",318,68,36,45,7,46,99,17
"E00033620",263,47,30,46,8,37,89,6
"E00033621",208,91,27,21,5,24,36,4
"E00033623",310,121,39,41,8,40,46,15
"E00033624",234,108,34,33,3,24,18,14
"E00033625",253,54,34,34,9,43,68,11
"E00033626",312,51,38,63,3,36,107,14
"E00033627",245,37,37,28,5,36,83,19
"E00033628",233,111,40,32,8,21,14,7
"E00033629",349,107,57,57,7,36,66,19
"E00033630",203,68,28,40,6,25,27,9
"E00033631",189,84,31,20,5,18,20,11
"E00033632",228,98,35,41,6,16,17,15
"E00033633",194,47,24,29,12,23,48,11
"E00033634",280,129,38,39,6,22,29,17
"E00033635",237,58,47,35,8,36,42,11
"E00033636",302,115,50,56,9,27,29,16
"E00033637",351,77,46,63,8,52,82,23
"E00033639",225,88,29,34,11,28,24,11
"E00033640",235,103,36,38,3,16,34,5
"E00033641",261,67,27,37,23,30,71,6
"E00033642",309,62,40,56,19,45,82,5
"E00033643",176,59,22,27,2,22,36,8
"E00033644",162,81,25,33,3,7,6,7
"E00033645",188,71,42,26,6,20,21,2
"E00033646",78,31,14,15,1,8,6,3
"E00033647",248,103,30,31,7,34,33,10
"E00033648",223,112,33,27,5,18,24,4
"E00033649",213,25,33,41,6,35,65,8
"E00033650",236,112,32,43,4,22,18,5
"E00033651",103,46,17,22,3,7,5,3
"E00033652",219,87,38,33,6,27,19,9
"E00033653",249,72,31,37,5,34,58,12
"E00033654",162,63,31,26,4,16,13,9
"E00033655",310,107,57,56,4,26,48,12
"E00033656",155,60,39,26,2,13,13,2
"E00033657",153,63,26,29,2,9,14,10
"E00033658",228,84,34,41,4,27,32,6
"E00033659",307,100,55,56,7,35,42,12
"E00033660",238,116,31,24,6,30,25,6
"E00033662",289,129,51,43,14,26,22,4
"E00033663",189,83,32,24,4,20,17,9
"E00033664",204,102,33,25,6,14,20,4
"E00033665",323,86,53,67,7,37,58,15
"E00033666",180,109,15,21,3,15,12,5
"E00033667",248,112,33,34,6,25,31,7
"E00033668",235,79,28,44,3,23,52,6
"E00033669",240,102,36,32,6,32,23,9
"E00033670",267,30,18,25,3,39,145,7
"E00033672",293,105,31,34,5,46,52,20
