"GeographyCode","QS116EW0001","QS116EW0002","QS116EW0003","QS116EW0004","QS116EW0005","QS116EW0006","QS116EW0007","QS116EW0008","QS116EW0009","QS116EW0010","QS116EW0011","QS116EW0012"
"E01006596",597,162,101,179,1,0,19,36,27,46,2,24
"E01006597",683,193,134,200,1,1,15,44,32,30,5,28
"E01006598",604,223,43,97,1,0,33,25,118,46,0,18
"E01006599",482,158,40,71,0,1,31,17,124,32,0,8
"E01006600",592,180,50,140,0,0,28,26,91,64,0,13
"E01006603",594,182,58,133,0,0,22,16,81,84,0,18
"E01006604",571,175,55,141,0,0,26,28,74,61,0,11
"E01006605",696,289,68,116,1,0,29,21,81,68,0,23
"E01006606",723,272,59,160,0,0,25,41,99,47,0,20
"E01006607",641,196,52,153,0,0,22,23,125,54,1,15
"E01006608",563,221,61,117,0,0,25,37,68,25,0,9
"E01006609",576,209,65,119,0,0,21,29,83,42,0,8
"E01006610",669,283,54,105,0,0,19,29,120,43,0,16
"E01006611",742,411,32,77,0,0,28,21,114,45,0,14
"E01006612",740,346,45,121,0,1,28,30,104,49,0,16
"E01006613",611,240,56,151,0,0,26,21,63,43,2,9
"E01006614",667,292,43,112,0,0,32,39,90,46,0,13
"E01006615",663,279,42,90,0,0,24,47,129,45,0,7
"E01006616",613,207,70,136,0,0,29,28,66,60,0,17
"E01006617",650,211,82,163,0,0,27,48,60,42,0,17
"E01006618",692,212,87,189,0,0,23,24,59,77,0,21
"E01006619",734,256,101,195,1,0,24,40,58,42,2,15
"E01006620",625,229,92,194,0,1,13,22,38,28,0,8
"E01006621",584,163,112,220,0,0,15,11,27,20,2,14
"E01006622",586,129,124,234,0,0,26,20,28,21,0,4
"E01006623",527,69,126,244,0,1,13,14,30,26,0,4
"E01006624",702,268,76,155,0,0,28,33,78,42,1,21
"E01006625",609,185,95,192,0,1,18,23,57,28,0,10
"E01006626",593,173,98,193,0,0,21,27,32,33,0,16
"E01006627",600,195,81,158,0,0,32,39,47,42,0,6
"E01006628",651,200,89,135,0,0,24,63,51,34,8,47
"E01006629",573,203,51,151,1,0,23,41,38,32,2,31
"E01006630",555,166,43,70,0,0,25,15,146,62,1,27
"E01006632",884,344,68,129,0,1,28,46,146,76,3,43
"E01006633",699,317,32,94,1,0,33,21,118,67,0,16
"E01006637",670,208,68,96,0,0,34,38,171,42,0,13
"E01006638",518,161,52,82,0,0,27,26,114,45,1,10
"E01006639",640,199,88,138,1,0,42,27,93,40,0,12
"E01006640",760,217,155,206,0,0,28,36,59,45,0,14
"E01006641",633,154,157,100,0,0,56,55,80,23,1,7
"E01006642",590,219,38,90,0,0,38,19,116,51,0,19
"E01006643",740,198,95,114,0,0,50,47,155,70,0,11
"E01006644",963,404,96,148,0,0,43,56,133,61,1,21
"E01006645",690,299,43,109,0,0,17,15,132,62,0,13
"E01006646",1006,503,56,113,0,1,19,84,121,52,14,43
"E01006647",636,242,49,79,0,0,25,16,150,54,0,21
"E01006648",1075,428,57,132,0,1,19,81,121,82,36,118
"E01006651",592,103,168,152,0,0,39,35,64,24,0,7
"E01006652",633,193,87,159,0,0,36,33,75,34,1,15
"E01006653",656,203,98,132,0,0,30,34,76,67,1,15
"E01006654",627,217,106,152,0,1,20,41,65,20,0,5
"E01006655",706,194,96,165,0,0,47,32,82,68,0,22
"E01006656",669,222,71,154,0,0,34,46,84,41,2,15
"E01006657",582,236,57,100,0,0,29,35,73,38,0,14
"E01006658",634,254,39,105,0,0,27,33,104,58,0,14
"E01006659",548,264,46,64,0,1,18,27,76,38,0,14
"E01006660",616,226,101,113,0,0,30,28,61,41,0,16
"E01006661",749,269,63,157,0,0,33,31,110,67,0,19
"E01006662",785,333,82,113,0,0,42,46,95,56,0,18
"E01006663",510,175,66,72,0,0,34,37,71,38,0,17
"E01006664",822,327,72,128,0,0,42,49,132,53,0,19
"E01006665",630,180,128,151,2,1,29,39,69,24,0,7
"E01006666",514,84,169,130,0,0,26,35,48,20,0,2
"E01006667",618,188,80,159,0,1,14,42,75,44,0,15
"E01006668",590,119,148,145,0,0,35,54,65,20,0,4
"E01006669",551,123,136,141,0,0,33,39,52,18,1,8
"E01006670",607,133,117,180,0,0,34,33,73,25,0,12
"E01006671",499,115,95,164,0,1,18,19,57,21,0,9
"E01006672",798,238,95,145,0,3,59,40,156,52,0,10
"E01006673",954,482,88,42,0,1,15,52,144,52,25,53
"E01006674",826,400,115,50,0,0,10,21,134,62,7,27
"E01006675",1132,766,32,71,0,1,15,92,50,13,20,72
"E01006676",761,290,87,71,0,1,27,21,168,54,7,35
"E01006677",477,210,42,37,0,0,10,11,111,36,0,20
"E01006678",1059,513,73,142,0,0,27,40,135,83,11,35
"E01006679",920,392,150,60,0,1,16,21,165,68,3,44
"E01006680",605,140,125,221,1,0,17,28,37,30,0,6
"E01006681",719,276,87,203,0,0,30,21,55,29,1,17
"E01006682",498,96,110,201,0,0,21,15,26,24,0,5
"E01006683",594,136,136,212,0,1,17,29,25,29,2,7
"E01006684",999,361,144,239,0,1,32,98,66,27,1,30
"E01006685",604,181,98,201,0,1,20,25,27,34,11,6
"E01006686",531,122,101,205,1,0,13,14,31,31,3,10
"E01006687",933,391,132,208,1,2,30,69,40,33,0,27
"E01006688",712,282,89,176,0,1,26,41,41,24,2,30
"E01006689",717,228,129,202,2,4,24,45,38,30,1,14
"E01006690",801,436,40,83,0,3,13,35,88,47,14,42
"E01006691",647,247,69,81,0,0,16,34,110,31,13,46
"E01006692",989,400,104,120,0,1,47,66,124,61,8,58
"E01006693",838,463,45,136,0,2,22,29,61,49,0,31
"E01006694",891,375,81,110,0,0,24,39,149,60,12,41
"E01006695",1029,637,69,76,0,2,22,52,93,20,9,49
"E01006696",768,290,84,122,0,0,32,26,111,49,26,28
"E01006697",828,319,79,113,0,2,40,46,123,42,21,43
"E01006698",725,244,83,145,0,0,33,46,130,34,1,9
"E01006699",777,322,38,103,0,0,43,42,149,64,0,16
"E01006700",653,265,59,114,0,0,28,29,92,46,0,20
"E01006701",671,290,46,153,1,1,19,28,82,45,0,6
"E01006702",740,263,41,121,0,0,41,34,141,66,4,29
"E01006703",818,447,40,106,0,0,23,33,96,57,0,16
"E01006705",689,299,55,115,0,0,29,31,95,40,3,22
"E01006706",582,186,43,124,0,0,24,19,115,64,2,5
"E01006707",553,163,33,125,0,0,25,19,105,72,0,11
"E01006708",754,249,92,163,0,0,47,41,95,54,0,13
"E01006709",685,293,60,103,0,2,36,38,69,63,0,21
"E01006710",592,136,67,173,0,0,28,24,110,42,0,12
"E01006711",685,277,77,108,0,1,34,37,94,35,1,21
"E01006712",569,194,74,96,0,0,38,37,74,40,0,16
"E01006713",604,196,72,131,0,0,36,41,78,40,0,10
"E01006716",701,285,66,92,1,0,31,55,121,35,1,14
"E01006717",576,168,96,155,0,0,18,28,61,39,0,11
"E01006718",678,245,91,150,0,0,35,34,63,43,0,17
"E01006719",638,193,95,120,0,1,36,45,92,48,1,7
"E01006720",905,361,103,71,0,0,29,45,121,32,65,78
"E01006721",912,453,44,58,0,0,22,61,145,36,43,50
"E01006722",608,155,52,55,0,0,11,27,49,26,152,81
"E01006723",749,264,39,81,0,0,14,42,53,35,140,81
"E01006724",554,113,38,74,0,0,10,40,30,27,150,72
"E01006725",739,308,62,115,0,0,27,47,89,39,14,38
"E01006726",659,226,47,88,0,0,14,41,89,31,63,60
"E01006727",665,238,60,116,0,2,23,71,77,34,14,30
"E01006728",855,399,57,77,0,0,28,59,131,46,29,29
"E01006729",539,121,48,98,0,1,35,19,146,64,0,7
"E01006730",542,165,59,94,0,0,32,21,97,61,0,13
"E01006731",486,142,56,102,0,0,33,19,76,51,1,6
"E01006732",644,170,49,107,0,0,48,24,171,69,0,6
"E01006734",625,187,42,100,0,0,33,23,163,60,1,16
"E01006735",571,207,52,87,0,1,29,25,109,52,0,9
"E01006736",582,158,63,109,0,0,33,29,108,63,0,19
"E01006737",562,142,66,131,0,0,32,14,101,62,1,13
"E01006738",662,220,50,114,0,0,40,37,121,72,1,7
"E01006739",707,225,63,106,0,0,64,36,140,62,0,11
"E01006740",604,273,36,77,0,0,27,36,106,28,0,21
"E01006741",778,251,61,153,0,0,62,33,117,80,0,21
"E01006742",591,195,78,130,0,1,28,35,57,51,0,16
"E01006743",1008,385,127,159,0,2,45,69,136,51,3,31
"E01006744",739,321,56,117,0,0,38,53,94,46,0,14
"E01006745",907,407,75,130,0,1,32,63,139,38,3,19
"E01006746",655,216,45,105,0,0,20,26,75,70,66,32
"E01006747",857,460,48,67,0,0,11,41,44,32,111,43
"E01006748",756,239,33,84,0,0,13,30,67,36,190,64
"E01006751",831,301,73,96,0,0,15,37,136,69,74,30
"E01006752",489,232,47,68,0,0,15,25,55,23,8,16
"E01006753",666,211,45,118,0,0,44,28,141,59,0,20
"E01006754",781,322,56,122,0,0,35,30,129,55,0,32
"E01006755",690,257,46,90,0,2,38,31,154,58,0,14
"E01006756",757,220,65,132,0,0,53,32,183,57,0,15
"E01006757",621,203,59,107,0,0,50,23,133,36,0,10
"E01006758",639,199,50,114,0,0,38,27,140,57,0,14
"E01006759",460,180,54,84,0,0,19,24,56,19,2,22
"E01006760",826,498,45,70,0,1,21,49,59,17,12,54
"E01006761",793,383,68,132,0,0,29,26,91,45,2,17
"E01006762",725,226,68,159,0,0,36,36,121,67,0,12
"E01006763",652,217,64,126,0,0,33,35,108,49,0,20
"E01006764",667,259,60,103,0,1,32,36,106,38,2,30
"E01006765",659,243,78,126,0,0,19,36,96,50,0,11
"E01006766",574,232,43,69,0,0,40,27,111,35,1,16
"E01006767",779,294,72,99,1,0,54,45,125,43,6,40
"E01006768",587,234,79,132,0,0,15,32,40,25,1,29
"E01006769",712,401,38,83,0,1,25,26,79,47,0,12
"E01006770",445,160,40,81,0,0,24,18,67,45,0,10
"E01006771",694,296,41,105,0,0,24,35,114,67,0,12
"E01006772",480,168,57,133,0,0,14,18,46,39,1,4
"E01006773",554,114,112,179,0,1,23,35,43,41,0,6
"E01006774",552,124,141,166,0,1,15,22,39,35,1,8
"E01006775",556,165,36,131,0,0,17,23,85,86,0,13
"E01006776",844,386,56,140,0,1,26,45,93,63,2,32
"E01006778",1124,496,49,123,0,1,31,56,182,112,2,72
"E01006779",902,334,49,115,0,0,22,40,186,110,1,45
"E01006780",619,191,80,152,0,0,34,42,68,33,0,19
"E01006781",600,163,100,187,0,0,36,32,49,25,0,8
"E01006782",691,271,86,138,0,1,30,35,77,37,2,14
"E01006783",645,199,93,139,1,1,32,37,90,38,0,15
"E01006784",586,209,92,113,0,0,25,48,54,37,0,8
"E01006785",781,275,83,157,0,1,36,56,97,38,0,38
"E01006786",764,237,134,190,0,1,33,65,58,35,0,11
"E01006787",691,312,86,93,0,0,24,22,76,20,5,53
"E01006788",681,137,107,170,0,0,50,34,111,46,1,25
"E01006790",801,350,51,102,0,0,35,32,152,53,0,26
"E01006791",873,418,49,144,0,0,27,33,100,68,0,34
"E01006792",557,138,108,234,0,0,12,29,20,11,0,5
"E01006793",759,337,71,177,0,0,21,45,60,32,0,16
"E01006794",711,224,109,236,0,0,20,33,44,29,0,16
"E01006795",628,215,105,174,0,2,20,50,29,20,0,13
"E01006796",581,105,164,247,0,0,12,19,10,16,0,8
"E01006797",707,297,77,152,0,0,30,26,68,49,0,8
"E01006798",609,183,93,207,0,0,19,44,30,24,0,9
"E01006799",1145,719,51,166,0,1,17,56,51,48,0,36
"E01006800",679,257,74,245,0,0,14,21,24,35,2,7
"E01006801",609,171,75,253,0,1,15,33,19,32,0,10
"E01032505",563,182,78,137,0,0,21,28,63,32,1,21
"E01032506",656,260,49,125,0,2,30,48,60,36,8,38
"E01032507",666,195,62,120,0,1,25,81,52,34,17,79
"E01032508",847,399,64,103,0,2,32,37,117,60,2,31
"E01032509",665,247,55,99,0,0,49,37,116,44,3,15
"E01032510",776,262,111,160,0,0,49,40,83,50,1,20
"E01032511",616,199,66,176,0,1,23,34,74,37,0,6
"E01033747",496,233,36,67,0,0,18,15,82,35,0,10
"E01033748",772,369,28,59,0,1,6,139,32,10,25,103
"E01033749",1039,973,6,15,0,0,7,6,11,2,8,11
"E01033750",905,504,37,71,0,0,6,131,18,12,19,107
"E01033751",603,313,15,67,0,0,10,69,41,15,23,50
"E01033752",790,448,20,37,1,3,3,132,4,2,43,97
"E01033753",714,423,15,35,0,1,5,109,3,4,40,79
"E01033754",838,396,14,74,0,1,10,120,35,22,47,119
"E01033755",675,341,18,26,0,0,6,114,5,4,44,117
"E01033756",733,414,20,63,0,1,2,80,6,0,69,78
"E01033757",715,548,10,15,0,1,3,19,24,14,60,21
"E01033758",475,312,12,25,0,0,2,35,19,9,39,22
"E01033759",480,142,43,102,0,0,40,26,83,38,0,6
"E01033760",529,330,3,17,0,0,0,55,9,1,70,44
"E01033761",832,415,7,23,0,0,0,140,10,2,99,136
"E01033762",456,282,10,21,0,0,1,51,6,6,39,40
"E01033763",820,507,30,79,0,2,2,20,55,53,37,35
"E01033764",1172,607,53,145,0,1,16,44,160,100,4,42
"E01033765",659,282,37,103,0,2,21,36,106,41,6,25
"E01033766",424,104,33,68,0,0,12,38,33,22,45,69
"E01033767",562,261,24,65,0,0,15,33,111,39,1,13
"E01033768",835,599,22,19,0,2,15,50,41,20,23,44
