"GeographyCode","KS501EW0001","KS501EW0002","KS501EW0003","KS501EW0004","KS501EW0005","KS501EW0006","KS501EW0007","KS501EW0008","KS501EW0009","KS501EW0010","KS501EW0011","KS501EW0012","KS501EW0013","KS501EW0014","KS501EW0015","KS501EW0016","KS501EW0017","KS501EW0018","KS501EW0019","KS501EW0020","KS501EW0021","KS501EW0022","KS501EW0023","KS501EW0024","KS501EW0025"
"E01006544",1304,515,223,249,30,124,115,48,54,64,19,6,39,39.4938650306748,17.101226993865,19.0950920245399,2.30061349693252,9.50920245398773,8.81901840490798,3.68098159509202,4.14110429447853,4.9079754601227,1.45705521472393,0.460122699386503,2.99079754601227
"E01006545",1174,353,209,217,33,151,165,46,34,63,25,5,33,30.0681431005111,17.8023850085179,18.4838160136286,2.81090289608177,12.8620102214651,14.0545144804089,3.91822827938671,2.89608177172061,5.36626916524702,2.12947189097104,0.425894378194208,2.81090289608177
"E01006546",1016,339,197,163,27,134,123,33,31,43,16,6,21,33.3661417322835,19.3897637795276,16.0433070866142,2.65748031496063,13.1889763779528,12.1062992125984,3.24803149606299,3.0511811023622,4.23228346456693,1.5748031496063,0.590551181102362,2.06692913385827
"E01006547",1197,457,195,166,34,127,170,48,41,76,22,6,48,38.1787802840434,16.2907268170426,13.8680033416876,2.84043441938179,10.609857978279,14.2021720969089,4.01002506265664,3.42522974101921,6.34920634920635,1.83792815371763,0.50125313283208,4.01002506265664
"E01006548",1328,472,212,210,28,181,160,65,33,122,36,12,74,35.5421686746988,15.9638554216867,15.8132530120482,2.10843373493976,13.6295180722892,12.0481927710843,4.89457831325301,2.48493975903614,9.18674698795181,2.71084337349398,0.903614457831325,5.57228915662651
"E01006549",1536,269,100,156,11,289,619,92,11,264,77,26,161,17.5130208333333,6.51041666666667,10.15625,0.716145833333333,18.8151041666667,40.2994791666667,5.98958333333333,0.716145833333333,17.1875,5.01302083333333,1.69270833333333,10.4817708333333
"E01006550",1499,98,58,110,7,853,341,32,11,960,235,64,661,6.53769179452969,3.86924616410941,7.33822548365577,0.466977985323549,56.9046030687125,22.7484989993329,2.13475650433622,0.733822548365577,64.0426951300867,15.6771180787191,4.26951300867245,44.0960640426951
"E01006551",1485,438,76,124,26,443,322,56,9,437,84,45,308,29.4949494949495,5.11784511784512,8.35016835016835,1.75084175084175,29.8316498316498,21.6835016835017,3.77104377104377,0.606060606060606,29.4276094276094,5.65656565656566,3.03030303030303,20.7407407407407
"E01006552",1452,385,197,171,17,156,388,138,34,209,48,40,121,26.5151515151515,13.5674931129477,11.7768595041322,1.17079889807163,10.7438016528926,26.7217630853994,9.50413223140496,2.34159779614325,14.3939393939394,3.30578512396694,2.75482093663912,8.33333333333333
"E01006553",1705,146,83,145,11,690,595,35,29,804,235,71,498,8.56304985337243,4.86803519061584,8.50439882697947,0.645161290322581,40.4692082111437,34.8973607038123,2.05278592375367,1.70087976539589,47.1554252199413,13.782991202346,4.16422287390029,29.208211143695
"E01006554",1530,143,83,102,9,579,563,51,20,612,166,48,398,9.34640522875817,5.42483660130719,6.66666666666667,0.588235294117647,37.843137254902,36.797385620915,3.33333333333333,1.30718954248366,40,10.8496732026144,3.13725490196078,26.0130718954248
"E01006556",1595,586,222,169,14,185,271,148,43,207,59,21,127,36.7398119122257,13.9184952978056,10.5956112852665,0.877742946708464,11.5987460815047,16.9905956112853,9.27899686520376,2.69592476489028,12.9780564263323,3.69905956112853,1.3166144200627,7.96238244514107
"E01006557",1915,143,78,159,18,1020,438,59,18,1187,270,101,816,7.46736292428198,4.07310704960836,8.30287206266319,0.939947780678851,53.2637075718016,22.8720626631854,3.08093994778068,0.939947780678851,61.9843342036554,14.0992167101828,5.27415143603133,42.6109660574413
"E01006558",1131,493,172,199,31,86,91,59,37,23,9,0,14,43.5897435897436,15.2077807250221,17.5950486295314,2.74093722369584,7.60389036251105,8.04597701149425,5.21662245800177,3.27144120247569,2.03359858532272,0.795755968169761,0,1.23784261715296
"E01006560",1576,819,213,224,32,119,109,60,36,66,16,12,35,51.9670050761421,13.5152284263959,14.2131979695431,2.03045685279188,7.5507614213198,6.91624365482233,3.80710659898477,2.28426395939086,4.18781725888325,1.01522842639594,0.761421319796954,2.22081218274112
"E01006562",1185,523,197,188,23,115,85,54,45,53,21,4,27,44.1350210970464,16.6244725738397,15.8649789029536,1.94092827004219,9.70464135021097,7.17299578059072,4.55696202531646,3.79746835443038,4.47257383966245,1.77215189873418,0.337552742616034,2.27848101265823
"E01006563",1408,726,187,191,36,91,106,71,33,56,20,8,27,51.5625,13.28125,13.5653409090909,2.55681818181818,6.46306818181818,7.52840909090909,5.04261363636364,2.34375,3.97727272727273,1.42045454545455,0.568181818181818,1.91761363636364
"E01006564",1477,698,197,158,41,147,182,54,32,52,20,3,29,47.2579553148274,13.3378469871361,10.6973595125254,2.7758970886933,9.95260663507109,12.3222748815166,3.6560595802302,2.1665538253216,3.5206499661476,1.354096140826,0.2031144211239,1.9634394041977
"E01006565",1275,454,220,175,51,137,192,46,31,51,24,7,20,35.6078431372549,17.2549019607843,13.7254901960784,4,10.7450980392157,15.0588235294118,3.6078431372549,2.43137254901961,4,1.88235294117647,0.549019607843137,1.56862745098039
"E01006566",1234,318,169,192,40,171,289,55,46,53,29,3,21,25.7698541329011,13.6952998379254,15.5591572123177,3.24149108589951,13.8573743922204,23.419773095624,4.45705024311183,3.72771474878444,4.29497568881686,2.35008103727715,0.243111831442464,1.70178282009724
"E01006567",1439,584,210,200,49,150,210,36,34,66,31,9,24,40.5837387074357,14.593467685893,13.8985406532314,3.4051424600417,10.4239054899236,14.593467685893,2.50173731758165,2.36275191104934,4.58651841556637,2.15427380125087,0.625434329395414,1.66782487838777
"E01006568",1306,349,177,227,40,181,296,36,36,51,21,12,18,26.7228177641654,13.5528330781011,17.3813169984686,3.06278713629403,13.8591117917305,22.6646248085758,2.75650842266462,2.75650842266462,3.90505359877489,1.60796324655436,0.918836140888208,1.37825421133231
"E01006569",1214,493,176,185,46,102,172,40,42,44,17,8,15,40.6095551894563,14.497528830313,15.2388797364086,3.78912685337726,8.40197693574959,14.168039538715,3.29489291598023,3.45963756177924,3.62438220757825,1.4003294892916,0.658978583196046,1.23558484349259
"E01006570",1221,299,165,196,54,162,309,36,36,62,32,4,26,24.4881244881245,13.5135135135135,16.0524160524161,4.42260442260442,13.2678132678133,25.3071253071253,2.94840294840295,2.94840294840295,5.07780507780508,2.62080262080262,0.327600327600328,2.12940212940213
"E01006571",1210,507,149,204,37,127,141,45,40,45,14,7,24,41.900826446281,12.3140495867769,16.8595041322314,3.05785123966942,10.495867768595,11.6528925619835,3.71900826446281,3.30578512396694,3.71900826446281,1.15702479338843,0.578512396694215,1.98347107438017
"E01006572",909,380,134,139,20,113,95,28,22,42,16,7,18,41.8041804180418,14.7414741474147,15.2915291529153,2.2002200220022,12.4312431243124,10.4510451045105,3.08030803080308,2.42024202420242,4.62046204620462,1.76017601760176,0.77007700770077,1.98019801980198
"E01006573",1223,458,167,188,32,136,199,43,28,37,10,5,22,37.448896156991,13.6549468520033,15.3720359771055,2.61651676206051,11.1201962387572,16.2714636140638,3.51594439901881,2.28945216680294,3.02534750613246,0.817661488143908,0.408830744071954,1.7988552739166
"E01006574",1094,412,163,189,32,122,135,41,40,36,11,8,16,37.6599634369287,14.8994515539305,17.2760511882998,2.92504570383912,11.1517367458867,12.3400365630713,3.74771480804388,3.6563071297989,3.29067641681901,1.0054844606947,0.731261425959781,1.46252285191956
"E01006575",1087,315,146,172,35,118,265,36,37,53,23,3,27,28.9788408463661,13.4314627414903,15.8233670653174,3.21987120515179,10.8555657773689,24.3790248390064,3.31186752529899,3.40386384544618,4.87580496780129,2.11591536338546,0.275988960441582,2.48390064397424
"E01006576",1394,297,187,246,60,197,371,36,28,63,24,5,34,21.3055954088953,13.4146341463415,17.6470588235294,4.30416068866571,14.1319942611191,26.6140602582496,2.58249641319943,2.00860832137733,4.519368723099,1.72166427546628,0.358680057388809,2.4390243902439
"E01006577",1236,224,151,187,51,157,431,35,50,54,25,8,21,18.1229773462783,12.2168284789644,15.1294498381877,4.12621359223301,12.7022653721683,34.8705501618123,2.83171521035599,4.0453074433657,4.36893203883495,2.02265372168285,0.647249190938511,1.69902912621359
"E01006578",1108,234,137,189,32,160,324,32,24,52,19,8,25,21.1191335740072,12.3646209386282,17.057761732852,2.88808664259928,14.4404332129964,29.2418772563177,2.88808664259928,2.16606498194946,4.69314079422383,1.71480144404332,0.72202166064982,2.25631768953069
"E01006579",1317,263,168,215,44,150,424,53,38,45,26,0,18,19.9696279422931,12.7562642369021,16.3249810174639,3.34092634776006,11.3895216400911,32.1943811693242,4.02429764616553,2.88534548215642,3.41685649202733,1.97418375094913,0,1.36674259681093
"E01006580",1111,159,135,207,32,148,388,42,47,52,29,2,21,14.3114311431143,12.1512151215122,18.6318631863186,2.88028802880288,13.3213321332133,34.9234923492349,3.78037803780378,4.23042304230423,4.68046804680468,2.61026102610261,0.18001800180018,1.89018901890189
"E01006581",1264,183,148,192,42,189,478,32,31,90,39,3,47,14.4778481012658,11.7088607594937,15.1898734177215,3.32278481012658,14.9525316455696,37.8164556962025,2.53164556962025,2.45253164556962,7.12025316455696,3.08544303797468,0.237341772151899,3.71835443037975
"E01006582",1309,170,119,203,51,168,559,39,65,85,31,8,46,12.987012987013,9.09090909090909,15.5080213903743,3.8961038961039,12.8342245989305,42.7043544690603,2.97937356760886,4.96562261268144,6.49350649350649,2.36822001527884,0.611153552330023,3.51413292589763
"E01006583",1524,134,105,227,28,509,476,45,33,539,166,96,277,8.79265091863517,6.88976377952756,14.8950131233596,1.83727034120735,33.3989501312336,31.2335958005249,2.95275590551181,2.16535433070866,35.3674540682415,10.8923884514436,6.2992125984252,18.1758530183727
"E01006584",1147,261,168,196,43,171,261,47,39,38,19,7,12,22.7550130775937,14.6469049694856,17.0880557977332,3.7489102005231,14.9084568439407,22.7550130775937,4.0976460331299,3.4001743679163,3.3129904097646,1.6564952048823,0.610287707061901,1.0462074978204
"E01006585",1136,463,175,166,22,115,135,60,24,57,12,17,28,40.7570422535211,15.4049295774648,14.612676056338,1.93661971830986,10.1232394366197,11.8838028169014,5.28169014084507,2.11267605633803,5.01760563380282,1.05633802816901,1.49647887323944,2.46478873239437
"E01006586",1606,466,206,200,42,227,390,75,35,113,33,14,65,29.0161892901619,12.826899128269,12.453300124533,2.61519302615193,14.134495641345,24.2839352428394,4.66998754669988,2.17932752179328,7.03611457036115,2.05479452054794,0.87173100871731,4.04732254047323
"E01006587",1354,331,172,207,42,164,378,60,27,64,25,5,34,24.4460856720827,12.7031019202363,15.288035450517,3.10192023633678,12.1122599704579,27.917282127031,4.43131462333826,1.99409158050222,4.72673559822747,1.84638109305761,0.369276218611521,2.51107828655835
"E01006588",1402,242,107,179,43,246,542,43,26,162,49,20,93,17.2610556348074,7.63195435092725,12.7674750356633,3.06704707560628,17.546362339515,38.6590584878745,3.06704707560628,1.85449358059914,11.5549215406562,3.49500713266762,1.4265335235378,6.63338088445078
"E01006589",1234,218,160,198,48,149,424,37,36,71,32,8,31,17.6661264181524,12.9659643435981,16.0453808752026,3.88978930307942,12.0745542949757,34.3598055105348,2.99837925445705,2.91734197730956,5.75364667747164,2.59319286871961,0.648298217179903,2.51215559157212
"E01006590",1457,176,131,149,19,325,614,43,22,261,67,19,175,12.079615648593,8.9910775566232,10.2264927934111,1.30404941660947,22.3061084420041,42.1413864104324,2.9512697323267,1.50995195607412,17.9135209334248,4.59849004804393,1.30404941660947,12.0109814687714
"E01006591",1374,159,123,155,30,242,642,23,44,183,67,14,102,11.5720524017467,8.95196506550218,11.2809315866084,2.18340611353712,17.6128093158661,46.7248908296943,1.67394468704512,3.20232896652111,13.3187772925764,4.87627365356623,1.01892285298399,7.4235807860262
"E01006592",1327,142,111,139,25,168,713,29,38,102,30,6,65,10.7008289374529,8.36473247927656,10.4747550866616,1.88394875659382,12.6601356443105,53.7302185380558,2.18538055764883,2.86360211002261,7.68651092690279,2.26073850791258,0.452147701582517,4.89826676714393
"E01006593",1324,155,110,148,19,288,572,32,27,247,61,18,168,11.7069486404834,8.30815709969789,11.178247734139,1.43504531722054,21.7522658610272,43.202416918429,2.41691842900302,2.0392749244713,18.6555891238671,4.60725075528701,1.3595166163142,12.6888217522659
"E01006594",1191,146,119,158,37,128,571,32,38,66,23,1,42,12.2586062132662,9.99160369437448,13.2661628883291,3.10663308144416,10.7472712006717,47.9429051217464,2.68681780016793,3.19059613769941,5.54156171284635,1.9311502938707,0.0839630562552477,3.5264483627204
"E01006595",1476,286,131,207,39,189,580,44,32,81,34,2,44,19.3766937669377,8.87533875338753,14.0243902439024,2.64227642276423,12.8048780487805,39.2953929539295,2.9810298102981,2.1680216802168,5.48780487804878,2.30352303523035,0.13550135501355,2.9810298102981
"E01006596",1228,215,121,160,40,157,495,40,28,71,28,6,37,17.5081433224756,9.85342019543974,13.0293159609121,3.25732899022801,12.785016286645,40.3094462540717,3.25732899022801,2.28013029315961,5.78175895765472,2.28013029315961,0.488599348534202,3.01302931596091
"E01006597",1395,169,113,176,30,160,713,34,39,80,24,4,52,12.1146953405018,8.10035842293907,12.6164874551971,2.1505376344086,11.4695340501792,51.1111111111111,2.43727598566308,2.79569892473118,5.73476702508961,1.72043010752688,0.28673835125448,3.72759856630824
"E01006598",1038,505,147,163,17,93,83,30,36,53,12,10,31,48.6512524084778,14.1618497109827,15.7032755298651,1.63776493256262,8.95953757225434,7.99614643545279,2.89017341040462,3.46820809248555,5.10597302504817,1.15606936416185,0.963391136801541,2.98651252408478
"E01006599",814,341,118,157,15,70,77,36,37,33,13,6,14,41.8918918918919,14.4963144963145,19.2874692874693,1.84275184275184,8.5995085995086,9.45945945945946,4.42260442260442,4.54545454545455,4.05405405405405,1.5970515970516,0.737100737100737,1.71990171990172
"E01006600",1173,493,156,215,29,126,112,42,41,51,21,6,24,42.0289855072464,13.2992327365729,18.3290707587383,2.47229326513214,10.7416879795396,9.54816709292413,3.58056265984655,3.49531116794544,4.34782608695652,1.79028132992327,0.51150895140665,2.0460358056266
"E01006603",1177,503,177,176,33,129,124,35,31,47,16,6,25,42.7357689039932,15.0382327952421,14.9532710280374,2.80373831775701,10.9600679694138,10.53525913339,2.97366185216653,2.63381478334749,3.99320305862362,1.35938827527613,0.509770603228547,2.12404418011895
"E01006604",1130,418,210,190,31,128,125,28,37,38,13,6,19,36.9911504424779,18.5840707964602,16.8141592920354,2.74336283185841,11.3274336283186,11.0619469026549,2.47787610619469,3.27433628318584,3.36283185840708,1.15044247787611,0.530973451327434,1.68141592920354
"E01006605",1270,530,191,192,37,130,148,42,30,61,22,8,31,41.7322834645669,15.0393700787402,15.1181102362205,2.91338582677165,10.2362204724409,11.6535433070866,3.30708661417323,2.36220472440945,4.80314960629921,1.73228346456693,0.62992125984252,2.44094488188976
"E01006606",1267,436,210,194,42,161,177,47,26,42,15,5,21,34.4119968429361,16.5745856353591,15.3117600631413,3.31491712707182,12.707182320442,13.9700078926598,3.7095501183899,2.05209155485399,3.31491712707182,1.18389897395422,0.394632991318074,1.65745856353591
"E01006607",1227,533,202,189,25,141,96,41,45,69,25,8,36,43.439282803586,16.4629176854116,15.4034229828851,2.03748981255094,11.4914425427873,7.8239608801956,3.34148329258354,3.66748166259169,5.62347188264059,2.03748981255094,0.6519967400163,2.93398533007335
"E01006608",998,340,145,179,28,132,148,26,22,44,18,9,17,34.0681362725451,14.5290581162325,17.935871743487,2.80561122244489,13.2264529058116,14.8296593186373,2.60521042084168,2.20440881763527,4.40881763527054,1.80360721442886,0.901803607214429,1.70340681362725
"E01006609",1060,357,185,188,32,113,152,33,35,51,14,5,32,33.6792452830189,17.4528301886792,17.7358490566038,3.0188679245283,10.6603773584906,14.3396226415094,3.11320754716981,3.30188679245283,4.81132075471698,1.32075471698113,0.471698113207547,3.0188679245283
"E01006610",1141,459,162,193,32,136,125,34,40,54,20,8,26,40.22787028922,14.1980718667835,16.9149868536372,2.8045574057844,11.9193689745837,10.9553023663453,2.97984224364592,3.5056967572305,4.73269062226117,1.75284837861525,0.7011393514461,2.27870289219982
"E01006611",1055,441,164,199,30,101,82,38,19,46,18,13,15,41.8009478672986,15.5450236966825,18.8625592417062,2.8436018957346,9.57345971563981,7.77251184834123,3.60189573459716,1.80094786729858,4.36018957345972,1.70616113744076,1.23222748815166,1.4218009478673
"E01006612",1214,536,173,189,43,134,101,38,20,54,19,5,29,44.1515650741351,14.2504118616145,15.5683690280066,3.54200988467875,11.0378912685338,8.31960461285008,3.13014827018122,1.64744645799012,4.44810543657331,1.56507413509061,0.411861614497529,2.38879736408567
"E01006613",1152,506,142,180,40,133,113,38,35,59,22,8,29,43.9236111111111,12.3263888888889,15.625,3.47222222222222,11.5451388888889,9.80902777777778,3.29861111111111,3.03819444444444,5.12152777777778,1.90972222222222,0.694444444444444,2.51736111111111
"E01006614",1084,415,172,176,32,126,117,46,17,43,18,4,20,38.2841328413284,15.8671586715867,16.2361623616236,2.9520295202952,11.6236162361624,10.7933579335793,4.24354243542435,1.56826568265683,3.96678966789668,1.66051660516605,0.3690036900369,1.8450184501845
"E01006615",1071,424,160,171,38,122,116,40,23,48,20,4,24,39.5891690009337,14.9393090569561,15.9663865546218,3.54808590102708,11.391223155929,10.8309990662932,3.73482726423903,2.14752567693744,4.48179271708683,1.86741363211951,0.373482726423903,2.24089635854342
"E01006616",1185,463,175,177,40,142,146,42,36,44,17,7,20,39.0717299578059,14.7679324894515,14.9367088607595,3.37552742616034,11.9831223628692,12.3206751054852,3.54430379746835,3.0379746835443,3.71308016877637,1.43459915611814,0.590717299578059,1.68776371308017
"E01006617",1216,280,161,189,55,165,316,50,38,47,22,8,17,23.0263157894737,13.2401315789474,15.5427631578947,4.52302631578947,13.5690789473684,25.9868421052632,4.11184210526316,3.125,3.86513157894737,1.80921052631579,0.657894736842105,1.39802631578947
"E01006618",1391,528,232,224,43,150,163,51,49,61,18,2,40,37.9583033788641,16.6786484543494,16.1035226455787,3.09130122214234,10.78360891445,11.7181883537024,3.66642703091301,3.52264557872035,4.38533429187635,1.294033069734,0.143781452192667,2.87562904385334
"E01006619",1339,341,176,211,52,184,327,48,29,67,28,8,31,25.4667662434653,13.1441374159821,15.7580283793876,3.88349514563107,13.7415982076176,24.4212098581031,3.58476474981329,2.16579536967886,5.00373412994772,2.09111277072442,0.597460791635549,2.31516056758775
"E01006620",1197,338,144,198,43,152,283,39,31,47,28,2,17,28.2372598162072,12.0300751879699,16.5413533834586,3.59231411862991,12.6984126984127,23.6424394319131,3.25814536340852,2.58980785296575,3.92648287385129,2.33918128654971,0.167084377610693,1.42021720969089
"E01006621",1249,247,153,212,55,172,379,31,36,89,31,8,50,19.7758206565252,12.2497998398719,16.9735788630905,4.4035228182546,13.7710168134508,30.3442754203363,2.48198558847078,2.88230584467574,7.12570056044836,2.48198558847078,0.640512409927942,4.00320256204964
"E01006622",1238,237,172,234,59,164,329,43,39,55,32,6,16,19.1437802907916,13.8933764135703,18.9014539579968,4.76575121163166,13.2471728594507,26.5751211631664,3.47334410339257,3.15024232633279,4.44264943457189,2.58481421647819,0.484652665589661,1.2924071082391
"E01006623",1223,295,189,176,66,152,306,39,41,67,30,6,31,24.1210139002453,15.4538021259199,14.3908421913328,5.3965658217498,12.4284546197874,25.0204415372036,3.18887980376124,3.35241210139002,5.47833197056419,2.45298446443173,0.490596892886345,2.53475061324612
"E01006624",1294,422,199,213,56,130,222,52,35,55,24,3,28,32.6120556414219,15.3786707882535,16.4605873261206,4.32766615146832,10.0463678516229,17.1561051004637,4.01854714064915,2.7047913446677,4.25038639876352,1.85471406491499,0.231839258114374,2.16383307573416
