"GeographyCode","QS113EW0001","QS113EW0002","QS113EW0003","QS113EW0004","QS113EW0005","QS113EW0006","QS113EW0007","QS113EW0008","QS113EW0009","QS113EW0010","QS113EW0011","QS113EW0012","QS113EW0013","QS113EW0014","QS113EW0015","QS113EW0016","QS113EW0017","QS113EW0018","QS113EW0019","QS113EW0020","QS113EW0021","QS113EW0022","QS113EW0023","QS113EW0024","QS113EW0025","QS113EW0026","QS113EW0027","QS113EW0028","QS113EW0029","QS113EW0030","QS113EW0031"
"E00033019",218,145,8,137,39,1,9,5,2,2,0,1,1,0,0,0,9,8,0,1,0,19,11,1,7,34,1,2,22,1,8
"E00033020",143,94,2,92,25,1,3,1,2,0,0,0,0,0,0,0,19,19,0,0,0,2,1,0,1,24,1,0,13,0,10
"E00033021",134,65,15,50,53,6,15,6,3,3,3,1,0,1,0,0,19,14,1,4,0,12,2,4,6,16,3,3,2,0,8
"E00033023",149,86,33,53,32,3,17,8,7,2,0,1,1,0,0,0,6,3,1,1,1,5,2,1,2,31,1,1,16,2,11
"E00033024",104,58,14,44,38,4,10,4,0,1,5,0,0,0,0,0,4,3,0,0,1,20,10,2,8,8,1,2,0,0,5
"E00033025",135,56,14,42,71,8,34,17,7,6,4,0,0,0,0,0,18,10,3,4,1,11,4,1,6,8,0,1,2,0,5
"E00033026",90,28,13,15,53,7,34,7,6,12,9,0,0,0,0,0,6,3,1,2,0,6,3,0,3,9,2,3,0,0,4
"E00033027",200,109,36,73,61,6,24,11,1,7,5,0,0,0,0,0,18,15,2,0,1,13,8,2,3,30,2,2,4,0,22
"E00033029",111,39,9,30,59,4,31,11,4,4,12,1,1,0,0,0,13,9,2,2,0,10,2,2,6,13,2,2,0,0,9
"E00033030",95,23,10,13,68,20,39,8,11,11,9,0,0,0,0,0,5,1,4,0,0,4,1,2,1,4,0,1,0,1,2
"E00033031",130,39,16,23,80,4,46,15,13,11,7,1,1,0,0,0,15,11,2,2,0,14,3,1,10,11,3,1,3,0,4
"E00033032",238,154,19,135,60,3,17,10,5,2,0,1,1,0,0,0,33,32,1,0,0,6,3,0,3,24,0,0,3,0,21
"E00033033",193,122,9,113,52,0,14,9,4,1,0,0,0,0,0,0,30,27,1,2,0,8,8,0,0,19,1,0,1,0,17
"E00033034",201,118,5,113,62,2,13,9,1,1,2,1,1,0,0,0,39,33,4,1,1,7,3,2,2,21,0,1,0,0,20
"E00033035",159,57,12,45,72,6,30,15,4,5,6,1,1,0,0,0,18,16,0,2,0,17,6,3,8,30,2,2,1,1,24
"E00033036",128,75,6,69,39,0,12,6,4,1,1,0,0,0,0,0,11,11,0,0,0,16,10,0,6,14,0,0,0,0,14
"E00033037",153,78,25,53,67,18,39,17,9,5,8,1,0,1,0,0,2,1,0,1,0,7,4,0,3,8,1,2,0,2,3
"E00033038",110,73,1,72,26,0,4,2,1,1,0,0,0,0,0,0,13,11,2,0,0,9,5,1,3,11,0,0,0,1,10
"E00033040",132,69,15,54,47,5,20,10,3,5,2,0,0,0,0,0,12,6,2,4,0,10,3,2,5,16,1,1,3,0,11
"E00033041",110,33,25,8,73,8,42,17,5,13,7,0,0,0,0,0,10,2,3,5,0,13,6,3,4,4,1,1,0,0,2
"E00033042",98,27,14,13,63,11,41,14,7,8,12,0,0,0,0,0,5,2,2,0,1,6,2,2,2,8,1,1,2,0,4
"E00033043",112,28,10,18,65,6,32,13,9,4,6,0,0,0,0,0,15,8,4,3,0,12,2,3,7,19,3,1,2,1,12
"E00033044",92,18,10,8,67,13,40,7,7,12,14,0,0,0,0,0,5,2,3,0,0,9,2,1,6,7,1,0,1,1,4
"E00033045",132,81,42,39,46,7,18,9,2,2,5,0,0,0,0,0,5,3,2,0,0,16,5,7,4,5,1,0,1,1,2
"E00033046",121,73,51,22,41,25,11,9,0,1,1,0,0,0,0,0,3,1,2,0,0,2,0,0,2,7,0,0,1,1,5
"E00033047",106,19,10,9,77,15,46,15,9,10,12,1,1,0,0,0,8,0,3,5,0,7,2,3,2,10,1,1,0,0,8
"E00033048",100,23,18,5,72,12,49,15,11,15,8,0,0,0,0,0,6,3,1,1,1,5,0,1,4,5,0,1,0,0,4
"E00033049",154,41,7,34,97,4,46,13,14,11,8,1,0,0,0,1,28,19,3,6,0,18,9,6,3,16,3,1,3,0,9
"E00033050",84,13,9,4,67,8,41,7,5,12,17,0,0,0,0,0,10,7,1,1,1,8,1,0,7,4,1,0,0,0,3
"E00033051",167,65,6,59,81,7,33,24,0,3,6,0,0,0,0,0,25,21,1,1,2,16,8,2,6,21,1,1,1,0,18
"E00033052",144,41,14,27,61,5,29,9,7,4,9,1,0,0,1,0,17,11,3,3,0,9,1,3,5,42,4,0,14,0,24
"E00033053",111,32,10,22,65,4,28,6,6,8,8,0,0,0,0,0,20,13,2,4,1,13,6,4,3,14,1,1,4,0,8
"E00033054",76,30,8,22,40,6,17,5,2,4,6,0,0,0,0,0,6,5,1,0,0,11,7,2,2,6,2,3,0,0,1
"E00033055",106,35,6,29,60,2,33,16,7,6,4,0,0,0,0,0,20,6,4,7,3,5,0,3,2,11,3,0,0,0,8
"E00033056",123,34,10,24,80,8,43,16,10,12,5,0,0,0,0,0,16,9,4,2,1,13,3,2,8,9,0,1,1,0,7
"E00033057",122,39,14,25,72,9,37,11,10,8,8,1,1,0,0,0,15,4,8,3,0,10,5,2,3,11,3,2,1,0,5
"E00033059",149,63,42,21,77,17,39,16,4,11,8,0,0,0,0,0,6,2,1,3,0,15,9,3,3,9,1,3,0,2,3
"E00033060",101,45,32,13,52,15,31,7,3,7,14,0,0,0,0,0,1,0,0,1,0,5,1,2,2,4,1,0,0,0,3
"E00033061",91,27,15,12,57,6,39,10,7,12,10,0,0,0,0,0,8,2,2,3,1,4,1,1,2,7,1,3,1,2,0
"E00033062",105,30,20,10,67,9,47,11,6,20,10,0,0,0,0,0,4,2,1,1,0,7,1,1,5,8,1,0,0,2,5
"E00033063",101,19,9,10,77,11,51,18,7,10,16,0,0,0,0,0,6,3,2,1,0,9,2,3,4,5,2,1,0,1,1
"E00033064",97,23,5,18,70,7,42,13,10,16,3,0,0,0,0,0,11,6,4,0,1,10,4,3,3,4,1,0,0,1,2
"E00033065",120,29,17,12,83,7,52,17,10,16,9,0,0,0,0,0,12,7,3,2,0,12,5,1,6,8,0,2,0,1,5
"E00033066",155,88,13,75,57,4,12,5,4,3,0,2,2,0,0,0,34,30,3,1,0,5,3,1,1,10,0,0,0,0,10
"E00033067",184,120,17,103,51,3,18,12,3,3,0,0,0,0,0,0,20,18,1,1,0,10,3,4,3,13,0,1,0,0,12
"E00033068",203,115,7,108,66,1,15,8,3,2,2,1,1,0,0,0,43,38,3,2,0,6,3,0,3,22,1,0,5,0,16
"E00033069",164,102,12,90,45,1,16,9,4,3,0,1,1,0,0,0,20,19,1,0,0,7,4,2,1,17,0,0,0,0,17
"E00033070",190,129,15,114,44,2,5,4,1,0,0,0,0,0,0,0,22,21,1,0,0,15,11,3,1,17,2,0,2,1,12
"E00033071",141,61,6,55,67,3,24,13,3,5,3,4,2,0,1,1,24,21,2,1,0,12,6,1,5,13,1,0,1,1,10
"E00033072",167,82,4,78,43,1,9,5,1,1,2,0,0,0,0,0,21,19,2,0,0,12,5,3,4,42,0,1,10,0,31
"E00033073",192,140,32,108,43,1,8,5,2,1,0,2,2,0,0,0,31,30,1,0,0,1,1,0,0,9,0,0,0,0,9
"E00033074",179,122,13,109,44,0,10,2,2,4,2,1,0,1,0,0,15,11,3,1,0,18,13,3,2,13,1,3,0,0,9
"E00033075",210,188,52,136,17,1,4,2,2,0,0,0,0,0,0,0,10,7,3,0,0,2,2,0,0,5,0,0,0,1,4
"E00033076",152,68,23,45,72,16,32,10,9,8,5,0,0,0,0,0,15,12,0,3,0,9,4,0,5,12,1,2,0,0,9
"E00033077",185,113,29,84,51,2,17,9,6,0,2,1,1,0,0,0,23,19,2,2,0,8,5,0,3,21,1,0,3,1,16
"E00033078",176,117,17,100,51,9,20,5,5,3,7,0,0,0,0,0,10,7,2,1,0,12,9,1,2,8,0,0,0,2,6
"E00033079",116,61,15,46,44,2,25,8,1,11,5,0,0,0,0,0,8,6,1,1,0,9,3,1,5,11,0,1,1,0,9
"E00033080",150,114,32,82,32,3,4,3,0,1,0,0,0,0,0,0,7,4,1,2,0,18,6,3,9,4,0,0,0,0,4
"E00033081",127,62,15,47,61,8,21,10,6,2,3,0,0,0,0,0,25,18,5,2,0,7,5,0,2,4,0,0,0,0,4
"E00033082",122,22,13,9,96,19,61,20,12,15,14,0,0,0,0,0,7,3,1,2,1,9,3,3,3,4,0,0,0,1,3
"E00033083",122,23,6,17,92,13,65,27,7,19,12,0,0,0,0,0,6,1,2,2,1,8,3,2,3,7,2,2,0,0,3
"E00033084",148,59,28,31,82,10,44,11,6,14,13,0,0,0,0,0,7,4,0,1,2,21,5,6,10,7,2,5,0,0,0
"E00033085",143,51,21,30,84,10,46,16,3,12,15,0,0,0,0,0,10,6,1,2,1,18,5,5,8,8,3,3,0,0,2
"E00033086",122,35,29,6,85,28,37,19,9,2,7,0,0,0,0,0,8,4,1,3,0,12,5,2,5,2,0,1,0,0,1
"E00033087",149,36,7,29,108,8,70,13,19,22,16,0,0,0,0,0,8,5,1,2,0,22,8,9,5,5,3,1,0,0,1
"E00033088",101,26,18,8,70,9,39,13,8,6,12,0,0,0,0,0,5,2,3,0,0,17,4,0,13,5,2,1,0,1,1
"E00033089",124,42,23,19,66,3,32,4,15,7,6,0,0,0,0,0,8,4,1,3,0,23,8,8,7,16,2,2,0,1,11
"E00033090",139,26,13,13,92,13,49,15,11,11,12,0,0,0,0,0,9,2,2,2,3,21,3,5,13,21,6,4,0,0,11
"E00033091",126,28,16,12,90,12,53,18,14,7,14,0,0,0,0,0,13,9,3,0,1,12,5,3,4,8,0,3,0,0,5
"E00033092",127,32,19,13,89,18,57,14,13,12,18,0,0,0,0,0,5,2,1,2,0,9,1,1,7,6,1,2,0,1,2
"E00033093",158,48,22,26,101,11,56,15,13,13,15,0,0,0,0,0,13,3,5,1,4,21,6,4,11,9,2,3,0,0,4
"E00033094",136,35,18,17,97,22,54,12,8,12,22,0,0,0,0,0,9,2,5,2,0,12,3,3,6,4,2,0,0,0,2
"E00033095",164,35,17,18,114,16,76,23,13,20,20,0,0,0,0,0,11,9,1,1,0,11,4,2,5,15,2,3,0,1,9
"E00033096",110,30,21,9,75,22,48,15,5,15,13,0,0,0,0,0,1,0,0,1,0,4,1,1,2,5,2,1,0,0,2
"E00033097",119,35,13,22,76,13,20,6,3,7,4,0,0,0,0,0,7,3,4,0,0,36,13,8,15,8,3,1,0,0,4
"E00033098",113,21,14,7,85,22,49,19,6,12,12,0,0,0,0,0,6,3,2,0,1,8,2,0,6,7,1,0,0,0,6
"E00033099",94,57,55,2,37,11,19,5,2,6,6,0,0,0,0,0,4,2,2,0,0,3,0,1,2,0,0,0,0,0,0
"E00033100",138,52,27,25,73,10,35,15,6,6,8,0,0,0,0,0,6,2,0,3,1,22,6,5,11,13,3,2,0,1,7
"E00033101",96,34,22,12,57,13,28,7,3,8,10,0,0,0,0,0,9,6,1,1,1,7,0,0,7,5,2,0,0,0,3
"E00033102",207,82,16,66,113,4,51,22,9,10,10,0,0,0,0,0,24,13,7,3,1,34,16,8,10,12,2,2,0,2,6
"E00033103",117,32,17,15,75,8,35,11,4,9,11,0,0,0,0,0,10,3,2,3,2,22,4,4,14,10,4,3,0,0,3
"E00033104",109,34,14,20,63,9,25,9,2,9,5,0,0,0,0,0,7,2,3,2,0,22,9,4,9,12,2,5,0,1,4
"E00033105",118,31,23,8,78,17,51,12,9,12,18,0,0,0,0,0,6,1,2,2,1,4,0,1,3,9,5,0,0,0,4
"E00033106",125,37,16,21,85,7,36,15,6,6,9,0,0,0,0,0,15,6,5,4,0,27,7,4,16,3,1,0,0,0,2
"E00033107",121,17,8,9,91,8,58,19,11,13,15,0,0,0,0,0,9,5,1,1,2,16,5,5,6,13,2,4,0,0,7
"E00033108",119,22,13,9,88,9,38,10,12,8,8,0,0,0,0,0,14,6,4,4,0,27,12,7,8,9,1,2,0,1,5
"E00033109",123,28,17,11,85,11,59,18,8,18,15,1,1,0,0,0,3,2,1,0,0,11,4,2,5,10,3,2,0,1,4
"E00033110",142,33,12,21,97,18,41,13,7,8,13,0,0,0,0,0,12,6,1,2,3,26,11,4,11,12,2,1,0,0,9
"E00033112",115,23,13,10,82,9,64,24,9,16,15,0,0,0,0,0,6,2,1,3,0,3,2,1,0,10,2,3,0,0,5
"E00033113",117,38,18,20,75,13,51,25,10,7,9,0,0,0,0,0,6,5,0,1,0,5,4,0,1,4,0,1,0,0,3
"E00033114",113,18,5,13,89,21,53,18,15,14,6,0,0,0,0,0,8,4,1,3,0,7,0,2,5,6,1,2,0,0,3
"E00033115",92,62,26,36,30,12,13,6,5,0,2,1,1,0,0,0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0
"E00033116",101,73,34,39,28,10,14,8,0,1,5,1,1,0,0,0,1,1,0,0,0,2,0,1,1,0,0,0,0,0,0
"E00033117",154,44,37,7,105,18,73,24,12,26,11,0,0,0,0,0,5,0,2,2,1,9,1,3,5,5,1,2,0,0,2
"E00033118",129,24,15,9,100,18,55,13,11,14,17,0,0,0,0,0,9,3,2,3,1,18,4,3,11,5,2,0,0,0,3
"E00033119",109,30,20,10,77,18,48,11,10,19,8,1,1,0,0,0,2,1,1,0,0,8,1,1,6,2,0,0,0,1,1
"E00033120",132,42,21,21,88,10,50,14,12,15,9,0,0,0,0,0,10,4,2,4,0,18,5,5,8,2,1,1,0,0,0
"E00033121",119,53,31,22,62,25,25,9,3,10,3,0,0,0,0,0,6,5,0,0,1,6,3,1,2,4,0,0,0,2,2
"E00033122",121,36,22,14,79,14,41,19,5,8,9,0,0,0,0,0,10,3,3,4,0,14,0,5,9,6,1,1,0,0,4
"E00033123",123,40,33,7,78,26,41,15,4,11,11,0,0,0,0,0,3,2,1,0,0,8,2,1,5,5,1,1,0,2,1
"E00033124",120,34,14,20,80,5,59,13,8,18,20,0,0,0,0,0,5,5,0,0,0,11,6,2,3,6,1,1,0,1,3
"E00033125",111,64,13,51,42,4,15,4,4,1,6,0,0,0,0,0,4,2,1,1,0,19,7,4,8,5,1,0,0,1,3
"E00033126",111,30,18,12,75,20,41,13,6,6,16,0,0,0,0,0,6,2,1,3,0,8,2,1,5,6,0,0,0,2,4
"E00033127",194,73,29,44,110,10,62,17,9,21,15,0,0,0,0,0,10,4,3,2,1,28,10,4,14,11,1,0,0,0,10
"E00033128",111,36,19,17,71,6,28,7,8,5,8,0,0,0,0,0,6,1,3,2,0,31,9,7,15,4,3,1,0,0,0
"E00033129",108,30,19,11,72,27,31,6,6,6,13,0,0,0,0,0,6,2,1,1,2,8,4,2,2,6,0,1,1,2,2
"E00033130",126,23,11,12,96,12,69,19,12,21,17,0,0,0,0,0,9,5,1,2,1,6,1,3,2,7,2,0,0,0,5
"E00033131",130,64,42,22,57,10,20,6,3,9,2,0,0,0,0,0,5,1,2,1,1,22,12,5,5,9,2,4,0,0,3
"E00033132",158,40,12,28,104,10,44,8,13,13,10,0,0,0,0,0,22,10,5,4,3,28,12,5,11,14,6,2,0,0,6
"E00033133",144,35,25,10,95,9,29,5,8,8,8,0,0,0,0,0,6,0,3,3,0,51,16,18,17,14,4,3,0,3,4
"E00033134",111,62,12,50,42,3,10,5,2,1,2,0,0,0,0,0,7,1,4,1,1,22,10,6,6,7,1,1,0,0,5
"E00033135",183,54,18,36,117,15,46,11,13,10,12,0,0,0,0,0,15,4,4,7,0,41,21,14,6,12,3,5,0,1,3
"E00033136",99,37,15,22,51,8,16,5,1,4,6,0,0,0,0,0,4,1,1,1,1,23,10,9,4,11,2,5,0,0,4
"E00033137",167,97,15,82,63,4,22,11,4,2,5,0,0,0,0,0,6,1,2,3,0,31,25,3,3,7,1,1,0,0,5
"E00033138",113,76,14,62,31,3,8,2,3,0,3,0,0,0,0,0,4,1,2,0,1,16,7,4,5,6,1,0,0,0,5
"E00033139",149,83,32,51,56,10,23,13,5,1,4,0,0,0,0,0,5,3,1,1,0,18,4,3,11,10,2,1,0,0,7
"E00033140",94,34,14,20,54,5,19,6,4,2,7,0,0,0,0,0,6,2,2,1,1,24,13,4,7,6,1,1,0,0,4
"E00033141",85,28,13,15,46,5,16,3,2,2,9,0,0,0,0,0,10,3,0,7,0,15,6,7,2,11,2,1,0,0,8
"E00033142",117,39,12,27,75,6,31,14,5,7,5,0,0,0,0,0,13,6,3,4,0,25,10,10,5,3,1,1,0,0,1
"E00033143",127,68,8,60,52,2,12,2,2,5,3,0,0,0,0,0,6,3,1,2,0,32,16,13,3,7,1,1,0,0,5
"E00033144",126,70,17,53,50,4,7,5,0,0,2,0,0,0,0,0,15,11,3,1,0,24,13,5,6,6,1,1,0,0,4
"E00033145",122,34,12,22,74,8,25,5,6,6,8,1,1,0,0,0,13,4,3,5,1,27,10,12,5,14,6,1,1,0,6
"E00033146",124,41,11,30,71,10,25,7,5,5,8,0,0,0,0,0,13,4,1,5,3,23,9,12,2,12,2,4,0,0,6
"E00033147",127,44,20,24,76,5,35,9,7,8,11,0,0,0,0,0,14,5,0,8,1,22,6,7,9,7,1,1,0,0,5
"E00033148",116,38,16,22,66,4,24,6,5,8,5,0,0,0,0,0,9,4,2,3,0,29,12,8,9,12,3,1,0,1,7
"E00033149",98,32,9,23,59,4,25,10,4,5,6,0,0,0,0,0,9,5,3,1,0,21,4,7,10,7,0,3,0,2,2
"E00033150",146,55,7,48,79,2,27,11,5,7,4,0,0,0,0,0,11,3,5,2,1,39,19,9,11,12,2,6,0,0,4
"E00033151",125,65,15,50,48,1,15,4,5,2,4,0,0,0,0,0,8,0,6,2,0,24,7,10,7,12,3,3,0,0,6
"E00033152",146,62,6,56,62,5,20,8,3,4,5,0,0,0,0,0,10,4,3,3,0,27,12,7,8,22,4,2,7,0,9
"E00033153",167,73,21,52,80,10,32,8,9,5,10,0,0,0,0,0,12,5,7,0,0,26,13,6,7,14,3,1,0,0,10
"E00033154",102,68,10,58,28,3,7,0,2,2,3,0,0,0,0,0,6,3,1,2,0,12,10,0,2,6,2,0,0,0,4
"E00033155",155,81,30,51,71,11,11,6,2,2,1,0,0,0,0,0,8,3,3,2,0,41,25,7,9,3,0,1,0,0,2
"E00033156",122,61,12,49,51,4,18,6,1,4,7,1,1,0,0,0,12,5,2,2,3,16,10,2,4,10,1,4,0,0,5
"E00033157",140,55,14,41,70,3,18,5,5,6,2,0,0,0,0,0,15,3,7,4,1,34,15,13,6,15,1,0,6,0,8
"E00033158",130,40,8,32,81,2,21,8,5,7,1,0,0,0,0,0,12,3,6,3,0,46,24,16,6,9,2,2,2,0,3
"E00033159",87,31,8,23,52,3,10,4,3,1,2,0,0,0,0,0,6,3,3,0,0,33,13,18,2,4,2,0,0,0,2
"E00033160",167,85,13,72,69,7,29,11,4,9,5,0,0,0,0,0,7,1,1,4,1,26,11,11,4,13,3,2,4,0,4
"E00033161",137,71,50,21,53,3,16,3,1,5,7,0,0,0,0,0,22,8,6,8,0,12,4,3,5,13,1,3,0,1,8
"E00033162",131,70,7,63,47,3,9,2,3,3,1,0,0,0,0,0,9,2,4,0,3,26,8,13,5,14,1,6,1,0,6
"E00033163",136,70,6,64,49,2,13,4,0,6,3,0,0,0,0,0,8,2,2,2,2,26,18,3,5,17,0,0,0,0,17
"E00033164",152,42,10,32,100,3,42,11,8,7,16,0,0,0,0,0,17,11,4,2,0,38,14,16,8,10,1,1,0,0,8
"E00033165",117,90,49,41,24,3,7,2,1,2,2,0,0,0,0,0,2,0,2,0,0,12,6,2,4,3,0,1,0,0,2
"E00033166",113,81,27,54,28,11,12,6,2,1,3,0,0,0,0,0,1,1,0,0,0,4,2,1,1,4,1,1,0,2,0
"E00033167",130,31,7,24,91,9,31,11,6,7,7,0,0,0,0,0,20,9,4,7,0,31,8,8,15,8,3,1,0,0,4
"E00033168",122,35,23,12,83,16,46,17,10,8,11,0,0,0,0,0,11,4,3,3,1,10,1,2,7,4,0,1,0,0,3
"E00033169",122,34,17,17,85,10,45,12,8,8,17,0,0,0,0,0,12,3,3,5,1,18,5,5,8,3,1,1,0,0,1
"E00033170",142,35,14,21,95,5,54,14,10,10,20,0,0,0,0,0,10,5,0,5,0,26,13,6,7,12,5,1,0,2,4
"E00033171",136,37,15,22,92,6,56,16,16,11,13,0,0,0,0,0,12,3,5,1,3,18,6,8,4,7,0,1,0,1,5
"E00033172",122,90,3,87,27,0,10,5,3,1,1,0,0,0,0,0,6,4,1,1,0,11,1,4,6,5,0,3,0,1,1
"E00033173",129,42,18,24,76,11,45,10,7,10,18,0,0,0,0,0,7,2,4,0,1,13,4,4,5,11,3,3,0,0,5
"E00033174",114,32,13,19,73,5,22,7,4,5,6,0,0,0,0,0,7,0,1,5,1,39,12,15,12,9,7,1,0,0,1
"E00033175",107,26,8,18,77,10,40,15,8,11,6,0,0,0,0,0,4,1,1,2,0,23,4,8,11,4,2,2,0,0,0
"E00033176",99,28,8,20,59,2,25,6,3,8,8,0,0,0,0,0,8,5,0,2,1,24,10,11,3,12,4,2,0,0,6
"E00033177",130,40,16,24,84,11,34,16,7,3,8,0,0,0,0,0,8,1,2,4,1,31,20,4,7,6,1,3,0,0,2
"E00033178",88,45,11,34,38,7,12,4,1,3,4,0,0,0,0,0,7,4,0,3,0,12,3,5,4,5,3,0,0,0,2
"E00033179",136,39,10,29,90,11,22,8,3,6,5,0,0,0,0,0,24,7,6,8,3,33,12,11,10,7,3,2,0,1,1
"E00033181",155,65,7,58,52,5,20,6,7,5,2,0,0,0,0,0,18,9,1,5,3,9,3,1,5,38,1,3,20,0,14
"E00033182",184,109,16,93,53,2,24,9,5,5,5,1,0,0,1,0,14,8,3,3,0,12,7,2,3,22,2,0,10,0,10
"E00033183",207,91,8,83,40,0,13,7,3,0,3,0,0,0,0,0,19,17,2,0,0,8,4,1,3,76,2,6,45,1,22
"E00033185",117,38,2,36,38,3,12,2,2,5,3,1,0,0,1,0,12,7,3,2,0,10,0,6,4,41,0,1,29,0,11
"E00033186",105,29,3,26,27,1,10,3,1,4,2,0,0,0,0,0,10,7,0,2,1,6,2,2,2,49,1,2,22,0,24
"E00033187",129,80,5,75,33,2,8,4,1,0,3,0,0,0,0,0,17,16,1,0,0,6,2,0,4,16,1,1,1,0,13
"E00033188",113,24,7,17,49,3,23,6,2,8,7,0,0,0,0,0,8,6,1,0,1,15,2,3,10,40,2,0,18,1,19
"E00033189",208,79,19,60,92,4,25,4,7,10,4,0,0,0,0,0,9,5,1,1,2,54,27,13,14,37,4,8,5,2,18
"E00033190",226,79,13,66,119,1,53,7,9,29,8,0,0,0,0,0,10,3,2,4,1,55,29,15,11,28,6,10,1,0,11
"E00033191",128,18,5,13,39,4,13,3,2,4,4,0,0,0,0,0,5,4,0,1,0,17,2,5,10,71,2,1,47,0,21
"E00033192",118,25,10,15,26,2,12,3,0,7,2,0,0,0,0,0,2,2,0,0,0,10,3,1,6,67,0,1,47,0,19
"E00033193",114,31,6,25,50,4,23,8,4,6,5,0,0,0,0,0,9,8,1,0,0,14,4,6,4,33,1,1,17,0,14
"E00033194",117,30,8,22,38,2,15,5,3,4,3,0,0,0,0,0,11,8,1,1,1,10,5,3,2,49,2,0,23,0,24
"E00033195",105,24,7,17,49,3,16,7,1,4,4,0,0,0,0,0,14,12,2,0,0,16,6,4,6,32,0,1,9,0,22
"E00033196",137,102,3,99,22,2,2,1,0,1,0,0,0,0,0,0,14,13,1,0,0,4,2,1,1,13,0,3,1,0,9
"E00033197",236,146,60,86,72,13,10,6,1,1,2,1,1,0,0,0,21,17,2,1,1,27,6,1,20,18,2,0,0,2,14
"E00033198",135,28,9,19,62,4,28,10,9,7,2,0,0,0,0,0,13,7,3,3,0,17,6,3,8,45,0,0,29,2,14
