"GeographyCode","QS603EW0001","QS603EW0002","QS603EW0003","QS603EW0004"
"E01006622",93,36,10,47
"E01006623",108,34,13,61
"E01006624",90,29,3,58
"E01006625",90,34,8,48
"E01006626",107,32,11,64
"E01006627",67,27,8,32
"E01006628",447,112,55,280
"E01006629",87,31,6,50
"E01006630",100,25,11,64
"E01006632",110,22,16,72
"E01006633",76,15,12,49
"E01006637",114,37,10,67
"E01006638",86,25,11,50
"E01006639",81,23,1,57
"E01006640",92,29,6,57
"E01006641",59,18,5,36
"E01006642",93,19,11,63
"E01006643",121,24,9,88
"E01006644",116,29,16,71
"E01006645",74,16,7,51
"E01006646",217,50,22,145
"E01006647",86,17,7,62
"E01006648",292,84,38,170
"E01006651",111,40,13,58
"E01006652",76,22,6,48
"E01006653",72,22,7,43
"E01006654",89,46,6,37
"E01006655",88,25,7,56
"E01006656",72,17,6,49
"E01006657",54,18,7,29
"E01006658",63,19,9,35
"E01006659",65,16,14,35
"E01006660",72,15,4,53
"E01006661",81,20,15,46
"E01006662",81,29,6,46
"E01006663",42,10,5,27
"E01006664",70,18,9,43
"E01006665",100,34,11,55
"E01006666",127,49,16,62
"E01006667",62,18,4,40
"E01006668",98,30,8,60
"E01006669",119,33,23,63
"E01006670",94,39,9,46
"E01006671",111,28,14,69
"E01006672",113,37,9,67
"E01006673",278,76,34,168
"E01006674",193,37,29,127
"E01006675",175,69,15,91
"E01006676",180,41,25,114
"E01006677",73,16,8,49
"E01006678",200,37,19,144
"E01006679",254,45,37,172
"E01006680",103,37,7,59
"E01006681",97,30,10,57
"E01006682",74,27,2,45
"E01006683",88,24,15,49
"E01006684",98,30,5,63
"E01006685",123,37,10,76
"E01006686",117,28,7,82
"E01006687",81,22,7,52
"E01006688",81,26,4,51
"E01006689",94,40,7,47
"E01006690",173,52,29,92
"E01006691",174,58,18,98
"E01006692",185,44,23,118
"E01006693",80,19,6,55
"E01006694",205,81,18,106
"E01006695",212,65,26,121
"E01006696",211,47,25,139
"E01006697",189,55,25,109
"E01006698",103,40,6,57
"E01006699",105,22,21,62
"E01006700",92,19,16,57
"E01006701",74,18,5,51
"E01006702",98,22,8,68
"E01006703",90,26,6,58
"E01006705",87,22,17,48
"E01006706",83,22,8,53
"E01006707",70,22,5,43
"E01006708",103,29,5,69
"E01006709",91,22,7,62
"E01006710",85,22,9,54
"E01006711",104,27,14,63
"E01006712",59,12,10,37
"E01006713",59,21,10,28
"E01006716",71,20,7,44
"E01006717",97,33,10,54
"E01006718",105,26,17,62
"E01006719",102,17,12,73
"E01006720",419,109,35,275
"E01006721",251,67,19,165
"E01006722",803,237,84,482
"E01006723",727,184,38,505
"E01006724",909,204,69,636
"E01006725",137,46,22,69
"E01006726",394,122,27,245
"E01006727",153,49,14,90
"E01006728",188,48,27,113
"E01006729",108,27,17,64
"E01006730",98,31,16,51
"E01006731",65,15,8,42
"E01006732",117,21,14,82
"E01006734",90,18,19,53
"E01006735",85,22,14,49
"E01006736",105,26,14,65
"E01006737",111,18,24,69
"E01006738",86,17,8,61
"E01006739",98,29,5,64
"E01006740",73,17,10,46
"E01006741",99,22,16,61
"E01006742",85,24,7,54
"E01006743",118,38,4,76
"E01006744",67,30,3,34
"E01006745",107,34,9,64
"E01006746",370,108,36,226
"E01006747",2523,529,278,1716
"E01006748",940,225,81,634
"E01006751",1051,173,113,765
"E01006752",131,38,8,85
"E01006753",85,29,10,46
"E01006754",86,24,3,59
"E01006755",73,9,11,53
"E01006756",89,14,12,63
"E01006757",89,16,4,69
"E01006758",85,16,5,64
"E01006759",82,27,8,47
"E01006760",173,53,12,108
"E01006761",92,31,6,55
"E01006762",93,29,9,55
"E01006763",93,21,11,61
"E01006764",126,38,11,77
"E01006765",98,27,13,58
"E01006766",84,33,5,46
"E01006767",161,36,20,105
"E01006768",105,23,11,71
"E01006769",55,8,5,42
"E01006770",51,10,4,37
"E01006771",96,23,5,68
"E01006772",64,21,6,37
"E01006773",79,25,5,49
"E01006774",118,37,12,69
"E01006775",80,22,5,53
"E01006776",101,28,7,66
"E01006778",161,32,29,100
"E01006779",123,31,8,84
"E01006780",75,26,8,41
"E01006781",96,44,12,40
"E01006782",104,46,12,46
"E01006783",86,24,9,53
"E01006784",80,30,13,37
"E01006785",105,39,9,57
"E01006786",87,39,9,39
"E01006787",165,55,13,97
"E01006788",105,36,8,61
"E01006790",111,22,13,76
"E01006791",84,24,4,56
"E01006792",66,16,4,46
"E01006793",85,24,4,57
"E01006794",82,29,7,46
"E01006795",83,27,8,48
"E01006796",118,27,5,86
"E01006797",94,37,11,46
"E01006798",77,29,9,39
"E01006799",59,21,5,33
"E01006800",66,12,5,49
"E01006801",57,24,5,28
"E01032505",102,26,8,68
"E01032506",86,30,9,47
"E01032507",174,70,14,90
"E01032508",115,37,11,67
"E01032509",77,25,2,50
"E01032510",113,48,18,47
"E01032511",80,26,13,41
"E01033747",77,20,7,50
"E01033748",166,57,11,98
"E01033749",983,117,106,760
"E01033750",211,49,13,149
"E01033751",915,231,104,580
"E01033752",240,80,12,148
"E01033753",199,33,12,154
"E01033754",255,88,19,148
"E01033755",244,77,13,154
"E01033756",409,85,24,300
"E01033757",584,125,37,422
"E01033758",1274,206,134,934
"E01033759",59,22,12,25
"E01033760",1661,422,229,1010
"E01033761",481,165,40,276
"E01033762",1311,310,158,843
"E01033763",274,70,35,169
"E01033764",108,31,6,71
"E01033765",85,22,10,53
"E01033766",275,68,26,181
"E01033767",62,13,7,42
"E01033768",212,50,14,148
