"GeographyCode","QS701EW0001","QS701EW0002","QS701EW0003","QS701EW0004","QS701EW0005","QS701EW0006","QS701EW0007","QS701EW0008","QS701EW0009","QS701EW0010","QS701EW0011","QS701EW0012","QS701EW0013"
"E01006713",994,17,2,8,178,10,3,298,37,8,86,3,344
"E01006716",1117,13,3,31,129,12,4,302,38,11,95,5,474
"E01006717",1057,14,2,10,119,6,1,407,47,16,84,2,349
"E01006718",1207,16,0,12,170,8,8,346,54,9,83,11,490
"E01006719",1109,10,0,8,156,9,2,349,52,12,100,3,408
"E01006720",1604,14,4,31,266,11,1,275,27,23,116,3,833
"E01006721",1265,15,0,39,193,8,0,248,25,13,98,4,622
"E01006722",1541,28,2,37,234,4,5,239,37,42,96,5,812
"E01006723",1639,13,2,34,269,9,0,222,30,25,106,7,922
"E01006724",1610,15,4,24,225,19,2,256,22,26,80,2,935
"E01006725",1199,18,4,42,169,12,4,303,37,13,84,5,508
"E01006726",1262,10,1,34,214,17,2,239,27,23,118,1,576
"E01006727",1157,23,3,60,168,12,1,328,40,19,88,3,412
"E01006728",1229,9,2,29,198,3,1,239,28,11,98,9,602
"E01006729",923,5,0,9,141,9,3,200,39,11,53,3,450
"E01006730",943,5,1,4,148,6,2,217,33,3,41,1,482
"E01006731",859,4,1,2,109,16,1,195,31,11,51,5,433
"E01006732",1083,5,0,6,182,8,1,170,36,4,61,5,605
"E01006734",968,7,0,5,136,8,3,184,40,11,59,1,514
"E01006735",948,7,1,5,127,11,0,204,27,8,61,4,493
"E01006736",1073,10,0,7,133,6,1,294,42,16,58,2,504
"E01006737",1048,4,0,6,140,12,1,240,54,10,55,0,526
"E01006738",1078,8,2,25,101,9,3,227,71,25,97,3,507
"E01006739",1233,9,1,22,119,19,1,280,50,28,81,5,618
"E01006740",943,1,4,23,94,8,4,152,61,10,70,1,515
"E01006741",1335,8,1,20,133,13,6,312,45,21,108,6,662
"E01006742",1056,15,7,61,94,13,7,339,35,18,72,4,391
"E01006743",1619,15,5,88,176,19,3,513,72,24,128,3,573
"E01006744",1125,17,4,64,121,6,3,393,37,21,65,6,388
"E01006745",1422,23,7,92,191,11,3,376,35,21,110,5,548
"E01006746",1209,12,1,15,117,11,2,131,17,17,136,2,748
"E01006747",3367,16,6,53,157,37,0,240,71,16,419,9,2343
"E01006748",1701,8,4,34,137,15,1,167,38,17,220,3,1057
"E01006751",2116,13,4,38,147,10,2,184,26,13,199,4,1476
"E01006752",801,5,0,17,101,5,4,183,12,5,52,3,414
"E01006753",1090,2,2,9,129,10,3,222,37,13,102,1,560
"E01006754",1199,5,1,19,144,11,4,303,52,24,62,2,572
"E01006755",1082,5,0,10,131,8,1,208,35,12,77,4,591
"E01006756",1236,11,1,18,151,16,3,255,42,10,97,2,630
"E01006757",1027,9,1,14,123,7,2,218,21,15,74,1,542
"E01006758",1062,8,0,17,125,9,0,234,34,16,98,4,517
"E01006759",848,12,2,14,135,6,4,225,27,16,56,4,347
"E01006760",1365,20,2,22,203,8,4,278,48,17,79,4,680
"E01006761",1219,14,1,13,173,15,2,302,50,8,71,5,565
"E01006762",1231,6,3,7,175,10,1,328,52,9,54,7,579
"E01006763",1061,12,0,10,163,12,1,327,42,10,53,4,427
"E01006764",1153,8,2,9,183,5,4,284,58,15,65,1,519
"E01006765",1076,6,2,3,175,6,3,303,48,12,63,3,452
"E01006766",916,9,0,8,162,8,3,180,38,5,60,3,440
"E01006767",1316,12,0,7,220,20,5,345,51,20,64,4,568
"E01006768",1104,22,6,6,139,10,4,332,40,12,53,4,476
"E01006769",894,5,2,9,110,3,4,208,27,7,38,4,477
"E01006770",712,7,1,11,96,7,2,162,20,5,52,3,346
"E01006771",1049,6,1,10,124,6,5,236,29,6,66,0,560
"E01006772",820,14,1,8,85,8,2,251,29,10,48,1,363
"E01006773",1049,16,2,43,90,6,2,457,40,8,29,5,351
"E01006774",1082,8,1,25,97,13,3,504,39,15,30,2,345
"E01006775",986,7,0,8,138,6,2,187,26,9,53,0,550
"E01006776",1271,17,5,31,97,12,0,280,50,8,158,5,608
"E01006778",1758,9,10,132,164,15,6,284,62,17,111,5,943
"E01006779",1417,5,4,32,149,12,1,186,40,15,117,10,846
"E01006780",1085,16,9,78,81,15,2,377,50,12,78,6,361
"E01006781",1160,17,10,103,74,15,1,469,53,13,64,6,335
"E01006782",1189,13,14,119,86,12,1,361,34,15,105,4,425
"E01006783",1138,11,4,62,122,11,2,343,49,14,106,2,412
"E01006784",1028,15,9,123,78,14,2,347,44,17,69,5,305
"E01006785",1310,16,6,114,98,10,3,430,54,16,70,6,487
"E01006786",1337,12,5,133,72,9,6,509,77,15,79,5,415
"E01006787",1987,54,9,83,108,5,0,356,51,12,255,9,1045
"E01006788",1299,18,3,88,120,14,3,416,69,17,92,4,455
"E01006790",1183,12,0,34,154,7,0,239,51,11,77,4,594
"E01006791",1280,8,5,31,189,8,12,264,29,12,60,2,660
"E01006792",964,38,0,25,45,7,2,431,34,5,22,6,349
"E01006793",1070,32,3,41,97,3,1,394,32,7,34,1,425
"E01006794",1196,59,3,39,69,7,8,496,41,10,22,4,438
"E01006795",1052,32,5,48,65,6,5,473,33,18,38,3,326
"E01006796",1166,60,5,21,48,2,2,534,40,11,25,4,414
"E01006797",1099,16,3,32,109,5,9,366,39,10,45,5,460
"E01006798",1071,20,7,22,74,5,1,504,42,6,30,8,352
"E01006799",1294,35,0,31,101,7,3,422,32,12,56,3,592
"E01006800",1002,21,0,18,65,6,4,403,27,2,24,6,426
"E01006801",1000,35,0,21,66,10,2,458,31,6,27,0,344
"E01032505",999,23,6,44,87,6,8,285,32,12,69,3,424
"E01032506",1106,16,19,58,153,8,3,267,40,27,73,4,438
"E01032507",1285,32,35,137,148,12,4,372,40,42,63,4,396
"E01032508",1296,8,0,21,206,9,4,262,30,7,98,10,641
"E01032509",1053,7,0,13,205,8,3,236,38,7,93,2,441
"E01032510",1358,14,1,17,190,18,7,472,70,13,80,5,471
"E01032511",1079,10,1,13,101,11,4,375,54,16,29,5,460
"E01033747",729,28,1,6,75,8,2,80,23,2,39,0,465
"E01033748",1174,21,23,167,68,4,3,510,53,27,45,5,248
"E01033749",1114,4,1,8,48,4,4,75,14,7,35,5,909
"E01033750",1360,37,2,53,67,14,4,544,41,18,248,9,323
"E01033751",1753,35,11,51,60,11,1,311,53,2,250,9,959
"E01033752",1158,38,23,87,68,12,2,219,18,10,431,5,245
"E01033753",1021,16,17,77,45,9,1,227,25,16,345,7,236
"E01033754",1310,31,11,85,83,8,1,251,27,8,380,5,420
"E01033755",1043,18,15,93,62,9,1,212,21,11,369,9,223
"E01033756",1139,27,13,81,48,6,0,166,15,6,340,10,427
"E01033757",960,15,1,34,48,3,3,70,16,13,136,1,620
"E01033758",1672,16,10,41,68,13,0,57,21,0,205,2,1239
"E01033759",810,10,0,8,122,12,4,217,37,7,42,4,347
"E01033760",2098,23,12,115,67,13,2,136,52,5,326,6,1341
"E01033761",1350,27,19,117,63,5,3,189,25,12,482,2,406
"E01033762",1746,11,7,71,74,8,1,120,31,5,269,5,1144
"E01033763",1279,7,1,26,138,15,2,129,23,18,122,3,795
"E01033764",1661,13,1,42,208,15,1,218,40,7,107,3,1006
"E01033765",1020,14,5,33,80,16,0,233,34,8,102,5,490
"E01033766",926,25,2,23,126,3,1,254,27,20,79,4,362
"E01033767",822,6,8,43,94,9,0,149,34,13,56,3,407
"E01033768",1102,15,6,53,76,12,3,155,8,27,214,4,529
