"GeographyCode","QS404EW0001","QS404EW0002","QS404EW0003","QS404EW0004","QS404EW0005","QS404EW0006","QS404EW0007"
"E00033072",6,2,0,0,2,2,0
"E00033073",34,1,1,0,27,4,1
"E00033074",13,1,0,0,10,2,0
"E00033075",54,0,0,1,50,2,1
"E00033076",48,44,0,1,0,1,2
"E00033077",35,9,0,0,23,2,1
"E00033078",31,23,0,0,5,1,2
"E00033079",22,11,0,0,9,2,0
"E00033080",41,3,0,0,34,3,1
"E00033081",24,20,0,0,2,2,0
"E00033082",40,38,0,0,0,2,0
"E00033083",27,26,0,0,0,0,1
"E00033084",51,35,0,0,13,0,3
"E00033085",39,27,0,2,8,0,2
"E00033086",67,67,0,0,0,0,0
"E00033087",20,17,0,1,2,0,0
"E00033088",37,29,0,0,6,1,1
"E00033089",32,18,0,4,8,1,1
"E00033090",39,29,0,2,6,2,0
"E00033091",38,35,0,0,1,1,1
"E00033092",46,45,0,0,0,1,0
"E00033093",44,32,0,4,2,4,2
"E00033094",51,45,0,1,1,4,0
"E00033095",41,32,0,0,3,5,1
"E00033096",57,56,0,0,0,1,0
"E00033097",31,19,0,2,9,1,0
"E00033098",48,46,0,0,1,1,0
"E00033099",69,13,1,6,46,2,1
"E00033100",49,28,0,3,15,2,1
"E00033101",44,44,0,0,0,0,0
"E00033102",34,28,0,1,4,1,0
"E00033103",39,27,0,1,6,2,3
"E00033104",34,25,0,3,5,1,0
"E00033105",48,48,0,0,0,0,0
"E00033106",41,15,0,5,16,3,2
"E00033107",22,18,0,0,3,0,1
"E00033108",31,25,0,2,2,1,1
"E00033109",42,41,0,0,0,0,1
"E00033110",44,42,0,0,2,0,0
"E00033112",32,32,0,0,0,0,0
"E00033113",37,37,0,0,0,0,0
"E00033114",33,33,0,0,0,0,0
"E00033115",41,39,1,0,0,1,0
"E00033116",48,31,0,1,11,4,1
"E00033117",62,42,0,0,19,1,0
"E00033118",40,40,0,0,0,0,0
"E00033119",44,44,0,0,0,0,0
"E00033120",39,30,5,0,2,2,0
"E00033121",64,50,0,1,12,0,1
"E00033122",49,48,0,0,0,0,1
"E00033123",71,67,0,0,2,1,1
"E00033124",29,27,0,0,1,0,1
"E00033125",22,11,0,3,4,2,2
"E00033126",48,48,0,0,0,0,0
"E00033127",48,24,0,3,16,1,4
"E00033128",32,24,0,2,5,0,1
"E00033129",55,53,0,0,0,1,1
"E00033130",31,31,0,0,0,0,0
"E00033131",53,32,0,2,17,1,1
"E00033132",26,24,0,0,1,1,0
"E00033133",48,3,0,0,37,6,2
"E00033134",20,15,0,0,2,3,0
"E00033135",38,30,0,1,0,7,0
"E00033136",28,10,1,1,13,0,3
"E00033137",27,10,0,0,16,1,0
"E00033138",18,8,0,0,4,6,0
"E00033139",54,30,0,2,19,3,0
"E00033140",26,23,0,0,0,3,0
"E00033141",24,21,0,1,0,2,0
"E00033142",22,17,0,0,0,3,2
"E00033143",14,12,0,0,0,2,0
"E00033144",22,10,0,0,1,11,0
"E00033145",24,19,0,0,1,3,1
"E00033146",26,24,0,0,0,2,0
"E00033147",30,28,0,0,0,2,0
"E00033148",29,25,0,0,0,4,0
"E00033149",24,16,0,0,1,7,0
"E00033150",11,8,0,0,0,3,0
"E00033151",26,20,0,0,5,1,0
"E00033152",19,13,0,0,1,5,0
"E00033153",41,32,0,0,0,7,2
"E00033154",16,8,1,0,2,5,0
"E00033155",44,34,0,0,0,9,1
"E00033156",24,15,0,0,4,5,0
"E00033157",22,18,0,0,1,2,1
"E00033158",11,6,0,0,2,2,1
"E00033159",13,5,0,0,6,2,0
"E00033160",28,23,0,0,5,0,0
"E00033161",56,13,0,0,39,3,1
"E00033162",13,4,0,0,5,4,0
"E00033163",9,5,0,0,4,0,0
"E00033164",15,12,0,0,0,3,0
"E00033165",56,8,0,13,28,3,4
"E00033166",45,25,0,6,12,1,1
"E00033167",31,27,0,0,0,4,0
"E00033168",49,39,0,1,6,3,0
"E00033169",31,31,0,0,0,0,0
"E00033170",28,27,0,0,0,1,0
"E00033171",31,28,0,0,0,3,0
"E00033172",10,7,0,0,3,0,0
"E00033173",39,29,0,0,4,4,2
"E00033174",25,2,0,1,21,0,1
"E00033175",25,18,0,2,5,0,0
"E00033176",15,13,0,0,2,0,0
"E00033177",36,30,0,1,0,4,1
"E00033178",24,12,0,0,5,5,2
"E00033179",30,16,0,2,10,1,1
"E00033181",14,8,0,0,5,1,0
"E00033182",21,4,0,0,12,4,1
"E00033183",13,12,0,0,0,1,0
"E00033185",7,6,0,0,0,1,0
"E00033186",5,3,0,0,2,0,0
"E00033187",10,4,0,0,6,0,0
"E00033188",16,13,0,0,3,0,0
"E00033189",32,13,0,0,16,3,0
"E00033190",23,10,0,1,10,2,0
"E00033191",14,10,0,0,3,1,0
"E00033192",15,12,0,0,1,2,0
"E00033193",18,14,0,0,3,1,0
"E00033194",14,10,0,0,2,2,0
"E00033195",18,13,0,0,1,4,0
"E00033196",7,4,0,0,3,0,0
"E00033197",90,10,1,2,70,5,2
"E00033198",20,14,3,0,3,0,0
"E00033199",58,4,0,1,48,3,2
"E00033200",53,4,0,1,48,0,0
"E00033201",12,6,0,0,4,2,0
"E00033202",7,4,0,0,0,3,0
"E00033203",19,16,0,0,1,2,0
"E00033204",10,9,0,0,0,1,0
"E00033206",10,5,0,0,3,2,0
"E00033207",14,3,0,1,7,2,1
"E00033208",8,2,0,0,6,0,0
"E00033209",48,7,0,0,36,2,3
"E00033210",15,6,0,1,7,1,0
"E00033211",21,9,0,0,10,1,1
"E00033212",26,9,0,0,15,2,0
"E00033213",20,19,0,0,0,1,0
"E00033214",19,10,0,0,6,3,0
"E00033215",15,3,0,0,8,4,0
"E00033216",8,3,0,0,4,1,0
"E00033217",14,8,0,0,4,2,0
"E00033218",16,11,0,0,0,5,0
"E00033219",18,9,0,1,4,4,0
"E00033220",12,11,0,0,1,0,0
"E00033221",4,0,0,0,4,0,0
"E00033222",70,1,0,0,66,3,0
"E00033223",10,3,0,0,3,4,0
"E00033224",62,6,1,2,48,2,3
"E00033225",15,7,0,0,3,5,0
"E00033226",36,10,0,2,20,2,2
"E00033227",52,1,0,1,48,2,0
"E00033228",62,11,0,5,26,19,1
"E00033229",43,40,0,1,0,2,0
"E00033230",39,35,0,1,3,0,0
"E00033231",23,10,0,1,7,4,1
"E00033235",29,6,0,1,19,2,1
"E00033237",49,3,0,2,44,0,0
"E00033238",49,16,0,1,30,1,1
"E00033242",36,5,0,11,20,0,0
"E00033245",58,6,0,5,45,1,1
"E00033246",20,9,0,1,9,0,1
"E00033247",26,22,0,0,2,2,0
"E00033248",47,3,0,11,26,2,5
"E00033249",22,11,0,1,8,2,0
"E00033250",24,13,0,2,6,3,0
"E00033251",17,5,0,1,8,3,0
"E00033252",65,6,0,7,48,3,1
"E00033253",48,6,0,7,32,2,1
"E00033254",38,13,0,5,17,0,3
"E00033255",44,19,0,7,16,0,2
"E00033256",36,22,0,2,9,2,1
"E00033257",48,27,0,3,13,2,3
"E00033258",74,6,0,15,44,3,6
"E00033259",12,5,0,0,6,1,0
"E00033260",31,16,1,0,12,2,0
"E00033261",18,9,0,0,7,2,0
"E00033262",18,12,0,0,4,2,0
"E00033263",11,8,0,0,1,2,0
"E00033264",45,18,0,2,22,1,2
"E00033265",33,21,0,5,6,1,0
"E00033266",40,26,0,4,8,0,2
"E00033267",59,13,0,0,37,6,3
"E00033268",36,31,0,2,2,0,1
"E00033269",39,23,0,4,9,1,2
"E00033270",35,31,0,2,1,0,1
"E00033271",26,24,0,0,0,1,1
"E00033272",38,37,0,0,1,0,0
"E00033274",23,16,0,1,6,0,0
"E00033275",66,20,0,2,43,1,0
"E00033276",18,5,0,1,5,5,2
"E00033277",36,24,0,2,8,2,0
"E00033278",27,17,0,0,3,6,1
"E00033279",27,13,0,0,12,2,0
"E00033281",26,15,0,0,8,2,1
"E00033282",45,31,0,1,10,3,0
"E00033283",47,38,0,1,8,0,0
"E00033284",25,1,0,4,18,2,0
"E00033285",41,24,0,0,6,11,0
"E00033286",69,12,0,2,47,7,1
"E00033287",19,15,0,0,1,3,0
"E00033288",21,19,0,0,0,2,0
"E00033289",20,17,0,0,0,2,1
"E00033290",11,11,0,0,0,0,0
"E00033291",28,21,0,0,3,4,0
"E00033292",20,19,1,0,0,0,0
"E00033293",49,12,0,1,35,1,0
"E00033294",26,16,0,0,1,9,0
"E00033295",32,31,0,0,0,0,1
"E00033296",42,38,0,0,1,2,1
"E00033297",42,18,11,3,8,2,0
"E00033298",49,29,0,6,10,0,4
"E00033299",50,38,0,0,8,0,4
"E00033300",34,24,0,4,6,0,0
"E00033301",29,17,0,3,8,0,1
"E00033302",33,16,0,6,11,0,0
"E00033304",31,20,0,4,7,0,0
"E00033305",37,23,1,2,9,0,2
"E00033306",39,24,0,3,9,0,3
"E00033307",30,12,0,7,6,1,4
"E00033308",33,20,0,3,9,1,0
"E00033309",34,14,0,5,14,0,1
"E00033310",31,20,0,2,9,0,0
"E00033312",46,27,0,4,15,0,0
"E00033313",31,11,0,5,13,0,2
"E00033314",38,27,0,3,6,1,1
"E00033315",43,33,0,2,6,1,1
"E00033316",45,35,0,0,1,8,1
"E00033317",39,36,0,0,2,1,0
"E00033318",42,22,0,7,11,0,2
"E00033319",47,43,0,0,0,1,3
"E00033320",44,41,0,0,0,3,0
"E00033322",38,37,0,0,1,0,0
"E00033323",40,40,0,0,0,0,0
"E00033324",29,29,0,0,0,0,0
"E00033326",35,35,0,0,0,0,0
"E00033327",41,38,0,0,0,3,0
"E00033328",42,14,0,2,21,2,3
"E00033329",38,35,0,0,0,1,2
"E00033330",43,38,0,0,0,5,0
"E00033331",59,55,0,0,1,3,0
"E00033332",23,23,0,0,0,0,0
"E00033333",39,39,0,0,0,0,0
"E00033334",27,25,0,0,0,2,0
"E00033335",36,35,0,0,1,0,0
"E00033336",31,31,0,0,0,0,0
"E00033337",29,27,0,0,1,1,0
"E00033338",20,19,0,0,0,0,1
"E00033339",32,30,0,0,1,1,0
"E00033340",24,24,0,0,0,0,0
"E00033341",33,33,0,0,0,0,0
"E00033342",45,44,0,0,1,0,0
"E00033343",20,19,0,0,0,1,0
"E00033344",39,37,0,0,0,2,0
"E00033345",35,34,0,0,1,0,0
"E00033346",34,32,0,0,0,1,1
"E00033347",34,30,0,0,1,2,1
"E00033348",45,44,0,0,0,0,1
"E00033349",27,15,2,0,8,2,0
"E00033350",40,38,0,0,1,1,0
"E00033351",40,30,0,2,6,0,2
"E00033352",26,21,0,0,1,4,0
"E00033353",31,31,0,0,0,0,0
"E00033354",43,2,0,5,29,0,7
"E00033355",20,17,0,0,1,2,0
"E00033356",44,35,2,3,2,1,1
"E00033357",45,30,0,4,7,2,2
"E00033358",27,16,0,5,5,1,0
"E00033359",44,26,0,1,2,15,0
"E00033360",51,46,0,1,1,2,1
"E00033361",44,33,0,0,0,11,0
"E00033362",30,25,0,0,1,4,0
"E00033363",16,9,0,0,2,5,0
"E00033364",44,42,0,0,0,2,0
"E00033365",37,33,0,1,1,0,2
"E00033366",31,29,0,0,0,2,0
"E00033367",15,12,0,0,0,3,0
"E00033368",36,33,0,0,1,1,1
"E00033369",23,22,0,0,0,1,0
"E00033370",57,27,0,0,26,2,2
"E00033371",33,27,0,0,0,6,0
"E00033372",12,10,1,0,0,1,0
"E00033373",41,37,0,0,0,4,0
"E00033374",41,34,0,0,2,4,1
"E00033375",52,50,0,0,0,1,1
"E00033376",58,54,0,0,2,2,0
"E00033377",40,33,0,0,0,6,1
"E00033378",40,39,0,0,0,1,0
"E00033379",25,19,0,0,1,5,0
"E00033380",29,27,0,0,1,1,0
"E00033381",70,65,2,0,0,1,2
"E00033382",32,31,0,0,0,1,0
"E00033383",33,31,0,0,0,2,0
"E00033384",50,48,0,0,0,2,0
"E00033385",29,25,0,0,4,0,0
"E00033386",20,14,1,0,3,2,0
"E00033387",10,6,0,0,4,0,0
"E00033388",45,4,9,0,31,1,0
"E00033389",19,18,0,0,0,0,1
"E00033391",24,17,1,0,2,3,1
"E00033392",20,12,0,0,1,7,0
"E00033394",13,7,0,0,4,2,0
"E00033395",18,11,0,2,2,3,0
"E00033396",37,31,0,0,3,1,2
"E00033397",27,23,0,2,2,0,0
"E00033399",37,36,0,0,1,0,0
"E00033400",34,34,0,0,0,0,0
"E00033401",23,23,0,0,0,0,0
"E00033402",17,14,0,1,1,1,0
"E00033403",38,36,0,0,0,1,1
"E00033404",32,20,0,0,7,3,2
"E00033405",24,21,0,0,0,2,1
"E00033406",33,30,0,0,0,2,1
"E00033407",19,14,0,0,0,5,0
"E00033408",28,22,0,0,1,5,0
"E00033409",105,98,1,0,0,3,3
"E00033410",20,17,0,0,0,3,0
"E00033411",39,38,0,0,0,1,0
"E00033412",32,29,0,0,0,3,0
"E00033413",17,12,0,0,0,5,0
"E00033414",22,20,0,0,1,1,0
"E00033415",20,19,0,0,1,0,0
"E00033416",16,11,0,0,2,3,0
"E00033417",28,26,0,0,0,1,1
"E00033418",47,40,0,1,2,3,1
"E00033419",40,37,0,1,1,0,1
"E00033420",32,27,0,1,1,3,0
"E00033421",27,20,0,0,0,6,1
"E00033422",41,38,0,0,1,2,0
"E00033423",20,19,0,0,1,0,0
"E00033424",24,22,0,0,1,1,0
"E00033425",16,14,0,0,0,2,0
"E00033426",23,21,0,1,0,1,0
"E00033427",38,35,0,0,0,2,1
"E00033428",26,13,0,1,11,1,0
"E00033432",45,27,0,8,7,1,2
"E00033435",40,29,1,2,4,1,3
"E00033436",32,16,0,3,12,0,1
"E00033437",37,31,0,2,3,0,1
"E00033438",32,17,1,3,8,1,2
"E00033439",45,30,0,0,11,4,0
"E00033440",31,11,0,6,11,2,1
"E00033441",41,19,0,6,15,0,1
"E00033442",47,34,0,4,8,0,1
"E00033443",22,16,0,1,5,0,0
"E00033444",40,26,0,3,9,1,1
"E00033445",29,19,1,3,4,0,2
"E00033446",44,34,0,2,7,0,1
"E00033447",54,9,0,12,30,1,2
"E00033448",32,17,0,6,7,0,2
"E00033449",40,29,0,1,7,2,1
"E00033450",37,23,0,7,5,1,1
"E00033451",27,11,0,3,10,1,2
"E00033452",40,28,1,2,5,2,2
"E00033453",12,11,0,0,1,0,0
"E00033454",41,33,0,0,3,4,1
"E00033455",23,9,0,2,11,0,1
"E00033456",38,20,0,4,12,2,0
"E00033457",18,10,0,2,6,0,0
"E00033458",13,7,0,1,3,2,0
"E00033459",63,19,0,7,35,1,1
"E00033460",9,3,0,2,3,0,1
"E00033462",30,0,0,5,23,2,0
"E00033463",45,25,0,3,13,0,4
"E00033464",33,18,0,4,8,3,0
"E00033466",42,30,0,2,9,1,0
"E00033468",42,23,0,2,13,2,2
"E00033470",32,19,0,3,7,0,3
"E00033471",35,24,0,0,8,1,2
"E00033472",28,14,0,0,13,0,1
"E00033473",30,23,0,1,5,1,0
"E00033474",30,18,1,0,6,5,0
"E00033475",26,23,0,0,2,1,0
"E00033476",33,13,0,4,14,1,1
"E00033477",19,13,1,0,5,0,0
"E00033478",38,25,0,4,8,1,0
"E00033479",52,34,0,0,16,2,0
"E00033480",22,21,0,0,1,0,0
"E00033481",60,34,0,8,12,0,6
"E00033482",41,31,0,4,6,0,0
"E00033483",59,15,0,0,40,4,0
"E00033484",32,30,0,0,2,0,0
"E00033485",45,39,0,0,4,1,1
"E00033486",27,20,0,1,2,2,2
"E00033487",64,12,0,6,36,6,4
"E00033488",19,11,0,0,3,5,0
"E00033489",44,34,0,4,5,0,1
"E00033490",38,21,0,3,10,2,2
"E00033491",23,14,0,0,6,2,1
"E00033492",39,15,0,4,14,3,3
"E00033493",25,14,0,1,2,8,0
"E00033494",27,20,0,2,5,0,0
"E00033495",32,11,0,0,16,4,1
"E00033496",38,24,0,0,1,13,0
"E00033497",24,13,3,0,6,1,1
"E00033498",13,2,0,4,6,0,1
"E00033501",22,3,0,4,14,0,1
"E00033502",19,13,0,0,0,5,1
"E00033503",19,14,1,0,0,3,1
"E00033504",35,20,0,1,12,1,1
"E00033505",25,17,0,1,1,6,0
"E00033506",34,22,0,4,6,0,2
"E00033507",18,14,0,0,1,2,1
"E00033508",60,9,0,0,46,5,0
"E00033509",24,17,0,1,4,2,0
"E00033510",26,15,0,0,6,5,0
"E00033511",23,10,0,0,8,5,0
"E00033512",12,6,0,3,3,0,0
"E00033513",26,18,0,0,4,3,1
"E00033514",44,12,0,11,18,0,3
"E00033515",21,14,0,0,5,1,1
"E00033516",28,21,0,1,1,4,1
"E00033517",37,20,0,2,14,1,0
"E00033518",21,12,0,0,7,2,0
"E00033519",33,17,0,7,7,0,2
"E00033520",23,22,0,0,0,1,0
"E00033521",23,12,0,0,8,3,0
"E00033522",31,12,0,0,17,2,0
"E00033523",34,31,0,0,0,3,0
"E00033524",47,31,0,0,10,6,0
"E00033525",42,31,0,2,8,0,1
"E00033526",26,17,0,0,5,3,1
"E00033527",61,46,0,7,6,2,0
"E00033528",33,25,0,1,5,1,1
"E00033530",23,21,0,0,1,0,1
"E00033531",42,38,0,0,2,1,1
"E00033532",48,40,0,4,1,0,3
"E00033533",31,31,0,0,0,0,0
"E00033534",43,29,0,0,10,2,2
"E00033535",41,38,0,0,1,2,0
"E00033536",34,27,1,0,5,0,1
"E00033537",43,32,1,1,7,0,2
"E00033538",52,48,0,0,1,2,1
"E00033539",18,17,0,0,0,1,0
"E00033540",28,23,0,2,0,2,1
"E00033541",46,33,1,0,5,6,1
"E00033542",40,35,0,0,0,3,2
"E00033543",38,26,0,1,4,5,2
"E00033544",26,22,0,0,0,4,0
"E00033545",48,40,0,1,2,4,1
"E00033546",49,41,0,1,6,0,1
"E00033547",25,21,0,0,3,1,0
"E00033548",24,18,0,0,0,5,1
"E00033549",66,46,1,3,13,1,2
"E00033550",37,35,0,0,1,1,0
"E00033551",58,56,0,0,1,0,1
"E00033552",47,46,0,0,0,1,0
"E00033553",76,30,0,2,44,0,0
"E00033554",35,34,0,0,0,0,1
"E00033555",57,52,0,0,0,3,2
"E00033556",39,38,0,0,0,0,1
"E00033557",44,43,0,0,1,0,0
"E00033558",29,29,0,0,0,0,0
"E00033559",37,33,0,0,0,4,0
"E00033560",37,35,0,0,0,2,0
"E00033561",34,30,0,1,1,1,1
"E00033562",38,37,0,0,0,1,0
"E00033563",44,44,0,0,0,0,0
"E00033564",49,45,0,0,1,2,1
"E00033565",35,33,0,0,0,2,0
"E00033566",65,29,1,2,32,1,0
"E00033567",31,28,0,1,0,0,2
"E00033568",47,19,0,5,16,2,5
"E00033569",30,28,0,0,0,2,0
"E00033570",35,30,0,1,3,0,1
"E00033571",54,48,0,0,3,1,2
"E00033572",46,36,0,0,8,2,0
"E00033573",10,3,1,1,5,0,0
"E00033574",29,27,0,0,1,1,0
"E00033575",50,45,0,1,2,2,0
"E00033576",49,17,0,6,22,2,2
"E00033577",39,22,0,2,13,1,1
"E00033579",24,3,0,6,12,1,2
"E00033580",28,5,0,11,11,1,0
"E00033581",32,13,1,0,17,1,0
"E00033582",45,16,0,14,13,2,0
"E00033583",19,18,0,0,0,1,0
"E00033584",21,16,0,0,0,4,1
"E00033585",26,24,0,0,0,1,1
"E00033586",34,23,0,0,9,2,0
"E00033587",64,41,0,1,18,1,3
"E00033589",25,14,0,2,7,2,0
"E00033590",16,11,0,0,0,5,0
"E00033591",32,22,0,0,9,0,1
"E00033592",25,3,0,2,20,0,0
"E00033593",23,15,0,0,5,2,1
"E00033594",38,5,0,13,18,2,0
"E00033595",52,6,0,5,37,2,2
"E00033596",34,9,0,0,20,4,1
"E00033597",23,21,0,1,1,0,0
"E00033598",24,17,0,0,4,3,0
"E00033599",22,16,0,0,5,1,0
"E00033600",63,9,0,8,44,2,0
"E00033601",16,12,0,0,2,2,0
"E00033602",24,22,0,0,1,1,0
"E00033603",33,4,0,3,22,3,1
"E00033604",25,18,0,0,5,2,0
"E00033605",22,19,0,0,2,1,0
"E00033606",10,6,0,0,2,2,0
"E00033607",19,16,0,0,3,0,0
"E00033608",37,24,0,1,10,1,1
"E00033611",21,17,0,0,1,3,0
"E00033613",54,18,3,0,30,2,1
"E00033614",21,20,0,0,0,1,0
"E00033616",26,16,0,1,8,1,0
"E00033618",33,31,0,0,2,0,0
"E00033620",27,22,0,0,4,0,1
"E00033621",16,5,0,4,4,1,2
"E00033623",39,11,0,5,20,1,2
"E00033624",41,10,0,8,18,2,3
"E00033625",26,24,1,0,1,0,0
"E00033626",8,6,0,0,1,1,0
"E00033627",11,11,0,0,0,0,0
"E00033628",32,22,0,3,6,0,1
"E00033629",32,24,0,1,6,0,1
"E00033630",27,19,0,1,5,2,0
"E00033631",53,9,0,3,36,2,3
"E00033632",20,6,0,3,11,0,0
"E00033633",34,32,0,0,1,0,1
"E00033634",50,12,0,7,27,3,1
"E00033635",36,35,0,0,0,1,0
"E00033636",26,12,0,4,8,1,1
"E00033637",21,10,0,3,6,1,1
"E00033639",24,17,0,0,5,0,2
"E00033640",29,8,0,6,14,0,1
"E00033641",45,36,0,2,5,1,1
"E00033642",55,54,0,0,0,1,0
"E00033643",19,15,0,0,4,0,0
"E00033644",18,7,0,4,7,0,0
"E00033645",23,13,0,3,4,3,0
"E00033646",10,5,0,1,4,0,0
"E00033647",13,11,0,0,2,0,0
"E00033648",40,18,0,5,13,2,2
"E00033649",0,0,0,0,0,0,0
"E00033650",31,11,0,5,10,3,2
"E00033651",11,7,0,1,2,1,0
"E00033652",33,15,0,3,13,0,2
"E00033653",5,4,0,0,0,1,0
"E00033654",15,9,0,1,5,0,0
"E00033655",34,11,0,6,14,0,3
"E00033656",18,9,0,1,5,2,1
"E00033657",22,9,0,10,2,1,0
"E00033658",15,11,0,2,2,0,0
"E00033659",37,22,0,4,6,2,3
"E00033660",37,26,0,0,10,1,0
"E00033662",48,22,0,4,19,2,1
"E00033663",22,10,0,3,8,1,0
"E00033664",56,16,0,6,33,1,0
"E00033665",29,13,0,4,11,1,0
"E00033666",48,1,0,2,41,2,2
"E00033667",48,31,0,3,10,1,3
"E00033668",27,14,0,1,6,6,0
"E00033669",36,19,0,2,13,1,1
"E00033670",5,3,0,0,1,1,0
"E00033672",25,6,0,7,11,0,1
"E00033673",30,1,0,3,25,0,1
"E00033677",50,10,0,11,26,1,2
"E00033678",44,8,0,2,30,2,2
"E00033684",62,5,0,3,48,3,3
"E00033685",36,3,0,6,23,1,3
"E00033686",34,6,0,1,23,1,3
"E00033687",27,6,0,1,15,4,1
"E00033688",28,8,0,3,15,0,2
"E00033689",48,13,0,6,23,3,3
"E00033690",40,13,0,4,23,0,0
"E00033691",17,8,0,1,7,1,0
"E00033692",12,11,0,0,0,1,0
"E00033694",19,0,0,2,17,0,0
"E00033695",28,14,0,4,7,2,1
"E00033696",60,34,0,8,10,3,5
"E00033697",42,26,0,2,7,2,5
"E00033698",46,34,0,2,8,1,1
"E00033699",34,29,0,0,0,5,0
"E00033700",23,16,0,0,1,5,1
"E00033701",20,15,0,0,0,5,0
"E00033702",44,9,0,1,31,2,1
"E00033703",70,13,0,2,48,2,5
"E00033704",5,4,0,0,1,0,0
"E00033705",12,11,0,0,1,0,0
"E00033706",42,27,0,3,8,4,0
"E00033707",22,15,0,0,0,7,0
"E00033708",42,21,0,4,16,1,0
"E00033709",24,14,0,1,9,0,0
"E00033710",30,19,0,1,2,7,1
"E00033711",22,13,0,3,6,0,0
"E00033712",32,23,0,1,5,1,2
"E00033713",28,23,0,0,0,4,1
"E00033715",13,11,0,0,2,0,0
"E00033716",33,12,0,1,16,2,2
"E00033717",12,3,0,1,8,0,0
"E00033718",9,7,1,0,1,0,0
"E00033719",5,3,0,0,2,0,0
"E00033720",38,35,0,0,0,2,1
"E00033721",11,10,0,0,0,0,1
"E00033722",34,33,0,0,0,1,0
"E00033723",35,32,0,0,0,2,1
"E00033724",39,16,0,5,18,0,0
"E00033725",37,21,0,2,12,1,1
"E00033726",22,18,0,0,0,4,0
"E00033727",44,16,0,4,23,0,1
"E00033728",9,8,0,0,0,1,0
"E00033729",19,16,0,0,1,2,0
"E00033730",34,29,0,0,3,2,0
"E00033731",13,11,0,0,0,2,0
"E00033732",32,28,0,0,2,2,0
"E00033733",23,14,0,1,4,4,0
"E00033734",23,11,0,0,7,5,0
"E00033735",75,2,0,3,66,3,1
"E00033736",25,17,0,0,4,4,0
"E00033737",25,22,0,0,0,3,0
"E00033738",34,7,0,2,20,3,2
"E00033739",20,13,0,4,3,0,0
"E00033740",40,36,0,0,1,3,0
"E00033741",29,18,0,1,5,4,1
"E00033742",23,17,0,0,1,5,0
"E00033743",20,17,0,0,0,3,0
"E00033744",45,25,0,5,12,1,2
"E00033745",65,7,0,3,46,5,4
"E00033746",37,15,0,5,17,0,0
