"GeographyCode","QS701EW0001","QS701EW0002","QS701EW0003","QS701EW0004","QS701EW0005","QS701EW0006","QS701EW0007","QS701EW0008","QS701EW0009","QS701EW0010","QS701EW0011","QS701EW0012","QS701EW0013"
"E00033123",162,5,0,6,1,0,0,74,5,3,4,1,63
"E00033124",239,9,0,15,13,0,0,101,10,4,8,3,76
"E00033125",148,3,0,8,19,3,0,37,5,2,2,0,69
"E00033126",184,3,1,6,21,2,0,66,7,3,6,1,68
"E00033127",363,11,2,14,21,1,0,143,12,7,6,0,146
"E00033128",206,2,0,11,28,2,0,60,7,3,2,2,89
"E00033129",172,2,0,6,17,0,0,65,5,0,8,1,68
"E00033130",275,4,2,17,10,4,0,129,8,2,9,0,90
"E00033131",187,3,0,5,28,0,0,52,4,1,5,1,88
"E00033132",332,2,0,5,65,2,0,106,23,3,12,3,111
"E00033133",250,1,1,4,36,0,0,33,8,1,14,0,152
"E00033134",145,0,0,2,20,3,0,25,3,1,8,0,83
"E00033135",307,1,0,1,51,2,2,76,13,3,24,4,130
"E00033136",151,5,0,1,14,2,0,43,4,1,5,1,75
"E00033137",223,0,1,0,23,0,1,34,6,1,13,0,144
"E00033138",138,0,0,0,14,0,1,18,3,1,10,0,91
"E00033139",198,4,0,1,32,0,1,39,3,3,11,1,103
"E00033140",147,1,0,0,25,1,0,49,11,2,8,2,48
"E00033141",145,1,0,0,27,2,0,45,9,1,9,0,51
"E00033142",201,3,0,3,32,5,0,49,14,2,16,2,75
"E00033143",174,1,0,2,38,2,0,29,5,3,19,0,75
"E00033144",152,3,0,1,35,0,0,28,6,0,10,0,69
"E00033145",211,1,0,0,37,1,0,65,12,4,13,4,74
"E00033146",217,6,0,2,37,2,0,59,5,5,7,2,92
"E00033147",231,1,0,1,45,4,0,68,12,4,25,2,69
"E00033148",181,1,0,1,29,4,0,54,16,0,15,0,61
"E00033149",166,3,0,1,26,4,1,25,7,6,7,1,85
"E00033150",226,3,0,3,38,2,1,35,13,2,12,1,116
"E00033151",190,1,0,4,28,0,1,25,3,0,5,0,123
"E00033152",243,7,0,1,28,2,0,41,8,7,18,2,129
"E00033153",270,2,4,2,47,5,1,67,13,1,12,0,116
"E00033154",133,1,0,1,22,2,0,9,4,0,9,0,85
"E00033155",198,0,0,0,33,1,0,35,11,2,9,0,107
"E00033156",191,3,0,3,32,1,0,31,6,2,10,3,100
"E00033157",232,7,0,0,34,0,1,54,9,2,7,2,116
"E00033158",213,0,0,1,48,2,0,37,7,2,15,1,100
"E00033159",125,1,0,3,12,2,0,18,1,0,12,0,76
"E00033160",264,0,2,0,43,2,0,33,7,4,17,1,155
"E00033161",206,0,0,1,33,2,0,50,9,2,14,1,94
"E00033162",213,0,0,2,33,1,0,27,10,0,15,0,125
"E00033163",234,4,1,2,43,2,1,30,11,3,15,0,122
"E00033164",272,2,1,0,48,5,0,97,10,2,18,2,87
"E00033165",114,2,1,0,10,1,1,19,4,0,5,1,70
"E00033166",114,1,0,0,11,1,0,25,4,1,5,1,65
"E00033167",231,2,1,4,43,3,1,70,11,1,12,2,81
"E00033168",212,2,0,2,18,2,0,84,10,3,10,1,80
"E00033169",236,2,0,3,35,1,1,80,13,2,17,1,81
"E00033170",282,4,0,2,48,5,0,93,17,3,21,1,88
"E00033171",272,3,1,3,39,0,1,101,15,1,20,0,88
"E00033172",199,2,0,1,19,0,0,22,6,0,9,0,140
"E00033173",246,1,1,1,32,0,1,84,18,1,13,3,91
"E00033174",209,0,0,3,38,1,1,39,4,0,13,0,110
"E00033175",201,2,1,1,23,0,0,56,14,0,8,1,95
"E00033176",184,0,0,2,30,2,1,33,5,3,14,2,92
"E00033177",217,3,0,1,37,1,0,59,11,2,17,0,86
"E00033178",129,0,0,2,20,2,0,34,3,1,11,0,56
"E00033179",233,0,0,2,42,1,0,48,6,2,11,1,120
"E00033181",372,9,1,3,46,2,1,73,9,17,19,2,190
"E00033182",319,2,1,8,37,4,2,57,6,15,30,3,154
"E00033183",551,7,3,14,78,6,0,86,4,10,29,1,313
"E00033185",300,4,1,3,43,2,0,62,7,7,15,0,156
"E00033186",290,5,1,8,57,3,0,47,5,2,31,0,131
"E00033187",208,8,0,3,26,0,0,65,9,10,18,2,67
"E00033188",288,9,0,5,44,1,0,67,7,2,32,2,119
"E00033189",365,5,1,8,44,3,2,50,11,4,15,4,218
"E00033190",370,5,1,7,39,4,0,68,6,7,29,0,204
"E00033191",413,3,1,6,42,4,1,53,10,6,31,0,256
"E00033192",394,3,0,5,50,0,0,43,8,3,11,0,271
"E00033193",287,4,1,11,34,2,1,80,7,8,13,0,126
"E00033194",308,2,0,9,34,1,1,72,7,4,14,2,162
"E00033195",213,6,1,7,26,1,0,57,6,5,21,0,83
"E00033196",219,6,1,8,22,2,1,54,8,9,9,1,98
"E00033197",286,5,0,9,21,2,0,67,11,5,7,1,158
"E00033198",341,4,0,8,45,5,0,72,11,13,19,2,162
"E00033199",142,1,0,0,11,1,0,30,5,1,8,2,83
"E00033200",216,6,1,3,22,1,0,33,4,1,21,2,122
"E00033201",207,3,0,5,37,1,0,57,4,3,14,0,83
"E00033202",281,5,0,5,28,0,2,68,8,9,13,1,142
"E00033203",202,5,0,2,23,0,1,61,5,7,18,0,80
"E00033204",223,5,1,9,33,1,0,69,9,6,8,2,80
"E00033206",530,9,0,6,25,0,0,71,11,13,16,0,379
"E00033207",228,2,1,2,40,1,1,22,0,1,18,1,139
"E00033208",200,2,0,3,21,3,0,28,7,1,16,3,116
"E00033209",245,3,0,5,22,2,0,26,2,0,13,1,171
"E00033210",213,9,0,4,37,1,0,29,1,2,8,0,122
"E00033211",259,0,1,7,37,3,0,40,6,3,12,2,148
"E00033212",206,3,1,2,17,6,0,38,7,1,10,0,121
"E00033213",359,3,1,9,51,0,0,53,4,4,23,2,209
"E00033214",382,3,1,5,39,4,1,55,6,12,34,0,222
"E00033215",236,5,1,10,24,0,0,37,4,4,27,1,123
"E00033216",209,5,2,4,33,1,0,50,4,10,13,0,87
"E00033217",251,6,0,9,48,0,0,63,3,10,13,3,96
"E00033218",235,12,0,12,23,2,1,68,8,15,16,0,78
"E00033219",342,16,2,5,42,1,1,76,10,5,16,1,167
"E00033220",360,7,1,5,45,0,0,47,11,2,24,1,217
"E00033221",233,3,0,5,37,1,0,33,4,7,15,1,127
"E00033222",124,0,0,1,8,0,1,17,1,3,3,0,90
"E00033223",226,1,2,1,25,1,0,67,5,9,21,0,94
"E00033224",207,0,0,1,24,2,0,19,8,0,14,0,139
"E00033225",224,1,1,3,20,1,0,38,5,1,9,0,145
"E00033226",306,4,0,2,48,0,0,33,6,1,16,0,196
"E00033227",193,1,0,0,29,0,0,23,4,3,23,1,109
"E00033228",251,1,1,3,34,6,0,35,1,1,7,1,161
"E00033229",240,2,0,2,30,4,0,60,11,0,11,0,120
"E00033230",221,4,0,4,35,2,0,52,9,1,21,1,92
"E00033231",154,1,1,1,22,0,0,26,4,1,7,1,90
"E00033235",171,1,1,1,23,2,0,18,2,1,16,0,106
"E00033237",203,1,0,3,17,3,0,18,3,1,10,0,147
"E00033238",352,1,0,0,70,5,1,47,7,4,25,0,192
"E00033242",183,0,1,2,30,4,0,22,5,1,13,2,103
"E00033245",237,0,0,6,24,2,0,34,7,1,18,1,144
"E00033246",203,1,0,1,37,4,1,40,6,2,13,0,98
"E00033247",238,1,0,4,47,1,2,42,7,0,24,0,110
"E00033248",247,4,0,3,31,1,0,17,2,0,6,0,183
"E00033249",199,2,0,2,25,4,0,26,8,1,10,0,121
"E00033250",163,1,0,2,14,0,0,11,5,0,13,1,116
"E00033251",155,1,0,1,20,1,0,12,3,2,6,1,108
"E00033252",233,0,2,1,24,0,1,24,6,3,6,0,166
"E00033253",168,2,0,1,16,0,0,31,2,0,10,0,106
"E00033254",276,1,0,6,36,1,1,53,8,3,23,1,143
"E00033255",206,1,0,4,23,1,0,43,10,0,14,1,109
"E00033256",160,0,0,2,24,0,0,39,10,0,4,0,81
"E00033257",251,0,0,2,34,2,0,59,6,3,18,1,126
"E00033258",224,2,0,2,21,3,0,19,4,1,8,0,164
"E00033259",108,0,1,2,15,0,0,21,6,1,6,0,56
"E00033260",184,3,2,1,36,2,1,32,2,4,17,0,84
"E00033261",195,0,0,1,31,2,0,32,12,2,7,2,106
"E00033262",126,1,0,1,23,0,0,9,3,1,10,0,78
"E00033263",119,1,1,3,25,0,0,15,1,0,8,0,65
"E00033264",197,1,0,2,27,3,0,29,5,1,4,0,125
"E00033265",215,1,0,3,36,3,0,35,11,0,18,1,107
"E00033266",242,4,1,3,27,2,0,71,7,2,19,3,103
"E00033267",157,2,0,1,25,3,0,31,6,0,12,0,77
"E00033268",225,4,0,1,30,2,2,84,5,3,13,0,81
"E00033269",139,1,0,1,13,0,0,38,6,1,7,2,70
"E00033270",256,12,0,4,31,6,0,86,4,2,14,3,94
"E00033271",295,4,1,1,35,4,1,135,7,7,17,0,83
"E00033272",220,8,0,3,21,3,1,91,5,1,11,4,72
"E00033274",188,2,0,2,25,2,1,52,9,1,6,1,87
"E00033275",199,3,0,4,14,1,0,70,16,0,9,1,81
"E00033276",178,6,0,1,36,0,1,36,6,0,14,1,77
"E00033277",153,0,1,1,18,4,0,36,5,1,7,0,80
"E00033278",160,2,0,0,26,0,0,49,4,1,15,1,62
"E00033279",201,1,0,1,46,1,0,42,3,4,14,0,89
"E00033281",229,4,0,5,34,3,2,77,3,2,16,1,82
"E00033282",215,3,0,5,7,3,0,70,11,2,17,2,95
"E00033283",205,1,1,1,22,3,1,54,7,1,26,0,88
"E00033284",210,5,0,5,21,1,0,24,2,1,8,3,140
"E00033285",218,0,1,0,40,0,1,68,9,3,10,0,86
"E00033286",130,0,0,3,14,1,0,23,4,1,6,0,78
"E00033287",221,6,0,5,33,3,1,82,6,1,16,0,68
"E00033288",237,3,1,3,37,1,1,88,9,2,21,1,70
"E00033289",187,4,1,2,23,1,1,87,6,3,8,1,50
"E00033290",222,2,0,3,15,0,0,89,7,3,9,0,94
"E00033291",349,4,1,3,33,6,1,159,21,1,19,1,100
"E00033292",166,1,0,0,18,0,0,69,12,1,4,0,61
"E00033293",221,2,0,2,17,3,0,70,8,2,10,0,107
"E00033294",174,12,0,1,30,1,1,37,6,4,12,2,68
"E00033295",198,1,1,4,20,2,0,99,4,0,8,1,58
"E00033296",195,4,0,3,19,3,0,81,14,0,9,0,62
"E00033297",241,1,0,0,38,3,0,55,4,2,9,3,126
"E00033298",220,2,0,2,19,1,1,57,7,3,15,2,111
"E00033299",219,6,1,2,10,1,1,65,9,0,19,0,105
"E00033300",181,1,0,1,17,1,0,39,11,0,18,0,93
"E00033301",205,4,0,0,30,2,0,55,5,1,15,2,91
"E00033302",159,0,0,3,23,1,0,33,5,1,6,1,86
"E00033304",187,0,0,2,27,1,0,58,4,0,11,1,83
"E00033305",202,1,0,2,21,2,0,61,8,0,20,1,86
"E00033306",212,0,0,2,21,2,0,47,9,2,19,1,109
"E00033307",207,2,1,1,21,6,0,50,10,0,14,2,100
"E00033308",203,1,0,2,34,0,0,64,7,0,8,0,87
"E00033309",224,2,0,1,22,2,2,40,14,0,20,1,120
"E00033310",223,1,0,2,22,1,0,53,11,1,12,1,119
"E00033312",203,1,1,1,22,2,2,43,8,0,13,2,108
"E00033313",244,2,0,4,34,1,1,56,6,2,18,1,119
"E00033314",231,0,0,3,43,5,0,63,9,5,21,0,82
"E00033315",250,1,0,2,29,1,2,66,3,3,27,1,115
"E00033316",229,4,0,11,7,2,1,117,10,2,8,2,65
"E00033317",287,4,2,10,27,2,0,133,9,2,11,1,86
"E00033318",262,1,2,12,37,1,0,65,6,2,13,3,120
"E00033319",315,7,2,8,27,1,1,145,12,5,8,0,99
"E00033320",220,8,0,6,17,1,1,91,11,0,10,2,73
"E00033322",227,8,0,4,12,1,2,107,10,2,11,1,69
"E00033323",213,6,1,4,18,0,0,109,7,1,1,0,66
"E00033324",226,3,3,4,20,0,1,106,9,6,12,0,62
"E00033326",207,6,0,2,11,1,0,108,3,1,5,1,69
"E00033327",216,5,0,5,25,1,0,86,13,1,10,1,69
"E00033328",197,1,0,6,22,0,2,33,7,2,12,1,111
"E00033329",239,6,2,3,21,1,0,110,8,0,8,0,80
"E00033330",225,6,1,2,27,2,2,93,4,1,16,0,71
"E00033331",223,5,1,2,24,2,1,85,10,2,3,0,88
"E00033332",244,7,0,2,30,0,1,108,12,0,7,3,74
"E00033333",237,8,0,2,28,3,1,94,12,3,5,1,80
"E00033334",218,6,1,3,25,0,1,91,15,3,4,0,69
"E00033335",201,5,0,0,11,1,0,96,4,2,9,3,70
"E00033336",237,12,1,7,32,1,1,86,9,2,7,0,79
"E00033337",142,4,0,1,17,1,1,66,5,0,2,0,45
"E00033338",197,12,0,4,6,0,0,93,10,2,4,1,65
"E00033339",260,7,3,4,28,0,2,100,9,2,7,0,98
"E00033340",221,2,0,6,26,0,0,118,5,1,7,1,55
"E00033341",230,6,0,2,18,1,1,115,3,0,10,0,74
"E00033342",239,6,0,3,21,2,0,104,12,3,7,0,81
"E00033343",201,8,0,6,18,0,0,104,7,4,6,2,46
"E00033344",245,7,0,1,20,1,0,100,11,3,17,1,84
"E00033345",279,11,0,3,26,0,0,130,12,5,10,1,81
"E00033346",217,5,0,3,17,0,0,80,8,6,16,1,81
"E00033347",230,5,0,4,36,0,2,97,6,0,11,1,68
"E00033348",200,10,0,3,12,1,0,95,5,2,7,0,65
"E00033349",210,3,0,11,11,0,0,72,4,6,9,2,92
"E00033350",233,1,0,13,10,4,0,93,10,1,16,0,85
"E00033351",211,4,0,3,21,6,1,54,5,0,12,0,105
"E00033352",188,2,0,17,10,1,1,73,11,1,12,1,59
"E00033353",195,5,0,10,20,3,2,69,9,1,10,1,65
"E00033354",177,2,0,1,21,0,0,31,7,2,9,0,104
"E00033355",214,3,0,20,10,2,2,97,9,0,10,1,60
"E00033356",257,6,1,1,31,0,0,86,11,4,16,2,99
"E00033357",200,1,0,2,24,0,0,55,10,0,13,0,95
"E00033358",158,4,0,4,12,2,0,41,8,2,11,0,74
"E00033359",241,7,0,8,25,1,2,87,7,3,15,0,86
"E00033360",258,4,0,8,20,3,0,85,14,3,13,1,107
"E00033361",314,6,0,17,34,1,2,146,19,4,6,1,78
"E00033362",196,1,0,19,13,1,0,99,4,3,8,0,48
"E00033363",149,5,0,3,12,1,0,74,9,1,6,4,34
"E00033364",264,7,0,5,29,1,0,123,10,1,7,2,79
"E00033365",327,8,0,7,39,3,1,153,17,6,11,1,81
"E00033366",216,2,0,5,29,1,0,101,14,2,10,1,51
"E00033367",272,4,0,11,33,2,2,83,7,12,15,3,100
"E00033368",197,5,1,5,20,2,0,82,9,2,17,0,54
"E00033369",286,10,0,9,24,1,0,137,11,5,8,0,81
"E00033370",196,5,1,12,14,0,0,73,6,0,12,1,72
"E00033371",220,8,0,6,17,0,3,105,5,5,11,0,60
"E00033372",224,4,0,23,19,0,0,80,9,3,11,0,75
"E00033373",361,8,0,10,39,1,1,139,13,2,24,0,124
"E00033374",204,5,0,1,30,0,0,91,8,1,12,0,56
"E00033375",253,16,0,8,9,2,0,103,2,2,6,1,104
"E00033376",195,10,1,5,15,0,0,79,2,2,11,0,70
"E00033377",235,7,0,4,14,0,0,128,10,3,2,1,66
"E00033378",253,8,2,7,27,0,0,104,9,0,13,2,81
"E00033379",204,3,0,9,29,1,0,82,7,4,9,1,59
"E00033380",188,7,0,5,18,1,0,78,11,2,17,0,49
"E00033381",138,5,0,1,11,0,0,47,0,1,6,1,66
"E00033382",243,2,0,3,28,1,0,115,9,5,20,0,60
"E00033383",214,3,2,9,13,1,2,79,6,4,15,2,78
"E00033384",254,3,1,12,20,0,1,104,7,3,15,0,88
"E00033385",257,7,1,18,21,1,0,109,10,2,15,3,70
"E00033386",277,6,0,14,17,5,1,128,6,10,14,0,76
"E00033387",190,10,2,10,21,4,2,57,1,2,8,1,72
"E00033388",228,3,0,6,16,2,1,51,8,3,10,0,128
"E00033389",220,2,0,9,18,2,2,103,13,4,7,1,59
"E00033391",275,2,0,2,45,4,0,63,13,5,15,1,125
"E00033392",240,7,1,5,27,6,1,62,13,10,22,0,86
"E00033394",246,6,1,8,41,1,5,78,9,1,12,2,82
"E00033395",259,9,0,7,45,1,0,85,8,4,21,1,78
"E00033396",223,5,0,5,26,1,0,79,7,1,11,1,87
"E00033397",235,7,0,3,40,0,5,105,9,2,12,0,52
"E00033399",243,4,0,3,34,1,0,107,12,3,10,0,69
"E00033400",221,9,0,0,22,2,1,102,8,5,2,1,69
"E00033401",194,3,0,2,31,0,1,85,7,2,11,2,50
"E00033402",293,1,2,12,50,1,0,75,6,4,27,0,115
"E00033403",280,5,0,9,30,0,0,89,5,5,24,1,112
"E00033404",277,7,0,7,41,4,0,96,7,8,8,3,96
"E00033405",237,2,0,5,19,3,0,95,7,6,13,1,86
"E00033406",234,7,1,3,20,1,0,109,8,1,10,2,72
"E00033407",277,7,2,6,48,5,0,73,14,5,26,0,91
"E00033408",275,10,0,11,50,1,1,72,6,2,16,1,105
"E00033409",185,9,1,2,13,0,2,63,4,4,7,0,80
"E00033410",246,10,0,6,35,4,0,72,16,1,19,0,83
"E00033411",253,10,0,5,27,1,0,100,5,5,15,1,84
"E00033412",276,4,1,10,56,1,0,86,11,5,23,1,78
"E00033413",202,3,1,3,42,0,0,55,5,1,12,0,80
"E00033414",257,7,0,2,50,2,0,88,13,5,17,0,73
"E00033415",204,11,0,1,12,0,3,94,6,1,12,0,64
"E00033416",293,5,0,4,48,1,0,120,7,5,18,1,84
"E00033417",280,6,2,9,56,1,0,99,8,4,10,0,85
"E00033418",316,23,1,10,17,1,3,136,11,1,8,1,104
"E00033419",230,21,1,1,12,0,0,102,7,7,5,2,72
"E00033420",331,9,0,6,38,2,1,112,9,4,23,0,127
"E00033421",245,5,0,6,34,0,0,80,3,7,15,0,95
"E00033422",365,10,0,5,12,0,0,180,9,1,9,2,137
"E00033423",264,8,0,3,35,4,0,113,5,10,13,0,73
"E00033424",245,8,0,7,39,1,0,108,7,2,12,2,59
"E00033425",193,4,1,2,27,1,1,95,4,6,13,2,37
"E00033426",256,5,1,6,31,2,1,88,16,2,14,3,87
"E00033427",179,8,1,3,14,2,0,58,7,4,7,0,75
"E00033428",219,0,0,1,32,6,1,68,8,2,13,1,87
"E00033432",222,2,0,0,34,5,1,50,5,0,11,0,114
"E00033435",228,5,0,2,37,2,4,63,8,0,8,2,97
"E00033436",209,1,1,2,35,4,0,49,5,2,7,1,102
"E00033437",197,1,0,0,19,3,0,58,7,3,11,1,94
"E00033438",232,3,0,1,29,3,0,79,10,0,7,1,99
"E00033439",282,3,2,5,38,2,1,67,6,1,22,0,135
"E00033440",223,3,0,2,23,3,1,38,3,1,5,1,143
"E00033441",211,0,0,1,37,1,0,35,2,1,10,0,124
"E00033442",249,2,0,3,33,0,1,69,9,3,7,1,121
"E00033443",113,0,0,1,13,2,0,37,0,0,8,1,51
"E00033444",177,1,0,2,20,1,1,46,5,0,7,2,92
"E00033445",190,1,0,2,37,2,0,52,7,2,16,0,71
"E00033446",213,0,0,2,39,2,1,59,5,1,8,0,96
"E00033447",106,2,0,0,14,1,0,14,4,0,4,3,64
"E00033448",223,5,0,3,37,1,1,64,6,0,10,0,96
"E00033449",221,4,0,2,21,2,2,67,12,2,4,1,104
"E00033450",230,0,0,5,44,0,1,76,11,2,9,0,82
"E00033451",165,1,1,1,26,5,0,45,3,0,6,0,77
"E00033452",180,2,1,1,25,3,0,49,8,1,7,1,82
"E00033453",121,1,0,1,21,0,0,46,2,1,5,0,44
"E00033454",351,3,0,3,48,9,1,130,24,2,9,2,120
