"GeographyCode","QS104EW0001","QS104EW0002","QS104EW0003"
"E01006754",1627,778,849
"E01006755",1587,721,866
"E01006756",1820,835,985
"E01006757",1491,695,796
"E01006758",1527,701,826
"E01006759",1095,571,524
"E01006760",1611,999,612
"E01006761",1644,864,780
"E01006762",1692,789,903
"E01006763",1471,737,734
"E01006764",1522,771,751
"E01006765",1468,693,775
"E01006766",1266,614,652
"E01006767",1787,898,889
"E01006768",1359,741,618
"E01006769",1270,630,640
"E01006770",1002,459,543
"E01006771",1425,630,795
"E01006772",1091,520,571
"E01006773",1379,694,685
"E01006774",1445,699,746
"E01006775",1319,593,726
"E01006776",1677,813,864
"E01006778",2205,1094,1111
"E01006779",1968,893,1075
"E01006780",1465,705,760
"E01006781",1470,708,762
"E01006782",1560,777,783
"E01006783",1548,759,789
"E01006784",1347,685,662
"E01006785",1769,875,894
"E01006786",1820,937,883
"E01006787",2330,1673,657
"E01006788",1825,902,923
"E01006790",1587,747,840
"E01006791",1674,884,790
"E01006792",1368,668,700
"E01006793",1494,726,768
"E01006794",1593,764,829
"E01006795",1407,687,720
"E01006796",1591,789,802
"E01006797",1499,730,769
"E01006798",1410,685,725
"E01006799",1821,880,941
"E01006800",1401,707,694
"E01006801",1355,639,716
"E01032505",1317,623,694
"E01032506",1403,736,667
"E01032507",1539,735,804
"E01032508",1723,837,886
"E01032509",1434,671,763
"E01032510",1809,879,930
"E01032511",1378,676,702
"E01033747",1043,484,559
"E01033748",1277,705,572
"E01033749",1153,609,544
"E01033750",1448,895,553
"E01033751",1873,1044,829
"E01033752",1196,740,456
"E01033753",1051,690,361
"E01033754",1452,784,668
"E01033755",1082,643,439
"E01033756",1185,737,448
"E01033757",1025,593,432
"E01033758",1730,883,847
"E01033759",1147,532,615
"E01033760",2115,1042,1073
"E01033761",1372,843,529
"E01033762",1791,943,848
"E01033763",1527,823,704
"E01033764",2202,1130,1072
"E01033765",1351,656,695
"E01033766",1075,558,517
"E01033767",1067,511,556
"E01033768",1223,744,479
