"GeographyCode","KS403EW0001","KS403EW0002","KS403EW0003","KS403EW0004","KS403EW0005","KS403EW0009","KS403EW0010","KS403EW0011","KS403EW0012"
"E01006608",563,32,531,35,20,5.68383658969805,94.316163410302,6.21669626998224,3.55239786856128
"E01006609",576,31,545,26,21,5.38194444444444,94.6180555555556,4.51388888888889,3.64583333333333
"E01006610",669,51,618,50,30,7.62331838565022,92.3766816143498,7.47384155455904,4.48430493273543
"E01006611",742,90,652,56,32,12.1293800539084,87.8706199460916,7.54716981132075,4.31266846361186
"E01006612",740,17,723,49,38,2.2972972972973,97.7027027027027,6.62162162162162,5.13513513513514
"E01006613",611,29,582,25,25,4.74631751227496,95.253682487725,4.09165302782324,4.09165302782324
"E01006614",667,74,593,52,23,11.0944527736132,88.9055472263868,7.79610194902549,3.44827586206897
"E01006615",663,54,609,48,27,8.1447963800905,91.8552036199095,7.23981900452489,4.07239819004525
"E01006616",613,30,583,40,31,4.89396411092985,95.1060358890702,6.5252854812398,5.05709624796085
"E01006617",650,16,634,24,6,2.46153846153846,97.5384615384615,3.69230769230769,0.923076923076923
"E01006618",692,46,646,29,28,6.64739884393064,93.3526011560694,4.1907514450867,4.04624277456647
"E01006619",734,44,690,26,15,5.99455040871935,94.0054495912807,3.54223433242507,2.04359673024523
"E01006620",625,19,606,30,22,3.04,96.96,4.8,3.52
"E01006621",584,17,567,21,17,2.91095890410959,97.0890410958904,3.5958904109589,2.91095890410959
"E01006622",586,15,571,7,6,2.55972696245734,97.4402730375427,1.19453924914676,1.02389078498294
"E01006623",527,5,522,16,19,0.94876660341556,99.0512333965844,3.03605313092979,3.60531309297913
"E01006624",702,34,668,55,38,4.84330484330484,95.1566951566952,7.83475783475783,5.41310541310541
"E01006625",609,28,581,19,14,4.59770114942529,95.4022988505747,3.11986863711002,2.29885057471264
"E01006626",593,23,570,18,10,3.87858347386172,96.1214165261383,3.035413153457,1.68634064080944
"E01006627",600,32,568,17,13,5.33333333333333,94.6666666666667,2.83333333333333,2.16666666666667
"E01006628",651,32,619,25,23,4.91551459293395,95.0844854070661,3.84024577572965,3.53302611367127
"E01006629",573,13,560,43,29,2.26876090750436,97.7312390924956,7.5043630017452,5.06108202443281
"E01006630",555,1,554,83,58,0.18018018018018,99.8198198198198,14.954954954955,10.4504504504505
"E01006632",884,30,854,138,76,3.39366515837104,96.606334841629,15.6108597285068,8.5972850678733
"E01006633",699,38,661,70,46,5.43633762517883,94.5636623748212,10.0143061516452,6.58082975679542
"E01006637",670,9,661,54,39,1.34328358208955,98.6567164179104,8.05970149253731,5.82089552238806
"E01006638",518,11,507,34,25,2.12355212355212,97.8764478764479,6.56370656370656,4.82625482625483
"E01006639",640,15,625,27,26,2.34375,97.65625,4.21875,4.0625
"E01006640",760,20,740,22,18,2.63157894736842,97.3684210526316,2.89473684210526,2.36842105263158
"E01006641",633,15,618,21,19,2.3696682464455,97.6303317535545,3.3175355450237,3.00157977883096
"E01006642",590,20,570,54,33,3.38983050847458,96.6101694915254,9.15254237288136,5.59322033898305
"E01006643",740,25,715,53,37,3.37837837837838,96.6216216216216,7.16216216216216,5
"E01006644",963,29,934,86,38,3.01142263759086,96.9885773624091,8.93042575285566,3.9460020768432
"E01006645",690,7,683,59,38,1.01449275362319,98.9855072463768,8.55072463768116,5.50724637681159
"E01006646",1006,37,969,242,69,3.6779324055666,96.3220675944334,24.0556660039761,6.85884691848907
"E01006647",636,4,632,61,40,0.628930817610063,99.3710691823899,9.59119496855346,6.28930817610063
"E01006648",1075,25,1050,249,72,2.32558139534884,97.6744186046512,23.1627906976744,6.69767441860465
"E01006651",592,3,589,8,9,0.506756756756757,99.4932432432432,1.35135135135135,1.52027027027027
"E01006652",633,47,586,21,20,7.42496050552923,92.5750394944708,3.3175355450237,3.15955766192733
"E01006653",656,21,635,36,25,3.20121951219512,96.7987804878049,5.48780487804878,3.8109756097561
"E01006654",627,40,587,46,19,6.37958532695375,93.6204146730462,7.33652312599681,3.03030303030303
"E01006655",706,47,659,26,28,6.65722379603399,93.342776203966,3.68271954674221,3.96600566572238
"E01006656",669,66,603,29,26,9.86547085201794,90.1345291479821,4.33482810164425,3.8863976083707
"E01006657",582,53,529,34,16,9.10652920962199,90.893470790378,5.84192439862543,2.74914089347079
"E01006658",634,10,624,39,29,1.57728706624606,98.4227129337539,6.15141955835962,4.57413249211356
"E01006659",548,18,530,41,16,3.28467153284672,96.7153284671533,7.48175182481752,2.91970802919708
"E01006660",616,27,589,27,21,4.38311688311688,95.6168831168831,4.38311688311688,3.40909090909091
"E01006661",749,30,719,43,34,4.00534045393858,95.9946595460614,5.74098798397864,4.53938584779706
"E01006662",785,26,759,40,24,3.31210191082803,96.687898089172,5.09554140127389,3.05732484076433
"E01006663",510,16,494,19,15,3.13725490196078,96.8627450980392,3.72549019607843,2.94117647058824
"E01006664",822,44,778,61,25,5.35279805352798,94.647201946472,7.42092457420925,3.04136253041363
"E01006665",630,20,610,23,16,3.17460317460317,96.8253968253968,3.65079365079365,2.53968253968254
"E01006666",514,5,509,8,10,0.972762645914397,99.0272373540856,1.55642023346304,1.94552529182879
"E01006667",618,31,587,19,16,5.01618122977346,94.9838187702265,3.07443365695793,2.58899676375405
"E01006668",590,9,581,12,6,1.52542372881356,98.4745762711864,2.03389830508475,1.01694915254237
"E01006669",551,4,547,14,14,0.725952813067151,99.2740471869328,2.54083484573503,2.54083484573503
"E01006670",607,22,585,20,12,3.62438220757825,96.3756177924217,3.29489291598023,1.97693574958814
"E01006671",499,9,490,22,18,1.80360721442886,98.1963927855711,4.40881763527054,3.60721442885772
"E01006672",798,23,775,65,27,2.88220551378446,97.1177944862155,8.1453634085213,3.38345864661654
"E01006673",954,36,918,199,71,3.77358490566038,96.2264150943396,20.8595387840671,7.44234800838574
"E01006674",826,32,794,161,84,3.87409200968523,96.1259079903148,19.4915254237288,10.1694915254237
"E01006675",1132,69,1063,264,54,6.09540636042403,93.904593639576,23.321554770318,4.77031802120141
"E01006676",761,26,735,110,72,3.41655716162943,96.5834428383706,14.4546649145861,9.46123521681997
"E01006677",477,25,452,50,37,5.24109014675052,94.7589098532495,10.482180293501,7.75681341719078
"E01006678",1059,21,1038,148,79,1.98300283286119,98.0169971671388,13.9754485363551,7.45986779981114
"E01006679",920,23,897,240,108,2.5,97.5,26.0869565217391,11.7391304347826
"E01006680",605,17,588,9,8,2.8099173553719,97.1900826446281,1.48760330578512,1.32231404958678
"E01006681",719,23,696,36,20,3.19888734353268,96.8011126564673,5.00695410292072,2.78164116828929
"E01006682",498,10,488,3,4,2.00803212851406,97.9919678714859,0.602409638554217,0.803212851405622
"E01006683",594,17,577,9,10,2.86195286195286,97.1380471380471,1.51515151515152,1.68350168350168
"E01006684",999,25,974,32,9,2.5025025025025,97.4974974974975,3.2032032032032,0.900900900900901
"E01006685",604,28,576,14,12,4.63576158940397,95.364238410596,2.31788079470199,1.98675496688742
"E01006686",531,11,520,8,12,2.07156308851224,97.9284369114878,1.50659133709981,2.25988700564972
"E01006687",933,14,919,60,19,1.5005359056806,98.4994640943194,6.43086816720257,2.03644158628081
"E01006688",712,28,684,36,11,3.93258426966292,96.0674157303371,5.0561797752809,1.54494382022472
"E01006689",717,23,694,24,12,3.20781032078103,96.792189679219,3.34728033472803,1.67364016736402
"E01006690",801,57,744,132,50,7.11610486891386,92.8838951310861,16.4794007490637,6.24219725343321
"E01006691",647,64,583,103,64,9.89180834621329,90.1081916537867,15.919629057187,9.89180834621329
"E01006692",989,87,902,99,59,8.79676440849343,91.2032355915066,10.010111223458,5.96562184024267
"E01006693",838,61,777,102,38,7.27923627684964,92.7207637231504,12.1718377088305,4.5346062052506
"E01006694",891,112,779,113,68,12.5701459034792,87.4298540965208,12.682379349046,7.63187429854097
"E01006695",1029,72,957,235,85,6.99708454810496,93.002915451895,22.8377065111759,8.26044703595724
"E01006696",768,60,708,82,55,7.8125,92.1875,10.6770833333333,7.16145833333333
"E01006697",828,85,743,90,66,10.2657004830918,89.7342995169082,10.8695652173913,7.97101449275362
"E01006698",725,58,667,39,36,8,92,5.37931034482759,4.96551724137931
"E01006699",777,32,745,54,34,4.11840411840412,95.8815958815959,6.94980694980695,4.37580437580438
"E01006700",653,60,593,46,26,9.18836140888208,90.8116385911179,7.04441041347626,3.98162327718224
"E01006701",671,67,604,70,30,9.98509687034277,90.0149031296572,10.4321907600596,4.47093889716841
"E01006702",740,44,696,60,33,5.94594594594595,94.0540540540541,8.10810810810811,4.45945945945946
"E01006703",818,33,785,70,37,4.03422982885086,95.9657701711491,8.55745721271394,4.52322738386308
"E01006705",689,64,625,66,41,9.28882438316401,90.711175616836,9.57910014513788,5.95065312046444
"E01006706",582,8,574,55,40,1.3745704467354,98.6254295532646,9.45017182130584,6.87285223367698
"E01006707",553,6,547,42,35,1.08499095840868,98.9150090415913,7.59493670886076,6.32911392405063
"E01006708",754,7,747,43,27,0.928381962864721,99.0716180371353,5.70291777188329,3.58090185676393
"E01006709",685,17,668,51,25,2.48175182481752,97.5182481751825,7.44525547445255,3.64963503649635
"E01006710",592,48,544,27,20,8.10810810810811,91.8918918918919,4.56081081081081,3.37837837837838
"E01006711",685,77,608,54,35,11.2408759124088,88.7591240875912,7.88321167883212,5.10948905109489
"E01006712",569,57,512,19,24,10.0175746924429,89.9824253075571,3.33919156414763,4.21792618629174
"E01006713",604,56,548,21,23,9.27152317880795,90.728476821192,3.47682119205298,3.80794701986755
"E01006716",701,44,657,66,40,6.27674750356633,93.7232524964337,9.4151212553495,5.70613409415121
"E01006717",576,29,547,19,14,5.03472222222222,94.9652777777778,3.29861111111111,2.43055555555556
"E01006718",678,52,626,46,29,7.66961651917404,92.330383480826,6.78466076696165,4.27728613569322
"E01006719",638,44,594,29,21,6.89655172413793,93.1034482758621,4.54545454545455,3.29153605015674
"E01006720",905,59,846,122,84,6.51933701657459,93.4806629834254,13.4806629834254,9.28176795580111
"E01006721",912,64,848,115,51,7.01754385964912,92.9824561403509,12.609649122807,5.59210526315789
"E01006722",608,38,570,90,52,6.25,93.75,14.8026315789474,8.55263157894737
"E01006723",749,63,686,101,53,8.41121495327103,91.588785046729,13.4846461949266,7.07610146862483
"E01006724",554,27,527,80,50,4.87364620938628,95.1263537906137,14.4404332129964,9.02527075812274
"E01006725",739,35,704,51,38,4.7361299052774,95.2638700947226,6.90121786197564,5.14208389715832
"E01006726",659,47,612,61,45,7.13201820940819,92.8679817905918,9.25644916540212,6.82852807283763
"E01006727",665,66,599,55,27,9.92481203007519,90.0751879699248,8.27067669172932,4.06015037593985
"E01006728",855,99,756,90,46,11.5789473684211,88.4210526315789,10.5263157894737,5.38011695906433
"E01006729",539,26,513,42,28,4.82374768089054,95.1762523191095,7.79220779220779,5.19480519480519
"E01006730",542,19,523,41,30,3.50553505535055,96.4944649446495,7.56457564575646,5.53505535055351
"E01006731",486,12,474,30,22,2.46913580246914,97.5308641975309,6.17283950617284,4.52674897119342
"E01006732",644,12,632,53,32,1.86335403726708,98.1366459627329,8.22981366459627,4.96894409937888
"E01006734",625,22,603,45,24,3.52,96.48,7.2,3.84
"E01006735",571,18,553,32,29,3.1523642732049,96.8476357267951,5.60420315236427,5.07880910683012
"E01006736",582,15,567,34,34,2.57731958762887,97.4226804123711,5.84192439862543,5.84192439862543
"E01006737",562,13,549,35,30,2.31316725978648,97.6868327402135,6.22775800711744,5.33807829181495
"E01006738",662,40,622,46,35,6.04229607250755,93.9577039274924,6.94864048338369,5.28700906344411
"E01006739",707,23,684,60,32,3.25318246110325,96.7468175388967,8.48656294200849,4.52616690240453
"E01006740",604,24,580,49,33,3.97350993377483,96.0264900662252,8.11258278145695,5.4635761589404
"E01006741",778,38,740,42,36,4.88431876606684,95.1156812339332,5.39845758354756,4.62724935732648
"E01006742",591,33,558,23,22,5.58375634517767,94.4162436548223,3.8917089678511,3.72250423011844
"E01006743",1008,51,957,89,37,5.05952380952381,94.9404761904762,8.82936507936508,3.67063492063492
"E01006744",739,45,694,52,26,6.0893098782138,93.9106901217862,7.03653585926928,3.51826792963464
"E01006745",907,67,840,117,50,7.38699007717751,92.6130099228225,12.8996692392503,5.51267916207277
"E01006746",655,21,634,74,46,3.20610687022901,96.793893129771,11.2977099236641,7.02290076335878
"E01006747",857,74,783,226,50,8.63477246207701,91.365227537923,26.3710618436406,5.8343057176196
"E01006748",756,48,708,94,74,6.34920634920635,93.6507936507936,12.4338624338624,9.78835978835979
"E01006751",831,28,803,177,74,3.36943441636582,96.6305655836342,21.2996389891697,8.90493381468111
"E01006752",489,53,436,76,36,10.838445807771,89.161554192229,15.5419222903885,7.36196319018405
"E01006753",666,25,641,56,41,3.75375375375375,96.2462462462462,8.40840840840841,6.15615615615616
"E01006754",781,23,758,92,55,2.9449423815621,97.0550576184379,11.7797695262484,7.04225352112676
"E01006755",690,15,675,51,50,2.17391304347826,97.8260869565217,7.39130434782609,7.2463768115942
"E01006756",757,13,744,59,41,1.71730515191546,98.2826948480845,7.79392338177015,5.41611624834874
"E01006757",621,15,606,30,20,2.41545893719807,97.5845410628019,4.83091787439614,3.22061191626409
"E01006758",639,30,609,39,35,4.69483568075117,95.3051643192488,6.10328638497653,5.4773082942097
"E01006759",460,44,416,23,14,9.56521739130435,90.4347826086957,5,3.04347826086957
"E01006760",826,108,718,164,47,13.0750605326877,86.9249394673123,19.8547215496368,5.69007263922518
"E01006761",793,51,742,81,41,6.4312736443884,93.5687263556116,10.2143757881463,5.1702395964691
"E01006762",725,63,662,48,32,8.68965517241379,91.3103448275862,6.62068965517241,4.41379310344828
"E01006763",652,42,610,32,18,6.44171779141104,93.558282208589,4.9079754601227,2.76073619631902
"E01006764",667,37,630,80,37,5.5472263868066,94.4527736131934,11.9940029985007,5.5472263868066
"E01006765",659,47,612,34,20,7.13201820940819,92.8679817905918,5.15933232169954,3.03490136570561
"E01006766",574,49,525,46,34,8.53658536585366,91.4634146341463,8.01393728222996,5.92334494773519
"E01006767",779,45,734,57,38,5.77663671373556,94.2233632862644,7.31707317073171,4.8780487804878
"E01006768",587,35,552,57,23,5.96252129471891,94.0374787052811,9.71039182282794,3.91822827938671
"E01006769",712,18,694,34,23,2.52808988764045,97.4719101123596,4.7752808988764,3.23033707865169
"E01006770",445,15,430,37,21,3.37078651685393,96.6292134831461,8.31460674157303,4.71910112359551
"E01006771",694,20,674,46,23,2.88184438040346,97.1181556195965,6.62824207492795,3.31412103746398
"E01006772",480,11,469,23,16,2.29166666666667,97.7083333333333,4.79166666666667,3.33333333333333
"E01006773",554,12,542,16,13,2.16606498194946,97.8339350180505,2.88808664259928,2.34657039711191
"E01006774",552,13,539,7,9,2.35507246376812,97.6449275362319,1.26811594202899,1.6304347826087
"E01006775",556,8,548,29,28,1.43884892086331,98.5611510791367,5.2158273381295,5.03597122302158
"E01006776",844,7,837,64,39,0.829383886255924,99.1706161137441,7.58293838862559,4.62085308056872
"E01006778",1124,67,1057,174,67,5.96085409252669,94.0391459074733,15.4804270462633,5.96085409252669
"E01006779",902,11,891,83,46,1.21951219512195,98.780487804878,9.20177383592018,5.09977827050998
"E01006780",619,32,587,33,18,5.16962843295638,94.8303715670436,5.33117932148627,2.90791599353796
"E01006781",600,23,577,14,15,3.83333333333333,96.1666666666667,2.33333333333333,2.5
"E01006782",691,44,647,48,13,6.36758321273517,93.6324167872648,6.94645441389291,1.88133140376266
"E01006783",645,40,605,30,27,6.2015503875969,93.7984496124031,4.65116279069767,4.18604651162791
"E01006784",586,53,533,23,19,9.04436860068259,90.9556313993174,3.92491467576792,3.24232081911263
"E01006785",781,70,711,78,28,8.9628681177977,91.0371318822023,9.98719590268886,3.58514724711908
"E01006786",764,31,733,31,15,4.05759162303665,95.9424083769634,4.05759162303665,1.96335078534031
"E01006787",691,48,643,95,62,6.94645441389291,93.0535455861071,13.7481910274964,8.97250361794501
"E01006788",681,46,635,25,34,6.75477239353891,93.2452276064611,3.67107195301028,4.99265785609398
"E01006790",801,62,739,81,43,7.74032459425718,92.2596754057428,10.1123595505618,5.36828963795256
"E01006791",873,46,827,56,34,5.26918671248568,94.7308132875143,6.41466208476518,3.89461626575029
"E01006792",557,8,549,10,8,1.43626570915619,98.5637342908438,1.79533213644524,1.43626570915619
"E01006793",759,22,737,45,22,2.89855072463768,97.1014492753623,5.92885375494071,2.89855072463768
"E01006794",711,22,689,22,13,3.09423347398031,96.9057665260197,3.09423347398031,1.82841068917018
"E01006795",628,18,610,23,11,2.86624203821656,97.1337579617834,3.6624203821656,1.7515923566879
"E01006796",581,3,578,11,9,0.516351118760757,99.4836488812392,1.89328743545611,1.54905335628227
"E01006797",707,22,685,69,24,3.11173974540311,96.8882602545969,9.75954738330976,3.39462517680339
"E01006798",609,23,586,17,8,3.77668308702791,96.2233169129721,2.79146141215107,1.3136288998358
"E01006799",1145,34,1111,77,31,2.96943231441048,97.0305676855895,6.72489082969432,2.70742358078603
"E01006800",679,8,671,11,9,1.17820324005891,98.8217967599411,1.620029455081,1.32547864506627
"E01006801",609,13,596,8,5,2.13464696223317,97.8653530377668,1.3136288998358,0.821018062397373
"E01032505",563,22,541,31,21,3.90763765541741,96.0923623445826,5.50621669626998,3.73001776198934
"E01032506",656,40,616,53,17,6.09756097560976,93.9024390243902,8.07926829268293,2.59146341463415
"E01032507",666,35,631,34,19,5.25525525525526,94.7447447447448,5.10510510510511,2.85285285285285
"E01032508",847,57,790,96,52,6.72963400236127,93.2703659976387,11.3341204250295,6.13931523022432
"E01032509",665,70,595,39,28,10.5263157894737,89.4736842105263,5.86466165413534,4.21052631578947
"E01032510",776,50,726,56,33,6.44329896907216,93.5567010309278,7.21649484536082,4.25257731958763
"E01032511",616,54,562,33,20,8.76623376623377,91.2337662337662,5.35714285714286,3.24675324675325
"E01033747",496,22,474,39,24,4.43548387096774,95.5645161290323,7.86290322580645,4.83870967741935
"E01033748",772,15,757,126,15,1.94300518134715,98.0569948186529,16.3212435233161,1.94300518134715
"E01033749",1039,10,1029,505,12,0.962463907603465,99.0375360923965,48.604427333975,1.15495668912416
"E01033750",905,21,884,153,36,2.32044198895028,97.6795580110497,16.9060773480663,3.97790055248619
"E01033751",603,24,579,63,17,3.98009950248756,96.0199004975124,10.4477611940298,2.81923714759536
"E01033752",790,37,753,287,26,4.68354430379747,95.3164556962025,36.3291139240506,3.29113924050633
"E01033753",714,35,679,280,19,4.90196078431373,95.0980392156863,39.2156862745098,2.66106442577031
"E01033754",838,33,805,274,42,3.93794749403341,96.0620525059666,32.6968973747017,5.01193317422434
"E01033755",675,45,630,261,22,6.66666666666667,93.3333333333333,38.6666666666667,3.25925925925926
"E01033756",733,21,712,408,40,2.86493860845839,97.1350613915416,55.6616643929059,5.45702592087312
"E01033757",715,32,683,228,27,4.47552447552448,95.5244755244755,31.8881118881119,3.77622377622378
"E01033758",475,37,438,221,24,7.78947368421053,92.2105263157895,46.5263157894737,5.05263157894737
"E01033759",480,22,458,33,13,4.58333333333333,95.4166666666667,6.875,2.70833333333333
"E01033760",529,39,490,289,24,7.37240075614367,92.6275992438563,54.6313799621928,4.53686200378072
"E01033761",832,54,778,323,29,6.49038461538462,93.5096153846154,38.8221153846154,3.48557692307692
