"GeographyCode","QS501EW0001","QS501EW0002","QS501EW0003","QS501EW0004","QS501EW0005","QS501EW0006","QS501EW0007","QS501EW0008"
"E01006554",1530,143,83,102,9,579,563,51
"E01006556",1595,586,222,169,14,185,271,148
"E01006557",1915,143,78,159,18,1020,438,59
"E01006558",1131,493,172,199,31,86,91,59
"E01006560",1576,819,213,224,32,119,109,60
"E01006562",1185,523,197,188,23,115,85,54
"E01006563",1408,726,187,191,36,91,106,71
"E01006564",1477,698,197,158,41,147,182,54
"E01006565",1275,454,220,175,51,137,192,46
"E01006566",1234,318,169,192,40,171,289,55
"E01006567",1439,584,210,200,49,150,210,36
"E01006568",1306,349,177,227,40,181,296,36
"E01006569",1214,493,176,185,46,102,172,40
"E01006570",1221,299,165,196,54,162,309,36
"E01006571",1210,507,149,204,37,127,141,45
"E01006572",909,380,134,139,20,113,95,28
"E01006573",1223,458,167,188,32,136,199,43
"E01006574",1094,412,163,189,32,122,135,41
"E01006575",1087,315,146,172,35,118,265,36
"E01006576",1394,297,187,246,60,197,371,36
"E01006577",1236,224,151,187,51,157,431,35
"E01006578",1108,234,137,189,32,160,324,32
"E01006579",1317,263,168,215,44,150,424,53
"E01006580",1111,159,135,207,32,148,388,42
"E01006581",1264,183,148,192,42,189,478,32
"E01006582",1309,170,119,203,51,168,559,39
"E01006583",1524,134,105,227,28,509,476,45
"E01006584",1147,261,168,196,43,171,261,47
"E01006585",1136,463,175,166,22,115,135,60
"E01006586",1606,466,206,200,42,227,390,75
"E01006587",1354,331,172,207,42,164,378,60
"E01006588",1402,242,107,179,43,246,542,43
"E01006589",1234,218,160,198,48,149,424,37
"E01006590",1457,176,131,149,19,325,614,43
"E01006591",1374,159,123,155,30,242,642,23
"E01006592",1327,142,111,139,25,168,713,29
"E01006593",1324,155,110,148,19,288,572,32
"E01006594",1191,146,119,158,37,128,571,32
"E01006595",1476,286,131,207,39,189,580,44
"E01006596",1228,215,121,160,40,157,495,40
"E01006597",1395,169,113,176,30,160,713,34
"E01006598",1038,505,147,163,17,93,83,30
"E01006599",814,341,118,157,15,70,77,36
"E01006600",1173,493,156,215,29,126,112,42
"E01006603",1177,503,177,176,33,129,124,35
"E01006604",1130,418,210,190,31,128,125,28
"E01006605",1270,530,191,192,37,130,148,42
"E01006606",1267,436,210,194,42,161,177,47
"E01006607",1227,533,202,189,25,141,96,41
"E01006608",998,340,145,179,28,132,148,26
"E01006609",1060,357,185,188,32,113,152,33
"E01006610",1141,459,162,193,32,136,125,34
"E01006611",1055,441,164,199,30,101,82,38
"E01006612",1214,536,173,189,43,134,101,38
"E01006613",1152,506,142,180,40,133,113,38
"E01006614",1084,415,172,176,32,126,117,46
"E01006615",1071,424,160,171,38,122,116,40
"E01006616",1185,463,175,177,40,142,146,42
"E01006617",1216,280,161,189,55,165,316,50
"E01006618",1391,528,232,224,43,150,163,51
"E01006619",1339,341,176,211,52,184,327,48
"E01006620",1197,338,144,198,43,152,283,39
"E01006621",1249,247,153,212,55,172,379,31
"E01006622",1238,237,172,234,59,164,329,43
"E01006623",1223,295,189,176,66,152,306,39
"E01006624",1294,422,199,213,56,130,222,52
"E01006625",1171,328,165,177,58,157,237,49
"E01006626",1246,317,178,212,52,157,280,50
"E01006627",1152,315,161,171,48,157,268,32
"E01006628",1632,246,136,204,38,320,642,46
"E01006629",1116,294,124,149,30,130,351,38
"E01006630",1029,483,140,148,16,93,112,37
"E01006632",1465,592,216,207,29,183,169,69
"E01006633",1151,592,149,144,24,90,109,43
"E01006637",1161,419,169,199,29,117,157,71
"E01006638",934,411,138,153,21,83,88,40
"E01006639",1177,328,198,189,32,158,225,47
"E01006640",1496,367,195,256,73,184,373,48
"E01006641",1267,288,169,200,26,175,346,63
"E01006642",1014,468,160,157,26,95,80,28
"E01006643",1357,484,244,235,23,127,186,58
"E01006644",1643,575,257,260,41,200,246,64
"E01006645",1161,554,168,155,35,112,108,29
"E01006646",1633,600,178,178,21,179,397,80
"E01006647",1071,569,155,143,18,69,77,40
"E01006648",1895,659,184,218,31,263,460,80
"E01006651",1248,187,187,268,43,218,300,45
"E01006652",1211,321,234,194,55,142,234,31
"E01006653",1211,438,185,155,48,165,182,38
"E01006654",1236,401,183,213,42,166,196,35
"E01006655",1410,456,196,231,49,148,282,48
"E01006656",1221,304,195,237,58,163,240,24
"E01006657",978,297,158,179,37,135,146,26
"E01006658",1067,463,158,163,32,116,92,43
"E01006659",1574,570,307,253,50,135,175,84
"E01006660",1136,440,144,188,30,127,151,56
"E01006661",1350,644,199,194,32,128,112,41
"E01006662",1439,658,165,205,25,122,194,70
"E01006663",896,311,145,148,28,110,129,25
"E01006664",1406,576,205,233,31,132,166,63
"E01006665",1219,256,204,222,44,162,299,32
"E01006666",1156,167,182,257,50,172,286,42
"E01006667",1205,402,169,190,45,151,203,45
"E01006668",1163,197,181,226,46,166,308,39
"E01006669",1142,236,181,210,40,179,245,51
"E01006670",1210,260,181,199,56,178,279,57
"E01006671",1105,328,172,177,39,108,235,46
"E01006672",1445,549,241,238,30,137,169,81
"E01006673",1511,484,157,168,23,194,376,109
"E01006674",1355,551,173,163,14,96,236,122
"E01006675",1702,383,126,151,6,183,756,97
"E01006676",1283,503,178,153,12,143,200,94
"E01006677",753,346,91,101,8,67,103,37
"E01006678",1774,698,209,239,24,230,296,78
"E01006679",1578,622,227,167,20,124,284,134
"E01006680",1310,202,177,197,54,174,464,42
"E01006681",1342,333,169,218,45,162,370,45
"E01006682",1068,143,128,161,34,122,448,32
"E01006683",1254,203,153,191,50,162,454,41
"E01006684",1796,219,184,235,44,209,860,45
"E01006685",1264,233,120,161,47,182,491,30
"E01006686",1196,218,159,191,49,163,374,42
"E01006687",1669,318,117,187,32,161,811,43
"E01006688",1286,273,143,189,44,130,457,50
"E01006689",1365,237,153,207,54,176,499,39
"E01006690",1295,404,166,147,33,194,258,93
"E01006691",1163,363,166,151,19,127,203,134
"E01006692",1748,557,255,247,33,185,350,121
"E01006693",1337,682,144,166,60,100,123,62
"E01006694",1481,489,197,237,25,146,276,111
"E01006695",1549,410,203,256,42,179,325,134
"E01006696",1372,489,162,191,27,153,247,103
"E01006697",1457,491,203,197,38,176,225,127
"E01006698",1324,449,233,215,43,184,161,39
"E01006699",1275,613,173,186,26,122,92,63
"E01006700",1177,492,187,166,31,137,120,44
"E01006701",1174,451,168,186,43,152,123,51
"E01006702",1277,580,167,190,28,140,111,61
"E01006703",1319,650,185,172,31,128,100,53
"E01006705",1157,349,186,222,29,176,145,50
"E01006706",1086,534,159,149,28,105,72,39
"E01006707",1067,559,136,149,23,95,61,44
"E01006708",1431,536,212,213,42,197,193,38
"E01006709",1211,470,172,188,32,143,168,38
"E01006710",1191,391,199,247,41,150,110,53
"E01006711",1225,367,193,230,32,156,214,33
"E01006712",1045,313,176,178,30,123,198,27
"E01006713",1113,324,206,181,36,127,204,35
"E01006716",1263,489,169,191,34,131,205,44
"E01006717",1173,270,171,221,64,151,246,50
"E01006718",1296,369,186,216,38,175,261,51
"E01006719",1209,328,189,221,43,192,191,45
"E01006720",1663,453,158,176,21,349,378,128
"E01006721",1376,429,138,163,25,244,298,79
"E01006722",1591,225,88,138,15,694,357,74
"E01006723",1701,299,106,178,11,644,389,74
"E01006724",1671,183,91,118,16,830,382,51
"E01006725",1284,377,146,176,39,213,281,52
"E01006726",1325,281,132,150,14,354,342,52
"E01006727",1215,286,150,156,30,198,342,53
"E01006728",1328,437,179,170,13,228,258,43
"E01006729",1018,407,173,183,34,99,76,46
"E01006730",1048,448,163,179,29,102,100,27
"E01006731",940,392,128,171,26,95,105,23
"E01006732",1177,511,196,220,26,116,81,27
"E01006734",1058,419,153,182,29,127,94,54
"E01006735",1030,456,162,156,18,96,113,29
"E01006736",1167,456,197,185,28,105,146,50
"E01006737",1152,466,173,231,24,118,103,37
"E01006738",1183,489,212,190,35,114,103,40
"E01006739",1342,544,239,223,36,125,112,63
"E01006740",1018,440,170,136,13,69,106,84
"E01006741",1470,633,250,235,36,162,93,61
"E01006742",1152,346,171,197,31,128,231,48
"E01006743",1727,499,274,281,62,203,329,79
"E01006744",1209,323,182,180,27,144,301,52
"E01006745",1520,390,214,259,31,211,324,91
"E01006746",1317,487,145,130,22,257,196,80
"E01006747",3422,399,141,365,16,1503,665,333
"E01006748",1768,336,123,121,21,661,381,125
"E01006751",2214,613,189,191,21,503,446,251
"E01006752",839,263,103,107,12,106,178,70
"E01006753",1184,505,223,203,31,103,91,28
"E01006754",1317,540,217,204,34,123,96,103
"E01006755",1201,558,200,167,17,105,101,53
"E01006756",1348,546,221,231,33,139,106,72
"E01006757",1095,424,202,177,34,115,96,47
"E01006758",1157,481,181,215,22,107,104,47
"E01006759",902,237,152,135,24,116,193,45
"E01006760",1426,460,195,201,22,191,273,84
"E01006761",1374,481,251,199,34,143,216,50
"E01006762",1345,541,220,201,54,133,141,55
"E01006763",1159,346,200,213,45,124,193,38
"E01006764",1214,342,192,223,32,151,209,65
"E01006765",1192,363,174,239,38,153,175,50
"E01006766",969,363,164,137,19,129,110,47
"E01006767",1388,368,228,236,32,210,260,54
"E01006768",1159,306,138,199,32,159,265,60
"E01006769",1059,510,115,170,35,95,98,36
"E01006770",808,322,131,114,37,74,85,45
"E01006771",1172,538,174,181,25,117,96,41
"E01006772",918,318,126,141,25,119,143,46
"E01006773",1138,250,154,176,53,154,304,47
"E01006774",1170,206,170,191,40,181,340,42
"E01006775",1092,553,135,169,25,100,85,25
"E01006776",1433,626,172,168,33,132,245,57
"E01006778",1864,805,255,257,38,193,239,77
"E01006779",1591,833,207,195,29,123,132,72
"E01006780",1196,309,245,202,34,155,213,38
"E01006781",1223,284,216,215,47,171,256,34
"E01006782",1280,332,217,225,42,200,224,40
"E01006783",1213,336,186,223,30,166,223,49
"E01006784",1088,224,165,233,34,186,213,33
"E01006785",1438,374,239,252,47,189,288,49
"E01006786",1458,347,269,243,68,193,292,46
"E01006787",2036,678,325,353,48,246,257,129
"E01006788",1404,371,207,277,61,185,247,56
"E01006790",1276,492,168,238,38,150,148,42
"E01006791",1411,620,171,212,40,137,151,80
"E01006792",1153,164,118,168,46,114,512,31
"E01006793",1253,288,129,179,39,155,418,45
"E01006794",1349,252,131,197,53,146,533,37
"E01006795",1183,188,124,159,45,145,494,28
"E01006796",1304,158,129,185,25,124,644,39
"E01006797",1247,390,188,181,39,162,250,37
"E01006798",1215,218,144,193,46,147,422,45
"E01006799",1660,671,150,171,56,139,415,58
"E01006800",1246,301,136,182,73,146,351,57
"E01006801",1202,304,160,157,63,154,315,49
"E01032505",1087,315,153,158,30,132,247,52
"E01032506",1217,378,138,127,27,150,345,52
"E01032507",1339,264,124,176,31,187,521,36
"E01032508",1408,567,209,201,26,160,190,55
"E01032509",1139,391,161,192,21,146,180,48
"E01032510",1461,448,239,249,44,193,240,48
"E01032511",1144,405,196,151,50,115,178,49
"E01033747",822,428,110,114,14,65,60,31
"E01033748",1188,100,106,110,22,186,629,35
"E01033749",1120,32,21,68,1,835,129,34
"E01033750",1373,82,68,104,22,205,814,78
"E01033751",1776,215,85,195,18,705,468,90
"E01033752",1161,38,47,105,8,195,697,71
"E01033753",1023,29,73,93,6,153,606,63
"E01033754",1363,216,105,114,22,233,614,59
"E01033755",1048,34,44,83,4,194,616,73
"E01033756",1147,55,71,106,14,227,593,81
"E01033757",971,114,51,70,9,322,302,103
"E01033758",1683,165,84,132,8,657,404,233
"E01033759",886,353,112,152,14,94,119,42
"E01033760",2100,66,128,233,17,1023,431,202
"E01033761",1352,41,75,109,6,318,708,95
"E01033762",1772,110,85,225,11,938,326,77
"E01033763",1400,579,144,143,33,231,192,78
"E01033764",1847,1009,230,190,27,129,181,81
"E01033765",1080,426,127,130,20,111,226,40
"E01033766",961,131,60,121,20,251,362,16
"E01033767",879,343,124,130,16,90,146,30
"E01033768",1130,200,97,124,4,222,433,50
