"GeographyCode","QS421EW0001","QS421EW0002","QS421EW0003","QS421EW0004","QS421EW0005","QS421EW0006","QS421EW0007","QS421EW0008","QS421EW0009","QS421EW0010","QS421EW0011","QS421EW0012","QS421EW0013","QS421EW0014","QS421EW0015","QS421EW0016","QS421EW0017","QS421EW0018","QS421EW0019","QS421EW0020","QS421EW0021","QS421EW0022","QS421EW0023","QS421EW0024","QS421EW0025","QS421EW0026","QS421EW0027","QS421EW0028","QS421EW0029","QS421EW0030","QS421EW0031","QS421EW0032","QS421EW0033","QS421EW0034","QS421EW0035"
"E02001361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02001362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02001363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02001364",108,104,0,0,0,0,5,0,0,5,0,0,0,0,99,56,40,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,4,0
"E02001365",99,98,0,0,0,0,0,0,0,0,0,0,0,0,98,0,3,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"E02001366",73,59,0,0,0,0,0,0,0,0,0,0,0,0,59,0,47,3,4,0,5,14,0,0,0,0,0,0,11,0,0,3,0,0,0
"E02001367",8,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02001368",76,65,0,0,0,0,0,0,0,0,0,0,0,0,65,0,65,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0
"E02001369",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0,0,0,0
"E02001370",31,31,0,0,0,0,0,0,0,0,0,0,0,0,31,0,28,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02001371",100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02001372",207,148,1,1,0,0,0,0,0,0,0,0,0,0,147,89,57,0,0,1,0,56,0,0,0,0,0,1,0,0,0,25,30,0,3
"E02001373",43,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,38,0,0,0,0,0,0,38,0,0,0,0,0,0
"E02001374",148,85,0,0,0,0,26,4,0,22,0,17,17,0,42,10,10,1,0,0,21,61,0,0,0,0,0,3,30,0,0,9,0,19,2
"E02001375",95,81,0,0,0,0,7,7,0,0,0,0,0,0,74,0,72,2,0,0,0,14,0,0,0,0,0,0,0,0,14,0,0,0,0
"E02001376",24,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,22,0,0,15,0,0,0,0,0,0,0,0,7,0
"E02001377",2942,57,4,0,0,4,0,0,0,0,0,0,0,0,53,0,38,0,0,0,15,2876,0,0,0,0,2836,0,18,0,0,0,22,0,9
"E02001378",239,198,25,0,25,0,0,0,0,0,0,0,0,0,173,59,85,0,0,0,29,17,0,0,0,0,0,0,0,0,0,17,0,0,24
"E02001380",7,7,0,0,0,0,5,5,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02001381",6,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0
"E02001382",5,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"E02001383",376,44,3,0,3,0,0,0,0,0,0,0,0,0,41,0,37,0,0,0,4,319,0,0,0,13,251,0,55,0,0,0,0,0,13
"E02001384",23,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,17,0,0,0,0,0,0,10,0,0,7,0,0,3
"E02001385",51,48,0,0,0,0,17,0,0,17,0,0,0,0,31,0,31,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0
"E02001386",27,27,0,0,0,0,10,0,0,10,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02001387",70,28,0,0,0,0,0,0,0,0,0,0,0,0,28,0,28,0,0,0,0,42,0,0,0,0,0,0,0,0,0,42,0,0,0
"E02001388",58,56,0,0,0,0,0,0,0,0,0,3,3,0,53,0,49,0,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0
"E02001389",313,225,0,0,0,0,0,0,0,0,0,0,0,0,225,85,121,4,0,0,15,88,0,0,0,0,0,0,33,0,47,0,0,8,0
"E02001390",67,66,0,0,0,0,0,0,0,0,0,0,0,0,66,66,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"E02001391",83,83,0,0,0,0,6,0,0,0,6,0,0,0,77,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02001392",18,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,9
"E02001393",550,44,0,0,0,0,3,0,0,3,0,0,0,0,41,29,8,0,0,0,4,506,0,0,0,0,497,2,0,0,0,7,0,0,0
"E02001394",1985,423,3,0,3,0,0,0,0,0,0,0,0,0,420,196,141,0,83,0,0,1559,0,0,0,0,1531,1,27,0,0,0,0,0,3
"E02001395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02001396",62,61,0,0,0,0,0,0,0,0,0,0,0,0,61,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"E02001397",25,25,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02001398",472,114,0,0,0,0,0,0,0,0,0,13,13,0,101,0,87,0,14,0,0,356,0,0,16,0,326,0,7,0,0,7,0,0,2
"E02001399",88,7,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,0,81,0,0,0,0,81,0,0,0,0,0,0,0,0
"E02001400",89,89,0,0,0,0,0,0,0,0,0,0,0,0,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02001401",59,56,0,0,0,0,0,0,0,0,0,0,0,0,56,0,56,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0
"E02001402",143,135,0,0,0,0,0,0,0,0,0,0,0,0,135,96,39,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4
"E02001403",25,23,15,0,15,0,0,0,0,0,0,0,0,0,8,5,3,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
"E02001404",31,31,0,0,0,0,0,0,0,0,0,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02001405",35,35,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E02006932",4637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4556,0,0,0,0,4089,7,51,0,0,22,0,387,81
"E02006933",53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,33,20,0,0,0,0,0,0,0
"E02006934",835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,0,0,6,0,770,1,58,0,0,0,0,0,0
