"GeographyCode","QS604EW0001","QS604EW0002","QS604EW0003","QS604EW0004","QS604EW0005","QS604EW0006","QS604EW0007"
"E01006686",674,189,55,134,485,435,50
"E01006687",979,224,72,152,755,593,162
"E01006688",766,225,71,154,541,451,90
"E01006689",867,245,92,153,622,550,72
"E01006690",620,216,67,149,404,352,52
"E01006691",523,203,49,154,320,273,47
"E01006692",828,260,67,193,568,492,76
"E01006693",490,171,49,122,319,285,34
"E01006694",715,268,50,218,447,402,45
"E01006695",738,248,95,153,490,432,58
"E01006696",630,215,55,160,415,382,33
"E01006697",668,264,78,186,404,354,50
"E01006698",750,234,61,173,516,466,50
"E01006699",509,193,34,159,316,280,36
"E01006700",539,171,30,141,368,320,48
"E01006701",599,196,38,158,403,346,57
"E01006702",542,201,44,157,341,303,38
"E01006703",522,152,33,119,370,323,47
"E01006705",635,198,41,157,437,384,53
"E01006706",445,188,59,129,257,230,27
"E01006707",418,131,32,99,287,266,21
"E01006708",738,215,50,165,523,463,60
"E01006709",599,175,45,130,424,384,40
"E01006710",668,213,60,153,455,415,40
"E01006711",610,186,40,146,424,360,64
"E01006712",581,154,30,124,427,384,43
"E01006713",650,199,46,153,451,404,47
"E01006716",643,171,37,134,472,424,48
"E01006717",708,223,60,163,485,435,50
"E01006718",717,214,37,177,503,462,41
"E01006719",701,239,55,184,462,403,59
"E01006720",771,301,112,189,470,415,55
"E01006721",643,246,88,158,397,347,50
"E01006722",729,360,171,189,369,329,40
"E01006723",717,328,145,183,389,349,40
"E01006724",675,317,177,140,358,311,47
"E01006725",691,218,74,144,473,417,56
"E01006726",686,271,121,150,415,362,53
"E01006727",745,232,65,167,513,457,56
"E01006728",627,203,66,137,424,382,42
"E01006729",473,200,45,155,273,245,28
"E01006730",461,158,33,125,303,277,26
"E01006731",426,137,37,100,289,263,26
"E01006732",478,199,47,152,279,253,26
"E01006734",454,183,28,155,271,249,22
"E01006735",455,178,41,137,277,254,23
"E01006736",569,185,41,144,384,348,36
"E01006737",522,189,39,150,333,310,23
"E01006738",571,205,54,151,366,331,35
"E01006739",615,211,41,170,404,377,27
"E01006740",428,143,27,116,285,264,21
"E01006741",673,215,42,173,458,417,41
"E01006742",665,209,52,157,456,398,58
"E01006743",1046,276,78,198,770,673,97
"E01006744",737,211,64,147,526,476,50
"E01006745",874,289,84,205,585,513,72
"E01006746",461,224,93,131,237,220,17
"E01006747",1024,651,418,233,373,317,56
"E01006748",644,354,193,161,290,267,23
"E01006751",640,336,158,178,304,264,40
"E01006752",387,154,57,97,233,209,24
"E01006753",530,178,38,140,352,312,40
"E01006754",627,202,50,152,425,385,40
"E01006755",491,174,33,141,317,290,27
"E01006756",606,210,42,168,396,352,44
"E01006757",485,171,35,136,314,285,29
"E01006758",545,171,30,141,374,338,36
"E01006759",501,154,43,111,347,300,47
"E01006760",685,190,65,125,495,438,57
"E01006761",654,211,50,161,443,402,41
"E01006762",652,217,47,170,435,392,43
"E01006763",634,188,47,141,446,401,45
"E01006764",634,207,60,147,427,375,52
"E01006765",624,182,49,133,442,399,43
"E01006766",476,177,38,139,299,269,30
"E01006767",748,230,58,172,518,458,60
"E01006768",628,165,52,113,463,409,54
"E01006769",417,115,25,90,302,273,29
"E01006770",366,141,29,112,225,200,25
"E01006771",489,177,36,141,312,277,35
"E01006772",457,167,41,126,290,264,26
"E01006773",698,204,55,149,494,445,49
"E01006774",737,205,57,148,532,452,80
"E01006775",436,160,34,126,276,242,34
"E01006776",663,187,40,147,476,434,42
"E01006778",815,278,59,219,537,487,50
"E01006779",571,217,49,168,354,307,47
"E01006780",724,212,47,165,512,456,56
"E01006781",825,222,53,169,603,530,73
"E01006782",764,217,65,152,547,491,56
"E01006783",726,219,42,177,507,455,52
"E01006784",723,190,41,149,533,485,48
"E01006785",823,218,52,166,605,538,67
"E01006786",922,260,70,190,662,583,79
"E01006787",942,312,67,245,630,539,91
"E01006788",844,262,59,203,582,525,57
"E01006790",589,201,38,163,388,340,48
"E01006791",620,211,42,169,409,365,44
"E01006792",615,173,39,134,442,345,97
"E01006793",645,202,54,148,443,364,79
"E01006794",758,205,56,149,553,438,115
"E01006795",726,217,65,152,509,401,108
"E01006796",752,235,81,154,517,360,157
"E01006797",639,198,61,137,441,373,68
"E01006798",719,181,64,117,538,441,97
"E01006799",702,190,53,137,512,410,102
"E01006800",576,176,48,128,400,338,62
"E01006801",656,183,61,122,473,387,86
"E01032505",575,192,52,140,383,322,61
"E01032506",668,193,53,140,475,411,64
"E01032507",889,236,79,157,653,558,95
"E01032508",655,210,42,168,445,406,39
"E01032509",612,201,53,148,411,372,39
"E01032510",887,282,68,214,605,525,80
"E01032511",619,222,59,163,397,367,30
"E01033747",264,89,29,60,175,156,19
"E01033748",926,130,47,83,796,677,119
"E01033749",205,127,93,34,78,57,21
"E01033750",1037,150,59,91,887,696,191
"E01033751",794,298,185,113,496,402,94
"E01033752",913,125,48,77,788,633,155
"E01033753",785,87,34,53,698,559,139
"E01033754",890,173,57,116,717,592,125
"E01033755",820,120,52,68,700,579,121
"E01033756",712,134,66,68,578,435,143
"E01033757",340,172,105,67,168,139,29
"E01033758",433,253,172,81,180,153,27
"E01033759",463,151,37,114,312,285,27
"E01033760",757,445,322,123,312,254,58
"E01033761",944,241,110,131,703,605,98
"E01033762",602,336,236,100,266,220,46
"E01033763",484,205,93,112,279,255,24
"E01033764",655,260,63,197,395,357,38
"E01033765",530,152,41,111,378,307,71
"E01033766",564,171,66,105,393,344,49
"E01033767",415,136,33,103,279,246,33
"E01033768",573,190,85,105,383,318,65
