"GeographyCode","QS410EW0001","QS410EW0002","QS410EW0003","QS410EW0004","QS410EW0005"
"E00033118",331,188,138,5,0
"E00033119",262,177,80,5,0
"E00033120",313,185,122,6,0
"E00033121",220,156,64,0,0
"E00033122",275,183,84,8,0
"E00033123",258,190,68,0,0
"E00033124",307,202,105,0,0
"E00033125",187,126,61,0,0
"E00033126",251,182,65,4,0
"E00033127",435,253,182,0,0
"E00033128",268,154,105,9,0
"E00033129",256,151,105,0,0
"E00033130",360,251,109,0,0
"E00033131",275,131,126,18,0
"E00033132",419,212,207,0,0
"E00033133",366,134,212,20,0
"E00033134",190,119,63,8,0
"E00033135",445,219,215,11,0
"E00033136",225,121,104,0,0
"E00033137",280,184,77,10,9
"E00033138",171,112,59,0,0
"E00033139",248,172,76,0,0
"E00033140",202,125,70,7,0
"E00033141",208,119,83,6,0
"E00033142",273,136,132,5,0
"E00033143",261,134,110,17,0
"E00033144",204,154,50,0,0
"E00033145",294,136,152,6,0
"E00033146",304,161,125,12,6
"E00033147",308,158,141,5,4
"E00033148",258,171,87,0,0
"E00033149",226,140,86,0,0
"E00033150",316,172,135,9,0
"E00033151",262,138,124,0,0
"E00033152",305,161,128,12,4
"E00033153",332,196,136,0,0
"E00033154",156,104,52,0,0
"E00033155",266,182,84,0,0
"E00033156",238,139,81,18,0
"E00033157",326,142,149,35,0
"E00033158",302,141,148,13,0
"E00033159",197,87,100,10,0
"E00033160",354,172,154,14,14
"E00033161",280,132,148,0,0
"E00033162",280,132,113,30,5
"E00033163",277,159,89,27,2
"E00033164",351,188,163,0,0
"E00033165",166,123,43,0,0
"E00033166",158,123,33,0,2
"E00033167",310,163,131,11,5
"E00033168",285,175,98,12,0
"E00033169",302,144,158,0,0
"E00033170",360,177,177,6,0
"E00033171",345,148,197,0,0
"E00033172",186,124,62,0,0
"E00033173",315,148,161,6,0
"E00033174",297,128,165,4,0
"E00033175",279,128,134,12,5
"E00033176",264,127,137,0,0
"E00033177",298,177,115,6,0
"E00033178",170,114,56,0,0
"E00033179",322,159,158,5,0
"E00033181",421,184,222,15,0
"E00033182",368,224,142,0,2
"E00033183",584,186,368,10,20
"E00033185",340,129,211,0,0
"E00033186",318,125,175,11,7
"E00033187",197,125,68,0,4
"E00033188",327,154,166,0,7
"E00033189",509,255,197,53,4
"E00033190",574,211,286,51,26
"E00033191",448,103,335,10,0
"E00033192",434,80,318,31,5
"E00033193",327,143,184,0,0
"E00033194",345,136,185,24,0
"E00033195",249,151,98,0,0
"E00033196",210,134,60,14,2
"E00033197",355,280,71,0,4
"E00033198",393,186,207,0,0
"E00033199",185,149,36,0,0
"E00033200",232,117,115,0,0
"E00033201",235,121,114,0,0
"E00033202",315,121,194,0,0
"E00033203",244,129,115,0,0
"E00033204",252,158,94,0,0
"E00033206",184,118,66,0,0
"E00033207",293,205,60,28,0
"E00033208",257,153,82,5,17
"E00033209",323,196,95,13,19
"E00033210",271,133,109,22,7
"E00033211",357,149,181,13,14
"E00033212",314,145,153,11,5
"E00033213",401,144,243,14,0
"E00033214",538,216,249,43,30
"E00033215",349,151,135,41,22
"E00033216",252,163,83,4,2
"E00033217",287,179,103,3,2
"E00033218",303,197,74,21,11
"E00033219",362,187,171,4,0
"E00033220",389,118,271,0,0
"E00033221",249,148,84,4,13
"E00033222",178,117,57,4,0
"E00033223",248,159,67,15,7
"E00033224",301,160,141,0,0
"E00033225",300,171,109,13,7
"E00033226",417,212,175,24,6
"E00033227",262,131,121,10,0
"E00033228",341,197,117,27,0
"E00033229",284,154,128,0,2
"E00033230",279,133,140,6,0
"E00033231",203,121,77,5,0
"E00033235",228,135,80,13,0
"E00033237",276,167,92,17,0
"E00033238",463,163,244,56,0
"E00033242",233,111,107,4,11
"E00033245",315,165,135,5,10
"E00033246",253,139,101,11,2
"E00033247",333,172,145,16,0
"E00033248",294,243,49,0,2
"E00033249",285,144,114,27,0
"E00033250",226,146,72,8,0
"E00033251",222,107,102,13,0
"E00033252",350,178,155,10,7
"E00033253",240,119,115,6,0
"E00033254",358,153,180,25,0
"E00033255",267,149,101,17,0
"E00033256",225,111,106,6,2
"E00033257",308,179,124,3,2
"E00033258",325,174,145,6,0
"E00033259",135,97,38,0,0
"E00033260",245,145,95,5,0
"E00033261",247,112,132,0,3
"E00033262",154,122,32,0,0
"E00033263",145,84,61,0,0
"E00033264",279,155,110,14,0
"E00033265",298,138,160,0,0
"E00033266",314,152,162,0,0
"E00033267",250,153,97,0,0
"E00033268",291,177,114,0,0
"E00033269",168,114,50,4,0
"E00033270",345,161,173,6,5
"E00033271",379,234,140,5,0
"E00033272",301,188,113,0,0
"E00033274",259,132,127,0,0
"E00033275",286,168,113,0,5
"E00033276",225,138,87,0,0
"E00033277",224,106,100,18,0
"E00033278",225,143,82,0,0
"E00033279",276,171,99,6,0
"E00033281",307,156,140,11,0
"E00033282",303,160,123,20,0
"E00033283",276,153,123,0,0
"E00033284",250,185,52,5,8
"E00033285",300,153,141,6,0
"E00033286",218,137,71,10,0
"E00033287",306,120,164,11,11
"E00033288",321,135,171,15,0
"E00033289",229,135,89,5,0
"E00033290",242,119,123,0,0
"E00033291",498,234,257,7,0
"E00033292",203,129,74,0,0
"E00033293",319,153,160,6,0
"E00033294",232,141,85,0,6
"E00033295",283,152,126,5,0
"E00033296",268,164,104,0,0
"E00033297",312,152,132,22,6
"E00033298",294,145,137,12,0
"E00033299",288,151,131,6,0
"E00033300",234,114,120,0,0
"E00033301",300,119,178,3,0
"E00033302",239,105,128,6,0
"E00033304",252,128,124,0,0
"E00033305",276,152,105,14,5
"E00033306",280,130,124,13,13
"E00033307",312,117,183,12,0
"E00033308",288,119,169,0,0
"E00033309",316,154,156,6,0
"E00033310",331,120,198,13,0
"E00033312",276,185,84,7,0
"E00033313",340,159,169,12,0
"E00033314",316,162,136,18,0
"E00033315",354,151,185,18,0
"E00033316",327,176,151,0,0
"E00033317",368,212,156,0,0
"E00033318",355,187,150,18,0
"E00033319",419,250,161,8,0
"E00033320",292,192,100,0,0
"E00033322",301,183,112,6,0
"E00033323",297,228,69,0,0
"E00033324",304,185,119,0,0
"E00033326",293,199,94,0,0
"E00033327",295,160,135,0,0
"E00033328",264,138,111,10,5
"E00033329",316,206,110,0,0
"E00033330",320,181,139,0,0
"E00033331",328,192,136,0,0
"E00033332",314,182,128,0,4
"E00033333",341,181,128,32,0
"E00033334",294,155,128,11,0
"E00033335",252,160,92,0,0
"E00033336",328,195,127,6,0
"E00033337",200,122,78,0,0
"E00033338",274,196,78,0,0
"E00033339",353,210,143,0,0
"E00033340",305,179,116,6,4
"E00033341",309,184,122,3,0
"E00033342",324,221,103,0,0
"E00033343",264,202,57,5,0
"E00033344",332,198,134,0,0
"E00033345",384,190,194,0,0
"E00033346",289,152,137,0,0
"E00033347",315,174,141,0,0
"E00033348",289,199,85,5,0
"E00033349",267,186,77,4,0
"E00033350",322,178,137,7,0
"E00033351",300,157,121,22,0
"E00033352",255,141,114,0,0
"E00033353",254,168,86,0,0
"E00033354",214,163,47,0,4
"E00033355",275,162,104,9,0
"E00033356",345,201,144,0,0
"E00033357",266,148,112,6,0
"E00033358",221,112,102,7,0
"E00033359",324,208,111,5,0
"E00033360",354,205,149,0,0
"E00033361",429,241,188,0,0
"E00033362",272,135,137,0,0
"E00033363",196,113,83,0,0
"E00033364",362,230,127,0,5
"E00033365",448,281,167,0,0
"E00033366",284,174,110,0,0
"E00033367",336,157,177,0,2
"E00033368",269,163,103,3,0
"E00033369",373,245,128,0,0
"E00033370",272,177,95,0,0
"E00033371",308,205,103,0,0
"E00033372",291,146,139,6,0
"E00033373",474,233,234,7,0
"E00033374",275,202,73,0,0
"E00033375",347,264,83,0,0
"E00033376",281,239,42,0,0
"E00033377",306,201,105,0,0
"E00033378",334,213,121,0,0
"E00033379",273,188,85,0,0
"E00033380",246,144,102,0,0
"E00033381",208,172,36,0,0
"E00033382",332,188,138,6,0
"E00033383",281,189,92,0,0
"E00033384",356,219,130,7,0
"E00033385",317,190,127,0,0
"E00033386",352,188,160,4,0
"E00033387",214,143,58,13,0
"E00033388",288,182,98,8,0
"E00033389",278,161,110,7,0
"E00033391",346,196,150,0,0
"E00033392",285,162,123,0,0
"E00033394",284,154,121,3,6
"E00033395",287,199,78,10,0
"E00033396",285,208,73,4,0
"E00033397",323,164,159,0,0
"E00033399",330,174,149,7,0
"E00033400",299,168,131,0,0
"E00033401",275,140,135,0,0
"E00033402",346,188,150,8,0
"E00033403",348,236,112,0,0
"E00033404",329,194,135,0,0
"E00033405",305,188,117,0,0
"E00033406",321,219,99,0,3
"E00033407",328,198,130,0,0
"E00033408",327,182,145,0,0
"E00033409",314,245,64,5,0
"E00033410",289,167,122,0,0
"E00033411",330,236,87,7,0
"E00033412",345,193,152,0,0
"E00033413",242,136,93,11,2
"E00033414",330,191,135,4,0
"E00033415",274,197,77,0,0
"E00033416",359,195,164,0,0
"E00033417",339,239,90,6,4
"E00033418",424,273,138,13,0
"E00033419",308,235,73,0,0
"E00033420",388,245,143,0,0
"E00033421",309,177,120,12,0
"E00033422",467,344,123,0,0
"E00033423",315,193,122,0,0
"E00033424",304,192,112,0,0
"E00033425",245,186,52,7,0
"E00033426",302,179,114,0,9
"E00033427",240,170,59,11,0
"E00033428",309,133,162,6,8
"E00033432",321,165,150,6,0
"E00033435",289,173,110,6,0
"E00033436",275,156,113,6,0
"E00033437",266,140,114,12,0
"E00033438",307,147,160,0,0
"E00033439",358,225,128,5,0
"E00033440",348,145,178,17,8
"E00033441",301,159,114,28,0
"E00033442",336,153,169,14,0
"E00033443",158,96,56,6,0
"E00033444",254,164,90,0,0
"E00033445",257,131,126,0,0
"E00033446",277,168,103,6,0
"E00033447",159,96,60,0,3
"E00033448",308,153,139,11,5
"E00033449",297,181,110,6,0
"E00033450",301,138,149,6,8
"E00033451",231,120,111,0,0
"E00033452",229,122,102,5,0
"E00033453",148,83,63,0,2
"E00033454",489,293,180,16,0
"E00033455",231,147,81,0,3
"E00033456",336,148,178,10,0
"E00033457",214,95,113,6,0
"E00033458",227,80,130,17,0
"E00033459",268,142,126,0,0
"E00033460",200,65,135,0,0
"E00033462",217,98,105,12,2
"E00033463",218,131,87,0,0
"E00033464",284,148,112,24,0
"E00033466",278,134,144,0,0
"E00033468",286,140,142,4,0
"E00033470",324,146,165,13,0
"E00033471",279,126,146,7,0
"E00033472",249,116,133,0,0
"E00033473",272,136,136,0,0
"E00033474",229,167,57,5,0
"E00033475",287,153,118,12,4
"E00033476",234,112,120,0,2
"E00033477",177,95,82,0,0
"E00033478",273,141,126,6,0
"E00033479",390,196,190,4,0
"E00033480",279,165,109,5,0
"E00033481",399,185,203,11,0
"E00033482",282,155,127,0,0
"E00033483",336,196,140,0,0
"E00033484",292,184,105,3,0
"E00033485",318,161,157,0,0
"E00033486",348,185,163,0,0
"E00033487",239,172,61,6,0
"E00033488",235,160,65,10,0
"E00033489",312,131,176,0,5
"E00033490",268,124,131,13,0
"E00033491",224,144,74,6,0
"E00033492",330,212,114,0,4
"E00033493",289,175,114,0,0
"E00033494",254,112,123,6,13
"E00033495",335,195,140,0,0
"E00033496",299,170,119,5,5
"E00033497",222,123,87,12,0
"E00033498",112,82,30,0,0
"E00033501",123,100,23,0,0
"E00033502",240,150,90,0,0
"E00033503",247,137,110,0,0
"E00033504",315,128,175,12,0
"E00033505",215,131,79,5,0
"E00033506",303,124,165,5,9
"E00033507",247,176,68,3,0
"E00033508",228,159,69,0,0
"E00033509",287,137,145,5,0
"E00033510",290,185,105,0,0
"E00033511",232,143,89,0,0
"E00033512",209,102,87,20,0
"E00033513",293,141,128,24,0
"E00033514",234,134,93,7,0
"E00033515",281,134,147,0,0
"E00033516",251,135,116,0,0
"E00033517",298,153,134,11,0
"E00033518",254,138,110,6,0
"E00033519",329,124,183,22,0
"E00033520",186,115,51,16,4
"E00033521",246,140,101,5,0
"E00033522",285,162,123,0,0
"E00033523",341,184,135,22,0
"E00033524",416,255,140,16,5
"E00033525",331,148,179,0,4
"E00033526",269,175,84,6,4
"E00033527",384,198,165,12,9
"E00033528",256,164,92,0,0
"E00033530",448,278,170,0,0
"E00033531",359,275,78,6,0
"E00033532",392,276,112,0,4
"E00033533",235,142,88,5,0
"E00033534",218,170,38,8,2
"E00033535",305,212,93,0,0
"E00033536",314,172,136,6,0
"E00033537",288,195,93,0,0
"E00033538",320,209,111,0,0
"E00033539",315,186,125,4,0
"E00033540",314,191,118,5,0
"E00033541",323,163,144,16,0
"E00033542",271,170,101,0,0
"E00033543",254,161,88,5,0
"E00033544",227,143,84,0,0
"E00033545",249,170,73,6,0
"E00033546",356,195,154,7,0
"E00033547",292,162,125,5,0
"E00033548",235,150,78,7,0
"E00033549",337,208,119,0,10
"E00033550",301,204,91,6,0
"E00033551",219,137,82,0,0
"E00033552",330,166,156,6,2
"E00033553",354,211,137,6,0
"E00033554",331,166,153,12,0
"E00033555",269,204,65,0,0
"E00033556",312,157,155,0,0
"E00033557",317,198,119,0,0
"E00033558",300,195,105,0,0
"E00033559",260,157,103,0,0
"E00033560",316,203,109,4,0
"E00033561",299,178,105,16,0
"E00033562",314,195,119,0,0
"E00033563",341,202,133,6,0
"E00033564",345,212,122,11,0
"E00033565",286,184,102,0,0
"E00033566",310,172,138,0,0
"E00033567",342,159,176,7,0
"E00033568",348,192,132,24,0
"E00033569",255,120,130,5,0
"E00033570",375,210,161,4,0
"E00033571",243,155,88,0,0
"E00033572",279,184,89,6,0
"E00033573",187,109,66,12,0
"E00033574",321,148,173,0,0
"E00033575",244,165,79,0,0
"E00033576",231,129,102,0,0
"E00033577",290,146,140,4,0
"E00033579",317,112,181,24,0
"E00033580",247,145,86,11,5
"E00033581",496,221,248,22,5
"E00033582",334,183,141,6,4
"E00033583",230,145,80,0,5
"E00033584",232,140,92,0,0
"E00033585",291,170,121,0,0
"E00033586",285,187,91,7,0
"E00033587",286,180,98,8,0
"E00033589",315,158,137,20,0
"E00033590",173,81,86,6,0
"E00033591",220,119,95,6,0
"E00033592",307,114,187,6,0
"E00033593",200,121,70,9,0
"E00033594",367,128,216,23,0
"E00033595",309,156,138,7,8
"E00033596",286,153,127,6,0
"E00033597",223,131,88,0,4
"E00033598",214,127,87,0,0
"E00033599",225,139,78,4,4
"E00033600",240,161,77,0,2
"E00033601",264,138,126,0,0
"E00033602",273,185,85,0,3
"E00033603",302,156,111,30,5
"E00033604",244,167,61,16,0
"E00033605",286,160,119,7,0
"E00033606",252,138,101,11,2
"E00033607",214,136,73,5,0
"E00033608",330,165,160,5,0
"E00033611",302,186,110,6,0
"E00033613",255,139,104,6,6
"E00033614",338,201,137,0,0
"E00033616",366,253,113,0,0
"E00033618",362,209,146,7,0
"E00033620",309,156,141,12,0
"E00033621",270,84,167,19,0
"E00033623",364,159,196,9,0
"E00033624",280,124,150,6,0
"E00033625",323,172,135,16,0
"E00033626",438,177,256,5,0
"E00033627",356,141,210,0,5
"E00033628",312,151,161,0,0
"E00033629",438,216,214,8,0
"E00033630",237,166,55,16,0
"E00033631",227,122,101,0,4
"E00033632",334,137,186,11,0
"E00033633",240,142,98,0,0
"E00033634",362,164,176,14,8
"E00033635",270,160,110,0,0
"E00033636",417,173,214,30,0
"E00033637",483,179,283,16,5
"E00033639",302,135,155,12,0
"E00033640",304,103,197,4,0
"E00033641",303,213,84,6,0
"E00033642",366,218,148,0,0
"E00033643",229,126,103,0,0
"E00033644",228,103,113,12,0
"E00033645",251,127,106,18,0
"E00033646",105,35,55,12,3
"E00033647",257,110,135,12,0
"E00033648",259,134,113,7,5
"E00033649",311,139,156,16,0
"E00033650",297,133,164,0,0
"E00033651",141,53,88,0,0
"E00033652",281,145,105,31,0
"E00033653",278,122,150,6,0
"E00033654",212,97,93,12,10
"E00033655",433,156,243,34,0
"E00033656",220,77,130,13,0
"E00033657",210,87,123,0,0
"E00033658",309,131,159,19,0
"E00033659",392,176,204,12,0
"E00033660",303,163,134,6,0
"E00033662",374,161,200,13,0
"E00033663",215,140,69,6,0
"E00033664",233,134,99,0,0
"E00033665",436,220,203,13,0
"E00033666",236,120,116,0,0
"E00033667",284,198,80,6,0
"E00033668",278,133,141,4,0
"E00033669",297,144,138,15,0
"E00033670",289,206,61,12,10
"E00033672",372,165,201,6,0
"E00033673",250,130,114,6,0
"E00033677",225,130,91,4,0
"E00033678",299,184,111,4,0
"E00033684",421,229,178,10,4
"E00033685",321,125,196,0,0
"E00033686",271,151,110,5,5
"E00033687",389,153,206,30,0
"E00033688",265,110,143,12,0
"E00033689",330,142,182,6,0
"E00033690",356,180,161,15,0
"E00033691",216,122,91,3,0
"E00033692",296,259,37,0,0
"E00033694",235,119,116,0,0
"E00033695",304,143,143,13,5
"E00033696",426,247,172,7,0
"E00033697",341,182,141,12,6
"E00033698",410,175,219,16,0
"E00033699",323,204,119,0,0
"E00033700",209,117,92,0,0
"E00033701",363,213,145,5,0
"E00033702",161,118,43,0,0
"E00033703",276,189,87,0,0
"E00033704",393,187,200,6,0
"E00033705",366,211,155,0,0
"E00033706",264,138,113,6,7
"E00033707",241,136,100,5,0
"E00033708",194,135,53,6,0
"E00033709",202,75,120,7,0
"E00033710",307,145,158,4,0
"E00033711",124,80,44,0,0
"E00033712",360,202,158,0,0
"E00033713",271,166,105,0,0
"E00033715",362,184,168,6,4
"E00033716",204,121,71,12,0
"E00033717",239,99,134,6,0
"E00033718",334,172,162,0,0
"E00033719",347,161,186,0,0
"E00033720",324,223,92,9,0
"E00033721",312,168,144,0,0
"E00033722",224,145,72,7,0
"E00033723",372,185,181,6,0
"E00033724",321,155,161,5,0
"E00033725",329,166,157,6,0
"E00033726",230,135,95,0,0
"E00033727",305,165,119,21,0
"E00033728",442,270,170,0,2
"E00033729",231,138,88,5,0
"E00033730",301,157,139,5,0
"E00033731",164,93,66,5,0
"E00033732",276,150,120,6,0
"E00033733",237,146,91,0,0
"E00033734",230,133,74,23,0
"E00033735",111,93,18,0,0
"E00033736",249,145,93,11,0
"E00033737",386,208,174,4,0
"E00033738",188,104,74,6,4
"E00033739",252,115,132,0,5
"E00033740",317,170,140,7,0
"E00033741",281,151,130,0,0
"E00033742",290,146,131,6,7
"E00033743",270,118,141,11,0
"E00033744",356,135,197,24,0
"E00033745",199,146,53,0,0
"E00033746",291,150,134,7,0
"E00033747",364,129,199,36,0
"E00033748",264,136,124,0,4
"E00033749",275,139,130,6,0
"E00033750",353,190,157,6,0
"E00033752",420,196,218,4,2
"E00033753",251,147,92,12,0
"E00033754",307,163,138,6,0
"E00033755",319,220,99,0,0
"E00033756",319,166,153,0,0
"E00033758",251,138,113,0,0
"E00033759",202,96,96,5,5
"E00033762",306,198,108,0,0
"E00033763",331,153,178,0,0
"E00033764",384,208,176,0,0
"E00033765",312,194,118,0,0
"E00033766",388,200,188,0,0
"E00033767",282,159,111,12,0
"E00033768",275,158,109,8,0
"E00033769",207,135,68,4,0
"E00033770",420,275,145,0,0
"E00033771",366,204,162,0,0
"E00033773",279,160,115,4,0
"E00033774",290,147,139,4,0
"E00033775",455,204,238,13,0
"E00033776",293,166,113,14,0
"E00033777",271,163,108,0,0
"E00033778",340,134,197,9,0
"E00033779",284,151,112,21,0
"E00033780",253,145,108,0,0
"E00033781",343,204,129,4,6
"E00033782",299,164,123,7,5
"E00033783",323,160,158,5,0
"E00033784",482,198,251,33,0
"E00033785",298,182,116,0,0
"E00033786",451,265,171,15,0
"E00033787",349,195,149,5,0
"E00033788",318,134,184,0,0
"E00033789",295,140,149,6,0
"E00033790",303,166,137,0,0
"E00033791",363,160,175,28,0
"E00033792",203,109,94,0,0
"E00033793",327,128,190,9,0
"E00033794",287,114,163,10,0
"E00033795",283,130,127,26,0
"E00033796",213,109,87,12,5
"E00033797",236,118,112,6,0
"E00033798",362,212,144,6,0
"E00033799",300,135,148,12,5
"E00033800",201,103,96,0,2
"E00033801",267,153,109,5,0
"E00033802",189,86,86,9,8
"E00033803",267,151,110,6,0
"E00033804",291,140,138,13,0
"E00033805",177,111,60,6,0
"E00033806",190,125,63,0,2
"E00033807",441,233,186,16,6
"E00033808",246,86,104,48,8
"E00033810",264,134,111,19,0
"E00033811",581,167,288,98,28
"E00033812",391,160,194,24,13
"E00033813",534,174,242,80,38
"E00033814",353,174,167,12,0
"E00033815",311,192,81,28,10
"E00033816",313,144,140,24,5
"E00033818",321,122,129,45,25
"E00033819",235,135,87,13,0
"E00033820",251,127,103,7,14
"E00033821",161,109,42,0,10
"E00033822",429,157,217,46,9
"E00033823",167,64,34,30,39
"E00033824",483,148,244,64,27
"E00033825",305,165,119,16,5
"E00033826",275,183,89,3,0
"E00033827",224,134,75,8,7
"E00033828",345,147,161,18,19
"E00033829",207,130,66,11,0
"E00033832",209,163,46,0,0
"E00033833",298,189,105,4,0
"E00033836",118,84,34,0,0
"E00033837",287,135,129,23,0
"E00033838",259,104,145,10,0
"E00033839",519,259,260,0,0
"E00033840",334,179,147,8,0
"E00033841",286,140,110,25,11
"E00033842",368,144,177,26,21
"E00033843",371,126,188,42,15
"E00033844",348,120,131,63,34
"E00033845",213,123,81,0,9
"E00033846",411,160,201,37,13
"E00033847",246,119,117,10,0
"E00033848",383,214,163,6,0
"E00033849",347,221,126,0,0
"E00033850",378,281,97,0,0
"E00033851",291,146,145,0,0
"E00033852",260,157,103,0,0
"E00033853",276,201,75,0,0
"E00033854",373,201,165,7,0
"E00033855",175,138,37,0,0
"E00033856",246,187,51,8,0
"E00033857",248,160,88,0,0
"E00033859",246,201,45,0,0
"E00033861",296,224,72,0,0
"E00033862",294,200,90,0,4
"E00033863",310,178,132,0,0
"E00033864",279,185,94,0,0
"E00033865",368,199,147,12,10
"E00033866",310,185,125,0,0
"E00033867",299,197,91,11,0
"E00033868",333,162,171,0,0
"E00033869",315,226,89,0,0
"E00033870",257,174,75,3,5
"E00033871",298,180,111,7,0
"E00033872",330,183,147,0,0
"E00033873",316,181,113,22,0
"E00033874",329,209,120,0,0
"E00033875",318,190,128,0,0
"E00033876",289,183,93,11,2
"E00033877",351,201,147,3,0
"E00033878",287,194,93,0,0
"E00033879",300,199,101,0,0
"E00033880",457,258,187,12,0
"E00033881",317,182,135,0,0
"E00033882",280,166,114,0,0
"E00033883",287,178,109,0,0
"E00033884",333,211,122,0,0
"E00033885",466,333,133,0,0
"E00033886",276,177,99,0,0
"E00033887",388,179,209,0,0
"E00033888",335,197,129,9,0
"E00033889",306,237,69,0,0
"E00033890",198,142,56,0,0
"E00033891",252,208,44,0,0
"E00033892",114,73,41,0,0
"E00033893",265,180,85,0,0
"E00033894",311,166,145,0,0
"E00033895",207,154,50,3,0
"E00033896",291,222,63,6,0
"E00033897",274,221,53,0,0
"E00033898",359,172,162,20,5
"E00033899",259,124,121,14,0
"E00033900",265,111,146,8,0
"E00033901",283,180,89,4,10
"E00033902",328,123,162,37,6
"E00033903",210,99,87,19,5
"E00033904",296,140,150,6,0
"E00033905",181,126,45,10,0
"E00033906",202,131,55,5,11
"E00033907",286,148,115,18,5
"E00033908",282,165,108,7,2
"E00033909",280,117,160,3,0
"E00033910",386,188,161,30,7
"E00033911",368,170,186,7,5
"E00033913",233,108,119,6,0
"E00033914",330,171,124,28,7
"E00033915",196,118,71,7,0
"E00033917",289,125,160,0,4
"E00033918",247,160,87,0,0
"E00033919",250,110,132,8,0
"E00033920",245,159,71,15,0
"E00033921",313,170,115,15,13
"E00033922",341,176,159,6,0
"E00033923",232,141,85,6,0
"E00033924",381,166,211,4,0
"E00033925",233,161,61,3,8
"E00033926",300,146,128,9,17
"E00033927",378,160,192,5,21
"E00033928",262,113,144,0,5
"E00033930",260,143,108,0,9
"E00033931",278,130,119,17,12
"E00033932",316,131,162,23,0
"E00033933",256,112,113,16,15
"E00033934",288,146,123,7,12
"E00033935",330,188,117,17,8
"E00033936",273,143,97,26,7
"E00033937",196,97,86,9,4
