"GeographyCode","KS107EW0001","KS107EW0002","KS107EW0003","KS107EW0004","KS107EW0005","KS107EW0006","KS107EW0007","KS107EW0008","KS107EW0009","KS107EW0010","KS107EW0011","KS107EW0012","KS107EW0013","KS107EW0014","KS107EW0015","KS107EW0016","KS107EW0017","KS107EW0018","KS107EW0019","KS107EW0020","KS107EW0021","KS107EW0022","KS107EW0023"
"E00033005",23,9,2,12,2,0,1,1,21,9,1,11,39.1304347826087,8.69565217391304,52.1739130434783,8.69565217391304,0,4.34782608695652,4.34782608695652,91.304347826087,39.1304347826087,4.34782608695652,47.8260869565217
"E00033006",19,7,5,7,0,0,0,0,19,7,5,7,36.8421052631579,26.3157894736842,36.8421052631579,0,0,0,0,100,36.8421052631579,26.3157894736842,36.8421052631579
"E00033007",22,8,2,12,1,0,0,1,21,8,2,11,36.3636363636364,9.09090909090909,54.5454545454545,4.54545454545455,0,0,4.54545454545455,95.4545454545455,36.3636363636364,9.09090909090909,50
"E00033008",39,13,3,23,2,0,1,1,37,13,2,22,33.3333333333333,7.69230769230769,58.974358974359,5.12820512820513,0,2.56410256410256,2.56410256410256,94.8717948717949,33.3333333333333,5.12820512820513,56.4102564102564
"E00033012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033013",11,3,2,6,0,0,0,0,11,3,2,6,27.2727272727273,18.1818181818182,54.5454545454545,0,0,0,0,100,27.2727272727273,18.1818181818182,54.5454545454545
"E00033015",2,1,0,1,0,0,0,0,2,1,0,1,50,0,50,0,0,0,0,100,50,0,50
"E00033016",5,0,0,5,0,0,0,0,5,0,0,5,0,0,100,0,0,0,0,100,0,0,100
"E00033018",2,0,2,0,1,0,1,0,1,0,1,0,0,100,0,50,0,50,0,50,0,50,0
"E00033019",11,5,3,3,0,0,0,0,11,5,3,3,45.4545454545455,27.2727272727273,27.2727272727273,0,0,0,0,100,45.4545454545455,27.2727272727273,27.2727272727273
"E00033020",1,0,1,0,1,0,1,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0
"E00033021",6,3,0,3,0,0,0,0,6,3,0,3,50,0,50,0,0,0,0,100,50,0,50
"E00033023",3,0,1,2,1,0,1,0,2,0,0,2,0,33.3333333333333,66.6666666666667,33.3333333333333,0,33.3333333333333,0,66.6666666666667,0,0,66.6666666666667
"E00033024",12,1,1,10,1,0,0,1,11,1,1,9,8.33333333333333,8.33333333333333,83.3333333333333,8.33333333333333,0,0,8.33333333333333,91.6666666666667,8.33333333333333,8.33333333333333,75
"E00033025",5,1,3,1,1,0,1,0,4,1,2,1,20,60,20,20,0,20,0,80,20,40,20
"E00033026",3,1,2,0,0,0,0,0,3,1,2,0,33.3333333333333,66.6666666666667,0,0,0,0,0,100,33.3333333333333,66.6666666666667,0
"E00033027",10,2,5,3,1,0,1,0,9,2,4,3,20,50,30,10,0,10,0,90,20,40,30
"E00033029",4,2,0,2,0,0,0,0,4,2,0,2,50,0,50,0,0,0,0,100,50,0,50
"E00033030",3,0,2,1,0,0,0,0,3,0,2,1,0,66.6666666666667,33.3333333333333,0,0,0,0,100,0,66.6666666666667,33.3333333333333
"E00033031",4,1,3,0,0,0,0,0,4,1,3,0,25,75,0,0,0,0,0,100,25,75,0
"E00033032",3,0,0,3,0,0,0,0,3,0,0,3,0,0,100,0,0,0,0,100,0,0,100
"E00033033",8,1,1,6,0,0,0,0,8,1,1,6,12.5,12.5,75,0,0,0,0,100,12.5,12.5,75
"E00033034",5,0,1,4,0,0,0,0,5,0,1,4,0,20,80,0,0,0,0,100,0,20,80
"E00033035",9,1,0,8,0,0,0,0,9,1,0,8,11.1111111111111,0,88.8888888888889,0,0,0,0,100,11.1111111111111,0,88.8888888888889
"E00033036",10,1,5,4,2,1,0,1,8,0,5,3,10,50,40,20,10,0,10,80,0,50,30
"E00033037",4,0,2,2,0,0,0,0,4,0,2,2,0,50,50,0,0,0,0,100,0,50,50
"E00033038",6,0,1,5,0,0,0,0,6,0,1,5,0,16.6666666666667,83.3333333333333,0,0,0,0,100,0,16.6666666666667,83.3333333333333
"E00033040",5,1,2,2,0,0,0,0,5,1,2,2,20,40,40,0,0,0,0,100,20,40,40
"E00033041",9,4,4,1,0,0,0,0,9,4,4,1,44.4444444444444,44.4444444444444,11.1111111111111,0,0,0,0,100,44.4444444444444,44.4444444444444,11.1111111111111
"E00033042",4,0,1,3,3,0,1,2,1,0,0,1,0,25,75,75,0,25,50,25,0,0,25
"E00033043",5,3,2,0,1,1,0,0,4,2,2,0,60,40,0,20,20,0,0,80,40,40,0
"E00033044",3,0,2,1,1,0,1,0,2,0,1,1,0,66.6666666666667,33.3333333333333,33.3333333333333,0,33.3333333333333,0,66.6666666666667,0,33.3333333333333,33.3333333333333
"E00033045",12,11,1,0,0,0,0,0,12,11,1,0,91.6666666666667,8.33333333333333,0,0,0,0,0,100,91.6666666666667,8.33333333333333,0
"E00033046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033047",5,1,1,3,0,0,0,0,5,1,1,3,20,20,60,0,0,0,0,100,20,20,60
"E00033048",1,0,1,0,0,0,0,0,1,0,1,0,0,100,0,0,0,0,0,100,0,100,0
"E00033049",15,5,3,7,2,0,2,0,13,5,1,7,33.3333333333333,20,46.6666666666667,13.3333333333333,0,13.3333333333333,0,86.6666666666667,33.3333333333333,6.66666666666667,46.6666666666667
"E00033050",1,0,1,0,0,0,0,0,1,0,1,0,0,100,0,0,0,0,0,100,0,100,0
"E00033051",10,3,4,3,1,1,0,0,9,2,4,3,30,40,30,10,10,0,0,90,20,40,30
"E00033052",4,4,0,0,0,0,0,0,4,4,0,0,100,0,0,0,0,0,0,100,100,0,0
"E00033053",10,5,4,1,0,0,0,0,10,5,4,1,50,40,10,0,0,0,0,100,50,40,10
"E00033054",9,2,0,7,0,0,0,0,9,2,0,7,22.2222222222222,0,77.7777777777778,0,0,0,0,100,22.2222222222222,0,77.7777777777778
"E00033055",3,0,2,1,0,0,0,0,3,0,2,1,0,66.6666666666667,33.3333333333333,0,0,0,0,100,0,66.6666666666667,33.3333333333333
"E00033056",5,4,0,1,0,0,0,0,5,4,0,1,80,0,20,0,0,0,0,100,80,0,20
"E00033057",7,3,1,3,2,0,1,1,5,3,0,2,42.8571428571429,14.2857142857143,42.8571428571429,28.5714285714286,0,14.2857142857143,14.2857142857143,71.4285714285714,42.8571428571429,0,28.5714285714286
"E00033059",12,2,5,5,2,1,1,0,10,1,4,5,16.6666666666667,41.6666666666667,41.6666666666667,16.6666666666667,8.33333333333333,8.33333333333333,0,83.3333333333333,8.33333333333333,33.3333333333333,41.6666666666667
"E00033060",3,2,1,0,0,0,0,0,3,2,1,0,66.6666666666667,33.3333333333333,0,0,0,0,0,100,66.6666666666667,33.3333333333333,0
"E00033061",2,1,1,0,0,0,0,0,2,1,1,0,50,50,0,0,0,0,0,100,50,50,0
"E00033062",2,0,2,0,0,0,0,0,2,0,2,0,0,100,0,0,0,0,0,100,0,100,0
"E00033063",5,1,4,0,0,0,0,0,5,1,4,0,20,80,0,0,0,0,0,100,20,80,0
"E00033064",7,3,4,0,0,0,0,0,7,3,4,0,42.8571428571429,57.1428571428571,0,0,0,0,0,100,42.8571428571429,57.1428571428571,0
"E00033065",6,1,4,1,1,0,1,0,5,1,3,1,16.6666666666667,66.6666666666667,16.6666666666667,16.6666666666667,0,16.6666666666667,0,83.3333333333333,16.6666666666667,50,16.6666666666667
"E00033066",4,2,0,2,0,0,0,0,4,2,0,2,50,0,50,0,0,0,0,100,50,0,50
"E00033067",7,1,3,3,1,0,1,0,6,1,2,3,14.2857142857143,42.8571428571429,42.8571428571429,14.2857142857143,0,14.2857142857143,0,85.7142857142857,14.2857142857143,28.5714285714286,42.8571428571429
"E00033068",3,0,2,1,0,0,0,0,3,0,2,1,0,66.6666666666667,33.3333333333333,0,0,0,0,100,0,66.6666666666667,33.3333333333333
"E00033069",6,2,0,4,0,0,0,0,6,2,0,4,33.3333333333333,0,66.6666666666667,0,0,0,0,100,33.3333333333333,0,66.6666666666667
"E00033070",14,1,4,9,2,0,2,0,12,1,2,9,7.14285714285714,28.5714285714286,64.2857142857143,14.2857142857143,0,14.2857142857143,0,85.7142857142857,7.14285714285714,14.2857142857143,64.2857142857143
"E00033071",7,2,4,1,0,0,0,0,7,2,4,1,28.5714285714286,57.1428571428571,14.2857142857143,0,0,0,0,100,28.5714285714286,57.1428571428571,14.2857142857143
"E00033072",8,0,0,8,0,0,0,0,8,0,0,8,0,0,100,0,0,0,0,100,0,0,100
"E00033073",1,0,1,0,0,0,0,0,1,0,1,0,0,100,0,0,0,0,0,100,0,100,0
"E00033074",16,4,1,11,2,2,0,0,14,2,1,11,25,6.25,68.75,12.5,12.5,0,0,87.5,12.5,6.25,68.75
"E00033075",2,1,0,1,0,0,0,0,2,1,0,1,50,0,50,0,0,0,0,100,50,0,50
"E00033076",4,1,2,1,1,0,0,1,3,1,2,0,25,50,25,25,0,0,25,75,25,50,0
"E00033077",5,3,0,2,1,1,0,0,4,2,0,2,60,0,40,20,20,0,0,80,40,0,40
"E00033078",10,5,0,5,0,0,0,0,10,5,0,5,50,0,50,0,0,0,0,100,50,0,50
"E00033079",4,1,3,0,1,0,1,0,3,1,2,0,25,75,0,25,0,25,0,75,25,50,0
"E00033080",9,2,0,7,0,0,0,0,9,2,0,7,22.2222222222222,0,77.7777777777778,0,0,0,0,100,22.2222222222222,0,77.7777777777778
"E00033081",5,4,1,0,1,0,1,0,4,4,0,0,80,20,0,20,0,20,0,80,80,0,0
"E00033082",6,1,4,1,2,1,1,0,4,0,3,1,16.6666666666667,66.6666666666667,16.6666666666667,33.3333333333333,16.6666666666667,16.6666666666667,0,66.6666666666667,0,50,16.6666666666667
"E00033083",5,1,3,1,1,0,1,0,4,1,2,1,20,60,20,20,0,20,0,80,20,40,20
"E00033084",11,3,3,5,0,0,0,0,11,3,3,5,27.2727272727273,27.2727272727273,45.4545454545455,0,0,0,0,100,27.2727272727273,27.2727272727273,45.4545454545455
"E00033085",10,4,4,2,1,0,1,0,9,4,3,2,40,40,20,10,0,10,0,90,40,30,20
"E00033086",7,4,3,0,0,0,0,0,7,4,3,0,57.1428571428571,42.8571428571429,0,0,0,0,0,100,57.1428571428571,42.8571428571429,0
"E00033087",17,4,6,7,0,0,0,0,17,4,6,7,23.5294117647059,35.2941176470588,41.1764705882353,0,0,0,0,100,23.5294117647059,35.2941176470588,41.1764705882353
"E00033088",3,1,2,0,1,0,1,0,2,1,1,0,33.3333333333333,66.6666666666667,0,33.3333333333333,0,33.3333333333333,0,66.6666666666667,33.3333333333333,33.3333333333333,0
"E00033089",16,7,4,5,0,0,0,0,16,7,4,5,43.75,25,31.25,0,0,0,0,100,43.75,25,31.25
"E00033090",8,3,1,4,0,0,0,0,8,3,1,4,37.5,12.5,50,0,0,0,0,100,37.5,12.5,50
"E00033091",8,3,3,2,0,0,0,0,8,3,3,2,37.5,37.5,25,0,0,0,0,100,37.5,37.5,25
"E00033092",2,2,0,0,0,0,0,0,2,2,0,0,100,0,0,0,0,0,0,100,100,0,0
"E00033093",10,4,6,0,0,0,0,0,10,4,6,0,40,60,0,0,0,0,0,100,40,60,0
"E00033094",6,3,1,2,0,0,0,0,6,3,1,2,50,16.6666666666667,33.3333333333333,0,0,0,0,100,50,16.6666666666667,33.3333333333333
"E00033095",6,3,3,0,0,0,0,0,6,3,3,0,50,50,0,0,0,0,0,100,50,50,0
"E00033096",2,1,1,0,0,0,0,0,2,1,1,0,50,50,0,0,0,0,0,100,50,50,0
"E00033097",21,6,6,9,1,0,0,1,20,6,6,8,28.5714285714286,28.5714285714286,42.8571428571429,4.76190476190476,0,0,4.76190476190476,95.2380952380952,28.5714285714286,28.5714285714286,38.0952380952381
"E00033098",2,0,1,1,0,0,0,0,2,0,1,1,0,50,50,0,0,0,0,100,0,50,50
"E00033099",1,0,1,0,0,0,0,0,1,0,1,0,0,100,0,0,0,0,0,100,0,100,0
"E00033100",11,4,2,5,1,0,0,1,10,4,2,4,36.3636363636364,18.1818181818182,45.4545454545455,9.09090909090909,0,0,9.09090909090909,90.9090909090909,36.3636363636364,18.1818181818182,36.3636363636364
"E00033101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00033102",24,9,7,8,0,0,0,0,24,9,7,8,37.5,29.1666666666667,33.3333333333333,0,0,0,0,100,37.5,29.1666666666667,33.3333333333333
"E00033103",8,1,2,5,0,0,0,0,8,1,2,5,12.5,25,62.5,0,0,0,0,100,12.5,25,62.5
"E00033104",13,6,4,3,1,0,0,1,12,6,4,2,46.1538461538462,30.7692307692308,23.0769230769231,7.69230769230769,0,0,7.69230769230769,92.3076923076923,46.1538461538462,30.7692307692308,15.3846153846154
"E00033105",1,1,0,0,0,0,0,0,1,1,0,0,100,0,0,0,0,0,0,100,100,0,0
"E00033106",11,1,5,5,1,0,0,1,10,1,5,4,9.09090909090909,45.4545454545455,45.4545454545455,9.09090909090909,0,0,9.09090909090909,90.9090909090909,9.09090909090909,45.4545454545455,36.3636363636364
"E00033107",10,5,3,2,1,1,0,0,9,4,3,2,50,30,20,10,10,0,0,90,40,30,20
"E00033108",18,3,7,8,2,0,2,0,16,3,5,8,16.6666666666667,38.8888888888889,44.4444444444444,11.1111111111111,0,11.1111111111111,0,88.8888888888889,16.6666666666667,27.7777777777778,44.4444444444444
"E00033109",6,3,2,1,2,0,1,1,4,3,1,0,50,33.3333333333333,16.6666666666667,33.3333333333333,0,16.6666666666667,16.6666666666667,66.6666666666667,50,16.6666666666667,0
"E00033110",14,4,4,6,1,0,0,1,13,4,4,5,28.5714285714286,28.5714285714286,42.8571428571429,7.14285714285714,0,0,7.14285714285714,92.8571428571429,28.5714285714286,28.5714285714286,35.7142857142857
"E00033112",2,2,0,0,1,1,0,0,1,1,0,0,100,0,0,50,50,0,0,50,50,0,0
"E00033113",4,2,0,2,2,0,0,2,2,2,0,0,50,0,50,50,0,0,50,50,50,0,0
"E00033114",2,0,1,1,0,0,0,0,2,0,1,1,0,50,50,0,0,0,0,100,0,50,50
"E00033115",1,0,1,0,0,0,0,0,1,0,1,0,0,100,0,0,0,0,0,100,0,100,0
"E00033116",1,0,0,1,0,0,0,0,1,0,0,1,0,0,100,0,0,0,0,100,0,0,100
"E00033117",4,2,0,2,0,0,0,0,4,2,0,2,50,0,50,0,0,0,0,100,50,0,50
"E00033118",7,3,3,1,2,0,2,0,5,3,1,1,42.8571428571429,42.8571428571429,14.2857142857143,28.5714285714286,0,28.5714285714286,0,71.4285714285714,42.8571428571429,14.2857142857143,14.2857142857143
"E00033119",2,0,2,0,0,0,0,0,2,0,2,0,0,100,0,0,0,0,0,100,0,100,0
"E00033120",10,5,2,3,1,1,0,0,9,4,2,3,50,20,30,10,10,0,0,90,40,20,30
"E00033121",4,0,1,3,0,0,0,0,4,0,1,3,0,25,75,0,0,0,0,100,0,25,75
"E00033122",5,3,1,1,0,0,0,0,5,3,1,1,60,20,20,0,0,0,0,100,60,20,20
"E00033123",3,1,1,1,0,0,0,0,3,1,1,1,33.3333333333333,33.3333333333333,33.3333333333333,0,0,0,0,100,33.3333333333333,33.3333333333333,33.3333333333333
"E00033124",8,2,2,4,0,0,0,0,8,2,2,4,25,25,50,0,0,0,0,100,25,25,50
"E00033125",11,3,3,5,3,0,0,3,8,3,3,2,27.2727272727273,27.2727272727273,45.4545454545455,27.2727272727273,0,0,27.2727272727273,72.7272727272727,27.2727272727273,27.2727272727273,18.1818181818182
"E00033126",3,0,1,2,1,0,0,1,2,0,1,1,0,33.3333333333333,66.6666666666667,33.3333333333333,0,0,33.3333333333333,66.6666666666667,0,33.3333333333333,33.3333333333333
"E00033127",14,4,5,5,1,1,0,0,13,3,5,5,28.5714285714286,35.7142857142857,35.7142857142857,7.14285714285714,7.14285714285714,0,0,92.8571428571429,21.4285714285714,35.7142857142857,35.7142857142857
"E00033128",16,6,6,4,1,0,1,0,15,6,5,4,37.5,37.5,25,6.25,0,6.25,0,93.75,37.5,31.25,25
"E00033129",6,2,3,1,0,0,0,0,6,2,3,1,33.3333333333333,50,16.6666666666667,0,0,0,0,100,33.3333333333333,50,16.6666666666667
"E00033130",4,0,1,3,0,0,0,0,4,0,1,3,0,25,75,0,0,0,0,100,0,25,75
"E00033131",17,2,6,9,1,0,1,0,16,2,5,9,11.7647058823529,35.2941176470588,52.9411764705882,5.88235294117647,0,5.88235294117647,0,94.1176470588235,11.7647058823529,29.4117647058824,52.9411764705882
"E00033132",17,7,4,6,3,0,0,3,14,7,4,3,41.1764705882353,23.5294117647059,35.2941176470588,17.6470588235294,0,0,17.6470588235294,82.3529411764706,41.1764705882353,23.5294117647059,17.6470588235294
"E00033133",34,15,1,18,0,0,0,0,34,15,1,18,44.1176470588235,2.94117647058824,52.9411764705882,0,0,0,0,100,44.1176470588235,2.94117647058824,52.9411764705882
"E00033134",16,3,1,12,1,1,0,0,15,2,1,12,18.75,6.25,75,6.25,6.25,0,0,93.75,12.5,6.25,75
"E00033135",35,8,6,21,2,1,1,0,33,7,5,21,22.8571428571429,17.1428571428571,60,5.71428571428571,2.85714285714286,2.85714285714286,0,94.2857142857143,20,14.2857142857143,60
"E00033136",19,7,1,11,1,1,0,0,18,6,1,11,36.8421052631579,5.26315789473684,57.8947368421053,5.26315789473684,5.26315789473684,0,0,94.7368421052632,31.5789473684211,5.26315789473684,57.8947368421053
"E00033137",28,6,1,21,4,2,0,2,24,4,1,19,21.4285714285714,3.57142857142857,75,14.2857142857143,7.14285714285714,0,7.14285714285714,85.7142857142857,14.2857142857143,3.57142857142857,67.8571428571429
"E00033138",11,2,2,7,0,0,0,0,11,2,2,7,18.1818181818182,18.1818181818182,63.6363636363636,0,0,0,0,100,18.1818181818182,18.1818181818182,63.6363636363636
"E00033139",7,3,0,4,0,0,0,0,7,3,0,4,42.8571428571429,0,57.1428571428571,0,0,0,0,100,42.8571428571429,0,57.1428571428571
"E00033140",16,3,4,9,1,0,1,0,15,3,3,9,18.75,25,56.25,6.25,0,6.25,0,93.75,18.75,18.75,56.25
"E00033141",13,6,2,5,1,0,1,0,12,6,1,5,46.1538461538462,15.3846153846154,38.4615384615385,7.69230769230769,0,7.69230769230769,0,92.3076923076923,46.1538461538462,7.69230769230769,38.4615384615385
"E00033142",20,6,5,9,0,0,0,0,20,6,5,9,30,25,45,0,0,0,0,100,30,25,45
"E00033143",29,9,6,14,3,0,1,2,26,9,5,12,31.0344827586207,20.6896551724138,48.2758620689655,10.3448275862069,0,3.44827586206897,6.89655172413793,89.6551724137931,31.0344827586207,17.2413793103448,41.3793103448276
"E00033144",18,5,0,13,3,2,0,1,15,3,0,12,27.7777777777778,0,72.2222222222222,16.6666666666667,11.1111111111111,0,5.55555555555556,83.3333333333333,16.6666666666667,0,66.6666666666667
"E00033145",22,13,1,8,0,0,0,0,22,13,1,8,59.0909090909091,4.54545454545455,36.3636363636364,0,0,0,0,100,59.0909090909091,4.54545454545455,36.3636363636364
"E00033146",21,9,2,10,2,0,1,1,19,9,1,9,42.8571428571429,9.52380952380952,47.6190476190476,9.52380952380952,0,4.76190476190476,4.76190476190476,90.4761904761905,42.8571428571429,4.76190476190476,42.8571428571429
"E00033147",13,1,6,6,0,0,0,0,13,1,6,6,7.69230769230769,46.1538461538462,46.1538461538462,0,0,0,0,100,7.69230769230769,46.1538461538462,46.1538461538462
"E00033148",20,9,3,8,0,0,0,0,20,9,3,8,45,15,40,0,0,0,0,100,45,15,40
"E00033149",11,2,3,6,0,0,0,0,11,2,3,6,18.1818181818182,27.2727272727273,54.5454545454545,0,0,0,0,100,18.1818181818182,27.2727272727273,54.5454545454545
"E00033150",28,6,8,14,5,0,5,0,23,6,3,14,21.4285714285714,28.5714285714286,50,17.8571428571429,0,17.8571428571429,0,82.1428571428571,21.4285714285714,10.7142857142857,50
"E00033151",16,3,1,12,0,0,0,0,16,3,1,12,18.75,6.25,75,0,0,0,0,100,18.75,6.25,75
"E00033152",19,2,5,12,5,0,3,2,14,2,2,10,10.5263157894737,26.3157894736842,63.1578947368421,26.3157894736842,0,15.7894736842105,10.5263157894737,73.6842105263158,10.5263157894737,10.5263157894737,52.6315789473684
"E00033153",19,6,4,9,2,0,2,0,17,6,2,9,31.5789473684211,21.0526315789474,47.3684210526316,10.5263157894737,0,10.5263157894737,0,89.4736842105263,31.5789473684211,10.5263157894737,47.3684210526316
"E00033154",10,5,1,4,0,0,0,0,10,5,1,4,50,10,40,0,0,0,0,100,50,10,40
"E00033155",32,9,8,15,1,0,1,0,31,9,7,15,28.125,25,46.875,3.125,0,3.125,0,96.875,28.125,21.875,46.875
"E00033156",12,2,5,5,1,0,1,0,11,2,4,5,16.6666666666667,41.6666666666667,41.6666666666667,8.33333333333333,0,8.33333333333333,0,91.6666666666667,16.6666666666667,33.3333333333333,41.6666666666667
"E00033157",28,6,2,20,2,0,2,0,26,6,0,20,21.4285714285714,7.14285714285714,71.4285714285714,7.14285714285714,0,7.14285714285714,0,92.8571428571429,21.4285714285714,0,71.4285714285714
"E00033158",40,12,5,23,3,0,1,2,37,12,4,21,30,12.5,57.5,7.5,0,2.5,5,92.5,30,10,52.5
"E00033159",31,12,1,18,3,0,0,3,28,12,1,15,38.7096774193548,3.2258064516129,58.0645161290323,9.67741935483871,0,0,9.67741935483871,90.3225806451613,38.7096774193548,3.2258064516129,48.3870967741936
"E00033160",22,4,3,15,4,0,0,4,18,4,3,11,18.1818181818182,13.6363636363636,68.1818181818182,18.1818181818182,0,0,18.1818181818182,81.8181818181818,18.1818181818182,13.6363636363636,50
"E00033161",7,2,3,2,0,0,0,0,7,2,3,2,28.5714285714286,42.8571428571429,28.5714285714286,0,0,0,0,100,28.5714285714286,42.8571428571429,28.5714285714286
"E00033162",21,10,2,9,2,1,0,1,19,9,2,8,47.6190476190476,9.52380952380952,42.8571428571429,9.52380952380952,4.76190476190476,0,4.76190476190476,90.4761904761905,42.8571428571429,9.52380952380952,38.0952380952381
"E00033163",21,5,3,13,5,0,2,3,16,5,1,10,23.8095238095238,14.2857142857143,61.9047619047619,23.8095238095238,0,9.52380952380952,14.2857142857143,76.1904761904762,23.8095238095238,4.76190476190476,47.6190476190476
"E00033164",30,9,6,15,4,0,2,2,26,9,4,13,30,20,50,13.3333333333333,0,6.66666666666667,6.66666666666667,86.6666666666667,30,13.3333333333333,43.3333333333333
"E00033165",8,5,1,2,0,0,0,0,8,5,1,2,62.5,12.5,25,0,0,0,0,100,62.5,12.5,25
"E00033166",3,1,0,2,0,0,0,0,3,1,0,2,33.3333333333333,0,66.6666666666667,0,0,0,0,100,33.3333333333333,0,66.6666666666667
"E00033167",16,1,6,9,1,0,0,1,15,1,6,8,6.25,37.5,56.25,6.25,0,0,6.25,93.75,6.25,37.5,50
"E00033168",3,1,1,1,0,0,0,0,3,1,1,1,33.3333333333333,33.3333333333333,33.3333333333333,0,0,0,0,100,33.3333333333333,33.3333333333333,33.3333333333333
"E00033169",10,4,2,4,0,0,0,0,10,4,2,4,40,20,40,0,0,0,0,100,40,20,40
"E00033170",19,8,6,5,0,0,0,0,19,8,6,5,42.1052631578947,31.5789473684211,26.3157894736842,0,0,0,0,100,42.1052631578947,31.5789473684211,26.3157894736842
"E00033171",14,6,5,3,0,0,0,0,14,6,5,3,42.8571428571429,35.7142857142857,21.4285714285714,0,0,0,0,100,42.8571428571429,35.7142857142857,21.4285714285714
"E00033172",5,1,0,4,0,0,0,0,5,1,0,4,20,0,80,0,0,0,0,100,20,0,80
"E00033173",8,4,1,3,0,0,0,0,8,4,1,3,50,12.5,37.5,0,0,0,0,100,50,12.5,37.5
"E00033174",27,7,3,17,2,0,0,2,25,7,3,15,25.9259259259259,11.1111111111111,62.962962962963,7.40740740740741,0,0,7.40740740740741,92.5925925925926,25.9259259259259,11.1111111111111,55.5555555555556
"E00033175",12,2,2,8,0,0,0,0,12,2,2,8,16.6666666666667,16.6666666666667,66.6666666666667,0,0,0,0,100,16.6666666666667,16.6666666666667,66.6666666666667
"E00033176",21,6,1,14,5,0,0,5,16,6,1,9,28.5714285714286,4.76190476190476,66.6666666666667,23.8095238095238,0,0,23.8095238095238,76.1904761904762,28.5714285714286,4.76190476190476,42.8571428571429
"E00033177",24,11,4,9,3,3,0,0,21,8,4,9,45.8333333333333,16.6666666666667,37.5,12.5,12.5,0,0,87.5,33.3333333333333,16.6666666666667,37.5
"E00033178",8,3,2,3,0,0,0,0,8,3,2,3,37.5,25,37.5,0,0,0,0,100,37.5,25,37.5
"E00033179",23,7,4,12,4,0,3,1,19,7,1,11,30.4347826086957,17.3913043478261,52.1739130434783,17.3913043478261,0,13.0434782608696,4.34782608695652,82.6086956521739,30.4347826086957,4.34782608695652,47.8260869565217
"E00033181",4,1,1,2,0,0,0,0,4,1,1,2,25,25,50,0,0,0,0,100,25,25,50
"E00033182",9,2,4,3,1,1,0,0,8,1,4,3,22.2222222222222,44.4444444444444,33.3333333333333,11.1111111111111,11.1111111111111,0,0,88.8888888888889,11.1111111111111,44.4444444444444,33.3333333333333
