"GeographyCode","QS608EW0001","QS608EW0002","QS608EW0003","QS608EW0004","QS608EW0005","QS608EW0006","QS608EW0007","QS608EW0008","QS608EW0009","QS608EW0010","QS608EW0011","QS608EW0012","QS608EW0013","QS608EW0014","QS608EW0015","QS608EW0016","QS608EW0017","QS608EW0018","QS608EW0019","QS608EW0020","QS608EW0021","QS608EW0022","QS608EW0023","QS608EW0024","QS608EW0025","QS608EW0026","QS608EW0027","QS608EW0028","QS608EW0029","QS608EW0030","QS608EW0031","QS608EW0032","QS608EW0033","QS608EW0034","QS608EW0035","QS608EW0036","QS608EW0037","QS608EW0038","QS608EW0039","QS608EW0040","QS608EW0041","QS608EW0042","QS608EW0043","QS608EW0044","QS608EW0045","QS608EW0046","QS608EW0047","QS608EW0048","QS608EW0049","QS608EW0050","QS608EW0051","QS608EW0052","QS608EW0053","QS608EW0054","QS608EW0055"
"E02001357",5819,143,29,0,29,114,69,41,4,0,737,444,396,28,15,5,166,127,663,369,206,69,19,468,89,89,0,379,379,0,522,294,228,188,40,1398,414,605,62,205,0,81,31,1129,129,110,377,510,3,662,455,207,97,94,3
"E02001358",6149,171,46,0,46,125,75,35,9,6,856,451,373,47,25,6,243,162,780,422,243,97,18,458,90,90,0,368,368,0,470,278,192,169,23,1383,388,611,116,177,8,58,25,1174,198,81,288,595,12,732,469,263,125,125,0
"E02001359",4817,539,134,0,134,405,201,151,31,22,1217,709,612,44,47,6,312,196,531,306,166,30,29,691,277,277,0,414,412,2,383,152,231,200,31,621,168,255,58,83,0,51,6,533,57,34,245,195,2,229,137,92,73,73,0
"E02001360",7154,176,47,4,43,129,85,33,10,1,847,473,401,48,11,13,228,146,766,442,215,82,27,510,156,156,0,354,354,0,638,366,272,255,17,1483,420,594,97,272,2,73,25,1514,202,189,319,803,1,1054,746,308,166,164,2
"E02001361",6371,284,98,0,98,186,100,74,12,0,940,540,461,47,30,2,275,125,816,475,198,109,34,651,110,110,0,541,541,0,577,284,293,251,42,1257,373,528,58,197,3,73,25,1209,171,72,411,548,7,570,396,174,67,67,0
"E02001362",5926,432,158,0,158,274,146,99,25,4,1154,664,544,83,35,2,318,172,809,515,197,70,27,688,156,156,0,532,528,4,535,237,298,265,33,1074,265,457,67,172,4,84,25,834,98,73,279,378,6,337,186,151,63,63,0
"E02001363",6715,320,82,0,82,238,142,75,18,3,1076,685,599,72,11,3,255,136,806,382,267,111,46,543,116,116,0,427,426,1,481,256,225,194,31,1336,352,662,92,168,0,48,14,1144,146,74,364,555,5,865,610,255,144,144,0
"E02001364",4537,113,35,0,35,78,38,32,6,2,620,363,313,33,7,10,143,114,475,241,159,64,11,328,109,109,0,219,216,3,301,174,127,111,16,953,192,531,44,111,1,41,33,917,137,83,195,502,0,765,563,202,65,65,0
"E02001365",7930,310,90,0,90,220,91,103,26,0,1169,655,538,57,60,0,292,222,1032,539,324,129,40,588,117,117,0,471,471,0,655,394,261,224,37,1532,376,788,88,148,1,92,39,1352,259,131,398,554,10,1020,620,400,272,272,0
"E02001366",7702,425,75,0,75,350,216,106,19,9,1479,967,809,74,81,3,294,218,1108,654,293,105,56,705,142,141,1,563,560,3,627,330,297,268,29,1268,368,522,91,206,0,70,11,1117,156,78,444,436,3,822,487,335,151,151,0
"E02001367",7541,1012,254,0,254,758,367,272,104,15,2171,1348,1061,166,101,20,548,275,962,549,288,78,47,1113,326,326,0,787,780,7,514,243,271,252,19,761,156,305,55,149,0,54,42,700,76,43,315,265,1,198,124,74,110,110,0
"E02001368",4721,175,34,0,34,141,88,34,19,0,561,336,280,27,23,6,139,86,553,321,167,59,6,304,97,97,0,207,207,0,295,166,129,123,6,877,196,362,45,200,1,54,19,1078,135,87,216,636,4,785,566,219,93,93,0
"E02001369",6443,379,40,0,40,339,237,69,25,8,805,502,433,41,19,9,205,98,648,351,240,39,18,375,86,85,1,289,289,0,529,336,193,164,29,1162,279,497,69,207,0,78,32,1357,146,135,292,776,8,836,582,254,352,352,0
"E02001370",5013,117,25,0,25,92,74,11,5,2,583,355,321,18,16,0,152,76,495,263,134,80,18,351,103,103,0,248,247,1,351,189,162,140,22,919,220,489,44,96,4,43,23,1024,139,114,171,599,1,1022,757,265,151,151,0
"E02001371",6491,289,90,0,90,199,131,60,4,4,1112,763,691,27,34,11,224,125,705,397,203,69,36,633,160,155,5,473,468,5,565,363,202,186,16,1405,401,596,96,176,1,102,33,974,144,92,324,409,5,683,448,235,125,125,0
"E02001372",5004,411,90,0,90,321,147,149,25,0,1073,684,588,60,27,9,244,145,670,383,165,76,46,525,134,134,0,391,391,0,390,238,152,137,15,812,205,394,59,102,3,37,12,684,65,63,317,236,3,393,233,160,46,46,0
"E02001373",7950,444,91,0,91,353,225,107,15,6,1594,987,856,85,28,18,377,230,1141,635,307,145,54,723,128,128,0,595,595,0,645,328,317,283,34,1436,369,656,89,201,1,94,26,1161,206,61,401,492,1,667,398,269,139,139,0
"E02001374",7294,406,78,0,78,328,210,66,37,15,1099,761,595,73,84,9,205,133,780,427,251,82,20,652,130,130,0,522,522,0,556,376,180,146,34,1219,298,614,83,126,0,78,20,1087,152,105,304,524,2,1057,674,383,438,434,4
"E02001375",5822,385,91,0,91,294,151,122,16,5,1167,723,621,70,20,12,249,195,842,505,217,88,32,494,97,93,4,397,395,2,461,234,227,203,24,1086,254,537,43,153,0,75,24,870,119,87,284,377,3,466,249,217,51,48,3
"E02001376",7475,200,33,0,33,167,104,33,22,8,1018,695,620,33,29,13,198,125,669,342,199,114,14,507,158,158,0,349,347,2,509,303,206,187,19,1450,291,794,101,173,6,64,21,1246,160,157,209,717,3,1081,781,300,795,790,5
"E02001377",7693,488,55,0,55,433,350,56,26,1,701,504,442,7,53,2,114,83,475,253,128,82,12,354,92,92,0,262,262,0,388,248,140,128,12,945,302,453,21,102,10,37,20,894,171,64,144,513,2,768,571,197,2680,2679,1
"E02001378",6648,680,135,0,135,545,322,157,61,5,1483,988,835,74,67,12,284,211,827,429,259,101,38,690,191,191,0,499,499,0,519,274,245,212,33,1042,250,511,48,101,6,94,32,829,121,78,327,299,4,459,284,175,119,119,0
"E02001380",6205,909,205,0,205,704,440,184,69,11,1901,1218,1014,129,60,15,435,248,863,461,253,77,72,712,197,197,0,515,515,0,454,185,269,240,29,677,180,244,65,99,0,64,25,488,47,38,218,184,1,148,85,63,53,53,0
"E02001381",8380,534,111,0,111,423,282,105,33,3,1406,975,798,60,99,18,287,144,809,446,269,72,22,635,153,153,0,482,479,3,722,453,269,239,30,1389,381,684,61,154,3,56,50,1011,195,113,248,451,4,890,582,308,984,980,4
"E02001382",5990,1049,218,0,218,831,454,281,81,15,1840,1144,886,181,65,12,441,255,854,521,223,54,56,647,208,208,0,439,437,2,464,196,268,237,31,524,116,207,32,86,0,51,32,408,39,32,219,118,0,118,68,50,86,86,0
"E02001383",6554,591,58,2,56,533,369,108,46,10,1149,843,624,65,145,9,207,99,433,257,97,73,6,310,114,112,2,196,193,3,356,183,173,165,8,795,246,410,12,64,0,27,36,550,120,51,66,312,1,855,562,293,1515,1515,0
"E02001384",9984,531,68,0,68,463,279,123,59,2,1292,888,732,66,56,34,237,167,747,436,190,91,30,504,136,136,0,368,366,2,445,274,171,147,24,1001,336,421,38,115,0,44,47,608,189,41,155,223,0,627,431,196,4229,4227,2
"E02001385",7360,364,39,0,39,325,196,79,37,13,806,599,480,25,88,6,135,72,539,308,137,80,14,852,243,243,0,609,606,3,381,204,177,163,14,1048,269,573,50,98,1,36,21,795,141,79,136,430,9,1958,1532,426,617,613,4
"E02001386",5980,258,88,6,82,170,102,51,15,2,836,441,389,27,24,1,241,154,748,398,261,58,31,496,99,99,0,397,394,3,640,365,275,245,30,1238,414,534,59,146,6,58,21,1055,128,113,313,498,3,612,419,193,97,97,0
"E02001387",6712,1720,319,0,319,1401,839,276,277,9,2225,1589,1287,117,141,44,444,192,676,409,181,37,49,743,235,235,0,508,505,3,349,191,158,146,12,434,106,189,16,47,3,47,26,278,48,21,127,80,2,65,37,28,222,221,1
"E02001388",8095,1060,139,0,139,921,640,207,61,13,1841,1384,1177,87,110,10,310,147,742,419,230,66,27,446,152,143,9,294,291,3,392,235,157,115,42,655,187,268,20,58,9,49,64,407,88,35,150,130,4,199,139,60,2353,2353,0
"E02001389",5442,790,97,0,97,693,494,117,73,9,1299,1036,767,75,171,23,185,78,435,248,135,44,8,432,133,133,0,299,293,6,326,171,155,140,15,673,153,378,24,41,0,53,24,418,92,45,101,179,1,593,417,176,476,476,0
"E02001390",7544,370,66,6,60,304,191,96,17,0,1005,670,583,33,45,9,229,106,657,352,197,91,17,598,153,153,0,445,445,0,593,326,267,232,35,1458,353,757,68,145,0,80,55,1256,206,101,243,699,7,1288,945,343,319,314,5
"E02001391",4910,158,52,0,52,106,64,29,13,0,693,383,323,28,23,9,187,123,538,310,141,55,32,351,74,74,0,277,277,0,491,290,201,163,38,1162,351,507,66,116,3,77,42,913,119,81,336,371,6,517,350,167,87,87,0
"E02001392",4145,865,194,4,190,671,358,146,136,31,1245,821,617,85,80,39,260,164,485,266,171,29,19,583,224,224,0,359,359,0,287,145,142,130,12,349,100,130,11,62,1,30,15,202,26,23,81,72,0,84,42,42,45,45,0
"E02001393",5740,1737,279,8,271,1458,723,266,419,50,1863,1230,889,131,182,28,451,182,422,306,66,27,23,936,491,483,8,445,445,0,206,86,120,98,22,312,69,100,14,49,0,66,14,117,11,5,69,32,0,67,27,40,80,80,0
"E02001394",7060,1462,188,2,186,1274,915,186,154,19,1982,1502,1137,140,196,29,325,155,645,381,188,65,11,570,176,176,0,394,384,10,326,183,143,100,43,538,100,297,25,56,0,25,35,374,64,34,103,168,5,394,247,147,769,769,0
"E02001395",5000,959,201,0,201,758,476,203,69,10,1573,1156,975,110,56,15,255,162,706,434,182,43,47,442,142,142,0,300,300,0,331,142,189,171,18,435,116,142,43,73,0,32,29,312,44,21,140,106,1,124,71,53,118,118,0
"E02001396",7017,787,111,0,111,676,416,179,74,7,1465,938,803,63,62,10,352,175,857,525,209,91,32,532,114,114,0,418,418,0,475,265,210,194,16,1060,306,452,50,171,0,48,33,877,143,97,205,426,6,637,435,202,327,327,0
"E02001397",5903,951,188,5,183,763,435,167,151,10,1511,980,790,92,73,25,326,205,777,427,246,68,36,592,204,204,0,388,384,4,422,223,199,171,28,697,147,335,41,86,5,60,23,584,62,57,234,223,8,297,160,137,72,69,3
"E02001398",6225,1212,139,0,139,1073,675,237,133,28,1763,1275,1037,98,132,8,324,164,659,380,198,70,11,571,190,190,0,381,381,0,337,186,151,134,17,688,167,306,64,69,1,47,34,385,61,20,118,186,0,291,185,106,319,318,1
"E02001399",5814,1207,264,4,260,943,569,267,104,3,1740,1211,978,122,92,19,302,227,732,427,216,56,33,593,175,175,0,418,418,0,512,237,275,242,33,546,115,234,19,77,0,56,45,314,51,10,141,107,5,75,45,30,95,95,0
"E02001400",5424,592,121,0,121,471,266,135,63,7,1210,739,602,75,52,10,304,167,769,413,252,59,45,516,165,165,0,351,351,0,429,198,231,190,41,889,250,380,71,98,0,43,47,683,85,38,238,320,2,270,154,116,66,66,0
"E02001401",6115,789,185,0,185,604,376,152,65,11,1613,1045,843,111,74,17,372,196,803,418,274,57,54,667,215,212,3,452,447,5,636,301,335,241,94,825,213,299,61,145,0,72,35,543,53,57,228,199,6,187,102,85,52,52,0
"E02001402",6846,1771,329,0,329,1442,829,312,284,17,2118,1497,1151,177,147,22,365,256,716,408,221,48,39,648,220,220,0,428,428,0,386,216,170,158,12,542,110,220,54,93,0,43,22,352,44,23,169,116,0,173,78,95,140,140,0
"E02001403",5254,358,53,0,53,305,168,101,33,3,927,594,498,52,38,6,197,136,680,376,224,58,22,407,96,96,0,311,310,1,418,211,207,174,33,1032,293,420,102,123,8,53,33,841,115,61,240,414,11,493,304,189,98,98,0
"E02001404",6305,242,72,0,72,170,101,60,8,1,850,487,441,20,25,1,266,97,811,447,269,63,32,390,95,95,0,295,295,0,769,405,364,238,126,1312,292,592,128,182,4,83,31,1217,134,137,365,561,20,617,396,221,97,96,1
"E02001405",8422,240,69,0,69,171,100,45,25,1,859,444,364,38,33,9,244,171,883,464,255,127,37,542,150,150,0,392,390,2,846,484,362,245,117,2219,600,875,201,355,7,144,37,1521,152,120,379,853,17,1180,801,379,132,132,0
"E02006932",5159,643,60,0,60,583,415,100,49,19,876,611,470,62,64,15,192,73,409,216,137,45,11,147,45,45,0,102,102,0,217,159,58,50,8,285,104,129,9,19,0,18,6,279,103,20,51,105,0,201,146,55,2102,2102,0
"E02006933",5020,981,123,0,123,858,597,134,102,25,1183,749,563,92,72,22,299,135,491,276,140,56,19,251,79,79,0,172,170,2,306,202,104,92,12,418,105,219,19,34,0,26,15,342,92,33,71,145,1,304,221,83,744,744,0
"E02006934",4273,1013,129,6,123,884,601,184,82,17,1149,731,537,108,66,20,312,106,539,371,131,31,6,234,89,89,0,145,145,0,140,93,47,47,0,203,63,96,6,18,0,18,2,162,63,4,32,63,0,133,105,28,700,700,0
