"GeographyCode","KS202EW0001","KS202EW0002","KS202EW0003","KS202EW0004","KS202EW0005","KS202EW0006","KS202EW0007","KS202EW0008","KS202EW0009","KS202EW0010","KS202EW0011","KS202EW0012","KS202EW0013","KS202EW0014","KS202EW0015","KS202EW0016","KS202EW0017","KS202EW0018","KS202EW0019","KS202EW0020","KS202EW0021","KS202EW0022","KS202EW0023","KS202EW0024","KS202EW0025","KS202EW0026","KS202EW0027","KS202EW0028","KS202EW0029","KS202EW0030","KS202EW0031","KS202EW0032","KS202EW0033","KS202EW0034","KS202EW0035","KS202EW0036","KS202EW0037","KS202EW0038","KS202EW0039","KS202EW0040","KS202EW0041","KS202EW0042","KS202EW0043","KS202EW0044","KS202EW0045","KS202EW0046","KS202EW0047","KS202EW0048","KS202EW0049","KS202EW0050","KS202EW0051","KS202EW0052","KS202EW0053","KS202EW0054","KS202EW0055","KS202EW0056","KS202EW0057","KS202EW0058","KS202EW0059","KS202EW0060","KS202EW0061","KS202EW0062","KS202EW0063","KS202EW0064","KS202EW0065","KS202EW0066","KS202EW0067","KS202EW0068","KS202EW0069","KS202EW0070","KS202EW0071","KS202EW0072","KS202EW0073","KS202EW0074"
"E02001358",7069,5421,640,11,997,7069,25,0,1,7043,7069,19,2,1,7047,7069,9,0,1,7059,7069,751,653,5665,7069,0,0,0,7069,7069,31,0,0,0,1,0,7037,7069,182,19,6868,76.686942990522,9.05361437261282,0.155608997029283,14.1038336398359,0.353656811430188,0,0.0141462724572075,99.6321969161126,0.268779176686943,0.0282925449144151,0.0141462724572075,99.6887820059414,0.127316452114868,0,0.0141462724572075,99.8585372754279,10.6238506153629,9.23751591455651,80.1386334700806,0,0,0,100,0.438534446173433,0,0,0,0.0141462724572075,0,99.5473192813694,2.57462158721177,0.268779176686943,97.1565992361013
"E02001359",5751,4097,609,15,1030,5751,9,5,2,5735,5751,18,4,0,5729,5751,13,0,0,5738,5751,816,639,4296,5751,0,0,0,5751,5751,17,0,0,0,2,0,5732,5751,147,30,5574,71.2397843853243,10.5894627021388,0.260824204486176,17.9099287080508,0.156494522691706,0.0869414014953921,0.0347765605981568,99.7217875152147,0.312989045383412,0.0695531211963137,0,99.6174578334203,0.226047643888019,0,0,99.773952356112,14.188836724048,11.1111111111111,74.7000521648409,0,0,0,100,0.295600765084333,0,0,0,0.0347765605981568,0,99.6696226743175,2.55607720396453,0.521648408972353,96.9222743870631
"E02001360",8358,6363,552,24,1419,8358,27,2,11,8318,8358,41,4,5,8308,8358,12,2,5,8339,8358,882,571,6905,8358,0,0,0,8358,8358,41,0,2,0,3,0,8312,8358,440,18,7900,76.1306532663317,6.60445082555635,0.287150035893754,16.9777458722182,0.323043790380474,0.0239291696578129,0.131610433117971,99.5214166068437,0.490547977985164,0.0478583393156257,0.0598229241445322,99.4017707585547,0.143575017946877,0.0239291696578129,0.0598229241445322,99.7726728882508,10.5527638190955,6.83177793730558,82.615458243599,0,0,0,100,0.490547977985164,0,0.0239291696578129,0,0.0358937544867193,0,99.4496290978703,5.26441732471883,0.215362526920316,94.5202201483609
"E02001361",7618,5965,702,10,941,7618,15,3,5,7595,7618,17,1,1,7599,7618,14,0,0,7604,7618,744,712,6162,7618,0,0,0,7618,7618,30,1,0,0,1,0,7586,7618,144,8,7466,78.3013914413232,9.21501706484642,0.131268049356787,12.3523234444736,0.19690207403518,0.039380414807036,0.0656340246783933,99.6980834864794,0.223155683906537,0.0131268049356787,0.0131268049356787,99.7505907062221,0.183775269099501,0,0,99.8162247309005,9.76634287214492,9.3462851142032,80.8873720136519,0,0,0,100,0.39380414807036,0.0131268049356787,0,0,0.0131268049356787,0,99.5799422420583,1.89025991073773,0.105014439485429,98.0047256497768
"E02001362",7401,5725,631,12,1033,7401,23,2,3,7373,7401,20,1,3,7377,7401,6,0,2,7393,7401,868,641,5892,7401,0,0,0,7401,7401,25,2,0,0,0,0,7374,7401,108,11,7282,77.3544115660046,8.52587488177273,0.16214025131739,13.9575733009053,0.310768815024997,0.0270233752195649,0.0405350628293474,99.6216727469261,0.270233752195649,0.0135116876097825,0.0405350628293474,99.6757194973652,0.0810701256586948,0,0.0270233752195649,99.8919064991217,11.7281448452912,8.66099175787056,79.6108633968383,0,0,0,100,0.337792190244562,0.0270233752195649,0,0,0,0,99.6351844345359,1.45926226185651,0.148628563707607,98.3921091744359
"E02001363",7788,5817,687,23,1261,7788,32,0,8,7748,7788,25,3,5,7755,7788,5,0,1,7782,7788,876,698,6214,7788,0,0,0,7788,7788,20,0,0,0,5,0,7763,7788,312,25,7451,74.6918335901387,8.82126348228043,0.29532614278377,16.1915767847971,0.410888546481767,0,0.102722136620442,99.4863893168978,0.32100667693888,0.0385208012326656,0.0642013353877761,99.5762711864407,0.0642013353877761,0,0.0128402670775552,99.9229583975347,11.2480739599384,8.96250642013354,79.7894196199281,0,0,0,100,0.256805341551104,0,0,0,0.0642013353877761,0,99.6789933230611,4.00616332819723,0.32100667693888,95.6728299948639
"E02001364",5311,3978,380,4,949,5311,14,0,1,5296,5311,22,3,0,5286,5311,19,1,0,5291,5311,625,389,4297,5311,0,0,0,5311,5311,25,0,0,0,0,0,5286,5311,260,8,5043,74.9011485595933,7.15496140086613,0.0753153831670119,17.8685746563736,0.263603841084542,0,0.018828845791753,99.7175673131237,0.414234607418565,0.0564865373752589,0,99.5292788552062,0.357748070043306,0.018828845791753,0,99.6234230841649,11.7680286198456,7.3244210129919,80.9075503671625,0,0,0,100,0.470721144793824,0,0,0,0,0,99.5292788552062,4.89549990585577,0.150630766334024,94.9538693278102
"E02001365",9049,6526,750,31,1742,9049,26,1,7,9015,9049,43,2,8,8996,9049,24,2,3,9020,9049,1081,782,7186,9049,0,0,0,9049,9049,55,0,2,0,10,0,8982,9049,543,39,8467,72.118466128854,8.28820864183888,0.34257929052934,19.2507459387778,0.287324566250414,0.0110509448557852,0.0773566139904962,99.6242678749033,0.475190628798762,0.0221018897115703,0.0884075588462813,99.4142999226434,0.265222676538844,0.0221018897115703,0.0331528345673555,99.6795225991822,11.9460713891038,8.641838877224,79.4120897336722,0,0,0,100,0.607801967068184,0,0.0221018897115703,0,0.110509448557852,0,99.2595866946624,6.00066305669135,0.430986849375622,93.568350093933
"E02001366",8985,6533,758,23,1671,8985,31,10,5,8939,8985,52,3,3,8927,8985,22,0,1,8962,8985,1124,804,7057,8985,0,0,0,8985,8985,56,1,0,0,4,0,8924,8985,404,41,8540,72.7100723427935,8.43628269337785,0.255982192543127,18.5976627712855,0.345019476905954,0.111296605453534,0.0556483027267668,99.4880356149138,0.578742348358375,0.0333889816360601,0.0333889816360601,99.3544796883695,0.244852531997774,0,0.0111296605453534,99.7440178074569,12.5097384529772,8.94824707846411,78.5420144685587,0,0,0,100,0.623260990539789,0.0111296605453534,0,0,0.0445186421814135,0,99.3210907067334,4.49638286032276,0.456316082359488,95.0473010573178
"E02001367",9304,6739,902,22,1641,9304,34,3,4,9263,9304,17,7,5,9275,9304,11,1,2,9290,9304,1360,929,7015,9304,0,0,0,9304,9304,38,0,0,0,2,0,9264,9304,202,15,9087,72.4312123817713,9.69475494411006,0.236457437661221,17.6375752364574,0.365434221840069,0.032244196044712,0.0429922613929493,99.5593293207223,0.182717110920034,0.0752364574376612,0.0537403267411866,99.6883061049011,0.11822871883061,0.0107480653482373,0.0214961306964746,99.8495270851247,14.6173688736028,9.98495270851247,75.3976784178848,0,0,0,100,0.408426483233018,0,0,0,0.0214961306964746,0,99.5700773860705,2.17110920034394,0.16122098022356,97.6676698194325
"E02001368",5847,4531,373,20,923,5847,11,2,2,5832,5847,25,0,1,5821,5847,11,3,2,5831,5847,604,394,4849,5847,0,0,0,5847,5847,38,1,1,0,15,0,5792,5847,250,33,5564,77.4927313152044,6.37933983239268,0.342055755088079,15.7858730973149,0.188130665298444,0.0342055755088079,0.0342055755088079,99.7434581836839,0.427569693860099,0,0.017102787754404,99.5553275183855,0.188130665298444,0.0513083632632119,0.0342055755088079,99.7263553959295,10.33008380366,6.73849837523516,82.9314178211048,0,0,0,100,0.649905934667351,0.017102787754404,0.017102787754404,0,0.256541816316059,0,99.0593466735078,4.27569693860099,0.564391995895331,95.1599110655037
"E02001369",7655,5580,433,32,1610,7655,27,2,6,7620,7655,41,4,14,7596,7655,55,1,1,7598,7655,828,465,6362,7655,1,0,0,7654,7655,90,0,0,0,5,0,7560,7655,633,35,6987,72.893533638145,5.65643370346179,0.418027433050294,21.0320052253429,0.352710646636186,0.0261267145656434,0.0783801436969301,99.5427824951012,0.535597648595689,0.0522534291312867,0.182887001959504,99.2292619203135,0.718484650555193,0.0130633572828217,0.0130633572828217,99.2553886348792,10.8164598301764,6.07446113651208,83.1090790333116,0.0130633572828217,0,0,99.9869366427172,1.17570215545395,0,0,0,0.0653167864141084,0,98.758981058132,8.26910516002613,0.457217504898759,91.2736773350751
"E02001370",6186,4576,373,17,1220,6186,19,7,6,6154,6186,27,2,6,6151,6186,22,1,2,6161,6186,719,390,5077,6186,0,0,0,6186,6186,24,0,0,0,4,0,6158,6186,417,16,5753,73.9734885224701,6.02974458454575,0.274814096346589,19.7219527966376,0.307145166505011,0.113158745554478,0.0969932104752667,99.4827028774652,0.4364694471387,0.0323310701584222,0.0969932104752667,99.4342062722276,0.355641771742645,0.0161655350792111,0.0323310701584222,99.5958616230197,11.6230197219528,6.30455868089234,82.0724215971549,0,0,0,100,0.387972841901067,0,0,0,0.0646621403168445,0,99.5473650177821,6.74102812803104,0.258648561267378,93.0003233107016
"E02001371",7447,5583,511,16,1337,7447,18,1,4,7424,7447,30,3,0,7414,7447,18,2,0,7427,7447,968,550,5929,7447,1,0,0,7446,7447,33,1,0,0,0,0,7413,7447,266,40,7141,74.9697864912045,6.86182355310863,0.214851618101249,17.9535383375856,0.241708070363905,0.0134282261313281,0.0537129045253122,99.6911507989795,0.402846783939842,0.0402846783939842,0,99.5568685376662,0.241708070363905,0.0268564522626561,0,99.7314354773734,12.9985228951256,7.38552437223043,79.615952732644,0.0134282261313281,0,0,99.9865717738687,0.443131462333826,0.0134282261313281,0,0,0,0,99.5434403115349,3.57190815093326,0.537129045253122,95.8909628038136
"E02001372",6221,4785,472,21,943,6221,23,5,5,6188,6221,26,3,1,6191,6221,7,1,0,6213,6221,697,493,5031,6221,0,0,0,6221,6221,40,0,0,0,4,0,6177,6221,174,25,6022,76.9168943899695,7.58720462948079,0.337566307667578,15.1583346728822,0.369715479826394,0.0803729303970423,0.0803729303970423,99.4695386593795,0.41793923806462,0.0482237582382254,0.0160745860794085,99.5177624176177,0.112522102555859,0.0160745860794085,0,99.8714033113647,11.2039864973477,7.92477093714837,80.8712425655039,0,0,0,100,0.642983443176338,0,0,0,0.0642983443176338,0,99.292718212506,2.79697797781707,0.401864651985211,96.8011573701977
"E02001373",9253,6727,794,46,1686,9253,21,5,4,9223,9253,30,4,2,9217,9253,21,3,9,9220,9253,1200,833,7220,9253,0,0,0,9253,9253,41,1,3,0,6,0,9202,9253,391,43,8819,72.700745704096,8.5810007565114,0.49713606397925,18.2211174754134,0.226953420512266,0.0540365286933967,0.0432292229547174,99.6757808278396,0.32421917216038,0.0432292229547174,0.0216146114773587,99.6109369934075,0.226953420512266,0.032421917216038,0.0972657516481141,99.6433589106236,12.9687668864152,9.0024856803199,78.0287474332649,0,0,0,100,0.443099535285853,0.0108073057386793,0.032421917216038,0,0.0648438344320761,0,99.4488274073274,4.22565654382363,0.464714146763212,95.3096293094132
"E02001374",8199,4771,595,48,2785,8199,39,5,4,8151,8199,39,3,1,8156,8199,68,3,4,8124,8199,1305,651,6243,8199,0,0,0,8199,8199,101,1,1,0,9,0,8087,8199,1288,79,6832,58.1900231735577,7.25698255884864,0.585437248444932,33.9675570191487,0.475667764361508,0.0609830467130138,0.048786437370411,99.4145627515551,0.475667764361508,0.0365898280278083,0.0121966093426028,99.4755457982681,0.829369435296987,0.0365898280278083,0.048786437370411,99.0852542993048,15.9165751920966,7.93999268203439,76.143432125869,0,0,0,100,1.23185754360288,0.0121966093426028,0.0121966093426028,0,0.109769484083425,0,98.6339797536285,15.7092328332723,0.963532138065618,83.327235028662
"E02001375",7195,5473,534,18,1170,7195,17,5,1,7172,7195,16,2,4,7173,7195,16,1,3,7175,7195,927,558,5710,7195,0,0,0,7195,7195,43,0,0,0,3,0,7149,7195,174,23,6998,76.0667129951355,7.42182070882557,0.250173731758165,16.2612925642808,0.236275191104934,0.0694927032661571,0.0138985406532314,99.6803335649757,0.222376650451703,0.0277970813064628,0.0555941626129256,99.6942321056289,0.222376650451703,0.0138985406532314,0.0416956219596942,99.7220291869354,12.8839471855455,7.75538568450313,79.3606671299514,0,0,0,100,0.597637248088951,0,0,0,0.0416956219596942,0,99.3606671299514,2.41834607366227,0.319666435024322,97.2619874913134
"E02001376",8469,4696,531,66,3176,8469,36,5,4,8424,8469,36,4,3,8426,8469,70,2,11,8386,8469,1216,605,6648,8469,0,0,0,8469,8469,74,1,7,0,4,0,8383,8469,1748,118,6603,55.4492856299445,6.26992561105207,0.779312787814382,37.501475971189,0.425079702444208,0.0590388475616956,0.0472310780493565,99.4686503719447,0.425079702444208,0.0472310780493565,0.0354233085370174,99.4922659109694,0.826543865863738,0.0236155390246782,0.12988546463573,99.0199551304759,14.3582477270044,7.14370055496517,78.4980517180305,0,0,0,100,0.873774943913095,0.0118077695123391,0.0826543865863738,0,0.0472310780493565,0,98.9845318219388,20.6399811075688,1.39331680245602,77.9667020899752
"E02001377",11467,4994,694,108,5671,11467,126,25,38,11278,11467,43,8,21,11395,11467,231,19,15,11202,11467,1713,859,8895,11467,0,2,1,11464,11467,191,5,7,0,9,0,11255,11467,3429,134,7904,43.551059562222,6.05214964681259,0.941833086247493,49.4549577047179,1.09880526728874,0.218016918112846,0.331385715531525,98.3517920990669,0.374989099154094,0.0697654137961106,0.18313421121479,99.372111275835,2.01447632336269,0.165692857765763,0.130810150867707,97.6890206680038,14.9385192290922,7.49106130635737,77.5704194645504,0,0.0174413534490276,0.00872067672451382,99.9738379698265,1.66564925438214,0.0436033836225691,0.0610447370715968,0,0.0784860905206244,0,98.1512165344031,29.9032004883579,1.16857068108485,68.9282288305572
"E02001378",7972,5508,689,33,1742,7972,38,1,7,7926,7972,27,5,9,7931,7972,31,0,5,7936,7972,1273,727,5972,7972,0,0,0,7972,7972,65,4,0,0,5,0,7898,7972,341,44,7587,69.0918213748118,8.64274962368289,0.413948820873056,21.8514801806322,0.476668339187155,0.0125439036628199,0.0878073256397391,99.4229804315103,0.338685398896136,0.0627195183140993,0.112895132965379,99.4856999498244,0.388861013547416,0,0.0627195183140993,99.5484194681385,15.9683893627697,9.11941796287005,74.9121926743603,0,0,0,100,0.815353738083291,0.0501756146512795,0,0,0.0627195183140993,0,99.0717511289513,4.27747114902158,0.551931761164074,95.1705970898144
"E02001380",7526,5292,771,18,1445,7526,45,5,4,7472,7526,30,5,5,7486,7526,24,0,1,7501,7526,1147,800,5579,7526,1,0,0,7525,7526,54,3,1,0,3,0,7465,7526,174,26,7326,70.316237044911,10.2444857826202,0.239170874302418,19.2001062981664,0.597927185756046,0.066436353972894,0.0531490831783152,99.2824873770927,0.398618123837364,0.066436353972894,0.066436353972894,99.4685091682168,0.318894499069891,0,0.0132872707945788,99.6678182301355,15.2404996013819,10.629816635663,74.1296837629551,0.0132872707945788,0,0,99.9867127292054,0.717512622907255,0.0398618123837364,0.0132872707945788,0,0.0398618123837364,0,99.1894764815307,2.31198511825671,0.345469040659049,97.3425458410842
"E02001381",9286,5212,649,69,3356,9286,79,5,17,9185,9286,52,8,6,9220,9286,139,6,3,9138,9286,1633,753,6900,9286,1,0,0,9285,9286,168,2,0,0,10,1,9105,9286,1379,103,7804,56.1275037691148,6.98901572259315,0.743054059875081,36.140426448417,0.850743054059875,0.0538444970923972,0.18307129011415,98.9123411587336,0.55998276976093,0.0861511953478355,0.0646133965108766,99.2892526383804,1.49687701916864,0.0646133965108766,0.0323066982554383,98.406202886065,17.5856127503769,8.10898126211501,74.3054059875081,0.0107688994184794,0,0,99.9892311005815,1.80917510230454,0.0215377988369589,0,0,0.107688994184794,0.0107688994184794,98.0508292052552,14.8503122980831,1.10919664010338,84.0404910618135
"E02001382",7098,4880,793,28,1397,7098,34,9,8,7047,7098,21,4,4,7069,7098,27,2,1,7068,7098,1082,827,5189,7098,0,0,0,7098,7098,28,3,0,0,7,0,7060,7098,207,28,6863,68.7517610594534,11.1721611721612,0.394477317554241,19.6816004508312,0.479008171315864,0.126796280642434,0.112707805015497,99.2814877430262,0.29585798816568,0.0563539025077487,0.0563539025077487,99.5914342068188,0.380388841927303,0.0281769512538743,0.0140884756269372,99.5773457311919,15.243730628346,11.651169343477,73.1051000281769,0,0,0,100,0.394477317554241,0.0422654268808115,0,0,0.0986193293885602,0,99.4646379261764,2.91631445477599,0.394477317554241,96.6892082276698
"E02001383",7501,3374,469,49,3609,7501,88,17,23,7373,7501,33,7,10,7451,7501,77,6,8,7410,7501,1902,573,5026,7501,2,0,0,7499,7501,96,0,3,0,6,0,7396,7501,1422,80,5999,44.9806692441008,6.2524996667111,0.653246233835489,48.1135848553526,1.17317690974537,0.226636448473537,0.306625783228903,98.2935608585522,0.439941341154513,0.0933208905479269,0.13331555792561,99.3334222103719,1.0265297960272,0.079989334755366,0.106652446340488,98.786828422877,25.356619117451,7.63898146913745,67.0043994134115,0.026663111585122,0,0,99.9733368884149,1.27982935608586,0,0.039994667377683,0,0.079989334755366,0,98.6001866417811,18.9574723370217,1.06652446340488,79.9760031995734
"E02001384",10762,5516,1024,90,4132,10762,213,33,26,10490,10762,31,8,23,10700,10762,302,25,14,10421,10762,2225,1198,7339,10762,0,2,0,10760,10762,286,2,7,0,9,1,10457,10762,1221,117,9424,51.2544136777551,9.51496004460138,0.836275785170043,38.3943504924735,1.97918602490243,0.306634454562349,0.241590782382457,97.4725887381528,0.288050548225237,0.0743356253484482,0.213714922876789,99.4238989035495,2.80616985690392,0.232298829213901,0.130087344359784,96.8314439695224,20.6745958000372,11.1317598959301,68.1936443040327,0,0.0185839063371121,0,99.9814160936629,2.65749860620702,0.0185839063371121,0.0650436721798922,0,0.0836275785170043,0.00929195316855603,97.1659542835904,11.3454748188069,1.08715852072106,87.567366660472
"E02001385",8157,2893,344,70,4850,8157,20,5,10,8122,8157,24,1,4,8128,8157,48,0,5,8104,8157,2547,483,5127,8157,0,0,0,8157,8157,61,1,3,0,2,0,8090,8157,2091,169,5897,35.4664705161211,4.21723672918965,0.858158636753708,59.4581341179355,0.245188181929631,0.0612970454824077,0.122594090964815,99.5709206816231,0.294225818315557,0.0122594090964816,0.0490376363859262,99.644477136202,0.588451636631114,0,0.0612970454824077,99.3502513178865,31.2247149687385,5.92129459360059,62.8539904376609,0,0,0,100,0.747823954885375,0.0122594090964816,0.0367782272894447,0,0.0245188181929631,0,99.1786195905357,25.6344244207429,2.07184013730538,72.2937354419517
"E02001386",7545,5835,606,16,1088,7545,26,1,1,7517,7545,36,1,2,7506,7545,19,2,0,7524,7545,854,614,6077,7545,0,0,0,7545,7545,36,0,0,0,2,0,7507,7545,148,13,7384,77.3359840954274,8.03180914512923,0.212060967528164,14.4201457919152,0.344599072233267,0.0132538104705103,0.0132538104705103,99.6288933068257,0.47713717693837,0.0132538104705103,0.0265076209410205,99.4831013916501,0.251822398939695,0.0265076209410205,0,99.7216699801193,11.3187541418158,8.13783962889331,80.5434062292909,0,0,0,100,0.47713717693837,0,0,0,0.0265076209410205,0,99.4963552021206,1.96156394963552,0.172299536116634,97.8661365142478
