"GeographyCode","QS801EW0001","QS801EW0002","QS801EW0003","QS801EW0004","QS801EW0005","QS801EW0006","QS801EW0007","QS801EW0008","QS801EW0009","QS801EW0010","QS801EW0011","QS801EW0012","QS801EW0013"
"E00033053",278,267,0,0,0,0,1,0,2,0,0,6,2
"E00033054",158,146,0,0,1,1,5,2,2,0,0,1,0
"E00033055",244,229,0,0,0,1,2,1,1,3,0,3,4
"E00033056",278,267,0,0,0,0,2,1,2,1,1,4,0
"E00033057",292,268,0,0,0,0,1,1,8,3,3,7,1
"E00033059",307,280,0,2,3,5,2,0,7,4,3,1,0
"E00033060",204,187,0,0,1,1,2,6,1,1,3,0,2
"E00033061",235,218,0,1,0,3,1,1,1,2,7,0,1
"E00033062",264,254,0,1,2,5,0,0,1,0,1,0,0
"E00033063",259,250,0,0,4,0,2,1,1,0,0,1,0
"E00033064",235,222,0,2,0,1,0,2,2,2,4,0,0
"E00033065",293,261,0,0,1,3,2,3,3,3,4,12,1
"E00033066",242,216,0,1,0,0,2,6,1,5,4,7,0
"E00033067",279,215,0,1,2,6,4,4,13,4,11,15,4
"E00033068",327,283,1,0,0,0,1,4,6,4,8,11,9
"E00033069",248,211,0,0,1,3,0,1,9,0,6,14,3
"E00033070",279,260,0,0,1,0,1,0,2,7,2,4,2
"E00033071",275,238,1,1,1,0,3,3,2,7,10,6,3
"E00033072",304,276,0,0,0,1,0,4,11,2,2,8,0
"E00033073",257,224,0,1,0,0,1,3,9,3,5,8,3
"E00033074",299,269,0,1,1,6,1,2,6,3,5,2,3
"E00033075",254,231,0,0,1,1,1,0,4,3,4,5,4
"E00033076",397,367,3,2,5,0,4,2,4,1,2,7,0
"E00033077",292,265,1,1,1,2,1,1,2,2,9,4,3
"E00033078",329,298,1,0,3,2,1,0,2,2,3,14,3
"E00033079",230,216,0,1,0,1,1,4,2,4,1,0,0
"E00033080",197,171,0,2,0,0,1,0,4,6,3,10,0
"E00033081",220,205,0,1,0,1,0,4,5,3,0,1,0
"E00033082",312,284,0,0,1,4,8,5,3,0,5,2,0
"E00033083",336,302,0,1,1,2,10,6,0,3,2,6,3
"E00033084",325,316,0,1,2,0,1,1,3,0,0,0,1
"E00033085",321,308,0,0,1,0,3,2,5,0,1,0,1
"E00033086",249,244,0,2,0,1,0,0,0,0,0,2,0
"E00033087",397,333,0,0,4,7,9,9,9,7,3,1,15
"E00033088",239,226,0,2,1,0,0,2,3,3,0,1,1
"E00033089",302,283,0,0,1,1,1,0,3,10,1,1,1
"E00033090",376,368,0,0,0,1,0,1,1,2,3,0,0
"E00033091",306,302,0,0,0,2,1,0,0,0,1,0,0
"E00033092",307,306,0,1,0,0,0,0,0,0,0,0,0
"E00033093",372,358,0,0,0,2,0,3,3,3,2,1,0
"E00033094",328,320,0,1,1,0,0,0,2,0,2,1,1
"E00033095",443,419,0,0,5,5,3,2,3,1,0,1,4
"E00033096",262,240,2,2,1,8,1,1,5,1,0,0,1
"E00033097",263,259,0,1,1,0,1,0,0,0,0,0,1
"E00033098",277,266,0,0,0,2,0,0,0,7,1,1,0
"E00033099",163,161,0,1,0,0,1,0,0,0,0,0,0
"E00033100",297,281,0,0,2,2,1,0,2,0,4,4,1
"E00033101",212,205,0,2,0,2,0,1,2,0,0,0,0
"E00033102",429,404,0,0,2,2,1,0,6,5,3,2,4
"E00033103",298,290,0,0,3,2,0,3,0,0,0,0,0
"E00033104",275,246,0,1,2,2,1,1,17,3,1,1,0
"E00033105",293,286,0,1,1,1,0,0,4,0,0,0,0
"E00033106",286,280,1,1,0,1,1,1,0,1,0,0,0
"E00033107",353,309,0,1,2,6,10,7,7,1,2,0,8
"E00033108",317,312,0,2,0,1,0,0,0,0,2,0,0
"E00033109",322,308,1,0,2,0,2,0,4,3,2,0,0
"E00033110",340,328,0,0,1,0,0,0,2,0,2,3,4
"E00033112",308,275,0,1,5,9,6,4,3,1,2,1,1
"E00033113",246,221,1,1,3,2,4,5,3,3,3,0,0
"E00033114",308,288,0,1,2,4,3,1,3,2,2,2,0
"E00033115",132,120,0,1,0,2,3,1,0,0,0,4,1
"E00033116",190,184,0,1,2,0,1,0,1,1,0,0,0
"E00033117",385,354,0,1,2,3,8,1,5,2,4,4,1
"E00033118",331,321,0,1,0,4,1,2,2,0,0,0,0
"E00033119",262,252,0,1,0,0,2,3,2,2,0,0,0
"E00033120",313,293,0,3,0,0,2,1,12,0,2,0,0
"E00033121",220,218,0,0,1,1,0,0,0,0,0,0,0
"E00033122",275,272,0,1,0,2,0,0,0,0,0,0,0
"E00033123",258,245,0,0,3,2,2,0,0,0,1,5,0
"E00033124",307,275,0,0,4,4,1,9,4,6,3,1,0
"E00033125",187,168,0,0,2,3,3,0,5,2,3,1,0
"E00033126",254,251,0,1,1,0,0,0,0,1,0,0,0
"E00033127",524,496,1,0,5,1,2,2,9,3,0,3,2
"E00033128",268,256,0,0,0,2,0,3,4,0,2,1,0
"E00033129",256,236,1,2,1,1,0,0,4,8,0,3,0
"E00033130",360,326,0,1,1,4,10,3,3,6,4,2,0
"E00033131",275,255,0,0,1,3,2,0,6,1,5,1,1
"E00033132",459,429,0,0,1,3,0,0,0,0,10,11,5
"E00033133",366,363,0,1,0,1,0,0,0,1,0,0,0
"E00033134",190,181,0,0,0,2,1,0,1,2,0,3,0
"E00033135",445,424,0,0,2,2,2,0,0,2,7,6,0
"E00033136",225,214,0,1,2,1,1,0,2,0,0,3,1
"E00033137",289,251,0,0,2,1,0,11,6,1,1,14,2
"E00033138",171,163,0,0,1,0,2,0,0,0,2,3,0
"E00033139",248,246,0,0,0,1,0,0,0,0,0,0,1
"E00033140",202,200,0,1,0,0,0,0,0,1,0,0,0
"E00033141",208,206,0,0,1,0,0,0,0,0,1,0,0
"E00033142",273,269,0,0,0,1,1,0,0,1,0,1,0
"E00033143",261,252,0,0,0,0,0,0,0,2,4,1,2
"E00033144",204,191,0,0,1,1,1,1,2,3,2,2,0
"E00033145",294,284,0,0,0,0,0,0,0,3,4,2,1
"E00033146",304,274,0,0,0,7,0,0,1,2,5,11,4
"E00033147",308,295,0,1,1,0,1,1,3,2,4,0,0
"E00033148",258,234,0,0,0,1,1,0,3,0,0,7,12
"E00033149",226,216,0,0,1,0,2,2,1,0,0,3,1
"E00033150",316,291,0,2,0,1,0,0,6,5,6,5,0
"E00033151",262,251,0,0,2,0,1,3,1,0,2,2,0
"E00033152",305,254,0,0,1,0,3,1,9,5,13,15,4
"E00033153",427,407,1,0,2,3,1,4,3,2,1,3,0
"E00033154",156,139,0,1,0,1,0,0,5,0,6,1,3
"E00033155",266,248,0,0,0,0,0,1,6,4,4,3,0
"E00033156",238,220,0,0,0,3,2,1,5,3,3,1,0
"E00033157",326,296,0,1,0,0,0,0,2,4,9,4,10
"E00033158",302,283,0,0,0,0,0,0,0,3,10,6,0
"E00033159",197,170,0,0,0,0,0,2,0,0,7,13,5
"E00033160",354,292,0,1,0,3,1,7,6,2,18,17,7
"E00033161",295,276,0,0,0,1,0,0,0,3,1,6,8
"E00033162",280,221,0,0,1,2,5,2,16,4,13,15,1
"E00033163",277,217,0,0,1,1,0,2,2,1,19,11,23
"E00033164",351,348,0,0,0,0,1,0,1,0,0,1,0
"E00033165",166,162,0,1,1,1,0,0,1,0,0,0,0
"E00033166",158,157,0,0,0,0,0,0,0,0,0,1,0
"E00033167",310,291,0,0,0,0,2,1,0,3,3,10,0
"E00033168",285,282,0,0,2,1,0,0,0,0,0,0,0
"E00033169",302,297,0,0,0,1,1,0,0,1,2,0,0
"E00033170",360,359,0,0,0,0,0,0,0,0,0,1,0
"E00033171",345,344,0,0,0,0,0,0,1,0,0,0,0
"E00033172",242,231,0,0,1,2,2,0,0,0,3,2,1
"E00033173",315,314,0,0,1,0,0,0,0,0,0,0,0
"E00033174",297,292,0,0,0,0,1,1,0,0,1,2,0
"E00033175",279,275,0,1,0,3,0,0,0,0,0,0,0
"E00033176",264,256,0,1,0,0,0,0,3,2,0,2,0
"E00033177",298,292,0,2,0,1,0,0,1,0,1,1,0
"E00033178",174,170,0,0,0,1,0,0,0,0,1,0,2
"E00033179",322,313,0,0,1,1,0,0,0,2,3,1,1
"E00033181",425,357,0,0,4,5,5,4,20,5,6,18,1
"E00033182",368,266,0,0,3,1,6,6,12,13,24,31,6
"E00033183",586,519,0,0,2,3,2,6,6,6,18,19,5
"E00033185",340,318,0,0,1,1,2,4,1,1,2,5,5
"E00033186",318,289,0,0,1,0,0,2,8,1,1,8,8
"E00033187",218,176,0,0,1,3,5,4,9,7,5,6,2
"E00033188",327,293,0,0,0,1,2,1,6,1,2,13,8
"E00033189",509,327,0,1,4,9,10,11,25,34,45,31,12
"E00033190",574,346,0,0,2,7,6,13,36,34,54,67,9
"E00033191",449,398,0,0,0,3,2,4,9,4,3,14,12
"E00033192",434,370,1,3,1,3,8,6,11,6,11,13,1
"E00033193",327,310,0,0,0,1,2,2,1,1,4,5,1
"E00033194",345,288,0,0,2,2,0,2,3,10,11,24,3
"E00033195",249,234,0,0,1,2,0,3,1,1,1,4,2
"E00033196",292,257,0,0,1,3,1,1,14,1,3,10,1
"E00033197",372,340,0,1,5,5,3,4,7,0,5,2,0
"E00033198",393,353,0,3,1,1,2,1,9,7,2,11,3
"E00033199",185,173,0,1,0,3,1,1,2,2,2,0,0
"E00033200",289,235,0,0,1,3,0,3,4,5,7,27,4
"E00033201",235,210,0,0,1,3,1,2,5,2,1,9,1
"E00033202",315,282,0,0,0,0,0,2,8,7,4,9,3
"E00033203",247,237,0,1,2,1,0,1,3,0,0,2,0
"E00033204",252,233,0,0,1,4,3,0,2,2,1,3,3
"E00033206",557,483,0,0,0,0,0,2,16,10,9,4,33
"E00033207",293,177,0,0,1,2,0,2,15,21,39,29,7
"E00033208",257,138,0,0,1,0,6,7,24,8,42,25,6
"E00033209",324,202,0,0,15,5,3,4,16,16,37,24,2
"E00033210",271,141,0,1,3,4,6,2,18,21,28,33,14
"E00033211",357,245,0,2,2,4,8,1,13,17,27,21,17
"E00033212",314,238,0,0,1,0,1,3,14,13,14,16,14
"E00033213",401,365,1,2,2,2,1,5,5,2,4,8,4
"E00033214",538,289,0,0,4,4,5,8,32,22,75,67,32
"E00033215",349,184,0,0,3,4,3,3,26,25,31,44,26
"E00033216",254,196,0,0,0,2,6,2,15,10,9,12,2
"E00033217",287,244,0,0,2,1,3,7,9,5,8,1,7
"E00033218",303,260,0,1,2,1,5,4,5,4,15,4,2
"E00033219",378,322,1,1,5,5,3,2,10,9,13,2,5
"E00033220",389,354,0,1,0,3,0,0,4,5,6,14,2
"E00033221",249,178,0,0,2,3,1,0,21,13,12,14,5
"E00033222",178,158,0,1,2,4,1,1,3,1,4,2,1
"E00033223",248,140,0,0,2,1,2,1,22,18,29,21,12
"E00033224",301,292,0,0,0,0,0,1,1,5,2,0,0
"E00033225",303,267,0,0,0,2,1,3,12,5,3,7,3
"E00033226",417,383,0,0,0,2,0,0,7,4,10,11,0
"E00033227",262,243,0,1,1,0,2,1,1,1,5,4,3
"E00033228",341,297,0,0,1,0,3,0,6,1,16,13,4
"E00033229",284,271,0,0,0,1,0,0,1,4,3,2,2
"E00033230",279,275,0,0,0,0,0,1,1,0,1,0,1
"E00033231",203,192,0,0,2,0,0,1,3,1,1,2,1
"E00033235",228,221,0,0,1,0,1,0,2,1,2,0,0
"E00033237",276,266,0,0,0,0,1,0,3,3,1,2,0
"E00033238",463,427,0,0,1,2,5,0,3,6,11,7,1
"E00033242",233,228,0,0,0,0,0,0,0,2,2,1,0
"E00033245",315,292,0,0,3,1,4,0,4,2,5,0,4
"E00033246",253,240,0,0,0,1,3,0,1,0,3,3,2
"E00033247",333,303,0,0,0,0,0,2,3,6,4,11,4
"E00033248",294,269,2,1,0,0,1,0,7,5,2,5,2
"E00033249",285,260,0,1,0,0,3,1,2,2,9,3,4
"E00033250",226,216,0,0,0,3,0,4,1,0,1,1,0
"E00033251",222,200,0,0,0,1,0,0,6,2,3,9,1
"E00033252",350,318,0,0,2,0,0,4,14,3,6,0,3
"E00033253",240,221,0,0,4,0,1,1,1,0,7,5,0
"E00033254",358,348,0,0,0,0,1,0,2,0,5,2,0
"E00033255",267,246,0,0,0,0,0,0,1,14,3,0,3
"E00033256",225,223,0,0,1,0,1,0,0,0,0,0,0
"E00033257",308,272,0,0,1,2,2,0,7,10,12,1,1
"E00033258",329,324,0,0,0,0,0,0,1,0,3,1,0
"E00033259",135,126,0,0,1,0,4,0,0,3,0,1,0
"E00033260",245,235,0,0,0,0,0,0,1,0,7,1,1
"E00033261",247,235,0,0,0,0,1,1,1,1,2,4,2
"E00033262",154,147,0,0,0,0,1,0,0,1,0,5,0
"E00033263",145,132,0,0,0,1,0,0,1,0,1,8,2
"E00033264",279,269,0,1,0,0,1,0,1,2,3,2,0
"E00033265",298,295,0,1,0,0,0,0,1,0,1,0,0
"E00033266",314,296,0,0,1,4,1,1,1,3,2,2,3
"E00033267",250,232,1,0,1,1,2,0,4,3,5,1,0
"E00033268",291,286,0,0,2,0,0,0,0,0,1,2,0
"E00033269",243,212,1,5,8,2,0,0,6,7,0,1,1
"E00033270",345,330,0,0,1,1,0,4,0,4,4,0,1
"E00033271",395,376,0,4,1,0,1,0,2,4,3,3,1
"E00033272",301,284,1,0,3,1,3,0,1,0,5,2,1
"E00033274",259,243,0,1,1,6,1,1,1,2,3,0,0
"E00033275",286,279,0,0,1,1,1,0,2,1,0,1,0
"E00033276",225,217,0,1,1,0,0,0,0,4,1,1,0
"E00033277",224,216,0,0,2,0,1,0,0,1,3,1,0
"E00033278",225,206,0,0,0,0,3,0,2,10,3,0,1
"E00033279",276,260,0,1,2,2,1,0,3,1,5,0,1
"E00033281",307,290,0,1,0,1,1,1,3,3,6,0,1
"E00033282",303,291,1,0,0,0,3,0,2,5,0,1,0
"E00033283",276,276,0,0,0,0,0,0,0,0,0,0,0
"E00033284",251,222,0,0,1,1,2,0,9,8,5,1,2
"E00033285",300,284,0,0,2,0,0,0,4,3,2,2,3
"E00033286",218,215,1,0,1,0,0,0,1,0,0,0,0
"E00033287",306,282,0,0,0,1,0,1,4,5,7,5,1
"E00033288",321,307,0,0,0,2,1,0,0,6,5,0,0
"E00033289",229,222,0,0,1,1,1,0,1,0,1,2,0
"E00033290",368,352,1,3,2,6,1,0,2,0,1,0,0
"E00033291",498,471,0,0,0,0,1,3,1,7,3,8,4
"E00033292",203,195,0,0,1,0,1,1,2,1,2,0,0
"E00033293",319,297,0,1,0,0,0,1,2,3,7,7,1
"E00033294",232,220,0,1,0,1,0,3,4,0,1,2,0
"E00033295",283,271,0,0,2,0,3,0,0,3,2,2,0
"E00033296",268,261,0,3,0,0,0,0,0,2,2,0,0
"E00033297",315,294,0,3,0,1,1,3,6,1,4,2,0
"E00033298",330,325,0,2,0,1,0,1,0,0,1,0,0
"E00033299",309,297,1,0,3,3,0,0,1,1,3,0,0
"E00033300",234,231,0,2,0,0,0,0,1,0,0,0,0
"E00033301",300,293,0,0,0,0,0,1,1,0,3,2,0
"E00033302",239,228,0,1,1,1,0,0,2,5,1,0,0
"E00033304",281,270,2,1,5,0,1,0,0,2,0,0,0
"E00033305",276,274,0,1,0,0,0,0,0,1,0,0,0
"E00033306",280,271,0,0,2,1,1,1,0,0,0,4,0
"E00033307",312,296,0,0,0,0,1,2,6,2,3,2,0
"E00033308",288,273,0,0,1,1,2,0,7,3,0,1,0
"E00033309",316,296,0,0,4,1,1,1,3,1,0,9,0
"E00033310",331,320,0,1,1,0,2,0,1,1,4,1,0
"E00033312",276,269,0,0,0,0,2,0,0,1,3,1,0
"E00033313",340,326,0,1,1,3,1,1,2,0,3,2,0
"E00033314",316,290,0,0,0,0,1,0,2,13,5,5,0
"E00033315",354,345,1,0,0,0,2,0,1,3,1,1,0
"E00033316",327,322,0,1,1,1,0,1,1,0,0,0,0
"E00033317",368,358,1,0,0,2,1,0,2,0,3,1,0
"E00033318",355,340,0,0,0,0,1,1,5,0,7,1,0
"E00033319",419,404,0,0,1,1,1,3,2,2,3,2,0
"E00033320",292,284,1,1,0,2,1,1,0,1,1,0,0
"E00033322",301,271,0,0,1,1,3,3,7,6,2,7,0
"E00033323",297,285,0,0,1,2,4,4,1,0,0,0,0
"E00033324",304,286,0,0,1,5,1,2,0,1,5,3,0
"E00033326",293,284,1,0,2,0,1,2,1,0,1,0,1
"E00033327",295,292,0,0,2,0,1,0,0,0,0,0,0
"E00033328",264,249,1,1,0,0,2,2,1,4,2,1,1
"E00033329",316,306,0,0,2,0,2,1,0,4,1,0,0
"E00033330",320,311,0,0,1,1,3,0,3,1,0,0,0
"E00033331",328,317,0,1,1,1,1,1,4,0,0,2,0
"E00033332",314,295,0,0,2,0,2,2,4,1,4,3,1
"E00033333",341,318,0,0,0,3,5,5,5,0,4,1,0
"E00033334",294,282,0,0,1,1,3,1,2,1,3,0,0
"E00033335",255,247,0,0,1,1,1,1,4,0,0,0,0
"E00033336",328,311,0,0,6,0,0,1,4,5,1,0,0
"E00033337",200,189,1,1,2,1,1,0,4,1,0,0,0
"E00033338",274,257,1,0,1,1,2,3,4,4,0,1,0
"E00033339",353,335,0,0,1,4,2,1,1,4,3,2,0
"E00033340",305,293,1,0,0,0,5,2,2,2,0,0,0
"E00033341",309,301,0,0,2,0,1,1,0,0,1,2,1
"E00033342",324,315,0,1,1,1,3,1,0,1,0,1,0
"E00033343",265,253,0,0,1,1,5,2,1,0,1,1,0
"E00033344",332,306,1,0,0,5,0,2,0,0,2,4,12
"E00033345",396,381,0,0,2,4,0,0,4,0,1,2,2
"E00033346",289,269,0,1,0,2,2,0,1,3,5,3,3
"E00033347",315,301,0,0,3,4,0,0,1,0,0,5,1
"E00033348",291,278,2,0,1,1,2,2,1,3,1,0,0
"E00033349",267,260,0,0,1,0,0,1,2,1,1,1,0
"E00033350",322,314,0,2,2,2,0,0,0,2,0,0,0
"E00033351",300,290,0,1,1,0,0,2,1,4,1,0,0
"E00033352",255,251,1,0,1,0,0,1,0,1,0,0,0
"E00033353",254,245,0,0,0,0,2,0,3,4,0,0,0
"E00033354",214,196,0,0,2,0,2,1,5,2,6,0,0
"E00033355",277,265,1,0,0,3,1,1,1,3,1,1,0
"E00033356",350,335,0,0,0,2,0,3,2,1,3,3,1
"E00033357",266,254,1,0,0,1,0,1,5,3,0,1,0
"E00033358",221,194,0,0,0,0,0,3,2,7,3,4,8
"E00033359",324,303,2,0,3,1,2,1,1,3,4,4,0
"E00033360",354,340,0,0,1,7,4,0,1,1,0,0,0
"E00033361",429,414,1,1,2,1,2,2,1,1,3,1,0
"E00033362",272,262,0,0,0,0,1,0,1,0,2,6,0
"E00033363",196,193,0,0,0,0,1,0,1,0,0,1,0
"E00033364",362,353,0,0,3,1,1,0,0,1,2,1,0
"E00033365",448,430,1,0,1,4,3,2,1,4,1,1,0
"E00033366",284,277,0,0,1,2,1,1,1,0,0,1,0
"E00033367",336,313,0,0,0,2,4,2,1,9,1,3,1
"E00033368",269,237,0,1,0,2,4,0,10,0,1,5,9
"E00033369",373,350,1,0,3,1,2,3,9,0,2,1,1
"E00033370",272,259,0,0,1,1,2,0,0,2,3,4,0
"E00033371",308,299,0,1,3,0,0,1,0,0,0,4,0
"E00033372",291,253,0,0,1,1,7,10,8,1,9,1,0
"E00033373",474,444,0,0,1,3,3,2,9,1,0,10,1
"E00033374",275,265,0,0,1,0,1,2,3,2,0,1,0
"E00033375",375,351,0,1,2,2,6,5,2,3,2,0,1
"E00033376",281,261,1,0,3,3,1,2,4,0,2,1,3
"E00033377",306,278,0,0,4,6,7,4,0,2,3,2,0
"E00033378",334,316,0,0,2,2,5,0,4,0,2,0,3
"E00033379",273,260,0,0,0,2,2,2,3,1,0,2,1
"E00033380",246,234,0,1,3,2,1,0,1,0,1,2,1
"E00033381",208,193,1,0,1,1,1,2,5,0,2,2,0
"E00033382",332,315,0,0,0,3,3,1,2,2,1,5,0
"E00033383",281,268,0,0,0,0,2,2,1,2,2,2,2
"E00033384",356,341,0,0,1,1,2,0,3,1,6,1,0
"E00033385",317,297,0,0,1,2,3,1,3,1,3,5,1
"E00033386",352,338,0,1,0,0,1,0,3,2,5,2,0
"E00033387",219,196,1,0,0,1,2,2,2,4,1,1,9
"E00033388",288,269,0,1,2,2,0,1,7,1,2,0,3
"E00033389",293,275,0,0,0,0,1,1,4,6,2,1,3
"E00033391",346,325,0,0,0,2,1,1,0,8,4,2,3
"E00033392",285,262,0,0,0,6,3,0,1,2,7,4,0
"E00033394",284,243,0,0,0,1,2,7,3,5,7,12,4
"E00033395",335,291,0,1,0,1,1,5,6,5,16,4,5
"E00033396",291,271,1,1,2,1,0,2,7,4,2,0,0
"E00033397",323,297,0,2,0,2,2,4,3,2,5,4,2
"E00033399",330,314,0,0,0,0,1,1,2,1,1,3,7
"E00033400",299,291,0,1,1,1,3,1,0,0,0,1,0
"E00033401",275,263,0,0,1,0,2,3,1,1,2,2,0
"E00033402",346,324,0,0,2,3,0,5,4,1,3,3,1
"E00033403",348,312,1,1,2,4,3,6,5,2,2,5,5
"E00033404",332,310,0,0,2,5,2,3,0,3,2,2,3
"E00033405",305,297,0,0,0,0,2,0,1,1,1,2,1
"E00033406",321,297,0,1,2,4,0,4,2,0,5,2,4
"E00033407",328,307,1,0,1,0,5,1,4,0,4,5,0
"E00033408",327,297,0,0,3,1,3,2,5,2,4,7,3
"E00033409",314,286,2,1,2,3,3,2,1,0,8,3,3
"E00033410",289,267,0,0,1,0,3,4,5,2,5,2,0
"E00033411",330,313,2,0,0,5,5,1,3,0,1,0,0
"E00033412",347,298,0,0,3,4,0,4,4,0,10,14,10
"E00033413",242,210,0,0,0,4,3,3,6,1,1,12,2
"E00033414",330,297,0,0,0,1,1,1,6,4,2,4,14
"E00033415",274,257,1,1,1,1,3,5,4,0,1,0,0
"E00033416",359,311,0,2,0,1,3,3,18,2,6,9,4
"E00033417",339,306,0,1,3,3,1,3,5,2,9,5,1
"E00033418",429,406,0,0,5,3,6,1,4,3,0,1,0
"E00033419",332,308,1,0,2,5,4,2,5,2,0,3,0
"E00033420",388,362,2,0,1,3,1,6,4,1,4,3,1
"E00033421",309,276,0,0,2,0,1,3,4,2,7,12,2
"E00033422",467,409,1,1,4,11,7,5,3,12,12,2,0
"E00033423",315,287,0,0,0,3,3,2,5,3,5,5,2
"E00033424",304,288,0,1,1,2,0,2,3,1,1,2,3
"E00033425",245,234,1,1,1,0,2,2,0,0,2,1,1
"E00033426",302,254,0,0,4,3,12,4,7,6,6,3,3
"E00033427",240,230,0,2,1,3,0,3,0,0,0,1,0
"E00033428",309,285,0,0,0,1,1,1,13,4,0,4,0
"E00033432",321,316,0,0,1,1,0,0,1,0,2,0,0
"E00033435",289,276,0,2,1,0,2,1,3,0,1,2,1
"E00033436",275,271,0,0,0,0,0,0,0,1,2,1,0
"E00033437",266,264,0,0,1,0,0,0,1,0,0,0,0
"E00033438",307,306,0,0,0,1,0,0,0,0,0,0,0
"E00033439",358,347,0,0,0,1,1,1,3,2,2,1,0
"E00033440",348,332,0,0,0,1,0,0,3,5,4,1,2
"E00033441",301,295,0,0,0,0,0,0,0,1,0,3,2
"E00033442",336,336,0,0,0,0,0,0,0,0,0,0,0
"E00033443",158,154,0,0,1,0,0,0,0,2,0,1,0
"E00033444",254,250,0,0,0,0,2,0,0,0,0,1,1
"E00033445",257,254,0,0,0,1,0,0,0,1,0,1,0
"E00033446",277,271,0,0,0,0,0,0,1,0,0,5,0
"E00033447",159,157,0,0,1,0,0,0,0,1,0,0,0
"E00033448",308,294,0,0,0,0,0,1,5,1,4,3,0
"E00033449",297,294,0,0,1,0,0,0,0,0,0,1,1
"E00033450",301,292,0,0,2,1,0,1,4,0,0,1,0
"E00033451",231,227,0,0,0,1,0,0,3,0,0,0,0
"E00033452",229,218,0,1,2,0,0,0,1,2,2,2,1
"E00033453",148,137,0,0,0,0,2,0,0,1,4,4,0
"E00033454",489,474,0,1,1,0,0,0,5,0,7,1,0
