"GeographyCode","QS409EW0001","QS409EW0002","QS409EW0003","QS409EW0004","QS409EW0005"
"E00033253",132,95,36,1,0
"E00033254",152,94,54,4,0
"E00033255",126,95,28,3,0
"E00033256",100,70,28,1,1
"E00033257",180,138,40,1,1
"E00033258",157,115,41,1,0
"E00033259",80,70,10,0,0
"E00033260",129,100,28,1,0
"E00033261",110,74,35,0,1
"E00033262",96,86,10,0,0
"E00033263",89,69,20,0,0
"E00033264",147,110,34,3,0
"E00033265",126,87,39,0,0
"E00033266",147,102,45,0,0
"E00033267",141,113,28,0,0
"E00033268",121,91,30,0,0
"E00033269",92,77,14,1,0
"E00033270",128,83,43,1,1
"E00033271",126,93,32,1,0
"E00033272",120,92,28,0,0
"E00033274",122,90,32,0,0
"E00033275",142,109,32,0,1
"E00033276",127,101,26,0,0
"E00033277",99,66,30,3,0
"E00033278",107,86,21,0,0
"E00033279",139,108,30,1,0
"E00033281",136,97,37,2,0
"E00033282",125,90,32,3,0
"E00033283",118,88,30,0,0
"E00033284",182,161,19,1,1
"E00033285",135,98,36,1,0
"E00033286",128,106,20,2,0
"E00033287",115,71,41,2,1
"E00033288",121,74,45,2,0
"E00033289",105,80,24,1,0
"E00033290",88,60,28,0,0
"E00033291",185,118,66,1,0
"E00033292",106,81,25,0,0
"E00033293",145,98,46,1,0
"E00033294",130,100,28,0,2
"E00033295",108,75,32,1,0
"E00033296",111,86,25,0,0
"E00033297",143,101,37,4,1
"E00033298",129,92,35,2,0
"E00033299",117,85,31,1,0
"E00033300",112,77,35,0,0
"E00033301",120,70,49,1,0
"E00033302",105,70,34,1,0
"E00033304",102,70,32,0,0
"E00033305",121,91,27,2,1
"E00033306",122,85,33,2,2
"E00033307",124,71,51,2,0
"E00033308",122,76,46,0,0
"E00033309",135,91,43,1,0
"E00033310",127,70,55,2,0
"E00033312",133,111,21,1,0
"E00033313",137,89,46,2,0
"E00033314",130,92,35,3,0
"E00033315",130,82,45,3,0
"E00033316",144,103,41,0,0
"E00033317",152,112,40,0,0
"E00033318",153,109,41,3,0
"E00033319",164,124,39,1,0
"E00033320",130,102,28,0,0
"E00033322",118,91,26,1,0
"E00033323",107,91,16,0,0
"E00033324",113,86,27,0,0
"E00033326",106,84,22,0,0
"E00033327",124,91,33,0,0
"E00033328",119,88,28,2,1
"E00033329",131,104,27,0,0
"E00033330",130,96,34,0,0
"E00033331",134,100,34,0,0
"E00033332",108,79,28,0,1
"E00033333",121,88,28,5,0
"E00033334",108,75,31,2,0
"E00033335",108,85,23,0,0
"E00033336",121,90,30,1,0
"E00033337",85,66,19,0,0
"E00033338",90,74,16,0,0
"E00033339",132,100,32,0,0
"E00033340",103,74,27,1,1
"E00033341",115,85,29,1,0
"E00033342",126,103,23,0,0
"E00033343",96,81,14,1,0
"E00033344",139,104,35,0,0
"E00033345",129,84,45,0,0
"E00033346",124,90,34,0,0
"E00033347",121,88,33,0,0
"E00033348",112,92,19,1,0
"E00033349",154,132,21,1,0
"E00033350",122,88,33,1,0
"E00033351",124,88,32,4,0
"E00033352",108,79,29,0,0
"E00033353",103,82,21,0,0
"E00033354",150,132,16,0,2
"E00033355",113,85,27,1,0
"E00033356",137,105,32,0,0
"E00033357",125,93,31,1,0
"E00033358",95,67,27,1,0
"E00033359",161,128,32,1,0
"E00033360",155,116,39,0,0
"E00033361",174,125,49,0,0
"E00033362",106,71,35,0,0
"E00033363",87,66,21,0,0
"E00033364",134,103,30,0,1
"E00033365",172,134,38,0,0
"E00033366",108,81,27,0,0
"E00033367",137,89,47,0,1
"E00033368",124,99,24,1,0
"E00033369",137,107,30,0,0
"E00033370",141,113,28,0,0
"E00033371",124,99,25,0,0
"E00033372",112,76,35,1,0
"E00033373",181,122,58,1,0
"E00033374",140,121,19,0,0
"E00033375",140,124,16,0,0
"E00033376",135,124,11,0,0
"E00033377",133,108,25,0,0
"E00033378",137,108,29,0,0
"E00033379",130,107,23,0,0
"E00033380",106,80,26,0,0
"E00033381",130,119,11,0,0
"E00033382",123,89,33,1,0
"E00033383",133,107,26,0,0
"E00033384",146,114,31,1,0
"E00033385",156,120,36,0,0
"E00033386",140,97,42,1,0
"E00033387",122,100,20,2,0
"E00033388",162,129,32,1,0
"E00033389",118,87,30,1,0
"E00033391",164,120,44,0,0
"E00033392",149,106,43,0,0
"E00033394",139,104,33,1,1
"E00033395",156,131,23,2,0
"E00033396",126,107,18,1,0
"E00033397",125,87,38,0,0
"E00033399",128,89,38,1,0
"E00033400",118,86,32,0,0
"E00033401",102,69,33,0,0
"E00033402",134,99,34,1,0
"E00033403",144,116,28,0,0
"E00033404",162,120,42,0,0
"E00033405",129,101,28,0,0
"E00033406",126,101,24,0,1
"E00033407",138,106,32,0,0
"E00033408",123,90,33,0,0
"E00033409",166,145,20,1,0
"E00033410",121,91,30,0,0
"E00033411",119,100,18,1,0
"E00033412",146,110,36,0,0
"E00033413",111,84,24,2,1
"E00033414",135,104,30,1,0
"E00033415",94,78,16,0,0
"E00033416",144,105,39,0,0
"E00033417",144,119,23,1,1
"E00033418",144,114,28,2,0
"E00033419",119,103,16,0,0
"E00033420",155,123,32,0,0
"E00033421",128,97,29,2,0
"E00033422",172,145,27,0,0
"E00033423",126,98,28,0,0
"E00033424",134,107,27,0,0
"E00033425",124,110,13,1,0
"E00033426",121,90,30,0,1
"E00033427",105,88,15,2,0
"E00033428",124,78,44,1,1
"E00033432",135,98,36,1,0
"E00033435",125,96,28,1,0
"E00033436",128,95,32,1,0
"E00033437",114,84,28,2,0
"E00033438",127,84,43,0,0
"E00033439",173,134,38,1,0
"E00033440",139,89,46,3,1
"E00033441",141,105,30,6,0
"E00033442",134,91,41,2,0
"E00033443",72,57,14,1,0
"E00033444",115,92,23,0,0
"E00033445",98,66,32,0,0
"E00033446",121,93,27,1,0
"E00033447",94,76,17,0,1
"E00033448",124,87,34,2,1
"E00033449",143,111,31,1,0
"E00033450",121,81,38,1,1
"E00033451",109,82,27,0,0
"E00033452",110,80,29,1,0
"E00033453",78,59,18,0,1
"E00033454",219,172,45,2,0
"E00033455",122,99,22,0,1
"E00033456",133,86,45,2,0
"E00033457",95,62,32,1,0
"E00033458",87,48,36,3,0
"E00033459",143,109,34,0,0
"E00033460",79,42,37,0,0
"E00033462",94,62,29,2,1
"E00033463",103,80,23,0,0
"E00033464",116,84,28,4,0
"E00033466",122,83,39,0,0
"E00033468",119,82,36,1,0
"E00033470",130,86,42,2,0
"E00033471",107,70,36,1,0
"E00033472",105,71,34,0,0
"E00033473",116,79,37,0,0
"E00033474",145,127,17,1,0
"E00033475",157,118,35,2,2
"E00033476",115,84,30,0,1
"E00033477",74,53,21,0,0
"E00033478",115,81,33,1,0
"E00033479",167,114,52,1,0
"E00033480",108,83,24,1,0
"E00033481",172,115,55,2,0
"E00033482",117,84,33,0,0
"E00033483",166,132,34,0,0
"E00033484",121,95,25,1,0
"E00033485",137,97,40,0,0
"E00033486",165,118,47,0,0
"E00033487",157,137,19,1,0
"E00033488",149,125,22,2,0
"E00033489",122,78,43,0,1
"E00033490",108,74,32,2,0
"E00033491",142,115,26,1,0
"E00033492",195,157,37,0,1
"E00033493",142,110,32,0,0
"E00033494",103,67,33,1,2
"E00033495",161,122,39,0,0
"E00033496",152,116,34,1,1
"E00033497",98,73,23,2,0
"E00033498",91,79,12,0,0
"E00033501",98,90,8,0,0
"E00033502",104,81,23,0,0
"E00033503",100,72,28,0,0
"E00033504",129,76,51,2,0
"E00033505",93,73,19,1,0
"E00033506",124,80,42,1,1
"E00033507",136,117,18,1,0
"E00033508",132,114,18,0,0
"E00033509",113,75,37,1,0
"E00033510",137,109,28,0,0
"E00033511",122,94,28,0,0
"E00033512",78,54,21,3,0
"E00033513",130,92,34,4,0
"E00033514",114,87,25,2,0
"E00033515",125,87,38,0,0
"E00033516",110,79,31,0,0
"E00033517",126,90,34,2,0
"E00033518",121,90,30,1,0
"E00033519",139,84,51,4,0
"E00033520",102,80,18,3,1
"E00033521",142,109,32,1,0
"E00033522",151,112,39,0,0
"E00033523",144,102,39,3,0
"E00033524",217,171,42,3,1
"E00033525",131,84,46,0,1
"E00033526",128,102,24,1,1
"E00033527",153,110,39,2,2
"E00033528",126,100,26,0,0
"E00033530",145,106,39,0,0
"E00033531",134,115,18,1,0
"E00033532",166,137,28,0,1
"E00033533",96,72,23,1,0
"E00033534",124,107,14,2,1
"E00033535",133,109,24,0,0
"E00033536",127,92,34,1,0
"E00033537",132,109,23,0,0
"E00033538",147,115,32,0,0
"E00033539",130,98,31,1,0
"E00033540",135,102,32,1,0
"E00033541",129,91,35,3,0
"E00033542",124,99,25,0,0
"E00033543",120,97,22,1,0
"E00033544",104,81,23,0,0
"E00033545",121,101,19,1,0
"E00033546",148,109,38,1,0
"E00033547",126,93,32,1,0
"E00033548",113,91,21,1,0
"E00033549",151,120,29,0,2
"E00033550",124,101,22,1,0
"E00033551",102,81,21,0,0
"E00033552",124,85,37,1,1
"E00033553",161,126,34,1,0
"E00033554",115,78,35,2,0
"E00033555",136,118,18,0,0
"E00033556",114,78,36,0,0
"E00033557",124,95,29,0,0
"E00033558",114,89,25,0,0
"E00033559",110,84,26,0,0
"E00033560",113,89,23,1,0
"E00033561",106,79,24,3,0
"E00033562",117,88,29,0,0
"E00033563",131,98,32,1,0
"E00033564",144,112,30,2,0
"E00033565",117,91,26,0,0
"E00033566",148,114,34,0,0
"E00033567",127,81,45,1,0
"E00033568",144,106,34,4,0
"E00033569",102,69,32,1,0
"E00033570",173,127,45,1,0
"E00033571",121,97,24,0,0
"E00033572",117,95,21,1,0
"E00033573",95,77,16,2,0
"E00033574",118,75,43,0,0
"E00033575",111,92,19,0,0
"E00033576",109,79,30,0,0
"E00033577",120,82,37,1,0
"E00033579",123,69,50,4,0
"E00033580",152,112,36,3,1
"E00033581",221,146,70,4,1
"E00033582",159,118,39,1,1
"E00033583",110,85,24,0,1
"E00033584",107,81,26,0,0
"E00033585",135,102,33,0,0
"E00033586",143,117,25,1,0
"E00033587",153,119,32,2,0
"E00033589",136,94,38,4,0
"E00033590",79,55,23,1,0
"E00033591",94,68,25,1,0
"E00033592",118,65,52,1,0
"E00033593",100,79,19,2,0
"E00033594",143,81,58,4,0
"E00033595",157,116,38,2,1
"E00033596",143,104,38,1,0
"E00033597",105,80,24,0,1
"E00033598",124,97,27,0,0
"E00033599",125,101,22,1,1
"E00033600",139,116,22,0,1
"E00033601",140,99,41,0,0
"E00033602",131,106,24,0,1
"E00033603",136,100,30,5,1
"E00033604",138,115,20,3,0
"E00033605",125,93,31,1,0
"E00033606",114,83,28,2,1
"E00033607",118,94,23,1,0
"E00033608",144,103,40,1,0
"E00033611",122,95,26,1,0
"E00033613",125,95,28,1,1
"E00033614",139,107,32,0,0
"E00033616",141,113,28,0,0
"E00033618",159,115,43,1,0
"E00033620",118,81,35,2,0
"E00033621",103,53,46,4,0
"E00033623",181,111,68,2,0
"E00033624",125,84,40,1,0
"E00033625",123,86,34,3,0
"E00033626",172,104,67,1,0
"E00033627",142,86,55,0,1
"E00033628",139,96,43,0,0
"E00033629",179,121,57,1,0
"E00033630",128,111,15,2,0
"E00033631",129,98,29,0,2
"E00033632",149,92,55,2,0
"E00033633",101,78,23,0,0
"E00033634",158,107,48,2,1
"E00033635",132,104,28,0,0
"E00033636",167,103,59,5,0
"E00033637",196,114,78,3,1
"E00033639",129,83,44,2,0
"E00033640",128,72,55,1,0
"E00033641",127,105,21,1,0
"E00033642",145,113,32,0,0
"E00033643",109,80,29,0,0
"E00033644",95,61,32,2,0
"E00033645",109,79,27,3,0
"E00033646",41,23,15,2,1
"E00033647",99,62,35,2,0
"E00033648",127,90,35,1,1
"E00033649",115,72,40,3,0
"E00033650",134,91,43,0,0
"E00033651",58,33,25,0,0
"E00033652",132,95,32,5,0
"E00033653",105,65,39,1,0
"E00033654",79,53,23,2,1
"E00033655",186,108,72,6,0
"E00033656",83,48,32,3,0
"E00033657",84,51,33,0,0
"E00033658",129,79,47,3,0
"E00033659",157,102,53,2,0
"E00033660",132,94,36,2,0
"E00033662",155,101,52,2,0
"E00033663",122,102,19,1,0
"E00033664",138,109,29,0,0
"E00033665",167,112,53,2,0
"E00033666",130,95,35,0,0
"E00033667",142,118,23,1,0
"E00033668",114,77,36,1,0
"E00033669",125,86,36,3,0
"E00033670",177,149,23,3,2
"E00033672",159,100,58,1,0
"E00033673",124,91,32,1,0
"E00033677",120,90,29,1,0
"E00033678",194,150,43,1,0
"E00033684",212,154,55,2,1
"E00033685",130,80,50,0,0
"E00033686",129,97,30,1,1
"E00033687",162,99,59,4,0
"E00033688",118,77,39,2,0
"E00033689",145,95,49,1,0
"E00033690",169,117,49,3,0
"E00033691",107,78,28,1,0
"E00033692",201,187,14,0,0
"E00033694",114,82,32,0,0
"E00033695",137,94,40,2,1
"E00033696",205,156,47,2,0
"E00033697",145,106,36,2,1
"E00033698",165,101,61,3,0
"E00033699",143,110,33,0,0
"E00033700",97,72,25,0,0
"E00033701",136,99,36,1,0
"E00033702",103,91,12,0,0
"E00033703",167,141,26,0,0
"E00033704",125,78,46,1,0
"E00033705",133,96,37,0,0
"E00033706",116,87,27,1,1
"E00033707",119,89,29,1,0
"E00033708",117,98,18,1,0
"E00033709",76,45,30,1,0
"E00033710",137,94,42,1,0
"E00033711",70,56,14,0,0
"E00033712",124,87,37,0,0
"E00033713",127,98,29,0,0
"E00033715",162,108,51,1,2
"E00033716",121,100,19,2,0
"E00033717",103,63,39,1,0
"E00033718",132,91,41,0,0
"E00033719",127,80,47,0,0
"E00033720",135,111,23,1,0
"E00033721",113,76,37,0,0
"E00033722",94,74,19,1,0
"E00033723",135,90,44,1,0
"E00033724",134,94,39,1,0
"E00033725",145,103,41,1,0
"E00033726",103,80,23,0,0
"E00033727",138,101,34,3,0
"E00033728",141,101,39,0,1
"E00033729",99,76,22,1,0
"E00033730",127,89,37,1,0
"E00033731",87,67,19,1,0
"E00033732",125,88,36,1,0
"E00033733",102,78,24,0,0
"E00033734",111,85,22,4,0
"E00033735",94,83,11,0,0
"E00033736",126,98,26,2,0
"E00033737",145,103,41,1,0
"E00033738",97,71,24,1,1
"E00033739",105,69,35,0,1
"E00033740",140,102,37,1,0
"E00033741",134,100,34,0,0
"E00033742",130,91,37,1,1
"E00033743",108,70,36,2,0
"E00033744",146,87,55,4,0
"E00033745",119,104,15,0,0
"E00033746",124,88,35,1,0
"E00033747",146,83,57,6,0
"E00033748",119,82,36,0,1
"E00033749",118,84,33,1,0
"E00033750",137,96,40,1,0
"E00033752",189,126,61,1,1
"E00033753",108,80,26,2,0
"E00033754",126,89,36,1,0
"E00033755",118,97,21,0,0
"E00033756",133,92,41,0,0
"E00033758",112,82,30,0,0
"E00033759",99,71,26,1,1
"E00033762",122,99,23,0,0
"E00033763",125,79,46,0,0
"E00033764",133,90,43,0,0
"E00033765",131,101,30,0,0
"E00033766",123,81,42,0,0
"E00033767",117,86,29,2,0
"E00033768",116,86,29,1,0
"E00033769",130,111,18,1,0
"E00033770",127,95,32,0,0
"E00033771",132,90,42,0,0
"E00033773",114,83,30,1,0
"E00033774",130,92,37,1,0
"E00033775",185,123,60,2,0
"E00033776",146,110,34,2,0
"E00033777",109,79,30,0,0
"E00033778",128,74,52,2,0
"E00033779",132,100,28,4,0
"E00033780",104,76,28,0,0
"E00033781",170,136,32,1,1
"E00033782",131,96,33,1,1
"E00033783",120,83,36,1,0
"E00033784",189,118,66,5,0
"E00033785",128,95,33,0,0
"E00033786",140,101,37,2,0
"E00033787",130,91,38,1,0
"E00033788",107,64,43,0,0
"E00033789",105,68,36,1,0
"E00033790",109,75,34,0,0
"E00033791",150,96,49,5,0
"E00033792",80,55,25,0,0
"E00033793",134,80,52,2,0
"E00033794",117,70,45,2,0
"E00033795",119,79,35,5,0
"E00033796",89,63,23,2,1
"E00033797",106,75,30,1,0
"E00033798",136,104,31,1,0
"E00033799",117,78,36,2,1
"E00033800",84,58,25,0,1
"E00033801",128,94,33,1,0
"E00033802",76,51,22,2,1
"E00033803",120,89,30,1,0
"E00033804",120,85,32,3,0
"E00033805",97,81,15,1,0
"E00033806",122,98,23,0,1
"E00033807",227,165,56,3,3
"E00033808",92,58,25,8,1
"E00033810",145,109,32,4,0
"E00033811",218,118,78,16,6
"E00033812",177,115,55,4,3
"E00033813",207,130,61,11,5
"E00033814",165,116,46,3,0
"E00033815",168,136,24,5,3
"E00033816",130,87,38,4,1
"E00033818",141,91,37,8,5
"E00033819",142,108,31,3,0
"E00033820",141,103,33,2,3
"E00033821",113,91,17,0,5
"E00033822",159,93,57,7,2
"E00033823",58,39,8,6,5
"E00033824",165,88,64,10,3
"E00033825",135,97,34,3,1
"E00033826",176,134,41,1,0
"E00033827",152,120,28,1,3
"E00033828",155,98,50,3,4
"E00033829",142,109,31,2,0
"E00033832",144,124,20,0,0
"E00033833",192,153,38,1,0
"E00033836",91,76,15,0,0
"E00033837",127,84,39,4,0
"E00033838",105,63,40,2,0
"E00033839",242,171,71,0,0
"E00033840",213,159,53,1,0
"E00033841",145,107,31,5,2
"E00033842",194,119,62,6,7
"E00033843",142,82,49,8,3
"E00033844",134,83,36,11,4
"E00033845",142,107,34,0,1
"E00033846",207,131,68,6,2
"E00033847",127,86,39,2,0
"E00033848",147,107,39,1,0
"E00033849",132,102,30,0,0
"E00033850",162,138,24,0,0
"E00033851",119,84,35,0,0
"E00033852",106,81,25,0,0
"E00033853",125,107,18,0,0
"E00033854",134,98,35,1,0
"E00033855",110,97,13,0,0
"E00033856",180,160,18,2,0
"E00033857",116,93,23,0,0
"E00033859",117,104,13,0,0
"E00033861",171,151,20,0,0
"E00033862",141,117,23,0,1
"E00033863",121,90,31,0,0
"E00033864",110,89,21,0,0
"E00033865",137,98,36,2,1
"E00033866",122,94,28,0,0
"E00033867",118,96,20,2,0
"E00033868",119,78,41,0,0
"E00033869",122,102,20,0,0
"E00033870",172,145,25,1,1
"E00033871",115,87,27,1,0
"E00033872",125,93,32,0,0
"E00033873",138,108,27,3,0
"E00033874",131,102,29,0,0
"E00033875",119,88,31,0,0
"E00033876",117,92,22,2,1
"E00033877",130,95,34,1,0
"E00033878",127,104,23,0,0
"E00033879",116,93,23,0,0
"E00033880",187,135,50,2,0
"E00033881",125,91,34,0,0
"E00033882",104,78,26,0,0
"E00033883",129,101,28,0,0
"E00033884",130,104,26,0,0
"E00033885",213,180,33,0,0
"E00033886",112,89,23,0,0
"E00033887",137,90,47,0,0
"E00033888",130,99,29,2,0
"E00033889",123,107,16,0,0
"E00033890",121,101,20,0,0
"E00033891",131,118,13,0,0
"E00033892",63,51,12,0,0
"E00033893",118,99,19,0,0
"E00033894",126,89,37,0,0
"E00033895",108,93,14,1,0
"E00033896",123,106,16,1,0
"E00033897",123,109,14,0,0
"E00033898",149,102,43,3,1
"E00033899",129,90,36,3,0
"E00033900",112,68,42,2,0
"E00033901",184,146,34,1,3
"E00033902",118,70,40,7,1
"E00033903",112,75,32,4,1
"E00033904",144,100,43,1,0
"E00033905",119,102,15,2,0
"E00033906",126,105,19,1,1
"E00033907",161,111,45,4,1
"E00033908",175,133,39,2,1
"E00033909",114,69,44,1,0
"E00033910",158,113,39,5,1
"E00033911",148,100,46,1,1
"E00033913",111,75,35,1,0
"E00033914",143,104,33,5,1
"E00033915",102,80,20,2,0
"E00033917",136,87,48,0,1
"E00033918",161,128,33,0,0
"E00033919",128,84,43,1,0
"E00033920",150,123,23,4,0
"E00033921",163,124,32,4,3
"E00033922",136,96,39,1,0
"E00033923",138,108,29,1,0
"E00033924",179,116,62,1,0
"E00033925",167,140,22,1,4
"E00033926",138,96,37,2,3
"E00033927",147,90,52,1,4
"E00033928",114,73,40,0,1
"E00033930",126,94,29,0,3
"E00033931",139,98,34,4,3
"E00033932",119,73,42,4,0
"E00033933",97,63,29,2,3
"E00033934",162,116,42,2,2
"E00033935",190,147,38,3,2
"E00033936",127,93,27,5,2
"E00033937",95,64,28,2,1
