"GeographyCode","QS102EW0001","QS102EW0002","QS102EW0003"
"E00033134",190,1.09,174.3119266
"E00033135",445,2.61,170.4980843
"E00033136",225,2.61,86.20689655
"E00033137",289,2.5,115.6
"E00033138",171,0.99,172.7272727
"E00033139",248,5.75,43.13043478
"E00033140",202,1.17,172.6495726
"E00033141",208,1.21,171.9008264
"E00033142",273,1.41,193.6170213
"E00033143",261,2,130.5
"E00033144",204,1.12,182.1428571
"E00033145",294,1.83,160.6557377
"E00033146",304,3.39,89.67551622
"E00033147",308,1.67,184.4311377
"E00033148",258,1.5,172
"E00033149",226,2.66,84.96240602
"E00033150",316,3.54,89.26553672
"E00033151",262,3.34,78.44311377
"E00033152",305,3.26,93.55828221
"E00033153",427,5.17,82.59187621
"E00033154",156,1.14,136.8421053
"E00033155",266,1.67,159.2814371
"E00033156",238,1.57,151.5923567
"E00033157",326,2.84,114.7887324
"E00033158",302,1.61,187.5776398
"E00033159",197,2.79,70.609319
"E00033160",354,1.96,180.6122449
"E00033161",295,6.44,45.80745342
"E00033162",280,2.56,109.375
"E00033163",277,1.97,140.6091371
"E00033164",351,37.33,9.402625234
"E00033165",166,1.71,97.07602339
"E00033166",158,2.67,59.17602996
"E00033167",310,17.83,17.38642737
"E00033168",285,3.19,89.34169279
"E00033169",302,3.89,77.63496144
"E00033170",360,2.9,124.137931
"E00033171",345,3.94,87.56345178
"E00033172",242,34.42,7.030796049
"E00033173",315,3.86,81.60621762
"E00033174",297,4.39,67.65375854
"E00033175",279,2.57,108.5603113
"E00033176",264,2.24,117.8571429
"E00033177",298,2.35,126.8085106
"E00033178",174,12.78,13.61502347
"E00033179",322,2.31,139.3939394
"E00033181",425,2.87,148.0836237
"E00033182",368,10.14,36.29191321
"E00033183",586,3.42,171.3450292
"E00033185",340,2.04,166.6666667
"E00033186",318,2.01,158.2089552
"E00033187",218,2.78,78.41726619
"E00033188",327,1.52,215.1315789
"E00033189",509,3.56,142.9775281
"E00033190",574,2.88,199.3055556
"E00033191",449,2.17,206.9124424
"E00033192",434,1.89,229.6296296
"E00033193",327,6.61,49.47049924
"E00033194",345,2.35,146.8085106
"E00033195",249,1.23,202.4390244
"E00033196",292,2.74,106.5693431
"E00033197",372,9.96,37.34939759
"E00033198",393,3.65,107.6712329
"E00033199",185,4.01,46.13466334
"E00033200",289,6.07,47.61120264
"E00033201",235,1.13,207.9646018
"E00033202",315,2.6,121.1538462
"E00033203",247,1.99,124.120603
"E00033204",252,1.55,162.5806452
"E00033206",557,33.59,16.58231617
"E00033207",293,1.52,192.7631579
"E00033208",257,1.02,251.9607843
"E00033209",324,4.07,79.60687961
"E00033210",271,11.18,24.23971377
"E00033211",357,1.98,180.3030303
"E00033212",314,2.06,152.4271845
"E00033213",401,3.08,130.1948052
"E00033214",538,3.8,141.5789474
"E00033215",349,3.62,96.40883978
"E00033216",254,3.31,76.73716012
"E00033217",287,2.93,97.95221843
"E00033218",303,3.24,93.51851852
"E00033219",378,5.46,69.23076923
"E00033220",389,2.73,142.4908425
"E00033221",249,1.94,128.3505155
"E00033222",178,2.47,72.06477733
"E00033223",248,2.16,114.8148148
"E00033224",301,3.5,86
"E00033225",303,3.31,91.5407855
"E00033226",417,3.87,107.751938
"E00033227",262,2.56,102.34375
"E00033228",341,6.05,56.36363636
"E00033229",284,3.39,83.77581121
"E00033230",279,3.77,74.00530504
"E00033231",203,1.49,136.2416107
"E00033235",228,2.1,108.5714286
"E00033237",276,4.38,63.01369863
"E00033238",463,7.85,58.98089172
"E00033242",233,4.44,52.47747748
"E00033245",315,8.77,35.91790194
"E00033246",253,2.29,110.4803493
"E00033247",333,2.62,127.0992366
"E00033248",294,6.78,43.36283186
"E00033249",285,1.62,175.9259259
"E00033250",226,2.89,78.20069204
"E00033251",222,1.75,126.8571429
"E00033252",350,6.94,50.43227666
"E00033253",240,2.5,96
"E00033254",358,5.2,68.84615385
"E00033255",267,6.8,39.26470588
"E00033256",225,5.81,38.72633391
"E00033257",308,5.38,57.24907063
"E00033258",329,8.72,37.7293578
"E00033259",135,0.83,162.6506024
"E00033260",245,2.18,112.3853211
"E00033261",247,1.97,125.3807107
"E00033262",154,0.95,162.1052632
"E00033263",145,1.08,134.2592593
"E00033264",279,6.59,42.33687405
"E00033265",298,8.84,33.71040724
"E00033266",314,7.47,42.03480589
"E00033267",250,1.24,201.6129032
"E00033268",291,5.34,54.49438202
"E00033269",243,3.62,67.12707182
"E00033270",345,5.71,60.42031524
"E00033271",395,14.97,26.38610554
"E00033272",301,4.04,74.5049505
"E00033274",259,3.41,75.95307918
"E00033275",286,4.57,62.58205689
"E00033276",225,2.48,90.72580645
"E00033277",224,4.05,55.30864198
"E00033278",225,1.31,171.7557252
"E00033279",276,1.49,185.2348993
"E00033281",307,3.76,81.64893617
"E00033282",303,4.68,64.74358974
"E00033283",276,5.34,51.68539326
"E00033284",251,10.27,24.44011685
"E00033285",300,2.08,144.2307692
"E00033286",218,4.05,53.82716049
"E00033287",306,1.69,181.0650888
"E00033288",321,2.02,158.9108911
"E00033289",229,6.75,33.92592593
"E00033290",368,13.95,26.37992832
"E00033291",498,5.19,95.95375723
"E00033292",203,3.06,66.33986928
"E00033293",319,3.99,79.94987469
"E00033294",232,16.43,14.12051126
"E00033295",283,3.98,71.10552764
"E00033296",268,4.5,59.55555556
"E00033297",315,10.03,31.40578265
"E00033298",330,5.14,64.20233463
"E00033299",309,16.52,18.70460048
"E00033300",234,4.05,57.77777778
"E00033301",300,4.51,66.51884701
"E00033302",239,3.12,76.6025641
"E00033304",281,8.5,33.05882353
"E00033305",276,8.45,32.66272189
"E00033306",280,3.25,86.15384615
"E00033307",312,3.55,87.88732394
"E00033308",288,3.1,92.90322581
"E00033309",316,2.87,110.1045296
"E00033310",331,4.93,67.13995943
"E00033312",276,5.94,46.46464646
"E00033313",340,4.28,79.43925234
"E00033314",316,3.96,79.7979798
"E00033315",354,5.51,64.24682396
"E00033316",327,5.86,55.80204778
"E00033317",368,7.27,50.61898212
"E00033318",355,4.09,86.79706601
"E00033319",419,7.32,57.24043716
"E00033320",292,5.07,57.59368836
"E00033322",301,20.47,14.70444553
"E00033323",297,5.83,50.94339623
"E00033324",304,4.75,64
"E00033326",293,4.85,60.41237113
"E00033327",295,4.19,70.40572792
"E00033328",264,4.56,57.89473684
"E00033329",316,11.59,27.26488352
"E00033330",320,10.21,31.34182174
"E00033331",328,6.3,52.06349206
"E00033332",314,5.43,57.82688766
"E00033333",341,4.91,69.45010183
"E00033334",294,4.31,68.21345708
"E00033335",255,4.18,61.00478469
"E00033336",328,6.17,53.16045381
"E00033337",200,2.97,67.34006734
"E00033338",274,8.91,30.75196409
"E00033339",353,22.82,15.46888694
"E00033340",305,4.46,68.38565022
"E00033341",309,4.68,66.02564103
"E00033342",324,6.49,49.9229584
"E00033343",265,4.75,55.78947368
"E00033344",332,3.7,89.72972973
"E00033345",396,8.28,47.82608696
"E00033346",289,4.23,68.321513
"E00033347",315,3.5,90
"E00033348",291,42.85,6.791131855
"E00033349",267,13.64,19.57478006
"E00033350",322,4.32,74.53703704
"E00033351",300,8.27,36.27569528
"E00033352",255,2.91,87.62886598
"E00033353",254,4.31,58.93271462
"E00033354",214,2.37,90.29535865
"E00033355",277,9.19,30.14145811
"E00033356",350,6.43,54.43234837
"E00033357",266,7.89,33.71356147
"E00033358",221,4.29,51.51515152
"E00033359",324,4.81,67.35966736
"E00033360",354,6.51,54.37788018
"E00033361",429,5.65,75.92920354
"E00033362",272,4.35,62.52873563
"E00033363",196,3.44,56.97674419
"E00033364",362,6.37,56.8288854
"E00033365",448,8.61,52.03252033
"E00033366",284,3.53,80.45325779
"E00033367",336,3.98,84.42211055
"E00033368",269,3,89.66666667
"E00033369",373,4,93.25
"E00033370",272,2.94,92.5170068
"E00033371",308,4.47,68.90380313
"E00033372",291,6.33,45.97156398
"E00033373",474,8.3,57.10843373
"E00033374",275,2.8,98.21428571
"E00033375",375,9.88,37.95546559
"E00033376",281,6.17,45.54294976
"E00033377",306,5.23,58.50860421
"E00033378",334,6.31,52.9318542
"E00033379",273,1.61,169.5652174
"E00033380",246,2.95,83.38983051
"E00033381",208,3.81,54.59317585
"E00033382",332,4.43,74.94356659
"E00033383",281,2.24,125.4464286
"E00033384",356,5.41,65.80406654
"E00033385",317,4.26,74.41314554
"E00033386",352,5.01,70.25948104
"E00033387",219,4.17,52.51798561
"E00033388",288,4.71,61.14649682
"E00033389",293,5.97,49.07872697
"E00033391",346,6.22,55.62700965
"E00033392",285,3.9,73.07692308
"E00033394",284,6.68,42.51497006
"E00033395",335,16.35,20.48929664
"E00033396",291,10.69,27.22170253
"E00033397",323,5.88,54.93197279
"E00033399",330,3.57,92.43697479
"E00033400",299,4.45,67.19101124
"E00033401",275,3.83,71.80156658
"E00033402",346,13.56,25.51622419
"E00033403",348,8.4,41.42857143
"E00033404",332,6.13,54.15986949
"E00033405",305,4.03,75.68238213
"E00033406",321,5.32,60.33834586
"E00033407",328,3.28,100
"E00033408",327,2.04,160.2941176
"E00033409",314,7.65,41.04575163
"E00033410",289,1.65,175.1515152
"E00033411",330,7.52,43.88297872
"E00033412",347,2.05,169.2682927
"E00033413",242,5.74,42.16027875
"E00033414",330,2.5,132
"E00033415",274,9.11,30.07683864
"E00033416",359,2.18,164.6788991
"E00033417",339,2.45,138.3673469
"E00033418",429,11.71,36.6353544
"E00033419",332,10.66,31.14446529
"E00033420",388,4.55,85.27472527
"E00033421",309,4.65,66.4516129
"E00033422",467,9.02,51.77383592
"E00033423",315,2.69,117.1003717
"E00033424",304,3.21,94.70404984
"E00033425",245,1.4,175
"E00033426",302,4.79,63.0480167
"E00033427",240,7.53,31.87250996
"E00033428",309,3.82,80.89005236
"E00033432",321,5.93,54.13153457
"E00033435",289,5.94,48.65319865
"E00033436",275,4.9,56.12244898
"E00033437",266,3.85,69.09090909
"E00033438",307,4.04,75.99009901
"E00033439",358,21.32,16.79174484
"E00033440",348,3.52,98.86363636
"E00033441",301,4.02,74.87562189
"E00033442",336,5.36,62.68656716
"E00033443",158,10.37,15.23625844
"E00033444",254,4.99,50.90180361
"E00033445",257,3.32,77.40963855
"E00033446",277,7,39.57142857
"E00033447",159,3.03,52.47524752
"E00033448",308,7.18,42.89693593
"E00033449",297,6,49.5
"E00033450",301,5.16,58.33333333
"E00033451",231,4.05,57.03703704
"E00033452",229,5.82,39.34707904
"E00033453",148,2.26,65.48672566
"E00033454",489,9.81,49.8470948
"E00033455",231,3.92,58.92857143
"E00033456",336,6.22,54.0192926
"E00033457",214,2.75,77.81818182
"E00033458",227,2.36,96.18644068
"E00033459",268,4.25,63.05882353
"E00033460",200,5,40
"E00033462",217,7.47,29.04953146
"E00033463",228,8.33,27.37094838
"E00033464",284,9.76,29.09836066
"E00033466",278,4.01,69.32668329
"E00033468",286,4.33,66.05080831
"E00033470",324,4.85,66.80412371
"E00033471",293,4.41,66.4399093
"E00033472",249,3.15,79.04761905
"E00033473",272,5.16,52.71317829
"E00033474",229,1.57,145.8598726
"E00033475",287,1.8,159.4444444
"E00033476",234,4.21,55.58194774
"E00033477",177,7.4,23.91891892
"E00033478",273,3.2,85.3125
"E00033479",390,5.35,72.89719626
"E00033480",281,9.28,30.28017241
"E00033481",399,3.76,106.1170213
"E00033482",282,41.49,6.79681851
"E00033483",338,7.76,43.55670103
"E00033484",292,2.67,109.3632959
"E00033485",318,6.27,50.71770335
"E00033486",348,2.21,157.4660633
"E00033487",239,5.15,46.40776699
"E00033488",235,1.22,192.6229508
"E00033489",312,5.55,56.21621622
"E00033490",268,3.37,79.52522255
"E00033491",224,1.34,167.1641791
"E00033492",330,2.92,113.0136986
"E00033493",289,1.85,156.2162162
"E00033494",254,3.81,66.66666667
"E00033495",335,8.04,41.66666667
"E00033496",299,1.63,183.4355828
"E00033497",222,4.8,46.25
"E00033498",112,1.65,67.87878788
"E00033501",123,1.88,65.42553191
"E00033502",240,1.68,142.8571429
"E00033503",247,1.24,199.1935484
"E00033504",315,2.74,114.9635036
"E00033505",215,1.91,112.565445
"E00033506",305,3.82,79.84293194
"E00033507",247,3.69,66.93766938
"E00033508",228,3.82,59.68586387
"E00033509",287,1.54,186.3636364
"E00033510",290,1.92,151.0416667
"E00033511",232,2.18,106.4220183
"E00033512",209,1.97,106.0913706
"E00033513",293,2.74,106.9343066
"E00033514",234,9.99,23.42342342
"E00033515",281,1.5,187.3333333
"E00033516",251,3.49,71.91977077
"E00033517",298,7.85,37.96178344
"E00033518",254,2.68,94.7761194
"E00033519",329,3.44,95.63953488
"E00033520",186,1.1,169.0909091
"E00033521",246,2.62,93.89312977
"E00033522",285,1.57,181.5286624
"E00033523",341,2.2,155
"E00033524",416,6.07,68.53377265
"E00033525",331,4.69,70.57569296
"E00033526",269,2.42,111.1570248
"E00033527",384,7.61,50.45992116
"E00033528",256,3.3,77.57575758
"E00033530",448,7.9,56.70886076
"E00033531",359,17.95,20
"E00033532",392,91.64,4.277608031
"E00033533",235,3.07,76.54723127
"E00033534",218,4.74,45.99156118
"E00033535",305,6.97,43.758967
"E00033536",314,4.9,64.08163265
"E00033537",288,10.16,28.34645669
"E00033538",320,16.87,18.96858328
"E00033539",315,7.54,41.77718833
"E00033540",314,15.73,19.96185633
"E00033541",323,5.21,61.99616123
"E00033542",271,5.07,53.45167653
"E00033543",254,8.88,28.6036036
"E00033544",227,1.64,138.4146341
"E00033545",257,4.69,54.79744136
"E00033546",356,6.48,54.9382716
"E00033547",292,4.19,69.68973747
"E00033548",235,1.69,139.0532544
"E00033549",337,5.78,58.30449827
"E00033550",301,9.99,30.13013013
"E00033551",219,6.5,33.69230769
"E00033552",330,4.83,68.32298137
"E00033553",354,4.57,77.46170678
"E00033554",331,3.97,83.37531486
"E00033555",269,8.47,31.75914994
"E00033556",312,5.01,62.2754491
"E00033557",317,4.73,67.01902748
"E00033558",300,3.84,78.125
"E00033559",260,3.19,81.50470219
"E00033560",316,10.13,31.19447187
"E00033561",299,11.99,24.93744787
"E00033562",314,15.49,20.27114267
"E00033563",341,5.76,59.20138889
"E00033564",350,21.31,16.42421398
"E00033565",286,6.11,46.80851064
"E00033566",310,5.08,61.02362205
"E00033567",342,4.06,84.2364532
"E00033568",348,4.44,78.37837838
"E00033569",255,6.2,41.12903226
"E00033570",375,4.72,79.44915254
"E00033571",243,3.63,66.94214876
"E00033572",279,3.95,70.63291139
"E00033573",187,2.8,66.78571429
"E00033574",321,6.07,52.8830313
"E00033575",244,3.75,65.06666667
"E00033576",231,3.88,59.53608247
"E00033577",290,6.76,42.89940828
"E00033579",317,14.21,22.30823364
"E00033580",247,2.53,97.6284585
"E00033581",496,3.75,132.2666667
"E00033582",334,4.01,83.29177057
"E00033583",230,1.64,140.2439024
"E00033584",588,4.42,133.0316742
"E00033585",291,3.69,78.86178862
"E00033586",298,10.72,27.79850746
"E00033587",286,3.94,72.58883249
"E00033589",315,2.18,144.4954128
"E00033590",173,1.84,94.02173913
"E00033591",220,1.1,200
"E00033592",307,5.72,53.67132867
"E00033593",200,1.25,160
"E00033594",367,4.62,79.43722944
"E00033595",309,6.04,51.1589404
"E00033596",345,6.26,55.11182109
"E00033597",223,1.95,114.3589744
"E00033598",214,1.19,179.8319328
"E00033599",225,1.39,161.8705036
"E00033600",240,4.03,59.55334988
"E00033601",264,1.07,246.728972
"E00033602",273,1.71,159.6491228
"E00033603",302,5.31,56.87382298
"E00033604",244,1.11,219.8198198
"E00033605",286,1.56,183.3333333
"E00033606",252,1.96,128.5714286
"E00033607",214,2.21,96.83257919
"E00033608",330,3.55,92.95774648
"E00033611",302,1.53,197.3856209
"E00033613",255,2.07,123.1884058
"E00033614",338,1.65,204.8484848
"E00033616",366,21.61,16.93660342
"E00033618",362,6.11,59.24713584
"E00033620",309,4.59,67.32026144
"E00033621",270,4.99,54.10821643
"E00033623",364,9.5,38.31578947
"E00033624",280,4.52,61.94690265
"E00033625",323,5.71,56.56742557
"E00033626",438,5.14,85.21400778
"E00033627",356,3.5,101.7142857
"E00033628",312,4.12,75.72815534
"E00033629",438,5.76,76.04166667
"E00033630",237,3.35,70.74626866
"E00033631",227,3.76,60.37234043
"E00033632",334,4.72,70.76271186
"E00033633",240,5.03,47.71371769
"E00033634",362,7.08,51.1299435
"E00033635",270,6.17,43.76012966
"E00033636",417,5.33,78.23639775
"E00033637",483,5.99,80.63439065
"E00033639",302,4.77,63.31236897
"E00033640",304,3.99,76.19047619
"E00033641",303,5.97,50.75376884
"E00033642",366,5.56,65.82733813
"E00033643",229,6.32,36.23417722
"E00033644",228,3.62,62.98342541
"E00033645",251,2.55,98.43137255
"E00033646",105,5.19,20.23121387
"E00033647",306,3.39,90.26548673
"E00033648",259,3.06,84.64052288
"E00033649",311,2.87,108.3623693
"E00033650",297,4.49,66.14699332
"E00033651",141,3.52,40.05681818
"E00033652",281,3.41,82.40469208
"E00033653",329,3.63,90.63360882
"E00033654",212,2.39,88.70292887
"E00033655",433,5.59,77.45974955
"E00033656",220,2.3,95.65217391
"E00033657",210,1.85,113.5135135
"E00033658",309,4.03,76.67493797
"E00033659",392,5.11,76.71232877
"E00033660",303,9.25,32.75675676
"E00033662",374,7.14,52.38095238
"E00033663",215,3.87,55.55555556
"E00033664",233,2.7,86.2962963
"E00033665",436,19.84,21.97580645
"E00033666",236,2.65,89.05660377
"E00033667",284,15.13,18.77065433
"E00033668",278,7.74,35.91731266
"E00033669",297,4.24,70.04716981
"E00033670",289,15.07,19.17717319
"E00033672",372,13.07,28.46212701
"E00033673",268,3.8,70.52631579
"E00033677",225,18.2,12.36263736
"E00033678",299,4.15,72.04819277
"E00033684",421,17.55,23.98860399
"E00033685",321,10.61,30.25447691
"E00033686",271,6.3,43.01587302
"E00033687",389,7.32,53.1420765
"E00033688",265,3.75,70.66666667
"E00033689",330,9.72,33.95061728
"E00033690",356,9.12,39.03508772
"E00033691",216,10.04,21.51394422
"E00033692",302,14.64,20.6284153
"E00033694",235,4.04,58.16831683
"E00033695",304,3.46,87.86127168
"E00033696",426,5.54,76.89530686
"E00033697",341,5.77,59.09878683
"E00033698",410,4.76,86.13445378
"E00033699",323,14.66,22.03274216
"E00033700",209,2.42,86.36363636
"E00033701",363,26.13,13.89207807
"E00033702",161,4.72,34.11016949
"E00033703",276,37.45,7.369826435
"E00033704",393,7.93,49.55863808
"E00033705",366,4.99,73.34669339
"E00033706",264,4.84,54.54545455
"E00033707",241,8.22,29.31873479
"E00033708",194,2.96,65.54054054
"E00033709",202,26.19,7.712867507
"E00033710",307,3.26,94.17177914
"E00033711",124,2.89,42.90657439
"E00033712",360,26.06,13.81427475
"E00033713",271,4.11,65.93673966
"E00033715",362,16.8,21.54761905
"E00033716",204,3.53,57.79036827
"E00033717",239,4.14,57.7294686
"E00033718",334,22.72,14.70070423
"E00033719",347,3.9,88.97435897
"E00033720",324,10.01,32.36763237
"E00033721",312,8.8,35.45454545
"E00033722",224,4.31,51.97215777
"E00033723",372,5.98,62.20735786
"E00033724",321,8.02,40.02493766
"E00033725",354,14.45,24.4982699
"E00033726",230,2.43,94.65020576
"E00033727",305,5.25,58.0952381
"E00033728",500,23.09,21.65439584
"E00033729",231,1.44,160.4166667
"E00033730",301,5.6,53.75
"E00033731",164,1.4,117.1428571
"E00033732",276,4.1,67.31707317
"E00033733",237,2.31,102.5974026
"E00033734",230,1.28,179.6875
"E00033735",111,8.52,13.02816901
"E00033736",249,4.01,62.09476309
"E00033737",386,3.01,128.2392027
"E00033738",188,1.94,96.90721649
"E00033739",252,2.34,107.6923077
"E00033740",317,2.1,150.952381
"E00033741",281,2.41,116.5975104
"E00033742",290,1.93,150.2590674
"E00033743",270,1.62,166.6666667
"E00033744",356,4.22,84.36018957
"E00033745",199,3.62,54.97237569
"E00033746",291,5.1,57.05882353
"E00033747",364,4.97,73.23943662
"E00033748",264,9.25,28.54054054
"E00033749",315,8.31,37.90613718
"E00033750",353,38.43,9.185532136
"E00033752",420,5.9,71.18644068
"E00033753",251,4.01,62.59351621
"E00033754",307,3.99,76.94235589
"E00033755",319,5.1,62.54901961
"E00033756",319,80.79,3.948508479
"E00033758",251,3.51,71.50997151
"E00033759",202,18.27,11.05637657
"E00033762",306,18.34,16.68484188
"E00033763",331,3.8,87.10526316
"E00033764",384,6.55,58.6259542
"E00033765",312,5.81,53.70051635
"E00033766",388,5.79,67.01208981
"E00033767",282,5.89,47.87775891
"E00033768",275,5.45,50.4587156
"E00033769",207,3.37,61.42433234
"E00033770",420,5.31,79.0960452
"E00033771",366,5.55,65.94594595
"E00033773",279,5.22,53.44827586
"E00033774",290,4.45,65.16853933
"E00033775",455,7.65,59.47712418
"E00033776",293,3.73,78.55227882
"E00033777",271,9.84,27.54065041
"E00033778",340,3.73,91.15281501
"E00033779",284,3.57,79.55182073
"E00033780",253,4.69,53.9445629
"E00033781",343,10.72,31.99626866
"E00033782",305,5.31,57.43879473
"E00033783",323,4.92,65.6504065
"E00033784",482,17.7,27.23163842
"E00033785",298,39.25,7.592356688
"E00033786",451,55.22,8.167330677
"E00033787",349,5.92,58.9527027
"E00033788",318,5.57,57.09156194
"E00033789",295,4.2,70.23809524
"E00033790",303,4.68,64.74358974
"E00033791",363,4.03,90.07444169
"E00033792",203,2.91,69.75945017
"E00033793",327,3.28,99.69512195
"E00033794",287,4.79,59.91649269
"E00033795",283,4.38,64.61187215
"E00033796",213,2.41,88.38174274
"E00033797",236,11.26,20.95914742
"E00033798",368,13.62,27.01908957
"E00033799",300,10.41,28.8184438
"E00033800",201,3.1,64.83870968
"E00033801",267,4.46,59.86547085
"E00033802",189,8.05,23.47826087
"E00033803",267,6.16,43.34415584
"E00033804",291,11.44,25.43706294
"E00033805",177,14.69,12.04901293
"E00033806",190,20.5,9.268292683
"E00033807",442,4.72,93.6440678
"E00033808",246,5.07,48.52071006
"E00033810",264,1.48,178.3783784
"E00033811",598,9.97,59.97993982
"E00033812",391,7.63,51.24508519
"E00033813",534,4.86,109.8765432
"E00033814",353,3.96,89.14141414
"E00033815",311,1.81,171.8232044
"E00033816",313,2.9,107.9310345
"E00033818",321,5.35,60
"E00033819",244,2.34,104.2735043
"E00033820",251,2.46,102.0325203
"E00033821",161,2.63,61.21673004
"E00033822",429,4.71,91.08280255
"E00033823",167,2.88,57.98611111
"E00033824",483,2.58,187.2093023
"E00033825",305,1.64,185.9756098
"E00033826",330,10.13,32.57650543
"E00033827",224,3.31,67.67371601
"E00033828",345,2.02,170.7920792
"E00033829",220,3,73.33333333
"E00033832",263,3.64,72.25274725
"E00033833",298,2.64,112.8787879
"E00033836",138,2.91,47.42268041
"E00033837",287,8.09,35.47589617
"E00033838",259,2.15,120.4651163
"E00033839",519,11.03,47.05349048
"E00033840",334,4.29,77.85547786
"E00033841",286,3.15,90.79365079
"E00033842",399,7.87,50.69885642
"E00033843",371,5.18,71.62162162
