"GeographyCode","QS205EW0001","QS205EW0002","QS205EW0003","QS205EW0004","QS205EW0005","QS205EW0006"
"E00033161",281,267,6,6,2,0
"E00033162",268,226,10,16,12,4
"E00033163",267,223,12,16,15,1
"E00033164",331,330,1,0,0,0
"E00033165",165,163,1,1,0,0
"E00033166",156,155,0,1,0,0
"E00033167",295,283,1,5,5,1
"E00033168",279,276,3,0,0,0
"E00033169",288,288,0,0,0,0
"E00033170",355,354,1,0,0,0
"E00033171",338,338,0,0,0,0
"E00033172",236,229,3,3,1,0
"E00033173",306,306,0,0,0,0
"E00033174",292,288,1,2,1,0
"E00033175",272,272,0,0,0,0
"E00033176",256,253,0,2,1,0
"E00033177",288,288,0,0,0,0
"E00033178",167,167,0,0,0,0
"E00033179",309,303,2,4,0,0
"E00033181",417,386,16,14,1,0
"E00033182",355,303,22,22,8,0
"E00033183",579,513,41,16,9,0
"E00033185",329,314,11,3,1,0
"E00033186",307,293,6,5,2,1
"E00033187",215,194,11,7,2,1
"E00033188",324,293,14,12,3,2
"E00033189",486,363,30,58,23,12
"E00033190",511,315,61,72,58,5
"E00033191",445,421,14,7,2,1
"E00033192",429,385,20,17,5,2
"E00033193",323,315,5,2,1,0
"E00033194",345,319,19,5,2,0
"E00033195",244,237,3,4,0,0
"E00033196",286,256,17,9,4,0
"E00033197",368,356,9,3,0,0
"E00033198",387,372,10,4,1,0
"E00033199",185,182,2,1,0,0
"E00033200",268,229,5,12,15,7
"E00033201",231,218,5,3,5,0
"E00033202",312,300,6,4,2,0
"E00033203",238,233,2,0,2,1
"E00033204",241,236,4,1,0,0
"E00033206",550,510,20,16,4,0
"E00033207",273,179,21,44,25,4
"E00033208",242,142,25,51,23,1
"E00033209",313,231,17,49,15,1
"E00033210",261,163,25,46,25,2
"E00033211",338,265,20,28,21,4
"E00033212",287,229,11,34,13,0
"E00033213",393,366,9,10,8,0
"E00033214",508,309,69,91,36,3
"E00033215",329,209,35,52,26,7
"E00033216",243,211,19,4,9,0
"E00033217",282,257,15,9,1,0
"E00033218",294,268,16,7,2,1
"E00033219",369,345,13,8,3,0
"E00033220",381,367,7,3,0,4
"E00033221",244,202,14,18,10,0
"E00033222",176,172,2,2,0,0
"E00033223",245,165,33,31,12,4
"E00033224",294,289,3,1,1,0
"E00033225",288,268,5,11,4,0
"E00033226",397,377,5,3,8,4
"E00033227",252,242,2,5,3,0
"E00033228",332,307,5,8,9,3
"E00033229",279,275,1,3,0,0
"E00033230",276,274,0,1,0,1
"E00033231",190,182,2,4,1,1
"E00033235",226,225,0,1,0,0
"E00033237",271,264,1,6,0,0
"E00033238",439,418,7,8,4,2
"E00033242",227,224,3,0,0,0
"E00033245",309,299,4,5,0,1
"E00033246",249,246,3,0,0,0
"E00033247",313,292,3,6,10,2
"E00033248",285,273,6,5,1,0
"E00033249",267,254,1,7,4,1
"E00033250",215,212,1,2,0,0
"E00033251",205,196,0,7,2,0
"E00033252",339,322,3,14,0,0
"E00033253",233,219,3,7,4,0
"E00033254",337,333,0,3,1,0
"E00033255",260,254,1,4,1,0
"E00033256",216,216,0,0,0,0
"E00033257",304,277,8,14,3,2
"E00033258",321,318,1,1,1,0
"E00033259",130,122,6,0,2,0
"E00033260",234,231,1,2,0,0
"E00033261",231,221,2,4,3,1
"E00033262",143,139,0,2,1,1
"E00033263",135,125,2,3,4,1
"E00033264",272,270,1,1,0,0
"E00033265",293,290,1,2,0,0
"E00033266",308,297,6,3,2,0
"E00033267",238,228,6,4,0,0
"E00033268",283,281,0,1,1,0
"E00033269",236,224,7,2,2,1
"E00033270",336,326,5,5,0,0
"E00033271",389,384,1,1,3,0
"E00033272",295,293,0,0,0,2
"E00033274",248,241,2,4,1,0
"E00033275",282,279,2,1,0,0
"E00033276",217,213,0,2,2,0
"E00033277",215,215,0,0,0,0
"E00033278",220,208,4,7,1,0
"E00033279",261,252,4,3,1,1
"E00033281",291,283,5,0,2,1
"E00033282",293,285,7,1,0,0
"E00033283",275,275,0,0,0,0
"E00033284",241,222,5,9,5,0
"E00033285",292,278,4,5,5,0
"E00033286",215,214,0,1,0,0
"E00033287",290,269,12,6,3,0
"E00033288",305,299,6,0,0,0
"E00033289",226,223,2,1,0,0
"E00033290",361,353,7,1,0,0
"E00033291",472,455,9,4,2,2
"E00033292",198,197,1,0,0,0
"E00033293",311,301,8,0,1,1
"E00033294",224,217,2,2,1,2
"E00033295",277,274,2,1,0,0
"E00033296",264,260,2,1,1,0
"E00033297",312,308,1,3,0,0
"E00033298",325,324,0,1,0,0
"E00033299",303,301,1,1,0,0
"E00033300",232,230,1,1,0,0
"E00033301",285,281,3,1,0,0
"E00033302",230,227,0,3,0,0
"E00033304",271,271,0,0,0,0
"E00033305",269,268,0,1,0,0
"E00033306",269,265,2,1,0,1
"E00033307",294,288,1,3,1,1
"E00033308",278,277,0,0,0,1
"E00033309",303,295,3,4,0,1
"E00033310",314,310,1,3,0,0
"E00033312",270,268,1,1,0,0
"E00033313",332,324,5,2,1,0
"E00033314",309,300,6,3,0,0
"E00033315",342,340,1,1,0,0
"E00033316",313,311,0,0,2,0
"E00033317",356,355,1,0,0,0
"E00033318",344,334,3,3,1,3
"E00033319",404,397,3,2,2,0
"E00033320",283,278,4,0,1,0
"E00033322",295,275,4,13,3,0
"E00033323",289,285,4,0,0,0
"E00033324",291,285,3,2,1,0
"E00033326",288,287,1,0,0,0
"E00033327",293,293,0,0,0,0
"E00033328",257,250,1,5,0,1
"E00033329",311,306,4,1,0,0
"E00033330",311,302,6,3,0,0
"E00033331",313,308,2,3,0,0
"E00033332",301,289,6,0,5,1
"E00033333",325,309,9,5,2,0
"E00033334",287,277,3,1,6,0
"E00033335",249,248,0,1,0,0
"E00033336",309,302,4,0,3,0
"E00033337",194,194,0,0,0,0
"E00033338",266,261,1,1,2,1
"E00033339",344,337,1,3,2,1
"E00033340",295,288,2,0,2,3
"E00033341",305,301,4,0,0,0
"E00033342",313,310,2,1,0,0
"E00033343",259,254,2,3,0,0
"E00033344",320,315,1,4,0,0
"E00033345",385,379,2,3,1,0
"E00033346",276,267,4,4,1,0
"E00033347",304,298,5,1,0,0
"E00033348",284,282,2,0,0,0
"E00033349",257,256,0,0,0,1
"E00033350",313,313,0,0,0,0
"E00033351",287,286,1,0,0,0
"E00033352",239,239,0,0,0,0
"E00033353",242,240,2,0,0,0
"E00033354",206,204,0,2,0,0
"E00033355",268,263,1,3,1,0
"E00033356",338,331,2,4,1,0
"E00033357",261,256,2,1,2,0
"E00033358",212,194,5,13,0,0
"E00033359",315,304,6,4,0,1
"E00033360",342,337,1,4,0,0
"E00033361",414,410,3,1,0,0
"E00033362",261,258,3,0,0,0
"E00033363",187,185,2,0,0,0
"E00033364",354,352,1,1,0,0
"E00033365",432,429,1,1,1,0
"E00033366",280,276,1,3,0,0
"E00033367",328,316,7,3,2,0
"E00033368",258,231,7,11,7,2
"E00033369",357,352,2,1,1,1
"E00033370",266,254,2,9,1,0
"E00033371",301,297,3,0,0,1
"E00033372",279,251,11,11,6,0
"E00033373",464,445,12,2,4,1
"E00033374",261,260,1,0,0,0
"E00033375",371,360,6,3,2,0
"E00033376",270,259,7,4,0,0
"E00033377",297,291,4,0,1,1
"E00033378",326,321,4,1,0,0
"E00033379",260,256,1,1,2,0
"E00033380",239,234,1,4,0,0
"E00033381",205,199,3,3,0,0
"E00033382",325,315,4,4,1,1
"E00033383",264,258,4,2,0,0
"E00033384",341,335,2,4,0,0
"E00033385",300,295,3,1,1,0
"E00033386",341,335,3,3,0,0
"E00033387",215,205,3,4,3,0
"E00033388",276,268,3,3,2,0
"E00033389",284,277,3,3,1,0
"E00033391",327,309,14,0,3,1
"E00033392",279,267,7,3,2,0
"E00033394",273,251,7,12,3,0
"E00033395",329,302,12,6,9,0
"E00033396",280,277,1,2,0,0
"E00033397",310,300,7,3,0,0
"E00033399",315,307,5,3,0,0
"E00033400",290,287,1,0,2,0
"E00033401",260,255,1,0,4,0
"E00033402",334,325,4,2,2,1
"E00033403",344,331,6,4,3,0
"E00033404",329,317,7,2,3,0
"E00033405",291,291,0,0,0,0
"E00033406",312,299,10,2,0,1
"E00033407",322,312,10,0,0,0
"E00033408",320,311,4,4,1,0
"E00033409",313,297,6,7,3,0
"E00033410",279,270,6,1,2,0
"E00033411",321,316,3,2,0,0
"E00033412",340,317,8,14,1,0
"E00033413",230,215,7,8,0,0
"E00033414",312,291,19,1,0,1
"E00033415",271,266,3,1,0,1
"E00033416",340,323,11,4,2,0
"E00033417",326,318,6,2,0,0
"E00033418",422,415,3,2,2,0
"E00033419",327,318,5,3,1,0
"E00033420",375,367,4,2,1,1
"E00033421",300,289,7,4,0,0
"E00033422",457,435,11,7,4,0
"E00033423",309,296,8,5,0,0
"E00033424",290,281,7,2,0,0
"E00033425",231,227,3,1,0,0
"E00033426",296,275,8,10,3,0
"E00033427",230,226,1,1,2,0
"E00033428",294,287,4,1,2,0
"E00033432",314,310,1,2,0,1
"E00033435",278,275,2,1,0,0
"E00033436",270,266,1,0,3,0
"E00033437",257,257,0,0,0,0
"E00033438",300,299,1,0,0,0
"E00033439",353,346,5,0,1,1
"E00033440",327,319,3,4,1,0
"E00033441",284,278,2,1,3,0
"E00033442",328,328,0,0,0,0
"E00033443",153,150,1,2,0,0
"E00033444",247,246,0,1,0,0
"E00033445",248,246,2,0,0,0
"E00033446",272,266,3,3,0,0
"E00033447",159,158,1,0,0,0
"E00033448",306,299,4,1,2,0
"E00033449",291,289,1,1,0,0
"E00033450",289,284,3,2,0,0
"E00033451",225,225,0,0,0,0
"E00033452",223,217,2,2,1,1
"E00033453",146,137,3,6,0,0
"E00033454",455,449,2,2,2,0
"E00033455",224,209,7,6,2,0
"E00033456",329,327,2,0,0,0
"E00033457",200,192,4,1,3,0
"E00033458",218,207,6,4,1,0
"E00033459",261,254,2,4,0,1
"E00033460",185,173,4,7,1,0
"E00033462",213,209,2,2,0,0
"E00033463",221,219,0,1,1,0
"E00033464",273,268,1,3,1,0
"E00033466",274,274,0,0,0,0
"E00033468",282,278,1,3,0,0
"E00033470",316,315,0,1,0,0
"E00033471",283,278,3,0,2,0
"E00033472",244,244,0,0,0,0
"E00033473",259,253,3,2,1,0
"E00033474",223,221,0,0,1,1
"E00033475",275,262,3,7,3,0
"E00033476",230,230,0,0,0,0
"E00033477",172,172,0,0,0,0
"E00033478",260,238,4,13,3,2
"E00033479",384,383,1,0,0,0
"E00033480",271,270,0,1,0,0
"E00033481",383,382,0,1,0,0
"E00033482",277,276,1,0,0,0
"E00033483",328,326,0,2,0,0
"E00033484",286,285,0,0,1,0
"E00033485",305,298,4,1,2,0
"E00033486",330,324,2,0,4,0
"E00033487",237,234,0,1,1,1
"E00033488",223,208,2,4,5,4
"E00033489",299,296,0,0,1,2
"E00033490",261,257,2,1,1,0
"E00033491",211,209,2,0,0,0
"E00033492",315,310,1,2,2,0
"E00033493",279,278,0,0,1,0
"E00033494",249,249,0,0,0,0
"E00033495",312,303,1,4,4,0
"E00033496",278,273,2,0,2,1
"E00033497",215,215,0,0,0,0
"E00033498",109,109,0,0,0,0
"E00033501",121,121,0,0,0,0
"E00033502",221,220,1,0,0,0
"E00033503",233,233,0,0,0,0
"E00033504",307,303,1,1,1,1
"E00033505",208,206,0,1,1,0
"E00033506",297,293,1,2,0,1
"E00033507",236,233,0,2,1,0
"E00033508",225,225,0,0,0,0
"E00033509",271,265,0,2,2,2
"E00033510",285,279,0,3,3,0
"E00033511",223,209,1,13,0,0
"E00033512",204,204,0,0,0,0
"E00033513",278,266,0,4,7,1
"E00033514",224,222,0,2,0,0
"E00033515",272,264,1,1,6,0
"E00033516",243,241,1,1,0,0
"E00033517",284,282,0,0,1,1
"E00033518",243,236,5,1,1,0
"E00033519",314,311,2,1,0,0
"E00033520",181,171,5,3,2,0
"E00033521",232,231,1,0,0,0
"E00033522",265,259,1,2,3,0
"E00033523",323,318,0,3,2,0
"E00033524",400,386,5,4,5,0
"E00033525",321,321,0,0,0,0
"E00033526",255,246,4,5,0,0
"E00033527",378,376,0,2,0,0
"E00033528",251,249,2,0,0,0
"E00033530",441,420,5,5,9,2
"E00033531",354,328,12,7,7,0
"E00033532",387,386,1,0,0,0
"E00033533",231,230,1,0,0,0
"E00033534",216,213,1,2,0,0
"E00033535",299,295,2,2,0,0
"E00033536",300,291,5,3,1,0
"E00033537",276,274,1,1,0,0
"E00033538",314,310,2,1,1,0
"E00033539",301,298,3,0,0,0
"E00033540",302,297,3,1,1,0
"E00033541",318,310,0,5,3,0
"E00033542",265,255,6,2,2,0
"E00033543",248,246,1,1,0,0
"E00033544",213,212,0,0,1,0
"E00033545",247,243,0,3,1,0
"E00033546",348,347,0,0,1,0
"E00033547",286,279,4,3,0,0
"E00033548",223,222,1,0,0,0
"E00033549",330,328,1,0,1,0
"E00033550",290,280,4,6,0,0
"E00033551",215,214,1,0,0,0
"E00033552",319,317,0,2,0,0
"E00033553",346,342,0,0,4,0
"E00033554",327,323,3,1,0,0
"E00033555",264,251,9,0,4,0
"E00033556",303,301,2,0,0,0
"E00033557",313,312,0,1,0,0
"E00033558",295,293,2,0,0,0
"E00033559",258,256,0,1,1,0
"E00033560",312,309,0,3,0,0
"E00033561",294,289,3,2,0,0
"E00033562",308,304,0,1,3,0
"E00033563",337,328,2,3,2,2
"E00033564",345,328,5,3,8,1
"E00033565",283,280,2,1,0,0
"E00033566",300,290,1,2,7,0
"E00033567",331,331,0,0,0,0
"E00033568",328,307,7,6,7,1
"E00033569",248,243,2,1,2,0
"E00033570",353,343,7,3,0,0
"E00033571",240,240,0,0,0,0
"E00033572",272,268,1,3,0,0
"E00033573",181,181,0,0,0,0
"E00033574",314,314,0,0,0,0
"E00033575",243,243,0,0,0,0
"E00033576",223,222,0,0,1,0
"E00033577",284,269,3,7,4,1
"E00033579",299,287,7,4,1,0
"E00033580",241,197,16,23,1,4
"E00033581",471,430,13,20,2,6
"E00033582",330,295,24,10,1,0
"E00033583",222,202,9,9,2,0
"E00033584",578,545,27,5,1,0
"E00033585",283,280,2,1,0,0
"E00033586",290,282,3,1,4,0
"E00033587",281,278,3,0,0,0
"E00033589",303,302,0,1,0,0
"E00033590",165,163,1,1,0,0
"E00033591",213,210,2,0,1,0
"E00033592",297,289,2,4,1,1
"E00033593",184,176,1,7,0,0
"E00033594",354,344,1,3,4,2
"E00033595",303,284,5,8,3,3
"E00033596",328,292,10,13,8,5
"E00033597",212,202,5,2,3,0
"E00033598",200,192,2,4,2,0
"E00033599",215,201,7,6,1,0
"E00033600",235,233,1,1,0,0
"E00033601",249,232,7,7,2,1
"E00033602",266,261,4,1,0,0
"E00033603",290,281,2,6,0,1
"E00033604",232,202,5,18,4,3
"E00033605",276,263,9,2,2,0
"E00033606",240,229,5,5,1,0
"E00033607",199,196,1,1,1,0
"E00033608",317,290,6,12,7,2
"E00033611",295,290,3,0,2,0
"E00033613",245,239,3,3,0,0
"E00033614",330,320,8,2,0,0
"E00033616",357,338,11,3,3,2
"E00033618",356,336,9,9,2,0
"E00033620",295,286,8,1,0,0
"E00033621",257,242,5,5,3,2
"E00033623",357,325,8,19,4,1
"E00033624",269,262,0,2,5,0
"E00033625",311,303,4,3,1,0
"E00033626",396,361,19,10,3,3
"E00033627",325,294,21,8,2,0
"E00033628",305,301,0,1,3,0
"E00033629",419,405,11,2,0,1
"E00033630",232,217,5,2,5,3
"E00033631",222,216,2,1,0,3
"E00033632",308,286,9,8,4,1
"E00033633",234,221,5,6,2,0
"E00033634",344,327,5,5,4,3
"E00033635",263,261,0,2,0,0
"E00033636",395,378,9,3,4,1
"E00033637",449,398,25,16,9,1
"E00033639",280,263,4,9,4,0
"E00033640",289,266,9,10,4,0
"E00033641",301,292,5,3,0,1
"E00033642",358,356,0,2,0,0
"E00033643",217,216,1,0,0,0
"E00033644",214,207,6,1,0,0
"E00033645",231,228,0,3,0,0
"E00033646",99,99,0,0,0,0
"E00033647",296,277,6,10,3,0
"E00033648",250,246,4,0,0,0
"E00033649",289,261,16,4,4,4
"E00033650",285,273,4,5,2,1
"E00033651",137,134,0,2,1,0
"E00033652",271,261,6,4,0,0
"E00033653",313,297,6,5,4,1
"E00033654",201,197,0,3,1,0
"E00033655",404,385,11,3,3,2
"E00033656",211,209,0,1,1,0
"E00033657",196,196,0,0,0,0
"E00033658",296,283,7,3,3,0
"E00033659",373,369,3,1,0,0
"E00033660",293,292,1,0,0,0
"E00033662",357,354,2,1,0,0
"E00033663",207,203,1,3,0,0
"E00033664",226,226,0,0,0,0
"E00033665",411,400,2,4,4,1
"E00033666",226,218,2,4,2,0
"E00033667",277,270,3,3,1,0
"E00033668",272,264,7,0,1,0
"E00033669",282,271,8,0,3,0
"E00033670",283,265,11,7,0,0
"E00033672",355,334,9,4,8,0
"E00033673",260,246,1,8,3,2
"E00033677",223,221,1,1,0,0
"E00033678",295,230,23,25,15,2
"E00033684",412,397,11,4,0,0
"E00033685",311,298,2,4,7,0
"E00033686",264,251,2,4,5,2
"E00033687",372,343,15,9,5,0
"E00033688",250,247,1,2,0,0
"E00033689",320,314,1,4,0,1
"E00033690",344,316,10,13,4,1
"E00033691",211,190,7,8,4,2
"E00033692",298,286,5,7,0,0
"E00033694",227,223,2,1,1,0
"E00033695",294,282,6,3,3,0
"E00033696",416,406,3,6,1,0
"E00033697",327,322,5,0,0,0
"E00033698",395,391,2,2,0,0
"E00033699",311,298,2,5,4,2
"E00033700",202,192,6,4,0,0
"E00033701",353,343,9,1,0,0
"E00033702",157,150,1,4,1,1
"E00033703",265,252,12,1,0,0
"E00033704",365,358,0,4,3,0
"E00033705",345,333,5,3,4,0
"E00033706",252,245,6,1,0,0
"E00033707",222,221,0,1,0,0
"E00033708",191,182,7,0,2,0
"E00033709",193,189,2,2,0,0
"E00033710",290,290,0,0,0,0
"E00033711",120,116,4,0,0,0
"E00033712",356,325,16,12,1,2
"E00033713",257,253,2,0,2,0
"E00033715",343,332,2,4,5,0
"E00033716",198,185,7,5,1,0
"E00033717",222,211,6,4,1,0
"E00033718",318,317,0,0,1,0
"E00033719",333,329,3,1,0,0
"E00033720",317,317,0,0,0,0
"E00033721",296,295,1,0,0,0
"E00033722",218,215,3,0,0,0
"E00033723",359,341,10,3,5,0
"E00033724",314,298,7,6,3,0
"E00033725",340,306,32,2,0,0
"E00033726",217,215,2,0,0,0
"E00033727",290,284,0,4,0,2
"E00033728",490,473,6,3,5,3
"E00033729",217,217,0,0,0,0
"E00033730",285,274,8,3,0,0
"E00033731",153,153,0,0,0,0
"E00033732",268,257,4,5,2,0
"E00033733",228,219,1,5,2,1
"E00033734",215,214,1,0,0,0
"E00033735",111,111,0,0,0,0
"E00033736",237,226,1,9,1,0
"E00033737",375,366,5,3,1,0
"E00033738",180,174,1,3,1,1
"E00033739",244,241,3,0,0,0
"E00033740",306,300,4,2,0,0
"E00033741",272,271,1,0,0,0
"E00033742",269,266,2,1,0,0
"E00033743",257,253,2,2,0,0
"E00033744",344,319,21,4,0,0
"E00033745",196,192,1,3,0,0
"E00033746",274,266,3,0,4,1
"E00033747",352,343,1,0,8,0
"E00033748",246,241,2,2,1,0
"E00033749",307,305,2,0,0,0
"E00033750",332,323,5,2,2,0
"E00033752",392,372,1,9,10,0
"E00033753",240,230,5,1,2,2
"E00033754",289,271,3,2,11,2
"E00033755",308,294,5,4,4,1
"E00033756",291,285,4,0,2,0
"E00033758",244,236,6,2,0,0
"E00033759",197,192,3,1,0,1
"E00033762",295,292,3,0,0,0
"E00033763",313,309,2,1,0,1
"E00033764",370,365,1,2,1,1
"E00033765",300,286,3,7,4,0
"E00033766",377,356,5,6,10,0
"E00033767",272,263,8,1,0,0
"E00033768",263,261,2,0,0,0
"E00033769",202,186,8,6,2,0
"E00033770",406,382,15,4,3,2
"E00033771",347,342,1,4,0,0
"E00033773",269,260,3,4,1,1
"E00033774",280,276,2,1,1,0
"E00033775",433,407,8,4,12,2
"E00033776",282,274,6,1,1,0
"E00033777",260,249,4,4,3,0
"E00033778",321,314,0,6,1,0
"E00033779",270,243,4,7,14,2
"E00033780",244,240,0,1,1,2
"E00033781",334,306,3,7,16,2
"E00033782",296,291,1,2,0,2
"E00033783",316,308,3,4,1,0
"E00033784",456,439,6,4,7,0
"E00033785",290,282,1,4,3,0
"E00033786",439,415,9,10,3,2
"E00033787",338,314,2,15,7,0
"E00033788",304,297,1,2,3,1
"E00033789",289,285,3,1,0,0
"E00033790",294,288,1,1,4,0
"E00033791",334,307,12,13,2,0
"E00033792",188,184,1,2,1,0
"E00033793",313,291,8,5,8,1
"E00033794",269,256,3,5,2,3
"E00033795",273,264,1,5,3,0
"E00033796",203,196,1,6,0,0
"E00033797",231,227,1,3,0,0
"E00033798",355,336,4,3,10,2
"E00033799",287,280,1,1,5,0
"E00033800",188,185,2,0,1,0
"E00033801",256,256,0,0,0,0
"E00033802",183,177,2,2,1,1
"E00033803",260,259,1,0,0,0
"E00033804",280,270,4,3,0,3
"E00033805",175,173,2,0,0,0
"E00033806",182,170,8,3,1,0
"E00033807",431,394,14,17,5,1
"E00033808",231,151,20,30,26,4
"E00033810",240,160,33,33,13,1
"E00033811",566,347,79,65,64,11
"E00033812",368,247,40,40,35,6
"E00033813",518,346,64,75,30,3
"E00033814",332,289,20,13,9,1
"E00033815",298,244,12,13,21,8
"E00033816",300,258,15,18,7,2
"E00033818",297,211,30,35,18,3
"E00033819",226,151,29,39,6,1
"E00033820",230,134,32,45,19,0
"E00033821",160,104,11,26,16,3
"E00033822",404,293,41,41,18,11
"E00033823",156,107,21,16,10,2
"E00033824",448,312,56,49,26,5
"E00033825",279,208,34,24,12,1
"E00033826",323,291,15,13,1,3
"E00033827",219,162,22,25,10,0
"E00033828",319,237,43,26,12,1
"E00033829",213,174,16,17,3,3
"E00033832",262,234,7,11,7,3
"E00033833",291,221,36,28,6,0
