"GeographyCode","QS609EW0001","QS609EW0002","QS609EW0003","QS609EW0004","QS609EW0005","QS609EW0006","QS609EW0007","QS609EW0008","QS609EW0009","QS609EW0010","QS609EW0011","QS609EW0012","QS609EW0013","QS609EW0014","QS609EW0015","QS609EW0016","QS609EW0017","QS609EW0018","QS609EW0019","QS609EW0020","QS609EW0021","QS609EW0022","QS609EW0023","QS609EW0024","QS609EW0025","QS609EW0026","QS609EW0027","QS609EW0028","QS609EW0029","QS609EW0030","QS609EW0031","QS609EW0032","QS609EW0033","QS609EW0034","QS609EW0035","QS609EW0036","QS609EW0037","QS609EW0038","QS609EW0039","QS609EW0040","QS609EW0041","QS609EW0042","QS609EW0043","QS609EW0044","QS609EW0045","QS609EW0046","QS609EW0047","QS609EW0048","QS609EW0049","QS609EW0050","QS609EW0051","QS609EW0052","QS609EW0053","QS609EW0054","QS609EW0055"
"E02001357",6955,171,35,0,35,136,86,42,8,0,825,486,431,32,18,5,198,141,800,464,233,83,20,516,98,98,0,418,418,0,649,364,285,237,48,1690,481,690,92,303,0,89,35,1466,154,158,477,674,3,739,526,213,99,96,3
"E02001358",7041,180,50,0,50,130,76,38,10,6,911,479,398,50,25,6,259,173,878,492,249,116,21,507,100,100,0,407,407,0,558,326,232,199,33,1608,426,700,141,243,8,64,26,1494,238,113,369,759,15,777,510,267,128,128,0
"E02001359",5740,589,149,0,149,440,223,159,36,22,1339,788,678,50,54,6,334,217,633,386,176,37,34,811,333,333,0,478,476,2,493,199,294,251,43,806,216,307,82,128,0,63,10,715,66,63,305,279,2,280,184,96,74,74,0
"E02001360",8289,185,49,4,45,136,92,33,10,1,914,505,425,52,15,13,250,159,862,514,220,89,39,547,165,165,0,382,381,1,766,451,315,289,26,1722,446,675,135,358,2,80,26,1982,224,241,432,1083,2,1145,836,309,166,164,2
"E02001361",7618,303,104,0,104,199,107,76,16,0,1063,597,501,59,34,3,315,151,963,584,222,116,41,718,122,122,0,596,596,0,728,353,375,322,53,1515,438,597,89,277,3,84,27,1616,208,107,532,760,9,643,465,178,69,69,0
"E02001362",7401,469,175,0,175,294,161,102,27,4,1344,760,629,90,39,2,376,208,1027,673,233,86,35,779,180,180,0,599,595,4,693,334,359,321,38,1377,346,548,101,243,4,110,25,1240,131,138,413,552,6,405,254,151,67,67,0
"E02001363",7788,348,90,0,90,258,156,77,22,3,1172,727,635,76,12,4,296,149,927,457,290,127,53,620,136,136,0,484,483,1,601,328,273,229,44,1554,398,743,114,225,0,57,17,1473,165,107,433,762,6,949,691,258,144,144,0
"E02001364",5203,125,39,0,39,86,43,33,7,3,686,402,344,40,7,11,158,126,529,279,168,69,13,378,121,121,0,257,254,3,364,206,158,132,26,1105,220,592,70,141,1,46,35,1133,152,112,250,619,0,815,612,203,68,68,0
"E02001365",8950,330,93,0,93,237,103,106,28,0,1262,709,582,65,62,0,317,236,1159,625,345,139,50,670,135,135,0,535,535,0,779,448,331,276,55,1765,411,845,123,232,3,109,42,1649,287,172,464,716,10,1064,662,402,272,272,0
"E02001366",8912,462,85,0,85,377,236,112,20,9,1617,1045,874,86,82,3,329,243,1273,755,316,130,72,809,171,170,1,638,635,3,764,402,362,327,35,1533,418,606,141,272,1,83,12,1423,174,108,555,583,3,880,542,338,151,151,0
"E02001367",9296,1155,299,0,299,856,416,299,121,20,2528,1561,1235,187,115,24,629,338,1249,768,323,99,59,1333,412,412,0,921,911,10,683,331,352,320,32,1018,237,364,80,210,0,82,45,972,108,84,392,387,1,247,167,80,111,111,0
"E02001368",5771,193,41,0,41,152,93,36,23,0,618,370,309,28,23,10,155,93,617,375,169,60,13,346,110,110,0,236,236,0,409,227,182,167,15,1107,214,435,72,300,2,64,20,1511,150,133,281,942,5,875,653,222,95,95,0
"E02001369",7637,392,43,0,43,349,244,69,28,8,859,532,458,42,21,11,225,102,713,394,248,50,21,419,103,102,1,316,316,0,641,392,249,207,42,1411,303,576,109,303,0,88,32,1851,171,187,408,1077,8,995,737,258,356,356,0
"E02001370",6155,135,29,0,29,106,87,12,5,2,665,395,360,18,17,0,182,88,591,333,146,93,19,415,120,120,0,295,294,1,452,245,207,177,30,1145,268,560,65,163,5,58,26,1464,165,159,280,858,2,1136,864,272,152,152,0
"E02001371",7347,302,97,0,97,205,135,62,4,4,1188,804,730,27,36,11,245,139,778,443,218,72,45,685,181,176,5,504,499,5,652,414,238,217,21,1613,435,679,106,248,3,107,35,1244,179,119,389,551,6,758,522,236,127,127,0
"E02001372",6014,451,94,0,94,357,171,157,29,0,1231,776,662,69,34,11,284,171,812,502,178,83,49,581,158,158,0,423,423,0,509,295,214,185,29,1006,240,467,80,148,3,55,13,916,86,88,388,351,3,458,298,160,50,50,0
"E02001373",9210,470,106,0,106,364,233,110,15,6,1720,1051,914,90,29,18,416,253,1309,739,352,153,65,797,142,141,1,655,655,0,773,386,387,342,45,1718,421,743,114,293,1,112,34,1514,231,96,506,680,1,769,498,271,140,140,0
"E02001374",8051,427,85,0,85,342,222,66,39,15,1197,819,645,77,88,9,234,144,862,482,260,94,26,740,152,152,0,588,588,0,614,418,196,159,37,1379,329,666,108,173,0,82,21,1265,167,122,363,611,2,1128,741,387,439,435,4
"E02001375",7100,418,103,0,103,315,162,131,17,5,1290,798,683,79,24,12,279,213,1006,630,234,103,39,572,116,112,4,456,454,2,635,314,321,272,49,1373,313,640,69,221,2,100,28,1217,145,125,376,567,4,535,317,218,54,51,3
"E02001376",8445,212,36,0,36,176,111,34,23,8,1082,725,646,37,29,13,224,133,753,402,212,124,15,571,163,163,0,408,406,2,616,364,252,219,33,1666,328,863,122,236,7,89,21,1602,185,199,303,912,3,1147,842,305,796,791,5
"E02001377",8525,503,57,0,57,446,360,58,27,1,774,546,483,8,53,2,140,88,529,287,139,88,15,406,97,97,0,309,309,0,487,300,187,161,26,1093,320,520,31,148,10,43,21,1164,186,88,208,680,2,882,680,202,2687,2686,1
"E02001378",7733,712,141,0,141,571,343,157,66,5,1626,1078,911,87,68,12,313,235,977,534,276,110,57,802,225,225,0,577,577,0,619,325,294,258,36,1256,279,589,77,163,8,107,33,1098,139,117,404,434,4,521,340,181,122,122,0
"E02001380",7519,997,223,0,223,774,488,197,78,11,2190,1390,1158,150,65,17,496,304,1109,648,280,95,86,832,236,236,0,596,596,0,594,246,348,304,44,895,238,309,85,139,0,94,30,659,62,59,289,248,1,190,123,67,53,53,0
"E02001381",9280,558,115,0,115,443,301,106,33,3,1497,1025,837,63,107,18,312,160,915,514,285,85,31,687,171,171,0,516,513,3,819,497,322,277,45,1578,409,757,75,213,4,64,56,1271,215,144,305,602,5,968,660,308,987,983,4
"E02001382",7093,1151,242,0,242,909,496,304,94,15,2086,1299,1006,199,79,15,489,298,1046,670,243,68,65,771,262,262,0,509,507,2,577,252,325,288,37,678,157,251,49,118,0,66,37,559,57,49,274,178,1,137,87,50,88,88,0
"E02001383",7125,607,58,2,56,549,378,109,52,10,1211,890,659,66,156,9,214,107,473,273,108,82,10,364,138,136,2,226,221,5,422,213,209,196,13,894,260,453,17,95,0,32,37,672,129,64,91,387,1,965,672,293,1517,1517,0
"E02001384",10739,548,69,0,69,479,291,126,60,2,1379,949,791,66,58,34,256,174,817,489,198,98,32,565,150,150,0,415,413,2,532,321,211,180,31,1143,374,472,55,143,0,49,50,830,212,59,215,344,0,693,493,200,4232,4229,3
"E02001385",8106,376,40,0,40,336,204,80,39,13,863,636,512,29,89,6,150,77,584,340,142,86,16,901,256,256,0,645,642,3,455,243,212,191,21,1221,280,627,76,169,1,46,22,963,154,98,177,524,10,2122,1691,431,621,617,4
"E02001386",7518,292,103,6,97,189,117,55,15,2,972,506,440,37,28,1,283,183,904,503,286,70,45,586,119,119,0,467,464,3,818,467,351,297,54,1576,480,655,96,237,9,74,25,1550,160,190,454,743,3,722,525,197,98,98,0
"E02001387",7955,1938,364,0,364,1574,943,290,324,17,2563,1832,1482,129,166,55,496,235,854,541,202,55,56,898,298,298,0,600,597,3,436,239,197,181,16,565,151,229,27,65,3,62,28,381,55,37,170,116,3,97,67,30,223,222,1
"E02001388",8802,1096,145,0,145,951,654,215,69,13,1967,1465,1235,98,118,14,334,168,860,502,248,76,34,505,171,162,9,334,331,3,469,273,196,148,48,768,219,307,26,76,10,66,64,548,99,48,211,185,5,233,172,61,2356,2356,0
"E02001389",5919,823,102,0,102,721,507,124,81,9,1364,1085,806,78,178,23,193,86,489,291,140,50,8,472,148,148,0,324,318,6,367,196,171,154,17,759,162,407,36,67,0,60,27,497,103,54,118,221,1,670,494,176,478,478,0
"E02001390",8689,400,76,6,70,324,205,100,19,0,1078,711,616,38,48,9,246,121,722,391,214,99,18,653,177,176,1,476,476,0,693,389,304,264,40,1708,393,853,100,216,0,90,56,1719,241,137,336,998,7,1391,1044,347,325,320,5
"E02001391",5887,166,55,0,55,111,67,30,14,0,777,438,374,30,25,9,209,130,629,370,159,57,43,415,99,99,0,316,316,0,585,337,248,201,47,1423,400,588,101,195,4,90,45,1210,163,106,408,526,7,595,423,172,87,87,0
"E02001392",5699,1101,248,5,243,853,472,171,175,35,1636,1082,815,126,94,47,340,214,757,455,207,58,37,746,315,313,2,431,431,0,435,235,200,183,17,525,144,177,22,95,1,65,21,330,46,36,135,113,0,122,80,42,47,47,0
"E02001393",7203,2081,346,8,338,1735,877,292,510,56,2321,1540,1136,150,221,33,551,230,627,464,100,37,26,1146,595,586,9,551,551,0,254,111,143,117,26,417,108,132,25,66,0,70,16,172,19,13,94,46,0,105,65,40,80,80,0
"E02001394",8158,1550,196,2,194,1354,957,201,176,20,2239,1666,1271,153,210,32,387,186,783,475,209,79,20,664,206,206,0,458,448,10,448,261,187,135,52,723,140,352,50,95,0,46,40,535,91,50,159,230,5,446,294,152,770,770,0
"E02001395",6056,1032,216,0,216,816,509,217,76,14,1836,1331,1122,126,66,17,301,204,915,600,206,53,56,511,167,167,0,344,342,2,447,195,252,225,27,593,165,200,55,95,2,46,30,446,58,36,197,153,2,157,101,56,119,119,0
"E02001396",7973,823,123,2,121,700,433,181,78,8,1562,987,846,67,63,11,385,190,944,583,226,101,34,590,129,129,0,461,461,0,579,316,263,236,27,1262,348,523,83,216,0,56,36,1186,164,129,279,608,6,699,496,203,328,328,0
"E02001397",7606,1102,226,7,219,876,498,179,188,11,1851,1218,985,118,88,27,384,249,1045,614,290,91,50,718,246,246,0,472,468,4,570,287,283,245,38,993,225,414,73,170,5,82,24,886,94,93,347,344,8,367,229,138,74,71,3
"E02001398",7286,1304,155,0,155,1149,725,252,144,28,1951,1396,1138,101,149,8,357,198,801,485,224,81,11,655,222,222,0,433,433,0,427,235,192,166,26,901,221,393,80,95,2,70,40,588,75,29,188,295,1,337,229,108,322,321,1
"E02001399",7188,1362,276,4,272,1086,671,294,115,6,2094,1419,1160,140,98,21,393,282,964,606,248,65,45,733,225,225,0,508,506,2,644,307,337,298,39,713,158,290,34,106,0,78,47,474,76,15,205,173,5,108,75,33,96,96,0
"E02001400",6525,643,137,0,137,506,290,139,70,7,1379,840,683,81,66,10,340,199,912,511,276,71,54,591,189,188,1,402,402,0,577,276,301,245,56,1122,305,466,95,150,0,59,47,922,106,52,299,463,2,313,196,117,66,66,0
"E02001401",7813,899,217,0,217,682,420,174,76,12,1975,1290,1039,143,88,20,427,258,1107,655,310,76,66,773,257,254,3,516,511,5,890,417,473,348,125,1079,286,375,86,194,0,100,38,803,83,81,322,311,6,230,142,88,57,57,0
"E02001402",8241,1970,364,0,364,1606,939,328,319,20,2483,1744,1366,193,161,24,423,316,942,562,268,67,45,755,266,266,0,489,489,0,521,288,233,212,21,714,160,271,83,114,0,62,24,511,69,31,222,189,0,204,108,96,141,141,0
"E02001403",6010,368,53,0,53,315,176,102,33,4,996,623,524,54,39,6,219,154,769,444,241,60,24,439,109,109,0,330,329,1,536,268,268,214,54,1194,318,473,133,167,8,62,33,1080,132,87,301,549,11,529,338,191,99,99,0
"E02001404",7229,257,80,0,80,177,106,60,9,2,926,526,477,23,25,1,283,117,877,482,286,73,36,429,108,108,0,321,321,0,904,484,420,270,150,1537,324,662,172,243,4,99,33,1512,162,165,422,743,20,688,466,222,99,98,1
"E02001405",9574,246,70,0,70,176,105,45,25,1,934,468,382,42,35,9,278,188,952,520,263,131,38,585,164,164,0,421,419,2,976,543,433,291,142,2569,636,982,265,474,8,167,37,1890,164,161,456,1092,17,1288,906,382,134,134,0
"E02006932",5312,657,61,0,61,596,425,100,52,19,899,628,485,63,65,15,195,76,426,230,139,45,12,162,48,48,0,114,114,0,230,168,62,54,8,311,105,142,9,29,0,20,6,309,105,24,54,126,0,216,161,55,2102,2102,0
"E02006933",5383,1001,125,0,125,876,604,136,110,26,1228,779,581,94,82,22,310,139,524,299,143,60,22,291,95,95,0,196,194,2,348,230,118,104,14,482,112,245,29,53,0,28,15,422,94,44,88,195,1,343,256,87,744,744,0
"E02006934",4367,1024,130,6,124,894,604,187,85,18,1162,739,544,108,67,20,317,106,544,376,131,31,6,246,97,97,0,149,149,0,143,95,48,48,0,217,63,100,7,26,0,19,2,191,66,10,43,72,0,140,111,29,700,700,0
