"GeographyCode","QS612EW0001","QS612EW0002","QS612EW0003","QS612EW0004","QS612EW0005","QS612EW0006","QS612EW0007","QS612EW0008","QS612EW0009","QS612EW0010","QS612EW0011","QS612EW0012"
"E00033040",216,124,92,6,18,10,5,2,2,12,23,14
"E00033041",181,134,47,2,4,3,6,1,4,7,12,8
"E00033042",190,125,65,0,14,7,4,3,1,8,14,14
"E00033043",197,149,48,1,9,7,2,1,4,10,9,5
"E00033044",180,117,63,2,11,6,5,1,1,11,15,11
"E00033045",159,64,95,3,5,4,2,3,1,14,44,19
"E00033046",103,48,55,0,6,3,2,2,0,10,29,3
"E00033047",224,144,80,0,6,5,2,1,8,8,29,21
"E00033048",195,119,76,2,14,3,4,0,0,18,23,12
"E00033049",288,218,70,4,19,3,4,1,0,7,18,14
"E00033050",180,128,52,5,7,5,5,1,5,6,10,8
"E00033051",272,199,73,2,14,5,5,6,1,9,10,21
"E00033052",323,206,117,10,34,15,2,2,3,10,20,21
"E00033053",219,162,57,5,13,0,5,0,1,6,7,20
"E00033054",118,66,52,5,4,5,3,2,4,9,10,10
"E00033055",190,133,57,4,8,4,9,4,0,6,12,10
"E00033056",206,166,40,1,7,3,3,2,0,5,16,3
"E00033057",218,155,63,1,6,6,3,1,0,13,19,14
"E00033059",196,122,74,0,11,6,3,3,3,9,24,15
"E00033060",140,76,64,1,4,4,6,3,2,11,26,7
"E00033061",169,110,59,1,11,4,5,1,1,7,14,15
"E00033062",191,116,75,3,7,4,3,2,4,12,24,16
"E00033063",203,132,71,0,10,8,2,6,3,11,21,10
"E00033064",173,130,43,0,4,4,4,2,3,4,8,14
"E00033065",213,155,58,3,5,5,3,2,0,6,16,18
"E00033066",214,163,51,2,5,2,0,2,4,3,21,12
"E00033067",242,176,66,2,15,5,6,2,3,8,10,15
"E00033068",305,233,72,5,15,11,2,5,2,7,12,13
"E00033069",222,164,58,6,3,9,4,1,1,4,17,13
"E00033070",248,131,117,4,14,7,5,6,7,16,21,37
"E00033071",235,173,62,2,16,2,0,2,1,7,17,15
"E00033072",285,173,112,7,14,7,3,5,3,7,24,42
"E00033073",225,162,63,6,11,4,5,1,1,3,19,13
"E00033074",247,126,121,8,12,9,9,9,1,14,35,24
"E00033075",216,88,128,2,9,3,4,2,5,12,48,43
"E00033076",242,141,101,1,7,4,5,2,8,13,34,27
"E00033077",246,161,85,6,18,6,2,5,1,8,22,17
"E00033078",234,130,104,2,10,7,4,6,6,22,23,24
"E00033079",185,121,64,4,5,5,2,2,1,7,25,13
"E00033080",148,50,98,7,6,7,1,8,3,18,33,15
"E00033081",179,127,52,5,13,7,0,1,0,4,17,5
"E00033082",234,149,85,3,15,4,2,4,4,4,33,16
"E00033083",272,182,90,4,6,8,6,4,2,12,23,25
"E00033084",222,120,102,1,10,12,5,0,3,12,41,18
"E00033085",242,141,101,4,11,8,8,4,4,14,29,19
"E00033086",173,100,73,2,7,2,6,3,2,13,30,8
"E00033087",297,190,107,2,11,3,5,5,5,11,24,41
"E00033088",182,107,75,4,8,7,2,2,0,11,22,19
"E00033089",223,131,92,4,10,3,3,5,5,3,35,24
"E00033090",287,178,109,2,13,1,1,2,4,12,43,31
"E00033091",248,167,81,2,9,2,3,3,3,7,35,17
"E00033092",223,152,71,3,10,5,3,4,1,9,25,11
"E00033093",279,193,86,3,4,4,3,1,2,13,33,23
"E00033094",247,142,105,2,7,11,4,2,6,18,40,15
"E00033095",349,234,115,1,12,11,9,1,2,10,24,45
"E00033096",174,109,65,3,8,4,2,3,2,13,22,8
"E00033097",198,109,89,2,7,8,3,2,3,16,23,25
"E00033098",203,116,87,1,8,8,6,3,6,14,28,13
"E00033099",90,47,43,0,3,4,0,1,3,5,13,14
"E00033100",216,121,95,0,5,7,5,1,4,9,45,19
"E00033101",153,95,58,2,7,7,3,1,2,12,20,4
"E00033102",336,222,114,7,17,11,9,5,3,18,27,17
"E00033103",228,103,125,2,12,7,3,4,2,16,38,41
"E00033104",195,101,94,1,8,9,3,2,1,14,28,28
"E00033105",219,134,85,2,7,4,4,2,4,15,32,15
"E00033106",213,119,94,2,9,13,4,2,2,17,30,15
"E00033107",275,202,73,1,12,5,3,3,2,12,15,20
"E00033108",230,152,78,2,7,1,0,3,1,6,26,32
"E00033109",240,146,94,1,16,8,2,2,2,14,34,15
"E00033110",261,155,106,1,15,10,7,5,2,13,38,15
"E00033112",236,163,73,1,6,9,8,4,2,13,14,16
"E00033113",194,128,66,4,6,9,8,6,1,9,11,12
"E00033114",236,145,91,4,5,7,0,4,4,12,32,23
"E00033115",102,62,40,0,5,0,3,2,4,3,20,3
"E00033116",100,40,60,1,6,5,5,2,4,7,21,9
"E00033117",271,162,109,1,11,8,5,8,6,14,37,19
"E00033118",251,164,87,3,13,4,3,5,7,12,22,18
"E00033119",181,127,54,1,7,5,2,1,1,9,17,11
"E00033120",218,154,64,1,5,11,3,1,5,10,15,13
"E00033121",140,69,71,3,6,4,1,3,3,17,29,5
"E00033122",190,115,75,3,4,4,1,6,5,16,24,12
"E00033123",162,99,63,1,6,6,5,1,3,14,25,2
"E00033124",239,163,76,2,5,2,4,4,4,11,29,15
"E00033125",148,79,69,5,3,6,0,3,4,11,20,17
"E00033126",184,116,68,3,8,5,0,0,2,11,25,14
"E00033127",363,217,146,0,11,5,2,8,4,8,35,73
"E00033128",206,117,89,2,10,6,2,0,1,9,35,24
"E00033129",172,104,68,3,8,7,3,0,1,13,25,8
"E00033130",275,185,90,3,18,7,6,1,0,12,20,23
"E00033131",187,99,88,4,6,8,5,4,1,4,36,20
"E00033132",332,221,111,4,13,8,5,2,1,10,30,38
"E00033133",250,98,152,3,7,7,3,0,6,18,54,54
"E00033134",145,62,83,5,9,7,2,2,4,8,16,30
"E00033135",307,177,130,1,13,12,7,4,5,17,32,39
"E00033136",151,76,75,6,7,5,6,3,3,9,16,20
"E00033137",223,79,144,2,9,10,13,5,4,14,27,60
"E00033138",138,47,91,3,3,11,3,5,5,16,22,23
"E00033139",198,95,103,3,10,5,2,3,6,17,30,27
"E00033140",147,99,48,1,5,3,4,1,1,10,12,11
"E00033141",145,94,51,0,10,7,4,1,3,6,12,8
"E00033142",201,126,75,4,8,1,5,0,2,5,27,23
"E00033143",174,99,75,3,9,8,7,2,7,9,8,22
"E00033144",152,83,69,2,7,7,2,1,3,8,12,27
"E00033145",211,137,74,1,12,5,5,2,2,7,25,15
"E00033146",217,125,92,3,17,5,2,1,4,11,22,27
"E00033147",231,162,69,4,12,5,2,5,2,7,16,16
"E00033148",181,120,61,0,7,5,2,1,0,8,17,21
"E00033149",166,81,85,1,15,1,7,1,4,15,19,22
"E00033150",226,110,116,6,18,8,8,3,2,19,19,33
"E00033151",190,67,123,4,15,11,4,8,5,9,27,40
"E00033152",243,114,129,5,26,8,4,8,4,11,28,35
"E00033153",270,154,116,4,12,1,7,4,2,16,37,33
"E00033154",133,48,85,3,9,10,1,4,6,7,21,24
"E00033155",198,91,107,2,14,10,8,3,2,14,30,24
"E00033156",191,91,100,1,9,6,4,3,4,7,38,28
"E00033157",232,116,116,5,19,13,6,4,1,14,21,33
"E00033158",213,113,100,6,15,12,3,2,5,15,18,24
"E00033159",125,49,76,1,6,7,5,4,6,3,20,24
"E00033160",264,109,155,4,28,7,6,6,6,11,37,50
"E00033161",206,112,94,3,11,4,4,1,0,8,28,35
"E00033162",213,88,125,4,14,14,4,1,2,9,15,62
"E00033163",234,112,122,9,13,9,10,2,4,7,21,47
"E00033164",272,185,87,1,9,7,4,0,1,10,22,33
"E00033165",114,44,70,0,2,6,2,3,2,10,27,18
"E00033166",114,49,65,0,2,5,2,4,3,10,22,17
"E00033167",231,150,81,5,9,6,4,1,2,12,24,18
"E00033168",212,132,80,4,6,3,4,1,3,7,37,15
"E00033169",236,155,81,4,13,5,2,4,4,8,20,21
"E00033170",282,194,88,5,8,4,4,1,1,8,30,27
"E00033171",272,184,88,4,7,3,6,4,5,12,30,17
"E00033172",199,59,140,7,12,2,7,2,2,13,31,64
"E00033173",246,155,91,4,9,5,5,1,2,12,33,20
"E00033174",209,99,110,1,3,7,3,3,4,12,44,33
"E00033175",201,106,95,4,8,6,2,2,4,10,29,30
"E00033176",184,92,92,8,4,5,2,3,3,13,22,32
"E00033177",217,131,86,3,12,6,6,4,3,8,27,17
"E00033178",129,73,56,2,3,3,1,2,3,5,18,19
"E00033179",233,113,120,2,11,5,4,2,4,13,41,38
"E00033181",372,182,190,21,60,8,18,5,3,15,11,49
"E00033182",319,165,154,14,44,7,6,1,2,12,19,49
"E00033183",551,238,313,38,112,34,12,6,5,8,18,80
"E00033185",300,144,156,23,51,19,10,3,2,6,12,30
"E00033186",290,159,131,10,47,12,12,6,0,4,7,33
"E00033187",208,141,67,3,11,5,2,4,2,6,13,21
"E00033188",288,169,119,8,30,24,11,2,1,8,6,29
"E00033189",365,147,218,9,20,10,4,7,5,17,37,109
"E00033190",370,166,204,11,21,16,7,8,7,16,20,98
"E00033191",413,157,256,29,98,26,25,4,2,5,12,55
"E00033192",394,123,271,43,97,30,21,7,4,6,2,61
"E00033193",287,161,126,11,36,15,8,3,2,5,10,36
"E00033194",308,146,162,16,51,13,11,3,3,4,14,47
"E00033195",213,130,83,5,22,6,3,6,1,5,14,21
"E00033196",219,121,98,6,19,3,3,3,5,8,17,34
"E00033197",286,128,158,1,17,4,3,5,3,23,66,36
"E00033198",341,179,162,16,56,19,9,5,2,9,10,36
"E00033199",142,59,83,0,7,1,3,0,4,11,40,17
"E00033200",216,94,122,6,21,13,9,3,1,12,24,33
"E00033201",207,124,83,8,26,14,7,1,1,6,8,12
"E00033202",281,139,142,11,50,18,11,1,1,6,8,36
"E00033203",202,122,80,6,19,12,8,2,3,6,13,11
"E00033204",223,143,80,7,24,6,4,5,1,2,12,19
"E00033206",530,151,379,42,156,12,9,6,1,5,17,131
"E00033207",228,89,139,8,14,14,5,3,1,13,20,61
"E00033208",200,84,116,3,15,3,1,2,0,5,15,72
"E00033209",245,74,171,4,11,7,12,6,2,13,42,74
"E00033210",213,91,122,4,14,10,4,4,2,12,7,65
"E00033211",259,111,148,2,17,9,3,6,6,12,20,73
"E00033212",206,85,121,1,10,8,3,2,5,8,24,60
"E00033213",359,150,209,30,78,24,14,3,4,8,6,42
"E00033214",382,160,222,24,33,17,10,1,5,17,22,93
"E00033215",236,113,123,13,15,3,8,1,5,11,15,52
"E00033216",209,122,87,8,17,6,5,2,2,12,18,17
"E00033217",251,155,96,7,25,14,4,6,2,12,11,15
"E00033218",235,157,78,5,13,7,3,1,5,6,15,23
"E00033219",342,175,167,18,47,14,9,5,6,9,26,33
"E00033220",360,143,217,27,100,24,13,6,0,5,11,31
"E00033221",233,106,127,10,32,17,7,1,5,10,11,34
"E00033222",124,34,90,2,4,2,3,3,1,23,40,12
"E00033223",226,132,94,7,21,4,2,5,4,6,10,35
"E00033224",207,68,139,2,11,11,3,3,4,9,58,38
"E00033225",224,79,145,1,15,6,4,4,3,10,30,72
"E00033226",306,110,196,6,16,8,11,3,5,17,58,72
"E00033227",193,84,109,4,8,4,3,3,4,8,44,31
"E00033228",251,90,161,5,18,9,4,2,5,19,61,38
"E00033229",240,120,120,3,16,8,5,3,2,20,42,21
"E00033230",221,129,92,3,8,8,2,4,2,14,37,14
"E00033231",154,64,90,1,11,6,8,4,3,7,29,21
"E00033235",171,65,106,4,11,4,6,3,4,13,30,31
"E00033237",203,56,147,5,10,4,7,3,3,12,57,46
"E00033238",352,160,192,4,14,9,5,5,6,14,72,63
"E00033242",183,80,103,4,8,2,1,0,0,12,48,28
"E00033245",237,93,144,0,16,10,4,4,4,19,51,36
"E00033246",203,105,98,2,12,4,2,3,3,14,32,26
"E00033247",238,128,110,4,11,9,2,3,3,15,31,32
"E00033248",247,64,183,0,29,14,7,9,8,13,52,51
"E00033249",199,78,121,3,13,8,2,4,4,10,29,48
"E00033250",163,47,116,6,6,3,2,4,4,17,37,37
"E00033251",155,47,108,1,14,9,3,4,6,10,22,39
"E00033252",233,67,166,1,13,9,8,5,3,12,64,51
"E00033253",168,62,106,5,9,6,9,2,3,10,39,23
"E00033254",276,133,143,1,9,9,9,6,4,14,43,48
"E00033255",206,97,109,4,7,5,6,6,5,10,40,26
"E00033256",160,79,81,1,7,9,6,6,2,10,25,15
"E00033257",251,125,126,6,10,6,6,2,5,11,60,20
"E00033258",224,60,164,3,9,3,8,2,5,15,57,62
"E00033259",108,52,56,1,3,4,2,0,2,5,16,23
"E00033260",184,100,84,4,9,2,4,4,2,11,21,27
"E00033261",195,89,106,3,17,8,2,1,5,8,30,32
"E00033262",126,48,78,2,9,5,3,5,3,7,21,23
"E00033263",119,54,65,9,4,12,1,3,4,3,10,19
"E00033264",197,72,125,1,13,9,3,5,0,12,56,26
"E00033265",215,108,107,2,10,9,4,2,2,9,30,39
"E00033266",242,139,103,3,11,6,2,1,6,13,34,27
"E00033267",157,80,77,1,10,3,4,5,1,17,22,14
"E00033268",225,144,81,4,10,8,7,1,4,11,21,15
"E00033269",139,69,70,1,6,6,2,1,2,10,26,16
"E00033270",256,162,94,2,6,7,5,2,2,11,26,33
"E00033271",295,212,83,3,6,2,2,5,1,9,32,23
"E00033272",220,148,72,4,11,7,5,1,6,2,26,10
"E00033274",188,101,87,4,6,6,2,2,4,8,23,32
"E00033275",199,118,81,2,10,3,3,3,3,11,29,17
"E00033276",178,101,77,1,16,4,4,0,3,9,24,16
"E00033277",153,73,80,1,5,9,3,4,1,6,33,18
"E00033278",160,98,62,4,6,2,5,6,3,5,18,13
"E00033279",201,112,89,1,9,3,5,1,6,18,29,17
"E00033281",229,147,82,2,10,7,4,2,4,11,20,22
"E00033282",215,120,95,2,11,5,7,3,1,10,30,26
"E00033283",205,117,88,0,11,9,4,1,1,16,28,18
"E00033284",210,70,140,15,11,12,11,1,3,9,28,50
"E00033285",218,132,86,3,10,7,3,2,2,15,29,15
"E00033286",130,52,78,2,10,4,4,2,0,4,36,16
"E00033287",221,153,68,3,11,5,0,5,2,10,15,17
"E00033288",237,167,70,3,18,7,3,0,3,8,15,13
"E00033289",187,137,50,5,7,3,2,3,2,4,12,12
"E00033290",222,128,94,1,8,3,2,6,2,12,20,40
"E00033291",349,249,100,2,12,9,3,6,4,9,24,31
"E00033292",166,105,61,0,5,11,3,2,3,7,25,5
"E00033293",221,114,107,2,14,11,10,2,2,16,25,25
"E00033294",174,106,68,1,6,4,4,1,3,9,21,19
"E00033295",198,140,58,3,3,0,4,5,1,6,21,15
"E00033296",195,133,62,4,4,2,3,2,1,6,23,17
"E00033297",241,115,126,0,14,5,4,3,7,13,31,49
"E00033298",220,109,111,2,10,5,4,4,1,17,36,32
"E00033299",219,114,105,1,14,7,8,2,2,11,34,26
"E00033300",181,88,93,4,11,6,7,6,3,8,28,20
"E00033301",205,114,91,6,11,5,2,3,4,6,27,27
"E00033302",159,73,86,1,7,4,2,1,3,9,31,28
"E00033304",187,104,83,3,9,7,3,4,1,8,28,20
"E00033305",202,116,86,3,10,3,0,2,6,8,34,20
"E00033306",212,103,109,0,9,8,3,2,8,10,39,30
"E00033307",207,107,100,1,7,8,2,3,0,14,29,36
"E00033308",203,116,87,3,10,4,3,3,2,15,19,28
"E00033309",224,104,120,1,11,5,7,2,2,25,48,19
"E00033310",223,104,119,1,7,18,10,4,8,8,36,27
"E00033312",203,95,108,6,11,5,7,1,2,9,46,21
"E00033313",244,125,119,4,9,6,11,0,5,19,29,36
"E00033314",231,149,82,1,4,3,5,1,2,7,32,27
"E00033315",250,135,115,2,5,4,4,6,3,10,37,44
"E00033316",229,164,65,2,7,4,4,3,3,11,21,10
"E00033317",287,201,86,5,10,4,3,4,2,15,28,15
"E00033318",262,142,120,6,15,6,2,2,3,16,42,28
"E00033319",315,216,99,5,6,12,8,4,3,23,20,18
"E00033320",220,147,73,4,8,6,4,3,4,15,19,10
"E00033322",227,158,69,4,4,5,3,5,3,12,21,12
"E00033323",213,147,66,2,6,6,2,3,3,13,18,13
"E00033324",226,164,62,1,9,6,3,2,5,10,11,15
"E00033326",207,138,69,3,2,4,7,3,3,16,19,12
"E00033327",216,147,69,4,2,9,3,2,3,19,13,14
"E00033328",197,86,111,7,8,5,8,3,3,19,35,23
"E00033329",239,159,80,3,5,6,8,3,3,8,24,20
"E00033330",225,154,71,2,6,3,2,4,1,12,27,14
"E00033331",223,135,88,4,9,7,3,3,3,16,28,15
"E00033332",244,170,74,2,10,7,3,7,3,8,12,22
"E00033333",237,157,80,2,15,4,3,5,6,12,22,11
"E00033334",218,149,69,5,9,6,8,3,1,7,19,11
"E00033335",201,131,70,1,7,8,3,3,9,14,16,9
"E00033336",237,158,79,4,12,4,5,2,3,15,21,13
"E00033337",142,97,45,1,6,1,2,4,1,6,11,13
"E00033338",197,132,65,1,5,4,4,2,1,8,20,20
"E00033339",260,162,98,4,12,15,4,7,1,8,17,30
"E00033340",221,166,55,3,8,3,5,1,6,7,9,13
"E00033341",230,156,74,2,10,7,4,1,4,8,21,17
"E00033342",239,158,81,5,10,6,7,1,2,16,22,12
"E00033343",201,155,46,3,5,8,1,6,0,4,10,9
"E00033344",245,161,84,9,14,2,6,4,2,14,21,12
"E00033345",279,198,81,2,16,5,2,2,5,7,24,18
"E00033346",217,136,81,3,18,11,5,3,3,3,21,14
"E00033347",230,162,68,4,7,6,5,3,1,8,18,16
"E00033348",200,135,65,2,7,7,6,5,3,3,17,15
"E00033349",210,118,92,2,10,4,7,5,6,22,22,14
"E00033350",233,148,85,3,9,7,5,5,6,10,27,13
"E00033351",211,106,105,8,12,7,2,0,0,16,38,22
"E00033352",188,129,59,4,4,8,0,2,1,11,13,16
"E00033353",195,130,65,3,7,3,5,2,4,7,23,11
"E00033354",177,73,104,1,9,10,7,4,3,15,36,19
"E00033355",214,154,60,2,10,2,6,2,1,10,16,11
"E00033356",257,158,99,5,10,4,2,3,6,13,25,31
"E00033357",200,105,95,1,15,5,7,3,5,9,29,21
"E00033358",158,84,74,1,5,5,4,1,3,5,22,28
"E00033359",241,155,86,5,4,3,2,2,3,10,40,17
"E00033360",258,151,107,2,10,5,3,4,3,21,38,21
"E00033361",314,236,78,3,7,6,3,2,2,7,29,19
"E00033362",196,148,48,0,7,4,3,4,1,11,8,10
"E00033363",149,115,34,1,4,4,4,1,2,3,9,6
"E00033364",264,185,79,1,11,4,8,2,3,11,20,19
"E00033365",327,246,81,5,10,6,1,3,4,12,14,26
"E00033366",216,165,51,1,7,3,4,1,1,10,17,7
"E00033367",272,172,100,8,22,17,6,3,0,10,10,24
"E00033368",197,143,54,4,4,11,1,4,0,6,9,15
"E00033369",286,205,81,3,16,8,5,2,5,9,12,21
"E00033370",196,124,72,1,11,13,1,1,3,10,19,13
"E00033371",220,160,60,2,9,8,6,3,2,4,15,11
"E00033372",224,149,75,1,10,7,4,3,4,8,15,23
"E00033373",361,237,124,4,14,4,10,2,2,20,40,28
"E00033374",204,148,56,4,8,4,0,2,3,7,21,7
"E00033375",253,149,104,3,14,10,4,3,3,21,25,21
"E00033376",195,125,70,1,10,4,5,1,5,15,22,7
"E00033377",235,169,66,6,9,4,6,2,4,8,13,14
"E00033378",253,172,81,0,10,2,8,3,6,15,25,12
"E00033379",204,145,59,1,8,4,1,3,2,10,15,15
"E00033380",188,139,49,4,7,3,2,1,2,6,14,10
"E00033381",138,72,66,1,5,6,1,2,3,18,23,7
"E00033382",243,183,60,2,6,2,4,4,2,12,14,14
"E00033383",214,136,78,1,12,5,4,3,5,13,25,10
"E00033384",254,166,88,5,12,7,5,3,2,9,27,18
"E00033385",257,187,70,3,12,8,2,1,5,8,17,14
"E00033386",277,201,76,4,13,8,5,1,3,8,22,12
"E00033387",190,118,72,2,11,5,3,4,0,15,17,15
"E00033388",228,100,128,2,10,8,10,5,1,26,35,31
"E00033389",220,161,59,1,2,3,1,0,2,7,15,28
"E00033391",275,150,125,3,30,10,4,6,1,7,27,37
"E00033392",240,154,86,1,27,7,5,4,1,12,15,14
"E00033394",246,164,82,4,14,6,3,1,3,5,17,29
"E00033395",259,181,78,5,14,9,3,0,4,6,16,21
"E00033396",223,136,87,3,7,7,4,4,3,16,27,16
"E00033397",235,183,52,2,9,2,1,1,3,8,12,14
"E00033399",243,174,69,3,10,6,5,2,3,10,11,19
"E00033400",221,152,69,2,8,3,1,3,2,16,16,18
"E00033401",194,144,50,0,3,3,3,2,3,9,14,13
"E00033402",293,178,115,6,43,8,6,2,2,8,18,22
"E00033403",280,168,112,5,17,10,13,6,5,13,26,17
"E00033404",277,181,96,5,13,7,4,2,3,11,31,20
"E00033405",237,151,86,5,12,7,9,4,3,11,15,20
"E00033406",234,162,72,6,14,5,2,4,3,12,9,17
"E00033407",277,186,91,5,28,12,3,4,2,4,13,20
"E00033408",275,170,105,7,23,7,9,3,5,13,17,21
"E00033409",185,105,80,3,6,4,6,2,5,16,26,12
"E00033410",246,163,83,9,20,9,6,4,4,2,13,16
"E00033411",253,169,84,4,15,9,5,2,3,17,16,13
"E00033412",276,198,78,7,12,4,5,0,1,5,22,22
"E00033413",202,122,80,4,17,9,6,4,3,5,18,14
"E00033414",257,184,73,0,19,9,5,2,0,8,10,20
"E00033415",204,140,64,4,9,6,2,1,1,11,17,13
"E00033416",293,209,84,4,31,9,6,3,1,10,4,16
"E00033417",280,195,85,3,15,6,6,2,6,7,22,18
"E00033418",316,212,104,4,14,7,6,5,5,18,24,21
"E00033419",230,158,72,3,4,9,6,3,2,9,23,13
"E00033420",331,204,127,11,38,14,9,2,0,13,17,23
"E00033421",245,150,95,3,10,11,4,2,3,9,19,34
"E00033422",365,228,137,2,25,9,7,10,7,17,27,33
"E00033423",264,191,73,3,18,12,7,1,4,6,11,11
"E00033424",245,186,59,7,17,3,4,1,1,8,13,5
"E00033425",193,156,37,2,10,1,4,0,0,3,9,8
"E00033426",256,169,87,3,12,5,0,2,2,16,22,25
"E00033427",179,104,75,1,8,8,3,3,2,15,23,12
"E00033428",219,132,87,1,8,5,8,4,1,12,24,24
"E00033432",222,108,114,2,9,6,4,2,2,9,38,42
"E00033435",228,131,97,5,5,6,5,2,1,8,43,22
"E00033436",209,107,102,1,9,6,5,1,8,17,27,28
"E00033437",197,103,94,0,12,6,2,2,1,8,35,28
"E00033438",232,133,99,3,7,9,9,1,2,14,27,27
"E00033439",282,147,135,5,9,10,6,1,1,17,51,35
"E00033440",223,80,143,3,13,11,9,3,5,14,46,39
"E00033441",211,87,124,2,19,6,8,6,5,9,41,28
"E00033442",249,128,121,4,10,7,5,4,4,12,37,38
"E00033443",113,62,51,3,5,0,1,0,1,5,27,9
"E00033444",177,85,92,1,10,4,2,2,3,11,32,27
"E00033445",190,119,71,1,10,4,3,3,0,4,33,13
"E00033446",213,117,96,3,6,3,4,1,3,10,42,24
"E00033447",106,42,64,0,4,4,2,0,0,10,29,15
"E00033448",223,127,96,2,12,4,5,4,4,11,25,29
"E00033449",221,117,104,2,10,6,7,1,4,9,41,24
"E00033450",230,148,82,3,2,13,5,2,5,6,31,15
"E00033451",165,88,77,0,4,4,6,5,3,8,22,25
"E00033452",180,98,82,2,4,6,2,2,0,12,38,16
"E00033453",121,77,44,1,4,5,2,0,1,6,12,13
"E00033454",351,231,120,1,9,7,5,7,9,22,34,26
"E00033455",168,76,92,1,8,4,12,2,1,23,25,16
"E00033456",262,150,112,1,12,7,3,4,4,12,42,27
"E00033457",145,59,86,2,15,4,1,4,1,13,27,19
"E00033458",156,63,93,1,5,4,5,3,5,8,16,46
"E00033459",185,87,98,1,6,7,4,5,2,5,45,23
"E00033460",142,92,50,2,3,5,3,1,2,7,7,20
"E00033462",152,52,100,2,7,5,4,1,2,14,37,28
"E00033463",166,75,91,1,7,4,2,1,2,10,32,32
"E00033464",210,105,105,0,9,8,4,7,0,18,39,20
"E00033466",200,101,99,3,12,6,2,2,2,14,35,23
"E00033468",213,126,87,1,4,5,4,0,2,14,36,21
"E00033470",231,123,108,4,15,6,6,2,4,5,40,26
"E00033471",201,115,86,1,5,5,6,1,2,18,27,21
"E00033472",167,80,87,2,12,7,4,4,0,11,28,19
"E00033473",207,103,104,1,6,5,2,2,3,14,42,29
"E00033474",177,82,95,2,12,6,9,4,4,10,28,20
"E00033475",213,99,114,2,15,10,3,4,5,16,32,27
"E00033476",192,101,91,1,12,4,1,1,3,13,45,11
"E00033477",136,76,60,4,10,4,0,4,1,9,17,11
"E00033478",189,112,77,1,7,5,2,1,1,6,32,22
"E00033479",284,176,108,0,6,4,6,4,4,14,45,25
"E00033480",227,145,82,3,8,6,6,4,1,14,26,14
"E00033481",268,145,123,4,12,4,3,4,5,14,39,38
"E00033482",212,113,99,1,9,5,4,4,1,14,42,19
"E00033483",238,142,96,2,8,4,7,2,3,13,33,24
"E00033484",226,134,92,3,10,6,3,1,4,10,33,22
"E00033485",227,118,109,6,18,8,7,6,3,14,27,20
"E00033486",267,163,104,2,8,15,2,1,3,16,34,23
"E00033487",177,71,106,0,7,10,2,4,2,6,54,21
