"GeographyCode","QS411EW0001","QS411EW0002","QS411EW0003","QS411EW0004","QS411EW0005","QS411EW0006","QS411EW0007"
"E01006800",679,0,8,166,365,120,20
"E01006801",609,0,2,166,304,116,21
"E01032505",563,0,15,199,214,108,27
"E01032506",656,6,57,188,337,50,18
"E01032507",666,1,34,120,373,114,24
"E01032508",847,5,162,234,392,38,16
"E01032509",665,0,7,295,341,12,10
"E01032510",776,0,19,257,452,44,4
"E01032511",616,1,68,160,337,39,11
"E01033747",496,0,107,139,203,25,22
"E01033748",772,1,27,639,96,8,1
"E01033749",1039,14,829,85,42,14,55
"E01033750",905,1,184,587,110,21,2
"E01033751",603,0,116,361,112,7,7
"E01033752",790,5,264,477,41,1,2
"E01033753",714,0,248,452,10,4,0
"E01033754",838,2,181,529,101,19,6
"E01033755",675,1,179,451,39,4,1
"E01033756",733,9,319,343,47,7,8
"E01033757",715,17,330,201,57,15,95
"E01033758",475,2,255,129,48,9,32
"E01033759",480,1,25,49,388,15,2
"E01033760",529,3,296,110,33,28,59
"E01033761",832,5,259,509,36,7,16
"E01033762",456,4,187,163,67,8,27
"E01033763",820,6,289,230,214,43,38
"E01033764",1172,2,226,409,446,85,4
"E01033765",659,2,58,319,217,56,7
"E01033766",424,0,14,90,208,82,30
"E01033767",562,1,45,365,117,30,4
"E01033768",835,8,487,243,54,26,17
