"GeographyCode","QS210EW0001","QS210EW0002","QS210EW0003","QS210EW0004","QS210EW0005","QS210EW0006","QS210EW0007","QS210EW0008","QS210EW0009","QS210EW0010","QS210EW0011","QS210EW0012","QS210EW0013","QS210EW0014","QS210EW0015","QS210EW0016","QS210EW0017","QS210EW0018","QS210EW0019","QS210EW0020","QS210EW0021","QS210EW0022","QS210EW0023","QS210EW0024","QS210EW0025","QS210EW0026","QS210EW0027","QS210EW0028","QS210EW0029","QS210EW0030","QS210EW0031","QS210EW0032","QS210EW0033","QS210EW0034","QS210EW0035","QS210EW0036","QS210EW0037","QS210EW0038","QS210EW0039","QS210EW0040","QS210EW0041","QS210EW0042","QS210EW0043","QS210EW0044","QS210EW0045","QS210EW0046","QS210EW0047","QS210EW0048","QS210EW0049","QS210EW0050","QS210EW0051","QS210EW0052","QS210EW0053","QS210EW0054","QS210EW0055","QS210EW0056","QS210EW0057","QS210EW0058","QS210EW0059"
"E02001368",5847,4738,15,12,0,83,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,533,2,2,0,0,0,13,0,442
"E02001369",7655,5880,28,44,4,178,8,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,7,962,927,2,8,0,0,0,25,0,536
"E02001370",6186,4592,13,20,1,181,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,933,916,0,1,0,0,3,13,0,432
"E02001371",7447,5777,9,20,3,34,2,10,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1107,1086,1,1,0,1,2,16,0,485
"E02001372",6221,5027,11,15,4,41,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,768,749,2,0,0,0,2,15,0,350
"E02001373",9253,6862,23,18,17,171,3,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,6,0,1,0,0,0,0,0,0,0,0,3,1476,1449,4,2,0,0,0,21,0,664
"E02001374",8199,5564,55,35,7,336,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,1,0,0,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,1560,1523,2,6,1,4,3,21,0,607
"E02001375",7195,5638,22,19,6,34,2,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,979,961,3,3,0,1,1,10,0,482
"E02001376",8469,5803,69,95,5,459,8,17,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,1465,1424,2,2,0,2,3,32,0,548
"E02001377",11467,5625,177,265,17,1167,48,40,0,0,4,0,3,0,0,0,3,0,0,1,0,0,0,0,0,1,0,4,3,4,0,0,0,0,0,0,2,5,2,0,0,1,0,0,0,3,0,1,3,3413,3322,10,8,0,2,2,69,0,715
"E02001378",7972,5878,47,32,32,161,4,17,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,4,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1320,1298,2,3,0,0,0,17,0,481
"E02001380",7526,5921,23,17,68,125,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,901,879,5,3,0,0,1,13,0,452
"E02001381",9286,5649,75,64,25,748,38,36,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,1,0,6,0,7,0,0,2,1,0,0,5,2,0,0,0,0,0,1,0,5,0,0,0,2015,1950,7,15,0,0,0,43,0,636
"E02001382",7098,5542,25,51,79,62,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,960,940,4,1,0,3,2,10,0,369
"E02001383",7501,3214,146,44,15,928,6,47,0,0,1,0,0,0,0,0,4,0,0,1,0,9,0,0,1,0,0,14,0,6,0,0,2,0,0,1,3,1,0,0,0,0,0,0,0,2,0,0,2,2507,2417,8,10,0,3,4,65,0,594
"E02001384",10762,5551,40,165,36,777,55,42,0,9,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,3,0,1,2,3422,3293,16,23,1,4,3,82,0,674
"E02001385",8157,3029,84,48,5,3228,28,43,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,13,0,3,0,1,0,0,1,0,2,0,1,1,0,0,0,0,0,4,0,10,2,1136,1108,2,2,0,2,0,21,1,556
"E02001386",7545,5837,10,12,7,44,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1102,1092,1,0,0,1,0,8,0,522
"E02001387",8025,5732,17,52,378,159,4,22,0,0,2,0,0,0,0,0,2,0,0,0,1,3,1,0,0,0,0,5,2,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,1239,1216,0,3,0,2,4,14,0,422
"E02001388",8860,4906,42,64,155,238,21,25,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8,0,7,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,1,2821,2722,12,13,0,2,4,68,0,588
"E02001389",6232,2816,58,46,30,702,9,46,0,0,3,0,1,0,0,0,1,0,0,0,1,11,0,0,0,1,1,8,0,3,0,0,0,1,0,0,1,2,0,0,0,4,0,0,0,4,0,0,4,1964,1888,8,9,0,2,4,53,0,561
"E02001390",8756,5977,36,62,8,905,7,32,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,3,0,1,1139,1114,6,3,1,0,2,13,0,590
"E02001391",5970,4648,7,10,6,22,1,15,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,1,880,866,0,0,0,0,1,13,0,381
"E02001392",5717,4331,31,68,135,50,12,12,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,718,708,1,2,0,0,0,7,0,360
"E02001393",7753,5503,12,128,380,207,13,14,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1051,1039,0,4,0,0,0,8,0,445
"E02001394",10143,5626,59,54,194,310,16,41,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,0,0,0,0,9,0,4,0,0,0,0,0,0,7,3,5,0,0,0,0,0,0,2,0,1,2,3002,2925,7,11,0,3,7,48,1,841
"E02001395",6056,4178,22,7,48,143,17,10,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,1246,1218,4,7,0,0,1,16,0,385
"E02001396",8035,5581,40,54,13,175,2,22,0,0,4,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1,1,0,0,0,2,1642,1587,6,5,0,2,7,35,0,506
"E02001397",7631,5768,11,48,108,34,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1146,1134,2,0,0,0,0,10,0,504
"E02001398",7758,4654,52,32,81,223,4,23,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,3,2,0,0,2,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,1,2075,2032,6,16,0,1,1,19,0,614
"E02001399",7276,5707,20,0,27,96,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1004,985,0,1,0,0,2,16,0,397
"E02001400",6614,4978,39,27,32,117,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,2,0,0,4,991,975,1,5,0,0,0,10,0,400
"E02001401",7872,6266,16,61,19,76,14,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,977,953,3,1,0,2,0,18,0,436
"E02001402",8384,5991,29,44,47,81,7,21,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,3,0,0,1643,1612,5,10,0,0,0,16,0,521
"E02001403",6035,4455,29,11,10,67,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1113,1068,10,6,0,0,0,29,0,335
"E02001404",7260,5577,9,12,14,37,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,1171,1154,4,0,0,0,0,13,0,426
"E02001405",9609,7228,15,1,9,62,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,1,0,0,1,0,0,0,1,8,0,1,0,0,0,0,0,1,0,0,0,1688,1662,3,5,0,4,0,14,0,582
"E02006932",9949,4241,168,147,25,656,25,41,0,2,1,0,0,0,0,0,6,0,0,0,1,1,0,0,0,0,1,9,2,3,0,0,0,0,0,0,4,2,1,2,0,1,0,1,0,0,0,2,2,4071,3952,22,10,0,1,1,85,0,575
"E02006933",5436,3081,41,108,8,287,21,11,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,1519,1452,7,13,0,0,0,47,0,360
"E02006934",5202,2612,37,95,10,393,29,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,1,0,2,0,1,0,2,3,1,0,0,0,0,0,0,5,0,0,3,1726,1651,14,11,0,1,2,47,0,277
