"GeographyCode","QS112EW0001","QS112EW0002","QS112EW0003","QS112EW0004","QS112EW0005","QS112EW0006","QS112EW0007","QS112EW0008","QS112EW0009","QS112EW0010","QS112EW0011","QS112EW0012","QS112EW0013","QS112EW0014","QS112EW0015","QS112EW0016","QS112EW0017","QS112EW0018","QS112EW0019","QS112EW0020","QS112EW0021","QS112EW0022","QS112EW0023","QS112EW0024","QS112EW0025","QS112EW0026","QS112EW0027","QS112EW0028","QS112EW0029","QS112EW0030","QS112EW0031"
"E00033013",202,61,13,48,99,2,39,16,6,17,0,2,2,0,0,0,20,14,6,0,0,36,18,11,7,42,4,9,10,0,19
"E00033015",209,41,5,36,108,0,57,12,13,28,4,0,0,0,0,0,44,44,0,0,0,7,2,5,0,60,0,0,37,0,23
"E00033016",448,128,6,122,226,0,187,16,35,125,11,0,0,0,0,0,22,18,0,4,0,17,8,5,4,94,8,13,39,0,34
"E00033018",140,36,3,33,34,0,9,6,3,0,0,0,0,0,0,0,20,20,0,0,0,5,2,3,0,70,0,0,44,0,26
"E00033019",350,145,8,137,91,2,27,10,7,10,0,2,2,0,0,0,21,16,0,5,0,39,22,3,14,114,3,10,73,6,22
"E00033020",231,94,2,92,52,2,8,2,6,0,0,0,0,0,0,0,38,38,0,0,0,4,2,0,2,85,4,0,45,0,36
"E00033021",262,65,15,50,140,12,44,12,10,13,9,3,0,3,0,0,49,28,3,18,0,32,4,15,13,57,15,15,4,0,23
"E00033023",298,86,33,53,84,6,49,16,25,8,0,2,2,0,0,0,16,6,3,4,3,11,4,3,4,128,4,5,75,9,35
"E00033024",178,58,14,44,92,8,30,8,0,4,18,0,0,0,0,0,9,6,0,0,3,45,21,8,16,28,3,11,0,0,14
"E00033025",265,56,14,42,186,16,95,34,22,25,14,0,0,0,0,0,52,20,9,20,3,23,8,3,12,23,0,5,6,0,12
"E00033026",219,28,13,15,158,14,113,14,19,50,30,0,0,0,0,0,17,6,3,8,0,14,8,0,6,33,7,13,0,0,13
"E00033027",366,109,36,73,153,12,72,22,3,30,17,0,0,0,0,0,39,30,6,0,3,30,17,7,6,104,8,9,21,0,66
"E00033029",240,39,9,30,159,8,93,22,12,16,43,2,2,0,0,0,33,18,6,9,0,23,4,6,13,42,4,10,0,0,28
"E00033030",240,23,10,13,204,40,139,16,42,48,33,0,0,0,0,0,14,2,12,0,0,11,3,6,2,13,0,4,0,2,7
"E00033031",309,39,16,23,226,8,147,30,45,47,25,2,2,0,0,0,36,22,6,8,0,33,8,3,22,44,11,6,13,0,14
"E00033032",347,154,19,135,130,6,43,20,15,8,0,2,2,0,0,0,67,64,3,0,0,12,6,0,6,63,0,0,16,0,47
"E00033033",288,122,9,113,115,0,34,18,12,4,0,0,0,0,0,0,65,54,3,8,0,16,16,0,0,51,3,0,3,0,45
"E00033034",313,118,5,113,140,4,31,18,3,4,6,2,2,0,0,0,86,66,12,4,4,17,6,6,5,55,0,5,0,0,50
"E00033035",324,57,12,45,178,12,81,30,13,20,18,2,2,0,0,0,41,32,0,9,0,42,14,9,19,89,10,11,2,2,64
"E00033036",191,75,6,69,86,0,31,12,12,4,3,0,0,0,0,0,22,22,0,0,0,33,20,0,13,30,0,0,0,0,30
"E00033037",276,78,25,53,170,36,109,34,28,22,25,3,0,3,0,0,6,2,0,4,0,16,8,0,8,28,5,10,0,4,9
"E00033038",166,73,1,72,64,0,12,4,3,5,0,0,0,0,0,0,28,22,6,0,0,24,10,6,8,29,0,0,0,2,27
"E00033040",270,69,15,54,126,10,56,20,9,21,6,0,0,0,0,0,35,12,6,17,0,25,8,6,11,75,4,12,18,0,41
"E00033041",262,33,25,8,214,16,131,34,15,58,24,0,0,0,0,0,35,4,9,22,0,32,15,9,8,15,4,6,0,0,5
"E00033042",239,27,14,13,184,22,132,28,25,36,43,0,0,0,0,0,13,4,6,0,3,17,5,6,6,28,5,5,5,0,13
"E00033043",252,28,10,18,168,12,87,26,27,16,18,0,0,0,0,0,41,16,13,12,0,28,4,9,15,56,14,5,5,2,30
"E00033044",239,18,10,8,194,26,134,14,25,49,46,0,0,0,0,0,14,4,10,0,0,20,4,3,13,27,4,0,5,2,16
"E00033045",215,81,42,39,123,14,52,18,7,10,17,0,0,0,0,0,12,6,6,0,0,45,12,24,9,11,2,0,2,2,5
"E00033046",180,73,51,22,88,50,26,18,0,5,3,0,0,0,0,0,8,2,6,0,0,4,0,0,4,19,0,0,6,2,11
"E00033047",282,19,10,9,229,30,145,30,31,44,40,2,2,0,0,0,32,0,9,23,0,20,4,11,5,34,5,6,0,0,23
"E00033048",252,23,18,5,212,24,160,30,40,65,25,0,0,0,0,0,17,6,3,5,3,11,0,3,8,17,0,5,0,0,12
"E00033049",372,41,7,34,279,8,145,26,47,45,27,3,0,0,0,3,71,38,9,24,0,52,24,21,7,52,13,4,10,0,25
"E00033050",227,13,9,4,196,16,136,14,15,51,56,0,0,0,0,0,26,14,3,5,4,18,3,0,15,18,5,0,0,0,13
"E00033051",308,65,6,59,188,14,83,48,0,12,23,0,0,0,0,0,55,42,3,4,6,36,16,8,12,55,3,6,3,0,43
"E00033052",377,41,14,27,179,10,94,18,22,18,36,4,0,0,4,0,47,22,9,16,0,24,2,11,11,157,15,0,56,0,86
"E00033053",278,32,10,22,189,8,95,12,22,34,27,0,0,0,0,0,52,26,6,16,4,34,13,15,6,57,4,5,19,0,29
"E00033054",158,30,8,22,105,12,54,10,6,19,19,0,0,0,0,0,13,10,3,0,0,26,16,6,4,23,7,13,0,0,3
"E00033055",244,35,6,29,179,4,98,32,21,31,14,0,0,0,0,0,62,12,12,29,9,15,0,11,4,30,13,0,0,0,17
"E00033056",278,34,10,24,218,16,129,32,31,50,16,0,0,0,0,0,42,18,12,8,4,31,6,8,17,26,0,4,4,0,18
"E00033057",292,39,14,25,205,18,117,22,32,34,29,2,2,0,0,0,45,8,24,13,0,23,10,6,7,48,12,13,2,0,21
"E00033059",307,63,42,21,210,34,121,32,12,49,28,0,0,0,0,0,20,4,3,13,0,35,19,9,7,34,4,15,0,5,10
"E00033060",204,45,32,13,146,30,100,14,9,30,47,0,0,0,0,0,4,0,0,4,0,12,2,6,4,13,3,0,0,0,10
"E00033061",235,27,15,12,175,12,127,20,22,53,32,0,0,0,0,0,26,4,6,13,3,10,2,3,5,33,8,15,6,4,0
"E00033062",264,30,20,10,207,18,159,22,20,85,32,0,0,0,0,0,13,4,5,4,0,17,2,4,11,27,5,0,0,4,18
"E00033063",259,19,9,10,223,22,159,36,22,47,54,0,0,0,0,0,17,6,6,5,0,25,5,10,10,17,7,5,0,2,3
"E00033064",235,23,5,18,200,14,135,26,31,67,11,0,0,0,0,0,27,12,12,0,3,24,8,9,7,12,5,0,0,2,5
"E00033065",293,29,17,12,239,14,167,34,33,71,29,0,0,0,0,0,31,14,9,8,0,27,11,4,12,25,0,11,0,2,12
"E00033066",242,88,13,75,134,8,36,10,12,14,0,4,4,0,0,0,73,60,9,4,0,13,7,4,2,20,0,0,0,0,20
"E00033067",279,120,17,103,123,6,46,24,10,12,0,0,0,0,0,0,43,36,3,4,0,28,6,16,6,36,0,5,0,0,31
"E00033068",327,115,7,108,152,2,41,16,9,9,7,2,2,0,0,0,94,76,9,9,0,13,6,0,7,60,5,0,21,0,34
"E00033069",248,102,12,90,106,2,43,18,13,12,0,2,2,0,0,0,41,38,3,0,0,18,8,8,2,40,0,0,0,0,40
"E00033070",263,129,15,114,96,4,11,8,3,0,0,0,0,0,0,0,45,42,3,0,0,36,23,11,2,38,7,0,4,2,25
"E00033071",261,61,6,55,168,6,71,26,9,25,11,12,4,0,4,4,52,42,6,4,0,27,12,4,11,32,4,0,6,2,20
"E00033072",275,82,4,78,97,2,23,10,3,4,6,0,0,0,0,0,44,38,6,0,0,28,10,9,9,96,0,5,24,0,67
"E00033073",253,140,32,108,94,2,23,10,6,7,0,4,4,0,0,0,63,60,3,0,0,2,2,0,0,19,0,0,0,0,19
"E00033074",283,122,13,109,115,0,34,4,8,16,6,3,0,3,0,0,36,22,10,4,0,42,28,9,5,46,4,11,0,0,31
"E00033075",237,188,52,136,39,2,10,4,6,0,0,0,0,0,0,0,23,14,9,0,0,4,4,0,0,10,0,0,0,2,8
"E00033076",302,68,23,45,192,32,101,20,29,35,17,0,0,0,0,0,38,24,0,14,0,21,8,0,13,42,4,13,0,0,25
"E00033077",292,113,29,84,119,4,44,18,20,0,6,2,2,0,0,0,52,38,6,8,0,17,11,0,6,60,3,0,10,2,45
"E00033078",272,117,17,100,133,18,64,10,18,12,24,0,0,0,0,0,25,14,6,5,0,26,18,4,4,22,0,0,0,4,18
"E00033079",230,61,15,46,131,4,86,16,3,48,19,0,0,0,0,0,19,12,3,4,0,22,7,4,11,38,0,5,6,0,27
"E00033080",197,114,32,82,74,6,10,6,0,4,0,0,0,0,0,0,19,8,3,8,0,39,12,9,18,9,0,0,0,0,9
"E00033081",220,62,15,47,149,16,56,20,18,8,10,0,0,0,0,0,61,36,16,9,0,16,11,0,5,9,0,0,0,0,9
"E00033082",312,22,13,9,281,38,195,40,41,67,47,0,0,0,0,0,25,6,3,12,4,23,7,9,7,9,0,0,0,2,7
"E00033083",336,23,6,17,277,26,208,54,25,89,40,0,0,0,0,0,21,2,6,10,3,22,6,9,7,36,7,14,0,0,15
"E00033084",325,59,28,31,238,20,146,22,19,60,45,0,0,0,0,0,20,8,0,4,8,52,11,19,22,28,9,19,0,0,0
"E00033085",321,51,21,30,235,20,144,32,9,51,52,0,0,0,0,0,27,12,3,9,3,44,12,16,16,35,13,16,0,0,6
"E00033086",249,35,29,6,208,56,98,38,28,9,23,0,0,0,0,0,23,8,3,12,0,31,12,7,12,6,0,4,0,0,2
"E00033087",397,36,7,29,341,16,244,26,63,101,54,0,0,0,0,0,22,10,3,9,0,59,17,31,11,20,13,5,0,0,2
"E00033088",239,26,18,8,196,18,124,26,26,29,43,0,0,0,0,0,13,4,9,0,0,41,12,0,29,17,9,3,0,3,2
"E00033089",302,42,23,19,202,6,113,8,53,31,21,0,0,0,0,0,24,8,3,13,0,59,17,27,15,58,7,10,0,2,39
"E00033090",376,26,13,13,271,26,164,30,40,49,45,0,0,0,0,0,29,4,6,9,10,52,7,18,27,79,23,22,0,0,34
"E00033091",306,28,16,12,250,24,162,36,50,32,44,0,0,0,0,0,31,18,9,0,4,33,13,12,8,28,0,15,0,0,13
"E00033092",307,32,19,13,254,36,181,28,45,52,56,0,0,0,0,0,15,4,3,8,0,22,3,4,15,21,3,9,0,3,6
"E00033093",372,48,22,26,291,22,175,30,44,55,46,0,0,0,0,0,41,6,17,5,13,53,12,13,28,33,9,13,0,0,11
"E00033094",328,35,18,17,277,44,175,24,29,52,70,0,0,0,0,0,27,4,15,8,0,31,7,10,14,16,12,0,0,0,4
"E00033095",414,35,17,18,332,32,246,46,42,92,66,0,0,0,0,0,28,18,4,6,0,26,8,7,11,47,8,13,0,2,24
"E00033096",259,30,21,9,209,44,152,30,15,64,43,0,0,0,0,0,4,0,0,4,0,9,2,3,4,20,6,7,0,0,7
"E00033097",263,35,13,22,201,26,64,12,10,29,13,0,0,0,0,0,18,6,12,0,0,93,31,27,35,27,11,5,0,0,11
"E00033098",274,21,14,7,236,44,161,38,19,59,45,0,0,0,0,0,15,6,6,0,3,16,4,0,12,17,3,0,0,0,14
"E00033099",163,57,55,2,106,22,62,10,6,27,19,0,0,0,0,0,10,4,6,0,0,12,0,4,8,0,0,0,0,0,0
"E00033100",297,52,27,25,201,20,105,30,20,27,28,0,0,0,0,0,20,4,0,12,4,56,13,18,25,44,14,11,0,2,17
"E00033101",212,34,22,12,163,26,98,14,10,38,36,0,0,0,0,0,24,12,3,4,5,15,0,0,15,15,8,0,0,0,7
"E00033102",429,82,16,66,311,8,153,44,34,41,34,0,0,0,0,0,66,26,23,14,3,84,36,28,20,36,7,12,0,4,13
"E00033103",298,32,17,15,226,16,116,22,17,43,34,0,0,0,0,0,36,6,8,16,6,58,11,14,33,40,17,15,0,0,8
"E00033104",275,34,14,20,187,18,85,18,7,42,18,0,0,0,0,0,26,4,10,12,0,58,22,13,23,54,10,31,0,2,11
"E00033105",293,31,23,8,229,34,164,24,31,49,60,0,0,0,0,0,22,2,7,9,4,9,0,3,6,33,21,0,0,0,12
"E00033106",286,37,16,21,241,14,111,30,21,30,30,0,0,0,0,0,47,12,16,19,0,69,16,17,36,8,3,0,0,0,5
"E00033107",353,17,8,9,280,16,197,38,43,61,55,0,0,0,0,0,25,10,3,4,8,42,10,19,13,56,10,24,0,0,22
"E00033108",317,22,13,9,263,18,129,20,45,34,30,0,0,0,0,0,49,12,19,18,0,67,25,24,18,32,4,11,0,2,15
"E00033109",322,28,17,11,249,22,191,36,28,76,51,2,2,0,0,0,7,4,3,0,0,27,9,8,10,45,15,12,0,3,15
"E00033110",340,33,12,21,260,36,127,26,25,33,43,0,0,0,0,0,34,12,3,10,9,63,28,12,23,47,8,5,0,0,34
"E00033112",308,23,13,10,240,18,194,48,29,67,50,0,0,0,0,0,19,4,3,12,0,9,5,4,0,45,9,20,0,0,16
"E00033113",246,38,18,20,193,26,141,50,32,30,29,0,0,0,0,0,14,10,0,4,0,12,10,0,2,15,0,5,0,0,10
"E00033114",303,18,5,13,258,42,174,36,51,66,21,0,0,0,0,0,24,8,3,13,0,18,0,6,12,27,5,9,0,0,13
"E00033115",132,62,26,36,70,24,35,12,16,0,7,2,2,0,0,0,6,6,0,0,0,3,3,0,0,0,0,0,0,0,0
"E00033116",137,73,34,39,64,20,35,16,0,4,15,2,2,0,0,0,2,2,0,0,0,5,0,3,2,0,0,0,0,0,0
"E00033117",385,44,37,7,317,36,240,48,37,118,37,0,0,0,0,0,17,0,6,8,3,24,3,10,11,24,6,11,0,0,7
"E00033118",331,24,15,9,290,36,179,26,37,58,58,0,0,0,0,0,28,6,7,12,3,47,11,10,26,17,9,0,0,0,8
"E00033119",262,30,20,10,228,36,165,22,33,84,26,2,2,0,0,0,5,2,3,0,0,20,4,3,13,4,0,0,0,2,2
"E00033120",313,42,21,21,260,20,164,28,40,65,31,0,0,0,0,0,30,8,6,16,0,46,11,18,17,11,6,5,0,0,0
"E00033121",220,53,31,22,154,50,77,18,9,41,9,0,0,0,0,0,13,10,0,0,3,14,6,4,4,13,0,0,0,4,9
"E00033122",275,36,22,14,219,28,119,38,16,37,28,0,0,0,0,0,31,6,9,16,0,41,0,20,21,20,4,5,0,0,11
"E00033123",258,40,33,7,201,52,125,30,15,45,35,0,0,0,0,0,7,4,3,0,0,17,4,3,10,17,4,5,0,4,4
"E00033124",307,34,14,20,253,10,201,26,27,83,65,0,0,0,0,0,10,10,0,0,0,32,16,8,8,20,2,5,0,3,10
"E00033125",187,64,13,51,111,8,46,8,13,4,21,0,0,0,0,0,12,4,3,5,0,45,14,15,16,12,2,0,0,2,8
"E00033126",251,30,18,12,206,40,125,26,20,25,54,0,0,0,0,0,20,4,3,13,0,21,4,3,14,15,0,0,0,5,10
"E00033127",435,73,29,44,320,20,202,34,28,89,51,0,0,0,0,0,28,8,9,8,3,70,25,14,31,42,3,0,0,0,39
"E00033128",268,36,19,17,214,12,102,14,38,22,28,0,0,0,0,0,21,2,10,9,0,79,21,27,31,18,12,6,0,0,0
"E00033129",256,30,19,11,203,54,109,12,23,27,47,0,0,0,0,0,19,4,4,4,7,21,10,7,4,23,0,5,8,4,6
"E00033130",360,23,11,12,307,24,242,38,49,96,59,0,0,0,0,0,24,10,3,8,3,17,2,11,4,30,8,0,0,0,22
"E00033131",275,64,42,22,168,20,73,12,11,42,8,0,0,0,0,0,18,2,6,5,5,57,27,18,12,43,10,22,0,0,11
"E00033132",419,40,12,28,325,20,159,16,48,58,37,0,0,0,0,0,62,20,16,16,10,84,35,19,30,54,21,12,0,0,21
"E00033133",366,35,25,10,285,18,103,10,26,39,28,0,0,0,0,0,27,0,14,13,0,137,35,64,38,46,15,12,0,7,12
"E00033134",190,62,12,50,109,6,28,10,8,4,6,0,0,0,0,0,22,2,12,5,3,53,21,19,13,19,3,4,0,0,12
"E00033135",445,54,18,36,345,30,152,22,44,46,40,0,0,0,0,0,53,8,13,32,0,110,48,49,13,46,12,23,0,2,9
"E00033136",225,37,15,22,143,16,52,10,3,19,20,0,0,0,0,0,12,2,3,4,3,63,21,33,9,45,8,24,0,0,13
"E00033137",280,97,15,82,162,8,60,22,12,8,18,0,0,0,0,0,23,2,6,15,0,71,52,13,6,21,3,5,0,0,13
"E00033138",171,76,14,62,80,6,22,4,9,0,9,0,0,0,0,0,12,2,6,0,4,40,14,14,12,15,4,0,0,0,11
"E00033139",248,83,32,51,136,20,62,26,18,4,14,0,0,0,0,0,13,6,3,4,0,41,9,10,22,29,7,6,0,0,16
"E00033140",202,34,14,20,146,10,57,12,15,8,22,0,0,0,0,0,19,4,6,5,4,60,29,14,17,22,4,7,0,0,11
"E00033141",208,28,13,15,145,10,54,6,9,11,28,0,0,0,0,0,36,6,0,30,0,45,17,23,5,35,8,4,0,0,23
"E00033142",273,39,12,27,223,12,94,28,18,30,18,0,0,0,0,0,43,12,13,18,0,74,22,41,11,11,4,5,0,0,2
"E00033143",261,68,8,60,165,4,47,4,6,28,9,0,0,0,0,0,20,6,3,11,0,94,33,55,6,28,3,8,0,0,17
"E00033144",204,70,17,53,118,8,18,10,0,0,8,0,0,0,0,0,35,22,9,4,0,57,27,18,12,16,4,4,0,0,8
"E00033145",294,34,12,22,217,16,84,10,20,28,26,2,2,0,0,0,42,8,10,21,3,73,20,41,12,43,24,4,2,0,13
"E00033146",304,41,11,30,220,20,80,14,18,22,26,0,0,0,0,0,46,8,3,26,9,74,19,49,6,43,7,22,0,0,14
"E00033147",308,44,20,24,241,10,116,18,25,36,37,0,0,0,0,0,49,10,0,35,4,66,17,25,24,23,4,5,0,0,14
"E00033148",258,38,16,22,184,8,80,12,16,37,15,0,0,0,0,0,26,8,6,12,0,70,25,25,20,36,10,6,0,2,18
"E00033149",226,32,9,23,162,8,76,20,13,22,21,0,0,0,0,0,24,10,9,5,0,54,8,26,20,32,0,16,0,7,9
"E00033150",316,55,7,48,216,4,84,22,17,32,13,0,0,0,0,0,34,6,15,10,3,94,38,32,24,45,9,26,0,0,10
"E00033151",262,65,15,50,154,2,51,8,20,10,13,0,0,0,0,0,28,0,20,8,0,73,16,42,15,43,14,14,0,0,15
"E00033152",305,62,6,56,175,10,59,16,11,17,15,0,0,0,0,0,33,8,10,15,0,73,30,23,20,68,18,9,18,0,23
"E00033153",332,73,21,52,212,20,98,16,28,23,31,0,0,0,0,0,32,10,22,0,0,62,29,18,15,47,12,5,0,0,30
"E00033154",156,68,10,58,73,6,25,0,7,8,10,0,0,0,0,0,17,6,3,8,0,25,20,0,5,15,6,0,0,0,9
"E00033155",266,81,30,51,176,22,33,12,8,9,4,0,0,0,0,0,23,6,9,8,0,98,55,24,19,9,0,4,0,0,5
"E00033156",238,61,12,49,140,8,58,12,3,18,25,2,2,0,0,0,37,10,7,10,10,35,20,7,8,37,3,22,0,0,12
"E00033157",326,55,14,41,214,6,57,10,16,25,6,0,0,0,0,0,52,6,22,20,4,99,31,55,13,57,3,0,24,0,30
"E00033158",302,40,8,32,222,4,65,16,17,29,3,0,0,0,0,0,36,6,18,12,0,117,53,51,13,40,9,9,13,0,9
"E00033159",197,31,8,23,155,6,28,8,10,4,6,0,0,0,0,0,16,6,10,0,0,105,27,72,6,11,6,0,0,0,5
"E00033160",354,85,13,72,214,14,94,22,13,40,19,0,0,0,0,0,28,2,3,20,3,78,25,43,10,55,12,14,16,0,13
"E00033161",280,71,50,21,162,6,59,6,5,22,26,0,0,0,0,0,68,16,19,33,0,29,8,9,12,47,4,16,0,2,25
"E00033162",280,70,7,63,153,6,38,4,14,14,6,0,0,0,0,0,26,4,12,0,10,83,17,54,12,57,3,30,4,0,20
"E00033163",277,70,6,64,151,4,57,8,0,39,10,0,0,0,0,0,26,4,7,8,7,64,41,10,13,56,0,0,0,0,56
"E00033164",351,42,10,32,281,6,130,22,27,29,52,0,0,0,0,0,42,22,12,8,0,103,31,54,18,28,4,5,0,0,19
"E00033165",166,90,49,41,66,6,23,4,4,9,6,0,0,0,0,0,7,0,7,0,0,30,14,8,8,10,0,6,0,0,4
"E00033166",158,81,27,54,65,22,31,12,6,4,9,0,0,0,0,0,2,2,0,0,0,10,5,3,2,12,3,5,0,4,0
"E00033167",310,31,7,24,251,18,95,22,19,30,24,0,0,0,0,0,63,18,13,32,0,75,18,25,32,28,13,6,0,0,9
"E00033168",285,35,23,12,237,32,142,34,35,38,35,0,0,0,0,0,35,8,9,15,3,28,2,9,17,13,0,5,0,0,8
"E00033169",302,34,17,17,256,20,143,24,27,35,57,0,0,0,0,0,42,6,11,22,3,51,13,17,21,12,4,4,0,0,4
"E00033170",360,35,14,21,282,10,176,28,36,43,69,0,0,0,0,0,31,10,0,21,0,65,27,20,18,43,21,4,0,4,14
"E00033171",345,37,15,22,286,12,188,32,61,48,47,0,0,0,0,0,35,6,16,4,9,51,14,28,9,22,0,5,0,3,14
"E00033172",186,90,3,87,75,0,30,10,10,5,5,0,0,0,0,0,15,8,3,4,0,30,2,16,12,21,0,16,0,3,2
"E00033173",315,42,18,24,228,22,152,20,25,42,65,0,0,0,0,0,20,4,12,0,4,34,11,13,10,45,12,16,0,0,17
"E00033174",297,32,13,19,233,10,81,14,18,25,24,0,0,0,0,0,31,0,4,23,4,111,28,52,31,32,24,5,0,0,3
"E00033175",279,26,8,18,234,20,131,30,31,49,21,0,0,0,0,0,15,2,3,10,0,68,9,33,26,19,9,10,0,0,0
"E00033176",264,28,8,20,189,4,84,12,9,39,24,0,0,0,0,0,23,10,0,10,3,78,24,48,6,47,19,10,0,0,18
"E00033177",298,40,16,24,234,22,101,32,28,14,27,0,0,0,0,0,34,2,8,21,3,77,46,15,16,24,3,15,0,0,6
"E00033178",170,45,11,34,107,14,40,8,5,13,14,0,0,0,0,0,23,8,0,15,0,30,6,16,8,18,12,0,0,0,6
"E00033179",322,39,10,29,258,22,71,16,10,28,17,0,0,0,0,0,78,14,18,35,11,87,26,38,23,25,10,9,0,2,4
"E00033181",421,65,7,58,156,10,67,12,23,25,7,0,0,0,0,0,56,18,3,24,11,23,7,4,12,200,3,25,124,0,48
"E00033182",368,109,16,93,157,4,80,18,15,27,20,4,0,0,4,0,38,16,9,13,0,31,14,8,9,102,7,0,57,0,38
"E00033183",584,91,8,83,93,0,34,14,11,0,9,0,0,0,0,0,41,34,7,0,0,18,9,3,6,400,7,43,254,2,94
"E00033185",340,38,2,36,118,6,46,4,6,25,11,4,0,0,4,0,32,14,9,9,0,30,0,22,8,184,0,6,147,0,31
"E00033186",318,29,3,26,80,2,37,6,3,21,7,0,0,0,0,0,26,14,0,9,3,15,4,7,4,209,6,9,109,0,85
"E00033187",197,80,5,75,74,4,21,8,3,0,10,0,0,0,0,0,35,32,3,0,0,14,5,0,9,43,3,4,2,0,34
"E00033188",327,24,7,17,152,6,88,12,6,45,25,0,0,0,0,0,19,12,3,0,4,39,4,10,25,151,7,0,83,2,59
"E00033189",509,79,19,60,283,8,98,8,25,53,12,0,0,0,0,0,24,10,4,4,6,153,60,60,33,147,16,49,10,4,68
"E00033190",574,79,13,66,386,2,209,14,31,137,27,0,0,0,0,0,34,6,7,18,3,141,60,55,26,109,21,54,2,0,32
"E00033191",448,18,5,13,108,8,46,6,7,20,13,0,0,0,0,0,12,8,0,4,0,42,4,17,21,322,9,5,219,0,89
"E00033192",434,25,10,15,81,4,48,6,0,36,6,0,0,0,0,0,4,4,0,0,0,25,7,5,13,328,0,5,248,0,75
"E00033193",327,31,6,25,143,8,76,16,14,27,19,0,0,0,0,0,19,16,3,0,0,40,10,21,9,153,4,5,97,0,47
"E00033194",345,30,8,22,117,4,57,10,12,26,9,0,0,0,0,0,26,16,3,4,3,30,13,13,4,198,10,0,113,0,75
"E00033195",249,24,7,17,132,6,48,14,3,16,15,0,0,0,0,0,30,24,6,0,0,48,15,19,14,93,0,6,33,0,54
"E00033196",210,102,3,99,48,4,6,2,0,4,0,0,0,0,0,0,29,26,3,0,0,9,4,3,2,60,0,25,2,0,33
"E00033197",355,146,60,86,165,26,28,12,3,5,8,2,2,0,0,0,47,34,6,4,3,62,13,4,45,44,8,0,0,4,32
"E00033198",393,28,9,19,167,8,82,20,27,29,6,0,0,0,0,0,36,14,10,12,0,41,14,11,16,198,0,0,139,4,55
