"GeographyCode","QS611EW0001","QS611EW0002","QS611EW0003","QS611EW0004","QS611EW0005"
"E01006628",505,179,168,64,94
"E01006629",415,105,136,60,114
"E01006630",451,29,85,81,256
"E01006632",705,72,184,103,346
"E01006633",489,20,111,76,282
"E01006637",553,30,163,85,275
"E01006638",396,14,99,76,207
"E01006639",507,66,156,121,164
"E01006640",563,122,198,104,139
"E01006641",596,91,239,121,145
"E01006642",443,18,110,73,242
"E01006643",604,42,152,112,298
"E01006644",762,71,237,162,292
"E01006645",454,28,93,84,249
"E01006646",840,146,256,109,329
"E01006647",471,18,95,71,287
"E01006648",864,156,262,105,341
"E01006651",525,102,209,118,96
"E01006652",491,62,187,97,145
"E01006653",487,50,145,102,190
"E01006654",475,46,159,125,145
"E01006655",515,71,155,116,173
"E01006656",522,60,205,118,139
"E01006657",448,47,145,89,167
"E01006658",461,28,86,99,248
"E01006659",421,34,101,92,194
"E01006660",433,29,116,97,191
"E01006661",516,36,101,103,276
"E01006662",532,27,158,90,257
"E01006663",402,48,108,80,166
"E01006664",614,52,134,102,326
"E01006665",545,81,223,125,116
"E01006666",448,101,184,79,84
"E01006667",472,58,143,110,161
"E01006668",516,100,204,97,115
"E01006669",482,86,166,108,122
"E01006670",495,112,181,102,100
"E01006671",378,70,117,81,110
"E01006672",634,45,161,130,298
"E01006673",791,112,256,72,351
"E01006674",641,67,155,69,350
"E01006675",1044,243,348,120,333
"E01006676",615,48,158,84,325
"E01006677",387,20,96,46,225
"E01006678",835,92,240,128,375
"E01006679",738,67,225,80,366
"E01006680",409,137,137,70,65
"E01006681",510,108,163,80,159
"E01006682",339,152,113,40,34
"E01006683",405,139,148,65,53
"E01006684",783,333,276,81,93
"E01006685",417,140,154,68,55
"E01006686",356,98,134,79,45
"E01006687",687,301,185,80,121
"E01006688",532,149,169,82,132
"E01006689",515,163,185,82,85
"E01006690",699,60,208,103,328
"E01006691",534,36,152,86,260
"E01006692",805,64,226,146,369
"E01006693",550,24,110,111,305
"E01006694",756,41,198,132,385
"E01006695",936,95,235,149,457
"E01006696",628,24,199,110,295
"E01006697",689,52,179,90,368
"E01006698",585,31,184,123,247
"E01006699",625,29,124,105,367
"E01006700",528,39,112,101,276
"E01006701",526,33,123,125,245
"E01006702",580,28,126,95,331
"E01006703",635,38,123,99,375
"E01006705",577,39,177,121,240
"E01006706",411,18,83,89,221
"E01006707",360,15,65,85,195
"E01006708",571,64,150,129,228
"E01006709",486,49,146,92,199
"E01006710",450,25,131,104,190
"E01006711",540,56,175,107,202
"E01006712",444,47,157,92,148
"E01006713",442,55,167,84,136
"E01006716",587,52,201,109,225
"E01006717",431,79,140,92,120
"E01006718",513,64,169,119,161
"E01006719",494,61,175,79,179
"E01006720",798,93,272,88,345
"E01006721",734,96,227,98,313
"E01006722",524,59,281,61,123
"E01006723",635,70,302,65,198
"E01006724",471,84,250,41,96
"E01006725",584,78,195,105,206
"E01006726",570,73,212,72,213
"E01006727",547,103,180,100,164
"E01006728",704,73,220,112,299
"E01006729",401,15,100,83,203
"E01006730",382,23,100,79,180
"E01006731",361,11,81,89,180
"E01006732",492,12,114,79,287
"E01006734",476,15,117,76,268
"E01006735",428,25,109,81,213
"E01006736",447,22,135,87,203
"E01006737",413,21,100,83,209
"E01006738",486,25,101,96,264
"E01006739",553,31,121,110,291
"E01006740",470,30,96,78,266
"E01006741",572,26,129,118,299
"E01006742",438,71,131,92,144
"E01006743",840,101,269,202,268
"E01006744",596,113,181,84,218
"E01006745",779,98,217,176,288
"E01006746",458,26,154,72,206
"E01006747",754,85,386,64,219
"E01006748",633,57,322,66,188
"E01006751",620,36,222,60,302
"E01006752",401,24,133,77,167
"E01006753",510,20,108,100,282
"E01006754",594,24,112,124,334
"E01006755",558,26,113,96,323
"E01006756",612,23,113,139,337
"E01006757",500,19,94,96,291
"E01006758",502,29,115,97,261
"E01006759",383,50,103,90,140
"E01006760",720,64,208,131,317
"E01006761",619,46,170,126,277
"E01006762",547,35,117,113,282
"E01006763",506,53,158,101,194
"E01006764",556,55,154,96,251
"E01006765",503,45,165,116,177
"E01006766",481,20,106,98,257
"E01006767",660,65,205,122,268
"E01006768",490,71,163,95,161
"E01006769",438,25,116,86,211
"E01006770",299,13,77,66,143
"E01006771",464,17,119,86,242
"E01006772",341,49,87,79,126
"E01006773",410,90,144,89,87
"E01006774",427,113,157,76,81
"E01006775",372,14,80,74,204
"E01006776",610,89,169,87,265
"E01006778",902,68,201,137,496
"E01006779",636,30,131,110,365
"E01006780",459,53,167,113,126
"E01006781",475,66,170,111,128
"E01006782",558,51,226,114,167
"E01006783",510,59,171,105,175
"E01006784",482,71,197,93,121
"E01006785",602,79,203,111,209
"E01006786",606,90,210,147,159
"E01006787",606,51,195,151,209
"E01006788",528,52,200,110,166
"E01006790",638,41,146,109,342
"E01006791",651,29,160,124,338
"E01006792",318,147,104,30,37
"E01006793",516,144,150,83,139
"E01006794",489,170,179,62,78
"E01006795",458,174,147,73,64
"E01006796",376,217,106,24,29
"E01006797",517,70,155,91,201
"E01006798",426,130,149,67,80
"E01006799",666,160,198,115,193
"E01006800",365,90,143,75,57
"E01006801",360,99,132,75,54
"E01032505",432,93,131,78,130
"E01032506",524,112,149,79,184
"E01032507",564,155,188,86,135
"E01032508",672,43,189,112,328
"E01032509",532,40,147,131,214
"E01032510",623,64,180,160,219
"E01032511",489,44,139,103,203
"E01033747",368,12,76,47,233
"E01033748",745,282,294,73,96
"E01033749",1029,29,964,17,19
"E01033750",872,348,371,77,76
"E01033751",542,181,221,45,95
"E01033752",785,319,353,49,64
"E01033753",706,304,311,46,45
"E01033754",748,238,320,64,126
"E01033755",667,243,327,38,59
"E01033756",713,243,380,30,60
"E01033757",693,63,482,24,124
"E01033758",452,38,266,41,107
"E01033759",358,35,98,77,148
"E01033760",522,119,290,32,81
"E01033761",826,247,453,52,74
"E01033762",410,86,222,31,71
"E01033763",621,49,186,69,317
"E01033764",844,47,175,123,499
"E01033765",536,103,126,81,226
"E01033766",361,125,138,41,57
"E01033767",454,40,127,73,214
"E01033768",776,140,320,59,257
