"GeographyCode","KS403EW0001","KS403EW0002","KS403EW0003","KS403EW0004","KS403EW0005","KS403EW0006","KS403EW0007","KS403EW0008","KS403EW0009","KS403EW0010","KS403EW0011","KS403EW0012"
"E00033050",84,0,84,0,0,2.70238095238095,7.01190476190476,3.41666666666667,0,100,0,0
"E00033051",167,9,158,17,6,1.84431137724551,4.97005988023952,2.43712574850299,5.38922155688623,94.6107784431138,10.1796407185629,3.59281437125748
"E00033052",144,10,134,11,6,2.61805555555556,6.39583333333333,3.5,6.94444444444444,93.0555555555556,7.63888888888889,4.16666666666667
"E00033053",111,8,103,3,4,2.5045045045045,6.30630630630631,3.34234234234234,7.20720720720721,92.7927927927928,2.7027027027027,3.6036036036036
"E00033054",76,0,76,6,2,2.07894736842105,4.88157894736842,2.39473684210526,0,100,7.89473684210526,2.63157894736842
"E00033055",106,6,100,1,0,2.30188679245283,6.55660377358491,3.35849056603774,5.66037735849057,94.3396226415094,0.943396226415094,0
"E00033056",123,5,118,0,0,2.26016260162602,5.9349593495935,3.10569105691057,4.0650406504065,95.9349593495935,0,0
"E00033057",122,6,116,6,4,2.39344262295082,5.85245901639344,3.04918032786885,4.91803278688525,95.0819672131148,4.91803278688525,3.27868852459016
"E00033059",149,2,147,11,10,2.06040268456376,5.03355704697987,2.38255033557047,1.34228187919463,98.6577181208054,7.38255033557047,6.71140939597315
"E00033060",101,5,96,1,1,2.01980198019802,5.54455445544554,2.75247524752475,4.95049504950495,95.049504950495,0.99009900990099,0.99009900990099
"E00033061",91,3,88,2,4,2.58241758241758,7.01098901098901,3.41758241758242,3.2967032967033,96.7032967032967,2.1978021978022,4.3956043956044
"E00033062",105,3,102,0,1,2.51428571428571,6.96190476190476,3.40952380952381,2.85714285714286,97.1428571428571,0,0.952380952380952
"E00033063",101,1,100,0,1,2.56435643564356,7.15841584158416,3.5049504950495,0.99009900990099,99.009900990099,0,0.99009900990099
"E00033064",97,0,97,0,1,2.42268041237113,6.5360824742268,3.19587628865979,0,100,0,1.03092783505155
"E00033065",120,7,113,3,0,2.44166666666667,7.125,3.65,5.83333333333333,94.1666666666667,2.5,0
"E00033066",155,8,147,22,5,1.56129032258065,3.74838709677419,1.75483870967742,5.16129032258065,94.8387096774194,14.1935483870968,3.2258064516129
"E00033067",184,11,173,49,6,1.51630434782609,3.60326086956522,1.72282608695652,5.97826086956522,94.0217391304348,26.6304347826087,3.26086956521739
"E00033068",203,18,185,35,7,1.61083743842365,3.83251231527094,1.8128078817734,8.86699507389163,91.1330049261084,17.2413793103448,3.44827586206897
"E00033069",164,5,159,21,5,1.51219512195122,3.73780487804878,1.73170731707317,3.04878048780488,96.9512195121951,12.8048780487805,3.04878048780488
"E00033070",190,10,180,44,8,1.38421052631579,3.62105263157895,1.67894736842105,5.26315789473684,94.7368421052632,23.1578947368421,4.21052631578947
"E00033071",141,8,133,15,7,1.85106382978723,4.4822695035461,2.19858156028369,5.67375886524823,94.3262411347518,10.6382978723404,4.9645390070922
"E00033072",167,5,162,42,16,1.64670658682635,3.74850299401198,1.80239520958084,2.9940119760479,97.0059880239521,25.1497005988024,9.58083832335329
"E00033073",192,9,183,44,6,1.31770833333333,3.00520833333333,1.234375,4.6875,95.3125,22.9166666666667,3.125
"E00033074",179,10,169,23,8,1.58100558659218,3.85474860335196,1.88268156424581,5.58659217877095,94.413407821229,12.8491620111732,4.46927374301676
"E00033075",210,9,201,25,6,1.12857142857143,3.21428571428571,1.16190476190476,4.28571428571429,95.7142857142857,11.9047619047619,2.85714285714286
"E00033076",152,1,151,9,4,1.98684210526316,5.54605263157895,2.65789473684211,0.657894736842105,99.3421052631579,5.92105263157895,2.63157894736842
"E00033077",185,8,177,29,5,1.57837837837838,3.96756756756757,1.88648648648649,4.32432432432432,95.6756756756757,15.6756756756757,2.7027027027027
"E00033078",176,3,173,7,6,1.54545454545455,4.35227272727273,2.13068181818182,1.70454545454545,98.2954545454545,3.97727272727273,3.40909090909091
"E00033079",116,4,112,7,2,1.98275862068966,5.04310344827586,2.52586206896552,3.44827586206897,96.551724137931,6.03448275862069,1.72413793103448
"E00033080",150,1,149,8,3,1.31333333333333,3.60666666666667,1.58,0.666666666666667,99.3333333333333,5.33333333333333,2
"E00033081",127,9,118,8,4,1.73228346456693,4.35433070866142,2.1259842519685,7.08661417322835,92.9133858267717,6.2992125984252,3.1496062992126
"E00033082",122,1,121,0,1,2.55737704918033,7.63114754098361,3.81147540983607,0.819672131147541,99.1803278688525,0,0.819672131147541
"E00033083",122,0,122,2,0,2.75409836065574,7.78688524590164,3.76229508196721,0,100,1.63934426229508,0
"E00033084",148,3,145,6,4,2.19594594594595,5.47972972972973,2.89864864864865,2.02702702702703,97.972972972973,4.05405405405405,2.7027027027027
"E00033085",143,1,142,3,2,2.24475524475524,5.53146853146853,2.87412587412587,0.699300699300699,99.3006993006993,2.0979020979021,1.3986013986014
"E00033086",122,0,122,0,1,2.04098360655738,5.55737704918033,3,0,100,0,0.819672131147541
"E00033087",149,4,145,5,4,2.66442953020134,6.2013422818792,3.22818791946309,2.68456375838926,97.3154362416107,3.35570469798658,2.68456375838926
"E00033088",101,5,96,5,7,2.36633663366337,6.5049504950495,3.02970297029703,4.95049504950495,95.049504950495,4.95049504950495,6.93069306930693
"E00033089",124,5,119,5,5,2.43548387096774,5.7741935483871,2.94354838709677,4.03225806451613,95.9677419354839,4.03225806451613,4.03225806451613
"E00033090",139,9,130,6,7,2.70503597122302,5.79136690647482,3.02158273381295,6.47482014388489,93.5251798561151,4.31654676258993,5.03597122302158
"E00033091",126,8,118,2,3,2.42857142857143,5.8015873015873,3.00793650793651,6.34920634920635,93.6507936507936,1.58730158730159,2.38095238095238
"E00033092",127,6,121,2,0,2.41732283464567,6.43307086614173,3.26771653543307,4.7244094488189,95.2755905511811,1.5748031496063,0
"E00033093",158,7,151,4,4,2.35443037974684,5.66455696202532,2.98101265822785,4.43037974683544,95.5696202531646,2.53164556962025,2.53164556962025
"E00033094",136,14,122,3,3,2.41176470588235,5.74264705882353,3.05147058823529,10.2941176470588,89.7058823529412,2.20588235294118,2.20588235294118
"E00033095",164,1,163,2,1,2.52439024390244,7.26219512195122,3.75609756097561,0.609756097560976,99.390243902439,1.21951219512195,0.609756097560976
"E00033096",110,0,110,0,1,2.35454545454545,7.00909090909091,3.33636363636364,0,100,0,0.909090909090909
"E00033097",119,5,114,3,3,2.21008403361345,5.76470588235294,2.92436974789916,4.20168067226891,95.7983193277311,2.52100840336134,2.52100840336134
"E00033098",113,1,112,1,4,2.42477876106195,6.43362831858407,3.19469026548673,0.884955752212389,99.1150442477876,0.884955752212389,3.53982300884956
"E00033099",94,1,93,7,2,1.73404255319149,4.3936170212766,2.08510638297872,1.06382978723404,98.936170212766,7.4468085106383,2.12765957446809
"E00033100",138,5,133,5,9,2.15217391304348,5.46376811594203,2.69565217391304,3.6231884057971,96.3768115942029,3.6231884057971,6.52173913043478
"E00033101",96,3,93,1,2,2.20833333333333,6.09375,3.16666666666667,3.125,96.875,1.04166666666667,2.08333333333333
"E00033102",207,13,194,14,7,2.07246376811594,4.94685990338164,2.63768115942029,6.28019323671498,93.719806763285,6.76328502415459,3.38164251207729
"E00033103",117,7,110,3,7,2.54700854700855,5.99145299145299,3.05128205128205,5.98290598290598,94.017094017094,2.56410256410256,5.98290598290598
"E00033104",109,3,106,4,4,2.52293577981651,6.84403669724771,3.09174311926605,2.75229357798165,97.2477064220184,3.6697247706422,3.6697247706422
"E00033105",118,1,117,0,2,2.48305084745763,6.52542372881356,3.28813559322034,0.847457627118644,99.1525423728814,0,1.69491525423729
"E00033106",125,3,122,4,2,2.288,5.832,3,2.4,97.6,3.2,1.6
"E00033107",121,2,119,5,4,2.91735537190083,7.09090909090909,3.68595041322314,1.65289256198347,98.3471074380165,4.13223140495868,3.30578512396694
"E00033108",119,6,113,4,7,2.66386554621849,5.74789915966387,3.05042016806723,5.04201680672269,94.9579831932773,3.36134453781513,5.88235294117647
"E00033109",123,4,119,1,3,2.61788617886179,6.24390243902439,3.23577235772358,3.2520325203252,96.7479674796748,0.813008130081301,2.4390243902439
"E00033110",142,5,137,4,3,2.3943661971831,6.04929577464789,3.13380281690141,3.52112676056338,96.4788732394366,2.8169014084507,2.11267605633803
"E00033112",115,1,114,0,2,2.67826086956522,7.75652173913043,4.00869565217391,0.869565217391304,99.1304347826087,0,1.73913043478261
"E00033113",117,9,108,7,1,2.1025641025641,6.58119658119658,3.23931623931624,7.69230769230769,92.3076923076923,5.98290598290598,0.854700854700855
"E00033114",113,0,113,1,0,2.68141592920354,7.10619469026549,3.58407079646018,0,100,0.884955752212389,0
"E00033115",92,1,91,2,1,1.43478260869565,4.52173913043478,2.29347826086957,1.08695652173913,98.9130434782609,2.17391304347826,1.08695652173913
"E00033116",101,1,100,3,0,1.35643564356436,4.55445544554455,2.00990099009901,0.99009900990099,99.009900990099,2.97029702970297,0
"E00033117",154,3,151,4,1,2.5,6.46103896103896,3.11038961038961,1.94805194805195,98.0519480519481,2.5974025974026,0.649350649350649
"E00033118",129,2,127,2,2,2.56589147286822,6.04651162790698,3.17054263565891,1.55038759689922,98.4496124031008,1.55038759689922,1.55038759689922
"E00033119",109,1,108,3,0,2.40366972477064,6.75229357798165,3.26605504587156,0.917431192660551,99.0825688073395,2.75229357798165,0
"E00033120",132,1,131,4,3,2.37121212121212,5.5530303030303,2.93181818181818,0.757575757575758,99.2424242424242,3.03030303030303,2.27272727272727
"E00033121",119,3,116,3,2,1.84873949579832,5.12605042016807,2.54621848739496,2.52100840336134,97.4789915966387,2.52100840336134,1.68067226890756
"E00033122",121,3,118,4,3,2.27272727272727,5.8595041322314,3.18181818181818,2.47933884297521,97.5206611570248,3.30578512396694,2.47933884297521
"E00033123",123,2,121,0,2,2.09756097560976,6.04065040650407,3.07317073170732,1.6260162601626,98.3739837398374,0,1.6260162601626
"E00033124",120,1,119,3,3,2.55833333333333,6.74166666666667,3.35833333333333,0.833333333333333,99.1666666666667,2.5,2.5
"E00033125",111,2,109,7,4,1.68468468468468,4.63063063063063,2.36036036036036,1.8018018018018,98.1981981981982,6.30630630630631,3.6036036036036
"E00033126",111,3,108,2,0,2.26126126126126,5.95495495495495,3.12612612612613,2.7027027027027,97.2972972972973,1.8018018018018,0
"E00033127",194,7,187,2,6,2.24226804123711,5.57731958762887,2.81443298969072,3.60824742268041,96.3917525773196,1.03092783505155,3.09278350515464
"E00033128",111,1,110,3,4,2.41441441441441,5.9009009009009,3.02702702702703,0.900900900900901,99.0990990990991,2.7027027027027,3.6036036036036
"E00033129",108,7,101,1,1,2.37037037037037,6.15740740740741,3.25,6.48148148148148,93.5185185185185,0.925925925925926,0.925925925925926
"E00033130",126,0,126,0,1,2.85714285714286,7.61904761904762,3.8015873015873,0,100,0,0.793650793650794
"E00033131",130,7,123,12,9,2.11538461538462,5.06923076923077,2.59230769230769,5.38461538461539,94.6153846153846,9.23076923076923,6.92307692307692
"E00033132",158,11,147,7,11,2.65189873417722,6.06329113924051,3.12025316455696,6.9620253164557,93.0379746835443,4.43037974683544,6.9620253164557
"E00033133",144,3,141,23,11,2.54166666666667,5.03472222222222,2.88888888888889,2.08333333333333,97.9166666666667,15.9722222222222,7.63888888888889
"E00033134",111,5,106,9,4,1.71171171171171,4.7027027027027,2.27027027027027,4.5045045045045,95.4954954954955,8.10810810810811,3.6036036036036
"E00033135",183,12,171,7,5,2.43169398907104,5.6120218579235,2.96174863387978,6.55737704918033,93.4426229508197,3.82513661202186,2.73224043715847
"E00033136",99,3,96,5,7,2.27272727272727,5.37373737373737,2.77777777777778,3.03030303030303,96.969696969697,5.05050505050505,7.07070707070707
"E00033137",167,12,155,15,7,1.67664670658683,4.32335329341317,2.01197604790419,7.18562874251497,92.814371257485,8.98203592814371,4.19161676646707
"E00033138",113,14,99,12,5,1.51327433628319,4,2.07079646017699,12.3893805309735,87.6106194690265,10.6194690265487,4.42477876106195
"E00033139",149,7,142,11,4,1.66442953020134,4.50335570469799,2.1744966442953,4.69798657718121,95.3020134228188,7.38255033557047,2.68456375838926
"E00033140",94,4,90,3,3,2.14893617021277,5.40425531914894,3,4.25531914893617,95.7446808510638,3.19148936170213,3.19148936170213
"E00033141",85,2,83,1,4,2.44705882352941,6.16470588235294,3.2,2.35294117647059,97.6470588235294,1.17647058823529,4.70588235294118
"E00033142",117,6,111,3,3,2.33333333333333,5.21367521367521,2.71794871794872,5.12820512820513,94.8717948717949,2.56410256410256,2.56410256410256
"E00033143",127,14,113,11,9,2.05511811023622,4.68503937007874,2.4488188976378,11.0236220472441,88.9763779527559,8.66141732283465,7.08661417322835
"E00033144",126,17,109,8,5,1.61904761904762,4.37301587301587,2.13492063492063,13.4920634920635,86.5079365079365,6.34920634920635,3.96825396825397
"E00033145",122,11,111,7,5,2.40983606557377,5.44262295081967,2.92622950819672,9.01639344262295,90.983606557377,5.73770491803279,4.0983606557377
"E00033146",124,13,111,10,5,2.45161290322581,5.89516129032258,3.2258064516129,10.4838709677419,89.5161290322581,8.06451612903226,4.03225806451613
"E00033147",127,6,121,5,5,2.4251968503937,5.93700787401575,3.08661417322835,4.7244094488189,95.2755905511811,3.93700787401575,3.93700787401575
"E00033148",116,3,113,3,2,2.22413793103448,5.68103448275862,3.01724137931034,2.58620689655172,97.4137931034483,2.58620689655172,1.72413793103448
"E00033149",98,12,86,0,4,2.30612244897959,5.92857142857143,3.07142857142857,12.2448979591837,87.7551020408163,0,4.08163265306122
"E00033150",146,16,130,23,16,2.16438356164384,5.12328767123288,2.36986301369863,10.958904109589,89.041095890411,15.7534246575342,10.958904109589
"E00033151",125,13,112,9,5,2.096,5.016,2.528,10.4,89.6,7.2,4
"E00033152",146,26,120,17,7,2.08904109589041,4.86301369863014,2.64383561643836,17.8082191780822,82.1917808219178,11.6438356164384,4.79452054794521
"E00033153",167,13,154,7,5,1.98802395209581,4.97604790419162,2.53293413173653,7.78443113772455,92.2155688622755,4.19161676646707,2.9940119760479
"E00033154",102,12,90,10,5,1.52941176470588,4.04901960784314,2.08823529411765,11.7647058823529,88.2352941176471,9.80392156862745,4.90196078431373
"E00033155",155,19,136,11,7,1.71612903225806,4.52258064516129,2.26451612903226,12.258064516129,87.741935483871,7.09677419354839,4.51612903225806
"E00033156",122,7,115,4,6,1.95081967213115,4.86885245901639,2.36885245901639,5.73770491803279,94.2622950819672,3.27868852459016,4.91803278688525
"E00033157",140,13,127,17,14,2.32857142857143,4.92142857142857,2.45714285714286,9.28571428571429,90.7142857142857,12.1428571428571,10
"E00033158",130,9,121,7,6,2.32307692307692,5.1,2.62307692307692,6.92307692307692,93.0769230769231,5.38461538461539,4.61538461538462
"E00033159",87,5,82,11,7,2.26436781609195,4.63218390804598,2.39080459770115,5.74712643678161,94.2528735632184,12.6436781609195,8.04597701149425
"E00033160",167,20,147,28,11,2.11976047904192,4.67664670658683,2.34131736526946,11.9760479041916,88.0239520958084,16.7664670658683,6.58682634730539
"E00033161",137,8,129,15,10,2.04379562043796,4.2992700729927,2.17518248175182,5.83941605839416,94.1605839416058,10.9489051094891,7.2992700729927
"E00033162",131,11,120,20,16,2.13740458015267,4.52671755725191,2.34351145038168,8.3969465648855,91.6030534351145,15.2671755725191,12.2137404580153
"E00033163",136,8,128,34,18,2.03676470588235,4.58823529411765,2.26470588235294,5.88235294117647,94.1176470588235,25,13.2352941176471
"E00033164",152,15,137,6,4,2.30921052631579,5.34210526315789,2.94078947368421,9.86842105263158,90.1315789473684,3.94736842105263,2.63157894736842
"E00033165",117,0,117,13,6,1.41880341880342,3.68376068376068,1.57264957264957,0,100,11.1111111111111,5.12820512820513
"E00033166",113,2,111,9,2,1.39823008849558,3.89380530973451,1.68141592920354,1.76991150442478,98.2300884955752,7.9646017699115,1.76991150442478
"E00033167",130,5,125,5,4,2.38461538461538,5.36153846153846,2.97692307692308,3.84615384615385,96.1538461538462,3.84615384615385,3.07692307692308
"E00033168",122,7,115,1,2,2.33606557377049,5.55737704918033,2.90163934426229,5.73770491803279,94.2622950819672,0.819672131147541,1.63934426229508
"E00033169",122,4,118,3,1,2.47540983606557,5.54918032786885,3.00819672131148,3.27868852459016,96.7213114754098,2.45901639344262,0.819672131147541
"E00033170",142,3,139,5,7,2.53521126760563,5.64084507042254,2.97887323943662,2.11267605633803,97.887323943662,3.52112676056338,4.92957746478873
"E00033171",136,10,126,5,5,2.53676470588235,5.44117647058824,2.96323529411765,7.35294117647059,92.6470588235294,3.67647058823529,3.67647058823529
"E00033172",122,7,115,11,3,1.52459016393443,4.16393442622951,1.84426229508197,5.73770491803279,94.2622950819672,9.01639344262295,2.45901639344262
"E00033173",129,9,120,3,3,2.44186046511628,5.62790697674419,3,6.97674418604651,93.0232558139535,2.32558139534884,2.32558139534884
"E00033174",114,2,112,6,8,2.60526315789474,5.57894736842105,2.97368421052632,1.75438596491228,98.2456140350877,5.26315789473684,7.01754385964912
"E00033175",107,8,99,5,9,2.60747663551402,5.64485981308411,2.97196261682243,7.47663551401869,92.5233644859813,4.67289719626168,8.41121495327103
"E00033176",99,8,91,3,4,2.66666666666667,6.19191919191919,3.37373737373737,8.08080808080808,91.9191919191919,3.03030303030303,4.04040404040404
"E00033177",130,13,117,4,2,2.29230769230769,5.87692307692308,3.20769230769231,10,90,3.07692307692308,1.53846153846154
"E00033178",88,7,81,2,4,1.93181818181818,5.34090909090909,2.71590909090909,7.95454545454545,92.0454545454545,2.27272727272727,4.54545454545455
"E00033179",136,6,130,9,9,2.36764705882353,5.49264705882353,2.91176470588235,4.41176470588235,95.5882352941177,6.61764705882353,6.61764705882353
"E00033181",155,15,140,28,6,2.71612903225806,6.32903225806452,3.40645161290323,9.67741935483871,90.3225806451613,18.0645161290323,3.87096774193548
"E00033182",184,15,169,30,8,2,5.02717391304348,2.54891304347826,8.15217391304348,91.8478260869565,16.304347826087,4.34782608695652
"E00033183",207,13,194,48,14,2.82125603864734,5.85990338164251,3.31884057971015,6.28019323671498,93.719806763285,23.1884057971014,6.76328502415459
"E00033185",117,9,108,18,8,2.90598290598291,6.17948717948718,3.57264957264957,7.69230769230769,92.3076923076923,15.3846153846154,6.83760683760684
"E00033186",105,2,103,15,9,3.02857142857143,5.79047619047619,3.45714285714286,1.9047619047619,98.0952380952381,14.2857142857143,8.57142857142857
"E00033187",129,17,112,35,7,1.52713178294574,4.21705426356589,2.11627906976744,13.1782945736434,86.8217054263566,27.1317829457364,5.42635658914729
"E00033188",113,2,111,4,4,2.89380530973451,6.01769911504425,3.3716814159292,1.76991150442478,98.2300884955752,3.53982300884956,3.53982300884956
"E00033189",208,4,204,25,21,2.44711538461538,5.33653846153846,2.85576923076923,1.92307692307692,98.0769230769231,12.0192307692308,10.0961538461538
"E00033190",226,13,213,44,32,2.53982300884956,4.58407079646018,2.29646017699115,5.75221238938053,94.2477876106195,19.4690265486726,14.1592920353982
"E00033191",128,7,121,15,13,3.5,6.3671875,3.859375,5.46875,94.53125,11.71875,10.15625
"E00033192",118,4,114,29,15,3.67796610169492,6.06779661016949,3.71186440677966,3.38983050847458,96.6101694915254,24.5762711864407,12.7118644067797
"E00033193",114,11,103,7,4,2.86842105263158,7.07017543859649,3.86842105263158,9.64912280701754,90.3508771929825,6.14035087719298,3.50877192982456
"E00033194",117,9,108,11,8,2.94871794871795,6.36752136752137,3.57264957264957,7.69230769230769,92.3076923076923,9.4017094017094,6.83760683760684
"E00033195",105,6,99,9,7,2.37142857142857,5.44761904761905,2.91428571428571,5.71428571428571,94.2857142857143,8.57142857142857,6.66666666666667
"E00033196",137,7,130,42,6,1.53284671532847,3.5036496350365,1.75182481751825,5.10948905109489,94.8905109489051,30.6569343065693,4.37956204379562
"E00033197",236,3,233,13,4,1.50423728813559,4.48728813559322,2.39830508474576,1.27118644067797,98.728813559322,5.50847457627119,1.69491525423729
"E00033198",135,5,130,9,5,2.91111111111111,6.46666666666667,3.64444444444444,3.7037037037037,96.2962962962963,6.66666666666667,3.7037037037037
"E00033199",137,3,134,3,3,1.35036496350365,4.51824817518248,2.39416058394161,2.18978102189781,97.8102189781022,2.18978102189781,2.18978102189781
"E00033200",126,3,123,27,6,1.84126984126984,3.96825396825397,2,2.38095238095238,97.6190476190476,21.4285714285714,4.76190476190476
"E00033201",91,7,84,5,5,2.58241758241758,5.87912087912088,3.18681318681319,7.69230769230769,92.3076923076923,5.49450549450549,5.49450549450549
