"GeographyCode","KS402EW0001","KS402EW0002","KS402EW0003","KS402EW0004","KS402EW0005","KS402EW0006","KS402EW0007","KS402EW0008","KS402EW0009","KS402EW0010","KS402EW0011","KS402EW0012","KS402EW0013","KS402EW0014","KS402EW0015","KS402EW0016","KS402EW0017"
"E01006581",607,270,275,0,1,5,45,9,2,44.4810543657331,45.3047775947282,0,0.164744645799012,0.823723228995058,7.41350906095552,1.4827018121911,0.329489291598023
"E01006582",585,249,274,1,1,7,44,3,6,42.5641025641026,46.8376068376068,0.170940170940171,0.170940170940171,1.1965811965812,7.52136752136752,0.512820512820513,1.02564102564103
"E01006583",467,246,199,0,3,1,10,4,4,52.6766595289079,42.6124197002141,0,0.642398286937901,0.214132762312634,2.14132762312634,0.856531049250535,0.856531049250535
"E01006584",611,230,232,6,7,58,72,4,2,37.6432078559738,37.9705400981997,0.981996726677578,1.14566284779051,9.49263502454992,11.7839607201309,0.654664484451719,0.327332242225859
"E01006585",641,120,137,0,95,222,41,4,22,18.7207488299532,21.3728549141966,0,14.8205928237129,34.6333853354134,6.39625585023401,0.62402496099844,3.43213728549142
"E01006586",921,169,258,6,37,199,214,19,19,18.3496199782845,28.0130293159609,0.651465798045603,4.01737242128122,21.6069489685125,23.2356134636265,2.06297502714441,2.06297502714441
"E01006587",717,158,235,12,4,157,141,6,4,22.0362622036262,32.7754532775453,1.67364016736402,0.557880055788006,21.8967921896792,19.6652719665272,0.836820083682008,0.557880055788006
"E01006588",702,194,235,1,13,40,196,15,8,27.6353276353276,33.4757834757835,0.142450142450142,1.85185185185185,5.6980056980057,27.9202279202279,2.13675213675214,1.13960113960114
"E01006589",599,235,298,0,5,14,34,5,8,39.2320534223706,49.7495826377296,0,0.834724540901502,2.33722871452421,5.67612687813022,0.834724540901502,1.3355592654424
"E01006590",701,185,212,4,3,36,241,16,4,26.3908701854494,30.2425106990014,0.570613409415121,0.427960057061341,5.13552068473609,34.3794579172611,2.28245363766049,0.570613409415121
"E01006591",671,180,290,1,1,9,172,11,7,26.8256333830104,43.2190760059613,0.14903129657228,0.14903129657228,1.34128166915052,25.6333830104322,1.63934426229508,1.04321907600596
"E01006592",624,290,246,1,1,8,71,1,6,46.474358974359,39.4230769230769,0.16025641025641,0.16025641025641,1.28205128205128,11.3782051282051,0.16025641025641,0.961538461538462
"E01006593",662,149,247,0,2,18,222,15,9,22.5075528700906,37.3111782477341,0,0.302114803625378,2.7190332326284,33.5347432024169,2.26586102719033,1.3595166163142
"E01006594",579,274,235,2,4,6,49,4,5,47.3229706390328,40.587219343696,0.345423143350604,0.690846286701209,1.03626943005181,8.46286701208981,0.690846286701209,0.863557858376511
"E01006595",812,276,340,1,2,41,129,18,5,33.9901477832512,41.871921182266,0.123152709359606,0.246305418719212,5.04926108374384,15.8866995073892,2.21674876847291,0.61576354679803
"E01006596",597,237,249,0,2,6,95,6,2,39.6984924623116,41.7085427135678,0,0.33500837520938,1.00502512562814,15.9128978224456,1.00502512562814,0.33500837520938
"E01006597",683,310,273,0,1,12,75,5,7,45.3879941434846,39.9707174231332,0,0.146412884333821,1.75695461200586,10.9809663250366,0.732064421669107,1.02489019033675
"E01006598",604,64,74,0,93,323,41,4,5,10.5960264900662,12.2516556291391,0,15.3973509933775,53.476821192053,6.78807947019868,0.662251655629139,0.827814569536424
"E01006599",482,45,51,0,110,233,35,5,3,9.33609958506224,10.5809128630705,0,22.8215767634855,48.3402489626556,7.26141078838174,1.03734439834025,0.622406639004149
"E01006600",592,164,156,2,62,137,53,4,14,27.7027027027027,26.3513513513513,0.337837837837838,10.472972972973,23.1418918918919,8.9527027027027,0.675675675675676,2.36486486486486
"E01006603",594,176,161,0,53,150,38,5,11,29.6296296296296,27.1043771043771,0,8.92255892255892,25.2525252525253,6.3973063973064,0.841750841750842,1.85185185185185
"E01006604",571,156,191,3,63,98,42,4,14,27.3204903677758,33.4500875656743,0.525394045534151,11.0332749562172,17.1628721541156,7.35551663747811,0.700525394045534,2.45183887915937
"E01006605",696,141,173,2,98,208,57,4,13,20.2586206896552,24.8563218390805,0.28735632183908,14.0804597701149,29.8850574712644,8.18965517241379,0.574712643678161,1.86781609195402
"E01006606",723,174,244,1,37,117,128,15,7,24.0663900414938,33.7482710926694,0.138312586445367,5.11756569847856,16.1825726141079,17.7040110650069,2.0746887966805,0.968188105117566
"E01006607",641,151,183,2,65,180,39,5,16,23.5569422776911,28.5491419656786,0.31201248049922,10.1404056162246,28.0811232449298,6.08424336973479,0.78003120124805,2.49609984399376
"E01006608",563,125,169,14,8,116,113,11,7,22.202486678508,30.0177619893428,2.4866785079929,1.42095914742451,20.6039076376554,20.0710479573712,1.9538188277087,1.24333925399645
"E01006609",576,145,186,1,12,89,134,3,6,25.1736111111111,32.2916666666667,0.173611111111111,2.08333333333333,15.4513888888889,23.2638888888889,0.520833333333333,1.04166666666667
"E01006610",669,125,156,0,12,217,146,8,5,18.6846038863976,23.3183856502242,0,1.79372197309417,32.4364723467862,21.8236173393124,1.19581464872945,0.747384155455904
"E01006611",742,119,148,0,11,127,320,8,9,16.0377358490566,19.9460916442049,0,1.48247978436658,17.1159029649596,43.1266846361186,1.07816711590297,1.21293800539084
"E01006612",740,113,142,4,129,286,49,3,14,15.2702702702703,19.1891891891892,0.540540540540541,17.4324324324324,38.6486486486486,6.62162162162162,0.405405405405405,1.89189189189189
"E01006613",611,181,158,0,52,160,44,8,8,29.6235679214403,25.8592471358429,0,8.51063829787234,26.1865793780687,7.2013093289689,1.30932896890344,1.30932896890344
"E01006614",667,153,173,2,8,97,224,7,3,22.9385307346327,25.9370314842579,0.299850074962519,1.19940029985008,14.5427286356822,33.5832083958021,1.04947526236882,0.449775112443778
"E01006615",663,109,157,4,23,144,201,10,15,16.4404223227753,23.6802413273001,0.603318250377074,3.46907993966818,21.7194570135747,30.316742081448,1.50829562594268,2.26244343891403
"E01006616",613,150,183,12,59,136,62,2,9,24.4698205546493,29.8531810766721,1.95758564437194,9.62479608482871,22.1859706362153,10.1141924959217,0.32626427406199,1.46818923327896
"E01006617",650,203,254,1,11,39,117,14,11,31.2307692307692,39.0769230769231,0.153846153846154,1.69230769230769,6,18,2.15384615384615,1.69230769230769
"E01006618",692,218,230,3,54,130,43,6,8,31.5028901734104,33.2369942196532,0.433526011560694,7.80346820809249,18.7861271676301,6.21387283236994,0.867052023121387,1.15606936416185
"E01006619",734,246,260,0,11,31,158,14,14,33.5149863760218,35.4223433242507,0,1.49863760217984,4.22343324250681,21.5258855585831,1.90735694822888,1.90735694822888
"E01006620",625,248,210,0,12,98,41,7,9,39.68,33.6,0,1.92,15.68,6.56,1.12,1.44
"E01006621",584,260,236,0,5,17,52,5,9,44.5205479452055,40.4109589041096,0,0.856164383561644,2.91095890410959,8.9041095890411,0.856164383561644,1.54109589041096
"E01006622",586,266,269,0,1,5,40,1,4,45.3924914675768,45.9044368600683,0,0.170648464163823,0.853242320819113,6.8259385665529,0.170648464163823,0.68259385665529
"E01006623",527,228,266,0,2,9,18,0,4,43.2637571157495,50.4743833017078,0,0.379506641366224,1.70777988614801,3.41555977229602,0,0.759013282732448
"E01006624",702,160,256,2,17,141,112,5,9,22.7920227920228,36.4672364672365,0.284900284900285,2.42165242165242,20.0854700854701,15.954415954416,0.712250712250712,1.28205128205128
"E01006625",609,245,250,1,8,44,49,4,8,40.2298850574713,41.0509031198686,0.164203612479475,1.3136288998358,7.22495894909688,8.04597701149425,0.656814449917898,1.3136288998358
"E01006626",593,226,241,4,11,67,32,7,5,38.1112984822934,40.6408094435076,0.674536256323777,1.85497470489039,11.2984822934233,5.39629005059022,1.18043844856661,0.843170320404722
"E01006627",600,201,236,4,13,73,56,5,12,33.5,39.3333333333333,0.666666666666667,2.16666666666667,12.1666666666667,9.33333333333333,0.833333333333333,2
"E01006628",651,196,260,4,1,57,118,8,7,30.1075268817204,39.9385560675883,0.614439324116744,0.153609831029186,8.75576036866359,18.1259600614439,1.22887864823349,1.0752688172043
"E01006629",573,187,189,1,6,92,84,6,8,32.6352530541012,32.9842931937173,0.174520069808028,1.04712041884817,16.0558464223386,14.6596858638743,1.04712041884817,1.39616055846422
"E01006630",555,23,40,0,99,325,38,17,13,4.14414414414414,7.20720720720721,0,17.8378378378378,58.5585585585586,6.84684684684685,3.06306306306306,2.34234234234234
"E01006632",884,107,130,19,70,406,131,10,11,12.10407239819,14.7058823529412,2.14932126696833,7.91855203619909,45.9276018099548,14.8190045248869,1.13122171945701,1.24434389140271
"E01006633",699,58,95,3,102,330,95,7,9,8.29756795422032,13.5908440629471,0.429184549356223,14.5922746781116,47.2103004291845,13.5908440629471,1.00143061516452,1.28755364806867
"E01006637",670,66,144,4,95,268,75,10,8,9.85074626865672,21.4925373134328,0.597014925373134,14.1791044776119,40,11.1940298507463,1.49253731343284,1.19402985074627
"E01006638",518,71,87,0,74,206,65,3,12,13.7065637065637,16.7953667953668,0,14.2857142857143,39.7683397683398,12.5482625482625,0.579150579150579,2.31660231660232
"E01006639",640,142,269,3,20,95,107,4,0,22.1875,42.03125,0.46875,3.125,14.84375,16.71875,0.625,0
"E01006640",760,260,296,1,8,105,69,12,9,34.2105263157895,38.9473684210526,0.131578947368421,1.05263157894737,13.8157894736842,9.07894736842105,1.57894736842105,1.18421052631579
"E01006641",633,67,425,1,11,28,84,13,4,10.5845181674566,67.1406003159558,0.157977883096367,1.73775671406003,4.42338072669826,13.2701421800948,2.05371248025276,0.631911532385466
"E01006642",590,96,114,2,94,223,48,4,9,16.271186440678,19.3220338983051,0.338983050847458,15.9322033898305,37.7966101694915,8.13559322033898,0.677966101694915,1.52542372881356
"E01006643",740,115,191,0,99,225,98,3,9,15.5405405405405,25.8108108108108,0,13.3783783783784,30.4054054054054,13.2432432432432,0.405405405405405,1.21621621621622
"E01006644",963,156,261,0,78,258,183,13,14,16.1993769470405,27.1028037383178,0,8.09968847352025,26.791277258567,19.0031152647975,1.34994807892004,1.45379023883697
"E01006645",690,107,101,3,92,318,52,2,15,15.5072463768116,14.6376811594203,0.434782608695652,13.3333333333333,46.0869565217391,7.53623188405797,0.289855072463768,2.17391304347826
"E01006646",1006,64,141,13,75,416,262,12,23,6.36182902584493,14.0159045725646,1.29224652087475,7.45526838966203,41.351888667992,26.0437375745527,1.19284294234592,2.28628230616302
"E01006647",636,50,37,10,85,409,21,5,19,7.86163522012579,5.81761006289308,1.57232704402516,13.3647798742138,64.3081761006289,3.30188679245283,0.786163522012579,2.9874213836478
"E01006648",1075,72,140,10,79,397,347,16,14,6.69767441860465,13.0232558139535,0.930232558139535,7.34883720930233,36.9302325581395,32.2790697674419,1.48837209302326,1.30232558139535
"E01006651",592,116,409,0,2,19,39,5,2,19.5945945945946,69.0878378378378,0,0.337837837837838,3.20945945945946,6.58783783783784,0.844594594594595,0.337837837837838
"E01006652",633,211,262,1,0,14,127,7,11,33.3333333333333,41.390205371248,0.157977883096367,0,2.21169036334913,20.0631911532385,1.10584518167457,1.73775671406003
"E01006653",656,138,230,9,56,143,65,8,7,21.0365853658537,35.0609756097561,1.3719512195122,8.53658536585366,21.7987804878049,9.90853658536585,1.21951219512195,1.06707317073171
"E01006654",627,111,269,0,6,106,124,9,2,17.7033492822967,42.902711323764,0,0.956937799043062,16.9059011164274,19.7767145135566,1.43540669856459,0.318979266347687
"E01006655",706,189,229,1,36,136,73,33,9,26.7705382436261,32.4362606232295,0.141643059490085,5.09915014164306,19.2634560906516,10.3399433427762,4.6742209631728,1.27478753541076
"E01006656",669,183,279,2,3,30,154,14,4,27.3542600896861,41.7040358744395,0.298953662182362,0.448430493273543,4.48430493273543,23.0194319880419,2.09267563527653,0.597907324364723
"E01006657",582,141,195,0,10,63,157,9,7,24.2268041237113,33.5051546391753,0,1.71821305841924,10.8247422680412,26.9759450171821,1.54639175257732,1.20274914089347
"E01006658",634,121,125,0,110,191,69,5,13,19.0851735015773,19.7160883280757,0,17.3501577287066,30.1261829652997,10.8832807570978,0.788643533123028,2.05047318611987
"E01006659",548,76,135,0,40,173,110,6,8,13.8686131386861,24.6350364963504,0,7.2992700729927,31.5693430656934,20.0729927007299,1.09489051094891,1.45985401459854
"E01006660",616,126,192,0,48,179,51,7,13,20.4545454545455,31.1688311688312,0,7.79220779220779,29.0584415584416,8.27922077922078,1.13636363636364,2.11038961038961
"E01006661",749,112,160,0,106,270,62,11,28,14.9532710280374,21.3618157543391,0,14.1522029372497,36.0480640854473,8.27770360480641,1.46862483311081,3.73831775700935
"E01006662",785,107,159,10,79,330,76,4,20,13.6305732484076,20.2547770700637,1.27388535031847,10.0636942675159,42.0382165605096,9.68152866242038,0.509554140127389,2.54777070063694
"E01006663",510,57,190,3,62,118,67,5,8,11.1764705882353,37.2549019607843,0.588235294117647,12.156862745098,23.1372549019608,13.1372549019608,0.980392156862745,1.56862745098039
"E01006664",822,120,183,7,62,252,186,4,8,14.5985401459854,22.2627737226277,0.851581508515815,7.54257907542579,30.6569343065693,22.6277372262774,0.48661800486618,0.97323600973236
"E01006665",630,135,390,10,1,11,76,7,0,21.4285714285714,61.9047619047619,1.58730158730159,0.158730158730159,1.74603174603175,12.0634920634921,1.11111111111111,0
"E01006666",514,106,338,15,0,7,37,6,5,20.6225680933852,65.7587548638132,2.91828793774319,0,1.36186770428016,7.19844357976654,1.16731517509728,0.972762645914397
"E01006667",618,156,254,10,36,98,50,8,6,25.2427184466019,41.1003236245955,1.61812297734628,5.8252427184466,15.8576051779935,8.09061488673139,1.29449838187702,0.970873786407767
"E01006668",590,104,390,9,1,7,71,6,2,17.6271186440678,66.1016949152542,1.52542372881356,0.169491525423729,1.1864406779661,12.0338983050847,1.01694915254237,0.338983050847458
"E01006669",551,95,316,9,16,49,55,5,6,17.2413793103448,57.3502722323049,1.63339382940109,2.9038112522686,8.8929219600726,9.98185117967332,0.907441016333938,1.08892921960073
"E01006670",607,171,324,2,5,29,67,4,5,28.171334431631,53.3772652388797,0.329489291598023,0.823723228995058,4.77759472817133,11.0378912685338,0.658978583196046,0.823723228995058
"E01006671",499,121,222,0,41,72,29,6,8,24.248496993988,44.4889779559118,0,8.21643286573146,14.4288577154309,5.81162324649299,1.20240480961924,1.60320641282565
"E01006672",798,129,180,4,89,298,90,5,3,16.1654135338346,22.5563909774436,0.50125313283208,11.1528822055138,37.34335839599,11.2781954887218,0.6265664160401,0.37593984962406
"E01006673",954,31,42,5,74,524,255,8,15,3.24947589098532,4.40251572327044,0.524109014675052,7.75681341719078,54.9266247379455,26.7295597484277,0.838574423480084,1.57232704402516
"E01006674",826,56,43,2,123,479,98,10,15,6.77966101694915,5.20581113801453,0.242130750605327,14.8910411622276,57.9903147699758,11.864406779661,1.21065375302663,1.81598062953995
"E01006675",1132,88,71,22,23,400,487,27,14,7.77385159010601,6.27208480565371,1.9434628975265,2.03180212014134,35.3356890459364,43.0212014134276,2.38515901060071,1.23674911660777
"E01006676",761,90,65,2,67,388,110,16,23,11.826544021025,8.54139290407359,0.26281208935611,8.8042049934297,50.9855453350854,14.4546649145861,2.10249671484888,3.02233902759527
"E01006677",477,50,33,1,35,300,41,5,12,10.482180293501,6.91823899371069,0.209643605870021,7.33752620545073,62.8930817610063,8.59538784067086,1.0482180293501,2.51572327044025
"E01006678",1059,94,93,34,87,569,155,6,21,8.87629839471199,8.78186968838527,3.21057601510859,8.21529745042493,53.7299338999056,14.6364494806421,0.56657223796034,1.98300283286119
"E01006679",920,55,38,7,146,505,134,16,19,5.97826086956522,4.1304347826087,0.760869565217391,15.8695652173913,54.8913043478261,14.5652173913043,1.73913043478261,2.06521739130435
"E01006680",605,284,277,0,2,13,26,0,3,46.9421487603306,45.7851239669422,0,0.330578512396694,2.14876033057851,4.29752066115702,0,0.495867768595041
"E01006681",719,228,195,2,59,134,78,9,14,31.7107093184979,27.1210013908206,0.278164116828929,8.20584144645341,18.6369958275382,10.8484005563282,1.25173852573018,1.9471488178025
"E01006682",498,248,217,0,0,4,25,2,2,49.7991967871486,43.574297188755,0,0,0.803212851405622,5.02008032128514,0.401606425702811,0.401606425702811
"E01006683",594,295,262,0,2,8,24,0,3,49.6632996632997,44.1077441077441,0,0.336700336700337,1.34680134680135,4.04040404040404,0,0.505050505050505
"E01006684",999,333,384,2,1,9,250,16,4,33.3333333333333,38.4384384384384,0.2002002002002,0.1001001001001,0.900900900900901,25.025025025025,1.6016016016016,0.4004004004004
"E01006685",604,251,238,0,2,13,90,7,3,41.5562913907285,39.4039735099338,0,0.33112582781457,2.1523178807947,14.9006622516556,1.15894039735099,0.496688741721854
