"GeographyCode","KS101EW0001","KS101EW0002","KS101EW0003","KS101EW0004","KS101EW0005","KS101EW0006","KS101EW0007","KS101EW0008","KS101EW0009","KS101EW0010","KS101EW0011","KS101EW0012"
"E01006600",1407,638,769,1407,0,12,24.51,57.4051407588739,45.3447050461976,54.6552949538024,100,0
"E01006603",1410,671,739,1386,24,3,27.01,52.2028878193262,47.5886524822695,52.4113475177305,98.2978723404255,1.70212765957447
"E01006604",1367,642,725,1367,0,10,31.42,43.5073201782304,46.9641550841258,53.0358449158742,100,0
"E01006605",1531,740,791,1531,0,5,28.25,54.1946902654867,48.3344219464402,51.6655780535598,100,0
"E01006606",1521,729,792,1521,0,7,45.21,33.64299933643,47.9289940828402,52.0710059171598,100,0
"E01006607",1531,718,813,1529,2,5,20.22,75.7171117705242,46.8974526453298,53.1025473546702,99.8693664271718,0.130633572828217
"E01006608",1215,604,611,1213,2,4,29.87,40.6762638098427,49.7119341563786,50.2880658436214,99.8353909465021,0.164609053497942
"E01006609",1283,609,674,1283,0,4,12.99,98.7682832948422,47.4668745128605,52.5331254871395,100,0
"E01006610",1397,647,750,1395,2,3,17.72,78.8374717832957,46.3135289906943,53.6864710093057,99.8568360773085,0.143163922691482
"E01006611",1291,646,645,1291,0,4,8.61,149.941927990708,50.0387296669249,49.9612703330751,100,0
"E01006612",1495,728,767,1495,0,2,28.57,52.327616380819,48.695652173913,51.304347826087,100,0
"E01006613",1360,655,705,1360,0,6,60.43,22.5053781234486,48.1617647058824,51.8382352941177,100,0
"E01006614",1322,635,687,1322,0,1,7.94,166.498740554156,48.0332829046899,51.9667170953101,100,0
"E01006615",1302,611,691,1302,0,6,15.02,86.6844207723036,46.9278033794163,53.0721966205837,100,0
"E01006616",1428,696,732,1428,0,5,26.79,53.3034714445689,48.7394957983193,51.2605042016807,100,0
"E01006617",1421,667,754,1421,0,3,37.4,37.9946524064171,46.9387755102041,53.0612244897959,100,0
"E01006618",1639,765,874,1639,0,6,28.44,57.6300984528833,46.6748017083588,53.3251982916412,100,0
"E01006619",1599,753,846,1599,0,13,38.34,41.7057902973396,47.0919324577861,52.9080675422139,100,0
"E01006620",1417,670,747,1409,8,14,23.03,61.5284411636995,47.2829922371207,52.7170077628793,99.4354269583627,0.564573041637262
"E01006621",1468,717,751,1468,0,24,65.01,22.5811413628672,48.841961852861,51.158038147139,100,0
"E01006622",1519,751,768,1519,0,20,21.6,70.3240740740741,49.4404213298223,50.5595786701777,100,0
"E01006623",1462,724,738,1462,0,19,47.1,31.0403397027601,49.5212038303694,50.4787961696306,100,0
"E01006624",1556,756,800,1551,5,10,40.82,38.1185693287604,48.586118251928,51.413881748072,99.6786632390746,0.32133676092545
"E01006625",1416,675,741,1416,0,12,21.95,64.5102505694761,47.6694915254237,52.3305084745763,100,0
"E01006626",1448,676,772,1448,0,3,25.43,56.9406213134094,46.6850828729282,53.3149171270718,100,0
"E01006627",1378,654,724,1378,0,9,111.73,12.3333034995077,47.4600870827286,52.5399129172714,100,0
"E01006628",1874,871,1003,1518,356,30,55.94,33.5001787629603,46.4781216648879,53.5218783351121,81.0032017075774,18.9967982924226
"E01006629",1255,595,660,1242,13,9,25.36,49.48738170347,47.4103585657371,52.5896414342629,98.9641434262948,1.03585657370518
"E01006630",1338,609,729,1338,0,0,32.98,40.5700424499697,45.5156950672646,54.4843049327354,100,0
"E01006632",1842,928,914,1842,0,11,20.31,90.6942392909897,50.3800217155266,49.6199782844734,100,0
"E01006633",1432,696,736,1432,0,2,21.19,67.579046720151,48.6033519553073,51.3966480446927,100,0
"E01006637",1596,701,895,1596,0,4,23.12,69.0311418685121,43.922305764411,56.077694235589,100,0
"E01006638",1219,532,687,1219,0,2,22.09,55.1833408782254,43.642329778507,56.357670221493,100,0
"E01006639",1509,687,822,1509,0,5,40.59,37.1766444937177,45.5268389662028,54.4731610337972,100,0
"E01006640",1880,886,994,1880,0,22,61.71,30.4650785934208,47.1276595744681,52.8723404255319,100,0
"E01006641",1740,816,924,1640,100,1,18.53,93.9017808958446,46.8965517241379,53.1034482758621,94.2528735632184,5.74712643678161
"E01006642",1290,572,718,1290,0,5,18.6,69.3548387096774,44.3410852713178,55.6589147286822,100,0
"E01006643",1822,831,991,1822,0,6,21.92,83.1204379562044,45.609220636663,54.390779363337,100,0
"E01006644",2040,987,1053,2040,0,10,38.14,53.4871525957001,48.3823529411765,51.6176470588235,100,0
"E01006645",1424,671,753,1424,0,4,31.86,44.6955430006277,47.1207865168539,52.8792134831461,100,0
"E01006646",1899,993,906,1881,18,2,69.03,27.509778357236,52.2906793048973,47.7093206951027,99.0521327014218,0.947867298578199
"E01006647",1422,652,770,1422,0,7,34.42,41.3131900058106,45.8509142053446,54.1490857946554,100,0
"E01006648",2175,1148,1027,2175,0,5,66.46,32.7264520012037,52.7816091954023,47.2183908045977,100,0
"E01006651",1642,800,842,1642,0,10,29.93,54.8613431339793,48.721071863581,51.278928136419,100,0
"E01006652",1505,752,753,1505,0,2,23.81,63.2087358252835,49.9667774086379,50.0332225913621,100,0
"E01006653",1520,733,787,1520,0,3,42.68,35.6138706654171,48.2236842105263,51.7763157894737,100,0
"E01006654",1513,713,800,1455,58,10,63.68,23.7594221105528,47.1249173826834,52.8750826173166,96.1665565102445,3.83344348975545
"E01006655",1758,836,922,1733,25,7,38.81,45.2976037103839,47.5540386803185,52.4459613196815,98.5779294653015,1.42207053469852
"E01006656",1493,734,759,1493,0,7,25.69,58.1159984429739,49.1627595445412,50.8372404554588,100,0
"E01006657",1211,576,635,1211,0,4,13.12,92.3018292682927,47.5639966969447,52.4360033030553,100,0
"E01006658",1300,604,696,1300,0,4,17.19,75.6253635834788,46.4615384615385,53.5384615384615,100,0
"E01006659",1765,1241,524,1070,695,6,161.04,10.9600099354198,70.3116147308782,29.6883852691218,60.6232294617564,39.3767705382436
"E01006660",1433,682,751,1433,0,4,98.06,14.6135019375892,47.5924633635729,52.4075366364271,100,0
"E01006661",1663,751,912,1663,0,6,33.1,50.2416918429003,45.1593505712568,54.8406494287432,100,0
"E01006662",1775,780,995,1633,142,3,89.27,19.8834994959113,43.943661971831,56.056338028169,92,8
"E01006663",1153,561,592,1153,0,1,112.79,10.2225374589946,48.6556808326106,51.3443191673894,100,0
"E01006664",1795,847,948,1795,0,7,31.57,56.8577763699715,47.1866295264624,52.8133704735376,100,0
"E01006665",1555,768,787,1555,0,13,70.47,22.0661274301121,49.3890675241158,50.6109324758842,100,0
"E01006666",1504,723,781,1504,0,19,23.46,64.1091219096334,48.0718085106383,51.9281914893617,100,0
"E01006667",1453,700,753,1413,40,7,53.83,26.9923834293145,48.1761871988988,51.8238128011012,97.2470750172058,2.75292498279422
"E01006668",1534,726,808,1534,0,10,23.38,65.6116338751069,47.3272490221643,52.6727509778357,100,0
"E01006669",1470,722,748,1470,0,5,22.49,65.3623832814584,49.1156462585034,50.8843537414966,100,0
"E01006670",1526,728,798,1520,6,11,65,23.4769230769231,47.7064220183486,52.2935779816514,99.6068152031455,0.393184796854522
"E01006671",1355,634,721,1349,6,17,90.51,14.9707214672412,46.789667896679,53.210332103321,99.5571955719557,0.44280442804428
"E01006672",1955,911,1044,1955,0,16,36.59,53.4298988794753,46.5984654731458,53.4015345268542,100,0
"E01006673",1937,1009,928,1925,12,8,29.13,66.4950223137659,52.0908621579762,47.9091378420237,99.3804852865256,0.619514713474445
"E01006674",1885,953,932,1885,0,11,20.66,91.2391093901258,50.5570291777188,49.4429708222812,100,0
"E01006675",1824,1054,770,1682,142,8,48.76,37.4077112387203,57.7850877192982,42.2149122807018,92.2149122807018,7.78508771929825
"E01006676",1753,861,892,1753,0,6,14.88,117.809139784946,49.1158014831717,50.8841985168283,100,0
"E01006677",1040,451,589,993,47,3,12.9,80.6201550387597,43.3653846153846,56.6346153846154,95.4807692307692,4.51923076923077
"E01006678",2127,1122,1005,2126,1,8,33.43,63.625486090338,52.7503526093089,47.2496473906911,99.9529854254819,0.0470145745181006
"E01006679",2232,1104,1128,2184,48,13,34.73,64.2672041462712,49.4623655913978,50.5376344086022,97.8494623655914,2.1505376344086
"E01006680",1569,784,785,1569,0,14,44.54,35.2267624607095,49.968132568515,50.031867431485,100,0
"E01006681",1585,789,796,1585,0,18,35.16,45.0796359499431,49.7791798107256,50.2208201892744,100,0
"E01006682",1310,643,667,1310,0,25,21.61,60.6200832947709,49.0839694656488,50.9160305343511,100,0
"E01006683",1510,718,792,1507,3,23,25.91,58.278656889232,47.5496688741722,52.4503311258278,99.8013245033113,0.198675496688742
"E01006684",2138,1048,1090,2113,25,28,62.84,34.0229153405474,49.0177736202058,50.9822263797942,98.8306828811974,1.16931711880262
"E01006685",1484,689,795,1426,58,18,29.11,50.9790450017176,46.4285714285714,53.5714285714286,96.0916442048518,3.90835579514825
"E01006686",1433,696,737,1429,4,18,19.14,74.8693834900731,48.569434752268,51.430565247732,99.7208653175157,0.279134682484299
"E01006687",1952,1031,921,1896,56,41,85.59,22.8064026171282,52.8176229508197,47.1823770491803,97.1311475409836,2.86885245901639
"E01006688",1524,744,780,1520,4,14,25.09,60.7413312076525,48.8188976377953,51.1811023622047,99.737532808399,0.26246719160105
"E01006689",1651,793,858,1651,0,22,42.74,38.6289190453907,48.0314960629921,51.9685039370079,100,0
"E01006690",1492,782,710,1457,35,14,79.9,18.6733416770964,52.4128686327078,47.5871313672922,97.6541554959786,2.34584450402145
"E01006691",1503,787,716,1488,15,12,18.92,79.4397463002114,52.3619427811045,47.6380572188955,99.001996007984,0.998003992015968
"E01006692",2180,1102,1078,2180,0,15,53.5,40.7476635514019,50.5504587155963,49.4495412844037,100,0
"E01006693",1511,783,728,1508,3,4,30.89,48.9155066364519,51.8199867637326,48.1800132362674,99.801455989411,0.198544010589014
"E01006694",1864,949,915,1864,0,6,13.15,141.749049429658,50.912017167382,49.087982832618,100,0
"E01006695",1821,1045,776,1814,7,11,16.14,112.825278810409,57.386051619989,42.613948380011,99.615595826469,0.384404173531027
"E01006696",1744,856,888,1744,0,9,20.77,83.9672604718344,49.0825688073394,50.9174311926605,100,0
"E01006697",1845,958,887,1843,2,3,12.79,144.253322908522,51.9241192411924,48.0758807588076,99.8915989159891,0.10840108401084
"E01006698",1716,826,890,1716,0,7,13.51,127.017024426351,48.1351981351981,51.8648018648019,100,0
"E01006699",1594,817,777,1581,13,1,19.64,81.1608961303462,51.2547051442911,48.7452948557089,99.1844416562108,0.81555834378921
"E01006700",1438,705,733,1410,28,8,14.63,98.2911825017088,49.0264255910988,50.9735744089013,98.0528511821975,1.9471488178025
"E01006701",1380,693,687,1380,0,6,25.01,55.1779288284686,50.2173913043478,49.7826086956522,100,0
"E01006702",1618,783,835,1596,22,15,19.55,82.7621483375959,48.3930778739184,51.6069221260816,98.6402966625464,1.35970333745365
"E01006703",1561,835,726,1527,34,5,25.73,60.6684803731053,53.4913516976297,46.5086483023703,97.8219090326714,2.17809096732864
"E01006705",1409,724,685,1409,0,5,13.4,105.149253731343,51.3839602555003,48.6160397444996,100,0
"E01006706",1346,623,723,1346,0,2,59,22.8135593220339,46.2852897473997,53.7147102526003,100,0
"E01006707",1323,598,725,1294,29,2,62.87,21.0434229362176,45.2003023431595,54.7996976568405,97.8080120937264,2.19198790627362
"E01006708",1805,837,968,1757,48,10,118.61,15.2179411516736,46.3711911357341,53.6288088642659,97.3407202216066,2.65927977839335
"E01006709",1438,739,699,1438,0,5,24.13,59.5938665561542,51.3908205841446,48.6091794158554,100,0
"E01006710",1496,683,813,1490,6,8,22.82,65.5565293602103,45.6550802139037,54.3449197860963,99.5989304812834,0.401069518716578
"E01006711",1538,761,777,1500,38,11,62.76,24.5060548119822,49.479843953186,50.520156046814,97.5292587776333,2.47074122236671
"E01006712",1339,615,724,1303,36,5,11.84,113.091216216216,45.9297983569828,54.0702016430172,97.31142643764,2.68857356235997
"E01006713",1377,645,732,1375,2,4,9.95,138.391959798995,46.8409586056645,53.1590413943355,99.8547567175018,0.145243282498184
"E01006716",1589,773,816,1454,135,2,27.78,57.1994240460763,48.6469477658905,51.3530522341095,91.5040906230333,8.49590937696665
"E01006717",1436,719,717,1436,0,10,15.64,91.8158567774936,50.0696378830084,49.9303621169916,100,0
"E01006718",1587,796,791,1584,3,13,15.27,103.929273084479,50.1575299306868,49.8424700693132,99.8109640831758,0.189035916824197
"E01006719",1535,744,791,1535,0,8,17.71,86.6741953698475,48.4690553745928,51.5309446254072,100,0
"E01006720",2108,1074,1034,2108,0,12,53.47,39.4239760613428,50.9487666034156,49.0512333965844,100,0
"E01006721",1655,805,850,1655,0,11,19.41,85.2653271509531,48.6404833836858,51.3595166163142,100,0
"E01006722",1793,937,856,1793,0,28,10.3,174.077669902913,52.2587841606246,47.7412158393754,100,0
"E01006723",1875,966,909,1862,13,10,12.4,151.209677419355,51.52,48.48,99.3066666666667,0.693333333333333
"E01006724",1790,910,880,1783,7,23,28.09,63.7237451050196,50.8379888268156,49.1620111731844,99.608938547486,0.391061452513967
"E01006725",1537,786,751,1537,0,9,26.66,57.6519129782446,51.1385816525699,48.8614183474301,100,0
"E01006726",1565,758,807,1565,0,6,9.07,172.546857772878,48.4345047923323,51.5654952076677,100,0
"E01006727",1441,749,692,1438,3,11,9.65,149.326424870466,51.9777931991672,48.0222068008328,99.7918112421929,0.208188757807078
"E01006728",1623,785,838,1620,3,3,10.91,148.762603116407,48.3672211953173,51.6327788046827,99.815157116451,0.184842883548983
"E01006729",1400,641,759,1400,0,2,17.01,82.3045267489712,45.7857142857143,54.2142857142857,100,0
"E01006730",1326,618,708,1323,3,6,22.95,57.7777777777778,46.606334841629,53.393665158371,99.7737556561086,0.226244343891403
"E01006731",1196,554,642,1196,0,0,17.26,69.2931633835458,46.3210702341137,53.6789297658863,100,0
"E01006732",1643,676,967,1643,0,3,18.39,89.342033713975,41.1442483262325,58.8557516737675,100,0
"E01006734",1412,667,745,1412,0,4,17,83.0588235294118,47.2379603399433,52.7620396600567,100,0
"E01006735",1309,612,697,1309,0,4,18.01,72.681843420322,46.7532467532467,53.2467532467532,100,0
"E01006736",1460,683,777,1460,0,7,26.52,55.052790346908,46.7808219178082,53.2191780821918,100,0
"E01006737",1435,664,771,1435,0,7,18.07,79.4133923630327,46.2717770034843,53.7282229965157,100,0
"E01006738",1501,669,832,1501,0,3,15.87,94.580970384373,44.5702864756829,55.4297135243171,100,0
"E01006739",1769,840,929,1738,31,4,543.01,3.25776689195411,47.4844544940644,52.5155455059356,98.2475975127191,1.75240248728095
"E01006740",1280,679,601,1280,0,7,91.93,13.92363755031,53.046875,46.953125,100,0
"E01006741",1815,877,938,1815,0,3,157.09,11.5538863072124,48.3195592286501,51.6804407713499,100,0
"E01006742",1394,693,701,1394,0,8,31.83,43.7951617970468,49.713055954089,50.2869440459111,100,0
"E01006743",2175,1066,1109,2175,0,4,173.65,12.5251943564642,49.0114942528736,50.9885057471264,100,0
"E01006744",1482,720,762,1482,0,11,14.4,102.916666666667,48.582995951417,51.417004048583,100,0
"E01006745",1879,958,921,1854,25,6,38.7,48.5529715762274,50.9845662586482,49.0154337413518,98.6695050558808,1.33049494411921
"E01006746",1513,735,778,1506,7,7,21.79,69.4355208811381,48.5789821546596,51.4210178453404,99.5373430270985,0.46265697290152
"E01006747",3552,1636,1916,1655,1897,72,50.21,70.7428799044015,46.0585585585586,53.9414414414414,46.5934684684685,53.4065315315315
"E01006748",1936,1034,902,1936,0,11,16.17,119.727891156463,53.4090909090909,46.5909090909091,100,0
"E01006751",2572,1229,1343,2043,529,28,47.69,53.9316418536381,47.7838258164852,52.2161741835148,79.4323483670295,20.5676516329705
"E01006752",1012,545,467,1012,0,1,19.91,50.828729281768,53.8537549407115,46.1462450592885,100,0
"E01006753",1557,716,841,1557,0,2,29.38,52.9952348536419,45.9858702633269,54.0141297366731,100,0
"E01006754",1627,778,849,1627,0,6,47.04,34.5875850340136,47.8180700676091,52.1819299323909,100,0
"E01006755",1587,721,866,1552,35,10,51.05,31.0871694417238,45.4316320100819,54.5683679899181,97.7945809703844,2.20541902961563
"E01006756",1820,835,985,1820,0,4,33.09,55.0015110305228,45.8791208791209,54.1208791208791,100,0
"E01006757",1491,695,796,1491,0,3,28.55,52.2241681260946,46.6130114017438,53.3869885982562,100,0
"E01006758",1527,701,826,1527,0,6,24.29,62.8653766982297,45.9070072036673,54.0929927963327,100,0
"E01006759",1095,571,524,1052,43,11,59.94,18.2682682682683,52.1461187214612,47.8538812785388,96.0730593607306,3.92694063926941
"E01006760",1611,999,612,1548,63,3,22.97,70.1349586417066,62.0111731843575,37.9888268156425,96.0893854748603,3.91061452513966
"E01006761",1644,864,780,1583,61,5,36.69,44.8078495502862,52.5547445255474,47.4452554744526,96.2895377128954,3.71046228710462
"E01006762",1692,789,903,1692,0,9,26.63,63.5373638753286,46.6312056737589,53.3687943262411,100,0
"E01006763",1471,737,734,1471,0,2,12,122.583333333333,50.1019714479946,49.8980285520054,100,0
"E01006764",1522,771,751,1522,0,3,14.85,102.491582491582,50.6570302233903,49.3429697766097,100,0
"E01006765",1468,693,775,1468,0,3,15.76,93.1472081218274,47.2070844686649,52.7929155313351,100,0
"E01006766",1266,614,652,1265,1,9,12.81,98.8290398126464,48.4992101105845,51.5007898894155,99.9210110584518,0.0789889415481833
"E01006767",1787,898,889,1784,3,4,25.85,69.1295938104449,50.2518186905428,49.7481813094572,99.8321208729715,0.167879127028539
"E01006768",1359,741,618,1347,12,14,27.82,48.8497483824587,54.5253863134658,45.4746136865342,99.1169977924945,0.883002207505519
"E01006769",1270,630,640,1270,0,5,30.85,41.1669367909238,49.6062992125984,50.3937007874016,100,0
"E01006770",1002,459,543,1002,0,2,22.88,43.7937062937063,45.8083832335329,54.1916167664671,100,0
"E01006771",1425,630,795,1425,0,3,49.88,28.5685645549318,44.2105263157895,55.7894736842105,100,0
